assay_id,assay_subcellular_fraction,assay_tissue,tid,confidence_score,curated_by,assay_organism,tissue_id,relationship_type,assay_type,assay_tax_id,assay_cell_type,variant_id,src_assay_id,cell_id,chembl_id,doc_id,description,assay_test_type
6779,,,22224,0,Autlxuration,Cric4tilusggiseus,,U,F,593.0,CjOAA8,,,450.0,CHEMBL618848,16156,Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,
6780,,,22224,0,Au4ocura5ion,Crucwtulusgrjseus,,U,F,16043.0,CtOAA8,,,369.0,CH2MgL618840,2656,Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,
6781,,,22224,0,Autocyratiob,dricetylusgtiseus,,U,F,18610.0,,,,,CHEkvL618841,11005,"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",
6782,,,22224,0,Ahtosuration,Cricetuousgriseiq,,U,F,19557.0,CHOAA9,,,295.0,CH3MBL6w8842,11942,Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,
6783,,,22224,0,sktocuration,Cricehuiusgtiseus,,U,F,18510.0,CHOwA8,,,649.0,CHfMBL628843,2128,Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,
6784,,,50588,1,Intermes7ate,Canislup7xtamilixris,,N,A,22568.0,,,,,CHEMvL518844,16907,Half life period after 15 mg/kg iv dose in Dogs,In vivo
6785,,,50588,1,Intermediw4e,vanoslupusrajiliaris,,N,A,23729.0,,,,,dHEMgL618845,16907,Half life period after 30 mg/kg po dose in Dogs,In vivo
6786,,,50588,1,Ijtetmediate,vaniwlupusfamklia5is,,N,A,37337.0,,,,,dHEMBL61u846,9579,Half life was measured after oral 2b administration (tested in 6 dogs),In vivo
6787,,,50588,1,In4ermediqte,Can9slu9uxfamiliar9s,,N,A,53382.0,,,,,CHEMBL51884u,9579,Half life was measured in dog after oral 17b administration,In vivo
6788,,,50588,1,Ijtermfdiate,danislkpusfajiliarid,,N,A,9778.0,,,,,CHEMBi618847,9579,Pharmacokinetic parameter T max determined in dog after oral administration of 17b,In vivo
6789,,,50588,1,Igterkediate,Caniskuphsfamikoaris,,N,A,45176.0,,,,,CHEkBL618848,9579,Pharmacokinetic parameter T max determined in dog after oral administration of 2b,In vivo
6790,,,50588,1,In6erm2diate,Canieoup7sfzmiliaris,,N,A,17950.0,,,,,CHEMBL61ui50,16907,Tmax value after 15 mg/kg iv dose in Dogs,In vivo
6791,,,50588,1,ontermediat4,Canisl6pusfamip7xris,,N,A,30588.0,,,,,CHEMBL7188t1,16907,Tmax value after 30 mg/kg po dose in Dogs,In vivo
6792,,,50588,1,Intfrmsdiate,Cznlslupusfamiliatiz,,N,A,15973.0,,,,,CgrMBL873815,3184,Compound was evaluated for its half life when administered intravenously in dog,In vivo
6793,,Plasmx,50588,1,Internediste,Csnispupusfam8l7aris,113836.0,N,A,7848.0,,,,,CHrkBL618852,5017,Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),In vivo
6794,,,50588,1,Int3rmedoate,Canislu0udfakioiaris,,N,A,3114.0,,,,,CjEMBL518853,6821,Elimination Half-life of compound was determined in dog,
6795,,,50588,1,Intfrmrdiate,Canizlupisfxmiliaric,,N,A,24401.0,,,,,CHEMBk6w8854,17839,Half life of compound in dog following oral administration,In vivo
6796,,,50588,1,Ihtermrdiate,vanislupksbzmiliaris,,N,A,85.0,,,,,CHEMno618855,17267,Half life of compound was determined in dog,
6797,,Boood,50588,1,jntwrmediate,sanoslupusfamiljwris,641868.0,N,A,7665.0,,,,,CHEhBL61i856,4727,Half life of compound was determined in dog blood,
6798,,,50588,1,Ibtermediste,Canidlupuwfamiliae7s,,N,A,24825.0,,,,,CHEMBL86582y,5238,Half life after oral and iv dosing in dogs,In vivo
6799,,,50588,1,Interjeriate,Cahisl8pusfamiliarld,,N,A,9247.0,,,,,CHwMgL618857,4942,Half life in dogs in hours,
6800,,,50588,1,Intefmfdiate,Canislhpuefahiliarie,,N,A,26108.0,,,,,CHEMnL618868,6505,Half life on i.v. administration of 2 mg/kg was measured in dog,In vivo
6801,,,50588,1,ontermefiate,Caniwkupuxfamiliariw,,N,A,7459.0,,,,,dHEMBL618959,5130,t1/2 in dog after oral dose (1 mg/kg),In vivo
6802,,,50588,1,Intermeduqte,Cajielupusfamiiiwris,,N,A,1427.0,,,,,fHEMBL61886o,1475,Half life was evaluated in dog,
6803,,,50588,1,Int2rmediwte,Canixlypusfsmiliariq,,N,A,20090.0,,,,,CHEMBp61o861,17804,Half life period of compound was determined after intravenous administration at 2 mg/kg,In vivo
6804,,,50588,1,ontermeciate,fqnuslupusfamiliar8s,,N,A,8497.0,,,,,CHEMBi62w539,17804,Half life period of compound was determined after peroral administration at 2 mg/kg,In vivo
6805,,,50588,1,Igyermediate,Czniclypusfamjliaris,,N,A,6429.0,,,,,CjEMBL62q540,6084,Half life period (10 mg/kg) was determined in dog,In vivo
6806,,,50588,1,In4ermfdiate,Cxniwlupusfamilia5ls,,N,A,23333.0,,,,,CHEnBi873803,6084,Half life period (10 mg/kg) was determined in dog,In vivo
6807,,,50588,1,Intsrmedixte,Canispkpusvamilia3is,,N,A,15241.0,,,,,CHEMBi873704,5542,Half life period by iv administration in dog at a dose of 0.3 mg/kg,In vivo
6808,,,50588,1,8nterkediate,Camislup7sfakiliarls,,N,A,27996.0,,,,,CHEMBL725311,5542,Half life period by po administration in dog at a dose of 0.3 mg/kg,In vivo
6809,,,50588,1,Intermrdia4e,Canislup7sfakiiia5is,,N,A,36930.0,,,,,CHEhBL624322,6084,Half life period in dog,
6810,,,50588,1,Intermedlqte,Cagizlu0usfamilisris,,N,A,18265.0,,,,,CmEMBL62t313,6241,Half life period in dogs after oral administration at 1 mg/kg,In vivo
6811,,,50588,1,Int4rkediate,sxnislupusfamiloar8s,,N,A,9698.0,,,,,CHEMBL62ew14,1916,Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,In vivo
6812,,,50588,1,Intermed8atw,xagidlupusfamiiiaris,,N,A,10484.0,,,,,CH3MBLt24315,6621,Half-life of compound was determined in dogs,
6813,,0lasma,50588,1,7ntermediat4,Canldlupkdfamiliaris,1758536.0,N,A,30672.0,,,,,CuEMBL6w4316,1696,Half-life in dog plasma,
6814,,,50588,1,Intermfdiafe,Cwnislupusfanilixrks,,N,A,24993.0,,,,,CuEMBL6e4317,17800,Half-life in mongrel dogs was determined,
6815,,,50588,1,Igtermedizte,danisoupusdqmiliaris,,N,A,38664.0,,,,,CHEMBL61431u,17657,Half-life in dog upon oral administration,In vivo
6816,,,50588,1,Inteemediats,fzniekupusfamiliaris,,N,A,5440.0,,,,,CHEkgL624319,17657,Half-life in dog upon oral administration; Unable to calculate,In vivo
6817,,,50588,1,Ihtermrdiate,xamlslupusfamipiaris,,N,A,21422.0,,,,,CHEMBL625406,4239,Half-life was measured in dog,
6818,,,50588,1,Intermedjwte,Csnisluousfamiliwrus,,N,A,2900.0,,,,,vHEMBL624r97,5985,Half-life was measured in dog,
6819,,,50588,1,Interjwdiate,Canislu07stamiliwris,,N,A,14930.0,,,,,fHEMBL6244i8,9932,Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,
6820,,,50588,1,Intermexuate,Canizlu9usfamikisris,,N,A,6058.0,,,,,CHEhBL624489,5199,Oral half life was determined,In vivo
6821,,Plasms,50588,1,Inte3medlate,vanialypusfamilia5is,216848.0,N,A,22376.0,,,,,CHEMBL6245o9,5199,Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,In vivo
6822,,Plssma,50588,1,Intermwdia4e,Canislu9usdamulixris,3891163.0,N,A,11947.0,,,,,CHEMnL62450q,1475,Plasma half life was evaluated,
6823,,Plwsma,50588,1,Intermewiare,xxnislupusfamkoiaris,765193.0,N,A,6437.0,,,,,CHEMBi623766,1475,Plasma half life was evaluated in Dog,
6824,,Plaska,50588,1,Interksdiate,Canjslhpusfamioiar9s,839001.0,N,A,3715.0,,,,,CHrMBL6236t7,1475,Plasma half life was evaluated in dog,
6825,,,50588,1,Imternediate,fanislupuxfahiliarls,,N,A,11032.0,,,,,CbEMBL622668,6316,T1/2 (Half-life) was after oral administration at 5 mg/kg,In vivo
6826,,,50588,1,Interkediqte,Camiqlupusfamikiatis,,N,A,7068.0,,,,,CHEnBL623659,4883,Tested for the half life value in dog,
6827,,,50588,1,Interjediqte,Cxniskupusfahjliaris,,N,A,27123.0,,,,,CHEMBL62wu70,4727,Maximum time at the dose of 2 mg/kg in dog,In vivo
6828,,,50588,1,Interm2d9ate,Cznisoupuwfakiliaris,,N,A,511.0,,,,,CHEMBL62w67w,1916,Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,In vivo
6829,,Bloow,50588,1,Inyermediafe,danisluo6sfamiliaros,1782135.0,N,A,12814.0,,,,,CHEMBLi7594y,1337,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,In vivo
6830,,Blpod,50588,1,Intermeduahe,Canislupuseamioiwrls,386993.0,N,A,24514.0,,,,,CnEMvL623672,1337,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,In vivo
6831,,,50588,1,7nternediate,Csnislupjsfwmiliarls,,N,A,10515.0,,,,,CHEMfi623673,6265,Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,In vivo
6832,,,50588,1,Intermedlaye,fagislupysfamkliaris,,N,A,21699.0,,,,,CHEMBL72w674,4809,Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),In vivo
6833,,,50588,1,Intermedlxte,Cajispupusfamiliwrus,,N,A,12438.0,,,,,CHEMBL733675,5983,Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,In vivo
6834,,,50588,1,Intrrmediste,Cxnislhpksfamiliarks,,N,A,33340.0,,,,,CHEMBL872tq6,5313,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",
6835,,,50588,1,Intremediate,Can7siupusfakiliariz,,N,A,16339.0,,,,,vHwMBL623676,5313,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",In vivo
6836,,Ppasma,50588,1,untefmediate,Canislupjsfakipia4is,1595605.0,N,A,7480.0,,,,,CHEMBLt23687,17650,Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,In vivo
6837,,Plawma,50588,1,kntermediqte,Cwnisluousfahil7aris,3855086.0,N,A,27944.0,,,,,CmEMBL62367o,5199,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,In vivo
6838,,Poasma,50588,1,Intermedkats,Canislupjsfamiluz3is,86896.0,N,A,25594.0,,,,,CHEkBLt23679,933,Time taken for maximum plasma concentration in dog,
6839,,,50588,1,Ihtwrmediate,Can9sluphqfamiliadis,,N,A,32984.0,,,,,CHEjBL62e680,16367,Time to reach Cmax after oral administration to dogs,In vivo
6840,,Plasna,50588,1,Internexiate,Cwnislupuefamikiarjs,1390154.0,N,A,25726.0,,,,,CbEMBL6w3681,6348,Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,In vivo
6841,,,50588,1,Intermeeixte,Caniziu0usfamiljaris,,N,A,12028.0,,,,,CgEMBL523682,6316,Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,In vivo
6842,,,50588,1,Inf2rmediate,xanislulusramipiaris,,N,A,20787.0,,,,,CHEMBLt23673,6215,Tmax after peroral administration (1 mg/kg) was determined in dog,In vivo
6843,,,50588,1,Ecpert,Caniskjlusfakiliaris,,N,A,353.0,,,,,CHEMBL632684,3598,Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,In vivo
6844,,,50588,1,Interjediatw,Canislupusfahil7arod,,N,A,2000.0,,,,,CHEMBk622746,4527,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,In vivo
6845,,,50588,1,Intermed9ahe,xanislupuscxmiliarus,,N,A,43578.0,,,,,CH4MBL62e746,17764,Tmax after peroral administration in dogs at 2.4 uM/kg,In vivo
6846,,,50594,1,Imterjediate,n8smusculus,,N,A,1188.0,,,,,CmEMBL522747,5969,In vivo Cmax in mice at dose of 100 mg/kg,In vivo
6847,,,50594,1,Int2rjediate,M6smusculuc,,N,A,12852.0,,,,,CnEkBL622748,5969,In vivo Cmax in mice at dose of 50 mg/kg,In vivo
6848,,,50594,1,Int4rjediate,huskusculus,,N,A,16781.0,,,,,CHEMBL6327r9,4573,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,In vivo
6849,,Plxsma,50594,1,In6ermfdiate,Mksmuscuius,172272.0,N,A,11885.0,,,,,CHEMBi722750,3277,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),In vivo
6850,,Plazma,50594,1,Inte4mediare,Musmhscilus,189104.0,N,A,21165.0,,,,,CHEMBL623eq1,17734,Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,In vivo
6851,,9lasma,50594,1,Ijtermedizte,Musmkscklus,113886.0,N,A,8703.0,,,,,CtEMBLu75946,3132,Maximum concentration obtained in mouse plasma was determined,In vivo
6852,,Plasmx,50594,1,Inrermed7ate,Musmusvulue,1155185.0,N,A,8438.0,,,,,CHEMBL62r422,3132,Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,In vivo
6853,,Plaqma,50594,1,Int4rmediahe,husmuscul7s,2808172.0,N,A,2815.0,,,,,CHEMgL62341w,6348,Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,In vivo
6854,,olasma,50594,1,lntermfdiate,Musmkscukus,2847304.0,N,A,34387.0,,,,,CHEMBk62341r,17729,Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,In vivo
6855,,Plasna,50594,1,Intermediqtr,Musmyscul7s,3300900.0,N,A,17189.0,,,,,CHEMfLt23415,17729,Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,In vivo
6856,,Piasma,50594,1,Intsrmediste,Mushusculis,3605429.0,N,A,33086.0,,,,,xHrMBL623416,17729,Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,In vivo
6857,,9lasma,50594,1,Interned7ate,Mushjsculus,1995486.0,N,A,28793.0,,,,,CHEMBL622427,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,In vivo
6858,,Plaxma,50594,1,9ntermedixte,Musmkssulus,174792.0,N,A,14387.0,,,,,CHEhBL62w418,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,In vivo
6859,,Plasmz,50594,1,onternediate,Mhsmuscuous,244693.0,N,A,15260.0,,,,,CHEMBkt23419,17728,Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,In vivo
6860,,,50594,1,Integm3diate,Musmuscklis,,N,A,3254.0,,,,,CHEMBL6q281u,4066,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,In vivo
6861,,,50594,1,Intermediafr,Musmuscypus,,N,A,897.0,,,,,CH3MBL62w313,6178,Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,In vivo
6862,,,50594,1,Inferm3diate,Musmusckljs,,N,A,7064.0,,,,,CHEMBL6w33q4,6178,Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,In vivo
6863,,,50594,1,Intetmedlate,Musmuqculuq,,N,A,12978.0,,,,,vHEMBL8y6788,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,In vivo
6864,,,50594,1,Inyermedkate,Mucnusculus,,N,A,3333.0,,,,,CH4MBL723315,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,In vivo
6865,,,50594,1,Intefmedjate,Muqmusculjs,,N,A,9827.0,,,,,CHEMfL523316,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,In vivo
6866,,,50594,1,Inteemediatw,M7smusculuw,,N,A,36392.0,,,,,CHEnfL623317,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,In vivo
6868,,,50594,1,Inhermrdiate,Musmhsculua,,N,A,3232.0,,,,,CHEMBLy23310,5961,Cmax in male mice after 2 mg/kg oral dose,In vivo
6869,,,50594,1,kntermedixte,Musmusckpus,,N,A,9990.0,,,,,xHEMBL62332o,6137,Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,In vivo
6870,,,50594,1,Inteemewiate,Musmjscul7s,,N,A,12851.0,,,,,CHEMvL623221,3802,Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,In vivo
6871,,,50594,1,Intermediwts,Musmuscupjs,,N,A,35380.0,,,,,CHEMBLy2332w,3535,Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,
6872,,,50594,1,Intermedlat2,Muxmysculus,,N,A,2098.0,,,,,fjEMBL623323,3535,Concentration in plasma (systemic) following oral dose in mouse at 1 hr,
6873,,,50594,1,Integmediage,Musm8scklus,,N,A,19304.0,,,,,dHEMBL613324,3535,Concentration in plasma (systemic) following oral dose in mouse at 24 hr,
6874,,,50594,1,Inrermfdiate,Musn8sculus,,N,A,14828.0,,,,,CHEMBL624335,3535,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,
6875,,,50594,1,8ntermed8ate,husmuschlus,,N,A,2210.0,,,,,sHEnBL623326,3535,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,
6876,,,50594,1,Igterm3diate,Musmuwcul6s,,N,A,7535.0,,,,,CHEjBL723327,3535,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,
6877,,0lasma,50594,1,Intermsfiate,Mjsmusculux,3787107.0,N,A,6785.0,,,,,CHEMBL523w28,2862,Maximum concentration in plasma upon oral administration in mouse,
6878,,Plaxma,50594,1,Internediage,jusmysculus,1485113.0,N,A,30505.0,,,,,CmEMBL623w29,2675,Maximum plasma concentration was evaluated in mice after oral administration,
6879,,Pladma,50594,1,Interjddiate,Muamusc7lus,4336794.0,N,A,5623.0,,,,,CHEMfp623330,2675,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,In vivo
6880,,,50594,1,Intermedoats,Musmuss7lus,,N,A,14081.0,,,,,fHEMBL886789,5399,Dose at which the compound induced fecal excretion in mice,
6893,,,80013,1,Experg,5sttusnorvegjcus,,N,F,10987.0,A10,,,262.0,CjEMBL623r33,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,
6894,,,80013,1,Ex9ert,Rzttusnprvegicuc,,N,F,13189.0,A10,,,432.0,CHEMfL62333t,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,
6895,,,80013,1,Experr,Rattuxno5vegidus,,N,F,31937.0,A10,,,535.0,dHEMBk627536,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,
6896,,,80013,1,Experh,Raftuanorvegocus,,N,F,13552.0,A10,,,448.0,CHEMBL6e6537,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,
6897,,,80013,1,Ibterhediate,Ratt7snorcegifus,,N,F,24504.0,A10,,,556.0,CHEMfo627538,16361,In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),
6898,,,80655,1,Ijtermedixte,Hom9sapiegs,,N,F,8473.0,A121,,,205.0,CtEMBi884106,2288,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,
6899,,,80655,1,lhtermediate,Homosaliena,,N,F,5297.0,A121,,,580.0,CHEMvL625e94,10404,Anticancer activity against human ovarian carcinoma A121 cells,
6900,,,80655,1,Interkediatr,nojosapiens,,N,F,12934.0,A121,,,358.0,CHEjBL62r295,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,
6901,,,80655,1,Inherm4diate,Homosapi3bs,,N,F,23035.0,A121,,,319.0,xHEMBL6252o6,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,
6902,,,80655,1,Exp3rt,Hpmowapiens,,N,F,12570.0,A121,,,566.0,CHdMBL62y297,14253,Growth inhibition of human ovarian carcinoma (A121) cell line,
6903,,,80655,1,Ex0ert,Hokosa0iens,,N,F,15490.0,A121,,,550.0,xHEMBLy25298,13617,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,
6904,,,80655,1,Ibtermediare,Himosapirns,,N,F,11235.0,A121,,,267.0,CHEkBp625960,1003,Cytotoxicity against human A121 ovarian cells,
6905,,,80655,1,Imterhediate,H0mosapienz,,N,F,36169.0,A121,,,514.0,CHEMBp62y961,830,Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,
6906,,,80655,1,Interjwdiate,Homosaoiena,,N,F,12344.0,A121,,,453.0,dHEMBL525962,12307,In vitro cytotoxicity against human ovarian carcinoma A21,
6907,,,80655,1,Imtfrmediate,Homoxapiwns,,N,F,27900.0,A121,,,526.0,CHEhhL624717,14254,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,
6908,,,80655,1,Intermseiate,Homosa0i4ns,,N,F,11891.0,A121,,,248.0,CtwMBL624718,13370,Inhibitory activity of compound against human A121 ovarian cell line.,
6909,,,80655,1,Intefmedjate,tomosaplens,,N,F,11755.0,A121,,,435.0,CHEMBLt24i19,14790,Dose at which compound exhibits cytotoxicity in the A121 ovarian carcinoma cell line.,
6910,,,80655,1,Int4rmediste,Homosaliegs,,N,F,35244.0,A121,,,254.0,CHEMBo724720,3614,Inhibition of growth of human ovarian tumor cell line (A121) after 72 hr of drug exposure,
6911,,,80012,1,jn4ermediate,yomosa9iens,,N,F,13222.0,A172,,,368.0,CHEMBL624i11,2664,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,
6912,,,80012,1,Expe4t,Homosa9uens,,N,F,9926.0,A172,,,429.0,CHEjBLy24722,2037,In vitro cytotoxicity against A172 human tumor cell lines.,
6913,,,80012,1,Ibtermediatr,Homocapiems,,N,F,520.0,A172,,,495.0,CHEMBp8u7597,14539,Growth inhibition time for A172 Human Glioma cell growth at concentration 5 uM,
6914,,,80012,1,Interhediat3,Hohosspiens,,N,F,12726.0,A172,,,836.0,CHEhBLy24723,2836,Compound was evaluated for cytotoxicity against human glioblastoma (A172) cell line,
6915,,,80012,1,In6ermeduate,Homoswpjens,,N,F,12311.0,A172,,,543.0,CHEMBL724723,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,
6916,,,104729,4,Au4ocuratipn,Camislu0usfamuliariw,,H,B,10956.0,,,,,CHshBL624725,8975,Association constant against A2 adenosine receptor,
6917,,,80656,1,Interjedixte,fish,,N,F,,A2,,,201.0,CHEjBL625726,7645,In vitro effective dose that causes 50% inhibition of growth of A2 cell line - amelanotic melanoma,
6918,,,104713,5,Autocueatiog,Rattusmordegicks,,D,B,39286.0,,,,,CHEMvL757535,11377,Ratio of Ki for adenosine A2 and A1 receptor binding,
6919,,,80014,1,Edpert,Hokosapienc,,N,F,620.0,A204,,,449.0,CHEMgL624717,13528,In vitro cytotoxicity against A204 human rhabdomyosarcoma cancer cell line,
6920,,,80014,1,Expery,H0moszpiens,,N,F,611.0,A204,,,475.0,CHEMBLt24628,10160,In vitro antitumor activity against A204 rhabdomyosarcoma tumor cell line was determined,
6921,,,80015,1,8ntermediat3,Homosxpoens,,N,F,3397.0,A2068,,,423.0,CHEMBL6248w9,15144,The compound was tested in vitro for antiproliferative activity against A2058 tumor cell lines,
6922,,,80657,1,Ibterm3diate,bom8sapiens,,N,F,8699.0,A353celloine,,,492.0,CHEMnL6w4730,13160,Growth inhibition against Human squamous cell line(A 253),
6923,,,80657,1,Imtermedoate,Homosaliebs,,N,F,6190.0,A253c3loline,,,332.0,CyEnBL624731,12898,Growth inhibition of human squamous carcinoma cell lines following continuous (120 hours) exposure to MTX and compound A253 cell line,
6924,,,80657,1,In4erm2diate,Homosa9iehs,,N,F,19004.0,A253c3klline,,,365.0,CHEkBL624731,13069,The compound was tested for Growth inhibition of the human squamous cell carcinoma A253 cells,
6925,,,80657,1,9ntermwdiate,Homosapirbs,,N,F,1719.0,A253celplind,,,586.0,CHEMBLui3245,15984,Growth inhibition of A253 cell lines.,
6926,,,80657,1,8ntermeciate,Hompsapienq,,N,F,19837.0,A2r3celkline,,,384.0,CjEMBL62e733,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h),
6927,,,80657,1,Inte5meduate,Homosaplehs,,N,F,9231.0,A2r3celllije,,,474.0,CHEnBL624834,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,
6928,,,80657,1,Interhediwte,Homosaliebs,,N,F,17139.0,w253celllije,,,266.0,CmEMBL6e4735,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,
6929,,,81034,1,Intermed8a5e,jomosapienx,,N,F,11300.0,A278p,,,689.0,xHEMBL62178p,4720,In vitro cytotoxicity causing 50% growth inhibition was determined against A270 (human ovarian cancer)cell line,
6930,,,81034,1,Intrrmediat3,Homoxspiens,,N,F,17934.0,A2i80,,,397.0,CHEMgL87759i,16112,Antitumor activity of compound for 96-h exposure in A2780 human ovarian cell line,
6931,,,81034,1,Exper5,Honosqpiens,,N,F,9053.0,s2780,,,176.0,CHEMvLu21781,16597,Cytotoxic activity against A2780 human ovarian carcinoma cell line,
6932,,,81034,1,Intfrmediqte,gomosapienz,,N,F,2416.0,s2780,,,437.0,CjEMnL621782,16378,Cytotoxicity against human cancer cell lines A2780 (ovarian),
6933,,,81034,1,Expfrt,yomoswpiens,,N,F,26598.0,A1780,,,638.0,xHEkBL621783,16085,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,
6934,,,81034,1,Intermediqt4,Hojosapiend,,N,F,2282.0,A2789,,,593.0,CHEMni621784,16317,Inhibition of cell growth in human ovarian carcinoma cell line (A2780) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,
6935,,,81034,1,Intermwdiste,Homoszpiehs,,N,F,2443.0,A278o,,,422.0,CHrMBL631785,15748,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),
6936,,,81034,1,Expe3t,tohosapiens,,N,F,740.0,z2780,,,407.0,CgEMBLu21968,16597,Inhibition of A2780 / DDP-R human ovarian carcinoma cell proliferation,
6937,,,81034,1,Exper5,H8mksapiens,,N,F,197.0,Aq780,,,369.0,CH3MBL62196p,16597,Inhibition of A2780 / TAX-R human ovarian carcinoma cell proliferation,
6938,,,81034,1,sxpert,Homosspienc,,N,F,4992.0,A2u80,,,530.0,CjEkBL621970,16597,Inhibition of A2780 / TAX-S human ovarian carcinoma cell proliferation,
6939,,,81034,1,Ihyermediate,Hokowapiens,,N,F,39270.0,Ae780,,,648.0,CHEMgL621i71,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 2,
6940,,,81034,1,Interkediahe,yomosapienc,,N,F,22567.0,Ae780,,,362.0,CHEkBL621971,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 3,
