prospect_gncd,prospect_nmbrchldrn,prospect_stt,prospect_g,prospect_gndr,prospect_ct,prospect_ncm,prospect_nmbrcrs,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Gvc14234,4.0,UT,85.0,f,Knoxville,,0.0,M,561.0,O,M&T Bank Corp.,2.0,
cep14235,5.0,Newfoundland,,F,Allentown,483214.0,3.0,U,464.0,O,Kennametal,9.0,94947.0
ZTL14236,3.0,MO,46.0,m,Raleigh,127514.0,2.0,S,521.0,U,Urban Outfitters,10.0,3341326.0
oxl14237,0.0,OH,1.0,m,Burlington,2106.0,2.0,U,346.0,O,Lennar,6.0,687399.0
Qcg14238,5.0,MD,14.0,,Fontana,161464.0,3.0,,319.0,,Furniture Brands International,0.0,3779858.0
ZRE14239,2.0,SD,20.0,F,Aurora,121423.0,1.0,S,427.0,O,MDU Resources Group,10.0,3392308.0
MGA14240,2.0,New Brunswick,88.0,m,Las Vegas,420041.0,2.0,U,698.0,,Altria Group,4.0,2695225.0
NAY14241,4.0,OH,44.0,,Newport News,299851.0,5.0,M,523.0,U,Oil States International,10.0,2493944.0
Kgp14242,4.0,CT,35.0,,Phoenix,78705.0,,M,639.0,R,Vulcan Materials,7.0,
Mau14243,1.0,OK,53.0,F,Lancaster,89485.0,5.0,D,438.0,U,New York Life Insurance,2.0,1460426.0
AMB14244,0.0,NV,36.0,,Denver,376881.0,1.0,M,724.0,O,Toll Brothers,10.0,1203234.0
Tbh14245,4.0,FL,34.0,,Lakewood,255269.0,3.0,D,715.0,O,PerkinElmer,2.0,3378118.0
fys14246,2.0,NM,32.0,,Montgomery,422183.0,4.0,M,485.0,O,Kroger,0.0,3064328.0
Xkr14247,1.0,NH,22.0,,Sioux Falls,,1.0,D,403.0,O,Brunswick,4.0,1726792.0
EMS14248,5.0,MS,36.0,,Fontana,399224.0,5.0,D,470.0,O,JohnsonDiversey,3.0,1178058.0
Xll14249,5.0,ID,88.0,,Chicago,28149.0,5.0,M,320.0,O,Sentry Insurance Group,10.0,2157953.0
Pxb14250,5.0,ND,81.0,M,Lincoln,336314.0,3.0,U,668.0,U,Sauer-Danfoss,7.0,3231652.0
Khf14251,4.0,VT,79.0,,Iqaluit,131372.0,3.0,W,607.0,R,CC Media Holdings,9.0,1350603.0
Qsn14252,0.0,Prince Edward Island,68.0,f,Oakland,324977.0,0.0,U,424.0,R,Merrill Lynch,1.0,1556831.0
pqj14253,2.0,NH,51.0,f,Washington,154695.0,3.0,M,453.0,O,Pacific Life,8.0,357300.0
Tyo14254,2.0,NM,80.0,F,Halifax,194793.0,2.0,M,372.0,O,Georgia Gulf,3.0,247527.0
KKE14255,1.0,Prince Edward Island,37.0,F,Hampton,34827.0,3.0,D,487.0,R,Medco Health Solutions,5.0,1748488.0
NMU14256,0.0,OR,90.0,,Abilene,219139.0,2.0,,,O,Calumet Specialty Products,1.0,1708972.0
Czu14257,2.0,IN,68.0,,Halifax,49565.0,4.0,S,492.0,U,Dresser-Rand Group,10.0,622205.0
TSK14258,0.0,WA,46.0,m,Pembroke Pines,269211.0,3.0,M,655.0,O,T. Rowe Price,4.0,472251.0
fer14259,1.0,AR,31.0,M,Escondido,315770.0,0.0,M,732.0,,American Financial Group,3.0,3150667.0
Prt14260,0.0,NJ,72.0,,Macon,129768.0,4.0,S,,R,Allegheny Technologies,1.0,3123250.0
Two14261,0.0,VT,91.0,f,Santa Fe,5098.0,0.0,U,304.0,R,IAC/InterActiveCorp,4.0,281226.0
Eky14262,2.0,Quebec,70.0,,Saskatoon,350527.0,1.0,W,407.0,R,Omnicare,6.0,2650061.0
Ofh14263,0.0,SD,30.0,F,Peoria,115454.0,5.0,M,834.0,U,Medco Health Solutions,7.0,3694059.0
UMF14264,3.0,SC,87.0,M,Dallas,484429.0,1.0,W,651.0,O,Valero Energy,7.0,3810302.0
mqo14265,5.0,TN,,F,Winston-Salem,,2.0,U,783.0,O,,1.0,2511260.0
LWU14266,3.0,TX,89.0,F,Chula Vista,282852.0,2.0,W,549.0,R,Acuity Brands,3.0,790850.0
fnq14267,3.0,MS,40.0,f,Atlanta,450536.0,2.0,D,382.0,U,Cinemark Holdings,0.0,23795.0
Zft14268,2.0,CA,83.0,,Alexandria,351300.0,2.0,D,775.0,O,Oshkosh,6.0,1039574.0
CWL14269,0.0,WY,49.0,,Kansas City,329266.0,0.0,,669.0,O,PolyOne,3.0,2067591.0
Dus14270,,British Columbia,83.0,,Santa Clara,57916.0,2.0,S,800.0,O,Lubrizol,5.0,2412888.0
Mtm14271,2.0,AZ,11.0,,Norfolk,477886.0,3.0,M,,R,Comcast,10.0,3572005.0
Nqd14272,5.0,GA,61.0,,Stamford,157447.0,2.0,W,425.0,O,,7.0,3685408.0
jej14273,5.0,Saskatchewan,99.0,m,Greensboro,59946.0,2.0,U,721.0,O,Thomas & Betts,4.0,
vrs14274,3.0,MD,28.0,M,Bellevue,77628.0,4.0,M,478.0,O,Wendy's/Arby's Group,2.0,2557649.0
cxp14275,2.0,AR,7.0,m,Mount Pearl,292215.0,4.0,M,839.0,O,Carlisle,4.0,1854365.0
QHZ14276,,CT,36.0,,Saint John,108924.0,2.0,W,506.0,O,Tellabs,1.0,123629.0
qhv14277,5.0,Ontario,60.0,,Jersey City,202186.0,2.0,M,523.0,R,,3.0,1756024.0
oci14278,4.0,ND,65.0,,Evansville,249473.0,3.0,M,564.0,R,Adobe Systems,2.0,1179454.0
Bzr14279,5.0,ID,11.0,,Washington,74270.0,4.0,U,,R,Amazon.com,5.0,1711531.0
hbt14280,0.0,OK,0.0,m,Springfield,169220.0,5.0,M,418.0,O,Protective Life,5.0,
Azm14281,2.0,IN,71.0,,Corona,5021.0,4.0,,789.0,R,Pactiv,10.0,2498431.0
nca14282,1.0,IL,37.0,m,Omaha,402874.0,1.0,U,602.0,O,Maxim Integrated Products,1.0,201392.0
uup14283,3.0,MA,45.0,,Casper,296549.0,4.0,M,574.0,R,Laboratory Corp. of America,0.0,2994924.0
Zwu14284,2.0,IA,89.0,,Albuquerque,46268.0,3.0,M,,O,Level 3 Communications,,171299.0
Vkd14285,1.0,FL,4.0,M,Ontario,151542.0,1.0,M,,R,Discover Financial Services,4.0,3194011.0
Nas14286,1.0,IA,,,Jersey City,468589.0,4.0,W,381.0,O,Hudson City Bancorp,4.0,3394308.0
Pmv14287,1.0,KY,11.0,,Manchester,27657.0,0.0,M,650.0,,Worthington Industries,7.0,3783213.0
HBH14288,2.0,NH,52.0,f,San Diego,445358.0,5.0,S,436.0,O,Campbell Soup,7.0,22288.0
Osl14289,,MD,98.0,,Burlington,107494.0,1.0,U,771.0,O,,,3711927.0
Kdi14290,0.0,NC,92.0,,Durham,367326.0,3.0,W,610.0,U,Mettler-Toledo International,2.0,3761376.0
MVM14291,4.0,DC,60.0,,Wilmington,166876.0,3.0,U,833.0,R,Global Partners,3.0,1865538.0
Pof14292,5.0,NV,61.0,F,Riverside,255251.0,4.0,M,700.0,O,Hayes Lemmerz,10.0,1545232.0
Vvi14293,0.0,AK,3.0,m,Boston,369684.0,3.0,S,761.0,O,SAIC,0.0,956334.0
Cfe14294,0.0,Alberta,66.0,,Salem,77586.0,2.0,D,381.0,O,A. Schulman,3.0,3588455.0
Mun14295,2.0,GA,29.0,M,Warren,84054.0,3.0,S,343.0,O,Hudson City Bancorp,1.0,3764810.0
Qqo14296,4.0,DE,32.0,,Santa Fe,108760.0,4.0,U,672.0,O,Google,10.0,846907.0
YLC14297,0.0,NE,47.0,,Philadelphia,139949.0,0.0,M,335.0,O,Interstate Bakeries,2.0,2357547.0
xqn14298,4.0,AZ,51.0,F,Hay River,335099.0,1.0,M,587.0,,DirecTV Group,6.0,1181161.0
Sag14299,0.0,ID,18.0,f,Las Cruces,245190.0,0.0,M,673.0,O,ManTech International,2.0,2903123.0
Bao14300,0.0,Quebec,12.0,,Great Falls,478060.0,4.0,D,585.0,O,Southern,4.0,114187.0
Nzu14301,0.0,TN,,f,Overland Park,477294.0,3.0,S,693.0,U,,0.0,694118.0
Rbd14302,4.0,GA,7.0,,West Valley,80794.0,2.0,S,485.0,U,Seaboard,7.0,405090.0
Eop14303,3.0,Ontario,58.0,,Baltimore,342479.0,2.0,U,822.0,O,Duke Energy,9.0,1408206.0
xeb14304,1.0,Saskatchewan,,,Garden Grove,209398.0,4.0,S,448.0,O,PNM Resources,8.0,1244763.0
Dua14305,4.0,Manitoba,61.0,F,Dawson City,189915.0,1.0,M,682.0,,Enbridge Energy Partners,0.0,3727747.0
Ioa14306,4.0,TX,77.0,,Idaho Falls,,0.0,W,793.0,R,Universal Forest Products,1.0,170430.0
Ehv14307,2.0,CO,52.0,f,Sioux Falls,104305.0,5.0,U,495.0,O,,5.0,3890558.0
bem14308,4.0,VT,47.0,M,Orlando,488881.0,3.0,U,596.0,O,,,1250010.0
Hth14309,5.0,AZ,77.0,,Huntsville,,3.0,U,361.0,O,Liz Claiborne,9.0,3297141.0
JXI14310,2.0,MO,38.0,m,Lewiston,,,M,742.0,R,BJ Services,8.0,1486747.0
Cwk14311,5.0,PA,38.0,F,Lansing,395131.0,5.0,U,751.0,O,Expedia,6.0,1137672.0
YFI14312,1.0,ND,97.0,f,Escondido,76368.0,0.0,M,582.0,O,PepsiCo,0.0,3682552.0
Uck14313,2.0,UT,91.0,,Baltimore,281155.0,3.0,D,784.0,R,Phoenix,2.0,
KXE14314,0.0,DE,40.0,M,London,239023.0,5.0,M,627.0,O,Allstate,9.0,272940.0
bcy14315,3.0,ID,31.0,m,Dallas,220595.0,3.0,,482.0,O,McClatchy,7.0,
OZS14316,3.0,British Columbia,8.0,f,Rapid City,49702.0,2.0,M,415.0,R,Helix Energy Solutions Group,6.0,473652.0
Ipr14317,2.0,CA,50.0,,Peoria,23367.0,0.0,M,708.0,O,Scholastic,5.0,2382860.0
mfs14318,3.0,Alberta,43.0,,Frederick,399303.0,2.0,M,568.0,R,MGM Mirage,3.0,2025087.0
Npm14319,2.0,SD,9.0,,Nashua,47756.0,5.0,W,501.0,O,USG,,3435641.0
Erb14320,,HI,75.0,,St. Catharines,231626.0,1.0,M,656.0,O,Cablevision Systems,8.0,3921893.0
now14321,4.0,Saskatchewan,85.0,M,Plano,53642.0,2.0,,813.0,O,Protective Life,1.0,23463.0
Koc14322,0.0,NM,44.0,,El Paso,51067.0,2.0,U,388.0,O,Assurant,2.0,3400991.0
VCT14323,1.0,AK,66.0,F,Modesto,,5.0,M,834.0,O,United Services Automobile,8.0,2045175.0
ATH14324,1.0,VA,43.0,,Salem,482621.0,4.0,S,504.0,O,Select Medical Holdings,,1501916.0
Wzi14325,3.0,IA,22.0,,Victoria,75916.0,3.0,M,727.0,,Quiksilver,7.0,1225797.0
Ytf14326,,WA,,F,Fairbanks,360863.0,1.0,M,544.0,O,NuStar Energy,10.0,75912.0
erq14327,4.0,VA,82.0,,New Orleans,99177.0,4.0,D,783.0,O,SAIC,10.0,2377185.0
Tzz14328,5.0,NJ,36.0,m,Seattle,30780.0,5.0,U,422.0,O,Tiffany & Co,6.0,48862.0
NSD14329,0.0,MO,57.0,f,San Jose,434785.0,,M,673.0,R,Southwest Airlines,8.0,1829664.0
Qmd14330,3.0,WI,29.0,M,Carrollton,404943.0,3.0,U,317.0,R,Masco,6.0,1073646.0
cti14331,4.0,AR,41.0,,Colorado Springs,116366.0,2.0,S,313.0,O,Exide Technologies,,1723913.0
uvb14332,1.0,RI,31.0,,Reno,267173.0,5.0,M,344.0,R,Harman International Ind.,8.0,1063839.0
qqj14333,1.0,MI,72.0,,Des Moines,322445.0,5.0,M,488.0,O,Brown Shoe,3.0,1070991.0
mhh14334,4.0,KS,65.0,f,El Paso,319200.0,3.0,M,651.0,O,Brunswick,0.0,
zbk14335,5.0,TN,16.0,m,Pittsburgh,277469.0,3.0,M,514.0,O,Eagle Rock Energy Partners,2.0,
jcj14336,0.0,MD,32.0,,Mesa,462515.0,5.0,S,310.0,R,NBTY,5.0,351485.0
erb14337,0.0,KS,39.0,M,Lubbock,,3.0,M,584.0,O,Paccar,7.0,2510378.0
exd14338,2.0,New Brunswick,7.0,,Palmdale,35561.0,,W,778.0,O,Granite Construction,6.0,268764.0
IWX14339,2.0,LA,56.0,,Augusta,370801.0,4.0,M,653.0,O,Flowers Foods,3.0,634180.0
Amh14340,3.0,Prince Edward Island,46.0,,Little Rock,360406.0,5.0,W,374.0,R,Jones Lang LaSalle,9.0,741713.0
VNU14341,4.0,GA,47.0,f,Lansing,495672.0,0.0,U,,O,Affiliated Computer Services,10.0,3312281.0
Kef14342,3.0,MS,67.0,,Nashua,95371.0,,U,850.0,O,Eastman Kodak,10.0,1181115.0
zmg14343,3.0,AR,74.0,,West Covina,123369.0,1.0,M,662.0,O,MSC Industrial Direct,0.0,3555262.0
Klc14344,4.0,OR,23.0,,Salem,,5.0,M,319.0,R,Aventine Renewable Energy,5.0,3492950.0
qox14345,1.0,AL,69.0,,Missoula,367473.0,0.0,S,767.0,O,Comerica,4.0,546227.0
Fih14346,2.0,TN,88.0,M,Cedar Rapids,159505.0,5.0,,797.0,O,Constellation Energy,3.0,3943292.0
Wla14347,1.0,ND,31.0,,Escondido,73697.0,1.0,U,462.0,O,Wesco International,,1814873.0
YHN14348,4.0,Alberta,13.0,f,Little Rock,,3.0,U,554.0,U,Neiman Marcus,9.0,3626487.0
QIJ14349,0.0,OR,45.0,M,Santa Clara,307020.0,4.0,M,557.0,O,Mercury General,3.0,2109166.0
USM14350,4.0,NJ,9.0,f,Oakland,320661.0,5.0,U,654.0,R,Intuit,3.0,242007.0
Lea14351,2.0,UT,79.0,,Palmdale,322224.0,2.0,S,683.0,O,McGraw-Hill,2.0,1491431.0
Stf14352,,OR,30.0,f,London,480261.0,5.0,M,632.0,O,Energizer Holdings,7.0,2342083.0
WKZ14353,2.0,HI,12.0,f,Savannah,366909.0,5.0,U,,R,Intel,10.0,385957.0
lsd14354,1.0,MD,14.0,,Tucson,478958.0,5.0,U,688.0,O,Sonic Automotive,1.0,3302731.0
Qhp14355,2.0,CT,54.0,,Springfield,266268.0,5.0,U,588.0,R,Symantec,1.0,173992.0
Ozz14356,3.0,OH,88.0,,Fargo,405417.0,3.0,M,637.0,O,American International Group,10.0,980268.0
jna14357,1.0,NM,2.0,,Bellevue,132516.0,3.0,U,640.0,O,Perrigo,8.0,662673.0
Lpb14358,3.0,MS,61.0,m,Birmingham,429271.0,4.0,M,761.0,O,Cracker Barrel Old Country,3.0,498358.0
UEP14359,0.0,NC,14.0,,Orlando,184507.0,1.0,W,775.0,O,,1.0,3623607.0
dmx14360,,Alberta,27.0,F,Sydney,,1.0,U,628.0,O,Helix Energy Solutions Group,6.0,2141106.0
Xsl14361,0.0,Newfoundland,20.0,,Virginia Beach,225023.0,5.0,D,798.0,O,Iasis Healthcare,3.0,1477561.0
KGT14362,2.0,British Columbia,65.0,,Columbus,438811.0,2.0,M,,O,Hertz Global Holdings,9.0,2909566.0
Jpo14363,4.0,WV,17.0,,Alexandria,227468.0,4.0,S,320.0,O,Northwestern Mutual,,1178597.0
guo14364,4.0,Prince Edward Island,82.0,F,Brownsville,456512.0,2.0,U,568.0,O,DTE Energy,0.0,2831005.0
WRC14365,3.0,SD,41.0,,Pittsburgh,460160.0,2.0,S,705.0,O,Joy Global,4.0,1858460.0
Vij14366,0.0,NE,58.0,m,Philadelphia,187618.0,5.0,S,578.0,O,Snap-On,7.0,3317213.0
Qej14367,2.0,NV,50.0,,Lubbock,488866.0,1.0,S,354.0,R,Plains Exploration,2.0,3980017.0
Tqz14368,1.0,RI,89.0,,Lincoln,444962.0,2.0,W,668.0,O,Coca-Cola Enterprises,6.0,3457866.0
CLH14369,5.0,IL,12.0,,San Bernardino,499056.0,4.0,U,369.0,O,Buckeye GP Holdings,1.0,278585.0
Fct14370,3.0,OR,82.0,m,Pittsburgh,98267.0,,S,,,Integrys Energy Group,2.0,1459764.0
cru14371,,AZ,38.0,m,Washington,358619.0,5.0,S,439.0,R,Cooper-Standard Holdings,4.0,2679173.0
JEF14372,4.0,MN,17.0,,Hull,474392.0,1.0,S,640.0,O,,3.0,
Sox14373,3.0,GA,32.0,F,Lafayette,402628.0,4.0,D,481.0,U,,,3223339.0
Xll14374,2.0,New Brunswick,4.0,f,Las Vegas,302042.0,3.0,U,356.0,O,Marriott International,4.0,485851.0
Lsp14375,0.0,WY,72.0,,Jersey City,439973.0,0.0,U,627.0,R,BB&T Corp.,2.0,3877401.0
Civ14376,5.0,DE,7.0,,McAllen,153370.0,4.0,D,399.0,O,Plains All American Pipeline,5.0,2113722.0
Dct14377,3.0,RI,99.0,F,Rancho Cucamonga,186181.0,2.0,U,814.0,R,Mettler-Toledo International,4.0,1052651.0
Ggy14378,2.0,KS,53.0,f,Lubbock,493663.0,3.0,S,722.0,U,PG&E Corp.,7.0,2843892.0
IZT14379,1.0,UT,5.0,,Livonia,377463.0,3.0,M,683.0,O,HSN,3.0,3964811.0
Hsz14380,3.0,AZ,64.0,F,Stockton,411899.0,5.0,U,544.0,O,MPS Group,8.0,447743.0
jyt14381,5.0,SD,43.0,M,Baltimore,447763.0,0.0,W,451.0,O,Lithia Motors,7.0,3982933.0
Llj14382,5.0,OH,71.0,F,Santa Clara,484770.0,5.0,M,,O,H.J. Heinz,9.0,1059550.0
QTP14383,5.0,VA,87.0,,Chula Vista,73639.0,4.0,,578.0,O,Danaher,8.0,745124.0
jwy14384,2.0,HI,48.0,,Dawson City,174467.0,0.0,U,589.0,O,TECO Energy,8.0,1922274.0
Pxv14385,4.0,WA,,,Houston,197132.0,4.0,U,703.0,O,Mirant,1.0,
Ijh14386,3.0,AK,86.0,,Sherbrooke,467114.0,1.0,W,767.0,O,Autodesk,4.0,1316528.0
Sen14387,2.0,DE,1.0,m,Alexandria,317019.0,4.0,S,818.0,U,Textron,8.0,3996579.0
Gxr14388,4.0,IL,55.0,,Riverside,382645.0,1.0,S,848.0,O,URS,2.0,1190286.0
TGW14389,,CO,15.0,,Santa Clara,441559.0,4.0,M,453.0,O,Spectrum Brands,4.0,3731400.0
Elc14390,4.0,NE,94.0,f,Irvine,42506.0,0.0,W,393.0,R,AGL Resources,7.0,221386.0
RHN14391,0.0,MD,80.0,,Costa Mesa,285530.0,3.0,M,773.0,,Comcast,9.0,632839.0
Lny14392,,MO,,,Newport News,165938.0,2.0,D,428.0,O,Tupperware Brands,6.0,617692.0
peg14393,5.0,IL,76.0,,Charleston,228600.0,2.0,S,300.0,,Snap-On,6.0,939163.0
Yrv14394,3.0,NY,27.0,M,Reno,123413.0,3.0,S,307.0,O,Molina Healthcare,5.0,223537.0
vtk14395,3.0,MN,97.0,,Hilo,344417.0,2.0,W,782.0,R,Michaels Stores,4.0,3022300.0
los14396,1.0,NM,22.0,,Windsor,17690.0,4.0,M,776.0,O,GMAC,3.0,
Kws14397,1.0,ND,63.0,F,Eugene,339484.0,2.0,S,486.0,O,,9.0,3612621.0
Zqf14398,1.0,Saskatchewan,63.0,,Philadelphia,88344.0,3.0,U,665.0,R,American National Insurance,10.0,2125666.0
MPT14399,2.0,MO,52.0,f,Baltimore,392499.0,,M,461.0,O,Radian Group,5.0,3797853.0
egs14400,2.0,Saskatchewan,49.0,F,Laredo,276525.0,2.0,S,835.0,O,ProLogis,8.0,
Enq14401,5.0,WY,65.0,,Toronto,440288.0,1.0,M,344.0,O,Brunswick,3.0,997085.0
PYJ14402,2.0,IL,77.0,,Fontana,308589.0,1.0,M,370.0,R,Lexmark International,6.0,605329.0
bpm14403,1.0,HI,57.0,,Sunnyvale,221003.0,3.0,W,323.0,O,Paccar,6.0,2245371.0
lhr14404,3.0,MN,8.0,F,Waco,67392.0,0.0,W,644.0,R,,2.0,3794676.0
Xyk14405,2.0,Saskatchewan,73.0,F,Miami,430609.0,0.0,U,830.0,O,,0.0,3498774.0
gmu14406,1.0,MA,4.0,m,Biloxi,,3.0,D,609.0,R,Invacare,2.0,962290.0
XDZ14407,5.0,WI,24.0,F,Savannah,,4.0,U,534.0,O,Dell,3.0,2649797.0
FCC14408,3.0,CO,53.0,f,Buffalo,91881.0,5.0,S,390.0,O,Air Products & Chemicals,5.0,1949816.0
LQA14409,3.0,UT,52.0,F,Torrance,335545.0,0.0,M,406.0,U,Anixter International,6.0,1987244.0
VRM14410,1.0,VA,31.0,,Chula Vista,466209.0,1.0,M,636.0,O,Omnicare,6.0,3860493.0
Fup14411,1.0,TX,15.0,,Cleveland,233521.0,3.0,M,757.0,O,Robert Half International,4.0,1147099.0
fth14412,5.0,ME,24.0,,Fort Wayne,427500.0,3.0,U,513.0,O,A. Schulman,3.0,1791021.0
Ghx14413,0.0,VA,8.0,,Pittsburgh,264456.0,4.0,M,810.0,R,Varian Medical Systems,2.0,1466584.0
POM14414,0.0,MI,15.0,f,Sioux Falls,281839.0,0.0,D,756.0,O,Portland General Electric,2.0,2946602.0
Guh14415,2.0,UT,52.0,F,Biloxi,,5.0,U,,U,Pilgrim's Pride,4.0,1185601.0
uke14416,2.0,KS,68.0,,Fort Wayne,264217.0,0.0,D,659.0,O,Wynn Resorts,8.0,36774.0
Iyl14417,4.0,NM,61.0,m,San Bernardino,27104.0,3.0,M,733.0,O,Family Insurance Group,5.0,2557767.0
Elo14418,0.0,MT,9.0,,Garland,198635.0,4.0,M,746.0,O,Watson Pharmaceuticals,10.0,961558.0
Gxq14419,4.0,KY,59.0,,Santa Clara,17675.0,1.0,M,593.0,U,Peter Kiewit Sons',9.0,2389496.0
Drm14420,2.0,WV,98.0,M,Manchester,128905.0,3.0,S,495.0,O,,6.0,2462830.0
Uhe14421,1.0,Saskatchewan,,,Rochester,307448.0,4.0,M,424.0,O,Boise,7.0,2623588.0
svq14422,0.0,ME,10.0,,Pueblo,411546.0,5.0,M,344.0,O,Lam Research,10.0,2946688.0
Hqd14423,4.0,British Columbia,58.0,,Whitehorse,194697.0,5.0,M,839.0,O,Nvidia,4.0,739992.0
Flm14424,4.0,OH,72.0,,Des Moines,317823.0,1.0,M,523.0,R,Ameren,3.0,1499108.0
siy14425,4.0,AZ,64.0,,Moncton,298980.0,3.0,M,403.0,O,MDU Resources Group,1.0,3679780.0
JOU14426,,MS,75.0,M,Manchester,108872.0,5.0,M,779.0,R,Manitowoc,9.0,1044972.0
VEK14427,2.0,OK,32.0,m,Springfield,445146.0,2.0,M,823.0,O,Delta Air Lines,4.0,2109185.0
wpy14428,0.0,OH,18.0,,Pasadena,374383.0,3.0,M,434.0,R,BearingPoint,9.0,1925304.0
vxs14429,5.0,Quebec,36.0,F,Biloxi,265640.0,5.0,S,316.0,,AT&T,9.0,3771856.0
DID14430,2.0,MS,77.0,M,Topeka,491569.0,1.0,D,356.0,R,UnitedHealth Group,3.0,456803.0
qmb14431,1.0,MI,30.0,f,Montgomery,86179.0,0.0,S,716.0,U,Ryland Group,8.0,2319354.0
Sbq14432,5.0,Saskatchewan,83.0,,Inglewood,287461.0,5.0,S,632.0,,Sears Holdings,3.0,3118808.0
Lkd14433,2.0,Newfoundland,35.0,,Montreal,42412.0,5.0,,714.0,O,Wells Fargo,1.0,1543509.0
XIR14434,3.0,NE,92.0,m,Montgomery,,0.0,W,349.0,O,Simon Property Group,6.0,1884351.0
Mxh14435,5.0,NH,99.0,m,Columbus,417262.0,0.0,M,371.0,O,WABCO Holdings,5.0,1349046.0
Axx14436,5.0,AL,5.0,,Worcester,250564.0,0.0,M,783.0,O,EOG Resources,3.0,2538814.0
mse14437,4.0,Nova Scotia,64.0,,Casper,288437.0,2.0,M,568.0,O,National Oilwell Varco,3.0,1268025.0
Kcv14438,1.0,IN,42.0,,Colorado Springs,70733.0,5.0,M,638.0,O,Quanta Services,9.0,3805064.0
Zwh14439,2.0,MS,19.0,f,Montpelier,283983.0,3.0,M,543.0,R,Johnson & Johnson,2.0,2872318.0
ucf14440,4.0,IA,20.0,,Lincoln,437550.0,,M,610.0,O,IAC/InterActiveCorp,,3571944.0
ujr14441,0.0,KY,99.0,M,Yellow Knife,138058.0,1.0,M,596.0,O,Waste Management,0.0,971491.0
Mxn14442,0.0,AK,46.0,M,Provo,167207.0,0.0,M,660.0,U,Interstate Bakeries,3.0,2566618.0
CME14443,3.0,AR,42.0,,St. Catharines,63401.0,1.0,U,829.0,O,T. Rowe Price,1.0,1217027.0
Nvi14444,1.0,MS,100.0,M,Great Falls,125871.0,2.0,D,353.0,R,Lincoln National,3.0,1305914.0
Qde14445,5.0,IN,71.0,,Minneapolis,498551.0,0.0,M,467.0,O,General Cable,0.0,610123.0
Sos14446,5.0,NE,19.0,,Idaho Falls,349969.0,2.0,U,652.0,O,CB Richard Ellis Group,7.0,2252668.0
mkl14447,3.0,TX,26.0,,Fayetteville,86109.0,1.0,U,395.0,O,Abercrombie & Fitch,9.0,1308313.0
HON14448,4.0,NV,72.0,,Huntington Beach,265194.0,2.0,S,703.0,O,Rite Aid,,2060402.0
SSY14449,1.0,HI,3.0,f,Spokane,41052.0,,W,,U,Verso Paper,7.0,1618891.0
qdr14450,4.0,Manitoba,8.0,M,Springfield,121978.0,3.0,U,730.0,O,General Electric,9.0,
Vlu14451,3.0,TN,28.0,,Amarillo,17419.0,3.0,S,483.0,O,M&F Worldwide,9.0,904017.0
Fcd14452,5.0,SD,88.0,F,Tucson,48689.0,5.0,S,670.0,O,Dominion Resources,1.0,1802901.0
Enb14453,4.0,KS,46.0,,Windsor,354222.0,4.0,S,655.0,O,,8.0,2669015.0
Gxu14454,3.0,British Columbia,81.0,,Lafayette,55393.0,0.0,M,429.0,R,Live Nation,7.0,3398747.0
Cog14455,4.0,AZ,56.0,m,Pembroke Pines,223509.0,4.0,S,455.0,O,Duke Energy,5.0,163753.0
xal14456,5.0,New Brunswick,12.0,f,El Paso,284900.0,1.0,,774.0,O,Mirant,8.0,488537.0
Tyb14457,1.0,WY,64.0,o,Philadelphia,74961.0,4.0,,732.0,O,Targa Resources,0.0,3636410.0
Dtv14458,3.0,FL,56.0,,St. Louis,5276.0,4.0,M,745.0,O,Alpha Natural Resources,10.0,411833.0
Iwl14459,0.0,NE,64.0,F,Billings,479377.0,1.0,M,567.0,O,El Paso,10.0,1763531.0
Jwj14460,1.0,TX,67.0,m,Stamford,88670.0,5.0,U,424.0,O,Fiserv,4.0,791553.0
UTN14461,5.0,WA,,,Alexandria,354931.0,4.0,M,435.0,O,,4.0,521350.0
Itv14462,4.0,CO,66.0,,Phoenix,70039.0,4.0,M,624.0,O,Centene,8.0,1897562.0
Vui14463,5.0,Prince Edward Island,75.0,,Tucson,358680.0,4.0,,793.0,O,Cigna,10.0,2653160.0
ZZQ14464,2.0,NM,,M,St. Catharines,427383.0,5.0,M,422.0,R,Graham Packaging,2.0,1871167.0
tin14465,5.0,IL,75.0,m,Edmonton,123934.0,4.0,U,651.0,,BorgWarner,5.0,1252400.0
xqv14466,0.0,GA,60.0,m,Huntsville,249341.0,2.0,,396.0,O,Celanese,4.0,816991.0
rni14467,2.0,IA,71.0,,Houston,380815.0,1.0,M,579.0,R,New York Life Insurance,,
Prh14468,1.0,HI,0.0,,Seattle,362776.0,2.0,S,791.0,O,Harris,8.0,3555255.0
Ile14469,3.0,AK,34.0,,Columbia,143642.0,0.0,S,334.0,O,Alliant Techsystems,1.0,
Mja14470,0.0,VT,66.0,f,Santa Fe,271725.0,5.0,U,750.0,O,International Paper,2.0,1419266.0
Pre14471,2.0,Saskatchewan,99.0,,Fargo,374370.0,4.0,S,406.0,R,Realogy,8.0,1164625.0
Xfb14472,2.0,HI,0.0,F,Dawson City,416072.0,,M,772.0,,Oil States International,10.0,1743856.0
Ydg14473,5.0,VA,27.0,,Oshawa,116279.0,2.0,U,378.0,O,Visteon,7.0,3418656.0
