Fiscal year,IRTC percent,Section name,Branch ID,Sector percent,Gender equality (marker),Participatory development and good governance,Organisation sub-class,Regional program (marker),Youth issues (marker),Sector ID,Section ID,Climate change adaptation (marker),Biodiversity (marker),CountryRegion name,FSTC percent,Organisation type,Knowledge for development (marker),Status,Climate change mitigation (marker),Organisation class,CIDA business delivery model (old),Indigenous issues (marker),Disability issues (marker),Amount spent,ICT as a tool for development (marker),Division name,Continent ID,Programming process (new),CFLI (marker),CountryRegion percent,Project number,Desertification (marker),Children issues (marker),Fund centre ID,Maximum CIDA contribution (project-level),Branch name,Division ID,Fund centre name,Untied amount(Project-level budget),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,11220,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.04,1,1,IFI,0,1,14021,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,58593.22,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.04,1,1,IFI,0,1,14022,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,58593.22,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,1,14031,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,43944.915,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,1,14032,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,43944.915,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,14050,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,1,15110,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,43944.915,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,21020,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,23210,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,24020,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,31120,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.19,1,1,IFI,0,1,41010,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,278317.795,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.04,1,1,IFI,0,1,99810,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,58593.22,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,11220,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.04,1,1,IFI,0,1,14021,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,58593.22,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.04,1,1,IFI,0,1,14022,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,58593.22,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,1,14031,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,43944.915,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,1,14032,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,43944.915,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,14050,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,1,15110,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,43944.915,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,21020,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,23210,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,24020,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,31120,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,146483.05,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.19,1,1,IFI,0,1,41010,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,278317.795,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.04,1,1,IFI,0,1,99810,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,58593.22,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0833,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,11220,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,147186.45,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.04,1,1,IFI,0,1,14021,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,58874.58,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.04,1,1,IFI,0,1,14022,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,58874.58,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,1,14031,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,44155.935,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,1,14032,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,44155.935,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,14050,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,147186.45,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,1,15110,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,44155.935,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,21020,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,147186.45,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,23210,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,147186.45,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,24020,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,147186.45,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.1,1,1,IFI,0,1,31120,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,147186.45,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.19,1,1,IFI,0,1,41010,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,279654.255,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.04,1,1,IFI,0,1,99810,S5434,1,0,Caribbean,0.0,Foreign Non-Profit Making,0,Closed,1,Multilateral,Core Funding,0,0,58874.58,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.0837,M013099001,0,1,5438,70340000.0,MFM Global Issues and Development,D5430,Caribbean Development Bank-Core,70340000.0,0,Not PBA,0
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.07,1,1,IFI,0,0,11220,S5434,1,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,1,Multilateral,Core Funding,0,0,3338308.715,1,MED Economic Development,3,Uncoded: Pre-APP,0,1.0,M013100001,0,0,5436,190760498.0,MFM Global Issues and Development,D5430,Asian Development Bank-Core,190760498.0,0,Not PBA,1
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.05,1,1,IFI,0,0,12220,S5434,1,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,1,Multilateral,Core Funding,0,0,2384506.225,1,MED Economic Development,3,Uncoded: Pre-APP,0,1.0,M013100001,0,0,5436,190760498.0,MFM Global Issues and Development,D5430,Asian Development Bank-Core,190760498.0,0,Not PBA,1
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.23,1,1,IFI,0,0,21020,S5434,1,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,1,Multilateral,Core Funding,0,0,10968728.64,1,MED Economic Development,3,Uncoded: Pre-APP,0,1.0,M013100001,0,0,5436,190760498.0,MFM Global Issues and Development,D5430,Asian Development Bank-Core,190760498.0,0,Not PBA,1
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.12,1,1,IFI,0,0,21040,S5434,1,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,1,Multilateral,Core Funding,0,0,5722814.94,1,MED Economic Development,3,Uncoded: Pre-APP,0,1.0,M013100001,0,0,5436,190760498.0,MFM Global Issues and Development,D5430,Asian Development Bank-Core,190760498.0,0,Not PBA,1
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,0,24030,S5434,1,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,1,Multilateral,Core Funding,0,0,1430703.735,1,MED Economic Development,3,Uncoded: Pre-APP,0,1.0,M013100001,0,0,5436,190760498.0,MFM Global Issues and Development,D5430,Asian Development Bank-Core,190760498.0,0,Not PBA,1
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.03,1,1,IFI,0,0,31120,S5434,1,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,1,Multilateral,Core Funding,0,0,1430703.735,1,MED Economic Development,3,Uncoded: Pre-APP,0,1.0,M013100001,0,0,5436,190760498.0,MFM Global Issues and Development,D5430,Asian Development Bank-Core,190760498.0,0,Not PBA,1
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.11,1,1,IFI,0,0,32167,S5434,1,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,1,Multilateral,Core Funding,0,0,5245913.695,1,MED Economic Development,3,Uncoded: Pre-APP,0,1.0,M013100001,0,0,5436,190760498.0,MFM Global Issues and Development,D5430,Asian Development Bank-Core,190760498.0,0,Not PBA,1
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.19,1,1,IFI,0,0,43040,S5434,1,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,1,Multilateral,Core Funding,0,0,9061123.655,1,MED Economic Development,3,Uncoded: Pre-APP,0,1.0,M013100001,0,0,5436,190760498.0,MFM Global Issues and Development,D5430,Asian Development Bank-Core,190760498.0,0,Not PBA,1
2009/2010,0.0,MEF ECONOMIC GROWTH AND IFIs,B5100,0.17,1,1,IFI,0,0,99810,S5434,1,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,1,Multilateral,Core Funding,0,0,8107321.165,1,MED Economic Development,3,Uncoded: Pre-APP,0,1.0,M013100001,0,0,5436,190760498.0,MFM Global Issues and Development,D5430,Asian Development Bank-Core,190760498.0,0,Not PBA,1
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
2009/2010,0.0,MES NATURAL RESOURCES & GOVERNANCE,B5100,1.0,0,0,CROWN CORPORATIONS,0,0,99810,S1079,0,0,Inter-American Development Bank,0.0,Canadian Non-Profit Making,1,Closed,0,Para-Governmental,Directive,0,0,565.76,0,MED Economic Development,1,Uncoded: Pre-APP,0,0.04,M013103001,0,0,5282,14144.0,MFM Global Issues and Development,D5430,Natural Resources & Governance - INIT,0.0,1,Not PBA,0
