assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_tissue,confidence_score,src_id,chembl_id
14087,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 27 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623260
14088,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 27.9 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623261
14089,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 270 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623262
14090,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 279 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623263
14091,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.2 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623264
14092,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.22 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623265
14093,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.9 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623266
14094,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 282 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623267
14095,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 289 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623268
14096,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 3.40 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623269
14097,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 3.76 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623270
14098,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 30.2 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623271
14099,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 302 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623272
14100,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 31.6 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623273
14101,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 316 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623274
14102,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 32.4 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL874414
14103,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 324 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623275
14104,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.0 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL629150
14105,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.1 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623276
14106,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.8 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623277
14107,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 341 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623112
14108,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 348 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623113
14109,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 37.6 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623800
14110,N,,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 58.4 uM/Kg of drug,Intermediate,,,,1088.0,50597,BAO_0000218,A,,12582,Urine,1,1,CHEMBL623801
14111,N,,,,"Biodistribution in uterus / spleen, muscle, lungs of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",Intermediate,,,,2106.0,50597,BAO_0000218,A,,12017,Spleen,1,1,CHEMBL623802
14112,N,,,,Biodistribution in uterus of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,,,,995.0,50597,BAO_0000218,A,,12017,Uterus,1,1,CHEMBL623803
14113,N,,,,Biodistribution in uterus of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,,,,995.0,50597,BAO_0000218,A,,12017,Uterus,1,1,CHEMBL623970
14114,N,,,,Biodistribution in uterus of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,,,,995.0,50597,BAO_0000218,A,,12017,Uterus,1,1,CHEMBL623971
14115,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 10 min post injection (Average of three to five animals),Intermediate,,,,178.0,50597,BAO_0000218,A,,14045,Blood,1,1,CHEMBL623972
14116,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 30 min post injection (Average of three to five animals),Intermediate,,,,178.0,50597,BAO_0000218,A,,14045,Blood,1,1,CHEMBL623973
14117,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 5 min post injection (Average of three to five animals),Intermediate,,,,178.0,50597,BAO_0000218,A,,14045,Blood,1,1,CHEMBL623974
14118,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 60 min post injection (Average of three to five animals),Intermediate,,,,178.0,50597,BAO_0000218,A,,14045,Blood,1,1,CHEMBL623975
14119,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 10 min post injection (Average of three to five animals),Intermediate,,,,955.0,50597,BAO_0000218,A,,14045,Brain,1,1,CHEMBL623976
14120,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 30 min post injection (Average of three to five animals),Intermediate,,,,955.0,50597,BAO_0000218,A,,14045,Brain,1,1,CHEMBL623977
14121,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 5 min post injection (Average of three to five animals),Intermediate,,,,955.0,50597,BAO_0000218,A,,14045,Brain,1,1,CHEMBL623978
14122,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 60 min post injection (Average of three to five animals),Intermediate,,,,955.0,50597,BAO_0000218,A,,14045,Brain,1,1,CHEMBL623979
14123,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 10 min post injection (Average of three to five animals),Intermediate,,,,,50597,BAO_0000218,A,,14045,,1,1,CHEMBL623980
14124,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 30 min post injection (Average of three to five animals),Intermediate,,,,,50597,BAO_0000218,A,,14045,,1,1,CHEMBL623981
14125,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 5 min post injection (Average of three to five animals),Intermediate,,,,,50597,BAO_0000218,A,,14045,,1,1,CHEMBL626278
14126,N,,,,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 60 min post injection (Average of three to five animals),Intermediate,,,,,50597,BAO_0000218,A,,14045,,1,1,CHEMBL626279
14127,N,,,,Biodistribution in mice bladder plus excreted urine was determined,Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL626280
14128,N,,,,"Percentage biodistribution in mouse blood, 10 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL626281
14129,N,,,,"Percentage biodistribution in mouse blood, 30 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL626282
14130,N,,,,"Percentage biodistribution in mouse blood, 5 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL626283
14131,N,,,,"Percentage biodistribution in mouse blood, 60 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL626284
14132,N,,,,"Percentage biodistribution in mouse brain, 10 minutes post injection",Intermediate,,,,955.0,50594,BAO_0000218,A,,14045,Brain,1,1,CHEMBL626285
14133,N,,,,"Percentage biodistribution in mouse brain, 30 minutes post injection",Intermediate,,,,955.0,50594,BAO_0000218,A,,14045,Brain,1,1,CHEMBL626286
14134,N,,,,"Percentage biodistribution in mouse brain, 5 minutes post injection",Intermediate,,,,955.0,50594,BAO_0000218,A,,14045,Brain,1,1,CHEMBL626287
14135,N,,,,"Percentage biodistribution in mouse brain, 60 minutes post injection",Intermediate,,,,955.0,50594,BAO_0000218,A,,14045,Brain,1,1,CHEMBL626288
14136,N,,,,"Percentage biodistribution in mouse heart, 10 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL626289
14137,N,,,,"Percentage biodistribution in mouse heart, 30 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL626290
14138,N,,,,"Percentage biodistribution in mouse heart, 5 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL626291
14139,N,,,,"Percentage biodistribution in mouse heart, 60 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL839888
14140,N,,,,"Percentage biodistribution in mouse intestine, 10 minutes post injection",Intermediate,,,,160.0,50594,BAO_0000218,A,,14045,Intestine,1,1,CHEMBL626292
14141,N,,,,"Percentage biodistribution in mouse intestine, 30 minutes post injection",Intermediate,,,,160.0,50594,BAO_0000218,A,,14045,Intestine,1,1,CHEMBL626293
14142,N,,,,"Percentage biodistribution in mouse intestine, 5 minutes post injection",Intermediate,,,,160.0,50594,BAO_0000218,A,,14045,Intestine,1,1,CHEMBL626294
14143,N,,,,"Percentage biodistribution in mouse intestine, 60 minutes post injection",Intermediate,,,,160.0,50594,BAO_0000218,A,,14045,Intestine,1,1,CHEMBL626295
14144,N,,,,"Percentage biodistribution in mouse liver, 10 minutes post injection",Intermediate,,,,2107.0,50594,BAO_0000218,A,,14045,Liver,1,1,CHEMBL627659
14145,N,,,,"Percentage biodistribution in mouse liver, 30 minutes of post injection",Intermediate,,,,2107.0,50594,BAO_0000218,A,,14045,Liver,1,1,CHEMBL627660
14146,N,,,,"Percentage biodistribution in mouse liver, 5 minutes post injection",Intermediate,,,,2107.0,50594,BAO_0000218,A,,14045,Liver,1,1,CHEMBL627661
14147,N,,,,Biodistribution in mice liver at 60 minutes of post injection,Intermediate,,,,2107.0,50594,BAO_0000218,A,,14045,Liver,1,1,CHEMBL627662
14148,N,,,,Biodistribution in mice lungs at 10 min of post injection,Intermediate,,,,2048.0,50594,BAO_0000218,A,,14045,Lung,1,1,CHEMBL627663
14149,N,,,,"Percentage biodistribution in mouse lung, 30 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL627664
14150,N,,,,"Percentage biodistribution in mousee lung, 5 minutes post injection",Intermediate,,,,,50594,BAO_0000218,A,,14045,,1,1,CHEMBL627665
14151,N,,,,Biodistribution in mice lungs at 60 min of post injection,Intermediate,,,,2048.0,50594,BAO_0000218,A,,14045,Lung,1,1,CHEMBL627666
14152,N,,,,Percentage biodistribution in mouse spleen,Intermediate,,,,2106.0,50594,BAO_0000218,A,,14045,Spleen,1,1,CHEMBL627667
14153,N,,,,Percentage biodistribution in mouse stomach,Intermediate,,,,945.0,50594,BAO_0000218,A,,14045,Stomach,1,1,CHEMBL627668
14154,N,,,,Mean biodistribution and elimination data in urine was reported 24 h after administering compound intravenously in tumor-bearing female BALB-C mice.,Intermediate,,,,1088.0,50594,BAO_0000218,A,,11745,Urine,1,1,CHEMBL627669
14155,U,,,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in bladder,Autocuration,,,,1255.0,22224,BAO_0000218,A,,13257,Urinary bladder,0,1,CHEMBL627670
14156,U,,,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in blood,Autocuration,,,,178.0,22224,BAO_0000218,A,,13257,Blood,0,1,CHEMBL627671
14157,U,,,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in bone,Autocuration,,,,1474.0,22224,BAO_0000218,A,,13257,Bone element,0,1,CHEMBL627672
14158,U,,,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in fat,Autocuration,,,,,22224,BAO_0000218,A,,13257,,0,1,CHEMBL627673
14159,U,,,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in kidney,Autocuration,,,,2113.0,22224,BAO_0000218,A,,13257,Kidney,0,1,CHEMBL627674
14160,U,,,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in liver,Autocuration,,,,2107.0,22224,BAO_0000218,A,,13257,Liver,0,1,CHEMBL627675
14161,U,,,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in lung,Autocuration,,,,2048.0,22224,BAO_0000218,A,,13257,Lung,0,1,CHEMBL627676
14162,U,,,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in muscle,Autocuration,,,,2385.0,22224,BAO_0000218,A,,13257,Muscle tissue,0,1,CHEMBL627677
14163,U,,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator in the conditions of 25degreeC,pH 7.6",Autocuration,,,,,22224,BAO_0000019,A,,8354,,0,1,CHEMBL627678
14164,N,,,,Affinity for protein binding expressed as association constant in fresh rat serum,Intermediate,,,,1977.0,50597,BAO_0000218,A,,7095,Serum,1,1,CHEMBL627679
14165,U,,,,Kinetic constant (Kcat) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation,Autocuration,,,,,22224,BAO_0000019,A,,12185,,0,1,CHEMBL627680
14166,U,,,,Kinetic constant (Kcat) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation; Inactive,Autocuration,,,,,22224,BAO_0000019,A,,12185,,0,1,CHEMBL627681
14167,U,,,,Inactivation constant (Kinact) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation,Autocuration,,,,,22224,BAO_0000019,A,,12185,,0,1,CHEMBL627682
14168,U,,,,Inactivation constant (Kinact) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation; Inactive,Autocuration,,,,,22224,BAO_0000019,A,,12185,,0,1,CHEMBL627683
14169,U,,,,The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 2.4,Autocuration,,,,,22224,BAO_0000019,A,,12686,,0,1,CHEMBL627684
14170,U,,,,"The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 2.4; Significant cyclization occurred during nitro reduction, precluding isolation of the pure amine and determination of rate constants",Autocuration,,,,,22224,BAO_0000019,A,,12686,,0,1,CHEMBL874441
14171,U,,,,The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 6.8; No cyclization detected over 4 h,Autocuration,,,,,22224,BAO_0000019,A,,12686,,0,1,CHEMBL627685
14172,U,,,,"The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 6.8; Significant cyclization occurred during nitro reduction, precluding isolation of the pure amine and determination of rate constants",Autocuration,,,,,22224,BAO_0000019,A,,12686,,0,1,CHEMBL627686
14173,U,,,,Apparent rate constant Koff for inactivation of dTMP synthase.,Autocuration,,,,,22224,BAO_0000019,A,,8057,,0,1,CHEMBL627687
14174,U,,,,The irreversible inhibitor activity by second order rate equation.,Autocuration,,,,,22224,BAO_0000019,A,,15778,,0,1,CHEMBL627688
14175,N,,,,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at 1 mg/kg concentration,Intermediate,,,,,50597,BAO_0000218,A,,12375,,1,1,CHEMBL628038
14176,N,,,,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at 5 mg/kg concentration,Intermediate,,,,,50597,BAO_0000218,A,,12375,,1,1,CHEMBL628039
14177,N,,,,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at vehicle concentration,Intermediate,,,,,50597,BAO_0000218,A,,12375,,1,1,CHEMBL628040
14178,U,,,,Dissociation rate calculated from the first-order equation using t1/2 value,Autocuration,,,,,22224,BAO_0000019,A,,13588,,0,1,CHEMBL628041
14179,U,,,,The compound was tested for Binding constant against DNA,Autocuration,,,,,22224,BAO_0000019,A,,15039,,0,1,CHEMBL630226
14180,U,,,,First order rate constant for cyclization of the compound,Autocuration,,,,,22224,BAO_0000019,A,,9500,,0,1,CHEMBL628042
14181,U,,,,First order rate constant of compound was determined in 50 mM phosphate buffer (pH 7.4) at 24 degree celsius,Autocuration,,,,,22224,BAO_0000019,A,,10014,,0,1,CHEMBL625232
14182,U,,,,First order rate constant of compound was determined in 50 mM phosphate buffer (pH 7.4) at 37 degree celsius,Autocuration,,,,,22224,BAO_0000019,A,,10014,,0,1,CHEMBL625233
14183,U,,,,Hydrolysis rate constant was determined,Autocuration,,,,,22224,BAO_0000019,A,,568,,0,1,CHEMBL625979
14184,U,,,,Observed first order rate constant,Autocuration,,,,,22224,BAO_0000019,A,,10026,,0,1,CHEMBL625980
14185,U,,,,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,Autocuration,,,,,22224,BAO_0000019,A,,10281,,0,1,CHEMBL625981
14186,U,,,,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,Autocuration,,,,,22224,BAO_0000019,A,,10281,,0,1,CHEMBL625982
14187,U,,,,Second-order rate constant for attack on PNPA at 25 degree Centigrade,Autocuration,,,,,22224,BAO_0000019,A,,9680,,0,1,CHEMBL625983
14188,U,,,,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625984
14189,U,,,,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625985
14190,U,,,,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625986
14191,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625987
14192,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625988
14193,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625989
14194,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625990
14195,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625991
14196,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625992
14197,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL625993
14198,U,,,,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL631973
14199,U,,,,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL632143
14200,U,,,,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL632144
14201,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL632145
14202,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL632146
14203,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL632147
14204,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL632148
14205,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL632149
14206,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL632150
14207,U,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,Autocuration,,,,,22224,BAO_0000019,A,,13028,,0,1,CHEMBL632151
14208,N,,,,Metabolism (NADH oxidation) by recombinant human NAD(P)H: quinone oxidoreductase (NQO1) is evaluated; not detected,Intermediate,,,,,50587,BAO_0000218,A,,3008,,1,1,CHEMBL632152
14209,N,,,,Metabolism after 30 min of incubation with human liver microsomes in the absence of cofactor NADH (2.0 mM) at a concentration of 25 uM,Intermediate,,,,,50587,BAO_0000218,A,,4509,,1,1,CHEMBL632153
14210,N,,,,Metabolism after 30 min of incubation with human liver microsomes in the presence of cofactor NADH (2.0 mM) at a concentration of 25 uM,Intermediate,,,,,50587,BAO_0000218,A,,4509,,1,1,CHEMBL632154
14211,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 12.5 mg/kg per day; Tested mice 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL632155
14212,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 12.5 mg/kg per day; Total mice tested 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL632156
14213,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 3.1 mg/kg per day; Tested mice 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL632157
14214,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day; Tested mice 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL632158
14215,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day; Total mice tested 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL632159
14216,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at dose 0.8 mg/kg per day; Tested mice 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL626305
14217,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at dose 3.1 mg/kg per day; Total mice tested 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL626306
14218,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.02 mg/kg per day; Tested mice 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL626307
14219,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.06 mg/kg per day; Tested mice 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL626308
14220,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.25 mg/kg per day; Tested mice 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL626479
14221,N,,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 1 mg/kg per day; Tested mice 10,Intermediate,,,,,50602,BAO_0000218,A,,8613,,1,1,CHEMBL626480
14222,U,,,,Calculated partition coefficient (clogP) (MlogP),Autocuration,,,,,22229,BAO_0000100,P,,6021,,0,1,CHEMBL626481
14223,U,,,,Equipotent potent ratio relative to carbachol (nicotinic activity),Autocuration,,,,,22224,BAO_0000019,A,,9348,,0,1,CHEMBL626482
14224,N,,,,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 ); NA denotes not available",Intermediate,,,,,50588,BAO_0000218,A,,15592,,1,1,CHEMBL626483
14225,N,,,,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 );NA denotes not available",Intermediate,,,,,50588,BAO_0000218,A,,15592,,1,1,CHEMBL626484
14226,U,,,,Solubility at pH 7.4 in micro g/mL;NA denotes available,Autocuration,,,,,22229,BAO_0000100,P,,15592,,0,1,CHEMBL626485
14227,U,,,,Solubility at pH 7.4 in micro g/mL;NA denotes not available,Autocuration,,,,,22229,BAO_0000100,P,,15592,,0,1,CHEMBL626486
14228,U,,,,Solubility at pH 7.4 in ug/mL;NA denotes not available,Autocuration,,,,,22229,BAO_0000100,P,,15592,,0,1,CHEMBL626487
14229,N,,,,Maximal plasma concentration in dogs at 10mg/kg oral dose 0.05M citric acid,Intermediate,,,,1969.0,50588,BAO_0000218,A,,15592,Plasma,1,1,CHEMBL626488
14230,N,,,,Affinity for protein binding expressed as association constant in fresh rat serum; ND is Not Determined.,Intermediate,,,,1977.0,50597,BAO_0000218,A,,7095,Serum,1,1,CHEMBL626489
