assay_id,description,src_assay_id,assay_cell_type,cell_id,assay_tissue,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_subcellular_fraction
6477,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,,CCRF S-180,42.0,Spleen,6599,A,,,Mus musculus,10090.0,,
6478,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6479,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6480,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6481,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6482,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6483,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6484,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6485,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6486,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6487,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6488,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 1 hour,,CCRF S-180,42.0,Heart,6599,A,,,Mus musculus,10090.0,,
6489,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,,CCRF S-180,42.0,Heart,6599,A,,,Mus musculus,10090.0,,
6490,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,,CCRF S-180,42.0,Heart,6599,A,,,Mus musculus,10090.0,,
6491,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,,CCRF S-180,42.0,Heart,6599,A,,,Mus musculus,10090.0,,
6492,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 8 hours,,CCRF S-180,42.0,Heart,6599,A,,,Mus musculus,10090.0,,
6493,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 1 hour,,CCRF S-180,42.0,Liver,6599,A,,,Mus musculus,10090.0,,
6494,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,,CCRF S-180,42.0,Liver,6599,A,,,Mus musculus,10090.0,,
6495,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 30 minutes,,CCRF S-180,42.0,Liver,6599,A,,,Mus musculus,10090.0,,
6496,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 4 hours,,CCRF S-180,42.0,Liver,6599,A,,,Mus musculus,10090.0,,
6497,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 8 hours,,CCRF S-180,42.0,Liver,6599,A,,,Mus musculus,10090.0,,
6498,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 1 hour,,CCRF S-180,42.0,Lung,6599,A,,,Mus musculus,10090.0,,
6499,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/lung bearing S180 tumor cell line for 2 hours,,CCRF S-180,42.0,Lung,6599,A,,,Mus musculus,10090.0,,
6500,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,,,12269,F,,,aeinetobacter anitrotap,107673.0,,
6501,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,,,12269,F,,,Acinetobacter calcoaceticus subsp. anitratus,107673.0,,
6502,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,,,12269,F,,,Acinetobacter calcoaceticus subsp. anitratus,107673.0,,
6503,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,,,12269,F,,,aeinetobacter anitrotap,107673.0,,
6504,Activity against Acinetobacter calcoaceticus (AC54),,,,,10624,F,,,Acinetobacter calcoaceticus,471.0,,
6505,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates no prolonged biological activity,,,,,17216,F,,,Anolis carolinensis,28377.0,,
6506,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates prolonged biological activity,,,,,17216,F,,,Anolis carolinensis,28377.0,,
6507,Chlorohexidine coefficient for Actinomyces naeslundii 631,,,,,9560,F,,,Actinomyces naeslundii,1655.0,,
6508,Chlorohexidine coefficient for Actinomyces naeslundii B74,,,,,9560,F,,,Actinomyces naeslundii,1655.0,,
6509,Chlorohexidine coefficient for Actinomyces naeslundii N/3,,,,,9560,F,,,Actinomyces naeslundii,1655.0,,
6510,Chlorohexidine coefficient for Actinomyces naeslundii N/9,,,,,9560,F,,,Actinomyces naeslundii,1655.0,,
6511,Plaque bactericidal index against Actinomyces naeslundii 631,,,,,9560,F,,,Actinomyces naeslundii,1655.0,,
6512,Plaque bactericidal index against Actinomyces naeslundii N/9,,,,,9560,F,,,Actinomyces naeslundii,1655.0,,
6513,Plaque bactericidal index against Actinomyces naeslundii B74,,,,,9560,F,,,Actinomyces naeslundii,1655.0,,
6514,Plaque bactericidal index against Actinomyces naeslundii N/3,,,,,9560,F,,,Actinomyces naeslundii,1655.0,,
6515,Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay,,,,,114,F,,,Artemia salina,85549.0,,
6516,"Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay; highest level tested, showed <100% activity",,,,,114,F,,,Artemia salina,85549.0,,
6517,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 0 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6518,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6519,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6520,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6521,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6522,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,,,,,10841,F,,,Ascaris suum,6253.0,,
6523,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 0 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6524,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 10 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6525,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 200 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6526,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 25 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6527,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 3 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6528,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 50 uM,,,,,10841,F,,,Ascaris suum,6253.0,,
6529,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,,,,,8117,F,,,Actinomyces viscosus,1656.0,,
6530,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,,,,,8117,F,,,Actinomyces viscosus,1656.0,,
6531,Chlorohexidine coefficient for Actinomyces viscosus 8A06,,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6532,Chlorohexidine coefficient for Actinomyces viscosus M-100,,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6533,Chlorohexidine coefficient for Actinomyces viscosus M-626,,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6534,Chlorohexidine coefficient for Actinomyces viscosus T14V,,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6535,Plaque bactericidal index against Actinomyces viscosus 8A06,,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6536,Plaque bactericidal index against Actinomyces viscosus M-100,,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6537,Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient,,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6538,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; d=Not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6539,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6540,Plaque bactericidal index against Actinomyces viscosus 626,,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6541,Plaque bactericidal index against Actinomyces viscosus T14V,,,,,9560,F,,,Actinomyces viscosus,1656.0,,
6542,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 1.56 mg/kg/day(5 days) dose,,,,,10986,F,,,Acanthocheilonema viteae,6277.0,,
6543,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 100 mg/kg/day(5 days) dose,,,,,10986,F,,,Acanthocheilonema viteae,6277.0,,
6544,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 12.5 mg/kg/day(5 days) dose,,,,,10986,F,,,Acanthocheilonema viteae,6277.0,,
6545,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 200 mg/kg/day(5 days) dose,,,,,10986,F,,,Acanthocheilonema viteae,6277.0,,
6546,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 25 mg/kg/day(5 days) dose,,,,,10986,F,,,Acanthocheilonema viteae,6277.0,,
6547,Evaluated for the inhibitory concentration required to cause growth inhibition of A673Mer+ sarcoma cell line using the MTT Cytotoxicity Assay,,A673,165.0,,10708,F,,,Homo sapiens,9606.0,,
6548,Evaluated for the inhibitory concentration required to cause growth inhibition of A704Rem- renal cell line using the MTT Cytotoxicity Assay,,A704,645.0,,10708,F,,,Homo sapiens,9606.0,,
6549,Tested for inhibition of ET-1 induced phosphoinositide (PI) turnover in A7r5 smooth muscle cells,,,,,416,F,,,Rattus norvegicus,10116.0,,
6550,Inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,,A9,625.0,,14354,F,,,Mus musculus,10090.0,,
6551,Percent inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,,A9,625.0,,14354,F,,,Mus musculus,10090.0,,
6552,Cytotoxicity against Beta- tubulin mutant expressing A9-PTX10 cell line of humans was tested,,A9,625.0,,5116,F,,,Homo sapiens,9606.0,,
6553,Percentage inhibition at higher concentration (100 nM) against Beta- tubulin mutant expressing A9-PTX10 cell line,,A9,625.0,,5116,F,,,Homo sapiens,9606.0,,
6554,Inhibition of human ovarian carcinoma (A90) FGF-R overexpressing cell proliferation,,Human ovarian carcinoma cell line,874.0,,15694,F,,,Homo sapiens,9606.0,,
6555,"Tested for stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells, activity expressed as EC50 mM.",,A9,625.0,,13038,F,,,Mus musculus,10090.0,,
6556,Stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells.,,A9,625.0,,13038,F,,,Mus musculus,10090.0,,
6557,Increase in phosphoinositide (PI) metabolism in A9L-m1 cells at 100 uM.,,A9,625.0,,10923,F,,,Mus musculus,10090.0,,
6558,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; - = Not determined,,A9,625.0,,10923,F,,,Mus musculus,10090.0,,
6559,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; i = inactive,,A9,625.0,,10923,F,,,Mus musculus,10090.0,,
6560,"Increase in phosphoinositide (PI) metabolism in A9L-cholinergic receptor, muscarinic 3 expressing cells was measured at 100 uMolar",,,,,10923,F,,,,,,
6561,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; - = Not determined,,A9,625.0,,10923,F,,,Mus musculus,10090.0,,
6562,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; i = inactive,,A9,625.0,,10923,F,,,Mus musculus,10090.0,,
6563,Ability to inhibit growth of AA-6 cells (a mutant cell line resistant to 8-azaadenine and lacks adenine phosphoryltransferase) was determined,,AA6,975.0,,8158,F,,,Cricetulus griseus,10029.0,,
6564,Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied after 5 hrs of Incubation.,,,,,15494,F,,,Homo sapiens,9606.0,,
6565,"Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied, after 5 hrs of Incubation.",,,,,15494,F,,,Homo sapiens,9606.0,,
6566,Anti -HIV activity was measured against AA5/HIV-1(IIIB),,AA5,974.0,,12348,F,,,Homo sapiens,9606.0,,
6567,Cytotoxicity was measured against AA5/HIV-1(IIIB),,AA5,974.0,,12348,F,,,Homo sapiens,9606.0,,
6568,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in AA5 EBV-infected B-cell,,AA5,974.0,,2726,F,,,Homo sapiens,9606.0,,
6569,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in U937 monocytic cell,,U-937,379.0,,2726,F,,,Homo sapiens,9606.0,,
6570,Hypersensitivity factor obtained from in vitro cytotoxicities against Chinese hamster ovary derived AA8 / UV4 cell lines,,UV4,274.0,,10747,F,,,Cricetulus griseus,10029.0,,
6571,"Inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",,CHO-AA8,185.0,,11005,F,,,Cricetulus griseus,10029.0,,
6572,Average intracellular compound concentration when the hypoxic SER=1.6,,CHO-AA8,185.0,,12687,F,,,Cricetulus griseus,10029.0,,
6573,Average intracellular compound concentration when the hypoxic SER=1.6.,,CHO-AA8,185.0,,12687,F,,,Cricetulus griseus,10029.0,,
6574,Average intracellular compound concentration where the hypoxia sensitizer enhancement ratio (SER)=1.6,,CHO-AA8,185.0,,12687,F,,,Cricetulus griseus,10029.0,,
6575,Average intracellular compound concentration where the sensitizer enhancement ratio (SER)=1.6 under hypoxia,,CHO-AA8,185.0,,12687,F,,,Cricetulus griseus,10029.0,,
6576,Compound concentration at which sensitizer enhancement ratio =1.6 under hypoxia.,,CHO-AA8,185.0,,12687,F,,,Cricetulus griseus,10029.0,,
6577,"Compound was tested for the concentration required to reduce cell survival under hypoxic conditions, using the cell line AA8 in the clonogenic assay.",,CHO-AA8,185.0,,13436,F,,,Cricetulus griseus,10029.0,,
6578,"Concentration needed to reduce cell survival to 10% of control values, using 1 hour exposure of plateau phase AA8 cells at 10e6 cells/ml",,CHO-AA8,185.0,,13435,F,,,Cricetulus griseus,10029.0,,
6579,Activity to reduce the surviving fraction to 10% (CT10) was used as an inverse measure of cytotoxic potency in aerobic conditions,,CHO-AA8,185.0,,13302,F,,,Cricetulus griseus,10029.0,,
6580,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,,CHO-AA8,185.0,,12687,F,,,Cricetulus griseus,10029.0,,
6581,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,,CHO-AA8,185.0,,12687,A,,,Cricetulus griseus,10029.0,,
6582,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition.,,CHO-AA8,185.0,,12687,A,,,Cricetulus griseus,10029.0,,
6583,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay,,CHO-AA8,185.0,,12878,A,,,Cricetulus griseus,10029.0,,
6584,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay. Inactive at the solubility limit,,CHO-AA8,185.0,,12878,A,,,Cricetulus griseus,10029.0,,
6585,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% controls in clonogenic assay,,CHO-AA8,185.0,,14367,F,,,Cricetulus griseus,10029.0,,
6586,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% of controls in clonogenic assay,,CHO-AA8,185.0,,14367,F,,,Cricetulus griseus,10029.0,,
6587,Aerobic cytotoxicity was assessed in a growth inhibition assay using log phase cultures of the chinese hamster ovary fibroblast line AA8,,CHO-AA8,185.0,,12398,F,,,hampster,36483.0,,
6588,Aerobic growth inhibition in Chinese hamster cell line AA8,,CHO-AA8,185.0,,12878,F,,,Cricetulus griseus,10029.0,,
6589,Cytotoxicity against AA8 cell and IC50 values were determined as drug concentration required to inhibit cell protein to 50%.,,CHO-AA8,185.0,,13820,F,,,Cricetulus griseus,10029.0,,
6590,Inhibition of growth under aerobic conditions in AA8 cells,,CHO-AA8,185.0,,13436,F,,,Cricetulus griseus,10029.0,,
6591,Oral bioavailability in dog (dose 10 mg/kg),,,,,6084,A,In vivo,,Canis lupus familiaris,9615.0,,
6592,Oral bioavailability in dog at 10 mg/kg of the compound,,,,,5711,A,In vivo,,Canis lupus familiaris,9615.0,,
6593,Oral bioavailability in dog (dose 5 uM/kg),,,,,4353,A,In vivo,,Canis lupus familiaris,9615.0,,
6594,Oral bioavailability in dog (dose 5 uM/kg),,,,,4353,A,In vivo,,Canis lupus familiaris,9615.0,,
6595,Oral bioavailability in dog (mongrel),,,,,17800,A,In vivo,,Canis lupus familiaris,9615.0,,
6596,Oral bioavailability in dog (dose 10 mg/kg),,,,,3994,A,In vivo,,Canis lupus familiaris,9615.0,,
6597,Oral bioavailability in dog (dose 10 mg/kg),,,,,3994,F,In vivo,,Canis lupus familiaris,9615.0,,
6598,Bioavailability in dog,,,,,5145,A,In vivo,,Canis lupus familiaris,9615.0,,
6599,Bioavailability in dog (dose 1 mg/kg i.v.),,,,,16452,A,In vivo,,Canis lupus familiaris,9615.0,,
6600,Pharmacokinetic data for dose given to dogs intravenously (oral PK study in parentheses),,,,,16452,A,In vivo,,Canis lupus familiaris,9615.0,,
6601,Pharmacokinetic property (F) was measured in dog at the dose of 0.032 mg/kg,,,,,5983,A,In vivo,,Canis lupus familiaris,9615.0,,
6602,Bioavailability in dog,,,,,4273,A,In vivo,,Canis lupus familiaris,9615.0,,
6603,Bioavailability in dog (dose 3-10 mg/kg),,,,,12500,A,In vivo,,Canis lupus familiaris,9615.0,,
6604,The compound was tested for bioavailability of compound in plasma of dog; Complete,,,,Plasma,12500,A,In vivo,,Canis lupus familiaris,9615.0,,
6605,Oral bioavailability in dog,,,,,3639,A,In vivo,,Canis lupus familiaris,9615.0,,
6606,Oral bioavailability in dog,,,,,3880,A,In vivo,,Canis lupus familiaris,9615.0,,
6607,Bioavailability in dog,,,,,4838,A,In vivo,,Canis lupus familiaris,9615.0,,
6608,oral bioavailability was measured in dogs,,,,,15600,A,In vivo,,Canis lupus familiaris,9615.0,,
6609,Compound was tested for plasma protein binding in dog; Not determined,,,,,17248,A,,,Canis lupus familiaris,9615.0,,
6610,Compound was tested for plasma protein binding of dog,,,,,17248,A,,,Canis lupus familiaris,9615.0,,
6611,Compound was tested for plasma protein binding of dog; Not determined,,,,,17248,A,,,Canis lupus familiaris,9615.0,,
6612,Concentration in dogs after oral administration at dose of 1 mg/kg after 180 min.,,,,,17443,A,,,Canis lupus familiaris,9615.0,,
6613,Apparent terminal elimination half-life in dog after administration of 20 mg/kg dose through peroral route,,,,,4186,A,In vivo,,Canis lupus familiaris,9615.0,,
6614,Half life was determined,,,,,3749,A,,,Canis lupus familiaris,9615.0,,
6615,Half life by ''Cr'' assay in dog at a dose of 5 mg/kg,,,,,3249,A,In vivo,,Canis lupus familiaris,9615.0,,
6616,Half life was evaluated in dog,,,,,3022,A,,,Canis lupus familiaris,9615.0,,
6617,Half life was determined,,,,,3749,A,,,Canis lupus familiaris,9615.0,,
6618,Biodistribution of compound was measured in bile at 2 hr post-injection in canine deep vein thrombosis model (DVT),,,,,2517,A,In vivo,,Canis lupus familiaris,9615.0,,
6619,Biodistribution of compound was measured in heart at 2 hr post-injection in canine deep vein thrombosis model (DVT),,,,Heart,2517,A,In vivo,,Canis lupus familiaris,9615.0,,
6620,Biodistribution of compound was measured in kidney at 2 hr post-injection in canine deep vein thrombosis model (DVT),,,,Kidney,2517,A,In vivo,,Canis lupus familiaris,9615.0,,
6621,Biodistribution of compound was measured in liver at 2 hr post-injection in canine deep vein thrombosis model (DVT),,,,Liver,2517,A,In vivo,,Canis lupus familiaris,9615.0,,
6622,Biodistribution of compound was measured in lung at 2 hr post-injection in canine deep vein thrombosis model (DVT),,,,Lung,2517,A,In vivo,,Canis lupus familiaris,9615.0,,
6623,Biodistribution of compound was measured in spleen at 2 hr post-injection in canine deep vein thrombosis model (DVT),,,,Spleen,2517,A,In vivo,,Canis lupus familiaris,9615.0,,
6624,LogP in dog,,,,,3639,A,,,Canis lupus familiaris,9615.0,,
6625,Partition coefficient (logP),,,,,6227,A,,,Canis lupus familiaris,9615.0,,
6626,Partition coefficient in dog,,,,,6227,A,,,Canis lupus familiaris,9615.0,,
6627,Mean-residence time of compound after intravenous administration in dogs at 1.2 uM/kg,,,,,17764,A,In vivo,,Canis lupus familiaris,9615.0,,
6628,Pharmacokinetic parameter MRT was determined in Beagle dogs after (po) administration of a dose of 28 (uM/kg),,,,,4809,A,In vivo,,Canis lupus familiaris,9615.0,,
6629,In vitro metabolic stability determined after 30 min of incubation in dog hepatic microsomes,,,,,5600,A,,,Canis lupus familiaris,9615.0,,
6630,Metabolism of compound in dog S9 microsomes ('++''indicates 20-50% largest observed peak),,,,,14294,A,,,Canis lupus familiaris,9615.0,,
6631,Metabolism of compound in dog S9 microsomes ('++++' indicates largest observed peak),,,,,14294,A,,,Canis lupus familiaris,9615.0,,
6632,Metabolism of compound in dog S9 microsomes; Trace,,,,,14294,A,,,Canis lupus familiaris,9615.0,,
6633,In vitro metabolic potential in dog liver microsomes,,,,Liver,6251,A,,,Canis lupus familiaris,9615.0,,
6634,Oral bioavailability of perorally administered compound (10 mg/kg) was tested in dogs,,,,,3748,A,In vivo,,Canis lupus familiaris,9615.0,,
6635,Oral bioavailability in dog,,,,,2713,A,In vivo,,Canis lupus familiaris,9615.0,,
6636,Oral bioavailability in dog,,,,,6512,A,In vivo,,Canis lupus familiaris,9615.0,,
6637,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,,,,6679,A,In vivo,,Canis lupus familiaris,9615.0,,
6638,The compound was tested for bioavailability in dogs,,,,,3749,A,In vivo,,Canis lupus familiaris,9615.0,,
6639,The compound was tested for oral bioavailability in dogs,,,,,3749,A,In vivo,,Canis lupus familiaris,9615.0,,
6640,Oral bioavailability in dog,,,,,6742,A,In vivo,,Canis lupus familiaris,9615.0,,
6641,Compound was tested for percent protein binding (PB) in dog,,,,,6227,A,,,Canis lupus familiaris,9615.0,,
6642,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,,,,,6874,A,,,Canis lupus familiaris,9615.0,,
6643,Compound was evaluated for plasma clearance.,,,,Plasma,2877,A,In vivo,,Canis lupus familiaris,9615.0,,
6644,The compound was tested for plasma clearance in dog,,,,Plasma,12500,A,In vivo,,Canis lupus familiaris,9615.0,,
6645,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,,,,Plasma,12500,A,In vivo,,Canis lupus familiaris,9615.0,,
6646,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,,,,,4709,A,,,Canis lupus familiaris,9615.0,,
6647,In vitro relative rate of metabolism was determined in dog liver microsomes,,,,Liver,5542,A,,,Canis lupus familiaris,9615.0,,
6648,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,,,,,17594,A,In vivo,,Canis lupus familiaris,9615.0,,
6649,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,,,,,2652,A,In vivo,,Canis lupus familiaris,9615.0,,
6650,Half life after intravenous administration in dogs at 1.2 uM/kg,,,,,17764,A,In vivo,,Canis lupus familiaris,9615.0,,
6651,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,,CCRF S-180,42.0,Lung,6599,A,,,Mus musculus,10090.0,,
6652,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,,CCRF S-180,42.0,Lung,6599,A,,,Mus musculus,10090.0,,
6653,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,,CCRF S-180,42.0,Lung,6599,A,,,Mus musculus,10090.0,,
6654,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6655,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6656,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6657,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6658,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,,CCRF S-180,42.0,,6599,A,,,Mus musculus,10090.0,,
6659,C2 in brain of mice at the oral dose of 50 mg/kg,,,,Brain,17641,A,,,Mus musculus,10090.0,,
6660,C2 in kidney of mice at the oral dose of 50 mg/kg,,,,Kidney,17641,A,,,Mus musculus,10090.0,,
6661,C2 in liver of mice at the oral dose of 50 mg/kg,,,,Liver,17641,A,,,Mus musculus,10090.0,,
6662,C2 in lungs of mice at the oral dose of 50 mg/kg,,,,Lung,17641,A,,,Mus musculus,10090.0,,
6663,C2 in spleen of mice at the oral dose of 50 mg/kg,,,,Spleen,17641,A,,,Mus musculus,10090.0,,
6664,Plasma clearance in mouse,,,,,17852,A,In vivo,,Mus musculus,10090.0,,
6665,Clearance of compound after intravenous administration in mice at 24 uM/kg,,,,,17764,A,In vivo,,Mus musculus,10090.0,,
6666,Clearance from mouse blood following i.v. administration of 10 mg/kg,,,,,17837,A,In vivo,,Mus musculus,10090.0,,
6667,Clearance was evaluated in mice after intravenous administration,,,,,2675,A,In vivo,,Mus musculus,10090.0,,
6668,Clearance was evaluated in mice after oral administration,,,,,2675,A,In vivo,,Mus musculus,10090.0,,
6669,Pharmacokinetic property (Plasma clearance) was measured in mouse,,,,,4239,A,In vivo,,Mus musculus,10090.0,,
