assay_id,assay_organism,tissue_id,chembl_id,description,assay_test_type,doc_id,assay_tissue,tid,variant_id,assay_category,bao_format,src_assay_id,curated_by,assay_subcellular_fraction,assay_tax_id,assay_type,assay_strain,assay_cell_type
6277,Mus musculus,,CHEMBL875163,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 30 minutes,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6278,Mus musculus,,CHEMBL622648,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 4 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6279,Mus musculus,,CHEMBL622649,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 8 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6280,Mus musculus,955.0,CHEMBL622650,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice brain bearing S180 tumor cell line for 1 hour,,6599,Brain,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6281,Mus musculus,955.0,CHEMBL622651,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 2 hours,,6599,Brain,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6282,Mus musculus,955.0,CHEMBL622652,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 30 minutes,,6599,Brain,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6283,Mus musculus,955.0,CHEMBL622653,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 4 hours,,6599,Brain,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6284,Mus musculus,955.0,CHEMBL622654,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 8 hours,,6599,Brain,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6285,Mus musculus,948.0,CHEMBL622655,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 1 hour,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6286,Mus musculus,948.0,CHEMBL622656,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 2 hours,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6287,Mus musculus,948.0,CHEMBL622657,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 30 minutes,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6288,Mus musculus,948.0,CHEMBL622658,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 4 hours,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6289,Mus musculus,948.0,CHEMBL622659,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 8 hours,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6290,Mus musculus,2113.0,CHEMBL624630,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 1 hour,,6599,Kidney,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6291,Mus musculus,2113.0,CHEMBL624631,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 2 hours,,6599,Kidney,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6292,Mus musculus,2113.0,CHEMBL624632,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 30 minutes,,6599,Kidney,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6293,Homo sapiens,,CHEMBL624633,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml) on,,17130,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6294,Homo sapiens,,CHEMBL624634,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml)on,,17130,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6295,Homo sapiens,,CHEMBL624635,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml),,17130,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6296,Homo sapiens,,CHEMBL624636,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml)),,17130,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6297,Homo sapiens,,CHEMBL857055,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,,3263,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6298,Homo sapiens,,CHEMBL624637,In vitro rate of inhibition of A-549 tumor cell growth at 10E-4 mol/L,,6663,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6299,Homo sapiens,,CHEMBL624638,In vitro rate of inhibition of A-549 tumor cell growth at 10E-5 mol/L,,6663,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6300,Homo sapiens,,CHEMBL874366,In vitro rate of inhibition of A-549 tumor cell growth at 10E-6 mol/L,,6663,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6301,Homo sapiens,,CHEMBL624639,In vitro rate of inhibition of A-549 tumor cell growth at 10E-7 mol/L,,6663,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6302,Homo sapiens,,CHEMBL624640,In vitro rate of inhibition of A-549 tumor cell growth at 10E-8 mol/L,,6663,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6303,Homo sapiens,,CHEMBL624641,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.0625 uM,,6663,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6304,Homo sapiens,,CHEMBL624642,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.125 uM,,6663,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6305,Homo sapiens,,CHEMBL624643,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.25 uM,,6663,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6306,Homo sapiens,,CHEMBL624644,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.5 uM,,6663,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6307,Homo sapiens,,CHEMBL624645,Rate of inhibition of A-549 tumor cell growth at a concentration of 1 uM,,6663,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6308,Homo sapiens,,CHEMBL619445,The compound was evaluated for its cytotoxic potency against A-549 cell line,,3983,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6309,Homo sapiens,,CHEMBL839886,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,,11141,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6310,Homo sapiens,,CHEMBL619446,Cytotoxic activity of compound against A-549 tumor cell line.,,5076,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6311,Homo sapiens,,CHEMBL619447,In vitro cytotoxicity against Lung A-549 human tumors following a 6 day exposure.,,3311,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6312,Homo sapiens,,CHEMBL619448,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure.,,3311,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6313,Homo sapiens,,CHEMBL619449,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure; ND is no data,,3311,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6314,Homo sapiens,,CHEMBL619450,Cytotoxic activity of compound against A-549 tumor cell line at conc. of 20 ug/mL,,5076,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6315,Homo sapiens,,CHEMBL619451,Compound was tested for cytotoxic activity against A-549 human lung carcinoma (ATCC:CCL-185),,4150,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6316,Homo sapiens,,CHEMBL619452,In vitro inhibitory concentration against cell culture of A-549 human lung carcinoma,,2150,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6317,Homo sapiens,,CHEMBL619453,Concentration for in vitro cytotoxicity against A-549 human lung tumor cells,,4644,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6318,Homo sapiens,,CHEMBL874367,Dose required for in vitro cytotoxic activity against A-549 lung carcinoma cells at concentration of 10 ug/ml; NA is no cytotoxicity,,263,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6319,Homo sapiens,,CHEMBL619454,Cytotoxic concentration against A-549 tumor cells.,,11333,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6320,Homo sapiens,,CHEMBL619455,Cytotoxic concentration against A-549 tumor cells; Inactive at 10 ug/mL.,,11333,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6321,Homo sapiens,,CHEMBL619456,"Cytotoxicity against NCI tumor panel, A-549/ATCC non small-cell lung cancer cell line",,15895,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6322,Acinetobacter baumannii,,CHEMBL619457,Minimum inhibitory concentration (lowest peptide concentration) required to prevent visible bacterial growth after 18 hr of incubation at 37 C in Mueller-Hinton broth against Acinetobacter baumannii 118A,,16677,,50191,,,BAO_0000218,,Expert,,470.0,F,,
6323,Acinetobacter calcoaceticus,,CHEMBL619458,Activity against Acinetobacter calcoaceticus (AC54),,10624,,50192,,,BAO_0000218,,Intermediate,,471.0,F,,
6324,Aspergillus flavus,,CHEMBL619459,In vitro antifungal activity against Aspergillus flavus CM74,,16717,,50274,,,BAO_0000218,,Expert,,5059.0,F,,
6325,Aspergillus flavus,,CHEMBL619460,In vitro antifungal activity against Aspergillus flavus CM74,,16717,,50274,,,BAO_0000218,,Expert,,5059.0,F,,
6326,Aspergillus fumigatus,,CHEMBL619461,Inhibitory activity tested against Aspergillus fumigatus at 256 ug/mL concentration,,5513,,50416,,,BAO_0000218,,Intermediate,,746128.0,F,,
6327,Aspergillus fumigatus,,CHEMBL619462,In vitro minimum fungicidal concentration required to inhibit Aspergillus fumigatus(MFC),,15962,,50416,,,BAO_0000218,,Intermediate,,746128.0,F,,
6328,Aspergillus fumigatus,,CHEMBL620388,Antimicrobial activity against Aspergillus fumigatus (MIC),,15962,,50416,,,BAO_0000218,,Intermediate,,746128.0,F,,
6329,Aspergillus fumigatus,,CHEMBL620389,Antimicrobial activity against Aspergillus fumigatus (MIC),,15962,,50416,,,BAO_0000218,,Intermediate,,746128.0,F,,
6330,Aspergillus fumigatus,,CHEMBL620390,In vitro antimicrobial activity against Aspergillus fumigatus (MIC),,15962,,50416,,,BAO_0000218,,Intermediate,,746128.0,F,,
6331,Aspergillus fumigatus,,CHEMBL620391,In vitro antifungal activity against Aspergillus fumigatus 48238E,,16717,,50416,,,BAO_0000218,,Expert,,746128.0,F,,
6332,Aspergillus fumigatus,,CHEMBL621073,In vitro antifungal activity against Aspergillus fumigatus 48238E,,16717,,50416,,,BAO_0000218,,Expert,,746128.0,F,,
6333,Actinomyces naeslundii,,CHEMBL621074,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces naeslundii 631,,8117,,50296,,,BAO_0000218,,Intermediate,,1655.0,F,,
6334,Actinomyces viscosus,,CHEMBL621075,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces viscosus M-100,,8117,,50366,,,BAO_0000218,,Intermediate,,1656.0,F,,
6335,Acanthocheilonema viteae,,CHEMBL619554,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,15472,,50535,,,BAO_0000218,,Intermediate,,6277.0,F,,
6336,Acanthocheilonema viteae,,CHEMBL619555,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,15472,,50535,,,BAO_0000218,,Intermediate,,6277.0,F,,
6337,Aggregatibacter actinomycetemcomitans,,CHEMBL619556,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527,,16443,,50169,,,BAO_0000218,,Intermediate,,714.0,F,,
6338,Aggregatibacter actinomycetemcomitans,,CHEMBL619557,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2,,16443,,50169,,,BAO_0000218,,Intermediate,,714.0,F,,
6339,Aggregatibacter actinomycetemcomitans,,CHEMBL619558,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2; ND is Not Determined,,16443,,50169,,,BAO_0000218,,Intermediate,,714.0,F,,
6340,Homo sapiens,,CHEMBL619559,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,,17206,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6341,Homo sapiens,,CHEMBL619560,Percent ADP-ribose polymer formation at 25 uM compound concentration in A549 cells,,17206,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6342,Homo sapiens,,CHEMBL619561,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,,16381,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6343,Homo sapiens,,CHEMBL619562,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,,16381,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6344,Homo sapiens,,CHEMBL619563,% inhibition against A549 cells (lung cancer) at 4 ug/mL,,16381,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6345,Homo sapiens,,CHEMBL857457,GI values against A549 cells (lung cancer),,16381,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6346,Homo sapiens,,CHEMBL619564,Effect on NAD+ depletion (% remaining versus vehicle control) 25 uM compound concentration in A549 cells,,17206,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6347,Homo sapiens,,CHEMBL619565,Inhibitory activity against A549 human adenocarcinoma,,16325,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6348,Homo sapiens,,CHEMBL619566,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 200 mg/kg,,10708,,80682,,,BAO_0000218,,Intermediate,,9606.0,F,,A549
6349,Homo sapiens,,CHEMBL619567,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 100 mg/kg,,10708,,80682,,,BAO_0000218,,Intermediate,,9606.0,F,,A549
6350,Homo sapiens,,CHEMBL619568,Inhibitory activity against A549 lung adenocarcinoma cell line,,17376,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6351,Homo sapiens,,CHEMBL619569,Inhibitory activity against A549 lung adenocarcinoma cell line; not determined,,17376,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6352,Homo sapiens,,CHEMBL619570,Cytotoxicity against human A549 lung cells,,17488,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6353,Homo sapiens,,CHEMBL619571,In vivo percent inhibitory activity of intraperitoneally administered compound (50 mg/kg/day) against mice infected with A549 tumor,,17404,,80682,,,BAO_0000218,,Intermediate,,9606.0,F,,A549
6354,Homo sapiens,,CHEMBL619572,Growth inhibition of A549 (human lung carcinoma) cell line.,,10958,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6355,Homo sapiens,,CHEMBL619573,Effective dose required for inhibitory activity against A549 human tumor cell line.,,17099,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6356,Homo sapiens,,CHEMBL619574,Effective dose required for inhibitory activity against A549 human tumor cell line; Not active,,17099,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6357,Homo sapiens,,CHEMBL619575,Cytotoxicity was evaluated against A549 tumor cell lines; Inactive,,4096,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6358,Homo sapiens,,CHEMBL619576,Cytotoxicity evaluated against A549 tumor cell lines; significant activity,,4096,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6359,Homo sapiens,,CHEMBL619577,Cytotoxicity was evaluated against A549 tumor cell lines; Slightly active,,4096,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6360,Homo sapiens,,CHEMBL619578,In vitro inhibitory activity against A549 tumor cell culture,,2525,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6361,Homo sapiens,,CHEMBL884009,In vitro inhibitory activity against A549 tumor cell culture; IA= Inactive,,2525,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6362,Homo sapiens,,CHEMBL619579,Activity against human lung cancer with mutated beta-tubulin (A549-T2415),,5302,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6363,Homo sapiens,,CHEMBL619580,Growth inhibitory activity was determined against A549/ATCC cancer cell line of non-small cell lung cancer,,16325,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6364,Homo sapiens,,CHEMBL619581,Inhibition of growth of A549/ATCC nonsmall cell lung cancer cell line,,16939,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6365,Homo sapiens,,CHEMBL619582,In vitro antitumor activity against NSCL A549/ATCC tumor cell lines,,17229,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6366,Homo sapiens,,CHEMBL619583,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells,,17380,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6367,Homo sapiens,,CHEMBL876502,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells; No data,,17380,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6368,Homo sapiens,,CHEMBL619584,In vitro cytotoxicity against human Non-small cell lung cancer A549/ATCC cell line.,,1903,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6369,Homo sapiens,,CHEMBL619585,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,,3838,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6370,Homo sapiens,,CHEMBL619586,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,,14696,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6371,Homo sapiens,,CHEMBL619587,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,,3838,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6372,Homo sapiens,,CHEMBL619588,Tested for in vitro cytotoxicity against non-small cell lung cancer cell line A549/ATCC,,1522,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6373,Homo sapiens,,CHEMBL619589,Tested in vitro for cytotoxicity in A549/ATCC cell lines,,12400,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6374,Homo sapiens,,CHEMBL619590,inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,,14696,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6375,Homo sapiens,,CHEMBL619591,Compound was evaluated for in vitro activity against A549/ATCC lung cancer cell lines (Human tumor cells ),,14769,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6376,Homo sapiens,,CHEMBL619592,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line at 0.01 uM,,14696,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6377,Homo sapiens,,CHEMBL619593,Compound was evaluated for cytotoxic activity against non-small lung cancer A549/ATCC cell lines.,,1888,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6378,Homo sapiens,,CHEMBL620217,Tested for cytotoxic activity against non-small cell lung cancer A549/ATCC cell line,,12016,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6379,Homo sapiens,,CHEMBL620218,Compound tested for growth inhibition of non-small cell lung cancer cell line A549/ATCC,,6058,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6380,Homo sapiens,,CHEMBL620219,Compound was tested for 50% growth inhibition against human non-small cell lung cancer A549/ATCC cell line,,17708,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6381,Homo sapiens,,CHEMBL620220,Antitumor activity against A549/ATCC cell line,,12301,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6382,Homo sapiens,,CHEMBL625141,Tested for cytotoxicity against A549/ATCC cell lines in non-small-cell lung cancer,,11970,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6383,Homo sapiens,,CHEMBL625142,In vitro cytotoxicity against A549/ATCC cell line.,,11818,,80682,,,BAO_0000219,,Expert,,9606.0,F,,A549
6384,Homo sapiens,,CHEMBL625143,Tested in vitro for cytotoxicity in A549/ATCC cell line of Non-Small Cell Lung Cancer,,12400,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6385,Homo sapiens,,CHEMBL625144,In vitro inhibition of Non-Small Cell Lung Cancer A549/ATCC cell lines,,3381,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6386,Homo sapiens,,CHEMBL622474,Concentration of compound that cause 50% cytotoxicity of A549/ATCC non small cell lung cancer cell line,,17376,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6387,Homo sapiens,,CHEMBL884104,Evaluated for the inhibitory concentration required to cause growth inhibition of A549Rem- cell line of lung using the MTT Cytotoxicity Assay,,10708,,80682,,,BAO_0000219,,Intermediate,,9606.0,F,,A549
6388,Homo sapiens,,CHEMBL622475,Cytotoxicity was evaluated against A649 human mammary carcinoma cells,,2964,,22226,,,BAO_0000219,,Autocuration,,9606.0,F,,
6389,Canis lupus familiaris,,CHEMBL622476,Compound was tested for oral bioavailability in dogs,In vivo,5005,,22224,,,BAO_0000218,,Intermediate,,9615.0,A,,
6390,Canis lupus familiaris,,CHEMBL875831,Compound was tested for orally bioavailable in dogs with a half life of 0.7 hr,In vivo,6229,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6391,Canis lupus familiaris,,CHEMBL622477,Compound was tested for orally bioavailable in dogs with a half life of 1.2h,In vivo,6229,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6392,Canis lupus familiaris,,CHEMBL622478,Oral bioavailability in dog,In vivo,5374,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6393,Canis lupus familiaris,,CHEMBL623172,Compound was tested for the oral bioavailability in dog; No availability,In vivo,5374,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6394,Canis lupus familiaris,,CHEMBL623173,Oral bioavailability in dog (dose 5 mg/kg),In vivo,6265,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6395,Canis lupus familiaris,,CHEMBL623174,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,In vivo,5654,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6396,Canis lupus familiaris,,CHEMBL623175,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,In vivo,5654,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6397,Canis lupus familiaris,,CHEMBL623340,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),In vivo,16456,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6398,Canis lupus familiaris,,CHEMBL623341,Oral bioavailability in dog (dose 5 mg/kg),In vivo,5302,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6399,Canis lupus familiaris,,CHEMBL623342,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),In vivo,3624,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6400,Canis lupus familiaris,,CHEMBL623343,Oral bioavailability of active FTIs in dogs,In vivo,16452,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6401,Canis lupus familiaris,,CHEMBL623344,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),In vivo,5802,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6402,Canis lupus familiaris,,CHEMBL623345,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,In vivo,3598,,50588,,,BAO_0000218,,Expert,,9615.0,A,,
6403,Canis lupus familiaris,,CHEMBL875832,Oral bioavailability in dog,In vivo,17839,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6404,Canis lupus familiaris,,CHEMBL623346,Oral bioavailability in dog,In vivo,6762,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6405,Canis lupus familiaris,,CHEMBL623347,Oral bioavailability in dog,In vivo,6821,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6406,Canis lupus familiaris,,CHEMBL623348,Oral bioavailability of compound was determined in dog; Not tested,In vivo,6821,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6407,Canis lupus familiaris,,CHEMBL623349,Oral bioavailability in dog,In vivo,5210,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6408,Canis lupus familiaris,,CHEMBL623350,Oral bioavailability (10 mg/kg) was determined in dog,In vivo,6227,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6409,Canis lupus familiaris,,CHEMBL623351,Oral bioavailability,In vivo,761,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6410,Canis lupus familiaris,,CHEMBL623352,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),In vivo,761,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6411,Canis lupus familiaris,,CHEMBL623353,Oral bioavailability administered in solution in rats,In vivo,761,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6412,Canis lupus familiaris,,CHEMBL875833,Oral bioavailability after 30 mg/kg po dose in Dogs,In vivo,16907,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6413,Canis lupus familiaris,,CHEMBL623354,Oral bioavailability at a dose of 1 mg/kg in dogs,In vivo,5474,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6414,Canis lupus familiaris,,CHEMBL623355,Oral bioavailability in dog (dose 1 mg/kg p.o.),In vivo,6535,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6415,Canis lupus familiaris,,CHEMBL623356,Oral bioavailability in Dog; ND = not determined,In vivo,6535,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6416,Canis lupus familiaris,,CHEMBL623357,Oral bioavailability in dog,In vivo,3352,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6417,Canis lupus familiaris,,CHEMBL623358,Oral bioavailability in dog,In vivo,6168,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6418,Canis lupus familiaris,,CHEMBL623359,Oral bioavailability in dog,In vivo,5988,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6419,Canis lupus familiaris,,CHEMBL623360,Oral bioavailability in dog,In vivo,4942,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6420,Canis lupus familiaris,,CHEMBL623361,Oral bioavailability in dogs; No data,In vivo,4942,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6421,Canis lupus familiaris,,CHEMBL623362,Oral bioavailability measured in dogs,In vivo,14541,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6422,Canis lupus familiaris,,CHEMBL623363,Oral bioavailability in dog,In vivo,4449,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
