assays_ASI,assays_Desc,assays_CUB,assays_ASSTI,assays_SASI,assays_ASSTY,assays_ASSSTR,assays_BFOR,assays_DI,assays_ASSUBCFRAC,assays_CI,assays_SI,assays_CHEI,assays_ASSCT,assays_ASSCA,assays_ASORG,assays_RELTY,assays_CONFISCO,assays_TII,assays_VARII
13714,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631151,,,Canis lupus familiaris,N,1,,
13715,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631152,,,Canis lupus familiaris,N,1,,
13716,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631443,,,Canis lupus familiaris,N,1,,
13717,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration (0-6 hr),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631444,,,Canis lupus familiaris,N,1,,
13718,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631445,,,Canis lupus familiaris,N,1,,
13719,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631446,,,Canis lupus familiaris,N,1,,
13720,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg g after ip administration (0-6 hr),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631447,,,Canis lupus familiaris,N,1,,
13721,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631448,,,Canis lupus familiaris,N,1,,
13722,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration,Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631449,,,Canis lupus familiaris,N,1,,
13723,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration (0-6 hr),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL631450,,,Canis lupus familiaris,N,1,,
13724,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),Intermediate,9615.0,,A,,BAO_0000218,6996,,,1,CHEMBL629724,,,Canis lupus familiaris,N,1,,
13725,"Biodistribution in mice skin, after 24 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL629725,,,Mus musculus,N,1,14.0,
13726,"Biodistribution in mice skin, after 48 hr of intravenous administration of 1-2 ug ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL629726,,,Mus musculus,N,1,14.0,
13727,"Biodistribution in mice spleen, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL629727,,,Mus musculus,N,1,2106.0,
13728,"Biodistribution in mice spleen, after 1 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630404,,,Mus musculus,N,1,2106.0,
13729,"Biodistribution in mice spleen, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630405,,,Mus musculus,N,1,2106.0,
13730,"Biodistribution in mice spleen, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630406,,,Mus musculus,N,1,2106.0,
13731,"Biodistribution in mice stomach, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630407,,,Mus musculus,N,1,945.0,
13732,"Biodistribution in mice stomach, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630573,,,Mus musculus,N,1,945.0,
13733,"Biodistribution in mice stomach, after 24 hr of intravenous administration of 1-2 ug of ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630574,,,Mus musculus,N,1,945.0,
13734,"Biodistribution in mice stomach, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630575,,,Mus musculus,N,1,945.0,
13735,"Biodistribution in mice tail, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630576,,,Mus musculus,N,1,,
13736,"Biodistribution in mice tail, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630577,,,Mus musculus,N,1,,
13737,"Biodistribution in mice tail, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630578,,,Mus musculus,N,1,,
13738,"Biodistribution in mice tail, after 48 hr of intravenous administration of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Intermediate,10090.0,,A,,BAO_0000218,9716,,,1,CHEMBL630579,,,Mus musculus,N,1,,
13739,Percent of injected 238-Plutonium(IV) in mice kidney at 24 hr (orally administered),Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630580,,,Mus musculus,N,1,2113.0,
13740,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 h,Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630581,,,Mus musculus,N,1,2113.0,
13741,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 hr (orally administered),Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630582,,,Mus musculus,N,1,2113.0,
13742,Percent of injected 238-Plutonium(IV) in mice liver at 24 h,Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630583,,,Mus musculus,N,1,,
13743,Percent of injected 238-Plutonium(IV) in mice liver at 24 hr (orally administered),Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630584,,,Mus musculus,N,1,,
13744,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 h,Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630585,,,Mus musculus,N,1,,
13745,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 hr (orally administered),Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630586,,,Mus musculus,N,1,,
13746,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 h,Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630587,,,Mus musculus,N,1,,
13747,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 hr (orally administered),Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630588,,,Mus musculus,N,1,,
13748,Percent of injected 238-Plutonium(IV) in mice whole body at 24 h,Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630589,,,Mus musculus,N,1,,
13749,Percent of injected 238-Plutonium(IV) in mice whole body at 24 hr (orally administered),Intermediate,10090.0,,A,,BAO_0000218,12192,,,1,CHEMBL630590,,,Mus musculus,N,1,,
13750,Removal of 238-Plutonium(IV) in feces at 24 h,Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630591,,,,U,0,1988.0,
13751,Removal of 238-Plutonium(IV) in feces at 24 hr (orally administered),Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630592,,,,U,0,1988.0,
13752,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 h,Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630593,,,,U,0,,
13753,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 hr (orally administered),Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630594,,,,U,0,,
13754,Removal of 238-Plutonium(IV) in urine 0-4 h (orally administered),Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630595,,,,U,0,1088.0,
13755,Removal of 238-Plutonium(IV) in urine 4-24 hr (orally administered),Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630596,,,,U,0,1088.0,
13756,Removal of 238-Plutonium(IV) in urine after 0-24 h,Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630597,,,,U,0,1088.0,
13757,Removal of 238-Plutonium(IV) in urine after 0-24 hr (orally administered),Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630598,,,,U,0,1088.0,
13758,Removal of 238-Plutonium(IV) in urine after 0-4 h,Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630599,,,,U,0,1088.0,
13759,Removal of 238-Plutonium(IV) in urine after 0-4 hr (orally administered),Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630600,,,,U,0,1088.0,
13760,Removal of 238-Plutonium(IV) in urine after 4-24 h,Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630601,,,,U,0,1088.0,
13761,Removal of 238-Plutonium(IV) in urine after 4-24 hr (orally administered),Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630602,,,,U,0,1088.0,
13762,Removal of 238-Plutonium(IV) in urine at 0-4 hr (orally administered),Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630603,,,,U,0,1088.0,
13763,Removal of 238-Plutonium(IV) in urine at 4-24 hr (orally administered),Autocuration,,,A,,BAO_0000019,12192,,,1,CHEMBL630604,,,,U,0,1088.0,
13764,Biodistribution in blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL624869,,,Rattus norvegicus,N,1,178.0,
13765,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL624870,,,Rattus norvegicus,N,1,178.0,
13766,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL623189,,,Rattus norvegicus,N,1,178.0,
13767,Biodistribution in blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL623190,,,Rattus norvegicus,N,1,178.0,
13768,Biodistribution in blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL623191,,,Rattus norvegicus,N,1,178.0,
13769,Biodistribution in fat of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL623192,,,Rattus norvegicus,N,1,,
13770,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL623193,,,Rattus norvegicus,N,1,,
13771,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL623194,,,Rattus norvegicus,N,1,,
13772,Biodistribution in fat of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL623195,,,Rattus norvegicus,N,1,,
13773,Biodistribution in fat of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL623196,,,Rattus norvegicus,N,1,,
13774,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 15 microCi of the drug and 15 micro g of estradiol,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623197,,,Rattus norvegicus,N,1,,
13775,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623198,,,Rattus norvegicus,N,1,,
13776,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623199,,,Rattus norvegicus,N,1,,
13777,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 100 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623200,,,Rattus norvegicus,N,1,2385.0,
13778,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 120 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623201,,,Rattus norvegicus,N,1,2385.0,
13779,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 15 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623202,,,Rattus norvegicus,N,1,2385.0,
13780,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 50 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623203,,,Rattus norvegicus,N,1,2385.0,
13781,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623204,,,Rattus norvegicus,N,1,2385.0,
13782,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of the drug and 15 ug of estradiol,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623205,,,Rattus norvegicus,N,1,2385.0,
13783,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623206,,,Rattus norvegicus,N,1,2385.0,
13784,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of the drug and 15 micro g of estradiol,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623207,,,Rattus norvegicus,N,1,2385.0,
13785,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 15 microCi of the drug and 15 ug of estradiol,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623208,,,Rattus norvegicus,N,1,2385.0,
13786,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623209,,,Rattus norvegicus,N,1,2385.0,
13787,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623210,,,Rattus norvegicus,N,1,2385.0,
13788,Tested in vivo for the biodistribution in rat fat at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623211,,,Rattus norvegicus,N,1,,
13789,Tested in vivo for the biodistribution in rat uterus at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,Intermediate,10116.0,,A,,BAO_0000218,11836,,,1,CHEMBL623212,,,Rattus norvegicus,N,1,995.0,
13790,Tested in vitro for intrinsic activity relative to quinpirole,Autocuration,,,A,,BAO_0000019,12640,,,1,CHEMBL623213,,,,U,0,,
13791,"Relative ion enhancement, determined in pulsed ultrafiltration",Autocuration,,,A,,BAO_0000019,14218,,,1,CHEMBL623214,,,,U,0,,
13792,% ionization at the pH 7.4 at 37 degree Centigrade,Autocuration,,,A,,BAO_0000019,11296,,,1,CHEMBL623215,,,,U,0,,
13793,Percentage ionization was measured,Autocuration,,,A,,BAO_0000019,10929,,,1,CHEMBL623216,,,,U,0,,
13794,Association constant of binding of compound with calf thymus DNA was determined by using equilibrium dialysis.,Intermediate,9913.0,,A,,BAO_0000218,13841,,,1,CHEMBL623217,,,Bos taurus,N,1,,
13795,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 Pseudo-first-order rate constant,Autocuration,,,A,,BAO_0000019,10431,,,1,CHEMBL623218,,,,U,0,,
13796,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer Pseudo-first-order rate constant,Autocuration,,,A,,BAO_0000019,10431,,,1,CHEMBL623913,,,,U,0,,
13797,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer pseudo-first-order rate constant 0.1 mM EDTA,Autocuration,,,A,,BAO_0000019,10431,,,1,CHEMBL623914,,,,U,0,,
13798,Compound was evaluated for the partition coefficient in octanol/water,Autocuration,,,P,,BAO_0000100,8826,,,1,CHEMBL623915,,,,U,0,,
13799,Compound was evaluated for the partition coefficient in octanol/water (1-octanol / 10 mM phosphate buffer at pH 7.4),Autocuration,,,P,,BAO_0000100,8826,,,1,CHEMBL624080,,,,U,0,,
13800,Equilibrium constant measured by the pulse radiolysis at pH 7,Autocuration,,,A,,BAO_0000019,9884,,,1,CHEMBL624081,,,,U,0,,
13801,In vitro hydrolytic rate constant determined in human blood,Intermediate,9606.0,,A,,BAO_0000218,9827,,,1,CHEMBL624082,,,Homo sapiens,N,1,,
13802,In vitro oxidation of compound to its pyridinium salt (3) in presence of human plasma,Intermediate,9606.0,,A,,BAO_0000218,10009,,,1,CHEMBL625054,,,Homo sapiens,N,1,,
13803,In vitro oxidation of compound to its pyridinium salt (3) in presence of hydrogen peroxide,Autocuration,,,A,,BAO_0000019,10009,,,1,CHEMBL877485,,,,U,0,,
13804,In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse brain homogenate,Intermediate,10090.0,,A,,BAO_0000218,10009,,,1,CHEMBL625055,,,Mus musculus,N,1,,
13805,In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse liver homogenate,Intermediate,10090.0,,A,,BAO_0000218,10009,,,1,CHEMBL625056,,,Mus musculus,N,1,,
13806,In vitro oxidation of compound in presence of human plasma,Intermediate,9606.0,,A,,BAO_0000218,10009,,,1,CHEMBL625057,,,Homo sapiens,N,1,,
13807,In vitro oxidation of compound in presence of hydrogen peroxide,Autocuration,,,A,,BAO_0000019,10009,,,1,CHEMBL625058,,,,U,0,,
13808,In vitro oxidation of compound in presence of mouse brain homogenate,Intermediate,10090.0,,A,,BAO_0000218,10009,,,1,CHEMBL625059,,,Mus musculus,N,1,,
13809,In vitro oxidation of compound in presence of mouse liver homogenate,Intermediate,10090.0,,A,,BAO_0000218,10009,,,1,CHEMBL629536,,,Mus musculus,N,1,,
13810,Mean potassium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL629537,,,Rattus norvegicus,N,1,,
13811,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL629538,,,Rattus norvegicus,N,1,,
13812,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL629539,,,Rattus norvegicus,N,1,,
13813,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL874445,,,Rattus norvegicus,N,1,,
13814,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL629540,,,Rattus norvegicus,N,1,,
13815,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL629541,,,Rattus norvegicus,N,1,,
13816,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL629542,,,Rattus norvegicus,N,1,,
13817,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL630243,,,Rattus norvegicus,N,1,,
13818,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL630244,,,Rattus norvegicus,N,1,,
13819,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL630245,,,Rattus norvegicus,N,1,,
13820,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL630246,,,Rattus norvegicus,N,1,,
13821,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL630247,,,Rattus norvegicus,N,1,,
13822,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,Intermediate,10116.0,,A,,BAO_0000218,11510,,,1,CHEMBL630248,,,Rattus norvegicus,N,1,,
13823,Biodistribution in rat blood at 240 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630249,,,Rattus norvegicus,N,1,178.0,
13824,Biodistribution in rat blood at 30 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630250,,,Rattus norvegicus,N,1,178.0,
13825,Biodistribution in rat blood at 360 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630251,,,Rattus norvegicus,N,1,178.0,
13826,Biodistribution in rat blood at 3 hr after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630252,,,Rattus norvegicus,N,1,178.0,
13827,Biodistribution in rat blood at 60 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630408,,,Rattus norvegicus,N,1,178.0,
13828,Biodistribution in rat cerebellum at 120 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630409,,,Rattus norvegicus,N,1,2037.0,
13829,Biodistribution in rat cerebellum at 1440 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL874446,,,Rattus norvegicus,N,1,2037.0,
13830,Biodistribution in rat cerebellum at 15 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630410,,,Rattus norvegicus,N,1,2037.0,
13831,Biodistribution in rat cerebellum at 240 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630411,,,Rattus norvegicus,N,1,2037.0,
13832,Biodistribution in rat cerebellum at 30 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630412,,,Rattus norvegicus,N,1,2037.0,
13833,Biodistribution in rat cerebellum at 360 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630413,,,Rattus norvegicus,N,1,2037.0,
13834,Biodistribution in rat cerebellum at 3 hr after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630414,,,Rattus norvegicus,N,1,2037.0,
13835,Biodistribution in rat cerebellum at 60 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630415,,,Rattus norvegicus,N,1,2037.0,
13836,Biodistribution in rat cortex at 120 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630416,,,Rattus norvegicus,N,1,,
13837,Biodistribution in rat cortex at 1440 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630417,,,Rattus norvegicus,N,1,,
13838,Biodistribution in rat cortex at 15 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630418,,,Rattus norvegicus,N,1,,
13839,Biodistribution in rat cortex at 240 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630419,,,Rattus norvegicus,N,1,,
13840,Biodistribution in rat cortex at 30 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630420,,,Rattus norvegicus,N,1,,
13841,Biodistribution in rat cortex at 360 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630421,,,Rattus norvegicus,N,1,,
13842,Biodistribution in rat cortex at 3 hr after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630422,,,Rattus norvegicus,N,1,,
13843,Biodistribution in rat cortex at 60 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630423,,,Rattus norvegicus,N,1,,
13844,Biodistribution in rat heart at 120 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630424,,,Rattus norvegicus,N,1,948.0,
13845,Biodistribution in rat heart at 15 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630425,,,Rattus norvegicus,N,1,948.0,
13846,Biodistribution in rat heart at 240 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL629462,,,Rattus norvegicus,N,1,948.0,
13847,Biodistribution in rat heart at 30 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630426,,,Rattus norvegicus,N,1,948.0,
13848,Biodistribution in rat heart at 360 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL630427,,,Rattus norvegicus,N,1,948.0,
13849,Biodistribution in rat heart at 3 hr after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625877,,,Rattus norvegicus,N,1,948.0,
