assay_id,src_id,assay_tax_id,assay_cell_type,relationship_type,curated_by,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_strain,assay_tissue
7186,1,10090.0,,U,Autocuration,14943,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,F,,,Mus musculus,,
7187,1,10090.0,,U,Autocuration,14943,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,F,,,Mus musculus,,
7188,1,10090.0,,U,Autocuration,14943,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,F,,,Mus musculus,,
7189,1,1423.0,,U,Autocuration,10524,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),A,In vivo,,Bacillus subtilis,,
7190,1,9615.0,,N,Intermediate,3546,AUC value in dog after IV administration at a dose of 5 mg/kg,A,,,Canis lupus familiaris,,Plasma
7191,1,9615.0,,N,Intermediate,3546,AUC value in dog after oral administration at a dose of 5 mg/kg,A,,,Canis lupus familiaris,,Plasma
7192,1,9615.0,,N,Intermediate,3546,Cmax value in dog after oral administration at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,,
7193,1,9615.0,,N,Intermediate,3546,Bioavailability in dog after oral administration at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,,
7194,1,9615.0,,N,Intermediate,3546,Tmax value in dog after oral administration at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,,
7195,1,9615.0,,N,Intermediate,3184,Compound was evaluated for its clearance when administered intravenously in dog,A,In vivo,,Canis lupus familiaris,,
7196,1,9615.0,,N,Intermediate,16456,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,,
7197,1,9615.0,,N,Intermediate,4809,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),A,In vivo,,Canis lupus familiaris,,
7198,1,,,U,Intermediate,4219,Calculated partition coefficient (clogP),P,,,,,
7199,1,9615.0,,N,Intermediate,3748,Half life in dog,A,,,Canis lupus familiaris,,
7200,1,9615.0,,N,Intermediate,3132,Time taken for EC90 was determined when tested in dog,A,,,Canis lupus familiaris,,
7201,1,9615.0,,N,Intermediate,4219,Half life (iv) was determined,A,,,Canis lupus familiaris,,
7202,1,9615.0,,N,Intermediate,16907,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,A,,,Canis lupus familiaris,,Liver
7203,1,9615.0,,N,Intermediate,6057,Area under the curve was calculated in dog after iv administration,A,,,Canis lupus familiaris,,
7204,1,9615.0,,N,Intermediate,6057,Area under the curve was calculated in dog after peroral administration,A,,,Canis lupus familiaris,,
7205,1,9615.0,,N,Intermediate,17853,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,A,,,Canis lupus familiaris,,
7206,1,9615.0,,N,Intermediate,3639,pKa was evaluated in dog,A,,,Canis lupus familiaris,,
7207,1,9615.0,,N,Intermediate,14541,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,A,,,Canis lupus familiaris,,
7208,1,9615.0,,N,Intermediate,16456,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,,
7209,1,9615.0,,N,Intermediate,16456,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,,
7210,1,9615.0,,N,Intermediate,2652,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A,In vivo,,Canis lupus familiaris,,
7211,1,9615.0,,N,Intermediate,3624,Compound was evaluated for the half-life (t 1/2) in hours,A,,,Canis lupus familiaris,,
7212,1,9615.0,,N,Intermediate,1337,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,,Blood
7213,1,9615.0,,N,Intermediate,1337,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,,Blood
7214,1,9615.0,,N,Intermediate,4709,Half life after intravenous administration of 1 mg/kg in dog,A,In vivo,,Canis lupus familiaris,,
7215,1,9615.0,,N,Intermediate,15660,Half life was measured in dog,A,,,Canis lupus familiaris,,
7216,1,9615.0,,N,Intermediate,5302,Half life period in dog after 5 mg/kg dose,A,In vivo,,Canis lupus familiaris,,
7217,1,9615.0,,N,Intermediate,17791,Half life period was evaluated in dog; 4-4.8,A,,,Canis lupus familiaris,,
7218,1,9615.0,,N,Intermediate,6348,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,,
7219,1,9615.0,,N,Intermediate,4257,Half-life was determined in dog after a3 mg/kg of iv dose,A,In vivo,,Canis lupus familiaris,,
7220,1,9615.0,,N,Intermediate,3771,Half-life was determined,A,,,Canis lupus familiaris,,
7221,1,9615.0,,N,Intermediate,6305,Half life in dogs,A,,,Canis lupus familiaris,,
7222,1,9615.0,,N,Intermediate,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,A,In vivo,,Canis lupus familiaris,,Plasma
7223,1,9615.0,,N,Intermediate,17594,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,A,In vivo,,Canis lupus familiaris,,
7224,1,9615.0,,N,Intermediate,3045,Compound was evaluated for the half life period after iv administration in Beagle dog.,A,In vivo,,Canis lupus familiaris,,
7225,1,9615.0,,N,Intermediate,3043,Compound was evaluated for the half life period after oral administration in conscious dog.,A,In vivo,,Canis lupus familiaris,,
7226,1,9615.0,,N,Intermediate,4839,Compound was tested for half life in dog,A,,,Canis lupus familiaris,,
7227,1,9615.0,,N,Intermediate,4839,Compound was tested for its half life in dog,A,,,Canis lupus familiaris,,
7228,1,9615.0,,N,Intermediate,5802,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,In vivo,,Canis lupus familiaris,,
7229,1,9615.0,,N,Intermediate,17839,Half life of compound in dog was determined,A,,,Canis lupus familiaris,,
7230,1,9615.0,,N,Intermediate,4219,Half life (iv) was determined,A,In vivo,,Canis lupus familiaris,,
7231,1,9615.0,,N,Intermediate,13966,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),A,,,Canis lupus familiaris,,Blood
7232,1,9615.0,,N,Intermediate,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,A,In vivo,,Canis lupus familiaris,,Plasma
7233,1,9615.0,,N,Intermediate,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,F,In vivo,,Canis lupus familiaris,,Plasma
7234,1,9615.0,,N,Intermediate,4453,Half life in dog,A,,,Canis lupus familiaris,,
7235,1,9615.0,,N,Intermediate,6535,Half life in dog plasma,A,,,Canis lupus familiaris,,Plasma
7236,1,9615.0,,N,Intermediate,6535,Half life in dog plasma after administration of 0.25 mg/kg iv,A,In vivo,,Canis lupus familiaris,,Plasma
7237,1,9615.0,,N,Intermediate,6535,Half life in dog plasma after administration of 1 mg/kg iv,A,In vivo,,Canis lupus familiaris,,Plasma
7238,1,9615.0,,N,Intermediate,3132,Half life in dog plasma was determined at dose 10 mg/kg,A,In vivo,,Canis lupus familiaris,,Plasma
7239,1,9615.0,,N,Intermediate,5374,Half life in dog was determined,A,,,Canis lupus familiaris,,
7240,1,9615.0,,N,Intermediate,5007,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,In vivo,,Canis lupus familiaris,,
7241,1,9615.0,,N,Intermediate,16907,Half life upon exposure to human plasma,A,,,Canis lupus familiaris,,Plasma
7242,1,9615.0,,N,Intermediate,6057,Half life was calculated in dog,A,,,Canis lupus familiaris,,
7243,1,9615.0,,N,Intermediate,5006,Half life was determined,A,,,Canis lupus familiaris,,
7244,1,9615.0,,N,Intermediate,5473,Half life was determined,A,,,Canis lupus familiaris,,
7245,1,9615.0,,N,Intermediate,4368,Half life by intravenous administration of 1.2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,,
7246,1,9615.0,,N,Intermediate,6448,Half life in dog,A,,,Canis lupus familiaris,,
7247,1,9615.0,,N,Intermediate,4353,Half life in dog after intra venous administration of the compound,A,,,Canis lupus familiaris,,
7248,1,9615.0,,N,Intermediate,4353,Half life in dog after intra venous administration of the compound; ND means Not determined,A,,,Canis lupus familiaris,,
7249,1,9615.0,,N,Intermediate,4353,Half life in dog after po administration of the compound,A,In vivo,,Canis lupus familiaris,,
7250,1,9615.0,,N,Intermediate,4353,Half life in dog after po administration of the compound; ND means Not determined,A,In vivo,,Canis lupus familiaris,,
7251,1,9615.0,,N,Intermediate,6265,Half life in dog at the single oral dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,,
7252,1,9615.0,,N,Intermediate,5006,Half life in dogs,A,,,Canis lupus familiaris,,
7253,1,9615.0,,N,Intermediate,5356,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,A,In vivo,,Canis lupus familiaris,,
7254,1,9615.0,,N,Intermediate,405,Half life in rat,A,,,Canis lupus familiaris,,
7255,1,9615.0,,N,Intermediate,6642,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,In vivo,,Canis lupus familiaris,,
7256,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,,Bone
7257,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,,Bone
7258,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,,Bone
7259,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,,Bone
7260,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,,Bone
7261,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,,Gut
7262,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,,Gut
7263,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,,Gut
7264,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,,Gut
7265,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,,Gut
7266,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,,Gut
7267,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,,Gut
7268,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,,Heart
7269,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,,Heart
7270,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,,Heart
7271,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,,Heart
7272,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,,Heart
7273,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,,Heart
7274,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,,Heart
7275,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,,Kidney
7276,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,In vivo,,Mus musculus,,Kidney
7277,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,,Kidney
7278,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,,Kidney
7279,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,,Kidney
7280,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,,Kidney
7281,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,,Kidney
7282,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,,Liver
7283,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,,Liver
7284,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,,Liver
7285,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,,Liver
7286,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,,Liver
7287,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,,Liver
7288,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,,Liver
7289,1,10090.0,,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,,Lung
7290,1,9606.0,A2780,N,Intermediate,5895,In vitro cytotoxicity against A2780 (human ovarian cancer),F,,,Homo sapiens,,
7291,1,9606.0,A2780,N,Intermediate,6338,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,F,,,Homo sapiens,,
7292,1,9606.0,A2780,N,Intermediate,15163,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,F,,,Homo sapiens,,
7293,1,9606.0,A2780,N,Intermediate,15163,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,F,,,Homo sapiens,,
7294,1,9606.0,A2780,N,Expert,15000,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,F,,,Homo sapiens,,
7295,1,9606.0,A2780,N,Expert,15000,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,F,,,Homo sapiens,,
7296,1,9606.0,A2780,N,Expert,14729,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,F,,,Homo sapiens,,
7297,1,9606.0,A2780,N,Intermediate,17270,In vitro cytotoxicity against A2780 cell line,F,,,Homo sapiens,,
7298,1,9606.0,A2780,N,Intermediate,5685,In vitro growth inhibitory activity against A2780 human ovarium carcinoma cell line was determined,F,,,Homo sapiens,,
7299,1,9606.0,A2780,N,Intermediate,3563,In vitro inhibitory activity against human ovarian cancer A2780 cell line,F,,,Homo sapiens,,
7300,1,9606.0,A2780,N,Intermediate,17753,In vivo cytotoxic concentration of compound against A2780 cell line after 72 hr exposure,F,,,Homo sapiens,,
7301,1,9606.0,A2780,N,Intermediate,16317,"Inhibition of cell growth in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant)using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay",F,,,Homo sapiens,,
7302,1,9606.0,A2780,N,Intermediate,16936,Inhibition of tubulin polymerization in analogy of ca.,F,,,Homo sapiens,,
7303,1,9606.0,A2780,N,Intermediate,3801,Inhibitory activity against ovarian tumor cell line A2780 after 72 hr continuous exposure to compound,F,,,Homo sapiens,,
7304,1,9606.0,A2780,N,Expert,6181,Cytotoxic effect in ovarian cancer cell line (A2780),F,,,Homo sapiens,,
7305,1,9606.0,A2780,N,Intermediate,5318,Tested for cytotoxicity against Ovarian carcinoma parental type A2780 cell line expressing MDR-1 (-) gene,F,,,Homo sapiens,,
7306,1,9606.0,A2780,N,Intermediate,4840,Tested for the cytotoxicity in A2780 ovarian cell line,F,,,Homo sapiens,,
7307,1,9606.0,A2780,N,Intermediate,15748,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),F,,,Homo sapiens,,
7308,1,9606.0,A2780,N,Intermediate,15748,The compound was tested for cytotoxic activity against A2780/Cs cell line(human ovarian carcinoma,F,,,Homo sapiens,,
7309,1,,A2780cisR,N,Intermediate,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma,F,,,,,
7310,1,,A2780cisR,N,Intermediate,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),F,,,,,
7311,1,,A2780cisR,N,Intermediate,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ); ND means no data,F,,,,,
7312,1,,A2780cisR,N,Intermediate,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma),F,,,,,
7313,1,9606.0,A2780,N,Intermediate,17753,In vivo log of cells killed after administration of compound in A2780 cell line,F,,,Homo sapiens,,
7314,1,9606.0,A2780,N,Intermediate,17753,Compound was tested in vivo for maximum tolerated dose after i.v. administration twice a day for 5 days in A2780 cell line,F,In vivo,,Homo sapiens,,
7315,1,9606.0,A2780,N,Intermediate,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.;NA means not active,F,,,Homo sapiens,,
7316,1,9606.0,A2780,N,Intermediate,16936,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines (at 5 uM );NA means not active,F,,,Homo sapiens,,
7317,1,9606.0,A2780,N,Intermediate,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines; ND means no data,F,,,Homo sapiens,,
7318,1,9606.0,A2780,N,Intermediate,16936,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines. (at 5 uM ); ND means no data,F,,,Homo sapiens,,
7319,1,9606.0,A2780,N,Intermediate,17528,Optimal dose required to inhibit human ovarian A2780 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q4dX2),F,,,Homo sapiens,,
7320,1,9606.0,A2780,N,Intermediate,6633,Resistance factor was determined as IC50 cisplatin-resistant/parent for human A2780 ovarian cell line,F,,,Homo sapiens,,
7321,1,9606.0,A2780,N,Expert,15000,Resistance index is IC50 ratio of A2780 cell line and A2780cisR cell line,F,,,Homo sapiens,,
7322,1,9606.0,A2780,N,Expert,17528,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,F,,,Homo sapiens,,
7323,1,9606.0,A2780,N,Intermediate,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian cancer cell lines.,F,,,Homo sapiens,,
7324,1,9606.0,A2780,N,Intermediate,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.,F,,,Homo sapiens,,
7325,1,9606.0,A2780,N,Intermediate,16936,Percent of Tubulin polymerization inhibition by using human ovarian cancer cell lines at a concentration of 5 uM,F,,,Homo sapiens,,
7326,1,9606.0,A2780,N,Intermediate,16936,"Colchicine Binding Inhibition ( CBI ) by using human ovarian cancer cell lines at 5 uM, (values are mean of 9 over 4 concentrations +/- SD)",F,,,Homo sapiens,,
7327,1,9606.0,A2780,N,Intermediate,16936,Compound tested for colchicine Binding Inhibition by using human ovarian cancer cell line (at 5 uM ),F,,,Homo sapiens,,
7328,1,9606.0,A2780,N,Expert,16936,"Tested for colchicine binding inhibition, using human ovarian cancer cell lines (at 5 uM )",F,,,Homo sapiens,,
7329,1,9606.0,A2780,N,Intermediate,16936,Compound tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,,Homo sapiens,,
7330,1,9606.0,A2780,N,Intermediate,16936,Compound was tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,,Homo sapiens,,
7331,1,9606.0,A2780,N,Intermediate,16936,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,,Homo sapiens,,
7332,1,10090.0,A2780,N,Intermediate,17737,In vitro antiproliferative activity against A2780 cell line,F,,,Mus musculus,,
7333,1,10090.0,A2780,N,Expert,17764,Maximum tolerated dose in A2780 tumor in mice after intraperitoneal administration daily for 8 days,F,,,Mus musculus,,
7334,1,9606.0,A2780,N,Intermediate,3830,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C after 96 hr,F,,,Homo sapiens,,
7335,1,9606.0,A2780,N,Intermediate,3829,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C for 96 hr,F,,,Homo sapiens,,
7336,1,9615.0,,N,Intermediate,3546,Vc value in dog after IV administration at a dose of 5 mg/kg,A,,,Canis lupus familiaris,,
7337,1,9615.0,,N,Intermediate,3546,Half life period in dog after IV administration at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,,
7338,1,9527.0,,U,Autocuration,5668,Area under curve was determine after peroral administration at 10 mpk in Rhesus,A,,,Cercopithecidae,,
7339,1,9527.0,,U,Autocuration,3443,AUC (area under curve) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,,Cercopithecidae,,Plasma
7340,1,9527.0,,U,Autocuration,3443,AUC (area under curve) compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,,Cercopithecidae,,Plasma
7341,1,9541.0,,U,Autocuration,4256,Area under curve determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,A,In vivo,,Macaca fascicularis,,
7342,1,9541.0,,U,Autocuration,4256,Area under curve determined after peroral administration at a dose of 10 mg/kg in cynomolgus monkey,A,In vivo,,Macaca fascicularis,,
7343,1,9541.0,,U,Autocuration,4256,Area under curve determined after peroral administration at a dose of 3 mg/kg in cynomolgus monkey,A,In vivo,,Macaca fascicularis,,
7344,1,10116.0,,U,Autocuration,4256,Oral Bioavailability in rat,A,In vivo,,Rattus norvegicus,,
7345,1,9527.0,,U,Autocuration,1916,Area under curve was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,,,Cercopithecidae,,
7346,1,9527.0,,U,Autocuration,5302,Area under curve value in monkey at a dose of 5 mg/kg,A,,,Cercopithecidae,,
7347,1,9527.0,,U,Autocuration,4257,Area under curve was determined in monkey after a 3 mg/kg of oral dose,A,,,Cercopithecidae,,
7348,1,9527.0,,U,Autocuration,5355,Area under curve was determined using trapezoidal rule after intravenous administration in cynomolgus monkeys,A,,,Cercopithecidae,,
7349,1,9527.0,,U,Autocuration,5355,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys,A,,,Cercopithecidae,,
7350,1,9527.0,,U,Autocuration,5355,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys; ND means Not determined,A,,,Cercopithecidae,,
7351,1,9527.0,,U,Autocuration,6078,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in monkey,A,,,Cercopithecidae,,
7352,1,9527.0,,U,Autocuration,6078,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in monkey,A,,,Cercopithecidae,,
7353,1,9527.0,,U,Autocuration,6062,Area under the curve was measured in monkey after an iv dose of 1 mg/kg,A,,,Cercopithecidae,,
7354,1,9527.0,,U,Autocuration,2661,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female cynomolgus monkey,A,,,Cercopithecidae,,
7355,1,9527.0,,U,Autocuration,2661,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,,,Cercopithecidae,,
7356,1,9527.0,,U,Autocuration,5394,Pharmacokinetic parameter Cmax was measured after administration into monkey at 3 mg/kg,A,,,Cercopithecidae,,
7357,1,9527.0,,U,Autocuration,4397,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in cynomolgus monkeys (0 to 24 hr) p.o.,A,,,Cercopithecidae,,
7358,1,9527.0,,U,Autocuration,17509,Area under curve value 24 hr after 2 mg/kg iv administration in monkeys,A,,,Cercopithecidae,,
7359,1,9527.0,,U,Autocuration,17509,Area under curve value 24 hr after 2 mg/kg oral administration in monkeys,A,,,Cercopithecidae,,
7360,1,9527.0,,U,Autocuration,6641,Oral AUCN in monkey (dosed at 0.5 mpk iv ),A,In vivo,,Cercopithecidae,,
7361,1,9527.0,,U,Autocuration,5355,Bioavailability was reported in cynomolgus monkeys (ratio of AUC in oral administration to that of intravenous administration),A,,,Cercopithecidae,,
7362,1,9527.0,,U,Autocuration,3443,Half life compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,In vivo,,Cercopithecidae,,
7363,1,9527.0,,U,Autocuration,3443,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,In vivo,,Cercopithecidae,,
7364,1,9527.0,,U,Autocuration,17409,Binding towards monkey plasma protein at 10 uM,A,,,Cercopithecidae,,
