assay_id,assay_organism,bao_format,tissue_id,variant_id,confidence_score,assay_tissue,chembl_id,assay_category,curated_by,assay_test_type,doc_id,src_assay_id,relationship_type,tid,src_id,description,assay_type,assay_tax_id
5819,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621592,,Intermediate,In vivo,1696,,N,50588,1,Plasma clearance in dog,A,9615.0
5820,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621593,,Intermediate,In vivo,6762,,N,50588,1,Clearance rate in dog,A,9615.0
5821,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL621594,,Intermediate,In vivo,5932,,N,50588,1,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,A,9615.0
5822,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621595,,Intermediate,In vivo,6305,,N,50588,1,Clearance in dogs,A,9615.0
5823,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621596,,Intermediate,In vivo,4942,,N,50588,1,Plasma clearance in dogs,A,9615.0
5824,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621597,,Intermediate,In vivo,4219,,N,50588,1,Plasma clearance was determined,A,9615.0
5825,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621598,,Intermediate,In vivo,17853,,N,50588,1,Lower clearance in dog (i.v.) at 0.5 mpk,A,9615.0
5826,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621599,,Intermediate,In vivo,4514,,N,50588,1,Plasma clearance in Beagle dogs,A,9615.0
5827,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL875836,,Intermediate,In vivo,6448,,N,50588,1,Plasma clearance (Clp) in dog,A,9615.0
5828,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621600,,Intermediate,In vivo,6227,,N,50588,1,Plasma clearance (pharmacokinetic parameter) in dog (in vivo) at a dose of 1 mg/kg,A,9615.0
5829,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621601,,Intermediate,In vivo,6227,,N,50588,1,Plasma clearance (pharmacokinetic parameter) in dog was determined,A,9615.0
5830,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL618474,,Intermediate,In vivo,6062,,N,50588,1,Plasma clearance for the compound was measured in dog after an iv dose of 1 mg/kg,A,9615.0
5831,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL618475,,Intermediate,In vivo,6821,,N,50588,1,Plasma clearance of compound was determined in dog,A,9615.0
5832,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624524,,Intermediate,In vivo,4709,,N,50588,1,Plasma clearance after intravenous administration of 1 mg/kg in dog,A,9615.0
5833,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624525,,Intermediate,In vivo,4521,,N,50588,1,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,A,9615.0
5834,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624526,,Intermediate,In vivo,5374,,N,50588,1,Plasma clearance in dog was determined,A,9615.0
5835,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624527,,Intermediate,In vivo,6057,,N,50588,1,Plasma clearance was calculated in dog,A,9615.0
5836,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624528,,Intermediate,In vivo,4727,,N,50588,1,Plasma clearance at the dose of 2 mg/kg in dog,A,9615.0
5837,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624529,,Intermediate,In vivo,5145,,N,50588,1,Plasma clearance in dog,A,9615.0
5838,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624530,,Intermediate,In vivo,17657,,N,50588,1,Plasma clearance in dog,A,9615.0
5839,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624531,,Intermediate,In vivo,17657,,N,50588,1,Plasma clearance in dog; Unable to calculate,A,9615.0
5840,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624532,,Intermediate,In vivo,5145,,N,50588,1,Plasma clearance in rhesus monkey,A,9615.0
5841,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624533,,Intermediate,In vivo,6642,,N,50588,1,Plasma clearance in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,9615.0
5842,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624534,,Intermediate,In vivo,6641,,N,50588,1,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,9615.0
5843,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624535,,Intermediate,In vivo,6642,,N,50588,1,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,9615.0
5844,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624536,,Intermediate,In vivo,5472,,N,50588,1,Plasma clearance was evaluated in dog,A,9615.0
5845,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624537,,Intermediate,In vivo,5472,,N,50588,1,Plasma clearance was evaluated in dog; Not tested,A,9615.0
5846,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624538,,Intermediate,In vivo,5472,,N,50588,1,Plasma clearance was evaluated in rhesus,A,9615.0
5847,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624539,,Intermediate,In vivo,5472,,N,50588,1,Plasma clearance was evaluated in rhesus; Not tested,A,9615.0
5848,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624540,,Intermediate,In vivo,4257,,N,50588,1,Plasma clearance value was determined in dog after a 3 mg/kg of iv dose,A,9615.0
5849,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624541,,Intermediate,In vivo,6679,,N,50588,1,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,9615.0
5850,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624542,,Intermediate,In vivo,5546,,N,50588,1,Plasma clearance was determined in Beagle dog at a dose of 1 mg/kg by iv administration,A,9615.0
5851,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624543,,Intermediate,In vivo,6348,,N,50588,1,Plasma clearance was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,9615.0
5852,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624544,,Intermediate,In vivo,5474,,N,50588,1,Clearance value at a dose of 0.2 mg/kg i.v.,A,9615.0
5853,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL624545,,Intermediate,In vivo,6316,,N,50588,1,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg,A,9615.0
5854,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624546,,Intermediate,In vivo,17594,,N,50588,1,Cmax after oral dose of compound at 3 mg/kg in dogs,A,9615.0
5855,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL875957,,Intermediate,In vivo,17594,,N,50588,1,Cmax after single intravenous bolus of 1 mg/kg in dogs,A,9615.0
5856,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624547,,Intermediate,In vivo,5802,,N,50588,1,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,9615.0
5857,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624548,,Intermediate,In vivo,6535,,N,50588,1,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined,A,9615.0
5858,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL624549,,Intermediate,In vivo,6535,,N,50588,1,Cmax in dog after administration of 1 mg/kg iv,A,9615.0
5859,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL624550,,Intermediate,In vivo,1466,,N,50588,1,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,A,9615.0
5860,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621613,,Intermediate,In vivo,6505,,N,50588,1,Cmax on p.o. administration of 10 mg/kg was measured in dog,A,9615.0
5861,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621614,,Intermediate,In vivo,5668,,N,50588,1,Cmax was determine after peroral administration at 10 mpk in dog,A,9615.0
5862,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL623431,,Intermediate,In vivo,5668,,N,50588,1,Cmax was determine after peroral administration at 5 mpk in dog,A,9615.0
5863,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL623432,,Intermediate,In vivo,5668,,N,50588,1,Cmax was determine after peroral administration at 5 mg/kg in dog,A,9615.0
5864,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL623433,,Intermediate,In vivo,5600,,N,50588,1,Cmax after 0.3 mg/kg po administration in dog,A,9615.0
5865,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL623434,,Intermediate,In vivo,17764,,N,50588,1,Cmax after peroral administration in dogs at 2.4 uM/kg,A,9615.0
5866,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL623435,,Intermediate,In vivo,6123,,N,50588,1,Cmax in dog after oral administration at 1 mg/kg,A,9615.0
5867,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL623436,,Intermediate,In vivo,6123,,N,50588,1,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,A,9615.0
5868,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL875958,,Intermediate,In vivo,6757,,N,50588,1,Cmax upon oral administration in male Beagle dog at 10 mg/kg,A,9615.0
5869,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL623437,,Intermediate,In vivo,16907,,N,50588,1,Cmax value after 15 mg/kg iv dose in Dogs,A,9615.0
5870,Mus musculus,BAO_0000218,178.0,,1,Blood,CHEMBL623438,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5871,Mus musculus,BAO_0000218,178.0,,1,Blood,CHEMBL623439,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5872,Mus musculus,BAO_0000218,10000001.0,,1,Bone,CHEMBL623440,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5873,Mus musculus,BAO_0000218,10000001.0,,1,Bone,CHEMBL623441,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5874,Mus musculus,BAO_0000218,10000001.0,,1,Bone,CHEMBL623442,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5875,Mus musculus,BAO_0000218,,,1,,CHEMBL623469,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5876,Mus musculus,BAO_0000218,,,1,,CHEMBL623470,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5877,Mus musculus,BAO_0000218,,,1,,CHEMBL623471,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5878,Mus musculus,BAO_0000218,948.0,,1,Heart,CHEMBL623472,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5879,Mus musculus,BAO_0000218,948.0,,1,Heart,CHEMBL623473,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5880,Mus musculus,BAO_0000218,948.0,,1,Heart,CHEMBL623474,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5881,Mus musculus,BAO_0000218,2113.0,,1,Kidney,CHEMBL623475,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5882,Mus musculus,BAO_0000218,2113.0,,1,Kidney,CHEMBL623476,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5883,Mus musculus,BAO_0000218,2113.0,,1,Kidney,CHEMBL623477,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5884,Mus musculus,BAO_0000218,160.0,,1,Intestine,CHEMBL621896,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5885,Mus musculus,BAO_0000218,160.0,,1,Intestine,CHEMBL621897,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5886,Mus musculus,BAO_0000218,160.0,,1,Intestine,CHEMBL621898,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5887,Mus musculus,BAO_0000218,2107.0,,1,Liver,CHEMBL621899,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5888,Mus musculus,BAO_0000218,2107.0,,1,Liver,CHEMBL621900,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5889,Mus musculus,BAO_0000218,2107.0,,1,Liver,CHEMBL621901,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5890,Mus musculus,BAO_0000218,2048.0,,1,Lung,CHEMBL621902,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5891,Mus musculus,BAO_0000218,2048.0,,1,Lung,CHEMBL621903,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5892,Mus musculus,BAO_0000218,2048.0,,1,Lung,CHEMBL622587,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5893,Mus musculus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL620285,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5894,Mus musculus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL875285,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5895,Mus musculus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL620286,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5896,Mus musculus,BAO_0000218,,,1,,CHEMBL620287,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5897,Mus musculus,BAO_0000218,,,1,,CHEMBL620288,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5898,Mus musculus,BAO_0000218,,,1,,CHEMBL620289,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5899,Mus musculus,BAO_0000218,160.0,,1,Intestine,CHEMBL620290,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5900,Mus musculus,BAO_0000218,160.0,,1,Intestine,CHEMBL620291,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5901,Mus musculus,BAO_0000218,160.0,,1,Intestine,CHEMBL620292,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5902,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL620293,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5903,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL620294,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5904,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL618614,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,10090.0
5905,Mus musculus,BAO_0000218,945.0,,1,Stomach,CHEMBL618615,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,10090.0
5906,Mus musculus,BAO_0000218,945.0,,1,Stomach,CHEMBL618616,,Intermediate,In vivo,7767,,N,50594,1,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,10090.0
5907,Homo sapiens,BAO_0000219,,,1,,CHEMBL618617,,Expert,,2036,,N,80012,1,Cytotoxicity against A-172 human tumor cell lines,F,9606.0
5908,Homo sapiens,BAO_0000219,,,1,,CHEMBL618618,,Intermediate,,2357,,N,80012,1,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,F,9606.0
5909,Homo sapiens,BAO_0000219,,,1,,CHEMBL618619,,Intermediate,,1457,,N,80014,1,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,F,9606.0
5910,Homo sapiens,BAO_0000219,,,1,,CHEMBL618620,,Intermediate,,4379,,N,81034,1,Tested for antiproliferative activity against A-2780 tumoral cell line,F,9606.0
5911,Homo sapiens,BAO_0000219,,,1,,CHEMBL618621,,Intermediate,,1093,,N,80018,1,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,F,9606.0
5912,Homo sapiens,BAO_0000219,,,1,,CHEMBL618622,,Intermediate,,12152,,N,80018,1,Tested in vitro against A-375 cell line human melanoma,F,9606.0
5913,Homo sapiens,BAO_0000219,,,1,,CHEMBL618623,,Expert,,16464,,N,80019,1,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,F,9606.0
5914,Homo sapiens,BAO_0000219,,,1,,CHEMBL618624,,Intermediate,,16464,,N,80019,1,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,9606.0
5915,Homo sapiens,BAO_0000219,,,1,,CHEMBL618625,,Expert,,16582,,N,80019,1,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,F,9606.0
5916,Homo sapiens,BAO_0000219,,,1,,CHEMBL618626,,Intermediate,,16464,,N,80019,1,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,9606.0
5917,Homo sapiens,BAO_0000219,,,1,,CHEMBL618627,,Intermediate,,10413,,N,80019,1,Antitumor activity on A-427 lung carcinoma cell lines,F,9606.0
5918,Homo sapiens,BAO_0000219,,,1,,CHEMBL618628,,Intermediate,,6418,,N,80019,1,Cytotoxic activity against human A-427 lung tumor cell line,F,9606.0
5919,Homo sapiens,BAO_0000219,,,1,,CHEMBL618629,,Expert,,17134,,N,80019,1,In vitro antitumor effects against human A-427 cell lines.,F,9606.0
5920,Homo sapiens,BAO_0000219,,,1,,CHEMBL618630,,Expert,,16132,,N,80019,1,In vitro inhibition of A-427 (human lung cancer) cell growth.,F,9606.0
5921,Homo sapiens,BAO_0000219,,,1,,CHEMBL618631,,Intermediate,,16132,,N,80019,1,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,F,9606.0
5922,Homo sapiens,BAO_0000219,,,1,,CHEMBL618632,,Intermediate,,16780,,N,80019,1,Cytotoxic activity of compound against A-427 lung human tumor cell line,F,9606.0
5923,Homo sapiens,BAO_0000219,,,1,,CHEMBL618633,,Expert,,4085,,N,80852,1,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,F,9606.0
5924,Homo sapiens,BAO_0000219,,,1,,CHEMBL619315,,Intermediate,,1276,,N,80021,1,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,F,9606.0
5925,Homo sapiens,BAO_0000219,,,1,,CHEMBL619316,,Expert,,3498,,N,80021,1,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,F,9606.0
5926,Homo sapiens,BAO_0000219,,,1,,CHEMBL619317,,Intermediate,,1169,,N,80021,1,Cytotoxicity against human kidney carcinoma A-498cell lines,F,9606.0
5927,Homo sapiens,BAO_0000219,,,1,,CHEMBL619318,,Intermediate,,4450,,N,80021,1,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,F,9606.0
5928,Homo sapiens,BAO_0000219,,,1,,CHEMBL619319,,Intermediate,,3311,,N,80021,1,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,F,9606.0
5929,Homo sapiens,BAO_0000219,,,1,,CHEMBL619739,,Intermediate,,4461,,N,80021,1,Antitumor cytotoxic activity against A-498 cell line was determined,F,9606.0
5930,Homo sapiens,BAO_0000219,,,1,,CHEMBL619740,,Intermediate,,3311,,N,80021,1,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,F,9606.0
5931,Homo sapiens,BAO_0000219,,,1,,CHEMBL883158,,Intermediate,,3311,,N,80021,1,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,F,9606.0
5932,Homo sapiens,BAO_0000219,,,1,,CHEMBL884012,,Intermediate,,1457,,N,80021,1,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,F,9606.0
5933,Homo sapiens,BAO_0000219,,,1,,CHEMBL619741,,Intermediate,,3664,,N,80021,1,In vitro inhibitory activity against A-498 ovarian cancer cell lines,F,9606.0
5934,Homo sapiens,BAO_0000219,,,1,,CHEMBL619742,,Intermediate,,15895,,N,80021,1,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",F,9606.0
5935,Homo sapiens,BAO_0000219,,,1,,CHEMBL876610,,Intermediate,,11843,,N,80682,1,Inhibition of growth lung non-small cell carcinoma A-549 cell line,F,9606.0
5936,Homo sapiens,BAO_0000219,,,1,,CHEMBL619743,,Intermediate,,11843,,N,80682,1,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,F,9606.0
5937,Homo sapiens,BAO_0000219,,,1,,CHEMBL619744,,Intermediate,,17705,,N,80682,1,In vitro antiproliferative activity against human A-549 NSCL cell line,F,9606.0
5938,Homo sapiens,BAO_0000219,,,1,,CHEMBL619745,,Intermediate,,17705,,N,80682,1,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,F,9606.0
5939,Homo sapiens,BAO_0000219,,,1,,CHEMBL619746,,Intermediate,,4369,,N,80682,1,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,F,9606.0
5940,Homo sapiens,BAO_0000219,,,1,,CHEMBL619747,,Intermediate,,4369,,N,80682,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,F,9606.0
5941,Homo sapiens,BAO_0000219,,,1,,CHEMBL619748,,Intermediate,,4369,,N,80682,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,F,9606.0
5942,Homo sapiens,BAO_0000219,,,1,,CHEMBL619749,,Intermediate,,4369,,N,80682,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,F,9606.0
5943,Homo sapiens,BAO_0000219,,,1,,CHEMBL619750,,Intermediate,,4369,,N,80682,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,F,9606.0
5944,Homo sapiens,BAO_0000219,,,1,,CHEMBL624014,,Intermediate,,4369,,N,80682,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,F,9606.0
5945,Homo sapiens,BAO_0000219,,,1,,CHEMBL624015,,Intermediate,,4369,,N,80682,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,F,9606.0
5946,Homo sapiens,BAO_0000219,,,1,,CHEMBL885344,,Expert,,4787,,N,80682,1,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,F,9606.0
5947,Homo sapiens,BAO_0000219,,,1,,CHEMBL623224,,Intermediate,,4787,,N,80682,1,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,F,9606.0
5948,Homo sapiens,BAO_0000219,,,1,,CHEMBL623225,,Intermediate,,6513,,N,80682,1,Cytotoxic activity against A-549 cell line,F,9606.0
5949,Homo sapiens,BAO_0000219,,,1,,CHEMBL622698,,Intermediate,,6690,,N,80682,1,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,F,9606.0
5950,Homo sapiens,BAO_0000219,,,1,,CHEMBL622699,,Intermediate,,6690,,N,80682,1,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,F,9606.0
5951,Homo sapiens,BAO_0000219,,,1,,CHEMBL622700,,Expert,,12263,,N,80682,1,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",F,9606.0
5952,Homo sapiens,BAO_0000219,,,1,,CHEMBL622701,,Intermediate,,1054,,N,80682,1,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),F,9606.0
5953,Homo sapiens,BAO_0000219,,,1,,CHEMBL622702,,Intermediate,,1359,,N,80682,1,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),F,9606.0
5954,Homo sapiens,BAO_0000219,,,1,,CHEMBL622703,,Intermediate,,3547,,N,80682,1,Cytotoxic activity against human lung carcinoma (A-549) cell line,F,9606.0
5955,Homo sapiens,BAO_0000219,,,1,,CHEMBL622704,,Expert,,5771,,N,80682,1,Cytotoxic activity towards A-549 cells,F,9606.0
5956,Homo sapiens,BAO_0000219,,,1,,CHEMBL622705,,Intermediate,,14425,,N,80682,1,"In vitro percent inhibition of A549, lung carcinoma.",F,9606.0
5957,Homo sapiens,BAO_0000219,,,1,,CHEMBL622706,,Intermediate,,14425,,N,80682,1,"In vitro percent inhibition of A549, lung carcinoma",F,9606.0
5958,Homo sapiens,BAO_0000219,,,1,,CHEMBL622707,,Intermediate,,14425,,N,80682,1,"In vitro percent inhibition of A549, lung carcinoma.",F,9606.0
5959,Homo sapiens,BAO_0000219,,,1,,CHEMBL622708,,Intermediate,,14425,,N,80682,1,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",F,9606.0
5960,Homo sapiens,BAO_0000219,,,1,,CHEMBL622709,,Intermediate,,5280,,N,80682,1,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,F,9606.0
