assays_assay_id,assays_variant_id,assays_assay_tissue,assays_src_assay_id,assays_src_id,assays_relationship_type,assays_tid,assays_tissue_id,assays_description,assays_confidence_score,assays_chembl_id,assays_assay_organism,assays_assay_subcellular_fraction,assays_assay_type,assays_assay_tax_id,assays_assay_test_type,assays_assay_cell_type,assays_curated_by,assays_cell_id,assays_bao_format
153,,,,1,U,22226,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,0,CHEMBL615678,Homo sapiens,,F,9606.0,,CCRF-CEM,Autocuration,635.0,BAO_0000219
154,,,,1,U,22226,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,0,CHEMBL615679,Homo sapiens,,F,9606.0,,CCRF-CEM,Autocuration,635.0,BAO_0000219
155,,,,1,U,22226,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,0,CHEMBL615680,Homo sapiens,,F,9606.0,,,Autocuration,,BAO_0000019
156,,,,1,U,22226,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,0,CHEMBL615681,Homo sapiens,,F,9606.0,,,Autocuration,,BAO_0000019
157,,,,1,H,104290,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,6,CHEMBL857972,,,B,,,,Autocuration,,BAO_0000249
158,,,,1,N,50264,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,1,CHEMBL857899,Streptococcus pyogenes,,F,1314.0,,,Intermediate,,BAO_0000218
159,,,,1,N,50527,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),1,CHEMBL615371,Human herpesvirus 3,,F,10335.0,,,Intermediate,,BAO_0000218
160,,,,1,N,50527,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,1,CHEMBL615372,vericilla zoster virus,,F,10335.0,,HEL,Expert,468.0,BAO_0000218
161,,,,1,N,50527,,Antiviral activity against 07/1 strain of VZV; ND: No data,1,CHEMBL615373,vericilla zoster virus,,F,10335.0,,,Intermediate,,BAO_0000218
162,,,,1,N,50527,,Antiviral activity against 07/1 strain of VZV; ND=No data,1,CHEMBL615374,vericilla zoster virus,,F,10335.0,,,Intermediate,,BAO_0000218
163,,,,1,N,50145,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",1,CHEMBL615375,escherichia cloac,,F,561.0,,,Intermediate,,BAO_0000218
164,,,,1,U,22226,,Ratio of Ki at A2 to Ki at A1 receptors,0,CHEMBL615376,,,B,,,,Autocuration,,BAO_0000019
165,,,,1,H,11143,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",8,CHEMBL615377,Candida albicans,,B,5476.0,,,Expert,,BAO_0000249
166,,,,1,H,18077,,"Inhibition of 1,3-beta-glucan synthase",8,CHEMBL615378,Candida glabrata CBS 138,,B,284593.0,,,Expert,,BAO_0000357
167,,,,1,N,80609,,Inhibition of growth of 1-87 human tumor cell line,1,CHEMBL615379,Homo sapiens,,F,9606.0,,1-87 tumor cell line,Intermediate,832.0,BAO_0000219
168,,,,1,D,12166,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,9,CHEMBL615380,Rattus norvegicus,,B,10116.0,,,Expert,,BAO_0000219
169,,,,1,D,100171,,Inhibitory activity against soybean 1-lipoxygenase (SLO),9,CHEMBL615381,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
170,,,,1,D,100171,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,9,CHEMBL615382,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
171,,,,1,D,100171,,% inhibition against soybean 1-lipoxygenase (SLO),9,CHEMBL615383,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
172,,,,1,D,100171,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,9,CHEMBL615384,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
173,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,9,CHEMBL615385,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
174,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,9,CHEMBL615386,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
175,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,9,CHEMBL615387,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
176,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,9,CHEMBL615388,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
177,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,9,CHEMBL615214,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
178,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,9,CHEMBL827087,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
179,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,9,CHEMBL615215,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
180,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,9,CHEMBL615216,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
181,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,9,CHEMBL615217,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
182,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,9,CHEMBL615218,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
183,,,,1,D,100171,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,9,CHEMBL615219,Glycine max,,B,3847.0,,,Autocuration,,BAO_0000357
184,,,,1,U,22226,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,0,CHEMBL615220,Mus musculus,,B,10090.0,,,Autocuration,,BAO_0000019
185,,,,1,N,80049,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),1,CHEMBL615221,Mus musculus,,F,10090.0,,C3H 10T1/2,Intermediate,294.0,BAO_0000219
186,,,,1,U,22226,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,0,CHEMBL615222,,,F,,,,Intermediate,,BAO_0000019
187,,,,1,H,11489,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),8,CHEMBL615223,,,B,,,,Autocuration,,BAO_0000357
188,,,,1,H,11862,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),8,CHEMBL615224,,,B,,,,Autocuration,,BAO_0000357
189,,,,1,H,11862,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,8,CHEMBL615225,,,B,,,,Autocuration,,BAO_0000357
190,,,,1,H,11489,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,8,CHEMBL615226,,,B,,,,Autocuration,,BAO_0000357
191,,,,1,H,11862,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,8,CHEMBL615227,,,B,,,,Autocuration,,BAO_0000357
192,,,,1,D,12347,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,9,CHEMBL615228,Bos taurus,,F,9913.0,,,Expert,,BAO_0000019
193,,,,1,D,100120,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,9,CHEMBL615229,Rattus norvegicus,,B,10116.0,,,Expert,,BAO_0000357
194,,Adrenal gland,,1,D,100120,2369.0,Inhibition of 11 beta-hydroxylase from rat adrenal gland,9,CHEMBL615230,Rattus norvegicus,,B,10116.0,,,Expert,,BAO_0000357
195,,,,1,D,100120,,Inhibition of rat adrenal 11-beta-hydroxylase,9,CHEMBL615231,Rattus norvegicus,,B,10116.0,,,Expert,,BAO_0000357
196,,,,1,D,100120,,Inhibition of rat adrenal 11-beta-hydroxylase,9,CHEMBL884520,Rattus norvegicus,,B,10116.0,,,Expert,,BAO_0000357
197,,,,1,D,100120,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,9,CHEMBL615232,Rattus norvegicus,,B,10116.0,,,Expert,,BAO_0000357
198,,,,1,H,10328,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,8,CHEMBL615233,,,B,,,,Autocuration,,BAO_0000019
199,,,,1,H,11490,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,8,CHEMBL827088,,,B,,,,Autocuration,,BAO_0000357
200,,,,1,H,11490,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,8,CHEMBL615234,,,B,,,,Autocuration,,BAO_0000357
201,,,,1,H,11134,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,8,CHEMBL615235,,,F,,,,Autocuration,,BAO_0000019
202,,,,1,H,12052,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,8,CHEMBL615236,,,B,,,,Autocuration,,BAO_0000019
203,,,,1,H,11134,,Compound was tested in vitro for inhibition of 12-LO human platelet,8,CHEMBL615237,,,B,,,,Autocuration,,BAO_0000019
204,,,,1,H,11134,,Inhibitory concentration against human platelet 12-lipoxygenase,8,CHEMBL615238,,,F,,,,Autocuration,,BAO_0000019
205,,,,1,H,11134,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,8,CHEMBL615239,,,B,,,,Autocuration,,BAO_0000019
206,,,,1,D,11134,,Inhibitory concentration against human platelet 12-lipoxygenase,9,CHEMBL615240,Homo sapiens,,F,9606.0,,,Autocuration,,BAO_0000019
207,,,,1,H,11835,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,8,CHEMBL615241,,,B,,,,Expert,,BAO_0000019
208,,,,1,H,11601,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,8,CHEMBL615242,,,B,,,,Expert,,BAO_0000357
209,,,,1,H,11134,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),8,CHEMBL615243,,,B,,,,Autocuration,,BAO_0000019
210,,,,1,H,11134,,Inhibitory activity against human platelet 12-lipoxygenase,8,CHEMBL615244,,,B,,,,Autocuration,,BAO_0000019
211,,,,1,H,11134,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,8,CHEMBL615245,,,B,,,,Autocuration,,BAO_0000019
212,,,,1,H,11134,,% inhibition against human platelet 12-lipoxygenase (12-HLO),8,CHEMBL615246,,,B,,,,Autocuration,,BAO_0000019
213,,,,1,H,11134,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,8,CHEMBL615247,,,B,,,,Autocuration,,BAO_0000019
214,,,,1,H,11134,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,8,CHEMBL615248,,,B,,,,Autocuration,,BAO_0000019
215,,,,1,H,11601,,Inhibitory activity towards porcine 12-lipoxygenase,8,CHEMBL615249,,,B,,,,Autocuration,,BAO_0000357
216,,,,1,H,11601,,Tested for inhibition against porcine 12-LO,8,CHEMBL615250,,,B,,,,Autocuration,,BAO_0000357
217,,,,1,H,12052,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,8,CHEMBL615251,,,B,,,,Autocuration,,BAO_0000019
218,,,,1,H,12052,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,8,CHEMBL615252,,,B,,,,Autocuration,,BAO_0000019
219,,,,1,H,12052,,In vitro inhibition of rat platelet 12-lipoxygenase,8,CHEMBL828340,,,B,,,,Expert,,BAO_0000019
220,,,,1,H,12052,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,8,CHEMBL615253,,,B,,,,Autocuration,,BAO_0000019
221,,,,1,H,12052,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,8,CHEMBL615254,,,B,,,,Autocuration,,BAO_0000019
222,,,,1,H,12052,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,8,CHEMBL615255,,,B,,,,Autocuration,,BAO_0000019
223,,,,1,H,12052,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,8,CHEMBL615256,,,B,,,,Autocuration,,BAO_0000019
224,,,,1,H,12052,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,8,CHEMBL615257,,,B,,,,Autocuration,,BAO_0000019
225,,,,1,H,12052,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,8,CHEMBL615258,,,B,,,,Autocuration,,BAO_0000019
226,,,,1,N,80007,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,1,CHEMBL615259,Homo sapiens,,F,9606.0,,41M,Intermediate,621.0,BAO_0000219
227,,,,1,N,80007,,In vitro antitumor activity against 41M cell line.,1,CHEMBL615260,Homo sapiens,,F,9606.0,,41M,Expert,621.0,BAO_0000219
228,,,,1,N,80007,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,1,CHEMBL615261,Homo sapiens,,F,9606.0,,41M,Intermediate,621.0,BAO_0000219
229,,,,1,N,80007,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,1,CHEMBL615262,Homo sapiens,,F,9606.0,,41M,Intermediate,621.0,BAO_0000219
230,,,,1,N,80007,,In vitro antitumor activity against 41McisR cell line.,1,CHEMBL615263,Homo sapiens,,F,9606.0,,41M,Expert,621.0,BAO_0000219
231,,,,1,N,80007,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,1,CHEMBL838393,Homo sapiens,,F,9606.0,,41M,Expert,621.0,BAO_0000219
232,,,,1,N,80007,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,1,CHEMBL615264,Homo sapiens,,F,9606.0,,41M,Intermediate,621.0,BAO_0000219
233,,,,1,D,84,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),9,CHEMBL615265,Homo sapiens,,B,9606.0,,,Expert,,BAO_0000357
234,,,,1,D,68,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),9,CHEMBL615266,Homo sapiens,,B,9606.0,,,Expert,,BAO_0000357
235,,,,1,H,68,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),8,CHEMBL615267,,,B,,,,Expert,,BAO_0000357
236,,,,1,H,10201,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,8,CHEMBL615268,,,B,,,,Expert,,BAO_0000357
237,,,,1,H,10201,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,8,CHEMBL615269,,,B,,,,Expert,,BAO_0000357
238,,,,1,H,10201,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,8,CHEMBL615270,,,B,,,,Expert,,BAO_0000357
239,,,,1,H,12220,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",8,CHEMBL615271,,,B,,,,Autocuration,,BAO_0000357
240,,,,1,H,11303,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",8,CHEMBL615272,Escherichia coli,,B,562.0,,,Autocuration,,BAO_0000357
241,,,,1,H,11303,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",8,CHEMBL615103,Escherichia coli,,B,562.0,,,Autocuration,,BAO_0000357
242,,,,1,H,11303,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",8,CHEMBL615104,Escherichia coli,,B,562.0,,,Autocuration,,BAO_0000357
243,,,,1,H,12220,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",8,CHEMBL615105,,,B,,,,Autocuration,,BAO_0000357
244,,,,1,H,12220,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",8,CHEMBL872866,,,B,,,,Autocuration,,BAO_0000357
245,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",8,CHEMBL615106,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000357
246,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",8,CHEMBL615107,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000019
247,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",8,CHEMBL615108,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000357
248,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",8,CHEMBL615109,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000357
249,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",8,CHEMBL615110,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000357
250,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",8,CHEMBL840105,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000019
251,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",8,CHEMBL615111,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000019
252,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",8,CHEMBL615112,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000019
253,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",8,CHEMBL615113,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000019
254,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",8,CHEMBL615114,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000019
255,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",8,CHEMBL615115,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000357
256,,,,1,H,11303,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",8,CHEMBL615116,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000019
257,,,,1,H,11303,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",8,CHEMBL615698,,,B,,,,Autocuration,,BAO_0000357
258,,,,1,U,22226,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",0,CHEMBL615699,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000019
259,,,,1,U,22226,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",0,CHEMBL615700,Sus scrofa,,B,9823.0,,,Autocuration,,BAO_0000019
260,,,,1,H,100249,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,8,CHEMBL615701,Saccharomyces cerevisiae,,B,4932.0,,,Expert,,BAO_0000357
261,,,,1,U,22226,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,0,CHEMBL615702,Rattus norvegicus,,B,10116.0,,,Autocuration,,BAO_0000019
262,,,,1,U,22226,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,0,CHEMBL615703,Rattus norvegicus,,B,10116.0,,,Autocuration,,BAO_0000019
263,,,,1,U,22226,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",0,CHEMBL615704,Rattus norvegicus,,B,10116.0,,,Autocuration,,BAO_0000019
264,,,,1,H,104698,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",6,CHEMBL615705,,,F,,,,Autocuration,,BAO_0000019
265,,,,1,H,104698,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",6,CHEMBL615706,,,F,,,,Autocuration,,BAO_0000019
266,,Ileum,,1,D,20033,2116.0,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,9,CHEMBL615707,Cavia porcellus,,F,10141.0,,,Intermediate,,BAO_0000221
267,,,,1,H,10623,,Stimulatory activity of intragastric pressure was tested in the rat,8,CHEMBL615708,,,F,,,,Expert,,BAO_0000019
268,,,,1,H,121,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,8,CHEMBL615709,,,B,,,,Autocuration,,BAO_0000357
269,,,,1,U,22226,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),0,CHEMBL615710,Rattus norvegicus,,F,10116.0,,,Autocuration,,BAO_0000218
270,,,,1,H,12688,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,8,CHEMBL615711,,,F,,,,Autocuration,,BAO_0000019
271,,,,1,D,121,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,9,CHEMBL615712,Homo sapiens,,B,9606.0,,,Expert,,BAO_0000357
272,,,,1,D,121,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,9,CHEMBL836325,Homo sapiens,,B,9606.0,,,Expert,,BAO_0000357
273,,,,1,H,12198,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,8,CHEMBL615713,,,F,,,,Autocuration,,BAO_0000019
274,,,,1,H,12198,,Inhibition constant of high-affinity 5-HT uptake,8,CHEMBL615714,,,B,,,,Autocuration,,BAO_0000357
275,,,,1,H,12198,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,8,CHEMBL615715,,,F,,,,Autocuration,,BAO_0000019
276,,,,1,H,12198,,Maximum rate was determined for high affinity transport of 5-HT,8,CHEMBL615716,,,F,,,,Autocuration,,BAO_0000019
277,,,,1,H,104714,,Compound was tested for agonistic activity against 5-HT uptake,4,CHEMBL615717,,,F,,,,Autocuration,,BAO_0000019
278,,,,1,H,10577,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,8,CHEMBL881818,,,B,,,,Expert,,BAO_0000019
279,,,,1,H,105,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,8,CHEMBL884540,Bos taurus,,B,9913.0,,,Expert,,BAO_0000357
280,,,,1,D,104744,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,5,CHEMBL615718,Rattus norvegicus,,B,10116.0,,,Autocuration,,BAO_0000224
281,,,,1,H,104744,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,4,CHEMBL615719,,,B,,,,Autocuration,,BAO_0000224
282,,,,1,H,104744,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,4,CHEMBL615720,,Membranes,B,,,,Autocuration,,BAO_0000249
283,,,,1,H,104744,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,4,CHEMBL615721,,Membranes,B,,,,Autocuration,,BAO_0000249
284,,,,1,H,104744,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,4,CHEMBL615722,,,B,,,,Autocuration,,BAO_0000019
285,,,,1,H,51,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,8,CHEMBL615723,,,F,,,,Autocuration,,BAO_0000019
286,,Hippocampus,,1,H,51,10000000.0,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,8,CHEMBL615724,,,B,,,,Autocuration,,BAO_0000221
287,,Hippocampus,,1,H,51,10000000.0,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,8,CHEMBL615725,,,B,,,,Autocuration,,BAO_0000221
288,,Hippocampus,,1,H,51,10000000.0,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,8,CHEMBL615726,,,B,,,,Autocuration,,BAO_0000221
289,,,,1,H,10576,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),8,CHEMBL615727,,,F,,In vivo,,Autocuration,,BAO_0000218
290,,,,1,D,105570,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,9,CHEMBL615728,Cavia porcellus,,F,10141.0,,,Intermediate,,BAO_0000019
291,,,,1,H,279,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,8,CHEMBL857971,,,B,,,CHO,Autocuration,449.0,BAO_0000219
292,,,,1,H,107,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,8,CHEMBL615729,,,B,,,,Autocuration,,BAO_0000357
293,,,,1,D,12687,,Efficacy against 5-hydroxytryptamine 2A receptor,9,CHEMBL615730,Rattus norvegicus,,F,10116.0,,,Expert,,BAO_0000019
294,,,,1,H,12687,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,8,CHEMBL615731,,,F,,,,Expert,,BAO_0000019
295,,,,1,H,12687,,Relative potency towards 5-HT2A receptor of rat tail artery,8,CHEMBL615732,,,F,,,,Expert,,BAO_0000019
