miller2_FiscalYear,miller2_SectionID,miller2_BranchName,miller2_DisabilityIssues(marker),miller2_OrganisationSub-class,miller2_CountryRegionName,miller2_ProjectBrowserCountryID,miller2_SectorPercent,miller2_AmountSpent,miller2_EnviromentalSustainability(marker),miller2_Biodiversity(marker),miller2_FundCentreID,miller2_FSTCPercent,miller2_SectorName,miller2_SectionName,miller2_ChildrenIssues(marker),miller2_CIDABusinessDeliveryModel(old),miller2_BranchID,miller2_TradeDevelopment(marker),miller2_CountryRegionID,miller2_ProgrammingProcess(new),miller2_ProjectNumber,miller2_GenderEquality(marker),miller2_OrganisationID,miller2_IndigenousIssues(marker),miller2_Desertification(marker),miller2_ParticipatoryDevelopmentAndGoodGovernance,miller2_UrbanIssues(marker),miller2_YouthIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_KnowledgeForDevelopment(marker),miller2_OrganisationName,miller2_OrganisationType,miller2_OrganisationClass,miller2_ContinentID,miller2_ContinentName,miller2_CountryRegionPercent,miller2_SectorID
2009/2010,S6213,KFM Partnership for Develop. Innovation,0,UNIVERSITY,India,IN,0.3,6000.0,1,0,6108,1.0,Plant and post-harvest protection and pest control,Education,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S064994001,0,1000861,0,0,0,0,0,0,0,University of Guelph Revenue Control,Canadian Non-Profit Making,Civil Society,3,Asia,1.0,31192
2009/2010,S6213,KFM Partnership for Develop. Innovation,0,UNIVERSITY,India,IN,0.3,6000.0,1,0,6108,1.0,Agro-industries,Education,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S064994001,0,1000861,0,0,0,0,0,0,0,University of Guelph Revenue Control,Canadian Non-Profit Making,Civil Society,3,Asia,1.0,32161
2009/2010,S6213,KFM Partnership for Develop. Innovation,0,UNIVERSITY,Nicaragua,NI,0.6,22722.12,1,0,6108,1.0,Higher education,Education,0,Responsive,B6100,0,NI,Uncoded: Pre-APP,S064995001,1,1000781,0,0,1,0,0,0,2,University of Calgary Financial Services,Canadian Non-Profit Making,Civil Society,1,America,0.9,11420
2009/2010,S6213,KFM Partnership for Develop. Innovation,0,UNIVERSITY,Nicaragua,NI,0.2,7574.04,1,0,6108,1.0,Basic drinking water supply,Education,0,Responsive,B6100,0,NI,Uncoded: Pre-APP,S064995001,1,1000781,0,0,1,0,0,0,2,University of Calgary Financial Services,Canadian Non-Profit Making,Civil Society,1,America,0.9,14031
2009/2010,S6213,KFM Partnership for Develop. Innovation,0,UNIVERSITY,Nicaragua,NI,0.2,7574.04,1,0,6108,1.0,Basic sanitation,Education,0,Responsive,B6100,0,NI,Uncoded: Pre-APP,S064995001,1,1000781,0,0,1,0,0,0,2,University of Calgary Financial Services,Canadian Non-Profit Making,Civil Society,1,America,0.9,14032
2009/2010,S6213,KFM Partnership for Develop. Innovation,0,UNIVERSITY,Americas MC,X2,0.6,2524.68,1,0,6108,1.0,Higher education,Education,0,Responsive,B6100,0,X2,Uncoded: Pre-APP,S064995001,1,1000781,0,0,1,0,0,0,2,University of Calgary Financial Services,Canadian Non-Profit Making,Civil Society,1,America,0.1,11420
2009/2010,S6213,KFM Partnership for Develop. Innovation,0,UNIVERSITY,Americas MC,X2,0.2,841.56,1,0,6108,1.0,Basic drinking water supply,Education,0,Responsive,B6100,0,X2,Uncoded: Pre-APP,S064995001,1,1000781,0,0,1,0,0,0,2,University of Calgary Financial Services,Canadian Non-Profit Making,Civil Society,1,America,0.1,14031
2009/2010,S6213,KFM Partnership for Develop. Innovation,0,UNIVERSITY,Americas MC,X2,0.2,841.56,1,0,6108,1.0,Basic sanitation,Education,0,Responsive,B6100,0,X2,Uncoded: Pre-APP,S064995001,1,1000781,0,0,1,0,0,0,2,University of Calgary Financial Services,Canadian Non-Profit Making,Civil Society,1,America,0.1,14032
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,UNIVERSITY,Canada,CA,1.0,6000.0,0,0,2240,0.0,Promotion of development awareness,Education and Knowledge,0,Responsive,B6100,0,CA,Uncoded: Pre-APP,S065044001,0,1001927,0,0,0,0,0,0,0,Concordia University Financial Services,Canadian Non-Profit Making,Civil Society,1,America,1.0,99820
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,CONSULTANT,Canada,CA,1.0,1492.0,0,0,2239,0.0,Promotion of development awareness,Education and Knowledge,0,Directive,B6100,0,CA,Uncoded: Pre-APP,S065051001,0,Information not available,0,0,0,0,0,0,0,Information not available,Canadian Profit Making,Individual,1,America,1.0,99820
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,CONSULTANT,Canada,CA,1.0,1920.0,0,0,2239,0.0,Promotion of development awareness,Education and Knowledge,0,Directive,B6100,0,CA,Uncoded: Pre-APP,S065051001,0,Information not available,0,0,0,0,0,0,0,Information not available,Canadian Profit Making,Individual,1,America,1.0,99820
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,CONSULTANT,Canada,CA,1.0,5200.0,0,0,2239,0.0,Promotion of development awareness,Education and Knowledge,0,Directive,B6100,0,CA,Uncoded: Pre-APP,S065051001,0,Information not available,0,0,0,0,0,0,0,Information not available,Canadian Profit Making,Individual,1,America,1.0,99820
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,UMBRELLA ORGANIZATION,Canada,CA,1.0,19048.0,0,0,6132,0.0,Promotion of development awareness,Education and Knowledge,0,Directive,B6100,0,CA,Uncoded: Pre-APP,S065061001,0,1003461,0,0,0,0,1,0,0,Saskatchewan Council for International Cooperation,Canadian Non-Profit Making,Civil Society,1,America,1.0,99820
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,UMBRELLA ORGANIZATION,Canada,CA,1.0,19048.0,0,0,6132,0.0,Promotion of development awareness,Education and Knowledge,0,Directive,B6100,0,CA,Uncoded: Pre-APP,S065061001,0,1004588,0,0,0,0,1,0,0,Ontario Council for International Cooperation,Canadian Non-Profit Making,Civil Society,1,America,1.0,99820
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,UMBRELLA ORGANIZATION,Canada,CA,1.0,19048.0,0,0,6132,0.0,Promotion of development awareness,Education and Knowledge,0,Directive,B6100,0,CA,Uncoded: Pre-APP,S065061001,0,1004597,0,0,0,0,1,0,0,Manitoba Council for International Cooperation,Canadian Non-Profit Making,Civil Society,1,America,1.0,99820
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,NGO,Canada,CA,1.0,17700.0,0,0,6132,0.0,Promotion of development awareness,Education and Knowledge,0,Directive,B6100,0,CA,Uncoded: Pre-APP,S065061001,0,1006047,0,0,0,0,1,0,0,Atlantic Council for International Cooperation,Canadian Non-Profit Making,Civil Society,1,America,1.0,99820
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,NGO,Canada,CA,1.0,19048.0,0,0,6132,0.0,Promotion of development awareness,Education and Knowledge,0,Directive,B6100,0,CA,Uncoded: Pre-APP,S065061001,0,1006189,0,0,0,0,1,0,0,British Columbia Council for International Cooperation,Canadian Non-Profit Making,Civil Society,1,America,1.0,99820
2009/2010,S6222,KFM Partnership for Develop. Innovation,0,UMBRELLA ORGANIZATION,Canada,CA,1.0,19048.0,0,0,6132,0.0,Promotion of development awareness,Education and Knowledge,0,Directive,B6100,0,CA,Uncoded: Pre-APP,S065061001,0,1006301,0,0,0,0,1,0,0,Alberta Council for Global Cooperation,Canadian Non-Profit Making,Civil Society,1,America,1.0,99820
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,COOPERATIVE,Ukraine,UA,0.5,253301.5,0,0,3118,1.0,Informal/semi-formal financial intermediaries,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020371001,1,1000705,0,0,1,0,0,0,0,Canadian Co-operative Association,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,24040
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Ukraine,UA,0.5,15120.56,0,0,3118,1.0,Informal/semi-formal financial intermediaries,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020371001,1,1000932,0,0,1,0,0,0,0,Project Services International Inc.,Canadian Profit Making,Civil Society,5,Europe,1.0,24040
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,COOPERATIVE,Ukraine,UA,0.25,126650.75,0,0,3118,1.0,Education/training in banking and financial services,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020371001,1,1000705,0,0,1,0,0,0,0,Canadian Co-operative Association,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,24081
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Ukraine,UA,0.25,7560.28,0,0,3118,1.0,Education/training in banking and financial services,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020371001,1,1000932,0,0,1,0,0,0,0,Project Services International Inc.,Canadian Profit Making,Civil Society,5,Europe,1.0,24081
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,COOPERATIVE,Ukraine,UA,0.25,126650.75,0,0,3118,1.0,Agricultural financial services,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020371001,1,1000705,0,0,1,0,0,0,0,Canadian Co-operative Association,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,31193
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Ukraine,UA,0.25,7560.28,0,0,3118,1.0,Agricultural financial services,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020371001,1,1000932,0,0,1,0,0,0,0,Project Services International Inc.,Canadian Profit Making,Civil Society,5,Europe,1.0,31193
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,ASSOCIATIONS,Ukraine,UA,0.1,27744.7,0,0,3118,1.0,Agricultural policy and administrative management,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020482001,1,1001503,0,0,1,0,0,0,0,Saskatchewan Trade & Export Partnership,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,31110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,ASSOCIATIONS,Ukraine,UA,0.4,110978.8,0,0,3118,1.0,Agrarian reform,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020482001,1,1001503,0,0,1,0,0,0,0,Saskatchewan Trade & Export Partnership,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,31164
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,ASSOCIATIONS,Ukraine,UA,0.5,138723.5,0,0,3118,1.0,Agricultural extension,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020482001,1,1001503,0,0,1,0,0,0,0,Saskatchewan Trade & Export Partnership,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,31166
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,FEDERAL,Russian Fed.,RU,1.0,1496726.2,0,0,3117,1.0,Public sector policy and administrative management,Ukraine,0,Directive,B3100,0,RU,Uncoded: Pre-APP,Z020531001,0,10520,0,0,1,0,0,0,0,Canada School of Public Service Ecole de la Fonction Publique,Canadian Non-Profit Making,Governmental,5,Europe,1.0,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,UNIVERSITY,Ukraine,UA,1.0,170166.05,0,0,3118,1.0,Business support services and institutions,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020532001,0,1000170,0,0,1,0,0,0,0,McGill University The Royal Institution for,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,25010
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,UNIVERSITY,Ukraine,UA,0.25,66293.915,0,0,3118,1.0,Public sector policy and administrative management,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020586001,0,1001249,0,0,1,0,0,0,0,Queen's University,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,UNIVERSITY,Ukraine,UA,0.75,198881.745,0,0,3118,1.0,Human rights,Ukraine,0,Responsive,B3100,0,UA,Uncoded: Pre-APP,Z020586001,0,1001249,0,0,1,0,0,0,0,Queen's University,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,ASSOCIATIONS,Russian Fed.,RU,0.2,22501.09,0,0,3117,1.0,Legal and judicial development,Ukraine,1,Directive,B3100,0,RU,Uncoded: Pre-APP,Z020593001,2,1001244,0,0,0,0,1,0,0,Universities Canada,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,15130
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,ASSOCIATIONS,Russian Fed.,RU,0.4,45002.18,0,0,3117,1.0,Democratic participation and civil society,Ukraine,1,Directive,B3100,0,RU,Uncoded: Pre-APP,Z020593001,2,1001244,0,0,0,0,1,0,0,Universities Canada,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,ASSOCIATIONS,Russian Fed.,RU,0.4,45002.18,0,0,3117,1.0,Human rights,Ukraine,1,Directive,B3100,0,RU,Uncoded: Pre-APP,Z020593001,2,1001244,0,0,0,0,1,0,0,Universities Canada,Canadian Non-Profit Making,Civil Society,5,Europe,1.0,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,South-Central Asia,UZ,0.33,166.023,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,150,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.06,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,South-Central Asia,UZ,0.34,171.054,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,150,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.06,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,South-Central Asia,UZ,0.33,166.023,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,150,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.06,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,South-Central Asia,KG,0.33,249.0345,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,150,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.09,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,South-Central Asia,KG,0.34,256.58099999999996,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,150,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.09,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,South-Central Asia,KG,0.33,249.0345,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,150,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.09,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,South-Central Asia,TJ,0.33,359.7165,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,150,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.13,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,South-Central Asia,TJ,0.34,370.61699999999996,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,150,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.13,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,South-Central Asia,TJ,0.33,359.7165,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,150,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.13,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Southern Europe,ME,0.33,83.0115,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,210,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.03,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Southern Europe,ME,0.34,85.527,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,210,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.03,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Southern Europe,ME,0.33,83.0115,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,210,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.03,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Southern Europe,RS,0.33,138.3525,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,210,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.05,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Southern Europe,RS,0.34,142.545,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,210,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.05,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Southern Europe,RS,0.33,138.3525,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,210,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.05,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Southern Europe,BA,0.33,166.023,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,210,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.06,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Southern Europe,BA,0.34,171.054,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,210,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.06,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Southern Europe,BA,0.33,166.023,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,210,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.06,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Eastern Europe,UA,0.33,304.3755,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,240,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.11,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Eastern Europe,UA,0.34,313.599,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,240,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.11,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Eastern Europe,UA,0.33,304.3755,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,240,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,5,Europe,0.11,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Caucasus Region,AM,0.33,332.046,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,930,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.12,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Caucasus Region,AM,0.34,342.108,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,930,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.12,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Caucasus Region,AM,0.33,332.046,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,930,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.12,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Caucasus Region,AZ,0.33,332.046,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,930,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.12,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Caucasus Region,AZ,0.34,342.108,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,930,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.12,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Caucasus Region,AZ,0.33,332.046,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,930,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.12,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Caucasus Region,GE,0.33,636.4215,0,0,3201,1.0,Public sector policy and administrative management,Ukraine,1,Responsive,B3100,0,930,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.23,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Caucasus Region,GE,0.34,655.707,0,0,3201,1.0,Democratic participation and civil society,Ukraine,1,Responsive,B3100,0,930,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.23,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,CONSULTING SERVICES,Caucasus Region,GE,0.33,636.4215,0,0,3201,1.0,Human rights,Ukraine,1,Responsive,B3100,0,930,Uncoded: Pre-APP,Z020601001,2,1000970,0,0,1,0,0,0,0,Goss Gilroy Inc.,Canadian Profit Making,Civil Society,3,Asia,0.23,15160
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,VOLUNTEER SENDING AGENCY,Armenia,AM,0.1,29529.4559,0,0,3106,1.0,Public sector policy and administrative management,Ukraine,0,Responsive,B3100,0,AM,Uncoded: Pre-APP,Z020604001,2,1000361,0,0,1,0,0,0,0,Canadian Executive Service Organization,Canadian Non-Profit Making,Civil Society,3,Asia,0.203,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,VOLUNTEER SENDING AGENCY,Armenia,AM,0.2,59058.9118,0,0,3106,1.0,Democratic participation and civil society,Ukraine,0,Responsive,B3100,0,AM,Uncoded: Pre-APP,Z020604001,2,1000361,0,0,1,0,0,0,0,Canadian Executive Service Organization,Canadian Non-Profit Making,Civil Society,3,Asia,0.203,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,VOLUNTEER SENDING AGENCY,Armenia,AM,0.7,206706.1913,0,0,3106,1.0,Small and medium-sized enterprises (SME) development,Ukraine,0,Responsive,B3100,0,AM,Uncoded: Pre-APP,Z020604001,2,1000361,0,0,1,0,0,0,0,Canadian Executive Service Organization,Canadian Non-Profit Making,Civil Society,3,Asia,0.203,32130
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,VOLUNTEER SENDING AGENCY,Azerbaijan,AZ,0.1,1600.1183,0,0,3106,1.0,Public sector policy and administrative management,Ukraine,0,Responsive,B3100,0,AZ,Uncoded: Pre-APP,Z020604001,2,1000361,0,0,1,0,0,0,0,Canadian Executive Service Organization,Canadian Non-Profit Making,Civil Society,3,Asia,0.011000000000000001,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,VOLUNTEER SENDING AGENCY,Azerbaijan,AZ,0.2,3200.2366,0,0,3106,1.0,Democratic participation and civil society,Ukraine,0,Responsive,B3100,0,AZ,Uncoded: Pre-APP,Z020604001,2,1000361,0,0,1,0,0,0,0,Canadian Executive Service Organization,Canadian Non-Profit Making,Civil Society,3,Asia,0.011000000000000001,15150
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,VOLUNTEER SENDING AGENCY,Azerbaijan,AZ,0.7,11200.8281,0,0,3106,1.0,Small and medium-sized enterprises (SME) development,Ukraine,0,Responsive,B3100,0,AZ,Uncoded: Pre-APP,Z020604001,2,1000361,0,0,1,0,0,0,0,Canadian Executive Service Organization,Canadian Non-Profit Making,Civil Society,3,Asia,0.011000000000000001,32130
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,VOLUNTEER SENDING AGENCY,Georgia,GE,0.1,22256.1909,0,0,3106,1.0,Public sector policy and administrative management,Ukraine,0,Responsive,B3100,0,GE,Uncoded: Pre-APP,Z020604001,2,1000361,0,0,1,0,0,0,0,Canadian Executive Service Organization,Canadian Non-Profit Making,Civil Society,3,Asia,0.153,15110
2009/2010,S3116,"EGM Europe, Middle East and Maghreb",0,VOLUNTEER SENDING AGENCY,Georgia,GE,0.2,44512.3818,0,0,3106,1.0,Democratic participation and civil society,Ukraine,0,Responsive,B3100,0,GE,Uncoded: Pre-APP,Z020604001,2,1000361,0,0,1,0,0,0,0,Canadian Executive Service Organization,Canadian Non-Profit Making,Civil Society,3,Asia,0.153,15150
