assay_id,variant_id,src_id,assay_cell_type,bao_format,tissue_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
7196,,1,,BzOo000218,,16456,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7197,,1,,gAO0p00218,,4809,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
7198,,1,,BzO000o100,,4219,Calculated partition coefficient (clogP),P,,,,,
7199,,1,,BAOp000118,,3748,Half life in dog,A,,,Canis lupus familiaris,9615.0,
7200,,1,,BAO00902w8,,3132,Time taken for EC90 was determined when tested in dog,A,,,Canis lupus familiaris,9615.0,
7201,,1,,hwO0000218,,4219,Half life (iv) was determined,A,,,Canis lupus familiaris,9615.0,
7202,,1,,BAO0990218,627653.0,16907,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,A,,,Canis lupus familiaris,9615.0,
7203,,1,,BAO9p00218,,6057,Area under the curve was calculated in dog after iv administration,A,,,Canis lupus familiaris,9615.0,
7204,,1,,BAOp00021i,,6057,Area under the curve was calculated in dog after peroral administration,A,,,Canis lupus familiaris,9615.0,
7205,,1,,BAO00002w9,,17853,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,A,,,Canis lupus familiaris,9615.0,
7206,,1,,BAk00o0218,,3639,pKa was evaluated in dog,A,,,Canis lupus familiaris,9615.0,
7207,,1,,BAO0000128,,14541,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,A,,,Canis lupus familiaris,9615.0,
7208,,1,,BAp00002q8,,16456,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7209,,1,,BAO009p218,,16456,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7210,,1,,fqO0000218,,2652,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A,In vivo,,Canis lupus familiaris,9615.0,
7211,,1,,BzOo000218,,3624,Compound was evaluated for the half-life (t 1/2) in hours,A,,,Canis lupus familiaris,9615.0,
7212,,1,,fAO0000118,990433.0,1337,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,9615.0,
7213,,1,,BzO0p00218,1536169.0,1337,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,9615.0,
7214,,1,,vAO00002w8,,4709,Half life after intravenous administration of 1 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7215,,1,,BsO0p00218,,15660,Half life was measured in dog,A,,,Canis lupus familiaris,9615.0,
7216,,1,,gAO00p0218,,5302,Half life period in dog after 5 mg/kg dose,A,In vivo,,Canis lupus familiaris,9615.0,
7217,,1,,Bq00000218,,17791,Half life period was evaluated in dog; 4-4.8,A,,,Canis lupus familiaris,9615.0,
7218,,1,,BAO0p002q8,,6348,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,9615.0,
7219,,1,,gA90000218,,4257,Half-life was determined in dog after a3 mg/kg of iv dose,A,In vivo,,Canis lupus familiaris,9615.0,
7220,,1,,BAO0000q28,,3771,Half-life was determined,A,,,Canis lupus familiaris,9615.0,
7221,,1,,BAO0o00219,,6305,Half life in dogs,A,,,Canis lupus familiaris,9615.0,
7222,,1,,BAO000o228,4984778.0,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,A,In vivo,,Canis lupus familiaris,9615.0,
7223,,1,,BAOo000219,,17594,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
7224,,1,,nAO0000217,,3045,Compound was evaluated for the half life period after iv administration in Beagle dog.,A,In vivo,,Canis lupus familiaris,9615.0,
7225,,1,,BsO000021u,,3043,Compound was evaluated for the half life period after oral administration in conscious dog.,A,In vivo,,Canis lupus familiaris,9615.0,
7226,,1,,BwO0000118,,4839,Compound was tested for half life in dog,A,,,Canis lupus familiaris,9615.0,
7227,,1,,BAOo00o218,,4839,Compound was tested for its half life in dog,A,,,Canis lupus familiaris,9615.0,
7228,,1,,BAO000ow18,,5802,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7229,,1,,BA00000118,,17839,Half life of compound in dog was determined,A,,,Canis lupus familiaris,9615.0,
7230,,1,,BAO0o00118,,4219,Half life (iv) was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7231,,1,,BAO0p00118,6170237.0,13966,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),A,,,Canis lupus familiaris,9615.0,
7232,,1,,BAO0000q1i,745713.0,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,A,In vivo,,Canis lupus familiaris,9615.0,
7233,,1,,BxO0009218,891688.0,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,F,In vivo,,Canis lupus familiaris,9615.0,
7234,,1,,vAO000o218,,4453,Half life in dog,A,,,Canis lupus familiaris,9615.0,
7235,,1,,BAO000o21u,1945872.0,6535,Half life in dog plasma,A,,,Canis lupus familiaris,9615.0,
7236,,1,,BAO00po218,4208545.0,6535,Half life in dog plasma after administration of 0.25 mg/kg iv,A,In vivo,,Canis lupus familiaris,9615.0,
7237,,1,,Bzi0000218,5735724.0,6535,Half life in dog plasma after administration of 1 mg/kg iv,A,In vivo,,Canis lupus familiaris,9615.0,
7238,,1,,vAO9000218,519599.0,3132,Half life in dog plasma was determined at dose 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7239,,1,,BA80000228,,5374,Half life in dog was determined,A,,,Canis lupus familiaris,9615.0,
7240,,1,,BAO00o0217,,5007,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
7241,,1,,BAO009021o,2446637.0,16907,Half life upon exposure to human plasma,A,,,Canis lupus familiaris,9615.0,
7242,,1,,BzO00o0218,,6057,Half life was calculated in dog,A,,,Canis lupus familiaris,9615.0,
7243,,1,,BAO0o09218,,5006,Half life was determined,A,,,Canis lupus familiaris,9615.0,
7244,,1,,BA80000q18,,5473,Half life was determined,A,,,Canis lupus familiaris,9615.0,
7245,,1,,BAO000o21i,,4368,Half life by intravenous administration of 1.2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7246,,1,,BAO0000e19,,6448,Half life in dog,A,,,Canis lupus familiaris,9615.0,
7247,,1,,BAO00002q7,,4353,Half life in dog after intra venous administration of the compound,A,,,Canis lupus familiaris,9615.0,
7248,,1,,BAl0000228,,4353,Half life in dog after intra venous administration of the compound; ND means Not determined,A,,,Canis lupus familiaris,9615.0,
7249,,1,,gAO00o0218,,4353,Half life in dog after po administration of the compound,A,In vivo,,Canis lupus familiaris,9615.0,
7250,,1,,BsO000021u,,4353,Half life in dog after po administration of the compound; ND means Not determined,A,In vivo,,Canis lupus familiaris,9615.0,
7251,,1,,BAO0000q1u,,6265,Half life in dog at the single oral dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7252,,1,,BAOp00021i,,5006,Half life in dogs,A,,,Canis lupus familiaris,9615.0,
7253,,1,,BAO00p0118,,5356,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,A,In vivo,,Canis lupus familiaris,9615.0,
7254,,1,,BAO0o00228,,405,Half life in rat,A,,,Canis lupus familiaris,9615.0,
7255,,1,,gAO000o218,,6642,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,In vivo,,Canis lupus familiaris,9615.0,
7256,,1,,BA0000o218,1908969.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7257,,1,,BAO0900e18,2433108.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7258,,1,,BAOp00021u,95119.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7259,,1,,Bw90000218,2169520.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7260,,1,,BA9o000218,2715892.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7261,,1,,BAO09o0218,6677206.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7262,,1,,BAi000p218,621477.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,10090.0,
7263,,1,,BAO00p0217,7723495.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7264,,1,,BAO0p00228,886068.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7265,,1,,hAO000021i,598674.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7266,,1,,BA900002w8,5666797.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7267,,1,,BAp0000e18,1648964.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7268,,1,,BAOp00o218,5828999.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7269,,1,,BAO0pp0218,4699266.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,10090.0,
7270,,1,,BxO00o0218,2576272.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7271,,1,,BzO0900218,2867608.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7272,,1,,BAO000p118,1736038.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7273,,1,,BA800002w8,1684078.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7274,,1,,Bsi0000218,1000754.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7275,,1,,BwO0o00218,1846471.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7276,,1,,BzO0900218,1073482.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,In vivo,,Mus musculus,10090.0,
7277,,1,,BAO0900318,264430.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7278,,1,,BAO09002q8,2039148.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7279,,1,,BsO000021o,898307.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7280,,1,,BAO90p0218,2050306.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7281,,1,,BqO0900218,313829.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7282,,1,,BAO000o2q8,5139794.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7283,,1,,fAO0000217,1823965.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,10090.0,
7284,,1,,BAO000oq18,6196055.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7285,,1,,fAO0o00218,3168700.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7286,,1,,BA000002w8,825813.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7287,,1,,BAO000o21o,617899.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7288,,1,,BAOp00p218,6614057.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7289,,1,,BzOp000218,610384.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7290,,1,A27u0,BAi0090219,,5895,In vitro cytotoxicity against A2780 (human ovarian cancer),F,,,Homo sapiens,9606.0,
7291,,1,A278p,BAO00p0229,,6338,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,F,,,Homo sapiens,9606.0,
7292,,1,A2680,BAOp0002w9,,15163,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,F,,,Homo sapiens,9606.0,
7293,,1,q2780,BAOo000319,,15163,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,F,,,Homo sapiens,9606.0,
7294,,1,A2y80,BAi0000e19,,15000,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,F,,,Homo sapiens,9606.0,
7295,,1,A27o0,BzOo000219,,15000,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,F,,,Homo sapiens,9606.0,
7296,,1,A278o,gAO0000319,,14729,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,F,,,Homo sapiens,9606.0,
7297,,1,A2u80,BAO0o00210,,17270,In vitro cytotoxicity against A2780 cell line,F,,,Homo sapiens,9606.0,
7298,,1,w2780,BAO00o9219,,5685,In vitro growth inhibitory activity against A2780 human ovarium carcinoma cell line was determined,F,,,Homo sapiens,9606.0,
7299,,1,A2880,BAO000011o,,3563,In vitro inhibitory activity against human ovarian cancer A2780 cell line,F,,,Homo sapiens,9606.0,
7300,,1,A278p,nAO000p218,,17753,In vivo cytotoxic concentration of compound against A2780 cell line after 72 hr exposure,F,,,Homo sapiens,9606.0,
7301,,1,q2780,BAO000031i,,16317,"Inhibition of cell growth in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant)using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay",F,,,Homo sapiens,9606.0,
7302,,1,Aw780,BAO900p219,,16936,Inhibition of tubulin polymerization in analogy of ca.,F,,,Homo sapiens,9606.0,
7303,,1,A2770,BAO0009229,,3801,Inhibitory activity against ovarian tumor cell line A2780 after 72 hr continuous exposure to compound,F,,,Homo sapiens,9606.0,
7304,,1,A278p,BwO0000229,,6181,Cytotoxic effect in ovarian cancer cell line (A2780),F,,,Homo sapiens,9606.0,
7305,,1,A2880,BzO0090219,,5318,Tested for cytotoxicity against Ovarian carcinoma parental type A2780 cell line expressing MDR-1 (-) gene,F,,,Homo sapiens,9606.0,
7306,,1,A1780,BAO00902w9,,4840,Tested for the cytotoxicity in A2780 ovarian cell line,F,,,Homo sapiens,9606.0,
7307,,1,q2780,hAO0000210,,15748,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),F,,,Homo sapiens,9606.0,
7308,,1,A278o,vAO0000319,,15748,The compound was tested for cytotoxic activity against A2780/Cs cell line(human ovarian carcinoma,F,,,Homo sapiens,9606.0,
7309,,1,A2780xisR,BAO000p2w9,,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma,F,,,,,
7310,,1,A2u80cisR,BsO0000210,,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),F,,,,,
7311,,1,A3780cisR,BAl00002w9,,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ); ND means no data,F,,,,,
7312,,1,A2780cjsR,BsO0090219,,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma),F,,,,,
7313,,1,Ae780,BAO00p0q18,,17753,In vivo log of cells killed after administration of compound in A2780 cell line,F,,,Homo sapiens,9606.0,
7314,,1,A27i0,BAO00o0318,,17753,Compound was tested in vivo for maximum tolerated dose after i.v. administration twice a day for 5 days in A2780 cell line,F,In vivo,,Homo sapiens,9606.0,
7315,,1,A2789,BAO009o219,,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.;NA means not active,F,,,Homo sapiens,9606.0,
7316,,1,A27o0,BA8000p219,,16936,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines (at 5 uM );NA means not active,F,,,Homo sapiens,9606.0,
7317,,1,s2780,BA80000229,,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines; ND means no data,F,,,Homo sapiens,9606.0,
7318,,1,A278p,BAOo0002q9,,16936,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines. (at 5 uM ); ND means no data,F,,,Homo sapiens,9606.0,
7319,,1,A27o0,BAO0009219,,17528,Optimal dose required to inhibit human ovarian A2780 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q4dX2),F,,,Homo sapiens,9606.0,
7320,,1,A2789,BAOo900219,,6633,Resistance factor was determined as IC50 cisplatin-resistant/parent for human A2780 ovarian cell line,F,,,Homo sapiens,9606.0,
7321,,1,w2780,gAOo000219,,15000,Resistance index is IC50 ratio of A2780 cell line and A2780cisR cell line,F,,,Homo sapiens,9606.0,
7322,,1,A2680,gAO0000319,,17528,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,F,,,Homo sapiens,9606.0,
7323,,1,s2780,hAO9000219,,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian cancer cell lines.,F,,,Homo sapiens,9606.0,
7324,,1,A2770,BwO00002q9,,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.,F,,,Homo sapiens,9606.0,
7325,,1,A2u80,BqO00o0219,,16936,Percent of Tubulin polymerization inhibition by using human ovarian cancer cell lines at a concentration of 5 uM,F,,,Homo sapiens,9606.0,
7326,,1,A278p,BAO0o002w9,,16936,"Colchicine Binding Inhibition ( CBI ) by using human ovarian cancer cell lines at 5 uM, (values are mean of 9 over 4 concentrations +/- SD)",F,,,Homo sapiens,9606.0,
7327,,1,A278p,BAi0000119,,16936,Compound tested for colchicine Binding Inhibition by using human ovarian cancer cell line (at 5 uM ),F,,,Homo sapiens,9606.0,
7328,,1,A278p,BAO0009w19,,16936,"Tested for colchicine binding inhibition, using human ovarian cancer cell lines (at 5 uM )",F,,,Homo sapiens,9606.0,
7329,,1,A2880,BAO090021p,,16936,Compound tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,,Homo sapiens,9606.0,
7330,,1,A2789,BzO00002q9,,16936,Compound was tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,,Homo sapiens,9606.0,
7331,,1,A2y80,BqO9000219,,16936,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,,Homo sapiens,9606.0,
7332,,1,Aq780,hAO0000218,,17737,In vitro antiproliferative activity against A2780 cell line,F,,,Mus musculus,10090.0,
7333,,1,Aq780,BA80000w19,,17764,Maximum tolerated dose in A2780 tumor in mice after intraperitoneal administration daily for 8 days,F,,,Mus musculus,10090.0,
7334,,1,A2789,BAO0009319,,3830,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C after 96 hr,F,,,Homo sapiens,9606.0,
7335,,1,s2780,BwO0o00219,,3829,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C for 96 hr,F,,,Homo sapiens,9606.0,
7336,,1,,BwO0090218,,3546,Vc value in dog after IV administration at a dose of 5 mg/kg,A,,,Canis lupus familiaris,9615.0,
7337,,1,,gAOp000218,,3546,Half life period in dog after IV administration at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7338,,1,,BAi0p00019,,5668,Area under curve was determine after peroral administration at 10 mpk in Rhesus,A,,,Cercopithecidae,9527.0,
7339,,1,,BAO000pq18,3580698.0,3443,AUC (area under curve) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,,Cercopithecidae,9527.0,
7340,,1,,BAOp00021i,3198135.0,3443,AUC (area under curve) compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,,Cercopithecidae,9527.0,
7341,,1,,BA09000218,,4256,Area under curve determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,A,In vivo,,Macaca fascicularis,9541.0,
7342,,1,,BAOp000318,,4256,Area under curve determined after peroral administration at a dose of 10 mg/kg in cynomolgus monkey,A,In vivo,,Macaca fascicularis,9541.0,
7343,,1,,BAi0000e18,,4256,Area under curve determined after peroral administration at a dose of 3 mg/kg in cynomolgus monkey,A,In vivo,,Macaca fascicularis,9541.0,
7344,,1,,BAO000o118,,4256,Oral Bioavailability in rat,A,In vivo,,Rattus norvegicus,10116.0,
7345,,1,,BzO0000q18,,1916,Area under curve was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,,,Cercopithecidae,9527.0,
7346,,1,,BAO0oo0218,,5302,Area under curve value in monkey at a dose of 5 mg/kg,A,,,Cercopithecidae,9527.0,
7347,,1,,BAOp0002q8,,4257,Area under curve was determined in monkey after a 3 mg/kg of oral dose,A,,,Cercopithecidae,9527.0,
7348,,1,,BAO0009o19,,5355,Area under curve was determined using trapezoidal rule after intravenous administration in cynomolgus monkeys,A,,,Cercopithecidae,9527.0,
7349,,1,,BAO09o0019,,5355,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys,A,,,Cercopithecidae,9527.0,
7350,,1,,BAO0o90019,,5355,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys; ND means Not determined,A,,,Cercopithecidae,9527.0,
7351,,1,,hzO0000218,,6078,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in monkey,A,,,Cercopithecidae,9527.0,
7352,,1,,BAO0000eq8,,6078,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in monkey,A,,,Cercopithecidae,9527.0,
7353,,1,,BAOo900218,,6062,Area under the curve was measured in monkey after an iv dose of 1 mg/kg,A,,,Cercopithecidae,9527.0,
7354,,1,,gxO0000218,,2661,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female cynomolgus monkey,A,,,Cercopithecidae,9527.0,
7355,,1,,hA90000019,,2661,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,,,Cercopithecidae,9527.0,
7356,,1,,vAO0000318,,5394,Pharmacokinetic parameter Cmax was measured after administration into monkey at 3 mg/kg,A,,,Cercopithecidae,9527.0,
7357,,1,,BAi000o218,,4397,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in cynomolgus monkeys (0 to 24 hr) p.o.,A,,,Cercopithecidae,9527.0,
7358,,1,,BzO00o0218,,17509,Area under curve value 24 hr after 2 mg/kg iv administration in monkeys,A,,,Cercopithecidae,9527.0,
7359,,1,,BAOo0p0218,,17509,Area under curve value 24 hr after 2 mg/kg oral administration in monkeys,A,,,Cercopithecidae,9527.0,
7360,,1,,BAO90002q8,,6641,Oral AUCN in monkey (dosed at 0.5 mpk iv ),A,In vivo,,Cercopithecidae,9527.0,
7361,,1,,BAO0po0218,,5355,Bioavailability was reported in cynomolgus monkeys (ratio of AUC in oral administration to that of intravenous administration),A,,,Cercopithecidae,9527.0,
7362,,1,,fAk0000218,,3443,Half life compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,In vivo,,Cercopithecidae,9527.0,
7363,,1,,BAO9000e18,,3443,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,In vivo,,Cercopithecidae,9527.0,
7364,,1,,BAOo000o19,,17409,Binding towards monkey plasma protein at 10 uM,A,,,Cercopithecidae,9527.0,
7365,,1,,BAO90000w9,,17409,Binding towards monkey plasma protein at 100 uM,A,,,Cercopithecidae,9527.0,
7366,,1,,hAO000021i,,1052,Apparent bioavailability in squirrel monkey was determined,A,In vivo,,Cercopithecidae,9527.0,
7367,,1,,BAO0009228,,13501,Bioavailability was determined after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,A,In vivo,,Cercopithecidae,9527.0,
7368,,1,,BAO900p218,,17509,Bioavailability in monkey (dose 2 mg/kg),A,In vivo,,monkey,9443.0,
7369,,1,,BAO9000318,,5394,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for bioavailability after administration into monkey at 3 mg/kg,A,In vivo,,Cercopithecidae,9527.0,
7370,,1,,BA900002q8,,2661,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,In vivo,,Cercopithecidae,9527.0,
7371,,1,,BAO900021i,,11219,Bioavailability in monkey (i.d. dosing),A,In vivo,,monkey,9443.0,
