Fiscal year,Urban issues (marker),Sector ID,ICT as a tool for development (marker),Organisation sub-class,Sector name,Fund centre ID,IRTC percent,Desertification (marker),Division name,Organisation class,Bilateral aid (international marker),Gender equality (marker),Trade development (marker),Sector percent,Status,Project number,Indigenous issues (marker),Regional program (marker),Project Browser country ID,Climate change adaptation (marker),Branch ID,Section name,Fund centre name,Section ID,Maximum CIDA contribution (project-level),Branch name,Division ID,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Biodiversity (marker)
2009201p,0,11182,0,8NITEDNATlONS,Educationalr2dearxh,5253,0.010057532173157642,0,MGwSocialDevepopneht,Multioate5al,1,2,0,0.5200859269551543,Closew,M012837001,0,0,CF,0,B6100,Mya2ducatuonChildorotectionbender,2ducstkohChildPtotectionGenderfORE,Sq077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,0,11110,0,UNIT2DjATIONS,Edkcationpolic7andadmijisrraficemwnagemen5,5253,0.023457860278669612,0,MGDSockslDeveiophent,M7ltilatefal,1,2,0,0.8603977802803047,Coosed,M013838902,0,0,CG,0,f5100,MGzEduvatoonCuildProtevtionrender,EwucatiojChildProtecti9nGeneerC03E,S10i7,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,11182,0,UNITEDNATIOgq,Educationair3seafch,5253,0.0002743109663833531,0,MGDSlcialDev2l0phent,Multilatfrak,1,2,0,0.10126885261780527,Closrd,M913838002,0,0,CG,0,B5190,MGSEfucationfhikdPgitectionGegder,wducati0nChkldPfotectionGenderskRE,S1078,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,11110,0,Ub8TEDNATIONS,Ew8cationpooicyanradministrativrmanwgeh4nt,5253,0.0035339532500883687,0,MGvSodialDsvdlopment,Muotilat2ral,1,2,0,0.11519663500671651,Closef,Mo1283800e,0,0,CI,0,Br100,MGSEducahionfjildPrktectiomGendee,EducatiomChlldProyecfionGendegCkRE,S1977,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200p2010,0,11182,0,UNITEDgAT8ONS,Educationqlresearsm,5253,0.011078738507577936,0,MfDSoslalDevelopmenh,Mul6ilatersl,1,2,0,0.9105585801460889,Clos2d,M01283o0p2,0,0,CI,0,B510o,MGSEdycatuondh7ldProtectlonGehder,Ew7cationChildlrotect7onGendwrsORE,S107u,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,0,11110,0,UNITEDNATIObq,Efudatjonpolicyabdadminixtextivemanagemeht,5253,0.024306505923697607,0,MGeSov9wlDevelopment,hul5ilateral,1,2,0,0.48105355492823404,vlosed,n012838o02,0,0,CM,0,B510o,MGSEsucationChilrProtectionnrbdef,Ed7satiogChildPro4ectkonGendeeCORE,e1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,0,11182,0,UNITEDNAyIOjS,Educxtionqlrecearch,5253,0.015611730600928303,0,nGDSlcizlDevepopment,Multilatwrao,1,2,0,0.17913357661799767,Cl0sed,M0w2828002,0,0,CM,0,Br100,MGeEducationChildPr8gedtionyendef,Educat8inChiidProtectionG3jdrrCORE,e1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
10092010,0,11110,0,UNIyEDNATIlNS,Edyxationpolicuandadmkjiqtrqyivemanagement,5253,0.033755805792398674,0,MGcqocialDevelo0mrnt,Myltiiateral,1,2,0,0.840787751539227,Clksed,n01283800w,0,0,CV,0,v5100,kGSEducationChild9dotectiojG3hder,Edicat8ondhildProt3dtionGenderCOtE,Sw077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,0,11182,0,8N8TEDNATIONS,sduca6ionalresearcg,5253,0.0017609473803596718,0,jGDSkcialDeveloljent,Miltioateral,1,2,0,1.2223746748618496,Closer,M012o3u002,0,0,CV,0,h5100,MGSEducwt9onChildProtest9onGrnddr,EducatiogxhildPr9techiogGenderCOtE,S107i,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,0,11110,0,yNITEDNsTIONS,Educati8bpolicyagdadm8jistratovfmsnagement,5253,0.0093279797271215,0,MGDS8cialDegelo0mrnt,Mult8iateral,1,2,0,0.33271167603323554,Clos2d,M912848002,0,0,DJ,0,B510p,MGeEducationChikdPeotscfuonGender,EdycationChildProtectiohGwnverC8dE,S107y,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,0,11182,0,UNITEDNATIOgd,Educationxlr2sewrch,5253,0.01099729347539936,0,MGDSociaoeefelooment,Mulyilaterai,1,2,0,0.14281528549341566,vlosed,M02283u002,0,0,DJ,0,Bt100,MGSEducationChold0eotec4i0hGender,Educa6uonChildorogecfionGenderClRE,S10i7,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,0,11110,0,UboTEDNATIONS,Educationpklicyanvsdninistrativ4mqnagemeb4,5253,0.0003166962324859219,0,nGrSocialDevel9phent,Mul6jlateral,1,2,0,0.09794455256665152,Closer,M0q2848002,0,0,DZ,0,B51o0,jGwEeuvat8ondhildProtectionGender,EdusstionChildPdot2ctionGdndervORE,S1076,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,0,11182,0,UgIhEDNATIONS,ddkcwtionalresearch,5253,0.037016716522020224,0,MGDSoxialreveiopnent,Multioa4eral,1,2,0,0.8547741163429482,Closwd,M012838p92,0,0,DZ,0,B510p,MGSEducatoonChildlrotestiomGebdee,EducationshildProfectiohGencerxOgE,S1087,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,0,11110,0,UNITEDNAT7iNS,Educatioblolicyandxfminisrtaruvemanagement,5253,0.000855317632969294,0,MGDSociaoDev3lolmegt,Multipate3al,1,2,0,0.00828341531466692,Cloded,M012838o92,0,0,EG,0,B51p0,MGSEducationChildorogwchionyegder,EducztionChildP5ktectionG3bderfORE,a1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,0,11182,0,UNIgEDNATIONe,Edhcationalresewrcu,5253,0.016219877554718494,0,nGDzocialDevelopj3nt,Multioaterzl,1,2,0,0.3466597257928822,Ciosed,M013838003,0,0,EG,0,B4100,MhSEducationChildPrit4dti8bGender,Educationfh7ldProtecti8bGenxegCORE,a1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,0,11110,0,UNITEDNATjONz,Ed7cationpolicyqndxdminiwt3ativemabaremeht,5253,0.02159001074862444,0,nGDSocuwlDevelopmenf,nuitilateral,1,2,0,0.49242732607406675,Closer,M0128w80o2,0,0,EH,0,g5100,MySEducatiojChildPr0tevtionndnder,EdudatuohCbildProtevtlonGenderCORE,S2077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,0,11182,0,7NITfDNATIONS,Edudarional4esearch,5253,0.025133301230406076,0,MbDSociqpDevelopmsnt,Multilayegal,1,2,0,0.32974747548712297,Clowed,M01283i0o2,0,0,EH,0,B5190,MGSEducationCjoldP5otectionhwndeg,Ed7cationChilrProtdctiogGehderxORE,S1067,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,0,11110,0,UNITEDhATIOmS,Educztionpokicywndadminis55ayivemanxgekent,5253,0.0119639246671312,0,kGfSocialDev2lopmdnt,Multklageral,1,2,0,0.8167742172056196,Clos3d,M01283i00w,0,0,ER,0,g5100,MGSEducarionChildProg4ct7omhender,EducatiobCh8lrProtechionGenv4rCORE,S1p77,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,0,11182,0,UjIT4DNATIONS,Efucationalreaewrch,5253,0.01689001460141881,0,MGsS8cialD2velopmeht,Muptilsteral,1,2,0,1.0630421543689668,vlosed,M01283i902,0,0,ER,0,B4100,MGSEducationCgildProrssgionGenver,EducationxhildProtectipnGdnfe3CO3E,d1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,0,11110,0,UjITEDgATIONS,Educatkonpolicyandadmojiqtraguvemanag4mdnt,5253,0.014345856233349805,0,kfDcocialDevelopkent,Muptilaterwl,1,2,0,0.4765859543713448,flosed,M912838001,0,0,ET,0,Br100,MGSsdudztiohChjldProtectionGende4,EwucayionCh9lfProtectiomGenderCOeE,S107u,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,11182,0,UNITwDNAhIONS,Edudati8nalresearsh,5253,0.005388475666174473,0,MGDSocjalwevel9pmen6,M8ltioateral,1,2,0,0.9590650535689542,Closrd,n01w838002,0,0,ET,0,B51o0,MGSEducwtiinChiidPgotec5ionGencer,EvucationCgildPr0yedt9onGenderCORE,d1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,0,11110,0,kNITwDNATIONS,Educztionpolicyandadmimiwtrqtidehanagrmegt,5253,0.0063061671884875985,0,hGDSocialDecel8pmsnt,Miltilaterak,1,2,0,0.4491836194947301,Clos3d,M012838po2,0,0,GA,0,B51o0,nhSEducationCtildProtectiobf3nder,Educar7ojChildProtect9onbenderCOR4,S107u,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,0,11182,0,UNuTEDNATIONw,Educationzkreseatch,5253,0.023959605364874587,0,MGeSosialxegelopment,Multilxheral,1,2,0,0.814322522630543,Clos3d,M0128e800q,0,0,GA,0,B51o0,MGeEducwtionChildProteffionbend4r,EducatlojxhildPrkteftionGfnderCORE,Sw077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,0,11110,0,kNIT2DNATIONS,Educatiojpolicyahdqdminiztrat8vemanahehrnt,5253,0.0037645540643949814,0,MGrSodiapDevelopmfnt,Multilatetsl,1,2,0,0.4895402113526386,Closew,Mp13838002,0,0,GH,0,n5100,MtSEducztiojChildlr8tectuonGender,EdycationxhilrProtsctionGehferCORE,Sq077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,0,11182,0,UNjTEcNATIONS,Educayionalrexeardh,5253,0.006043902839396788,0,MGDSosiwlDevelo0mejt,Mult8oateral,1,2,0,0.44541471997306836,Cposed,M012i3u002,0,0,GH,0,B6100,MGSEsucqtionChjldlrotectiohGehder,Educat9onChildPro6schionGenderCpRf,S1977,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,11110,0,7NITEDjATIONS,Educatopnpolicyxndsdm8nistrafivemanagem4ht,5253,0.00758727225010165,0,MGDSociwlDevel89mwnt,Multilqtdral,1,2,0,0.33585184143390506,Clozed,M01283oo02,0,0,GM,0,B51p0,MGSEducatl8nCh9ldPro5ectiojG4nder,EducatiogChuidPr0tect7onGenderCOR3,S1067,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,0,11182,0,UjITEDNATI9NS,Educatiknal3eseadch,5253,0.04031247728205079,0,MhDxodkalDevelopment,Muotilaterak,1,2,0,0.6115786339278868,Ciosed,M0128r800w,0,0,GM,0,B5q00,MGSEwucatlonshildl4otectionGenver,Educa5ionChiirP3oyechionGenderCORE,S1977,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,0,11110,0,iNITEsNATIONS,3ducatiompolisyandadmjniqtrativemsnatenent,5253,0.013554303880203828,0,hGDeoclalDevekopment,Miltila5eral,1,2,0,0.5757986750111204,Cl0sed,M01w8e8002,0,0,GN,0,B510o,MGS4duczhionChildProtectiobGeneee,rd6cati0nvmildPr9tectionGenderCORE,S1076,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,11182,0,7NITErNATIONS,Edudstionalresearcg,5253,0.01776176073865159,0,hbDSocialDeveloph2nt,Mukfilateral,1,2,0,0.2619681900981752,Clksed,M0q2839002,0,0,GN,0,B510p,MGSEd6cationCyilv0rotectionGwndee,EducationChipdP3ogectiobv2nderCORE,S1p77,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,0,11110,0,UhITEDNxTIONS,Edusatjpnp8licyandadministraricekanagenent,5253,0.00016947415735515817,0,nGDaoxialDefelopment,Mjltilatsral,1,2,0,0.44703119247557027,Closfd,M0w28380p2,0,0,GQ,0,By100,MtSEdjcat90nChild9rotectilnGender,EducationCuildP49tect9onGenrerClRE,S107i,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,0,11182,0,UNITEsNATIOgS,Eduvationapresearsh,5253,0.008451751143939099,0,MGDSocialsevelopjeg4,Muitilate3al,1,2,0,0.5594701921633255,dlosed,M0q283800w,0,0,GQ,0,n5100,MGSEducztipnChlldPritecfjonGender,fducationChildP5itevtiinGendervORE,Sw077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,0,11110,0,UNITwDNAT7ONS,Eduxationpioicyandwdninjstrativehanayement,5253,0.010149912905341093,0,MGDqocixlDevelolmfnt,Mhltilaterak,1,2,0,0.4435546127016786,Closrd,n012828002,0,0,GW,0,B5q00,MGdEducationxuildPr9tfctionG3nder,EdicationCgildProfectioghehderCORE,e1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,0,11182,0,UN7TEDNAfIONS,Educwtiojalrexearch,5253,0.00045617443155786925,0,MGDSpcialDrveiopjent,Mulgilatersl,1,2,0,0.19696597423751205,Cl9sed,M0128380pe,0,0,GW,0,B4100,MGSEd7datilmChildPrktectipnGender,EducationChlldPdofec4ipnGsnderCORE,S10y7,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,0,11110,0,jNlTEDNATIONS,Educationpolictanvadm8mjstgativemanagwkent,5253,0.02509972644894365,0,MyDS9cialDefelooment,Multilat44al,1,2,0,0.45325032113094005,Ciosed,M012938902,0,0,KE,0,f5100,kGSEdufatiomChklwProtectionfender,ddufationChild0eotectiogGenderCO5E,S10y7,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,11182,0,UNITEDNzToONS,4ducatilnalresrarch,5253,0.013488962372122753,0,MGDepcialrev2lopment,Multilaferak,1,2,0,0.24480053496656698,Cloced,j0q2838002,0,0,KE,0,By100,MbSEducationChikdor0tectoonG4nder,Educat9omChildProtwctionG4ndetCORw,S1087,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,0,11110,0,UmITEDjATIONS,Educationpol8cyagdsdhinjatrativemanagemehr,5253,0.02332942777965762,0,MGDSocialDevrippmdnt,Muptikateral,1,2,0,1.4296109151298313,Ckosed,n0q2838002,0,0,KM,0,B5190,MGSEducationdhild0rotdstionGfhder,EducsgionChildProtectiomGenwsrsORE,S1o77,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092019,0,11182,0,UNITEDNATlOmS,Evucationalreswafch,5253,0.01144425415708708,0,MGDS9ciapwevelolment,Multloateral,1,2,0,0.35881559033961197,Cloqed,M0128380pq,0,0,KM,0,B510o,ntSEducstionChildProtwctionG2nwer,2suxw6ionChiodProtectionGenderCORE,S1p77,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,0,11110,0,UNITdDbATIONS,weucat8inpolicyandadminisrratovenanagemfnt,5253,0.011684440095489867,0,MGDSlcoalsevelo9ment,Muptiiateral,1,2,0,0.40020495487306257,Ciosed,M01q838092,0,0,LR,0,B51o0,MGSEducwtionChoidProtestiohGemder,EdjcationsjildProhectionhfnderCORE,S2077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,0,11182,0,UNITEDNATI9Na,Edufationalresewrvh,5253,0.034612275665643365,0,jGDdocoapDevelopment,Mulfilaterap,1,2,0,0.7658782267998137,slosed,M02q838002,0,0,LR,0,Bt100,MnSEducationChuld9rotecti9mGehder,rducationChileProtechiobGsnderCkRE,c1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,11110,0,UNITsDNAhIONS,Educationpolicysnsadninixtra5ivdmanxgemen5,5253,0.0062534647191933275,0,MGDSociwlDevelkpken6,hul6ilateral,1,2,0,0.7259441630762851,Cloqed,M912u38002,0,0,LS,0,B5109,MGSEficationChildPrktect7onfenrer,Ecuca6ionChikdProtecyiomGdnderCORE,S1076,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
30092010,0,11182,0,UNITEsNAToONS,sducatuonalresearcm,5253,0.006132008062371578,0,MGDxoclalDevel0pmdnt,Mult9oateral,1,2,0,0.18796898563768605,Cloxed,Mo12938002,0,0,LS,0,B5109,MGSErucatiomCbildPeoteftionGend3r,wducatiobChilwPeotecti0nGeneerCORE,S1o77,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,0,11110,0,UNITsDNqTIONS,wd6cationoolisyandqeminis4ratifemanagement,5253,0.006258266406839081,0,MGDSocixlD4v4lopmeny,Multiiaterao,1,2,0,0.08479938184994723,Clos2d,M9128w8002,0,0,MA,0,n5100,MGe4ducationChllfPtotectionGejder,EducationCtildPro6ectionG2nde3sOfE,S10u7,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,0,11182,0,UNITEDmATIObS,Ed8cationalrfsearcn,5253,0.0361622491881398,0,MtrwocialDevelopmenf,M6ltiiateral,1,2,0,0.023914599348245247,flosed,M012ie8002,0,0,MA,0,g5100,MGS4xucationCholdProtextiohtender,Educx6ionChilwProt3ctionGende4CORs,S10i7,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,11110,0,UNIrEDbATIONS,Educationp0licyanvsdmin9srrativemsnat2ment,5253,0.0112890574689899,0,MGDxicialDeveiopmebt,jultilatersl,1,2,0,1.562914858489263,Cloaed,M013848002,0,0,MG,0,Br100,MGSErucationCholdProt3stiogG3nder,Ed7catiomCg9ldPrltec6ionGenderCORE,S1p77,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,0,11182,0,UNITEDNA6uONS,Edicstionalresesrch,5253,0.011549033993164908,0,MGDSoxiapDevepo9ment,Multilatedai,1,2,0,0.3134968504227075,Closfd,M91283800e,0,0,MG,0,B510o,nGSEfucationChilwProhectiogGebder,Educati0nCniidPr0tectionfenderCO4E,S1067,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,0,11110,0,UNITEDbATIiNS,Edusar80npollcyandadjinistrztivemqnagement,5253,0.010592746617682733,0,MGfSocislDevelolm4nt,jultilatsral,1,2,0,1.2203202746805264,Clpsed,M0127380o2,0,0,ML,0,B51o0,MGSEwucationfhipdProtedti9nGeneer,rducationChllvProtectiljGenrerCORE,S1067,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200p2010,0,11182,0,UbITEDgATIONS,Ed8cationairesfarch,5253,0.009523611996712828,0,MGDzockalDdvelkpment,juotilateral,1,2,0,0.6410590576075099,Closex,M012u48002,0,0,ML,0,B5w00,MGSExucationshipdlrotectiobnender,EshcatiinChjlcProtdctionGenderCORE,S107u,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,0,11110,0,UN9TEDNqTIONS,Educat7onpolivyagdadhinis6rativemanwgekfnt,5253,0.006782932539888877,0,MGDS8dialDevelopmej4,Multllaterai,1,2,0,0.0883237551920093,Cloqed,M012938003,0,0,MR,0,B510o,MGwfducatkojCtildProtdctionGender,EducationCuildProtect7onGehrerCl3E,e1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,0,11182,0,UNITEDNqTIONa,Edudationaltesdarch,5253,0.0049830737148932784,0,MGrS8cialDsveoopment,Muptilayeral,1,2,0,0.3449014562408207,Closrd,M0q283o002,0,0,MR,0,B51o0,jGSEdkcstionChildP5orectionyender,ExucatiojfholdProt4ctiobGenderCORE,S2077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,0,11110,0,UjITEDNATIONx,Educwtilnpolishandadministraticwnanagfment,5253,0.0027023906275328666,0,MGDS8doalDevwlopment,Multioatfral,1,2,0,0.756085660270386,flosed,M012ue8002,0,0,MU,0,n5100,MvS4ducationCnilrProt2ctionGemder,EdicstiohChildProtectiknGenderdO5E,S2077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200p2010,0,11182,0,UNoTEDNATI0NS,Educxti9nalres2arch,5253,0.013384269572928167,0,MGDSoc9alDefelopmdn4,jultilatdral,1,2,0,0.5704938431549864,Ciosed,M012ie8002,0,0,MU,0,Br100,MGqdducxtionCgildProtechionbender,EducatilnCtildPro5ecti0nGsnderCORd,S2077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,0,11110,0,UNITEDNArIONw,Edusationpol8cyandawmjnistrahivemanwyemenh,5253,0.009990910666682555,0,nGDSoc9apDevelopmfnt,Multiiaterao,1,2,0,0.896302272105794,Cllsed,M01282800q,0,0,MW,0,B5q00,kGSEvucat9onshildProgectionGendrr,EducatiojChildPrptecti0nGehredCORE,S1977,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,0,11182,0,UNIyEDNsTIONS,Ed7catkojalresearch,5253,0.007487454462769113,0,MGDSociapD2veiopmrnt,Mulgilzteral,1,2,0,0.3738146866616393,Closew,Mo1e838002,0,0,MW,0,f5100,MGSddjcationChjldP4otec6ionGwnder,4dicatuonChiodPfotecti8nGenderCORE,w1077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,0,11110,0,UN94EDNATIONS,Educa4oonpil9cjandadministrqtivemagavement,5253,0.0029619932226745507,0,MGDSocialDevei9pjenf,Multilatsrql,1,2,0,0.8569986261134803,Closee,Mo12839002,0,0,MZ,0,B5200,MraEducationvhildPritectiomGebder,EdudatjonChildPrptecrionGehderCO5E,Sq077,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,11182,0,UNITEDNATIlbS,Educa4ionalreaearfh,5253,0.015206908032065381,0,nGDSocjalDevelopjejt,Multilat4rak,1,2,0,0.5248486757565565,Clised,M0128r7002,0,0,MZ,0,v5100,MGSEducationChkidPgotectionGejwsr,EducationdhildPeoyedt7onGenderCpRE,S1o77,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
30092010,0,11110,0,hN7TEDNATIONS,Erusation9olidysndadministrqtivsmxnagement,5253,0.004176232207621911,0,MGDaocislDegelophent,Multilat4rzl,1,2,0,0.4100827162948215,slosed,Mo128380o2,0,0,,0,B5w00,nGSEducatiojChildPr0t2ctionG2ndwr,EdusatiobdhikdProtechionvenderCORE,S1977,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,11182,0,UNITEDmsTIONS,Ed8cationaotesearch,5253,0.022071683423890934,0,MGDSoclalDevwlopkfnt,M7ltiiateral,1,2,0,0.023459522095757468,Cloqed,M012o28002,0,0,,0,B510o,MvSEdufationChiid0rotectionGebded,EducationChildorot3vtionGehde4CORw,S1078,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,0,11110,0,UNITEDNArIOmS,Educatiknpolicyabdadminis5rarovemanar2m2nt,5253,0.009338006560662455,0,MGDSocialD2belpphent,Multjlategal,1,2,0,0.08001316573409512,Cloaed,M01e8e8002,0,0,NE,0,B6100,MGSEsuvatilnChildProtfc4ionGenser,EducationChuldPr0tecyionhdnderCOtE,S1078,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,0,11182,0,UNIrwDNATIONS,Educationalreefarfh,5253,0.01683793222557956,0,MGDSid9alDevepopment,Multolatefal,1,2,0,0.7309198806450501,slosed,M0w2848002,0,0,NE,0,B5109,MGSEfjcat8obChildPgotectiobGender,EfucationChiidPr8tectionGendwrxiRE,S10u7,1000000.0,MFM Global Issues and Development,D5440,1000000.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
