ASSI,CUB,ASTAI,ASSTT,SRI,TISI,ASSCA,Descr,RELATIT,ASSUBFR,CEI,Ti,CONSCO,SRASI,CHI,BFOR,VARII
13037,Intermediate,9615.0,In vivo,1,1969.0,,Clearance from dog plasma after intravenous injection of 1 mg/kg of compound,N,,,50588,1,,CHEMBL626618,BAO_0000218,
13038,Intermediate,10116.0,In vivo,1,1969.0,,Clearance from rat plasma after intravenous injection of 1 mg/kg of compound,N,,,50597,1,,CHEMBL626619,BAO_0000218,
13039,Intermediate,9615.0,In vivo,1,,,"Clearance rate at 0.46 mg/kg, iv, in dogs",N,,,50588,1,,CHEMBL626620,BAO_0000218,
13040,Intermediate,10116.0,In vivo,1,,,"Clearance rate at 5.5 mg/kg, iv, in rat",N,,,50597,1,,CHEMBL626621,BAO_0000218,
13041,Intermediate,9541.0,In vivo,1,,,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,N,,,100710,1,,CHEMBL626622,BAO_0000218,
13042,Intermediate,9541.0,In vivo,1,,,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,N,,,100710,1,,CHEMBL626623,BAO_0000218,
13043,Intermediate,9615.0,In vivo,1,,,Pharmacokinetic parameter Cl calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,N,,,50588,1,,CHEMBL626624,BAO_0000218,
13044,Intermediate,10116.0,In vivo,1,,,Pharmacokinetic parameter Cl calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,N,,,50597,1,,CHEMBL626625,BAO_0000218,
13045,Intermediate,10116.0,Ex vivo,1,2107.0,,Clearance rate constant using isolated perfused rat liver (IPRL) assay,N,,,50597,1,,CHEMBL626626,BAO_0000218,
13046,Autocuration,,In vivo,1,,,Tested for the total clearance of the compound,U,,,22224,0,,CHEMBL626627,BAO_0000218,
13047,Intermediate,9615.0,In vivo,1,,,The clearance was measured in dogs after intravenous administration of 1 mg/kg dose,N,,,50588,1,,CHEMBL626628,BAO_0000218,
13048,Autocuration,,In vivo,1,,,Total body clearance was determined,U,,,22224,0,,CHEMBL626629,BAO_0000218,
13049,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,N,,,50597,1,,CHEMBL626630,BAO_0000218,
13050,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,N,,,50597,1,,CHEMBL626631,BAO_0000218,
13051,Autocuration,,,1,,,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,U,,,22229,0,,CHEMBL626632,BAO_0000100,
13052,Autocuration,,,1,,,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,U,,,22229,0,,CHEMBL626633,BAO_0000100,
13053,Autocuration,,,1,,,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 8.0 hr,U,,,22229,0,,CHEMBL626634,BAO_0000100,
13054,Autocuration,,,1,,,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,U,,,22229,0,,CHEMBL626635,BAO_0000100,
13055,Autocuration,,,1,,,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,U,,,22229,0,,CHEMBL626636,BAO_0000100,
13056,Autocuration,,,1,,,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,U,,,22229,0,,CHEMBL626637,BAO_0000100,
13057,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 10.9 uM/Kg/day),N,,,50339,1,,CHEMBL626638,BAO_0000218,
13058,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.3 uM/Kg/day,N,,,50339,1,,CHEMBL626639,BAO_0000218,
13059,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 23.3 uM/Kg/day,N,,,50339,1,,CHEMBL626640,BAO_0000218,
13060,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 4.8 uM/Kg/day,N,,,50339,1,,CHEMBL626641,BAO_0000218,
13061,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 9.2 uM/Kg/day,N,,,50339,1,,CHEMBL627272,BAO_0000218,
13062,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted uM/Kg/day,N,,,50339,1,,CHEMBL627273,BAO_0000218,
13063,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.027 (uM/kg/day),N,,,50339,1,,CHEMBL627441,BAO_0000218,
13064,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.27 (uM/kg/day),N,,,50339,1,,CHEMBL628355,BAO_0000218,
13065,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 13.3 (uM/kg/day),N,,,50339,1,,CHEMBL628356,BAO_0000218,
13066,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.7 (uM/kg/day),N,,,50339,1,,CHEMBL628357,BAO_0000218,
13067,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 22.1 (uM/kg/day),N,,,50339,1,,CHEMBL628358,BAO_0000218,
13068,Intermediate,4754.0,,1,,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 66.3 (uM/kg/day),N,,,50339,1,,CHEMBL622307,BAO_0000218,
13069,Autocuration,,,1,,,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0,U,,,22224,0,,CHEMBL622527,BAO_0000019,
13070,Autocuration,,,1,,,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0; Not detectable,U,,,22224,0,,CHEMBL622528,BAO_0000019,
13071,Autocuration,,,1,,,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4,U,,,22224,0,,CHEMBL622529,BAO_0000019,
13072,Autocuration,,,1,,,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4; Not detectable,U,,,22224,0,,CHEMBL622992,BAO_0000019,
13073,Autocuration,,,1,,,Conversion rate by hydrolysis of compound in plasma after 6 hr. ,U,,,22224,0,,CHEMBL622993,BAO_0000019,
13074,Autocuration,,,1,,,Conversion rate by hydrolysis of compound in plasma after 6 h; Not detectable,U,,,22224,0,,CHEMBL622994,BAO_0000019,
13075,Intermediate,10116.0,,1,,,"In vitro rate constant, correlation coefficient for the conversion to progesterone in rat liver homogenate",N,,,50597,1,,CHEMBL622995,BAO_0000218,
13076,Intermediate,10116.0,,1,,,"In vitro rate constant, correlation coefficient for the conversion to progesterone in whole rat blood.",N,,,50597,1,,CHEMBL622996,BAO_0000218,
13077,Intermediate,10116.0,,1,,,"In vitro rate constant, correlation coefficient for the disappearance in rat liver homogenate",N,,,50597,1,,CHEMBL622997,BAO_0000218,
13078,Intermediate,10116.0,,1,,,"In vitro rate constant, correlation coefficient for the disappearance in rat brain homogenate",N,,,50597,1,,CHEMBL622998,BAO_0000218,
13079,Autocuration,,,1,,,Cp max following ip administration at 1 mg/kg,U,,,22224,0,,CHEMBL622999,BAO_0000218,
13080,Autocuration,,In vivo,1,1969.0,,Maximum concentration in plasma was reported at 0.5 hour,U,,,22224,0,,CHEMBL623000,BAO_0000218,
13081,Autocuration,,In vivo,1,1969.0,,Maximum concentration in plasma was reported at 2 hour,U,,,22224,0,,CHEMBL623001,BAO_0000218,
13082,Intermediate,10090.0,,1,,,Cellular uptake kinetics of Porphycenes saturation cell level (cs) in SSK3 murine fibrosarcoma cells,N,,,50594,1,,CHEMBL623002,BAO_0000218,
13083,Autocuration,,,1,,,Aqueous solubility in 25 mM N-glycyl-glycine and 10 mM MgSO4 (pH 7.8),U,,,22229,0,,CHEMBL623003,BAO_0000100,
13084,Autocuration,,,1,,,Steady state concentration was evaluated,U,,,22224,0,,CHEMBL623004,BAO_0000019,
13085,Autocuration,,,1,,,Partition coefficient (logP),U,,,22224,0,,CHEMBL623005,BAO_0000019,
13086,Autocuration,,,1,,,Partition coefficient (logD7.4),U,,,22224,0,,CHEMBL623006,BAO_0000019,
13087,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution of {18]Fluoro-CGP 12388 (60 minutes post injection) in liver of male wistar rats,N,,,50597,1,,CHEMBL623007,BAO_0000218,
13088,Intermediate,10116.0,In vivo,1,10000001.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in bone of male wistar rats,N,,,50597,1,,CHEMBL623008,BAO_0000218,
13089,Intermediate,10116.0,In vivo,1,2037.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cerebellum of male wistar rats,N,,,50597,1,,CHEMBL876654,BAO_0000218,
13090,Intermediate,10116.0,In vivo,1,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cortex of male wistar rats,N,,,50597,1,,CHEMBL623009,BAO_0000218,
13091,Intermediate,10116.0,In vivo,1,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in fat of male wistar rats,N,,,50597,1,,CHEMBL623010,BAO_0000218,
13092,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in heart of male wistar rats,N,,,50597,1,,CHEMBL623011,BAO_0000218,
13093,Intermediate,10116.0,In vivo,1,160.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in intestine of male wistar rats,N,,,50597,1,,CHEMBL623012,BAO_0000218,
13094,Autocuration,,,1,,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,U,,,22224,0,,CHEMBL623013,BAO_0000019,
13095,Autocuration,,,1,,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,U,,,22224,0,,CHEMBL623014,BAO_0000019,
13096,Autocuration,,,1,1088.0,,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 10 mg/Kg,U,,,22224,0,,CHEMBL623015,BAO_0000019,
13097,Autocuration,,,1,1088.0,,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,U,,,22224,0,,CHEMBL623016,BAO_0000019,
13098,Autocuration,,,1,1088.0,,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 25 mg/Kg,U,,,22224,0,,CHEMBL624858,BAO_0000019,
13099,Intermediate,10116.0,,1,,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg.,N,,,50597,1,,CHEMBL624859,BAO_0000218,
13100,Intermediate,10116.0,,1,,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,N,,,50597,1,,CHEMBL624860,BAO_0000218,
13101,Intermediate,10116.0,,1,,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,N,,,50597,1,,CHEMBL624861,BAO_0000218,
13102,Intermediate,10116.0,,1,,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,N,,,50597,1,,CHEMBL624862,BAO_0000218,
13103,Intermediate,10116.0,,1,,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg.,N,,,50597,1,,CHEMBL624863,BAO_0000218,
13104,Intermediate,10116.0,,1,,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,N,,,50597,1,,CHEMBL876655,BAO_0000218,
13105,Intermediate,9615.0,,1,,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,N,,,50588,1,,CHEMBL624864,BAO_0000218,
13106,Intermediate,9615.0,,1,,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,N,,,50588,1,,CHEMBL624865,BAO_0000218,
13107,Intermediate,9615.0,,1,,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,N,,,50588,1,,CHEMBL624866,BAO_0000218,
13108,Expert,9615.0,,1,,,Salidiuretic activity in dog following i.v. dosing at 5 mg/kg,N,,,50588,1,,CHEMBL624867,BAO_0000218,
13109,Intermediate,9615.0,,1,,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,N,,,50588,1,,CHEMBL624868,BAO_0000218,
13110,Intermediate,9615.0,,1,,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600- 799,N,,,50588,1,,CHEMBL628450,BAO_0000218,
13111,Intermediate,9615.0,,1,,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,N,,,50588,1,,CHEMBL628451,BAO_0000218,
13112,Intermediate,9615.0,,1,,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,N,,,50588,1,,CHEMBL628452,BAO_0000218,
13113,Intermediate,9615.0,,1,,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,N,,,50588,1,,CHEMBL628453,BAO_0000218,
13114,Intermediate,9615.0,,1,,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; act above 5 mg/kg,N,,,50588,1,,CHEMBL628454,BAO_0000218,
13115,Intermediate,9615.0,,1,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,N,,,50588,1,,CHEMBL628455,BAO_0000218,
13116,Intermediate,9615.0,,1,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,N,,,50588,1,,CHEMBL628456,BAO_0000218,
13117,Intermediate,9615.0,,1,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,N,,,50588,1,,CHEMBL628457,BAO_0000218,
13118,Intermediate,9615.0,,1,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-299,N,,,50588,1,,CHEMBL877505,BAO_0000218,
13119,Intermediate,9615.0,,1,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 250-399,N,,,50588,1,,CHEMBL628458,BAO_0000218,
13120,Intermediate,9615.0,,1,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,N,,,50588,1,,CHEMBL628459,BAO_0000218,
13121,Intermediate,9615.0,,1,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,N,,,50588,1,,CHEMBL628460,BAO_0000218,
13122,Intermediate,9615.0,,1,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,N,,,50588,1,,CHEMBL628461,BAO_0000218,
13123,Autocuration,,,1,,,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 16.5 mg/kg",U,,,22224,0,,CHEMBL628462,BAO_0000218,
13124,Intermediate,9615.0,,1,,,Compound administered orally at a dose of 1 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,N,,,50588,1,,CHEMBL628463,BAO_0000218,
13125,Expert,10116.0,,1,,,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 50 mg/kg",N,,,50597,1,,CHEMBL625666,BAO_0000218,
13126,Autocuration,,,1,,,Compound administered orally at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,U,,,22224,0,,CHEMBL625667,BAO_0000218,
13127,Expert,10116.0,,1,,,Compound administered orally at a dose of 81 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,N,,,50597,1,,CHEMBL625668,BAO_0000218,
13128,Intermediate,10116.0,,1,,,Compound administered orally was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,N,,,50597,1,,CHEMBL625669,BAO_0000218,
13129,Autocuration,,,1,,,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry,U,,,22224,0,,CHEMBL625670,BAO_0000019,
13130,Intermediate,10116.0,,1,,,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry in rat,N,,,50597,1,,CHEMBL625671,BAO_0000218,
13131,Intermediate,10298.0,,1,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 1 mg/kg per day.,N,,,50602,1,,CHEMBL625672,BAO_0000218,
13132,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously,N,,,50602,1,,CHEMBL625673,BAO_0000218,
13133,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously.,N,,,50602,1,,CHEMBL625674,BAO_0000218,
13134,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously,N,,,50602,1,,CHEMBL625675,BAO_0000218,
13135,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,N,,,50602,1,,CHEMBL627637,BAO_0000218,
13136,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered orally.,N,,,50602,1,,CHEMBL627638,BAO_0000218,
13137,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously,N,,,50602,1,,CHEMBL627639,BAO_0000218,
13138,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously.,N,,,50602,1,,CHEMBL627640,BAO_0000218,
13139,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered orally.,N,,,50602,1,,CHEMBL627641,BAO_0000218,
13140,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,N,,,50602,1,,CHEMBL627642,BAO_0000218,
13141,Intermediate,10298.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,N,,,50602,1,,CHEMBL877506,BAO_0000218,
13142,Intermediate,10090.0,,1,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,N,,,50594,1,,CHEMBL627275,BAO_0000218,
13143,Intermediate,9669.0,,1,,,"Average area under curve value dosed at 0.3 mg/kg, iv in ferrets.",N,,,50506,1,,CHEMBL627643,BAO_0000218,
13144,Intermediate,9669.0,,1,,,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",N,,,50506,1,,CHEMBL631246,BAO_0000218,
13145,Intermediate,9669.0,,1,,,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",N,,,50506,1,,CHEMBL631247,BAO_0000218,
13146,Intermediate,9669.0,,1,,,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,N,,,50506,1,,CHEMBL629532,BAO_0000218,
13147,Intermediate,9669.0,,1,,,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from arterial blood).,N,,,50506,1,,CHEMBL629533,BAO_0000218,
13148,Intermediate,9669.0,,1,,,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,N,,,50506,1,,CHEMBL629534,BAO_0000218,
13149,Intermediate,9669.0,,1,,,Average peak plasma drug concentration after iv dose of 0.3 mg/kg in ferrets.,N,,,50506,1,,CHEMBL629535,BAO_0000218,
13150,Autocuration,,,1,,,Pharmacokinetic parameter :drug bound to plasma was reported,U,,,22224,0,,CHEMBL625932,BAO_0000019,
13151,Autocuration,,,1,,,compound was evaluated for drug bound in plasma,U,,,22224,0,,CHEMBL625933,BAO_0000019,
13152,Intermediate,10116.0,,1,,,The Brain concentration compared to plasma concentration in rats after oral administration of 1 mg/kg dose,N,,,50597,1,,CHEMBL625934,BAO_0000218,
13153,Autocuration,9347.0,,1,,,Bioavailability,U,,,22224,0,,CHEMBL625935,BAO_0000218,
13154,Intermediate,10116.0,,1,,,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported,N,,,50597,1,,CHEMBL625936,BAO_0000218,
13155,Intermediate,10116.0,,1,,,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported; Not tested,N,,,50597,1,,CHEMBL625937,BAO_0000218,
13156,Intermediate,9615.0,,1,,,Oral bioavailability in Beagle dogs at oral dose of 20 mg/kg and an intravenous dose of 5 mg/kg was administered,N,,,50588,1,,CHEMBL625938,BAO_0000218,
13157,Intermediate,10116.0,,1,1970.0,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-1 hr after the treatment.,N,,,50597,1,,CHEMBL625939,BAO_0000218,
13158,Intermediate,10116.0,,1,1970.0,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-2 hr after the treatment.,N,,,50597,1,,CHEMBL625940,BAO_0000218,
13159,Intermediate,10116.0,,1,1970.0,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-3 hr after the treatment.,N,,,50597,1,,CHEMBL874464,BAO_0000218,
13160,Intermediate,10116.0,,1,1970.0,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-4 hr after the treatment.,N,,,50597,1,,CHEMBL625941,BAO_0000218,
13161,Intermediate,10116.0,,1,1970.0,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-5 hr after the treatment.,N,,,50597,1,,CHEMBL625942,BAO_0000218,
13162,Intermediate,10116.0,,1,1970.0,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-6 hr after the treatment.,N,,,50597,1,,CHEMBL625943,BAO_0000218,
13163,Intermediate,9606.0,,1,1977.0,,In vitro protein binding in human serum at 5 ug/ml,N,,,50587,1,,CHEMBL625944,BAO_0000218,
13164,Autocuration,,,1,,,Serum protein binding ability was measured,U,,,22224,0,,CHEMBL625945,BAO_0000019,
13165,Autocuration,,,1,,,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),U,,,22224,0,,CHEMBL625946,BAO_0000019,
13166,Autocuration,9615.0,In vivo,1,,,Oral bioavailability in dog,U,,,22224,0,,CHEMBL625947,BAO_0000218,
13167,Intermediate,10116.0,In vivo,1,,,% bioavailability in rat after oral dose (10 mg/kg) 0 - 6 h.,N,,,50597,1,,CHEMBL625948,BAO_0000218,
13168,Autocuration,,In vivo,1,,,Absolute oral bioavailability at an iv dose of 14 mg/kg,U,,,22224,0,,CHEMBL625949,BAO_0000218,
13169,Autocuration,,In vivo,1,,,Absolute oral bioavailability at an iv dose of 15.2 mg/kg,U,,,22224,0,,CHEMBL625950,BAO_0000218,
13170,Autocuration,9347.0,In vivo,1,,,Oral bioavailability (dose 15 mg/kg i.v.),U,,,22224,0,,CHEMBL625951,BAO_0000218,
13171,Autocuration,,In vivo,1,,,Absolute oral bioavailability at an peroral dose of 15 mg/kg orally.,U,,,22224,0,,CHEMBL625952,BAO_0000218,
13172,Autocuration,,In vivo,1,,,Absolute oral bioavailability at an peroral dose of 30 mg/kg orally,U,,,22224,0,,CHEMBL625953,BAO_0000218,
13173,Autocuration,,In vivo,1,,,Absolute oral bioavailability at an peroral dose of 30.2 mg/kg orally.,U,,,22224,0,,CHEMBL625954,BAO_0000218,
13174,Autocuration,,In vivo,1,,,Absolute oral bioavailability at an peroral dose of 30.3 mg/kg orally.,U,,,22224,0,,CHEMBL882959,BAO_0000218,
13175,Intermediate,9615.0,In vivo,1,,,Apparent bioavailability in dogs at 15 mg/kg in an iv vs po dosing regimen,N,,,50588,1,,CHEMBL625955,BAO_0000218,
13176,Autocuration,9669.0,In vivo,1,,,Bioavailability in ferret,U,,,22224,0,,CHEMBL625956,BAO_0000218,
13177,Intermediate,9541.0,In vivo,1,,,Bioavailability after intraduodenal administration at a dose 10 mg/kg in cynomolgus monkeys using renin inhibition assay,N,,,100710,1,,CHEMBL625957,BAO_0000218,
13178,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,N,,,50597,1,,CHEMBL625958,BAO_0000218,
13179,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,N,,,50597,1,,CHEMBL625959,BAO_0000218,
13180,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,N,,,50597,1,,CHEMBL626642,BAO_0000218,
13181,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,N,,,50597,1,,CHEMBL631330,BAO_0000218,
13182,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,N,,,50597,1,,CHEMBL631331,BAO_0000218,
13183,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,N,,,50597,1,,CHEMBL631332,BAO_0000218,
13184,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,N,,,50597,1,,CHEMBL631333,BAO_0000218,
13185,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,N,,,50597,1,,CHEMBL632018,BAO_0000218,
