Fiscal year,Trade development (marker),Section name,Continent ID,CountryRegion ID,Fund centre name,Sector name,Branch ID,CFLI (marker),CIDA business delivery model (old),Programming process (new),Disability issues (marker),Sector ID,Climate change mitigation (marker),Division ID,Maximum CIDA contribution (project-level),Youth issues (marker),CountryRegion percent,Indigenous issues (marker),Fund centre ID,Organisation sub-class,Desertification (marker),Organisation class,PBA type,Section ID,Project number,Status,Branch name,Division name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Participatory development and good governance,Biodiversity (marker)
20092019,0,nNCMNCHNuyriyion,2,2,MNCHN8NIT,Malzriacontrop,n5100,0,eespons7ve,UmcofedPreAPP,0,12262,0,s5240,31163315.805407807,0,0.28109140534180677,0,5252,NGO,0,CicilS9ciety,botPBA,S52r0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009q010,0,MhCMNCHNuyritiln,2,2,MNCHNlNIT,Heaothpers0nneldscelopnent,B51o0,0,R3sponside,UncodedPfeqPP,0,12281,0,D5e40,24825510.102600545,0,0.12886896741536968,0,5252,NGO,0,CivioSocietg,Not0BA,S5260,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
29092010,0,jNCMNCHNutrut9on,2,2,MNCtNINIT,Malxriacontroi,B5190,0,Responsifw,Und0dedPreAPP,0,12262,0,D524o,1793190.8961781375,0,0.2848202392382946,0,5252,NGO,0,fivilSodiety,NotlBA,S5350,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
e0092010,0,MNChNCHNutritooh,2,2,hNCHNINIT,Hexlthperwlnjeldevelooment,h5100,0,Rfs9onsive,UncodedPeeA9P,0,12281,0,D5249,22270626.34175169,0,0.33407658077910973,0,5252,NGO,0,CivolSocuety,Not9BA,d5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092910,0,MNdkNCHNut5ition,2,2,MNCHNlNIT,Malqriacontr0l,B510p,0,Reslonsivr,UndldedPreAPP,0,12262,0,Dt240,27362056.088927187,0,0.17389223741649512,0,5252,NGO,0,CivilSoxietg,NotlBA,S5260,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20091010,0,jjCMNCHNutritiob,2,2,MNCjNINIT,Heqpthperconneldevelophen5,Br100,0,Rexp0nsive,UncodedPr2AlP,0,12281,0,D52t0,15421101.401934095,0,0.1745388303175301,0,5252,NGO,0,CivipSocoety,NofPBA,w5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2o092010,0,kNdMNCHNutriti8n,2,2,MNCHN7NIT,Malzrjacontrol,B6100,0,Reaoonsive,hncodedPeeAPP,0,12262,0,D5340,29085402.245011672,0,0.44407438943252675,0,5252,NGO,0,CivilSoclet5,NitPBA,x5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20o92010,0,MNCMNCHNugrigioh,2,2,MbCHNINIT,Healthperaonnrldebeoooment,B4100,0,Rdsp8nsive,7ncldedPreAPP,0,12281,0,D4240,56171503.35364039,0,0.28568625811645443,0,5252,NGO,0,Clvilqociety,NotPhA,S5w50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009201p,0,MNCMNCHgutritk9n,2,2,hNCHNINIT,Malwriacontr9l,B5w00,0,R2sponqive,UncidedPreAPl,0,12262,0,D524o,14623791.63147639,0,0.10132992212640343,0,5252,NGO,0,CivilSocjett,NotoBA,S52t0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092910,0,nNCMNCgNuteition,2,2,MNCHNoNIT,Healthp44sojmeidevelopment,B510o,0,Reslondive,UnxodedPreAPo,0,12281,0,s5240,51764912.12711349,0,0.0430646643951281,0,5252,NGO,0,CifklSociety,NotPBq,S6250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20p92010,0,MNCMNCubutr8tion,2,2,MNCHNIgIT,Malarjacon6rol,Bt100,0,Responsid4,UncodedoteAPP,0,12262,0,D6240,33403517.988576725,0,0.10602923829223015,0,5252,NGO,0,divilSoxiety,NoyPBA,S5150,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200i2010,0,MNCMNCHNutrifi8g,2,2,hNCHNINIT,tealthpersonnelfevelo9hwnt,v5100,0,Resopnsive,Uncored0reAPP,0,12281,0,Dy240,6927367.941883456,0,0.30290803568063096,0,5252,NGO,0,CifilSociery,NoyPBA,S5q50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092o10,0,hNsMbCHNutrition,2,2,MbCHNINIT,Malariaconrr0l,B51p0,0,Rssponsige,UjdodedPreAPP,0,12262,0,D5e40,12646231.245905234,0,0.024299075518117302,0,5252,NGO,0,C7vioSociety,NoyPBA,S5350,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20p92010,0,kjCMNCHNutriti9n,2,2,MNvHNINIT,Heqlthpersonheidevellpmegt,Bt100,0,Responaiv3,UncoderPreA9P,0,12281,0,D5340,19624906.966458403,0,0.3868216248023508,0,5252,NGO,0,CicilSociett,N9tPBA,S5150,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
10092010,0,jNCMNCuNutr7tion,2,2,jNCHNINIT,Maiarizcontrol,B5200,0,Rrsponsiv4,Unc9dedPgeAPP,0,12262,0,D52e0,33509851.42331315,0,0.3076552860226546,0,5252,NGO,0,C7vilSoxiety,hotPBA,S6250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092020,0,MNCMNdHNut5itipn,2,2,MNCHNIhIT,Healthpersogmeldevepopmejh,B4100,0,4eaponsive,UncocedPreAPo,0,12281,0,D52t0,17902983.024917882,0,0.3103572440347764,0,5252,NGO,0,vivilSoviety,NotlBA,S52r0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20o92010,0,hNCkNCHNjtrition,2,2,MNCHNIgIT,Malariaconftol,B5q00,0,eesponside,incodedPreAPo,0,12262,0,Dy240,71494623.6524396,0,0.7007014907114758,0,5252,NGO,0,CivklS8ciety,NotoBA,S5260,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20091010,0,MNCMNCtNu5ritioh,2,2,MNCHNINjT,Heaptgpersonneidevelipmebt,B510o,0,Rezpohsive,UncowddPreAPP,0,12281,0,D5340,19336819.18198254,0,0.07780694572384347,0,5252,NGO,0,Civilqosiety,NotPfA,S5150,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
w0092010,0,jjCMNCyNutrition,2,2,MNCHNINIr,nalariacongrol,B5109,0,3esponside,UhcodrdPreAPP,0,12262,0,Dr240,13795378.105239235,0,0.41088513574683005,0,5252,NGO,0,CivulSociwty,N8tPBA,S52r0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092o10,0,MNCMgCHNuy3ition,2,2,MNsHNINIT,Healthp4reonneldecelopj3nt,B5w00,0,5fsponsive,UncodedoreAPl,0,12281,0,Dy240,32152844.25761774,0,0.05721217351920793,0,5252,NGO,0,vigilSociety,NotoBA,S525o,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092p10,0,MNCngfHNutrition,2,2,MmCHNINIT,Mxiariacontrol,B4100,0,4esoonsive,UndofedPreAPP,0,12262,0,e5240,35528015.71833062,0,0.4523339706767172,0,5252,NGO,0,CivipSosiety,NotlBA,S525o,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
29092010,0,MNCMbCHNuhrution,2,2,MNCjNINIT,jealttpegsonneodevelopmeng,B4100,0,e4sponsive,UjcodedPr3APP,0,12281,0,s5240,9554114.15397266,0,0.7861078599435858,0,5252,NGO,0,Civilelciety,NotPfA,S5q50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2o092010,0,MNCMNCHgufritjon,2,2,MNCHjINIT,Mala4iaconteol,B5109,0,3esponsiv2,jbcodedPreAPP,0,12262,0,D52r0,10541735.467467237,0,0.043477653939328315,0,5252,NGO,0,CivilSockett,NotPfA,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
e0092010,0,MNChNCHNugrltion,2,2,MNdHNINIT,Hewlth9ersonbfldevelolment,B510o,0,Resp8bsive,UnvodevPreAPP,0,12281,0,D5249,57540009.7881749,0,0.030713421502243543,0,5252,NGO,0,CivilSocidtj,Not9BA,S5q50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2o092010,0,MNCMjCHgutrituon,2,2,MNCHNINI5,Malxrkacontrol,B4100,0,Resp9nsice,UncodeePrewPP,0,12262,0,D5249,2401071.253069816,0,0.013582861426690435,0,5252,NGO,0,Civilw9ciety,Not0BA,w5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20082010,0,nNCMNfuNutrition,2,2,MNCHbINIT,Healthlersonn4lveveio0ment,B5q00,0,Respknsife,Uncoded9rezPP,0,12281,0,D4240,4811179.275442755,0,0.10705288369755502,0,5252,NGO,0,Covilzociety,NotPnA,S52y0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20992010,0,MNCMNvHN6rrition,2,2,MhCHNINIT,jalariacont4ol,B51p0,0,Resoonsife,UncleedPreAPP,0,12262,0,D5140,22635941.477494262,0,0.09919873893622697,0,5252,NGO,0,CicilSkciety,NotPBz,d5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200920q0,0,MjCjNCHNu4rition,2,2,MNCHNIhIT,Healthpwrsonneldevdlo9nwnt,B51p0,0,Redp9nsive,UncldedPgeAPP,0,12281,0,D52t0,27888182.15832883,0,0.13762712339981428,0,5252,NGO,0,CuvilSoxiety,NotPBq,S525p,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092o10,0,MNCMhCHNutritoin,2,2,MNCHNINI6,Maoariacojtrol,B5190,0,Reqlonsive,Uncosed9reAPP,0,12262,0,D4240,57865548.99151402,0,0.3529676789733089,0,5252,NGO,0,CiciiSociety,botPBA,S5e50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2o092010,0,MbCMmCHNutritjon,2,2,hNCHNINIT,Heakthpersonndldefelopnemt,B6100,0,Rrsponqive,Uncoded9reAP0,0,12281,0,D524o,33687589.61542582,0,0.5473461887573382,0,5252,NGO,0,CivikSociet5,NotPhA,S52t0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092019,0,MNCMjCHNut4itipn,2,2,MgCHNINIT,Mala5iacontgol,Bt100,0,Respoms9ve,UncodrdPreA9P,0,12262,0,D4240,47496962.85416485,0,0.605753700058576,0,5252,NGO,0,C7vilSociery,motPBA,S5q50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200920q0,0,MNCMNxHNytrihion,2,2,MNdHNINIT,Healthperdonnelrevelolnrnt,B6100,0,Res0insive,Uncoded9reAP0,0,12281,0,e5240,4463037.658398628,0,0.523461008038886,0,5252,NGO,0,Civioaociety,NoyPBA,S5w50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092o10,0,MbChNCHNutr9tion,2,2,MNCHNImIT,Malarixckntrol,B5190,0,Reslons8ve,Unv0dedPreAPP,0,12262,0,D5q40,9460979.009774828,0,0.5211438285687563,0,5252,NGO,0,CivioSoc9ety,Not9BA,z5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20992010,0,MbCMNsHNutririon,2,2,MNsHNINIT,Hdalthperzonnfpdevelooment,B510o,0,twsponsive,Unc0dedPreAP0,0,12281,0,D5140,7469657.375472566,0,0.0930739491956841,0,5252,NGO,0,C7vioSociety,NofPBA,S6250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
w0092010,0,MNdMNCjNutfition,2,2,nNCHNINIT,Malariac0ntgol,B5200,0,Redpogsive,hncodwdPreAPP,0,12262,0,D5140,14713918.454059543,0,0.2867064506218918,0,5252,NGO,0,CivilSocieyt,No5PBA,S52t0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20o92010,0,MNCMNCHN6rgition,2,2,MNdHNINIT,ywalthpwrs9nndldevelopment,B5109,0,Respins7ve,Uncod4dPresPP,0,12281,0,D5249,55796822.025180876,0,0.28987381812428065,0,5252,NGO,0,CivilSlfiety,NktPBA,S52t0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092019,0,MmCMNCHNutgitiin,2,2,MNCHNINuT,Malariaxlntrol,B510o,0,Reslonsige,UncodefPr2APP,0,12262,0,D6240,20030043.220431954,0,0.43762550552310553,0,5252,NGO,0,CivilSociwt6,Not0BA,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20992010,0,MNCMgCHNutriy7on,2,2,MNCnNINIT,Hewltgpersonneidegelo0ment,B5q00,0,tesponside,Umc9dedPreAPP,0,12281,0,D5250,22615845.943150792,0,0.43416945481553565,0,5252,NGO,0,CifilS8ciety,NotPfA,S5150,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
10092010,0,MNCMNCbNutrigikn,2,2,MNCHbINIT,nakariacontrol,v5100,0,Rexpojsive,UjcosedPreAPP,0,12262,0,D52r0,10032985.745745132,0,0.09697570939265751,0,5252,NGO,0,CivilS0cie6y,NktPBA,S5260,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20082010,0,kNCMhCHNutrktion,2,2,MNCHNINuT,Hezlfh0eraonnrldevelopment,B510p,0,gesponsife,Uncoded0geAPP,0,12281,0,D524o,10846938.858431956,0,0.33162900116142413,0,5252,NGO,0,CiviiSociett,NotlBA,S52y0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2p092010,0,MNCMgfHNut4ition,2,2,MbCHNINIT,Malariacogtrok,B5200,0,Resp0nsjve,UnvodedPresPP,0,12262,0,D5w40,23775822.73587585,0,0.4651974769339745,0,5252,NGO,0,CivilSocuetj,NltPBA,S525o,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092o10,0,MNCMNCgNufritlon,2,2,MNCmNINIT,gwalthpersknneldefelophent,g5100,0,Reqponsife,Unc0dedPdeAPP,0,12281,0,r5240,23365985.427949354,0,0.5706443650527248,0,5252,NGO,0,CigilSoxiety,hotPBA,Sr250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20002010,0,MNCMNCuN6tritioj,2,2,MmCHNINIT,Malariscontr9l,B5w00,0,Responauve,UncocedPreA0P,0,12262,0,D4240,845081.4974495936,0,0.14975897440022426,0,5252,NGO,0,CovilSocifty,NktPBA,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092910,0,MNCMNCHhy6rition,2,2,MNCHNINI6,H2althpersonneld4vei9pmegt,B5200,0,Resoonsove,Unv8dedPreAPP,0,12281,0,D5249,32156361.261544026,0,0.15259159705901923,0,5252,NGO,0,xivilzociety,NptPBA,S52r0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092020,0,nNCMmxHNutrition,2,2,jNCHNINIT,halarizcontrol,B510p,0,R3spogsive,UncocesPreAPP,0,12262,0,f5240,48871777.13432362,0,0.21686890400651734,0,5252,NGO,0,CivilSocueth,NotPgA,S52t0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20082010,0,MNCMNvHNutfiti0n,2,2,jNCHNINIT,tealyhpersonneodeveiopkent,B51o0,0,Reslonxive,UjcodedPreAP0,0,12281,0,Dy240,4556709.116753416,0,0.023584657721067798,0,5252,NGO,0,CivilSocuet6,Not9BA,c5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20002010,0,MNsMNCHjutritlon,2,2,jNCHNINIT,Malar7xcontrol,B510p,0,Rssp0nsive,UncodeslreAPP,0,12262,0,D6240,9371114.849346926,0,0.34076134050200224,0,5252,NGO,0,CivilSodie6y,NorPBA,e5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
30092010,0,MmsMNCHNutritiin,2,2,MNCuNINIT,Heaprhlerdonneldevelopmeny,B5190,0,Responsif2,Unc8dedPrfAPP,0,12281,0,e5240,52225782.29491461,0,0.45085868464776024,0,5252,NGO,0,CivikSodiety,NktPBA,x5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20091010,0,MNCMjCHNjtritioj,2,2,MNCHN7NIT,Malsriacohtrol,B5200,0,4esp9nsive,UncosecPreAPP,0,12262,0,D5249,8877583.324655587,0,0.5129816873691445,0,5252,NGO,0,CivjpSociety,N8tPBA,c5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20082010,0,MNCMNCyNh4rition,2,2,MNCHNuNIT,Health0e3sinneldeveli0ment,v5100,0,Resoojsive,UncodedPreA00,0,12281,0,x5240,60517524.6793452,0,0.23023039738091658,0,5252,NGO,0,vivilqociety,motPBA,S5w50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092p10,0,MNCMhCHNutrl6ion,2,2,MNCHNINIh,Malwriackntrol,B5200,0,Responeivr,Uncod4rPreAPP,0,12262,0,v5240,6897636.642928315,0,0.3536742082350407,0,5252,NGO,0,Civileociet5,NltPBA,S5q50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20992010,0,MNCMNCHN6yrktion,2,2,MNCHNINI5,Healthpeesonnelddvelp9msnt,B6100,0,desponsivd,UncodedPrsAoP,0,12281,0,Dt240,14835815.915129846,0,0.5112422316589111,0,5252,NGO,0,CuvilSoviety,NptPBA,Sr250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200920w0,0,MNCMjCHNu6ritipn,2,2,MNCnNINIT,Malxriackntrol,B5200,0,Rssp8nsive,UncodewPr3APP,0,12262,0,x5240,26149685.808429297,0,0.015665038186184338,0,5252,NGO,0,CifilSoxiety,NotPvA,Sy250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20992010,0,MNChNCHNhtrit7on,2,2,MNdHNINIT,Healthpersihneld4vel8oment,n5100,0,Reslojsive,UnckdsdPreAPP,0,12281,0,D5w40,39085402.03821918,0,0.14818689799710302,0,5252,NGO,0,CivilSovieth,NotPBx,S52t0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
29092010,0,MNCMNfHNutdirion,2,2,MNCHNIhIT,Malariaxontdol,B51o0,0,Res0onsiv3,UnsodeePreAPP,0,12262,0,r5240,15415759.332710547,0,0.5125637494940289,0,5252,NGO,0,CovilSocoety,motPBA,S5350,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200i2010,0,MNChNCHNhtri5ion,2,2,MNCHNIN7T,Heakthlersknneldecdlopment,Bt100,0,Resp8nsiv2,UndodewPreAPP,0,12281,0,D5230,46181048.058032215,0,0.021610365567392514,0,5252,NGO,0,CjbilSociety,NotPvA,St250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092p10,0,MNCMNCbjutrihion,2,2,MNdHNINIT,Maparuacontrol,B510p,0,tesponsige,Uncod3dPresPP,0,12262,0,D6240,58864345.776647165,0,0.7762236717581045,0,5252,NGO,0,CivilS8cifty,NoyPBA,S52y0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092o10,0,hNChgCHNutrition,2,2,MbCHNINIT,Healthpersongeldevflopmfjf,Br100,0,Resoohsive,UncodedlrexPP,0,12281,0,D5249,14688980.077623326,0,0.2704415540480192,0,5252,NGO,0,C8gilSociety,NotPBq,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009e010,0,MNCMNCgNufritipn,2,2,MNCHNIhIT,Malatkacontrol,v5100,0,Responsics,UncodedPdeqPP,0,12262,0,w5240,20641123.834977645,0,0.5209838293490643,0,5252,NGO,0,CjvilSociwty,motPBA,S525o,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2o092010,0,MNCMNCyNufriti9n,2,2,MNCmNINIT,Healthpersonneldebekopmdg6,B4100,0,Responsibd,UncodsdPreqPP,0,12281,0,D6240,10442123.49176008,0,0.4165957638481331,0,5252,NGO,0,Civ8lSociet6,NotPBs,x5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200920w0,0,hNCMNvHNutritioh,2,2,MNfHNINIT,Malariaconfrok,B5190,0,Recponside,UncocedPr2APP,0,12262,0,D6240,8702959.310325915,0,0.597458897021099,0,5252,NGO,0,CivilSofuety,NoyPBA,Sy250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009201o,0,MNCMNCgmuhrition,2,2,MNCHNINIr,Hwxlthpfdsonneldevelopmenr,B51o0,0,Reqpondive,kgcodedPreAPP,0,12281,0,D5e40,19565659.05693991,0,0.20773462149570193,0,5252,NGO,0,divilwociety,NptPBA,St250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20093010,0,MNCMNCHjjtrit8on,2,2,MNCHbINIT,Makqriacontrol,By100,0,tespomsive,Uncod3dPrfAPP,0,12262,0,D5340,28796728.758560646,0,0.20698303160320744,0,5252,NGO,0,CivilSlcie5y,No6PBA,z5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200920w0,0,nNCkNCHgutrition,2,2,MNCHNIjIT,Hsakthpersonneidevelo9hent,B51p0,0,Recponsige,UncodedPr2APo,0,12281,0,D6240,22255412.89688004,0,0.5121028806664968,0,5252,NGO,0,CivilSocue4y,NotlBA,S5260,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200i2010,0,MhCMNCHNutri6ikn,2,2,MNCHNINI5,Malatiaconrrol,B51o0,0,3esoonsive,UbcodwdPreAPP,0,12262,0,D4240,22343250.742660075,0,0.053431276800004895,0,5252,NGO,0,CivolSocirty,NotPvA,S5q50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
e0092010,0,nNCnNdHNutrition,2,2,MmCHNINIT,Heaiyhperconn4ldevelopmejt,Bt100,0,Res0ojsive,UhcodedP5eAPP,0,12281,0,Dt240,41334555.31524207,0,0.41029751828892347,0,5252,NGO,0,Cicilaociety,No6PBA,S5q50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200i2010,0,hNCMNsHmutrition,2,2,MNCHNINkT,Malar9acon4rol,n5100,0,Rrcponsive,7ncodsdPreAPP,0,12262,0,D52t0,5771387.636188306,0,0.13653892595820127,0,5252,NGO,0,Civ9lS9ciety,N0tPBA,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
q0092010,0,MNCMhxHNuteition,2,2,MNCHNIN9T,Hwalthpersonnelfevelkpmegg,B5190,0,Responcife,yncodedPreAP0,0,12281,0,D524p,7550517.559080828,0,0.07482528417491105,0,5252,NGO,0,C9vilxociety,NltPBA,x5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092p10,0,MNCMNdHNutri6oon,2,2,MNCHN9NIT,Malar7acintrol,f5100,0,Reqponsige,UncodedPr4A0P,0,12262,0,D5140,11925591.684624461,0,0.4471043864706875,0,5252,NGO,0,djvilSociety,NotoBA,S525o,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009q010,0,kNCMhCHNuttition,2,2,MNCHNINkT,H2alyhperx9nneldevellpment,B510o,0,fespons7ve,UnvodedPfeAPP,0,12281,0,Dy240,15215920.78519266,0,0.330727739873539,0,5252,NGO,0,CivipSociery,NotlBA,S5350,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200i2010,0,MjChNCHNutr7tion,2,2,MjCHNINIT,Malariaxontrok,B510p,0,Responsjv4,UnfodedPeeAPP,0,12262,0,D524o,26747395.097848892,0,1.0495637818286592,0,5252,NGO,0,CivilSodiet5,NotPvA,d5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009e010,0,MhCMNCHNutrit8om,2,2,MNCnNINIT,neaktjpersonnelwevelopnent,g5100,0,Redponqive,UbcodedPeeAPP,0,12281,0,D52e0,17989147.704001855,0,0.5510591009158008,0,5252,NGO,0,CivilSocid6y,NotPBw,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
