assay_id,tissue_id,src_id,assay_tissue,doc_id,assay_subcellular_fraction,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
5309,2107.0,1,Liver,4397,Microsomes,Percent of the parent compound remaining after 20 mins incubation with human liver microsomes,A,,,Homo sapiens,9606.0,,
5310,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice blood upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,10095.0,,
5311,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice blood upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,10095.0,,
5312,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice brain upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,10095.0,,
5313,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice brain upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,10095.0,,
5314,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,10095.0,,
5315,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,,Mus sp.,10095.0,,
5316,,1,,6058,,Compound tested for growth inhibition of renal cancer cell line 786-0,F,,,Homo sapiens,9606.0,,786-0
5317,,1,,17708,,Compound was tested for 50% growth inhibition against human renal cancer 786-0 cell line,F,,,Homo sapiens,9606.0,,786-0
5318,,1,,14017,,Concentration which reduced cell growth to 50 % of level against 786-0 renal cancer line,F,,,Homo sapiens,9606.0,,786-0
5319,,1,,16818,,"Percent growth of NCI cell line, renal: 786-0 exposed for 48 hr at 10e-4 concentration",F,,,Homo sapiens,9606.0,,786-0
5320,,1,,16818,,"Percent growth of NCI cell line, renal: 786-0 exposed for 48 hr at 10e-6 concentration",F,,,Homo sapiens,9606.0,,786-0
5321,,1,,16818,,"Percent growth of NCI cell line, renal: 786-0 exposed for 48 hr at 10e-8 concentration",F,,,Homo sapiens,9606.0,,786-0
5322,,1,,11970,,Tested for cytotoxicity against 786-0 cell lines in renal cancer,F,,,Homo sapiens,9606.0,,786-0
5323,,1,,12400,,Tested in vitro for cytotoxicity in 786-0 cell line of Renal cancer,F,,,Homo sapiens,9606.0,,786-0
5324,,1,,12888,,Cytotoxic effect on renal cancer line 786-0,F,,,Homo sapiens,9606.0,,786-0
5325,,1,,15300,,In vitro antitumor activity against Renal cancer 786-0 cell lines by 6-day assay,F,,,Homo sapiens,9606.0,,786-0
5326,,1,,14769,,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),F,,,Homo sapiens,9606.0,,786-0
5327,,1,,15895,,"Cytotoxicity against NCI tumor panel, 786-0 renal cancer cell line",F,,,Homo sapiens,9606.0,,786-0
5328,,1,,17376,,Concentration of compound that cause 50% cytotoxicity of 786-0 renal cancer cell line,F,,,Homo sapiens,9606.0,,786-0
5329,,1,,14882,,Compound was tested for antitumor activity against 786-0 renal cancer cell line(molar concentration that inhibits 50% net cell growth).,F,,,Homo sapiens,9606.0,,786-0
5330,,1,,14882,,Compound was tested for antitumor activity against 786-0 renal cancer cell line(molar concentration leading to 50% net cell death),F,,,Homo sapiens,9606.0,,786-0
5331,,1,,15176,,Growth inhibition of the 786-O Renal cancer cell line for 2-day in vitro assay.,F,,,Homo sapiens,9606.0,,786-0
5332,,1,,12696,,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,F,,,Homo sapiens,9606.0,,786-0
5333,,1,,2496,,The compound was tested in vitro for cytotoxic activity against 786-O cell line (human perirenal carcinoma),F,,,Homo sapiens,9606.0,,786-0
5334,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells having only 3-5% antigen expression,F,,,Homo sapiens,9606.0,,791T cell line
5335,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells having only 3-5% antigen expression (49% inhibition achieved at 100 micro g/mL),F,,,Homo sapiens,9606.0,,791T cell line
5336,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells having only 3-5% antigen expression; <20% inhibition achieved,F,,,Homo sapiens,9606.0,,791T cell line
5337,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H1: MSR-33),F,,,Homo sapiens,9606.0,,791T cell line
5338,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H2: MSR-26),F,,,Homo sapiens,9606.0,,791T cell line
5339,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate AH1.11 (Type H3: MSR-28); <20% inhibition achieved,F,,,Homo sapiens,9606.0,,791T cell line
5340,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H1: MSR-33),F,,,Homo sapiens,9606.0,,791T cell line
5341,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H2: MSR-26),F,,,Homo sapiens,9606.0,,791T cell line
5342,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H2: MSR-26) (less than 20% inhibition achieved),F,,,Homo sapiens,9606.0,,791T cell line
5343,,1,,11831,,Tested for cytotoxicity against antigen positive 791T osteosarcoma cells of conjugate H1.11 (Type H3: MSR-28); <20% inhibition achieved,F,,,Homo sapiens,9606.0,,791T cell line
5344,,1,,12782,,Growth inhibitory concentration against tumor cells in culture renal cancer 796-0 cell line,F,,,Homo sapiens,9606.0,,786-0
5345,,1,,1229,,In vitro anticancer activity against 8 NCI CNS cancer cell lines; inactive,F,,,,,,
5346,,1,,15313,,Inhibition of cell growth in drug resistant 8226 myeloma cell line,F,,,Homo sapiens,9606.0,,RPMI-8226
5347,,1,,15313,,Inhibition of cell growth in drug sensitive 8226 myeloma cell line,F,,,Homo sapiens,9606.0,,RPMI-8226
5348,,1,,11544,,In vitro inhibition of tumor cell growth in the human myeloma 8226 system.,F,,,Homo sapiens,9606.0,,RPMI-8226
5349,,1,,9424,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,,Homo sapiens,9606.0,,RPMI-8226
5350,,1,,9424,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,,Homo sapiens,9606.0,,RPMI-8226
5351,,1,,9424,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5352,,1,,9424,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5353,,1,,9424,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5354,,1,,9424,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5355,,1,,9424,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5356,,1,,9424,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5357,,1,,9424,,Effect on DNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5358,,1,,14769,,Compound was evaluated for in vitro activity against A498 kidney cell lines (Human tumor cells ),F,,,Homo sapiens,9606.0,,A498
5359,,1,,15354,,Compound was tested for the growth inhibition of A498 renal tumor cell line,F,,,Homo sapiens,9606.0,,A498
5360,,1,,17445,,In vitro cytotoxicity against human tumor A498 cell line (renal cancer),F,,,Homo sapiens,9606.0,,A498
5361,,1,,4337,,In vitro inhibitory concentration against renal cancer cell line A498,F,,,Homo sapiens,9606.0,,A498
5362,,1,,15277,,Cytotoxicity against A 498 tumor cell line,F,,,Homo sapiens,9606.0,,A498
5363,,1,,4812,,In vitro antitumor activity against A498 human cancer cell line,F,,,Homo sapiens,9606.0,,A498
5364,,1,,4812,,In vitro antitumor activity against A498 human cancer cell line (Data from NCI-screening),F,,,Homo sapiens,9606.0,,A498
5365,,1,,4995,,Inhibitory dose required against A498 human tumor cell lines,F,,,Homo sapiens,9606.0,,A498
5366,,1,,5847,,Anticancer activity against one renal cancer (A498 cell line),F,,,Homo sapiens,9606.0,,A498
5367,,1,,6557,,In vitro cytotoxicity against melanoma A498 cell line,F,,,Homo sapiens,9606.0,,A498
5368,,1,,2597,,Compound was tested for growth inhibitory activity against A498 cell line,F,,,Homo sapiens,9606.0,,A498
5369,,1,,6058,,Compound tested for growth inhibition of renal cancer cell line A498,F,,,Homo sapiens,9606.0,,A498
5370,,1,,17708,,Compound was tested for 50% growth inhibition against human renal cancer A498 cell line,F,,,Homo sapiens,9606.0,,A498
5371,,1,,15176,,Growth inhibition of the A498 Renal cancer cell line for 2-day in vitro assay.,F,,,Homo sapiens,9606.0,,A498
5372,,1,,15300,,In vitro antitumor activity against Renal cancer A498 cell lines by 6-day assay,F,,,Homo sapiens,9606.0,,A498
5373,,1,,11970,,Tested for cytotoxicity against A498 cell lines in renal cancer,F,,,Homo sapiens,9606.0,,A498
5374,,1,,12400,,Tested in vitro for cytotoxicity in A498 cell line of Renal cancer,F,,,Homo sapiens,9606.0,,A498
5375,,1,,12888,,Cytotoxic effect on renal cancer lines A498,F,,,Homo sapiens,9606.0,,A498
5376,,1,,3030,,Antitumor activity was evaluated for reduction of growth of renal cancer (A498) cells at a concentration of 100 uM,F,,,Homo sapiens,9606.0,,A498
5377,,1,,14769,,Compound was evaluated for in vitro activity against A498 kidney cell lines (Human tumor cells ),F,,,Homo sapiens,9606.0,,A498
5378,,1,,17376,,Concentration of compound that cause 50% cytotoxicity of A498 renal cancer cell line,F,,,Homo sapiens,9606.0,,A498
5379,,1,,16558,,Growth inhibitory activity against A498-2LM human solid tumor cell line using MTT assay,F,,,Homo sapiens,9606.0,,A498
5380,,1,,5194,,Cytotoxicity against human kidney carcinoma cell lines A4982LM,F,,,Homo sapiens,9606.0,,A498
5381,,1,,10708,,Evaluated for the inhibitory concentration required to cause growth inhibition of A498Rem- renal cell line using the MTT Cytotoxicity Assay,F,,,Homo sapiens,9606.0,,A498
5382,,1,,16880,,Antiproliferative activity in vitro against A549 (human non-small lung carcinoma) cell line.,F,,,Homo sapiens,9606.0,,A549
5383,,1,,10196,,Antitumor activity against A549 human lung carcinoma cell line,F,,,Homo sapiens,9606.0,,A549
5384,,1,,10196,,Antitumor activity against A549 human lung carcinoma cell line in experiment 1,F,,,Homo sapiens,9606.0,,A549
5385,,1,,10196,,Antitumor activity against A549 human lung carcinoma cell line in experiment 2,F,,,Homo sapiens,9606.0,,A549
5386,,1,,12083,,"Concentration required to inhibit tumor growth in A549, human lung carcinoma (NSCLC) cell line",F,,,Homo sapiens,9606.0,,A549
5387,,1,,16464,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay,F,,,Homo sapiens,9606.0,,A549
5388,,1,,16464,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,,,Homo sapiens,9606.0,,A549
5389,,1,,16470,,In vitro cytotoxic activity against human lung A549 cell line,F,,,Homo sapiens,9606.0,,A549
5390,,1,,16470,,In vitro cytotoxic activity against human lung A549 cell line ( standard deviation in parenthesis),F,,,Homo sapiens,9606.0,,A549
5391,,1,,16470,,In vitro cytotoxic activity against human lung A549 cell line),F,,,Homo sapiens,9606.0,,A549
5392,,1,,16470,,In vitro cytotoxic activity against human lung A549 cell line;NT is not tested,F,,,Homo sapiens,9606.0,,A549
5393,,1,,16582,,In vitro cytotoxicity against human non small-cell-lung cell line A549.,F,,,Homo sapiens,9606.0,,A549
5394,,1,,15935,,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors",F,,,Homo sapiens,9606.0,,A549
5395,,1,,15935,,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors in folate deficient medium",F,,,Homo sapiens,9606.0,,A549
5396,,1,,16597,,Inhibition of A549 human lung carcinoma cell proliferation,F,,,Homo sapiens,9606.0,,A549
5397,,1,,17376,,Inhibitory activity against A549 lung adenocarcinoma cell line,F,,,Homo sapiens,9606.0,,A549
5398,,1,,16496,,Inhibitory concentration required to reduce A549 tumor cell growth by 50% in MTT assay,F,,,Homo sapiens,9606.0,,A549
5399,,1,,16152,,in vitro anticancer activity against cultured A549 human tumor(lung) cell line,F,,,Homo sapiens,9606.0,,A549
5400,,1,,16152,,in vitro inhibition of tumor cell growth in cultured A549 human tumor cell line,F,,,Homo sapiens,9606.0,,A549
5401,,1,,16464,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,,,Homo sapiens,9606.0,,A549
5402,,1,,2288,,Cytotoxicity was evaluated against A549 non-small cell lung carcinoma human cancer cell line,F,,,Homo sapiens,9606.0,,A549
5403,,1,,17350,,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,F,,,Homo sapiens,9606.0,,A549
5404,,1,,4090,,Inhibition of A549 cancer cell proliferation,F,,,Homo sapiens,9606.0,,A549
5405,,1,,4090,,Inhibition of A549 cancer cell proliferation (Not tested),F,,,Homo sapiens,9606.0,,A549
5406,,1,,17350,,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,F,,,Homo sapiens,9606.0,,A549
5407,,1,,4197,,In vitro inhibitory concentration required against human lung A549 carcinoma cells proliferation,F,,,Homo sapiens,9606.0,,A549
5408,,1,,17072,,Antiproliferative potency determined as inhibitory concentration against A549 cells,F,,,Homo sapiens,9606.0,,A549
5409,,1,,17072,,Percent assembly of bovine brain tubulin induced by compound at 10 uM versus that caused by 10 uM paclitaxel,F,,,Homo sapiens,9606.0,,A549
5410,,1,,5194,,Cytotoxicity against Renal cell lines A549 was determined,F,,,Homo sapiens,9606.0,,A549
5411,,1,,4257,,Area under curve was determined in dog after a 3 mg/kg of oral dose,A,,,Canis lupus familiaris,9615.0,,
5412,,1,,6123,,Area under curve was determined in dog after oral administration at 1 mg/kg,A,,,Canis lupus familiaris,9615.0,,
5413,,1,,1337,,Area under curve was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,,,Canis lupus familiaris,9615.0,,
5414,,1,,1337,,Area under curve was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,,,Canis lupus familiaris,9615.0,,
5415,,1,,8833,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-2 mins),A,,,Canis lupus familiaris,9615.0,,
5416,,1,,8833,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-5 mins),A,,,Canis lupus familiaris,9615.0,,
5417,,1,,8833,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of (0-15 mins),A,,,Canis lupus familiaris,9615.0,,
5418,,1,,8833,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of( 0-120 mins),A,,,Canis lupus familiaris,9615.0,,
5419,1969.0,1,Plasma,17657,,Area under plasma concentration time curve in dog upon oral administration,A,,,Canis lupus familiaris,9615.0,,
5420,1969.0,1,Plasma,17650,,Area under plasma concentration time curve was measured in dogs after an oral dose of 10 uM/kg,A,,,Canis lupus familiaris,9615.0,,
5421,,1,,1977,,Area under the curve for compound was evaluated in dog at a dose of 10 mg/kg.,A,,,Canis lupus familiaris,9615.0,,
5422,,1,,1977,,Area under the curve for compound was evaluated in dog at a dose of 20 mg/kg.,A,,,Canis lupus familiaris,9615.0,,
5423,,1,,3132,,Area under the curve for the compound was obtained when tested in dog,A,,,Canis lupus familiaris,9615.0,,
5424,,1,,5473,,Area under the curve at a dose of 1 mg/kg,A,,,Canis lupus familiaris,9615.0,,
5425,,1,,5474,,Area under the curve at a dose of 1 mg/kg (oral),A,,,Canis lupus familiaris,9615.0,,
5426,,1,,5474,,Area under the curve at i.v. dose of 0.2 mg/kg,A,,,Canis lupus familiaris,9615.0,,
5427,,1,,6062,,Area under the curve was measured in dog after an iv dose of 1 mg/kg,A,,,Canis lupus familiaris,9615.0,,
5428,,1,,4709,,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in dog,A,,,Canis lupus familiaris,9615.0,,
5429,,1,,2652,,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 1 mpk perorally,A,,,Canis lupus familiaris,9615.0,,
5430,,1,,2652,,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 5 mpk perorally,A,,,Canis lupus familiaris,9615.0,,
5431,,1,,2877,,Compound was evaluated for area under the curve in dog blood.,A,,,Canis lupus familiaris,9615.0,,
5432,,1,,5444,,In vivo area under curve was calculated by peroral administration at 1 mg/kg in fasted dog,A,,,Canis lupus familiaris,9615.0,,
5433,1969.0,1,Plasma,5130,,AUC in dog after oral dose (1 mg/kg),A,,,Canis lupus familiaris,9615.0,,
5434,,1,,6265,,Pharmacokinetic (PK) property (AUC) was determined in dog at the single oral dose of 1 mg/kg,A,,,Canis lupus familiaris,9615.0,,
5435,,1,,4657,,"Pharmacokinetic data in dogs at dose of 1 mg/kg perorally, and the area under curve (AUC) was reported.",A,,,Canis lupus familiaris,9615.0,,
5436,,1,,16367,,Pharmacokinetic parameter AUC after intravenous administration to dogs,A,,,Canis lupus familiaris,9615.0,,
5437,,1,,16367,,Pharmacokinetic parameter AUC after oral administration to dogs,A,,,Canis lupus familiaris,9615.0,,
5438,,1,,9579,,Pharmacokinetic parameter AUC was determined in dog after oral administration of 17b,A,,,Canis lupus familiaris,9615.0,,
5439,,1,,9579,,Pharmacokinetic parameter AUC was determined in dog after oral administration of 2b,A,,,Canis lupus familiaris,9615.0,,
5440,,1,,5983,,Pharmacokinetic property (AUC) was measured in dog at the dose of 0.032 mg/kg p.o.,A,,,Canis lupus familiaris,9615.0,,
5441,,1,,6241,,Pharmacokinetic property in dogs after oral administration at 1 mg/kg,A,,,Canis lupus familiaris,9615.0,,
5442,,1,,5313,,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog",A,,,Canis lupus familiaris,9615.0,,
5443,,1,,5313,,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog at dosage of 10 mpk",A,,,Canis lupus familiaris,9615.0,,
5444,,1,,6642,,Oral AUCN in dog ( (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,,,Canis lupus familiaris,9615.0,,
5445,,1,,6642,,Oral AUCN in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,,,Canis lupus familiaris,9615.0,,
5446,,1,,6641,,Oral AUCN in dog (dosed at 0.5 mpk iv ),A,,,Canis lupus familiaris,9615.0,,
5447,,1,,6642,,Oral AUCN in dog (dosed at 0.5 mpk iv ),A,,,Canis lupus familiaris,9615.0,,
5448,,1,,17791,,Compound was evaluated for oral bioavailability in dog; 90-100,A,,,Canis lupus familiaris,9615.0,,
5449,,1,,17655,,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay,A,,,Canis lupus familiaris,9615.0,,
5450,,1,,17655,,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay; Not determined,A,,,Canis lupus familiaris,9615.0,,
5451,,1,,6596,,PAPP (membrane permeability) in dog kidney cell monolayer assay,A,,,Canis lupus familiaris,9615.0,,
5452,,1,,3880,,Oral bioavailability in dog,A,,,Canis lupus familiaris,9615.0,,
5453,,1,,16367,,Bioavailability administered orally at a dose of 10 mg/kg to dogs,A,,,Canis lupus familiaris,9615.0,,
5454,1969.0,1,Plasma,17409,,Plasma protein binding towards dog plasma at 10 uM,A,,,Canis lupus familiaris,9615.0,,
5455,1969.0,1,Plasma,17409,,Plasma protein binding towards dog plasma at 100 uM,A,,,Canis lupus familiaris,9615.0,,
5456,,1,,2959,,Bioavailability in dog (dose 4 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,9615.0,,
5457,,1,,13501,,Bioavailability was determined after oral administration of compound 18 at a dose of 2 mg/kg to dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5458,,1,,4527,,Bioavailability by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,,
5459,,1,,15145,,Bioavailability in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,
5460,,1,,4219,,Bioavailability,A,In vivo,,Canis lupus familiaris,9615.0,,
5461,,1,,17538,,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,,
5462,,1,,17538,,Bioavailability in dog after po administration at a dose of 10 mg/kg; nd is not determined,A,In vivo,,Canis lupus familiaris,9615.0,,
5463,,1,,1466,,Bioavailability in dog (dose 10.0 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,9615.0,,
5464,,1,,17650,,Bioavailability was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0,,
5465,,1,,3132,,Bioavailability was obtained by the comparison of AUC of intravenous dosing and AUC of oral dosing in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5466,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,10095.0,,
5467,2107.0,1,Liver,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,10095.0,,
5468,2107.0,1,Liver,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,,Mus sp.,10095.0,,
5469,2107.0,1,Liver,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,10095.0,,
5470,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,10095.0,,
5471,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,10095.0,,
5472,2385.0,1,Muscle tissue,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,10095.0,,
5473,2385.0,1,Muscle tissue,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,,Mus sp.,10095.0,,
5474,2385.0,1,Muscle tissue,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,10095.0,,
5475,2106.0,1,Spleen,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,10095.0,,
5476,2106.0,1,Spleen,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,10095.0,,
5477,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,10095.0,,
5478,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,,Mus sp.,10095.0,,
5479,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,10095.0,,
5480,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,,Mus sp.,10095.0,,
5481,,1,,2413,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,10095.0,,
5482,,1,,17827,,Compound (i.v.) was evaluated for elimination rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5483,2037.0,1,Cerebellum,17827,,Compound (i.v.) was evaluated for elimination rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5484,1870.0,1,Frontal cortex,17827,,Compound (i.v.) was evaluated for elimination rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5485,,1,,17827,,Compound (i.v.) was evaluated for elimination rate constants in jaw bone of rhesus monkeys; NA = not active (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5486,2435.0,1,Striatum,17827,,Compound (i.v.) was evaluated for elimination rate constants in striatum of rhesus monkey (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5487,,1,,17827,,Compound (i.v.) was evaluated for uptake rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5488,2037.0,1,Cerebellum,17827,,Compound (i.v.) was evaluated for uptake rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5489,1870.0,1,Frontal cortex,17827,,Compound (i.v.) was evaluated for uptake rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5490,,1,,17827,,Compound (i.v.) was evaluated for uptake rate constants in jaw bone of rhesus monkey (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5491,2435.0,1,Striatum,17827,,Compound (i.v.) was evaluated for uptake rate constants in striatum of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,9527.0,,
5492,,1,,17791,,Compound was evaluated for oral bioavailability in rats,A,,,Cercopithecidae,9527.0,,
5493,1969.0,1,Plasma,17667,,Maximum concentration of compound found in plasma at 5 mg/kg after oral administration,A,In vivo,,Cercopithecidae,9527.0,,
5494,,1,,17791,,Half life period was evaluated in monkey,A,,,Cercopithecidae,9527.0,,
5495,,1,,110,,Half-life in rhesus monkeys by intravenous administration of dose,A,In vivo,,Cercopithecidae,9527.0,,
5496,1969.0,1,Plasma,5781,,AUC (0-6 hr) after oral administration at 30 mg/kg in ICR mouse,A,,,Mus musculus,10090.0,,
5497,1969.0,1,Plasma,17734,,AUC after intraperitoneal administration of 100 mg/kg in mice,A,,,Mus musculus,10090.0,,
5498,1969.0,1,Plasma,17718,,AUC value was determined after oral administration,A,,,Mus musculus,10090.0,,
5499,,1,,4573,,Area under curve (AUC) determined at a dose 10 mg/kg administered intraperitoneally to mice,A,,,Mus musculus,10090.0,,
5500,,1,,3277,,Area under curve (AUC) was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,,,Mus musculus,10090.0,,
