assays_SASI,assays_CHEI,assays_ASI,assays_BFO,assays_AST,assays_ASSUBCFRAC,assays_VARII,assays_ASTI,assays_ASSTI,assays_ASOR,assays_ASST,assays_Descr,assays_CUB,assays_CONSC,assays_ASCETY,assays_RELT,assays_Ti,assays_TISI,assays_ASSCA,assays_DOI,assays_ASTTY,assays_CI,assays_SI
,CHEMBL631435,13019,BAO_0000218,A,,,,,,,Plasma clearance after intravenous dose of 1 mg/kg,Autocuration,0,,U,22224,,,11954,In vivo,,1
,CHEMBL631436,13020,BAO_0000218,A,,,,,,,Plasma clearance after intravenous dose of 3 mg/kg,Autocuration,0,,U,22224,,,11954,In vivo,,1
,CHEMBL631437,13021,BAO_0000218,A,,,,,,,Plasma clearance after intravenous dose of 3.87 mg/kg,Autocuration,0,,U,22224,,,11954,In vivo,,1
,CHEMBL631438,13022,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance after peroral administration at 10 mpk in Rat,Intermediate,1,,N,50597,,,5669,In vivo,,1
,CHEMBL876431,13023,BAO_0000218,A,,,9544.0,,Macaca mulatta,,Plasma clearance after peroral administration at 10 mpk in Rhesus,Intermediate,1,,N,50797,,,5669,In vivo,,1
,CHEMBL631439,13024,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Plasma clearance after peroral administration at 10 mpk in dog,Intermediate,1,,N,50588,,,5669,In vivo,,1
,CHEMBL631440,13025,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Totla clearance of compound reported after 5 mg/kg i.v. dose in rat,Intermediate,1,,N,50597,,,13662,In vivo,,1
,CHEMBL631441,13026,BAO_0000019,A,,,,,,,Compound was evaluated for physico-chemical property of Critical micellar concentration (CMC),Autocuration,0,,U,22224,,,8272,,,1
,CHEMBL631442,13027,BAO_0000019,A,,,,,,,Critical Micellar concentration was determined,Autocuration,0,,U,22224,,,13410,,,1
,CHEMBL626525,13028,BAO_0000019,A,,,,,,,Critical Micellar concentration of the compound. was determined,Autocuration,0,,U,22224,,,13410,,,1
,CHEMBL627168,13029,BAO_0000019,A,,,,,,,Critical micelle concentration determined from the plots of the fluorescence intensity as a function of compound concentration,Autocuration,0,,U,22224,,,12628,,,1
,CHEMBL875618,13030,BAO_0000019,A,,,,,,,Critical micellar concentration was measured in water by the dye solubilization method,Autocuration,0,,U,22224,,,9675,,,1
,CHEMBL626612,13031,BAO_0000019,B,,,,,,,Hydrolysis turn over determined from the plots of the fluorescence assay quantified by HPLC,Autocuration,0,,U,22224,,,12628,,,1
,CHEMBL626613,13032,BAO_0000019,A,,,,,,,CMR value (relative to BAY K 8644),Autocuration,0,,U,22224,,,12766,,,1
,CHEMBL626614,13033,BAO_0000019,A,,,,,,,Carbamoylating activity was determined,Autocuration,0,,U,22224,,,7849,,,1
,CHEMBL626615,13034,BAO_0000218,A,,,314293.0,,Simiiformes,,Hypotension peak is percentage change from predose baseline pressure observed after intraduodenal dose of 10 mg/kg in monkey,Autocuration,0,,U,22224,,,12187,,,1
,CHEMBL626616,13035,BAO_0000019,A,,,,,,,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:10 at 0.1 to 0.2 degrees Centigrade.,Autocuration,0,,U,22224,,,2040,,,1
,CHEMBL626617,13036,BAO_0000019,A,,,,,,,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:5 at 0.1 to 0.2 degrees Centigrade.,Autocuration,0,,U,22224,,,2040,,,1
,CHEMBL626618,13037,BAO_0000218,A,,,9615.0,Plasma,Canis lupus familiaris,,Clearance from dog plasma after intravenous injection of 1 mg/kg of compound,Intermediate,1,,N,50588,1969.0,,14180,In vivo,,1
,CHEMBL626619,13038,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,Clearance from rat plasma after intravenous injection of 1 mg/kg of compound,Intermediate,1,,N,50597,1969.0,,14180,In vivo,,1
,CHEMBL626620,13039,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,"Clearance rate at 0.46 mg/kg, iv, in dogs",Intermediate,1,,N,50588,,,14474,In vivo,,1
,CHEMBL626621,13040,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Clearance rate at 5.5 mg/kg, iv, in rat",Intermediate,1,,N,50597,,,14474,In vivo,,1
,CHEMBL626622,13041,BAO_0000218,A,,,9541.0,,Macaca fascicularis,,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,Intermediate,1,,N,100710,,,14548,In vivo,,1
,CHEMBL626623,13042,BAO_0000218,A,,,9541.0,,Macaca fascicularis,,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,Intermediate,1,,N,100710,,,14548,In vivo,,1
,CHEMBL626624,13043,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Pharmacokinetic parameter Cl calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,Intermediate,1,,N,50588,,,14548,In vivo,,1
,CHEMBL626625,13044,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Pharmacokinetic parameter Cl calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,Intermediate,1,,N,50597,,,14548,In vivo,,1
,CHEMBL626626,13045,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,Clearance rate constant using isolated perfused rat liver (IPRL) assay,Intermediate,1,,N,50597,2107.0,,6125,Ex vivo,,1
,CHEMBL626627,13046,BAO_0000218,A,,,,,,,Tested for the total clearance of the compound,Autocuration,0,,U,22224,,,6874,In vivo,,1
,CHEMBL626628,13047,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,The clearance was measured in dogs after intravenous administration of 1 mg/kg dose,Intermediate,1,,N,50588,,,15343,In vivo,,1
,CHEMBL626629,13048,BAO_0000218,A,,,,,,,Total body clearance was determined,Autocuration,0,,U,22224,,,6236,In vivo,,1
,CHEMBL626630,13049,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Mean Chlorine excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,Intermediate,1,,N,50597,,,11510,,,1
,CHEMBL626631,13050,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,Intermediate,1,,N,50597,,,11510,,,1
,CHEMBL626632,13051,BAO_0000100,P,,,,,,,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,Autocuration,0,,U,22229,,,8194,,,1
,CHEMBL626633,13052,BAO_0000100,P,,,,,,,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,Autocuration,0,,U,22229,,,8194,,,1
,CHEMBL626634,13053,BAO_0000100,P,,,,,,,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 8.0 hr,Autocuration,0,,U,22229,,,8194,,,1
,CHEMBL626635,13054,BAO_0000100,P,,,,,,,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,Autocuration,0,,U,22229,,,8194,,,1
,CHEMBL626636,13055,BAO_0000100,P,,,,,,,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,Autocuration,0,,U,22229,,,8194,,,1
,CHEMBL626637,13056,BAO_0000100,P,,,,,,,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,Autocuration,0,,U,22229,,,8194,,,1
,CHEMBL626638,13057,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 10.9 uM/Kg/day),Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL626639,13058,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.3 uM/Kg/day,Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL626640,13059,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 23.3 uM/Kg/day,Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL626641,13060,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 4.8 uM/Kg/day,Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL627272,13061,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 9.2 uM/Kg/day,Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL627273,13062,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted uM/Kg/day,Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL627441,13063,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.027 (uM/kg/day),Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL628355,13064,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.27 (uM/kg/day),Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL628356,13065,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 13.3 (uM/kg/day),Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL628357,13066,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.7 (uM/kg/day),Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL628358,13067,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 22.1 (uM/kg/day),Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL622307,13068,BAO_0000218,A,,,4754.0,,Pneumocystis carinii,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 66.3 (uM/kg/day),Intermediate,1,,N,50339,,,13273,,,1
,CHEMBL622527,13069,BAO_0000019,A,,,,,,,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0,Autocuration,0,,U,22224,,,13118,,,1
,CHEMBL622528,13070,BAO_0000019,A,,,,,,,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0; Not detectable,Autocuration,0,,U,22224,,,13118,,,1
,CHEMBL622529,13071,BAO_0000019,A,,,,,,,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4,Autocuration,0,,U,22224,,,13118,,,1
,CHEMBL622992,13072,BAO_0000019,A,,,,,,,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4; Not detectable,Autocuration,0,,U,22224,,,13118,,,1
,CHEMBL622993,13073,BAO_0000019,A,,,,,,,Conversion rate by hydrolysis of compound in plasma after 6 hr. ,Autocuration,0,,U,22224,,,13118,,,1
,CHEMBL622994,13074,BAO_0000019,A,,,,,,,Conversion rate by hydrolysis of compound in plasma after 6 h; Not detectable,Autocuration,0,,U,22224,,,13118,,,1
,CHEMBL622995,13075,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"In vitro rate constant, correlation coefficient for the conversion to progesterone in rat liver homogenate",Intermediate,1,,N,50597,,,10633,,,1
,CHEMBL622996,13076,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"In vitro rate constant, correlation coefficient for the conversion to progesterone in whole rat blood.",Intermediate,1,,N,50597,,,10633,,,1
,CHEMBL622997,13077,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"In vitro rate constant, correlation coefficient for the disappearance in rat liver homogenate",Intermediate,1,,N,50597,,,10633,,,1
,CHEMBL622998,13078,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"In vitro rate constant, correlation coefficient for the disappearance in rat brain homogenate",Intermediate,1,,N,50597,,,10633,,,1
,CHEMBL622999,13079,BAO_0000218,A,,,,,,,Cp max following ip administration at 1 mg/kg,Autocuration,0,,U,22224,,,5767,,,1
,CHEMBL623000,13080,BAO_0000218,A,,,,Plasma,,,Maximum concentration in plasma was reported at 0.5 hour,Autocuration,0,,U,22224,1969.0,,3302,In vivo,,1
,CHEMBL623001,13081,BAO_0000218,A,,,,Plasma,,,Maximum concentration in plasma was reported at 2 hour,Autocuration,0,,U,22224,1969.0,,3302,In vivo,,1
,CHEMBL623002,13082,BAO_0000218,A,,,10090.0,,Mus musculus,,Cellular uptake kinetics of Porphycenes saturation cell level (cs) in SSK3 murine fibrosarcoma cells,Intermediate,1,,N,50594,,,12467,,,1
,CHEMBL623003,13083,BAO_0000100,P,,,,,,,Aqueous solubility in 25 mM N-glycyl-glycine and 10 mM MgSO4 (pH 7.8),Autocuration,0,,U,22229,,,11778,,,1
,CHEMBL623004,13084,BAO_0000019,A,,,,,,,Steady state concentration was evaluated,Autocuration,0,,U,22224,,,4321,,,1
,CHEMBL623005,13085,BAO_0000019,A,,,,,,,Partition coefficient (logP),Autocuration,0,,U,22224,,,14884,,,1
,CHEMBL623006,13086,BAO_0000019,A,,,,,,,Partition coefficient (logD7.4),Autocuration,0,,U,22224,,,15234,,,1
,CHEMBL623007,13087,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,Biodistribution of {18]Fluoro-CGP 12388 (60 minutes post injection) in liver of male wistar rats,Intermediate,1,,N,50597,2107.0,,14198,In vivo,,1
,CHEMBL623008,13088,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in bone of male wistar rats,Intermediate,1,,N,50597,10000001.0,,14198,In vivo,,1
,CHEMBL876654,13089,BAO_0000218,A,,,10116.0,Cerebellum,Rattus norvegicus,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cerebellum of male wistar rats,Intermediate,1,,N,50597,2037.0,,14198,In vivo,,1
,CHEMBL623009,13090,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cortex of male wistar rats,Intermediate,1,,N,50597,,,14198,In vivo,,1
,CHEMBL623010,13091,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in fat of male wistar rats,Intermediate,1,,N,50597,,,14198,In vivo,,1
,CHEMBL623011,13092,BAO_0000218,A,,,10116.0,Heart,Rattus norvegicus,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in heart of male wistar rats,Intermediate,1,,N,50597,948.0,,14198,In vivo,,1
,CHEMBL623012,13093,BAO_0000218,A,,,10116.0,Intestine,Rattus norvegicus,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in intestine of male wistar rats,Intermediate,1,,N,50597,160.0,,14198,In vivo,,1
,CHEMBL623013,13094,BAO_0000019,A,,,,,,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,Autocuration,0,,U,22224,,,8151,,,1
,CHEMBL623014,13095,BAO_0000019,A,,,,,,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,Autocuration,0,,U,22224,,,8151,,,1
,CHEMBL623015,13096,BAO_0000019,A,,,,Urine,,,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 10 mg/Kg,Autocuration,0,,U,22224,1088.0,,8151,,,1
,CHEMBL623016,13097,BAO_0000019,A,,,,Urine,,,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,Autocuration,0,,U,22224,1088.0,,8151,,,1
,CHEMBL624858,13098,BAO_0000019,A,,,,Urine,,,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 25 mg/Kg,Autocuration,0,,U,22224,1088.0,,8151,,,1
,CHEMBL624859,13099,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg.,Intermediate,1,,N,50597,,,8151,,,1
,CHEMBL624860,13100,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,Intermediate,1,,N,50597,,,8151,,,1
,CHEMBL624861,13101,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,Intermediate,1,,N,50597,,,8151,,,1
,CHEMBL624862,13102,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,Intermediate,1,,N,50597,,,8151,,,1
,CHEMBL624863,13103,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg.,Intermediate,1,,N,50597,,,8151,,,1
,CHEMBL876655,13104,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,Intermediate,1,,N,50597,,,8151,,,1
,CHEMBL624864,13105,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL624865,13106,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL624866,13107,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL624867,13108,BAO_0000218,F,,,9615.0,,Canis lupus familiaris,,Salidiuretic activity in dog following i.v. dosing at 5 mg/kg,Expert,1,,N,50588,,,6996,,,1
,CHEMBL624868,13109,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628450,13110,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600- 799,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628451,13111,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628452,13112,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628453,13113,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628454,13114,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; act above 5 mg/kg,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628455,13115,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628456,13116,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628457,13117,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL877505,13118,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-299,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628458,13119,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 250-399,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628459,13120,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628460,13121,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628461,13122,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL628462,13123,BAO_0000218,B,,,,,,,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 16.5 mg/kg",Autocuration,0,,U,22224,,,6996,,,1
,CHEMBL628463,13124,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Compound administered orally at a dose of 1 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,Intermediate,1,,N,50588,,,6996,,,1
,CHEMBL625666,13125,BAO_0000218,F,,,10116.0,,Rattus norvegicus,,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 50 mg/kg",Expert,1,,N,50597,,,6996,,,1
,CHEMBL625667,13126,BAO_0000218,B,,,,,,,Compound administered orally at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,Autocuration,0,,U,22224,,,6996,,,1
,CHEMBL625668,13127,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Compound administered orally at a dose of 81 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,Expert,1,,N,50597,,,6996,,,1
,CHEMBL625669,13128,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Compound administered orally was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,Intermediate,1,,N,50597,,,6996,,,1
,CHEMBL625670,13129,BAO_0000019,A,,,,,,,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry,Autocuration,0,,U,22224,,,7114,,,1
,CHEMBL625671,13130,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry in rat,Intermediate,1,,N,50597,,,7114,,,1
,CHEMBL625672,13131,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 1 mg/kg per day.,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL625673,13132,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL625674,13133,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously.,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL625675,13134,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL627637,13135,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL627638,13136,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered orally.,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL627639,13137,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL627640,13138,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously.,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL627641,13139,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered orally.,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL627642,13140,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL877506,13141,BAO_0000218,A,,,10298.0,,Human herpesvirus 1,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,Intermediate,1,,N,50602,,,8613,,,1
,CHEMBL627275,13142,BAO_0000218,A,,,10090.0,,Mus musculus,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,Intermediate,1,,N,50594,,,8613,,,1
,CHEMBL627643,13143,BAO_0000218,A,,,9669.0,,Mustela putorius furo,,"Average area under curve value dosed at 0.3 mg/kg, iv in ferrets.",Intermediate,1,,N,50506,,,11219,,,1
,CHEMBL631246,13144,BAO_0000218,A,,,9669.0,,Mustela putorius furo,,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",Intermediate,1,,N,50506,,,11219,,,1
,CHEMBL631247,13145,BAO_0000218,A,,,9669.0,,Mustela putorius furo,,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",Intermediate,1,,N,50506,,,11219,,,1
