ASSI,ASSORGA,CUB,CHEI,CI,ASSCA,T,TII,ASSTY,VAI,Descri,ASSSUBCEFR,RELT,CONFSCO,SI,SRASSI,BAFO
1621,Oryctolagus cuniculus,Autocuration,CHEMBL616646,,,105,,F,,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,H,8,1,,BAO_0000019
1622,Oryctolagus cuniculus,Expert,CHEMBL616647,,,105,,F,,Tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,H,8,1,,BAO_0000019
1623,,Autocuration,CHEMBL616509,,,105,,B,,Affinity at 5-hydroxytryptamine 1D receptor (For sumatriptan = Ki (nM)-12+/-1.9),,H,8,1,,BAO_0000357
1624,,Autocuration,CHEMBL616510,,,105,,B,,Affinity at 5-hydroxytryptamine 1D receptor from calf caudate using [3H]5-HT as radioligand (For sumatriptan = Ki(nM)-12+/-1.9),,H,8,1,,BAO_0000357
1625,,Autocuration,CHEMBL616511,,,105,,B,,Binding affinity against calf caudate 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1626,Bos taurus,Expert,CHEMBL616512,,,105,,B,,Inhibitory activity against 5-hydroxytryptamine 1D receptor subtype,,H,8,1,,BAO_0000357
1627,Bos taurus,Autocuration,CHEMBL616513,,,105,,B,,Inhibitory concentration required against 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT,,H,8,1,,BAO_0000357
1628,Bos taurus,Autocuration,CHEMBL616514,,,105,2435.0,B,,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,H,8,1,,BAO_0000019
1629,Bos taurus,Expert,CHEMBL616515,,,105,,B,,Ability to bind to 5-hydroxytryptamine 1D receptor of calf substantia nigra,,H,8,1,,BAO_0000357
1630,Bos taurus,Autocuration,CHEMBL616516,,,105,,B,,Binding affinity against 5-hydroxytryptamine 1D receptor in calf caudate homogenates.,,H,8,1,,BAO_0000019
1631,Bos taurus,Autocuration,CHEMBL616517,,,105,,B,,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,H,8,1,,BAO_0000357
1632,Bos taurus,Autocuration,CHEMBL616518,,,105,,B,,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,H,8,1,,BAO_0000357
1633,Bos taurus,Autocuration,CHEMBL616519,,,105,,B,,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,H,8,1,,BAO_0000357
1634,Bos taurus,Autocuration,CHEMBL616520,,,105,,B,,Inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,H,8,1,,BAO_0000357
1635,Bos taurus,Autocuration,CHEMBL616521,,,105,,B,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand,,H,8,1,,BAO_0000357
1636,Bos taurus,Autocuration,CHEMBL616522,,,105,,B,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand; NT means not tested,,H,8,1,,BAO_0000357
1637,Bos taurus,Autocuration,CHEMBL884531,,,105,,B,,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,,H,8,1,,BAO_0000357
1638,Bos taurus,Autocuration,CHEMBL616523,,,105,,B,,Binding affinity towards 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand,,H,8,1,,BAO_0000357
1639,Bos taurus,Autocuration,CHEMBL616731,,,105,2435.0,B,,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,H,8,1,,BAO_0000019
1640,Bos taurus,Autocuration,CHEMBL616732,,,105,,B,,Binding affinity was determined against 5-hydroxytryptamine 1D receptor in bovine caudate homogenate,,H,8,1,,BAO_0000019
1641,Bos taurus,Autocuration,CHEMBL616733,,,105,,B,,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT,,H,8,1,,BAO_0000357
1642,Bos taurus,Autocuration,CHEMBL616734,,,105,,B,,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,,H,8,1,,BAO_0000357
1643,Bos taurus,Autocuration,CHEMBL616735,,,105,,B,,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP,,H,8,1,,BAO_0000249
1644,Bos taurus,Autocuration,CHEMBL616736,,,105,,B,,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP; Not determined,,H,8,1,,BAO_0000249
1645,Bos taurus,Expert,CHEMBL616737,,,105,,F,,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,H,8,1,,BAO_0000019
1646,Bos taurus,Autocuration,CHEMBL616738,,,105,,B,,Affinity pKi for 5-hydroxytryptamine 1D receptor was measured in calf caudate homogenate,,H,8,1,,BAO_0000019
1647,Bos taurus,Expert,CHEMBL616739,,,105,,F,,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,H,8,1,,BAO_0000019
1648,Bos taurus,Expert,CHEMBL616740,,,105,,F,,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,H,8,1,,BAO_0000019
1649,Bos taurus,Expert,CHEMBL616741,,,105,,F,,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,H,8,1,,BAO_0000019
1650,Gorilla gorilla,Autocuration,CHEMBL616742,722.0,,105,,B,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1D receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,,H,8,1,,BAO_0000219
1651,Cavia porcellus,Intermediate,CHEMBL616743,,,105570,,B,,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra,,D,9,1,,BAO_0000019
1652,Cavia porcellus,Intermediate,CHEMBL616744,,,105570,,B,,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra; NT means not tested,,D,9,1,,BAO_0000019
1653,Cavia porcellus,Intermediate,CHEMBL616745,,,105570,,F,,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptor by the agonist GR-46611,,D,9,1,,BAO_0000019
1654,Cavia porcellus,Intermediate,CHEMBL616746,,,105570,,F,,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,D,9,1,,BAO_0000019
1655,Cavia porcellus,Intermediate,CHEMBL616747,,,105570,,F,,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611; range is 2-9,,D,9,1,,BAO_0000019
1656,Cavia porcellus,Intermediate,CHEMBL616748,,,105570,,F,,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-0.4,,D,9,1,,BAO_0000019
1657,Cavia porcellus,Intermediate,CHEMBL616648,,,105570,,F,,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-1.2,,D,9,1,,BAO_0000019
1658,Cavia porcellus,Intermediate,CHEMBL616649,,,105570,,B,,Binding affinity against 5-hydroxytryptamine 1D receptor,,D,9,1,,BAO_0000357
1659,Cavia porcellus,Intermediate,CHEMBL616650,,,105570,,B,,Binding affinity towards guinea pig 5-hydroxytryptamine 1D receptor was determined,,D,9,1,,BAO_0000357
1660,Cavia porcellus,Intermediate,CHEMBL616651,,,105570,,F,,Compound at 3 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,D,9,1,,BAO_0000218
1661,Cavia porcellus,Intermediate,CHEMBL616652,,,105570,,F,,Compound at 45 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,D,9,1,,BAO_0000218
1662,Cavia porcellus,Intermediate,CHEMBL616653,,,105570,,F,,Compound at 50 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,D,9,1,,BAO_0000218
1663,Cavia porcellus,Intermediate,CHEMBL616654,,,105570,,F,,Compound at oral dose of 45 mg/kg was tested for percent inhibition against 5-hydroxytryptamine 1D receptor causes hypothermia in guinea pig,,D,9,1,,BAO_0000218
1664,Cavia porcellus,Intermediate,CHEMBL616655,,,105570,,B,,Binding affinity of 5-hydroxytryptamine 1D receptor using [3H]-8-HT in guinea pig cortex,,D,9,1,,BAO_0000019
1665,Cavia porcellus,Intermediate,CHEMBL616656,,,105570,,B,,Binding affinity against guinea pig 5-hydroxytryptamine 1D receptor,,D,9,1,,BAO_0000357
1666,Cavia porcellus,Autocuration,CHEMBL616657,,,105,,B,,Binding affinity was determined against 5-hydroxytryptamine 4 receptor using [125I]SB 207710 as radioligand from piglet hippocampal membranes,,H,8,1,,BAO_0000019
1667,Cavia porcellus,Intermediate,CHEMBL616658,,,105570,2435.0,B,,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor in guinea-pig striatum in presence of BMY-7378 and mesulergine,,D,9,1,,BAO_0000357
1668,Cavia porcellus,Intermediate,CHEMBL616659,,,105570,,B,,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of guinea pig substantia nigra,,D,9,1,,BAO_0000357
1669,,Autocuration,CHEMBL616660,,,51,,B,,Binding affinity against 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1670,,Autocuration,CHEMBL616661,,,106,,B,,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta,,H,8,1,,BAO_0000357
1671,,Expert,CHEMBL616662,,,105,,F,,Maximum stimulation of [35S]GTP gamma-S binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000019
1672,,Autocuration,CHEMBL616663,,,105,,F,,Ability to inhibit forskolin-stimulated adenylate cyclase in a cell line expressing human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000019
1673,,Autocuration,CHEMBL616664,,,105,,F,,Ability to inhibit forskolin-stimulated adenylate cyclase activity in Chinese hamster ovary (CHO) stable cell lines expressing human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000019
1674,Homo sapiens,Expert,CHEMBL881820,449.0,,105,,F,,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing 5-hydroxytryptamine 1D receptor",,D,9,1,,BAO_0000219
1675,,Autocuration,CHEMBL616665,449.0,,105,,F,,"Compound was evaluated for the stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor.",,H,8,1,,BAO_0000219
1676,,Expert,CHEMBL616666,449.0,,105,,B,,Agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000219
1677,,Autocuration,CHEMBL616667,449.0,,105,,B,,Compound was tested for measuring agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000219
1678,,Expert,CHEMBL616668,449.0,,105,,F,,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",,H,8,1,,BAO_0000219
1679,Homo sapiens,Expert,CHEMBL616669,449.0,,105,,F,,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",,D,9,1,,BAO_0000219
1680,,Expert,CHEMBL617040,449.0,,105,,F,,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the human 5-hydroxytryptamine 1D receptor.",,H,8,1,,BAO_0000219
1681,,Autocuration,CHEMBL617041,449.0,,105,,F,,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor",,H,8,1,,BAO_0000219
1682,,Expert,CHEMBL617042,449.0,,105,,F,,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor.",,H,8,1,,BAO_0000219
1683,,Expert,CHEMBL617043,449.0,,105,,F,,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor",,H,8,1,,BAO_0000219
1684,,Autocuration,CHEMBL617044,,,105,,F,,Compound was evaluated for its agonistic activity on 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000019
1685,,Expert,CHEMBL617045,449.0,,105,,F,,Measurement of agonist-induced [35S]-GTP gamma-S binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000219
1686,Homo sapiens,Expert,CHEMBL617046,449.0,,105,,F,,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",,D,9,1,,BAO_0000219
1687,Homo sapiens,Expert,CHEMBL617047,449.0,,105,,F,,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",,D,9,1,,BAO_0000219
1688,,Expert,CHEMBL617048,,,105,,F,,"Efficacy was evaluated relative to human 5-hydroxytryptamine 1D receptor using [35S]GTP-gamma-S, as radioligand",,H,8,1,,BAO_0000019
1689,,Autocuration,CHEMBL616897,,,105,,F,,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor.",,H,8,1,,BAO_0000019
1690,Homo sapiens,Expert,CHEMBL616898,,,105,,F,,"Maximum stimulation of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1D receptor relative to 5-HT",,D,9,1,,BAO_0000019
1691,Homo sapiens,Expert,CHEMBL858201,449.0,,105,,F,,Percent efficacy relative to 5-HT treatment of CHO cells expressing 5-HT 1d receptor,,D,9,1,,BAO_0000219
1692,,Autocuration,CHEMBL616899,,,105,,F,,Intrinsic activity for 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000019
1693,,Autocuration,CHEMBL616900,,,105,,B,,Ability to displace [3H]- -5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in chinese hamster cells (CHO cells),,H,8,1,,BAO_0000219
1694,,Expert,CHEMBL616901,449.0,,105,,B,,Ability to displace [3H]-5-HT from recombinant human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells determined in vitro,,H,8,1,,BAO_0000219
1695,,Autocuration,CHEMBL616902,,,105,,B,,Affinity of compound towards 5-hydroxytryptamine 1D receptor was evaluated using radioligand binding technique,,H,8,1,,BAO_0000357
1696,Homo sapiens,Expert,CHEMBL616903,449.0,,105,,B,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,D,9,1,,BAO_0000219
1697,,Expert,CHEMBL616904,449.0,,105,,B,,Binding affinity by displacement to human cloned 5-hydroxytryptamine 1D receptor in CHO cells by [3H]5-HT displacement.,,H,8,1,,BAO_0000219
1698,,Autocuration,CHEMBL616905,,,105,,B,,Compound was evaluated for the affinity at 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1699,,Expert,CHEMBL616906,449.0,,105,,B,,Binding affinity at human cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells by [3H]5-HT displacement.,,H,8,1,,BAO_0000219
1700,,Expert,CHEMBL616907,449.0,,105,,B,,Displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,,H,8,1,,BAO_0000219
1701,,Expert,CHEMBL616908,449.0,,105,,B,,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,,H,8,1,,BAO_0000219
1702,Homo sapiens,Expert,CHEMBL616909,449.0,,105,,B,,Displacement of [3H]5-HT binding from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,D,9,1,,BAO_0000219
1703,Homo sapiens,Expert,CHEMBL616910,449.0,,105,,B,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,D,9,1,,BAO_0000219
1704,,Expert,CHEMBL616911,449.0,,105,,B,,Displacement of [3H]5-HT binding to the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,,H,8,1,,BAO_0000219
1705,,Expert,CHEMBL616912,449.0,,105,,B,,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,H,8,1,,BAO_0000219
1706,,Autocuration,CHEMBL616913,,,105,,B,,In vitro binding affinity against human 5-hydroxytryptamine 1D receptor at a concentration of 100 (nM),,H,8,1,,BAO_0000357
1707,Homo sapiens,Expert,CHEMBL616914,449.0,,105,,B,,Inhibition of [3H]5-HT binding to human 5-hydroxytryptamine 1D receptor expressed in CHO cells at 1 uM,,D,9,1,,BAO_0000219
1708,,Autocuration,CHEMBL616915,449.0,,105,,B,,Binding affinity against 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,,H,8,1,,BAO_0000219
1709,,Autocuration,CHEMBL616916,,,105,,B,,Binding affinity for 5-hydroxytryptamine 1D receptor in Cos-7 transfected cell type using [3H]5-CT as radioligand,,H,8,1,,BAO_0000019
1710,Homo sapiens,Expert,CHEMBL616917,,,105,,B,,Binding affinity to cloned human 5-hydroxytryptamine 1D receptor,,D,9,1,,BAO_0000357
1711,,Autocuration,CHEMBL616918,,,105,,B,,"Binding affinity towards 5-HT1D receptor, using [3H]5-HT as radioligand.",,H,8,1,,BAO_0000357
1712,,Expert,CHEMBL616919,,,105,,B,,Binding affinity towards human 5-hydroxytryptamine 1D receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,,H,8,1,,BAO_0000219
1713,,Autocuration,CHEMBL616920,,,105,,B,,Binding affinity towards human 5-hydroxytryptamine 1D receptor was determined using [3H]5-HT as radioligand,,H,8,1,,BAO_0000357
1714,,Autocuration,CHEMBL872914,,,105,,B,,Binding affinity for recombinant human 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand.,,H,8,1,,BAO_0000357
1715,,Autocuration,CHEMBL616921,,,105,,B,,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1D receptor using [3H]-5-CT as radioligand,,H,8,1,,BAO_0000357
1716,,Expert,CHEMBL616922,,,105,,B,,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1717,,Autocuration,CHEMBL616923,,,105,,B,,Binding affinity towards 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1718,,Expert,CHEMBL616924,,,105,,B,,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1719,,Expert,CHEMBL875909,,,105,,B,,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand,,H,8,1,,BAO_0000357
1720,,Autocuration,CHEMBL616925,,,105,,B,,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; Not determined,,H,8,1,,BAO_0000357
1721,,Autocuration,CHEMBL616926,,,105,,B,,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; not determined,,H,8,1,,BAO_0000357
1722,,Autocuration,CHEMBL616927,,,105,,B,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1723,,Expert,CHEMBL616928,485.0,,105,,F,,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1D receptor in CHO-K1 cells,,H,8,1,,BAO_0000219
1724,Homo sapiens,Expert,CHEMBL616929,,,105,,B,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in Chinese hamster ovary cells (CHO cells),,D,9,1,,BAO_0000219
1725,Homo sapiens,Expert,CHEMBL616930,,,105,,B,,In vitro binding affinity to human 5-hydroxytryptamine 1D receptor,,D,9,1,,BAO_0000357
1726,,Expert,CHEMBL616931,,,105,,B,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000019
1727,,Autocuration,CHEMBL616932,,,105,,B,,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,,H,8,1,,BAO_0000357
1728,,Expert,CHEMBL616933,,,105,,B,,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1729,Homo sapiens,Expert,CHEMBL616934,,,105,,B,,Receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor in Cos-7 cells,,D,9,1,,BAO_0000219
1730,Homo sapiens,Expert,CHEMBL616935,,,105,,B,,Binding affinity for human 5-hydroxytryptamine 1D receptor,,D,9,1,,BAO_0000357
1731,,Autocuration,CHEMBL616936,,,105,,B,,The binding affinity towards the 5-hydroxytryptamine 1D receptor; No affinity,,H,8,1,,BAO_0000357
1732,Homo sapiens,Expert,CHEMBL616937,,,105,,B,,Affinity for 5-hydroxytryptamine 1D receptor subtype,,D,9,1,,BAO_0000357
1733,Homo sapiens,Expert,CHEMBL616938,,,105,,B,,Binding affinity for human 5-hydroxytryptamine 1D receptor,,D,9,1,,BAO_0000357
1734,,Autocuration,CHEMBL616939,,,105,,B,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000019
1735,,Expert,CHEMBL616940,,,105,,B,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor; ND means not determined,,H,8,1,,BAO_0000019
1736,Homo sapiens,Expert,CHEMBL616941,,,105,,B,,Binding activity against human 5-hydroxytryptamine 1D receptor; NT means not tested,,D,9,1,,BAO_0000357
1737,,Autocuration,CHEMBL616942,485.0,,105,,B,,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; Not tested,,H,8,1,,BAO_0000219
1738,,Autocuration,CHEMBL616943,485.0,,105,,B,,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; not tested,,H,8,1,,BAO_0000219
1739,,Autocuration,CHEMBL616944,449.0,,104802,,B,,Selectivity towards 5-HT1D and to that of 5-HT1B in CHO cells,,H,4,1,,BAO_0000219
1740,,Autocuration,CHEMBL616945,,,105,,F,,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by the 5-HT",,H,8,1,,BAO_0000019
1741,,Autocuration,CHEMBL616946,,,105,,B,,Binding activity radioligand.,,H,8,1,,BAO_0000357
1742,,Autocuration,CHEMBL616947,,,105,,B,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,,H,8,1,,BAO_0000019
1743,,Expert,CHEMBL616948,485.0,,105,,B,,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000219
1744,,Autocuration,CHEMBL616851,,,105,,B,,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1745,,Autocuration,CHEMBL616852,,,105,,B,,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1746,,Autocuration,CHEMBL616853,,,105,,B,,Measured as -log Ka on 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1747,Homo sapiens,Expert,CHEMBL616854,,,105,,B,,Binding activity against human 5-hydroxytryptamine 1D receptor,,D,9,1,,BAO_0000357
1748,Homo sapiens,Expert,CHEMBL616855,449.0,,105,,B,,Binding affinity to human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,,D,9,1,,BAO_0000219
1749,,Autocuration,CHEMBL616856,449.0,,105,,B,,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]-5-HT as radioligand.,,H,8,1,,BAO_0000219
1750,,Autocuration,CHEMBL616857,449.0,,105,,B,,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,H,8,1,,BAO_0000219
1751,,Autocuration,CHEMBL616858,,,105,,B,,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1752,,Autocuration,CHEMBL616859,449.0,,105,,B,,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand.,,H,8,1,,BAO_0000219
1753,,Autocuration,CHEMBL616860,449.0,,105,,B,,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]-5-HT as radioligand.;ND means no data.,,H,8,1,,BAO_0000219
1754,,Autocuration,CHEMBL616861,722.0,,105,,B,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,,H,8,1,,BAO_0000219
1755,,Autocuration,CHEMBL616541,722.0,,105,,B,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,,H,8,1,,BAO_0000219
1756,,Autocuration,CHEMBL616542,722.0,,105,,B,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand; Not determined,,H,8,1,,BAO_0000219
1757,,Autocuration,CHEMBL616543,449.0,,105,,B,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as the radioligand,,H,8,1,,BAO_0000219
1758,Homo sapiens,Expert,CHEMBL616544,,,105,,B,,Binding affinity for human 5-hydroxytryptamine 1D receptor,,D,9,1,,BAO_0000357
1759,,Autocuration,CHEMBL616545,449.0,,105,,B,,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,,H,8,1,,BAO_0000219
1760,,Autocuration,CHEMBL616546,,,105,,B,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,,H,8,1,,BAO_0000357
1761,,Autocuration,CHEMBL616547,449.0,,105,,B,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,,H,8,1,,BAO_0000219
1762,,Autocuration,CHEMBL616548,449.0,,105,,B,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",,H,8,1,,BAO_0000219
1763,,Expert,CHEMBL616549,,,105,,F,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,,H,8,1,,BAO_0000019
1764,,Expert,CHEMBL616550,,,105,,F,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,,H,8,1,,BAO_0000019
1765,,Autocuration,CHEMBL857066,,,108,,B,,Binding affinity against 5-HT2C receptor,,H,8,1,,BAO_0000357
1766,,Autocuration,CHEMBL616551,,,108,,B,,Binding affinity against 5-hydroxytryptamine 1D receptor,,H,8,1,,BAO_0000357
1767,,Autocuration,CHEMBL616552,,,10577,,B,,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,,H,8,1,,BAO_0000357
