Fiscal year,Participatory development and good governance,Climate change adaptation (marker),CFLI (marker),Project number,Continent ID,Division ID,Organisation sub-class,Branch ID,Status,Continent name,Project Browser country ID,Organisation type,Children issues (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),Gender equality (marker),FSTC percent,ICT as a tool for development (marker),Bilateral aid (international marker),Enviromental sustainability (marker),IRTC percent,Sector percent,Sector name,Fund centre name,Regional program (marker),Section ID,PBA type,CIDA business delivery model (old),Branch name,Urban issues (marker),Organisation ID,Biodiversity (marker),Indigenous issues (marker),CountryRegion ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),Programming process (new),Climate change mitigation (marker),Desertification (marker),Trade development (marker)
2009/2010,0,0,0,M012500001,5,D5430,IFI,B5100,Terminating,Europe,RO,Foreign Non-Profit Making,0,0,1150000.0,0,1.0,0,1,0,0.0,0.3,Mineral/mining policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1001306,0,0,5,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,1150000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012500001,5,D5430,IFI,B5100,Terminating,Europe,RU,Foreign Non-Profit Making,0,0,1150000.0,0,1.0,0,1,0,0.0,0.7,Anti-corruption organisations and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1001306,0,0,5,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,1150000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012500001,5,D5430,IFI,B5100,Terminating,Europe,RU,Foreign Non-Profit Making,0,0,1150000.0,0,1.0,0,1,0,0.0,0.3,Mineral/mining policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1001306,0,0,5,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,1150000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012500001,5,D5430,IFI,B5100,Terminating,Europe,SI,Foreign Non-Profit Making,0,0,1150000.0,0,1.0,0,1,0,0.0,0.7,Anti-corruption organisations and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1001306,0,0,5,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,1150000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012500001,5,D5430,IFI,B5100,Terminating,Europe,SI,Foreign Non-Profit Making,0,0,1150000.0,0,1.0,0,1,0,0.0,0.3,Mineral/mining policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1001306,0,0,5,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,1150000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012500001,5,D5430,IFI,B5100,Terminating,Europe,SK,Foreign Non-Profit Making,0,0,1150000.0,0,1.0,0,1,0,0.0,0.7,Anti-corruption organisations and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1001306,0,0,5,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,1150000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012500001,5,D5430,IFI,B5100,Terminating,Europe,SK,Foreign Non-Profit Making,0,0,1150000.0,0,1.0,0,1,0,0.0,0.3,Mineral/mining policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1001306,0,0,5,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,1150000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012500001,5,D5430,IFI,B5100,Terminating,Europe,UA,Foreign Non-Profit Making,0,0,1150000.0,0,1.0,0,1,0,0.0,0.7,Anti-corruption organisations and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1001306,0,0,5,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,1150000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012500001,5,D5430,IFI,B5100,Terminating,Europe,UA,Foreign Non-Profit Making,0,0,1150000.0,0,1.0,0,1,0,0.0,0.3,Mineral/mining policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1001306,0,0,5,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,1150000.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,M012526001,2,D5301,ASSOCIATIONS,B5100,Closed,Africa,X1,Foreign Non-Profit Making,0,0,669600.0,0,1.0,0,1,0,0.0,1.0,"Civilian peace-building, conflict prevention and resolution",*Peace Building Fund,0,S5302,Not PBA,Responsive,MFM Global Issues and Development,0,1008171,0,0,X1,MHDInternational Humanitarian Assistance,*Peace Building Fund Section,5302,669600.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012530001,2,D5301,SPECIALIZED INSTITUTE,B5100,Closed,Africa,X1,Canadian Non-Profit Making,0,0,6000000.0,1,0.0,0,1,0,0.0,1.0,"Civilian peace-building, conflict prevention and resolution",MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1005526,0,0,X1,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012530001,1,D5301,SPECIALIZED INSTITUTE,B5100,Closed,America,X2,Canadian Non-Profit Making,0,0,6000000.0,1,0.0,0,1,0,0.0,1.0,"Civilian peace-building, conflict prevention and resolution",MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1005526,0,0,X2,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012530001,3,D5301,SPECIALIZED INSTITUTE,B5100,Closed,Asia,X3,Canadian Non-Profit Making,0,0,6000000.0,1,0.0,0,1,0,0.0,1.0,"Civilian peace-building, conflict prevention and resolution",MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1005526,0,0,X3,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012530001,5,D5301,SPECIALIZED INSTITUTE,B5100,Closed,Europe,X4,Canadian Non-Profit Making,0,0,6000000.0,1,0.0,0,1,0,0.0,1.0,"Civilian peace-building, conflict prevention and resolution",MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1005526,0,0,X4,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012562001,2,D5301,NGO,B5100,Closed,Africa,X1,Canadian Non-Profit Making,0,0,1286668.71,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHI Non-Food INIT,0,S5320,Not PBA,Responsive,MFM Global Issues and Development,0,1000821,0,0,X1,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,1286668.71,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012562001,1,D5301,NGO,B5100,Closed,America,X2,Canadian Non-Profit Making,0,0,1286668.71,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHI Non-Food INIT,0,S5320,Not PBA,Responsive,MFM Global Issues and Development,0,1000821,0,0,X2,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,1286668.71,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012562001,3,D5301,NGO,B5100,Closed,Asia,X3,Canadian Non-Profit Making,0,0,1286668.71,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHI Non-Food INIT,0,S5320,Not PBA,Responsive,MFM Global Issues and Development,0,1000821,0,0,X3,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,1286668.71,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012562001,5,D5301,NGO,B5100,Closed,Europe,X4,Canadian Non-Profit Making,0,0,1286668.71,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHI Non-Food INIT,0,S5320,Not PBA,Responsive,MFM Global Issues and Development,0,1000821,0,0,X4,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,1286668.71,Uncoded: Pre-APP,0,0,0
2009/2010,0,1,0,M012567002,2,D5301,NGO,B5100,Closed,Africa,X1,Canadian Non-Profit Making,0,0,100000000.0,0,0.0,0,1,0,0.0,0.15,Basic nutrition,MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1001876,0,0,X1,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,100000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,1,0,M012567002,2,D5301,NGO,B5100,Closed,Africa,X1,Canadian Non-Profit Making,0,0,100000000.0,0,0.0,0,1,0,0.0,0.85,Emergency food aid,MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1001876,0,0,X1,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,100000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,1,0,M012567002,1,D5301,NGO,B5100,Closed,America,X2,Canadian Non-Profit Making,0,0,100000000.0,0,0.0,0,1,0,0.0,0.15,Basic nutrition,MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1001876,0,0,X2,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,100000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,1,0,M012567002,1,D5301,NGO,B5100,Closed,America,X2,Canadian Non-Profit Making,0,0,100000000.0,0,0.0,0,1,0,0.0,0.85,Emergency food aid,MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1001876,0,0,X2,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,100000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,1,0,M012567002,3,D5301,NGO,B5100,Closed,Asia,X3,Canadian Non-Profit Making,0,0,100000000.0,0,0.0,0,1,0,0.0,0.15,Basic nutrition,MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1001876,0,0,X3,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,100000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,1,0,M012567002,3,D5301,NGO,B5100,Closed,Asia,X3,Canadian Non-Profit Making,0,0,100000000.0,0,0.0,0,1,0,0.0,0.85,Emergency food aid,MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1001876,0,0,X3,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,100000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,1,0,M012567002,5,D5301,NGO,B5100,Closed,Europe,X4,Canadian Non-Profit Making,0,0,100000000.0,0,0.0,0,1,0,0.0,0.15,Basic nutrition,MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1001876,0,0,X4,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,100000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,1,0,M012567002,5,D5301,NGO,B5100,Closed,Europe,X4,Canadian Non-Profit Making,0,0,100000000.0,0,0.0,0,1,0,0.0,0.85,Emergency food aid,MHO Non Food - CORE,0,S5330,Not PBA,Core Funding,MFM Global Issues and Development,0,1001876,0,0,X4,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,100000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012570001,2,D5240,CROWN CORPORATIONS,B5100,Terminating,Africa,X1,Canadian Non-Profit Making,0,0,4000000.0,0,1.0,0,1,0,0.0,1.0,Infectious disease control,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1001363,0,0,X1,MND Health&Nutrition,MNC MNCH & Nutrition,5252,4000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012570001,1,D5240,CROWN CORPORATIONS,B5100,Terminating,America,X2,Canadian Non-Profit Making,0,0,4000000.0,0,1.0,0,1,0,0.0,1.0,Infectious disease control,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1001363,0,0,X2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,4000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012570001,3,D5240,CROWN CORPORATIONS,B5100,Terminating,Asia,X3,Canadian Non-Profit Making,0,0,4000000.0,0,1.0,0,1,0,0.0,1.0,Infectious disease control,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1001363,0,0,X3,MND Health&Nutrition,MNC MNCH & Nutrition,5252,4000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012570001,5,D5240,CROWN CORPORATIONS,B5100,Terminating,Europe,X4,Canadian Non-Profit Making,0,0,4000000.0,0,1.0,0,1,0,0.0,1.0,Infectious disease control,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1001363,0,0,X4,MND Health&Nutrition,MNC MNCH & Nutrition,5252,4000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012576001,2,D5301,NGO,B5100,Terminating,Africa,X1,Foreign Non-Profit Making,0,0,105000.0,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1006660,0,0,X1,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,105000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012576001,1,D5301,NGO,B5100,Terminating,America,X2,Foreign Non-Profit Making,0,0,105000.0,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1006660,0,0,X2,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,105000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012576001,3,D5301,NGO,B5100,Terminating,Asia,X3,Foreign Non-Profit Making,0,0,105000.0,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1006660,0,0,X3,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,105000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012576001,5,D5301,NGO,B5100,Terminating,Europe,X4,Foreign Non-Profit Making,0,0,105000.0,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1006660,0,0,X4,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,105000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012583001,2,D5301,UNITED NATIONS,B5100,Closed,Africa,X1,Foreign Non-Profit Making,0,0,192000000.0,1,0.0,0,0,0,0.0,1.0,Material relief assistance and services,MHI Non-Food INIT,0,S5320,Not PBA,Core Funding,MFM Global Issues and Development,0,1003586,0,0,X1,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,192000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012583001,1,D5301,UNITED NATIONS,B5100,Closed,America,X2,Foreign Non-Profit Making,0,0,192000000.0,1,0.0,0,0,0,0.0,1.0,Material relief assistance and services,MHI Non-Food INIT,0,S5320,Not PBA,Core Funding,MFM Global Issues and Development,0,1003586,0,0,X2,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,192000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012583001,3,D5301,UNITED NATIONS,B5100,Closed,Asia,X3,Foreign Non-Profit Making,0,0,192000000.0,1,0.0,0,0,0,0.0,1.0,Material relief assistance and services,MHI Non-Food INIT,0,S5320,Not PBA,Core Funding,MFM Global Issues and Development,0,1003586,0,0,X3,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,192000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012583001,5,D5301,UNITED NATIONS,B5100,Closed,Europe,X4,Foreign Non-Profit Making,0,0,192000000.0,1,0.0,0,0,0,0.0,1.0,Material relief assistance and services,MHI Non-Food INIT,0,S5320,Not PBA,Core Funding,MFM Global Issues and Development,0,1003586,0,0,X4,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5303,192000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012601001,2,D5301,INTERNATIONAL NGO,B5100,Closed,Africa,X1,Canadian Non-Profit Making,0,0,105000.0,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1014662,0,0,X1,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,105000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012601001,1,D5301,INTERNATIONAL NGO,B5100,Closed,America,X2,Canadian Non-Profit Making,0,0,105000.0,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1014662,0,0,X2,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,105000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012601001,3,D5301,INTERNATIONAL NGO,B5100,Closed,Asia,X3,Canadian Non-Profit Making,0,0,105000.0,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1014662,0,0,X3,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,105000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012601001,5,D5301,INTERNATIONAL NGO,B5100,Closed,Europe,X4,Canadian Non-Profit Making,0,0,105000.0,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1014662,0,0,X4,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,105000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012610001,2,D5301,UNITED NATIONS,B5100,Closed,Africa,ET,Foreign Non-Profit Making,0,0,1209248.76,0,0.0,0,1,0,0.0,1.0,Relief co-ordination; protection and support services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1001721,0,0,ET,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012610001,5,D5301,UNITED NATIONS,B5100,Closed,Europe,IT,Foreign Non-Profit Making,0,0,1209248.76,0,0.0,0,1,0,0.0,1.0,Relief co-ordination; protection and support services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1001721,0,0,IT,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012610001,2,D5301,UNITED NATIONS,B5100,Closed,Africa,MG,Foreign Non-Profit Making,0,0,1209248.76,0,0.0,0,1,0,0.0,1.0,Relief co-ordination; protection and support services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1001721,0,0,MG,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012610001,2,D5301,UNITED NATIONS,B5100,Closed,Africa,MW,Foreign Non-Profit Making,0,0,1209248.76,0,0.0,0,1,0,0.0,1.0,Relief co-ordination; protection and support services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1001721,0,0,MW,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012610001,2,D5301,UNITED NATIONS,B5100,Closed,Africa,TZ,Foreign Non-Profit Making,0,0,1209248.76,0,0.0,0,1,0,0.0,1.0,Relief co-ordination; protection and support services,MHO Non Food - CORE,0,S5330,Not PBA,Responsive,MFM Global Issues and Development,0,1001721,0,0,TZ,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,5311,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012613002,2,D5301,NGO,B5100,Closed,Africa,X1,Canadian Non-Profit Making,0,0,5000.0,0,1.0,0,1,0,0.0,1.0,Removal of land mines and explosive remnants of war,*Peace Building Fund,0,S5302,Not PBA,Responsive,MFM Global Issues and Development,0,1012784,0,0,X1,MHDInternational Humanitarian Assistance,*Peace Building Fund Section,5302,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012613002,1,D5301,NGO,B5100,Closed,America,X2,Canadian Non-Profit Making,0,0,5000.0,0,1.0,0,1,0,0.0,1.0,Removal of land mines and explosive remnants of war,*Peace Building Fund,0,S5302,Not PBA,Responsive,MFM Global Issues and Development,0,1012784,0,0,X2,MHDInternational Humanitarian Assistance,*Peace Building Fund Section,5302,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012613002,3,D5301,NGO,B5100,Closed,Asia,X3,Canadian Non-Profit Making,0,0,5000.0,0,1.0,0,1,0,0.0,1.0,Removal of land mines and explosive remnants of war,*Peace Building Fund,0,S5302,Not PBA,Responsive,MFM Global Issues and Development,0,1012784,0,0,X3,MHDInternational Humanitarian Assistance,*Peace Building Fund Section,5302,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012613002,5,D5301,NGO,B5100,Closed,Europe,X4,Canadian Non-Profit Making,0,0,5000.0,0,1.0,0,1,0,0.0,1.0,Removal of land mines and explosive remnants of war,*Peace Building Fund,0,S5302,Not PBA,Responsive,MFM Global Issues and Development,0,1012784,0,0,X4,MHDInternational Humanitarian Assistance,*Peace Building Fund Section,5302,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012620001,2,D5240,OTHER MULTILATERAL,B5100,Terminating,Africa,X1,Foreign Non-Profit Making,0,0,20000000.0,0,1.0,0,1,0,0.0,1.0,Tuberculosis control,Global Health - INIT,0,S5245,Not PBA,Responsive,MFM Global Issues and Development,0,1011635,0,0,X1,MND Health&Nutrition,MNG Global Health,5247,20000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012620001,3,D5240,OTHER MULTILATERAL,B5100,Terminating,Asia,X3,Foreign Non-Profit Making,0,0,20000000.0,0,1.0,0,1,0,0.0,1.0,Tuberculosis control,Global Health - INIT,0,S5245,Not PBA,Responsive,MFM Global Issues and Development,0,1011635,0,0,X3,MND Health&Nutrition,MNG Global Health,5247,20000000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012647001,1,D5430,UNITED NATIONS,B5100,Terminating,America,HT,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Business support services and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,HT,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,1,D5430,UNITED NATIONS,B5100,Terminating,America,HT,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.6,Trade policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,HT,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,1,D5430,UNITED NATIONS,B5100,Terminating,America,HT,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Trade facilitation,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,HT,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,KI,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Business support services and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,KI,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,KI,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.6,Trade policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,KI,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,KI,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Trade facilitation,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,KI,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,SB,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Business support services and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,SB,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,SB,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.6,Trade policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,SB,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,SB,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Trade facilitation,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,SB,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,TV,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Business support services and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,TV,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
