assay_id,bao_format,relationship_type,tid,assay_strain,confidence_score,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_tissue
13963,BxO000o218,N,50597,,1,12017,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",A,In vivo,,Rattus norvegicus,10116.0,Spleen
13964,BAOpo00218,N,50597,,1,12017,"Biodistribution in uterus / spleen, muscle, lungs of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",A,In vivo,,Rattus norvegicus,10116.0,Spleen
13965,BAO0000w1u,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,A,,,Rattus norvegicus,10116.0,
13966,BAOp000q18,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,A,,,Rattus norvegicus,10116.0,
13967,BA00000318,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,A,,,Rattus norvegicus,10116.0,
13968,BAO000pq18,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,A,,,Rattus norvegicus,10116.0,
13969,BAl0090218,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,A,,,Rattus norvegicus,10116.0,
13970,BAO00o0118,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,A,,,Rattus norvegicus,10116.0,
13971,BAO0op0218,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,A,,,Rattus norvegicus,10116.0,
13972,BxO000p218,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,A,,,Rattus norvegicus,10116.0,
13973,vA80000218,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,A,,,Rattus norvegicus,10116.0,
13974,BAOp0o0218,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,A,,,Rattus norvegicus,10116.0,
13975,BAO000ow18,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,A,,,Rattus norvegicus,10116.0,
13976,fAO00002w8,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,A,,,Rattus norvegicus,10116.0,
13977,gAO000p218,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,A,,,Rattus norvegicus,10116.0,
13978,BAO00002w7,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,A,,,Rattus norvegicus,10116.0,
13979,hAO9000218,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,A,,,Rattus norvegicus,10116.0,
13980,BA00009218,N,50597,,1,11510,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,A,,,Rattus norvegicus,10116.0,
13981,BAl00o0100,U,22229,,0,8362,Octanol:water partition coefficient is evaluated,P,,,,,
13982,vAO0000190,U,22224,,0,8257,Partition coefficient in 1-octanol/water system,P,,,,,
13983,BAO0po0100,U,22224,,0,8257,Partition coefficient in 1-octanol/water system measured using radio active compounds,P,,,,,
13984,gzO0000100,U,22224,,0,9468,Partition coefficient in octanol/water system was determined,P,,,,,
13985,BAk0900100,U,22224,,0,9468,Partition coefficient in octanol/water system was determined using [14C]-labeled compounds.,P,,,,,
13986,BAl00o0019,U,22224,,0,10568,Pseudo-first-order rate constant at pH 10 and 35 degrees Centigrade,A,,,,,
13987,BsO0000010,U,22224,,0,10568,"Pseudo-first-order rate constant at pH 10, micro=0.5, 35 degrees Centigrade",A,,,,,
13988,BAO09p0019,U,22224,,0,15359,Pseudo-first-order rate constant of the compound,A,,,,,
13989,BAO0000oq9,U,22224,,0,15359,Pseudo-first-order rate constant with 1-min time point,A,,,,,
13990,BAp000o019,U,22224,,0,15359,Pseudo-first-order rate constant without 1-min time point,A,,,,,
13991,BAO90000q9,U,22224,,0,10431,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 0.5 mM EDTA,A,,,,,
13992,BAO0000o10,U,22224,,0,10431,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 50 mM EDTA,A,,,,,
13993,BAO0000p1i,U,22224,,0,10431,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 70 mM EDTA,A,,,,,
13994,BAO000o018,U,22224,,0,15704,Rate constants determined using 31P NMR Kinetics experiments at 37 degrees Centigrade,A,,,,,
13995,BAO0000ow9,U,22224,,0,15287,The alkaline hydrolysis second order rate constant(K OH) of the compound,A,,,,,
13996,BAO9090019,U,22224,,0,7516,The efflux rate constant of the compound,A,,,,,
13997,BsO0000o19,U,22224,,0,12973,The reaction rate constant (K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,A,,,,,
13998,BAO0p00018,U,22224,,0,12973,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,A,,,,,
13999,BqO00o0019,U,22224,,0,12973,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,F,,,,,
14000,BAO00o001p,U,22224,,0,12973,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine; ND= not determined,A,,,,,
14001,BqO0009019,U,22224,,0,8696,Association constant was evaluated towards synthetic peptidoglycan analogue Ac2-Lys-D-Ala-D-Ala,A,,,,,
14002,BAO00o9019,U,22224,,0,15052,Equilibrium association (binding) constant interacting with Unilamellar Vesicles of electroneutral DMPC in PBSbuffer at pH 7.4 and 37 C,A,,,,,
14003,BAO00p001o,U,22224,,0,15052,Equilibrium association (binding) constant interacting with Unilamellar Vesicles of negatively charged DMPG in PBS buffer at pH 7.4 and 37 C,A,,,,,
14004,BAk0o00019,U,22224,,0,10503,Evaluated for the mustard reactivity by determining rate constant for hydrolysis of mustard in aqueous acetone (K H),A,,,,,
14005,BAO000po19,U,22224,,0,8354,"Effective biomolecular rate constant at the concentration 0.500 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,
14006,BAO009o019,U,22224,,0,8354,"Effective biomolecular rate constant at the concentration 0.767 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,
14007,hAO00000w9,U,22224,,0,8354,"Effective biomolecular rate constant at the concentration 0.790 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,
14008,hAO0900019,U,22224,,0,8354,"Effective biomolecular rate constant at the concentration 1.00 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,
14009,BA000o0019,U,22224,,0,8354,"Effective biomolecular rate constant in the conditions of 25degreeC,pH 7.6",A,,,,,
14010,BAOo0000q9,U,22224,,0,10503,Evaluated for the mustard reactivity by determining rate constant for alkylation of 4-(4-nitrobenzyl)pyridine using NBP alkylation assay,A,,,,,
14011,vAO0p00019,U,22224,,0,8354,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 0.500 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,
14012,fA90000019,U,22224,,0,8354,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 0.767 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,
14013,BA000000q9,U,22224,,0,8354,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 0.790 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,
14014,BAO00oo019,U,22224,,0,8354,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 1.00 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,
14015,BAO0p002q8,N,50597,,1,13100,Biodistribution in rat lung at 60 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Lung
14016,BAO00op218,N,50597,,1,13100,Biodistribution in rat pons/medulla at 120 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,
14017,BAO0p0o218,N,50597,,1,13100,Biodistribution in rat pons/medulla at 15 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,
14018,hAO00p0218,N,50597,,1,13100,Biodistribution in rat pons/medulla at 240 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,
14019,BAO0p0021u,N,50597,,1,13100,Biodistribution in rat pons/medulla at 30 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,
14020,BAO0o0021o,N,50597,,1,13100,Biodistribution in rat pons/medulla at 360 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,
14021,BA900002q8,N,50597,,1,13100,Biodistribution in rat pons/medulla at 60 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,
14022,BzO00002w8,N,50597,,1,13100,Biodistribution in rat striatum at 120 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Striatum
14023,BAO900021o,N,50597,,1,13100,Biodistribution in rat striatum at 1440 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Striatum
14024,BAO00o021o,N,50597,,1,13100,Biodistribution in rat striatum at 15 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Striatum
14025,BqOo000218,N,50597,,1,13100,Biodistribution in rat striatum at 240 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Striatum
14026,BAO9000228,N,50597,,1,13100,Biodistribution in rat striatum at 30 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Striatum
14027,BAO00001w8,N,50597,,1,13100,Biodistribution in rat striatum at 360 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Striatum
14028,BAO009021o,N,50597,,1,13100,Biodistribution in rat striatum at 3 hr after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Striatum
14029,BAO00002wi,N,50597,,1,13100,Biodistribution in rat striatum at 60 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Striatum
14030,BAO0090318,N,50597,,1,13100,Biodistribution in rat thyroid at 120 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Thyroid gland
14031,BAOo000219,N,50597,,1,13100,Biodistribution in rat thyroid at 1440 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Thyroid gland
14032,BAO00002w7,N,50597,,1,13100,Biodistribution in rat thyroid at 15 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Thyroid gland
14033,gAO0000217,N,50597,,1,13100,Biodistribution in rat thyroid at 240 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Thyroid gland
14034,BsO000o218,N,50597,,1,13100,Biodistribution in rat thyroid at 30 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Thyroid gland
14035,BA800002q8,N,50597,,1,13100,Biodistribution in rat thyroid at 360 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Thyroid gland
14036,nAp0000218,N,50597,,1,13100,Biodistribution in rat thyroid at 60 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Thyroid gland
14037,hAO00002w8,N,50597,,1,13100,Biodistribution in rest of brain of rat 120 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Brain
14038,hAO00002w8,N,50597,,1,13100,Biodistribution in rest of brain of rat at 1440 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Brain
14039,BAOp00p218,N,50597,,1,13100,Biodistribution in rest of brain of rat at 15 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Brain
14040,gAO00002q8,N,50597,,1,13100,Biodistribution in rest of brain of rat at 240 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Brain
14041,BqO0000217,N,50597,,1,13100,Biodistribution in rest of brain of rat at 30 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Brain
14042,BAOp900218,N,50597,,1,13100,Biodistribution in rest of brain of rat at 360 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Brain
14043,BAk000o218,N,50597,,1,13100,Biodistribution in rest of brain of rat at 60 minutes after dose administration.,A,In vivo,,Rattus norvegicus,10116.0,Brain
14044,BAO0909019,U,22224,,0,13331,"Mean rate constant for the hydrolysis of compound in buffers at pH 6.5, at 37 degrees Celsius in incubation mixture - d(A)-d(T) (10:1)",A,,,,,
14045,BAO0o00o19,U,22224,,0,13331,"Mean rate constant for the hydrolysis of compound in buffers at pH 6.5, at 37 degrees Celsius in incubation mixture - d(G)-d(C) (10:1)",A,,,,,
14046,BAp00000q9,U,22224,,0,13331,Mean rate constant for the hydrolysis of compound in buffers at pH 7.4 at 37 degrees Centigrade in incubation mixture - d(A)-d(T) (10:!),A,,,,,
14047,BA800p0019,U,22224,,0,13331,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - 5'-GMP/5'-CMP (1:1)",A,,,,,
14048,fqO0000019,U,22224,,0,13331,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(A)-d(T) (1:1)",A,,,,,
14049,BzO00000q9,U,22224,,0,13331,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(G)-d(C) (10:1)",A,,,,,
14050,BwO0000o19,U,22224,,0,13331,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(G)-d(C) (1:1)",A,,,,,
14051,BAO00090q9,U,22224,,0,13331,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(G)-d(T) (10:1)",A,,,,,
14052,nAO0000318,N,50597,,1,10086,Mean urine volume excretion in conscious rats at a dose of 0.3 mg/kg given orally,A,,,Rattus norvegicus,10116.0,Urine
14053,BzO0000e18,U,22224,,0,10086,Mean urine volume excretion in conscious rats at a dose of 0.3 mg/kg given orally,F,,,,,Urine
14054,BwO0900218,N,50597,,1,10086,Mean urine volume excretion in conscious rats at a dose of 1.0 mg/kg given orally,A,,,Rattus norvegicus,10116.0,Urine
14055,BAi0000e18,U,22224,,0,10086,Mean urine volume excretion in conscious rats at a dose of 1.0 mg/kg given orally,F,,,,,Urine
14056,BqO000p218,N,50597,,1,10086,Mean urine volume excretion in conscious rats at a dose of 10 mg/kg given orally,A,,,Rattus norvegicus,10116.0,Urine
14057,BAi000021o,N,50597,,1,10086,Mean urine volume excretion in conscious rats at a dose of 100 mg/kg given orally,A,,,Rattus norvegicus,10116.0,Urine
14058,nwO0000218,N,50597,,1,10086,Mean urine volume excretion in conscious rats at a dose of 3.0 mg/kg given orally,A,,,Rattus norvegicus,10116.0,Urine
14059,BAk0900218,N,50597,,1,10086,Mean urine volume excretion in conscious rats at a dose of 30 mg/kg given orally,A,,,Rattus norvegicus,10116.0,Urine
14060,hAO0900218,N,50597,,1,13248,In vitro metabolic stability of the test compound was evaluated after incubation in the presence of freshly isolated rat hepatocytes,A,,,Rattus norvegicus,10116.0,
14061,nAO00p0218,N,50597,,1,13248,In vitro metabolic stability of the test compound was evaluated after incubation in the presence of freshly isolated rat hepatocytes; NA= Not tested,A,,,Rattus norvegicus,10116.0,
14062,BAl0o00218,N,50587,,1,14527,In vitro metabolism in human liver microsomes,A,,,Homo sapiens,9606.0,Liver
14063,BAO00p021i,N,50587,,1,3008,Metabolism (NADH oxidation) by recombinant human NAD(P)H: quinone oxidoreductase (NQO1) is evaluated.,A,,,Homo sapiens,9606.0,
14064,BAOp00021i,N,50588,,1,12582,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 9.06 uM/Kg of drug,A,,,Canis lupus familiaris,9615.0,Urine
14065,BA90900218,N,50588,,1,12582,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 9.6 uM/Kg of drug,A,,,Canis lupus familiaris,9615.0,Urine
14066,BAO9p00218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after intravenous administration of 7.94 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14067,BsO0p00218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 0 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14068,BAO90o0218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 1.01 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14069,BzO000021u,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 1.13 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14070,BAO00001q8,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 10.1 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14071,BxO0000228,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 102 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14072,BAl00002w8,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 105 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14073,BsO00p0218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 11.3 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14074,hAOp000218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 113 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14075,Bwk0000218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 19.5 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14076,BwO0000318,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 195 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14077,Bxp0000218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 21.7 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14078,BA8p000218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 217 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14079,BAO9p00218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 23.9 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14080,BAOo900218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 239 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14081,nAO0p00218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 24.9 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14082,BAi0000228,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 249 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14083,BAO000921i,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 25.9 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14084,BAi0000118,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 259 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14085,BxO9000218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 26.5 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14086,BAOo090218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 265 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14087,BAO0p00217,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 27 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14088,BAO00o02w8,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 27.9 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14089,nAO0009218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 270 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14090,BAl00002w8,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 279 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14091,Bsl0000218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.2 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14092,BAO09o0218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.22 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14093,gAO0000118,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.9 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14094,BAi000o218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 282 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14095,BAk9000218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 289 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14096,hAOp000218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 3.40 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14097,BA90900218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 3.76 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14098,BwO0000q18,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 30.2 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14099,BAO90o0218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 302 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14100,BAO0o002q8,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 31.6 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14101,BAO0000w28,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 316 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14102,BAO00p021i,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 32.4 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14103,BAO00o0118,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 324 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14104,BAO0900w18,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.0 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14105,BAp0009218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.1 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14106,BAO00p0228,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.8 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14107,BzO0000q18,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 341 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14108,Bsl0000218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 348 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14109,BAO9o00218,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 37.6 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14110,BzO0000228,N,50597,,1,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 58.4 uM/Kg of drug,A,,,Rattus norvegicus,10116.0,Urine
14111,BqO0000228,N,50597,,1,12017,"Biodistribution in uterus / spleen, muscle, lungs of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",A,In vivo,,Rattus norvegicus,10116.0,Spleen
14112,nAO0o00218,N,50597,,1,12017,Biodistribution in uterus of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0,Uterus
14113,BAp0000e18,N,50597,,1,12017,Biodistribution in uterus of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0,Uterus
14114,nAO0000e18,N,50597,,1,12017,Biodistribution in uterus of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0,Uterus
14115,nAO000p218,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 10 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,Blood
14116,BAOp0o0218,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 30 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,Blood
14117,BAO900021o,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 5 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,Blood
14118,BAl0000228,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 60 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,Blood
14119,BAl0090218,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 10 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,Brain
14120,BAi0p00218,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 30 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,Brain
14121,BA9000o218,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 5 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,Brain
14122,BzO00p0218,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 60 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,Brain
14123,nAO000p218,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 10 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,
14124,BAO0o0p218,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 30 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,
14125,BAOp000217,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 5 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,
14126,BAOp00021i,N,50597,,1,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 60 min post injection (Average of three to five animals),A,In vivo,,Rattus norvegicus,10116.0,
14127,gAk0000218,N,50594,,1,14045,Biodistribution in mice bladder plus excreted urine was determined,A,In vivo,,Mus musculus,10090.0,
14128,BAO090p218,N,50594,,1,14045,"Percentage biodistribution in mouse blood, 10 minutes post injection",A,,,Mus musculus,10090.0,
14129,nAO0000q18,N,50594,,1,14045,"Percentage biodistribution in mouse blood, 30 minutes post injection",A,,,Mus musculus,10090.0,
