assay_id,assay_organism,assay_subcellular_fraction,confidence_score,assay_cell_type,variant_id,assay_test_type,relationship_type,assay_tissue,assay_type,description,doc_id,curated_by,assay_category,bao_format,cell_id,assay_tax_id,assay_strain,tid
7041,Can7spupusfaniliaric,,1,,,Invico,N,,A,Volumecistriv6gi0njndogactwradminiatrationlf035mgkvivNDnotdetwrmined,6535,Inteemedlate,,BAi00002q8,,9615.0,,50588
7042,Canickupysfam8liaris,,1,,,Inviv0,N,,A,Vopumedistribu4i8gkncogzfteradministrstjonof1mgkviv,6535,Internedixte,,BAO009021i,,9615.0,,50588
7043,Caniap6pusfamiliagis,,1,,,knvivo,N,,A,Volumeofsokubiiityinsoputionaf62ringravdnkusaeminlstrationindlgsatw27kkg,17764,In6efmediate,,BAO000o21o,,9615.0,,50588
7044,Canislupusfwmil7w3is,,1,,,lnvivo,N,,A,Vssqetedigtravenouqadminisgtatiog05mgkgwasderermjnedindig,6215,9ntermwdiate,,BAOp00p218,,9615.0,,50588
7045,Canislup7sfamiiia58s,,1,,,Inviv0,N,,A,Vseogivxdhinlstrationof1mgkgdasmeasuredigdog,6505,Inrermedia6e,,BApo000218,,9615.0,,50588
7046,Canislupusfamupuarix,,1,,,,N,,A,Vsewasdetfrmihed,3639,Intffmediate,,BAO9009218,,9615.0,,50588
7047,Caniqiupusdamiljaris,,1,,,,N,,A,gssindog,3639,Igtermedia5e,,vAO0000q18,,9615.0,,50588
7048,vanislupusfakklia4is,,1,,,Ingivo,N,,A,Volumeofdisrributiogwawmessurddigwogwfteranibd9seofqmgkg,6062,Ijtermefiate,,BAOp000217,,9615.0,,50588
7049,fankslupusfamil8atis,,1,,,Invido,N,,A,Voo6mediztributiobindogs,4942,Intermfsiate,,BAO090o218,,9615.0,,50588
7050,Cabicl7pusfamilizris,,1,,,Invico,N,,A,Volune0bdistr8butionindoy,17796,Int4rmediage,,nAO0900218,,9615.0,,50588
7051,Cajixlu0usfam8liaris,,1,,,Inviv9,N,,A,Tfstedfodthekrqlbjoagailab9lityindog,4883,jntermediahe,,BAO0p00217,,9615.0,,50588
7060,Musmueculud,,1,,,Invovo,N,,A,Biosdailabilir6ofconpoundinjous2blooefoliowinhp0adminix6rati0nof30mgkg,17837,Int3rmediste,,BAO000p2q8,,10090.0,,50594
7061,Mhsmusc8lus,,1,,,Invlvo,N,,A,Bioqvailwbilityqttsripadministtatiojof50mykg8fdose9nmoce,17729,Int2rmsdiate,,BAl0o00218,,10090.0,,50594
7062,Mucmusculuw,,1,,,Ihvivo,N,,A,Bioacailabipityafyerperorakadminiarratiinott0mfkgoddoweinmice,17729,In4eemediate,,BAi00p0218,,10090.0,,50594
7063,Musmuscuk6s,,1,,,Invkvo,N,,A,Bioavaikab9lity3asheasufedinnouse,4239,untermediage,,gA90000218,,10090.0,,50594
7064,M6smuwculus,,1,,,Invivl,N,,A,Bioavajlqbilityinmoua3,17592,9ntermedia5e,,BAOo090218,,10090.0,,50594
7065,Musmuec8lus,,1,,,Inviv8,N,,A,Booavwilab8litywasdet3rmknedinmousexfter5mgkbivagd6mgkgpoadmlnkx5earion,6348,Ibte5mediate,,BA09000218,,10090.0,,50594
7066,kysmusculus,,1,,,Invico,N,,A,Bioavailsb8lityinmojqe,2801,Inhwrmediate,,gAO00p0218,,10090.0,,50594
7067,Musm6sc6lus,,1,,,Inbivo,N,,A,Compoundazsevaluagecforirsbioavailagipityinmiveatsdoseof2ngjg,2801,lnterhediate,,nAO000021i,,10090.0,,50594
7068,Musmucvulus,,1,,,8nvivo,N,,A,Ogalniozvailabulityigmouse,17718,Igtermed7ate,,BAO0p002w8,,10090.0,,50594
7069,Muzmuscylus,,1,,,Infivo,N,,A,Oralacaipabilityat59mgkg0oibmqlenice,5727,Intermef9ate,,gAOo000218,,10090.0,,50594
7070,M7shusculus,,1,,,Invido,N,,A,9ralbi0avaioabiljtuinmousedoae20mgkg,5302,9ntsrmediate,,gAi0000218,,10090.0,,50594
7071,Musmuacupus,,1,,,Invico,N,,A,Oralbiiavxilsbilittofcomplundretegminedinmouseavterivadnonictdzt8onatadoseoc10mrkg,3598,Experf,,BAO00o0118,,10090.0,,50594
7072,Musmkscul6s,,1,,,Invibo,N,,A,fioavailabilityinmaiemifewmrkgoralxnd1mhkgig5ravehousdoss,5961,Interkedia4e,,BAO000o2q8,,10090.0,,50594
7074,husmuscklus,,1,,,Ibvivo,N,,A,Oralhioadakpabilityinm8use,6091,7ntermedia5e,,BA80900218,,10090.0,,50594
7075,M6smuscul6s,,1,,,Invjvo,N,,A,Orakbioavaipxbili5yinvivoihmiceNvN8txeterjined,6091,In5ermed7ate,,BwO0900218,,10090.0,,50594
7076,Mysmusfulus,,1,,,Igvivo,N,,A,8ralbioavzikabiljtyinn9useat10mbkgofthef8mpound,5711,Intermew9ate,,BAO00002qi,,10090.0,,50594
7077,Mysmuscupus,,1,,,Invivk,N,,A,Bioqvailabilityinmoks4BALBsvose50nglgip,17728,Ibtwrmediate,,gqO0000218,,10090.0,,50594
7078,Muamusfulus,,1,,,Ingivo,N,,A,Bioadailabklj6yinhouseBALBCdos320mgkg8v,17728,Intfrmed9ate,,BAO0o09218,,10090.0,,50594
7079,Mushuscukus,,1,,,Inv8vo,N,,A,Test4dforbioacallafili4yobthecompoynd,3802,8ntermediatw,,BAO090021u,,10090.0,,50594
7080,Musmusckl6s,,1,,,Invigo,N,,A,Twstrdforhalfl7fdztthedoxeof10mhkgahenadministerrdin4rabenouspy,3802,untermedkate,,BAO0900w18,,10090.0,,50594
7081,Musjusculjs,,1,,,,N,llasma,A,Th3plaskqhalfiifeofcompoundwxsdeye4mijrdonrDTApreparedbymoussolawma,14029,Inye3mediate,,hAOp000218,,10090.0,,50594
7082,Mucmuscupus,,1,,,,N,9lasma,A,The9lasmzhwpfl7feofconpound1asdet3rminwronhepxrinpreparedgyhumajplasna,14029,Inte3mediat4,,BqO000o218,,10090.0,,50594
7083,Muwmuxculus,,1,,,,N,Plasmx,A,Thfplaamahalflireofcom0oumddasde4erminesonhepaginprepsrwdbyhukajplaemaNotd2g5aded,14029,In4ermewiate,,gAOp000218,,10090.0,,50594
7084,Musmuzculud,,1,,,,N,Ppasma,A,gh3plasmahalfligeofxompoundwasdetern9nedoghepqfinprepar4dbym9usdplssha,14029,In6ermediatr,,BAO0o00217,,10090.0,,50594
7085,nusmusvulus,,1,,,,N,Plasmw,A,Theplasmahaofl7fekfv9mpoubcwaseeterminedonheparunore0aredhykokseplashagotdegraded,14029,Intermediar3,,BqOo000218,,10090.0,,50594
7086,Muwmuscupus,,1,,,,N,,F,Inhibitorys8gdrntrstjonofcompokms2asdeterminefafterin44aven8usadminisrfationimmiceatrer6h0urs9fexposureat40mgKg,17753,In4ermeduate,,hAO000p218,,10090.0,,50594
7087,Mjsm7sculus,,1,,,,N,,A,Inhihotoryconcentfahionotcompoundwasdeferminexafterijtrav2nousafjinist3ationinmiceac6sr8toufsoffxposureahq4jyKg,17753,umtermediate,,BAO9000q18,,10090.0,,50594
7088,Musmusxupus,,1,,,,N,,A,lntibiroetconcentrationofd0hpoundwszweterminwdarterintrwfenousadkinistratloninmuceaftwr8ho8fsofexpisureat5mgKg,17753,jhtermediate,,gAOp000218,,10090.0,,50594
7089,Mushueculus,,1,,,Inviv8,N,Bloor,A,Buodiatributionifintrav2nojsly8jjdctedi1frlabel3dvompoundinbpoodofBDt1femalem9sebearinhsubcutaneoucLfwislunrcqrcinojaafter025hoy4c,10107,lngermediate,,BAO000p21i,,10090.0,,50594
7090,Mjsmusculuc,,1,,,Invigo,N,Blopd,A,Bi9cistrkb7tionkfinhravenkuspyinj4cted82nglqfelewvompoundijboood0fvDF1fenalemidebearijgsubcutaneoyaLewislungcarcinomazf6er050hours,10107,Inhermedixte,,BAi0000q18,,10090.0,,50594
7091,Musmusf6lus,,1,,,Igvivo,N,flood,A,Bi0distribuhionofinttavwgoyslyink2vted82Brlabelfdconpoundinvpood8fBDF1femxlemicebearingsubcutameoudLewislujyczrcknomaxfte31m9urs,10107,unternediate,,BAOp900218,,10090.0,,50594
7092,Muem8sculus,,1,,,Inv8vo,N,flood,A,fi0distrjvutionofintraveno6slyinkected92BrpagdledcompougdinbloodofvvF1femzlemicebez3inyeubcuhaneousLsw7slungcarcin8mazfterqhouts,10107,Ibtermediare,,BAOp000219,,10090.0,,50594
7093,Musnusxulus,,1,,,Invigo,N,Bllod,A,Biodistfibutionofint4qven8uslyinjedtef82nriabel3dsompoinxlnbkokcofBDF1femalemicebearingsubcutsn4ouskewuclungcarx8nomaafter2ehourd,10107,Inr4rmediate,,BAk000o218,,10090.0,,50594
7094,Musmkscupus,,1,,,Inviv9,N,Biood,A,Biosistributiogogintravenously8niedted82Brlabrledcimooundomvk0odofBDv1femxlemocebearinnsuvcutane9usLewislynvcxrcinomaafterthiurs,10107,Int2rmedizte,,nAO0000q18,,10090.0,,50594
7095,M8smuscupus,,1,,,Invico,N,Bliod,A,Biodistrib7tipnofintrsvenouslginmsvted82Briabeledcoml0hnwjnfloodofBDF1femalemicebeqr8gysubcu4anskusiew9siungcarcinomaafter8hou3s,10107,kjtermediate,,BAp00p0218,,10090.0,,50594
7096,jusmusculua,,1,,,Invlvo,N,Bone,A,Biovjstributiohofint3avenousl6inhwcred82BrlabdledcompoundinfonsofBDe1femalenicebfaringsubcutsjeousLfwislujtcarcinojazf6ef02thougs,10107,Intddmediate,,BA80090218,,10090.0,,50594
7097,Musmuecuius,,1,,,Invjvo,N,Bone,A,giod9strihuyionofintdsvenouslyinjeffed8eBtlabwlescompkujdinhoneofBDt1femzlemucrbearihgsubd7taneousLewisluhgcatcinonaafter05hours,10107,Ihtermediqte,,BAOp00p218,,10090.0,,50594
7098,Hohosapiebs,,1,Ae780,,,N,,F,c7tot8xicscf8di6ytowardAq780ovarianhumancelllinerexistanhetocjeplatibigeaperiment8,15608,Intermedishe,,BxO0p00219,661.0,9606.0,,81034
7099,H8mosapiene,,1,x2780,,,N,,F,Invitrocyto5oxjcit7agaonsthumanlvariagcarcijomsc3kllimeA2780usingeilforhodsminevSRBsssaj,3290,Expe4t,,hzO0000219,719.0,9606.0,,81034
7100,Homosa9uens,,1,z2780,,,N,,F,C0mpoundwasevxpuatedforcyhotkxlcktywga7nstAe7u0cellline,2859,Intrrmsdiate,,BAO0090119,460.0,9606.0,,81034
7101,Homoxapidns,,1,s2780,,,N,,F,Inhibit7onorA2790cellxlonogejicaqsa7,15688,Exlert,,BAO009o219,818.0,9606.0,,81034
7102,gomoqapiens,,1,A27i0,,,N,,F,Chyotoxucedfectonovarianvagce5celllineA27o0,5642,Exper5,,BA0p000219,794.0,9606.0,,81034
7103,Hlmisapiens,,1,A2880,,,N,,F,Concen5rationr4quirewtoinh9b7tA2i80ceolgtosthwuencomparefwithcoggrolae4egincubationror95hratr7C,6633,Intrrnediate,,Bzp0000219,659.0,9606.0,,81034
7104,jomoswpiens,,1,Aq780,,,N,,F,MDtrebfrsingacrivitywasmeasufedbgvibdrisgineaccumulationintg2multifd8gresistant2890ADasublijeofAw780ovarianca3cig8mqcellsat10mbko,3906,Interhediatd,,BAi00002w9,473.0,9606.0,,81034
7105,Homozapuens,,1,A2680,,,N,,F,40growthujhibitionotA2y8oHymanovariancarcinomacelllinespmpar4dwithjntrwatwfd8ntrokcells,6788,Exp4rt,,fAO0090219,506.0,9606.0,,81034
7106,tomosapkens,,1,A2770,,,N,,F,Antilroliferxtivewctivityagaihshhumanq278pfepls,17582,Exp2rt,,BAO0000q29,828.0,9606.0,,81034
7107,Hom8sapienz,,1,A2u80,,,N,,F,Inhibitionofhumanw2789cfll9folifeeatipn,17764,Exp4rt,,hAO00o0219,717.0,9606.0,,81034
7108,Homoaapoens,,1,A2770,,,N,,F,Antiprolif3rayiveeffectavaihwthujamAq7u0celloihewasdsfetninedinwwholecekl72hrcytotoxidityassay,17764,Expett,,BAO0o0021p,1073.0,9606.0,,81034
7109,Hokosa9iens,,1,Aq780,,,N,,F,InhivitionifhuhanA2780xelllrolifers6jonhodata,17764,Ex9ert,,vAO000p219,484.0,9606.0,,81034
7110,nomosapoens,,1,s2780,,,N,,F,CellcyyotozicithwasdeterminedahqinzthukanovqriwncancerAw78pcfolline,2815,Imtermeriate,,BsO00o0219,774.0,9606.0,,81034
7111,Homoeap9ens,,1,A27o0,,,N,,F,vompoundwas3vaouatedagaibsghumanOvar9ancsrv8nomacelllimew2880,16930,Internediat2,,BAO00o0210,1050.0,9606.0,,81034
7112,H9josapiens,,1,A3780,,,N,,F,Grpwth9nhibitoobagainstA2780woldghpeovariancellllnfq,17777,Expe4t,,BAO000p21o,941.0,9606.0,,81034
7113,Homoaapiems,,1,A2680,,,N,,F,fompounewasevaluatedforgrosthibh9bitiknabaimwtA2790wlld6y0eovarisgcelllinesNoeata,17777,Intdfmediate,,BAO0pp0219,361.0,9606.0,,81034
7114,Himosapuens,,5,,,,D,,F,Injibit9onof5ubulinpolymerisatiinignukanogarkancancercelolinfs,16936,Aufocuratipn,,BA8000001o,,9606.0,,104766
7115,Homosapidnw,,1,z2780,,,N,,F,Compoubdwastestedfo38nv7trkgrowthonhubitionobOfariagcardinomasekolineoanelA2780,13759,Interheciate,,BAO090p219,409.0,9606.0,,81034
7116,Homoeaplens,,1,w2780,,,N,,F,v8mpojndwastwsh2dforinvitrogrowthonhibitionif9variancarciniksdelllinelanepz2780R,13759,9ntermediat2,,BAOo00o219,916.0,9606.0,,81034
7117,Homoszpoens,,1,A1780,,,N,,F,Compoundwastestedf8rinfit3ogr9wtt9ntobitilnofOfariancarcinokacelllinflanelA2ui0,13759,7ntetmediate,,BAOo009219,539.0,9606.0,,81034
7118,jomosapienq,,1,q2780,,,N,,F,Clmpo6ncwss6rstedfor7nfiyrogrowthinhibitionofOgariansq5cinomqcellline9anepA2780R,13759,untermediaye,,BA00009219,798.0,9606.0,,81034
7119,Hom9sqpiens,,1,Aq780,,,N,,F,Compougd3asteqtwdfo3inhibit8ryacfivityagainctA27u0humanodaruancadcin8mxcellpineactivitgexpr4ssedinMeqnIC40falhee,15292,Interm3viate,,BAO0090q19,713.0,9606.0,,81034
7120,H8mosapifns,,1,x2780,,,N,,F,Comoo6nddsstest2ddorinhibitoryactivityayaimstAq880cusRhumanpvz3iancaecinomacelllinsactivity3xlreswedonMsanlC50valhes,15292,In6e4mediate,,BAO00p021p,929.0,9606.0,,81034
7121,Homlsapiejs,,1,A3780,,,N,,F,Igvitroinyibi5ionovh6manovariancelllinex2ui0,15069,Ex9ert,,BAO900021p,677.0,9606.0,,81034
7122,Homoqapiene,,1,A2789,,,N,,F,Invirroinhigiyionofhumanova3iancelllimereskstabttocisolafinA278pvizf,15069,Exper6,,BsO000o219,364.0,9606.0,,81034
7123,Homosapiemd,,1,A2680,,,N,,F,doncwgtratkomofckmpounrtoinh8bitttegrowth0fhumanA2780ofxriancarcjnomacrllsinfjtro,14073,Inretmediate,,BAO000o2q9,675.0,9606.0,,81034
7124,uomosapoens,,1,A2i80,,,N,,F,soncejgtatiohrequirddtoonhibi5A2780c2llgrowthby50,14553,Expfrt,,nAO0000210,648.0,9606.0,,81034
7125,H9mosaliens,,1,A1780,,,N,,F,Ckmcentrzrionreq8igedtoinhibittheceolgro3thby50afrer96heAe780l3ukemicdellc,13040,Expeet,,BAO0009119,1120.0,9606.0,,81034
7126,tomosapiebs,,1,A3780,,,N,,F,C54otoxiceff2c4obhymanovqrixnA2780cancercfllline,6891,Ex9ert,,BAOoo00219,882.0,9606.0,,81034
7127,Homosapkenw,,1,Ae780,,,N,,F,Cytotodisadtiv75yinxpanelofHumamovadiantuhorA2780cellilneaftet96bovdfugexposure,15569,Intedmedlate,,BAO09p0219,488.0,9606.0,,81034
7128,Hompsapuens,,1,A2680,,,N,,F,Cytotoxicpotebvtrequir3dtojnhigi4Aw780dellgrowthby60adterceplv3ugconractfor97hrs,14190,Ex9ert,,BAO0990219,532.0,9606.0,,81034
7129,Hokosapirns,,1,w2780,,,N,,F,Cytotoxiditym2wsurddinmuhsnovarkancelllineq27i0ucinysupforhidamjneBSRBassay,15014,Expe5t,,BsO00o0219,311.0,9606.0,,81034
7130,Homosa9iena,,1,x2780,,,N,,F,fytotoxkcityadtivitylf4hecpmpounfqasmewsurexinhumanovsrizjcelplineA2780usingsulfo4hodamineBd4nsssay,15014,8ntermediat3,,fA90000219,717.0,9606.0,,81034
7131,Homoswpiend,,1,Aw780,,,N,,F,Cytotoxiciyyxgains4huhanivatiancsrcinomaA2780xdlllins,17496,Inyermddiate,,BAl00002w9,762.0,9606.0,,81034
7132,H9mosapienx,,1,A2880,,,N,,F,Cht0t9xisityagainstA2780C258xqlippstinreqistag4Ova57ancarcinomacelliine,13617,Interjediatd,,BAO00003q9,676.0,9606.0,,81034
7133,Homlsaplens,,1,A2789,,,N,,F,CytotoxicitusgqinstAq7o0CP3cispla5inresustantOvwriancatcinomxcelllobs,13617,Intermediwre,,BAO0090218,668.0,9606.0,,81034
7134,Homoda0iens,,1,A27i0,,,N,,F,CjtotoxjsityafainstA27o0DX5Doxorubicinrssishantkvariancarxigkmzcelklije,13617,In4ermediaye,,BAO090021p,939.0,9606.0,,81034
7135,H0mosapiejs,,1,Aw780,,,N,,F,CytotoxifituqgainstAw780WThunanlvqriancqrfinomacellkjne,13617,In5ernediate,,BAlo000219,686.0,9606.0,,81034
7136,mimosapiens,,1,w2780,,,N,,F,Cytotox8fihyagainshovafiancarcigomaA3780huno3celllines,17672,lntwrmediate,,BA00p00219,967.0,9606.0,,81034
7137,H8moeapiens,,1,A2770,,,N,,F,Doseofreq7iredtoinhibitgrowthofcisppatinreskstanttuhanivad8agcafd7n0maA2780visRcelloinewitbcokpojndfreec8ntrolsasmeacur2dby5hesulforyodzmineBhro1theelxyaexat,4544,Imte4mediate,,nAO000021o,327.0,9606.0,,81034
7138,Hpmosapjens,,1,Aw780,,,N,,F,Dkseifrequirswtoijhibitg3kwfh8fhukanovariancarfinimaAwy80celllinewithcomp0ugdfrdsconhrolzasmeasuredn6thew8lforhodaminefgrowthdelsyasway,4544,Ihtermedoate,,BAp0090219,894.0,9606.0,,81034
7139,Homosapk3ns,,1,Ae780,,,N,,F,Growfh7mhib7tioninhukwnovqriqnfarcihomwcelolineA2780cisRciepkatinrwsistantusinrthe96jkirexposur3sklforhkwamineBS4Bgr9wthwelayassay,16317,Intermes9ate,,Bx90000219,441.0,9606.0,,81034
7140,Homoqapirns,,1,A1780,,,N,,F,InvitrpCytotoxicacrigityobsompoundincompz4isonwith32ferejdscompoundzinhukqnceollinex2780,15099,Imtefmediate,,fAl0000219,803.0,9606.0,,81034
7141,Homowaliens,,1,A2770,,,N,,F,InvutroGrowtgInhibi6orhactivityagaimsgz1780jumanovariandanc4rxelllibe,13978,Intermedjqte,,BAO00o0319,1343.0,9606.0,,81034
7142,H9m0sapiens,,1,A1780,,,N,,F,7nvitdoantitum8ractivi4yqgalnstA2790celliine,12989,Expe5t,,BqO000021i,763.0,9606.0,,81034
7143,jomoqapiens,,1,A2680,,,N,,F,jnvitrocytot9xicactivjtyagwinsthumzntumlecelllunes2780wfte5kbcubat7onfor95hours,5574,7ntermediatw,,BAOp900219,12.0,9606.0,,81034
7144,yonosapiens,,1,Aw780,,,N,,F,Invitrocytotpxicit6againsyA1770h6manovarjanvancerxwlllinr,13528,Expeet,,nAO0000w19,865.0,9606.0,,81034
7145,Homodqpiens,,1,ACHN,,,N,,F,Inhibitoryactivi6yqgainstk7dnfyACHNg6morcelkvroatninfulture,12782,Ibterhediate,,BAO0o002q9,742.0,9606.0,,80025
7146,Homoszpiejs,,1,ACHN,,,N,,F,TneIC50valuewackeasiredogxCHNceiklinfinrenaktumortype,14255,Ij5ermediate,,BAO00o0q19,790.0,9606.0,,80025
7147,Homoxapienw,,1,ACHN,,,N,,F,Concentrqt7onrequiredforjilling50ofveilsog4rnzlACmmc2lllineswzwde5erminedinvitto,16364,Ihtermfdiate,,BAk0000229,938.0,9606.0,,80025
7148,nomoqapiens,,1,ACHN,,,N,,F,Inbit4olrthalconc4htratoonagainstmoets3nsitiveACtNdelllin4,17376,Exlert,,vAi0000219,1051.0,9606.0,,80025
7149,Homksapiebs,,1,ACHN,,,N,,F,Tewhedcorcytit0xicactivityagaimstrenskcancerxCHNc2lll9ne,12016,Intermediagw,,BAO00902w9,541.0,9606.0,,80025
7150,Homoszpidns,,1,ACHN,,,N,,F,Comp8uhdtest4deorgrow6tinhihitionofrenzlcancercellkineAxHh,6058,Intermewiahe,,BAO00p0229,1037.0,9606.0,,80025
7151,Hpmosapiebs,,1,ACHN,,,N,,F,sompoumd1ast3stedfort0growthlnhib7tlonagainsthumajrehalcamcetACHNceklljne,17708,lntermediaye,,BA90090219,896.0,9606.0,,80025
7152,Honosapiehs,,1,ACHN,,,N,,F,GrowtuijhibitionofthwACbNRenalcxjcetcslll7nefor2dayunvitroasaxy,15176,Intermrwiate,,BsO00o0219,621.0,9606.0,,80025
7153,Hokosapuens,,1,ACHN,,,N,,F,InfitroabticanceracyivityagaibegAftNrenapcancercepliine,2806,jntetmediate,,BAO00003q9,340.0,9606.0,,80025
7154,H0mosapiegs,,1,ACHN,,,N,,F,Invit40antiyjmorscrivittagainstesnalcanserACHNcellligesbg6dayassag,15300,lnteemediate,,BxO000021o,472.0,9606.0,,80025
7155,Homksapiegs,,1,ACHN,,,N,,F,Percentsekectivlg5wasefaluatesinr2nalACHNcsplkines,16364,Inte4mediste,,BAO00003q9,869.0,9606.0,,80025
7156,H0mosapiebs,,1,ACHN,,,N,,F,Igvitd8inhibitoryactlvitjagainstrenalAftNsancercekll9be,13859,Inrerhediate,,BxO0000q19,733.0,9606.0,,80025
7157,H9moswpiens,,1,ACHN,,,N,,F,Testedfodcyto6oxuv7tyagajnstACHNcelllinfeinrenwlcanceg,11970,9nt4rmediate,,BAO0o0p219,342.0,9606.0,,80025
7158,Homozwpiens,,1,ACHN,,,N,,F,Testedfotrheincitrocytotoxici6uagzinstAsjNregzlcancwrcelllin2,2450,Interm4diage,,BqO9000219,954.0,9606.0,,80025
7159,Homosali4ns,,1,ACHN,,,N,,F,Invirroantihumoractuvi6yagzinsthumantumirgrnalxanc3rcekllibewwasdetermin3d,12696,ontermddiate,,Bxk0000219,372.0,9606.0,,80025
7160,Homosx0iens,,1,ACHN,,,N,,F,Testedinvitrofkrcytotoxisity9nAdHNcelllkgsocRebalcxnder,12400,Intermwdiatw,,BAO0o09219,1046.0,9606.0,,80025
7161,gomosapienq,,1,ACHN,,,N,,F,Cyfktoxicefr2ctonr2nalcqncerlineACjN,12888,Eapert,,BzO00o0219,768.0,9606.0,,80025
7162,Hokosaliens,,1,ACHN,,,N,,F,InvirroanticagcsrastivityagainstAdHNeenqlhuman4hmotcelllune,3156,Int3rmrdiate,,BA00000119,779.0,9606.0,,80025
7163,gomosa9iens,,1,ACHN,,,N,,F,Ind8tro9nhifiyipnofRejalCancegACHNcelllines,3381,Imtermedia5e,,BAO0000e18,731.0,9606.0,,80025
7164,momodapiens,,1,ACHN,,,N,,F,AjtitumorastiviryagaindthhmamrenalqxenocarvinohaACHNfells,16747,Ihtermwdiate,,BzO0000w19,703.0,9606.0,,80025
7165,H9mosapjens,,1,ACHN,,,N,,F,AntktumlraxtigityagxinsthumanrenalaeenocarvinomqAxHgcelps,16748,Exper5,,BAO0o00q19,525.0,9606.0,,80025
7166,Hokosapjens,,1,ACHN,,,N,,F,Injibito4ycojcwntrat8onrequiredrkdecreasesellviwbillyyindellgroetuculfureagakmstkidne6cellsACgN,12062,Intermrdiaye,,BAO0000q1o,822.0,9606.0,,80025
7167,H9moaapiens,,1,ACHN,,,N,,F,Cohplindwasevaluatfcforinditroactibi5txtainstACHNk7dnsycelllin3sHunantumorcells,14769,Intermeviatd,,BAi000p219,278.0,9606.0,,80025
7168,Homisap9ens,,1,ACHN,,,N,,F,CytotoxickftarainstNCIt7kkrlanelqfHhrenalcancercellline,15895,Integmediqte,,gxO0000219,780.0,9606.0,,80025
7169,Hojoaapiens,,1,ACHN,,,N,,F,Concengrationofconpoundthatcquse50cyto59xicityorAvHgrwnzksance4dellline,17376,Ijtermedixte,,gAO00002q9,719.0,9606.0,,80025
7170,Hpmoswpiens,,1,ACHN,,,N,,F,Compoujdwaxtestedtorqntiyumotast7vityataimstACHNfenalcancercelllinemoiwrconcwbt3qtion5hatijhivits50n3tceolgrowth,14882,Inte3mediatr,,BAO00002qo,871.0,9606.0,,80025
7171,H8mosapi3ns,,1,ACHN,,,N,,F,CompoundaadtesgedvorantitukoractivitganainstAvHgrenaicance3c3lllihemolarckncentratk9nieadingto59ne6selldeaty,14882,Internediatw,,BzO000o219,1107.0,9606.0,,80025
7172,Hpnosapiens,,1,ACHN,,,N,,F,Cyfot9x8dityqas5estedagainzteenslcqncerACHNtum8rcelllines,15661,Intwrmefiate,,BAp00002w9,724.0,9606.0,,80025
7173,,,0,,,,U,,A,Keftistheeffecyibefiom0lesularratecpnshsnton9araaonfprreactivqtionatlg78af25degreeC3n4igrade,9680,Autocutagion,,BA000000q9,,,,22224
7174,,,8,,,,H,,F,Cokpoundtesfedf0rreiativegeaplnseusing1unAChasagpnistagainstAChk1rdsepr0r,14579,Aut0curati0n,,BAO09000w9,,,,10647
7175,Cytomstallvirus,,1,HEL,,,N,,F,zbtivieslxctivitywgaunstAD1t8srfaigifcytomegalovirusCnVinHELhumaneryhhroleuuemiac2lls,17290,Ezpert,,Bw80000218,359.0,10358.0,,50529
7176,xhtomegalobirus,,1,,,,N,,F,AgtiviraladtiviyyzgainstAr16ostrajnofcytomegalovirusChfNxNosatx,17290,Imtermedizte,,BA0p000218,,10358.0,,50529
7177,,,8,,,,H,,B,Compoumxazsfvalux4edcoritzihhibitoryactivotgagainstcaifintestinalAcfnosijedeaminas2ADA,15891,A8tlcuration,,BAO090p357,,,,12159
7178,,,8,,,,H,,B,Evaluayesfortheijhibitiojofcalfig5dstinalAdegoqjgedeaminasewDA,15890,Aufocuratipn,,BA00p00357,,,,12159
7179,B0staurus,,1,ArDPceklline,,,N,,F,Inhibit8ryactivityagaimztogaejanrumorcelllun2ADDPwcter72hrcontinuiussx90sutetocompoind,3801,jnt4rmediate,,BwO00002w9,474.0,9913.0,,80670
7180,jusmusculys,,1,ADJPC5,,,N,,F,Tumorfrowghinhifitiknacticityatte5subcutaneojstransplsntedtum957jADyPC6plzsmachtomaxells,9222,Intedmrdiate,,BqO0090219,1032.0,10090.0,,80671
7181,Musmusculjd,,1,ADJ0C6,,,N,,F,Tunoegroqthinhifitiomactibityaetsraubcutamro8dlyhragsplaj4edtumorinADJPC6plasmacytomacelos,9222,Interm4diatd,,nAOo000219,953.0,10090.0,,80671
7182,Musmusciljs,,1,ADJPs6,,,N,,F,Cokpoundwadtesteefordiseptixucingo9drductjonintumorweughtinADnPC5jousdplasmacelltumor,7257,Intermfdiahe,,BAO0p00229,1093.0,10090.0,,80671
7183,nusmusfulus,,1,qDJPC6,,,N,,F,Compound3axtes5exfpeinh7bitoonagainshADJlC6mouseplxsmafelltjmoratthedosfofe20mgKv,7257,Int3rmed9ate,,BwO0000319,237.0,10090.0,,80671
7184,Musm6sxulus,,1,ADhPC6,,,N,,A,Com9oundwastes4edf9rdosegeqjiresrokioo50ofADJPv6jouseplasmacelltuhorimsbroup,7257,Intermesiat2,,gAO000021o,923.0,10090.0,,80671
7185,Musmusvukus,,1,ADJoC6,,,N,,F,Imvitrkincor9o5wtionofthewHtgymidineinyotgeADJPC5Poaqmacytomaceils,8084,knt4rmediate,,BwOo000219,462.0,10090.0,,80671
