ASI,Des,CI,BFO,CURAB,ASSSUBCELFR,ASCT,T,RELAT,CONFSC,SRI,SASSI,CHEI,TISI,VAI
13694,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631132,,
13695,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631133,,
13696,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631134,,
13697,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL875120,,
13698,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration (0-5 hr),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631135,,
13699,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631136,,
13700,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631137,,
13701,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631138,,
13702,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631139,,
13703,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631140,,
13704,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration (0-5 hr),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631141,,
13705,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631142,,
13706,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631143,,
13707,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL631144,,
13708,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.312 mg/kg after ip administration,,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631145,,
13709,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631146,,
13710,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.625 mg/kg after ip administration,,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631147,,
13711,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631148,,
13712,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631149,,
13713,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration (0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631150,,
13714,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631151,,
13715,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631152,,
13716,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631443,,
13717,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration (0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631444,,
13718,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631445,,
13719,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631446,,
13720,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg g after ip administration (0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631447,,
13721,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631448,,
13722,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration,,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631449,,
13723,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration (0-6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL631450,,
13724,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL629724,,
13725,"Biodistribution in mice skin, after 24 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL629725,14.0,
13726,"Biodistribution in mice skin, after 48 hr of intravenous administration of 1-2 ug ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL629726,14.0,
13727,"Biodistribution in mice spleen, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL629727,2106.0,
13728,"Biodistribution in mice spleen, after 1 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630404,2106.0,
13729,"Biodistribution in mice spleen, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630405,2106.0,
13730,"Biodistribution in mice spleen, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630406,2106.0,
13731,"Biodistribution in mice stomach, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630407,945.0,
13732,"Biodistribution in mice stomach, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630573,945.0,
13733,"Biodistribution in mice stomach, after 24 hr of intravenous administration of 1-2 ug of ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630574,945.0,
13734,"Biodistribution in mice stomach, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630575,945.0,
13735,"Biodistribution in mice tail, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630576,,
13736,"Biodistribution in mice tail, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630577,,
13737,"Biodistribution in mice tail, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630578,,
13738,"Biodistribution in mice tail, after 48 hr of intravenous administration of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630579,,
13739,Percent of injected 238-Plutonium(IV) in mice kidney at 24 hr (orally administered),,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630580,2113.0,
13740,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 h,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630581,2113.0,
13741,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 hr (orally administered),,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630582,2113.0,
13742,Percent of injected 238-Plutonium(IV) in mice liver at 24 h,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630583,,
13743,Percent of injected 238-Plutonium(IV) in mice liver at 24 hr (orally administered),,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630584,,
13744,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 h,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630585,,
13745,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 hr (orally administered),,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630586,,
13746,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 h,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630587,,
13747,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 hr (orally administered),,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630588,,
13748,Percent of injected 238-Plutonium(IV) in mice whole body at 24 h,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630589,,
13749,Percent of injected 238-Plutonium(IV) in mice whole body at 24 hr (orally administered),,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL630590,,
13750,Removal of 238-Plutonium(IV) in feces at 24 h,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630591,1988.0,
13751,Removal of 238-Plutonium(IV) in feces at 24 hr (orally administered),,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630592,1988.0,
13752,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 h,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630593,,
13753,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 hr (orally administered),,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630594,,
13754,Removal of 238-Plutonium(IV) in urine 0-4 h (orally administered),,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630595,1088.0,
13755,Removal of 238-Plutonium(IV) in urine 4-24 hr (orally administered),,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630596,1088.0,
13756,Removal of 238-Plutonium(IV) in urine after 0-24 h,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630597,1088.0,
13757,Removal of 238-Plutonium(IV) in urine after 0-24 hr (orally administered),,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630598,1088.0,
13758,Removal of 238-Plutonium(IV) in urine after 0-4 h,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630599,1088.0,
13759,Removal of 238-Plutonium(IV) in urine after 0-4 hr (orally administered),,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630600,1088.0,
13760,Removal of 238-Plutonium(IV) in urine after 4-24 h,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630601,1088.0,
13761,Removal of 238-Plutonium(IV) in urine after 4-24 hr (orally administered),,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630602,1088.0,
13762,Removal of 238-Plutonium(IV) in urine at 0-4 hr (orally administered),,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630603,1088.0,
13763,Removal of 238-Plutonium(IV) in urine at 4-24 hr (orally administered),,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL630604,1088.0,
13764,Biodistribution in blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL624869,178.0,
13765,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL624870,178.0,
13766,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623189,178.0,
13767,Biodistribution in blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623190,178.0,
13768,Biodistribution in blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623191,178.0,
13769,Biodistribution in fat of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623192,,
13770,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623193,,
13771,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623194,,
13772,Biodistribution in fat of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623195,,
13773,Biodistribution in fat of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623196,,
13774,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 15 microCi of the drug and 15 micro g of estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623197,,
13775,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623198,,
13776,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623199,,
13777,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 100 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623200,2385.0,
13778,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 120 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623201,2385.0,
13779,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 15 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623202,2385.0,
13780,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 50 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623203,2385.0,
13781,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623204,2385.0,
13782,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of the drug and 15 ug of estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623205,2385.0,
13783,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623206,2385.0,
13784,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of the drug and 15 micro g of estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623207,2385.0,
13785,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 15 microCi of the drug and 15 ug of estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623208,2385.0,
13786,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623209,2385.0,
13787,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623210,2385.0,
13788,Tested in vivo for the biodistribution in rat fat at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623211,,
13789,Tested in vivo for the biodistribution in rat uterus at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623212,995.0,
13790,Tested in vitro for intrinsic activity relative to quinpirole,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL623213,,
13791,"Relative ion enhancement, determined in pulsed ultrafiltration",,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL623214,,
13792,% ionization at the pH 7.4 at 37 degree Centigrade,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL623215,,
13793,Percentage ionization was measured,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL623216,,
13794,Association constant of binding of compound with calf thymus DNA was determined by using equilibrium dialysis.,,BAO_0000218,Intermediate,,,50591,N,1,1,,CHEMBL623217,,
13795,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 Pseudo-first-order rate constant,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL623218,,
13796,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer Pseudo-first-order rate constant,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL623913,,
13797,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer pseudo-first-order rate constant 0.1 mM EDTA,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL623914,,
13798,Compound was evaluated for the partition coefficient in octanol/water,,BAO_0000100,Autocuration,,,22229,U,0,1,,CHEMBL623915,,
13799,Compound was evaluated for the partition coefficient in octanol/water (1-octanol / 10 mM phosphate buffer at pH 7.4),,BAO_0000100,Autocuration,,,22229,U,0,1,,CHEMBL624080,,
13800,Equilibrium constant measured by the pulse radiolysis at pH 7,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL624081,,
13801,In vitro hydrolytic rate constant determined in human blood,,BAO_0000218,Intermediate,,,50587,N,1,1,,CHEMBL624082,,
13802,In vitro oxidation of compound to its pyridinium salt (3) in presence of human plasma,,BAO_0000218,Intermediate,,,50587,N,1,1,,CHEMBL625054,,
13803,In vitro oxidation of compound to its pyridinium salt (3) in presence of hydrogen peroxide,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL877485,,
13804,In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse brain homogenate,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL625055,,
13805,In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse liver homogenate,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL625056,,
13806,In vitro oxidation of compound in presence of human plasma,,BAO_0000218,Intermediate,,,50587,N,1,1,,CHEMBL625057,,
13807,In vitro oxidation of compound in presence of hydrogen peroxide,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL625058,,
13808,In vitro oxidation of compound in presence of mouse brain homogenate,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL625059,,
13809,In vitro oxidation of compound in presence of mouse liver homogenate,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL629536,,
13810,Mean potassium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL629537,,
13811,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL629538,,
13812,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL629539,,
13813,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL874445,,
13814,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL629540,,
13815,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL629541,,
13816,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL629542,,
13817,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630243,,
13818,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630244,,
13819,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630245,,
13820,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630246,,
13821,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630247,,
13822,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630248,,
13823,Biodistribution in rat blood at 240 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630249,178.0,
13824,Biodistribution in rat blood at 30 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630250,178.0,
13825,Biodistribution in rat blood at 360 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630251,178.0,
13826,Biodistribution in rat blood at 3 hr after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630252,178.0,
13827,Biodistribution in rat blood at 60 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630408,178.0,
13828,Biodistribution in rat cerebellum at 120 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630409,2037.0,
13829,Biodistribution in rat cerebellum at 1440 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL874446,2037.0,
13830,Biodistribution in rat cerebellum at 15 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630410,2037.0,
13831,Biodistribution in rat cerebellum at 240 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630411,2037.0,
13832,Biodistribution in rat cerebellum at 30 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630412,2037.0,
13833,Biodistribution in rat cerebellum at 360 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630413,2037.0,
13834,Biodistribution in rat cerebellum at 3 hr after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630414,2037.0,
13835,Biodistribution in rat cerebellum at 60 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630415,2037.0,
13836,Biodistribution in rat cortex at 120 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630416,,
13837,Biodistribution in rat cortex at 1440 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630417,,
13838,Biodistribution in rat cortex at 15 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630418,,
13839,Biodistribution in rat cortex at 240 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630419,,
13840,Biodistribution in rat cortex at 30 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630420,,
13841,Biodistribution in rat cortex at 360 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630421,,
13842,Biodistribution in rat cortex at 3 hr after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630422,,
13843,Biodistribution in rat cortex at 60 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630423,,
13844,Biodistribution in rat heart at 120 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630424,948.0,
13845,Biodistribution in rat heart at 15 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630425,948.0,
13846,Biodistribution in rat heart at 240 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL629462,948.0,
13847,Biodistribution in rat heart at 30 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630426,948.0,
13848,Biodistribution in rat heart at 360 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL630427,948.0,
13849,Biodistribution in rat heart at 3 hr after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL625877,948.0,
13850,Biodistribution in rat heart at 60 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL625878,948.0,
13851,Biodistribution in rat hippocampus at 1440 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL625879,10000000.0,
13852,Biodistribution in rat hippocampus at 240 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL625880,10000000.0,
13853,Biodistribution in rat hippocampus at 30 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL625881,10000000.0,
13854,Biodistribution in rat hippocampus at 360 minutes after dose administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL625882,10000000.0,
