assays_chembl_id,assays_doc_id,assays_assay_category,assays_assay_id,assays_assay_cell_type,assays_assay_tax_id,assays_assay_test_type,assays_tid,assays_assay_strain,assays_assay_type,assays_assay_organism,assays_bao_format,assays_description,assays_cell_id,assays_src_assay_id,assays_relationship_type,assays_confidence_score,assays_curated_by,assays_assay_tissue,assays_src_id,assays_variant_id,assays_tissue_id,assays_assay_subcellular_fraction
CHEMBL631009,8594,,12923,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL631010,8594,,12924,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL631011,8594,,12925,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL631012,8594,,12926,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL630271,8594,,12927,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL630272,8594,,12928,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL630273,8594,,12929,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL630274,8594,,12930,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL630275,8594,,12931,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL875782,8594,,12932,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 15 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,,1,,,
CHEMBL630276,8594,,12933,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 2 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,,1,,,
CHEMBL630277,8594,,12934,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 30 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,,1,,,
CHEMBL630278,8594,,12935,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 5 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,,1,,,
CHEMBL630279,8594,,12936,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 60 minutes (radiolabeled with [125I]-,,,N,1,Intermediate,,1,,,
CHEMBL630280,8151,,12937,,,,22224,,A,,BAO_0000019,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg,,,U,0,Autocuration,,1,,,
CHEMBL630281,8151,,12938,,,,22224,,A,,BAO_0000019,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,,,U,0,Autocuration,,1,,,
CHEMBL630282,7132,,12939,,9986.0,,50592,,A,Oryctolagus cuniculus,BAO_0000218,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 4 by Gas-liquid chromatographic analysis,,,N,1,Intermediate,,1,,,
CHEMBL630283,7132,,12940,,9986.0,,50592,,A,Oryctolagus cuniculus,BAO_0000218,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 2,,,N,1,Intermediate,,1,,,
CHEMBL630284,5797,,12941,,,,22224,,A,,BAO_0000019,Alkylating activity (0.1 mM) was determined at pH 7.4; expressed as OD (540n m)/mM of drug),,,U,0,Autocuration,,1,,,
CHEMBL630285,7849,,12942,,,,22224,,A,,BAO_0000019,Alkylating activity was determined,,,U,0,Autocuration,,1,,,
CHEMBL630286,14220,,12943,,,,22224,,A,,BAO_0000251,Amount of metabolites in the microsomal medium after 90 min incubation of BTCP (500 uM),,,U,0,Autocuration,,1,,,Microsomes
CHEMBL630069,8650,,12944,,9986.0,,50592,,A,Oryctolagus cuniculus,BAO_0000218,"Formation of metabolite by rabbit liver microsomal preparation in absence of NADPH, at 2 hours",,,N,1,Intermediate,,1,,,
CHEMBL630070,8650,,12945,,9986.0,,50592,,A,Oryctolagus cuniculus,BAO_0000218,"Formation of metabolite by rabbit liver microsomal preparation in presence of Co-O2 (90:10),at 2 hour",,,N,1,Intermediate,,1,,,
CHEMBL630071,8650,,12946,,9986.0,,50592,,A,Oryctolagus cuniculus,BAO_0000218,"Formation of metabolite by rabbit liver microsomal preparation in presence of N2,at 2 hour",,,N,1,Intermediate,,1,,,
CHEMBL630072,8650,,12947,,9986.0,,50592,,A,Oryctolagus cuniculus,BAO_0000218,"Formation of metabolite by rabbit liver microsomal preparation in presence of NADPH, at 2 hours",,,N,1,Intermediate,,1,,,
CHEMBL875110,8650,,12948,,9986.0,,50592,,A,Oryctolagus cuniculus,BAO_0000218,"Formation of metabolite by rabbit liver microsomal preparation in presence of SKF525A,at 2 hour",,,N,1,Intermediate,,1,,,
CHEMBL630073,7116,,12949,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Compound was tested for antidiuretic activity in rats,,,N,1,Intermediate,,1,,,
CHEMBL630074,14131,,12950,,,,22224,,A,,BAO_0000019,Compound was tested for inactivation kinetic values,,,U,0,Autocuration,,1,,,
CHEMBL630075,7415,,12951,,,In vivo,22224,,A,,BAO_0000218,Compound was evaluated for the average apparent volume of distribution when administered through intravenous route,,,U,0,Autocuration,,1,,,
CHEMBL630076,13178,,12952,,,,22224,,A,,BAO_0000019,Dissociation rate calculated from the first-order equation using the t1/2 value,,,U,0,Autocuration,,1,,,
CHEMBL630077,8815,,12953,,,,22229,,P,,BAO_0000100,Compound was evaluated for pKa by titration of the compounds in 1:2 methyl alcohol and water,,,U,0,Autocuration,,1,,,
CHEMBL630078,1450,,12954,,,,22229,,P,,BAO_0000100,Aqueous solubility was measured,,,U,0,Autocuration,,1,,,
CHEMBL630079,1450,,12955,,,,22229,,P,,BAO_0000100,Aqueous solubility was measured at a pH 4,,,U,0,Autocuration,,1,,,
CHEMBL630080,1450,,12956,,,,22229,,P,,BAO_0000100,Aqueous solubility (pH 7),,,U,0,Autocuration,,1,,,
CHEMBL630081,1450,,12957,,,,22229,,P,,BAO_0000100,Aqueous solubility was measured at a pH 9,,,U,0,Autocuration,,1,,,
CHEMBL630082,12711,,12958,,,,22224,,A,,BAO_0000019,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents",,,U,0,Autocuration,,1,,,
CHEMBL630083,12711,,12959,,,,22224,,A,,BAO_0000019,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,,U,0,Autocuration,,1,,,
CHEMBL630084,12711,,12960,,,,22224,,A,,BAO_0000019,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,,U,0,Autocuration,,1,,,
CHEMBL629198,15032,,12961,,,,22229,,P,,BAO_0000100,Aqueous solubility of the compound,,,U,0,Autocuration,,1,,,
CHEMBL629199,9964,,12962,,,,22229,,P,,BAO_0000100,Aqueous solubility at 37 degree Celsius at pH 7.38,,,U,0,Autocuration,,1,,,
CHEMBL629200,14962,,12963,,,,22229,,P,,BAO_0000100,Aqueous solubility in pH 7.4 phosphate buffer,,,U,0,Autocuration,,1,,,
CHEMBL629201,12487,,12964,,9615.0,,50588,,A,Canis lupus familiaris,BAO_0000218,Mean arterial pressure response following 10 mg/kg intraduodenal administration to salt depleted dog,,,N,1,Intermediate,,1,,,
CHEMBL629202,12487,,12965,,9615.0,,50588,,A,Canis lupus familiaris,BAO_0000218,Mean arterial pressure response following 1 mg/kg intravenous administration to salt depleted dog,,,N,1,Intermediate,,1,,,
CHEMBL875111,10026,,12966,,9606.0,,50587,,A,Homo sapiens,BAO_0000218,Percentage of aspirin formed during hydrolysis in 10% human plasma at pH 7.4 at 37 degrees celsius,,,N,1,Intermediate,,1,,,
CHEMBL629203,10026,,12967,,9606.0,,50587,,A,Homo sapiens,BAO_0000218,Percentage of aspirin formed during hydrolysis in undiluted human plasma at pH 7.4 at 37 degrees celsius,,,N,1,Intermediate,,1,,,
CHEMBL629204,10026,,12968,,9606.0,,50587,,A,Homo sapiens,BAO_0000218,The percentage of aspirin formed during hydrolysis in 100% human plasma at pH 7.4 at 37 degrees celsius,,,N,1,Intermediate,,1,,,
CHEMBL629205,10026,,12969,,9606.0,,50587,,A,Homo sapiens,BAO_0000218,The percentage of aspirin formed during hydrolysis in 20% human plasma at pH 7.4 at 37 degrees celsius,,,N,1,Intermediate,,1,,,
CHEMBL629206,10026,,12970,,9606.0,,50587,,A,Homo sapiens,BAO_0000218,The percentage of aspirin formed during hydrolysis in 60% human plasma at pH 7.4 at 37 degrees celsius,,,N,1,Intermediate,,1,,,
CHEMBL631185,10026,,12971,,,,22224,,A,,BAO_0000019,The percentage of aspirin formed during hydrolysis in 80% human plasma at pH 7.4 at 37 degrees celsius,,,U,0,Autocuration,,1,,,
CHEMBL631186,7415,,12972,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Compound was evaluated for the average bile flow rat in rats,,,N,1,Intermediate,,1,,,
CHEMBL631187,17025,,12973,,9986.0,,50592,,A,Oryctolagus cuniculus,BAO_0000218,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 15 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",,,N,1,Intermediate,,1,,,
CHEMBL631188,17025,,12974,,9986.0,,50592,,A,Oryctolagus cuniculus,BAO_0000218,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 25 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",,,N,1,Intermediate,,1,,,
CHEMBL876419,10184,,12975,,,,22224,,A,,BAO_0000019,Average half life period was determined,,,U,0,Autocuration,,1,,,
CHEMBL631189,10184,,12976,,,,22224,,A,,BAO_0000019,Average half life period was determined,,,U,0,Autocuration,,1,,,
CHEMBL631190,8613,,12977,,10298.0,,50602,,A,Human herpesvirus 1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,,,N,1,Intermediate,,1,,,
CHEMBL631191,8613,,12978,,10298.0,,50602,,A,Human herpesvirus 1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,,,N,1,Intermediate,,1,,,
CHEMBL631192,8613,,12979,,10298.0,,50602,,A,Human herpesvirus 1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 12.5 mg/kg per day.,,,N,1,Intermediate,,1,,,
CHEMBL632400,8613,,12980,,10298.0,,50602,,A,Human herpesvirus 1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 3.1 mg/kg per day.,,,N,1,Intermediate,,1,,,
CHEMBL630564,8613,,12981,,10298.0,,50602,,A,Human herpesvirus 1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,,,N,1,Intermediate,,1,,,
CHEMBL630565,8613,,12982,,10298.0,,50602,,A,Human herpesvirus 1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,,,N,1,Intermediate,,1,,,
CHEMBL630566,8613,,12983,,10298.0,,50602,,A,Human herpesvirus 1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.02 mg/kg per day.,,,N,1,Intermediate,,1,,,
CHEMBL631229,8613,,12984,,10298.0,,50602,,A,Human herpesvirus 1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.06 mg/kg per day.,,,N,1,Intermediate,,1,,,
CHEMBL631230,8613,,12985,,10298.0,,50602,,A,Human herpesvirus 1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.25 mg/kg per day.,,,N,1,Intermediate,,1,,,
CHEMBL876428,6030,,12986,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL631231,6147,,12987,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL631232,14556,,12988,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP) (MacLogP),,,U,0,Autocuration,,1,,,
CHEMBL631233,768,,12989,,,,22224,,A,,BAO_0000019,Hydrophilicity was determined,,,U,0,Autocuration,,1,,,
CHEMBL631234,14452,,12990,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL883126,5237,,12991,,,,22224,,A,,BAO_0000019,Increased absorption was determined,,,U,0,Autocuration,,1,,,
CHEMBL631235,14378,,12992,,,,22224,,P,,BAO_0000100,Lipophilicity value was evaluated,,,U,0,Autocuration,,1,,,
CHEMBL631236,14418,,12993,,,,22224,,P,,BAO_0000100,Log P value of the compound.,,,U,0,Autocuration,,1,,,
CHEMBL631237,5249,,12994,,,,22224,,A,,BAO_0000019,Partition coefficient of compound was determined,,,U,0,Autocuration,,1,,,
CHEMBL631238,14621,,12995,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL876429,12542,,12996,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL631414,12542,,12997,,,,22224,,A,,BAO_0000019,Partition coefficient was measured by medchem software; Not calculated,,,U,0,Autocuration,,1,,,
CHEMBL631415,12542,,12998,,,,22224,,P,,BAO_0000100,Partition coefficient was measured by octanol-water using standard shake-flask method,,,U,0,Autocuration,,1,,,
CHEMBL631416,15462,,12999,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL631417,14884,,13000,,,,22224,,A,,BAO_0000019,Partition coefficient (logP),,,U,0,Autocuration,,1,,,
CHEMBL631418,16526,,13001,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL631419,13693,,13002,,,,22229,,P,,BAO_0000100,The Octanol/Water partition coefficient CLogP,,,U,0,Autocuration,,1,,,
CHEMBL631420,13693,,13003,,,,22224,,A,,BAO_0000019,The pharmacokinetic parameter C Log p was reported,,,U,0,Autocuration,,1,,,
CHEMBL631421,13779,,13004,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL631422,14772,,13005,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL631423,14393,,13006,,,,22229,,P,,BAO_0000100,Calculated partition coefficient (clogP),,,U,0,Autocuration,,1,,,
CHEMBL876430,14793,,13007,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Clearance rate in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL631424,14793,,13008,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Clearance rate in rat plasma when administered intravenously at a dose of 10 mg/kg,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL631425,13744,,13009,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was administered intravenously in dog to evaluate plasma clearance values,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL631426,13744,,13010,,314293.0,In vivo,22224,,A,Simiiformes,BAO_0000218,Compound was administered intravenously in monkey to evaluate plasma clearance values,,,U,0,Autocuration,Plasma,1,,1969.0,
CHEMBL631427,13744,,13011,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Compound was administered intravenously in mouse to evaluate plasma clearance values,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL631428,13207,,13012,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was evaluated in vivo for plasma clearance in dog after intravenous dose at 2 mg/Kg,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL631429,5669,,13013,,9544.0,In vitro,50797,,A,Macaca mulatta,BAO_0000218,Intrinsic clearance in Rhesus liver microsome,,,N,1,Intermediate,Liver,1,,2107.0,Microsomes
CHEMBL631430,5669,,13014,,9615.0,In vitro,50588,,A,Canis lupus familiaris,BAO_0000218,Intrinsic clearance in dog liver microsome,,,N,1,Intermediate,Liver,1,,2107.0,Microsomes
CHEMBL631431,5669,,13015,,10116.0,In vitro,50597,,A,Rattus norvegicus,BAO_0000218,Intrinsic clearance in rat liver microsome,,,N,1,Intermediate,Liver,1,,2107.0,Microsomes
CHEMBL631432,4853,,13016,,9544.0,In vivo,50797,,A,Macaca mulatta,BAO_0000218,Low plasma clearance was calculated in rhesus monkey,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL631433,16452,,13017,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,,,N,1,Intermediate,,1,,,
CHEMBL631434,11954,,13018,,,In vivo,22224,,A,,BAO_0000218,Plasma clearance after intravenous dose of 0.3 mg/kg,,,U,0,Autocuration,,1,,,
CHEMBL631435,11954,,13019,,,In vivo,22224,,A,,BAO_0000218,Plasma clearance after intravenous dose of 1 mg/kg,,,U,0,Autocuration,,1,,,
CHEMBL631436,11954,,13020,,,In vivo,22224,,A,,BAO_0000218,Plasma clearance after intravenous dose of 3 mg/kg,,,U,0,Autocuration,,1,,,
CHEMBL631437,11954,,13021,,,In vivo,22224,,A,,BAO_0000218,Plasma clearance after intravenous dose of 3.87 mg/kg,,,U,0,Autocuration,,1,,,
CHEMBL631438,5669,,13022,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Plasma clearance after peroral administration at 10 mpk in Rat,,,N,1,Intermediate,,1,,,
CHEMBL876431,5669,,13023,,9544.0,In vivo,50797,,A,Macaca mulatta,BAO_0000218,Plasma clearance after peroral administration at 10 mpk in Rhesus,,,N,1,Intermediate,,1,,,
CHEMBL631439,5669,,13024,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Plasma clearance after peroral administration at 10 mpk in dog,,,N,1,Intermediate,,1,,,
CHEMBL631440,13662,,13025,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Totla clearance of compound reported after 5 mg/kg i.v. dose in rat,,,N,1,Intermediate,,1,,,
CHEMBL631441,8272,,13026,,,,22224,,A,,BAO_0000019,Compound was evaluated for physico-chemical property of Critical micellar concentration (CMC),,,U,0,Autocuration,,1,,,
CHEMBL631442,13410,,13027,,,,22224,,A,,BAO_0000019,Critical Micellar concentration was determined,,,U,0,Autocuration,,1,,,
CHEMBL626525,13410,,13028,,,,22224,,A,,BAO_0000019,Critical Micellar concentration of the compound. was determined,,,U,0,Autocuration,,1,,,
CHEMBL627168,12628,,13029,,,,22224,,A,,BAO_0000019,Critical micelle concentration determined from the plots of the fluorescence intensity as a function of compound concentration,,,U,0,Autocuration,,1,,,
CHEMBL875618,9675,,13030,,,,22224,,A,,BAO_0000019,Critical micellar concentration was measured in water by the dye solubilization method,,,U,0,Autocuration,,1,,,
CHEMBL626612,12628,,13031,,,,22224,,B,,BAO_0000019,Hydrolysis turn over determined from the plots of the fluorescence assay quantified by HPLC,,,U,0,Autocuration,,1,,,
CHEMBL626613,12766,,13032,,,,22224,,A,,BAO_0000019,CMR value (relative to BAY K 8644),,,U,0,Autocuration,,1,,,
CHEMBL626614,7849,,13033,,,,22224,,A,,BAO_0000019,Carbamoylating activity was determined,,,U,0,Autocuration,,1,,,
CHEMBL626615,12187,,13034,,314293.0,,22224,,A,Simiiformes,BAO_0000218,Hypotension peak is percentage change from predose baseline pressure observed after intraduodenal dose of 10 mg/kg in monkey,,,U,0,Autocuration,,1,,,
CHEMBL626616,2040,,13035,,,,22224,,A,,BAO_0000019,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:10 at 0.1 to 0.2 degrees Centigrade.,,,U,0,Autocuration,,1,,,
CHEMBL626617,2040,,13036,,,,22224,,A,,BAO_0000019,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:5 at 0.1 to 0.2 degrees Centigrade.,,,U,0,Autocuration,,1,,,
CHEMBL626618,14180,,13037,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Clearance from dog plasma after intravenous injection of 1 mg/kg of compound,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626619,14180,,13038,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Clearance from rat plasma after intravenous injection of 1 mg/kg of compound,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626620,14474,,13039,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,"Clearance rate at 0.46 mg/kg, iv, in dogs",,,N,1,Intermediate,,1,,,
CHEMBL626621,14474,,13040,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,"Clearance rate at 5.5 mg/kg, iv, in rat",,,N,1,Intermediate,,1,,,
CHEMBL626622,14548,,13041,,9541.0,In vivo,100710,,A,Macaca fascicularis,BAO_0000218,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,,,N,1,Intermediate,,1,,,
CHEMBL626623,14548,,13042,,9541.0,In vivo,100710,,A,Macaca fascicularis,BAO_0000218,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,,,N,1,Intermediate,,1,,,
CHEMBL626624,14548,,13043,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Pharmacokinetic parameter Cl calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,,,N,1,Intermediate,,1,,,
CHEMBL626625,14548,,13044,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter Cl calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,,,N,1,Intermediate,,1,,,
CHEMBL626626,6125,,13045,,10116.0,Ex vivo,50597,,A,Rattus norvegicus,BAO_0000218,Clearance rate constant using isolated perfused rat liver (IPRL) assay,,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL626627,6874,,13046,,,In vivo,22224,,A,,BAO_0000218,Tested for the total clearance of the compound,,,U,0,Autocuration,,1,,,
CHEMBL626628,15343,,13047,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,The clearance was measured in dogs after intravenous administration of 1 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL626629,6236,,13048,,,In vivo,22224,,A,,BAO_0000218,Total body clearance was determined,,,U,0,Autocuration,,1,,,
CHEMBL626630,11510,,13049,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,,,N,1,Intermediate,,1,,,
CHEMBL626631,11510,,13050,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,,,N,1,Intermediate,,1,,,
CHEMBL626632,8194,,13051,,,,22229,,P,,BAO_0000100,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,,,U,0,Autocuration,,1,,,
CHEMBL626633,8194,,13052,,,,22229,,P,,BAO_0000100,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,,,U,0,Autocuration,,1,,,
CHEMBL626634,8194,,13053,,,,22229,,P,,BAO_0000100,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 8.0 hr,,,U,0,Autocuration,,1,,,
CHEMBL626635,8194,,13054,,,,22229,,P,,BAO_0000100,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,,,U,0,Autocuration,,1,,,
CHEMBL626636,8194,,13055,,,,22229,,P,,BAO_0000100,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,,,U,0,Autocuration,,1,,,
CHEMBL626637,8194,,13056,,,,22229,,P,,BAO_0000100,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,,,U,0,Autocuration,,1,,,
CHEMBL626638,13273,,13057,,4754.0,,50339,,A,Pneumocystis carinii,BAO_0000218,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 10.9 uM/Kg/day),,,N,1,Intermediate,,1,,,
CHEMBL626639,13273,,13058,,4754.0,,50339,,A,Pneumocystis carinii,BAO_0000218,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.3 uM/Kg/day,,,N,1,Intermediate,,1,,,
CHEMBL626640,13273,,13059,,4754.0,,50339,,A,Pneumocystis carinii,BAO_0000218,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 23.3 uM/Kg/day,,,N,1,Intermediate,,1,,,
CHEMBL626641,13273,,13060,,4754.0,,50339,,A,Pneumocystis carinii,BAO_0000218,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 4.8 uM/Kg/day,,,N,1,Intermediate,,1,,,
CHEMBL627272,13273,,13061,,4754.0,,50339,,A,Pneumocystis carinii,BAO_0000218,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 9.2 uM/Kg/day,,,N,1,Intermediate,,1,,,
