assay_id,assay_organism,tid,assay_category,assay_tissue,src_id,assay_type,tissue_id,variant_id,cell_id,chembl_id,assay_tax_id,src_assay_id,doc_id,assay_strain,assay_cell_type,description,assay_test_type,assay_subcellular_fraction
5842,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624534,9615.0,,6641,,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,
5843,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624535,9615.0,,6642,,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,
5844,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624536,9615.0,,5472,,,Plasma clearance was evaluated in dog,In vivo,
5845,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624537,9615.0,,5472,,,Plasma clearance was evaluated in dog; Not tested,In vivo,
5846,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624538,9615.0,,5472,,,Plasma clearance was evaluated in rhesus,In vivo,
5847,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624539,9615.0,,5472,,,Plasma clearance was evaluated in rhesus; Not tested,In vivo,
5848,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624540,9615.0,,4257,,,Plasma clearance value was determined in dog after a 3 mg/kg of iv dose,In vivo,
5849,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624541,9615.0,,6679,,,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,In vivo,
5850,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624542,9615.0,,5546,,,Plasma clearance was determined in Beagle dog at a dose of 1 mg/kg by iv administration,In vivo,
5851,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624543,9615.0,,6348,,,Plasma clearance was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,In vivo,
5852,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624544,9615.0,,5474,,,Clearance value at a dose of 0.2 mg/kg i.v.,In vivo,
5853,Canis lupus familiaris,50588,,Plasma,1,A,1969.0,,,CHEMBL624545,9615.0,,6316,,,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg,In vivo,
5854,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624546,9615.0,,17594,,,Cmax after oral dose of compound at 3 mg/kg in dogs,In vivo,
5855,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL875957,9615.0,,17594,,,Cmax after single intravenous bolus of 1 mg/kg in dogs,In vivo,
5856,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624547,9615.0,,5802,,,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,In vivo,
5857,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624548,9615.0,,6535,,,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined,In vivo,
5858,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624549,9615.0,,6535,,,Cmax in dog after administration of 1 mg/kg iv,In vivo,
5859,Canis lupus familiaris,50588,,Plasma,1,A,1969.0,,,CHEMBL624550,9615.0,,1466,,,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,In vivo,
5860,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL621613,9615.0,,6505,,,Cmax on p.o. administration of 10 mg/kg was measured in dog,In vivo,
5861,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL621614,9615.0,,5668,,,Cmax was determine after peroral administration at 10 mpk in dog,In vivo,
5862,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL623431,9615.0,,5668,,,Cmax was determine after peroral administration at 5 mpk in dog,In vivo,
5863,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL623432,9615.0,,5668,,,Cmax was determine after peroral administration at 5 mg/kg in dog,In vivo,
5864,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL623433,9615.0,,5600,,,Cmax after 0.3 mg/kg po administration in dog,In vivo,
5865,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL623434,9615.0,,17764,,,Cmax after peroral administration in dogs at 2.4 uM/kg,In vivo,
5866,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL623435,9615.0,,6123,,,Cmax in dog after oral administration at 1 mg/kg,In vivo,
5867,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL623436,9615.0,,6123,,,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,In vivo,
5868,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL875958,9615.0,,6757,,,Cmax upon oral administration in male Beagle dog at 10 mg/kg,In vivo,
5869,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL623437,9615.0,,16907,,,Cmax value after 15 mg/kg iv dose in Dogs,In vivo,
5870,Mus musculus,50594,,Blood,1,A,178.0,,,CHEMBL623438,10090.0,,7767,,,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5871,Mus musculus,50594,,Blood,1,A,178.0,,,CHEMBL623439,10090.0,,7767,,,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5872,Mus musculus,50594,,Bone,1,A,10000001.0,,,CHEMBL623440,10090.0,,7767,,,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5873,Mus musculus,50594,,Bone,1,A,10000001.0,,,CHEMBL623441,10090.0,,7767,,,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5874,Mus musculus,50594,,Bone,1,A,10000001.0,,,CHEMBL623442,10090.0,,7767,,,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5875,Mus musculus,50594,,,1,A,,,,CHEMBL623469,10090.0,,7767,,,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5876,Mus musculus,50594,,,1,A,,,,CHEMBL623470,10090.0,,7767,,,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5877,Mus musculus,50594,,,1,A,,,,CHEMBL623471,10090.0,,7767,,,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5878,Mus musculus,50594,,Heart,1,A,948.0,,,CHEMBL623472,10090.0,,7767,,,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5879,Mus musculus,50594,,Heart,1,A,948.0,,,CHEMBL623473,10090.0,,7767,,,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5880,Mus musculus,50594,,Heart,1,A,948.0,,,CHEMBL623474,10090.0,,7767,,,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5881,Mus musculus,50594,,Kidney,1,A,2113.0,,,CHEMBL623475,10090.0,,7767,,,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5882,Mus musculus,50594,,Kidney,1,A,2113.0,,,CHEMBL623476,10090.0,,7767,,,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5883,Mus musculus,50594,,Kidney,1,A,2113.0,,,CHEMBL623477,10090.0,,7767,,,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5884,Mus musculus,50594,,Intestine,1,A,160.0,,,CHEMBL621896,10090.0,,7767,,,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5885,Mus musculus,50594,,Intestine,1,A,160.0,,,CHEMBL621897,10090.0,,7767,,,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5886,Mus musculus,50594,,Intestine,1,A,160.0,,,CHEMBL621898,10090.0,,7767,,,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5887,Mus musculus,50594,,Liver,1,A,2107.0,,,CHEMBL621899,10090.0,,7767,,,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5888,Mus musculus,50594,,Liver,1,A,2107.0,,,CHEMBL621900,10090.0,,7767,,,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5889,Mus musculus,50594,,Liver,1,A,2107.0,,,CHEMBL621901,10090.0,,7767,,,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5890,Mus musculus,50594,,Lung,1,A,2048.0,,,CHEMBL621902,10090.0,,7767,,,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5891,Mus musculus,50594,,Lung,1,A,2048.0,,,CHEMBL621903,10090.0,,7767,,,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5892,Mus musculus,50594,,Lung,1,A,2048.0,,,CHEMBL622587,10090.0,,7767,,,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5893,Mus musculus,50594,,Muscle tissue,1,A,2385.0,,,CHEMBL620285,10090.0,,7767,,,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5894,Mus musculus,50594,,Muscle tissue,1,A,2385.0,,,CHEMBL875285,10090.0,,7767,,,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5895,Mus musculus,50594,,Muscle tissue,1,A,2385.0,,,CHEMBL620286,10090.0,,7767,,,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5896,Mus musculus,50594,,,1,A,,,,CHEMBL620287,10090.0,,7767,,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5897,Mus musculus,50594,,,1,A,,,,CHEMBL620288,10090.0,,7767,,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5898,Mus musculus,50594,,,1,A,,,,CHEMBL620289,10090.0,,7767,,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5899,Mus musculus,50594,,Intestine,1,A,160.0,,,CHEMBL620290,10090.0,,7767,,,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5900,Mus musculus,50594,,Intestine,1,A,160.0,,,CHEMBL620291,10090.0,,7767,,,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5901,Mus musculus,50594,,Intestine,1,A,160.0,,,CHEMBL620292,10090.0,,7767,,,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5902,Mus musculus,50594,,Spleen,1,A,2106.0,,,CHEMBL620293,10090.0,,7767,,,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5903,Mus musculus,50594,,Spleen,1,A,2106.0,,,CHEMBL620294,10090.0,,7767,,,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5904,Mus musculus,50594,,Spleen,1,A,2106.0,,,CHEMBL618614,10090.0,,7767,,,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,
5905,Mus musculus,50594,,Stomach,1,A,945.0,,,CHEMBL618615,10090.0,,7767,,,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,
5906,Mus musculus,50594,,Stomach,1,A,945.0,,,CHEMBL618616,10090.0,,7767,,,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,
5907,Homo sapiens,80012,,,1,F,,,622.0,CHEMBL618617,9606.0,,2036,,A 172,Cytotoxicity against A-172 human tumor cell lines,,
5908,Homo sapiens,80012,,,1,F,,,622.0,CHEMBL618618,9606.0,,2357,,A 172,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,,
5909,Homo sapiens,80014,,,1,F,,,623.0,CHEMBL618619,9606.0,,1457,,A204,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,,
5910,Homo sapiens,81034,,,1,F,,,478.0,CHEMBL618620,9606.0,,4379,,A2780,Tested for antiproliferative activity against A-2780 tumoral cell line,,
5911,Homo sapiens,80018,,,1,F,,,455.0,CHEMBL618621,9606.0,,1093,,A-375,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,,
5912,Homo sapiens,80018,,,1,F,,,455.0,CHEMBL618622,9606.0,,12152,,A-375,Tested in vitro against A-375 cell line human melanoma,,
5913,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618623,9606.0,,16464,,A-427,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,,
5914,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618624,9606.0,,16464,,A-427,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,
5915,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618625,9606.0,,16582,,A-427,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,,
5916,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618626,9606.0,,16464,,A-427,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,
5917,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618627,9606.0,,10413,,A-427,Antitumor activity on A-427 lung carcinoma cell lines,,
5918,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618628,9606.0,,6418,,A-427,Cytotoxic activity against human A-427 lung tumor cell line,,
5919,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618629,9606.0,,17134,,A-427,In vitro antitumor effects against human A-427 cell lines.,,
5920,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618630,9606.0,,16132,,A-427,In vitro inhibition of A-427 (human lung cancer) cell growth.,,
5921,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618631,9606.0,,16132,,A-427,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,,
5922,Homo sapiens,80019,,,1,F,,,797.0,CHEMBL618632,9606.0,,16780,,A-427,Cytotoxic activity of compound against A-427 lung human tumor cell line,,
5923,Homo sapiens,80852,,,1,F,,,500.0,CHEMBL618633,9606.0,,4085,,A-431,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,,
5924,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL619315,9606.0,,1276,,A498,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,,
5925,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL619316,9606.0,,3498,,A498,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,,
5926,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL619317,9606.0,,1169,,A498,Cytotoxicity against human kidney carcinoma A-498cell lines,,
5927,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL619318,9606.0,,4450,,A498,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,,
5928,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL619319,9606.0,,3311,,A498,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,,
5929,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL619739,9606.0,,4461,,A498,Antitumor cytotoxic activity against A-498 cell line was determined,,
5930,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL619740,9606.0,,3311,,A498,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,,
5931,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL883158,9606.0,,3311,,A498,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,,
5932,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL884012,9606.0,,1457,,A498,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,,
5933,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL619741,9606.0,,3664,,A498,In vitro inhibitory activity against A-498 ovarian cancer cell lines,,
5934,Homo sapiens,80021,,,1,F,,,624.0,CHEMBL619742,9606.0,,15895,,A498,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",,
5935,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL876610,9606.0,,11843,,A549,Inhibition of growth lung non-small cell carcinoma A-549 cell line,,
5936,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL619743,9606.0,,11843,,A549,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,,
5937,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL619744,9606.0,,17705,,A549,In vitro antiproliferative activity against human A-549 NSCL cell line,,
5938,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL619745,9606.0,,17705,,A549,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,,
5939,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL619746,9606.0,,4369,,A549,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,,
5940,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL619747,9606.0,,4369,,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,,
5941,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL619748,9606.0,,4369,,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,,
5942,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL619749,9606.0,,4369,,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,,
5943,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL619750,9606.0,,4369,,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,,
5944,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL624014,9606.0,,4369,,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,,
5945,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL624015,9606.0,,4369,,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,,
5946,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL885344,9606.0,,4787,,A549,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,,
5947,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL623224,9606.0,,4787,,A549,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,,
5948,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL623225,9606.0,,6513,,A549,Cytotoxic activity against A-549 cell line,,
5949,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622698,9606.0,,6690,,A549,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,,
5950,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622699,9606.0,,6690,,A549,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,,
5951,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622700,9606.0,,12263,,A549,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",,
5952,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622701,9606.0,,1054,,A549,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),,
5953,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622702,9606.0,,1359,,A549,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),,
5954,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622703,9606.0,,3547,,A549,Cytotoxic activity against human lung carcinoma (A-549) cell line,,
5955,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622704,9606.0,,5771,,A549,Cytotoxic activity towards A-549 cells,,
5956,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622705,9606.0,,14425,,A549,"In vitro percent inhibition of A549, lung carcinoma.",,
5957,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622706,9606.0,,14425,,A549,"In vitro percent inhibition of A549, lung carcinoma",,
5958,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622707,9606.0,,14425,,A549,"In vitro percent inhibition of A549, lung carcinoma.",,
5959,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622708,9606.0,,14425,,A549,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",,
5960,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622709,9606.0,,5280,,A549,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,,
5961,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622710,9606.0,,15176,,A549,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,,
5962,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622711,9606.0,,15300,,A549,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,,
5963,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622712,9606.0,,17824,,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,
5964,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622713,9606.0,,17824,,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,
5965,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622714,9606.0,,17824,,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,
5966,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622715,9606.0,,17824,,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,
5967,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622716,9606.0,,17824,,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,
5968,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622717,9606.0,,17824,,A549,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",,
5969,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622718,9606.0,,17528,,A549,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),,
5970,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622719,9606.0,,6870,,A549,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,,
5971,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622720,9606.0,,6870,,A549,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,
5972,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622721,9606.0,,6870,,A549,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,,
5973,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL622722,9606.0,,6870,,A549,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,
5974,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL876030,9606.0,,16726,,A549,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,,
5975,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL620206,9606.0,,6170,,A549,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",,
5976,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL620207,9606.0,,6583,,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,,
5977,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL620208,9606.0,,6583,,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,,
5978,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL620209,9606.0,,6583,,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,,
5979,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL620210,9606.0,,6583,,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,,
5980,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL621639,9606.0,,6583,,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,,
5981,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL621640,9606.0,,17321,,A549,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,,
5982,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL621641,9606.0,,17528,,A549,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,,
5983,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL621642,9606.0,,12888,,A549,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,,
5984,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL621643,9606.0,,4312,,A549,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,,
5985,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL621644,9606.0,,4312,,A549,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,,
5986,Homo sapiens,80682,,,1,F,,,646.0,CHEMBL621645,9606.0,,4312,,A549,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,,
5987,Mus musculus,80682,,,1,F,,,646.0,CHEMBL621646,10090.0,,17737,,A549,In vitro antiproliferative activity against A549 cell line,,
5988,,80682,,,1,F,,,646.0,CHEMBL621647,,,6630,,A549,Synergism with indomethacin in A549 cells,,
5989,,80682,,,1,F,,,646.0,CHEMBL621648,,,6630,,A549,Synergism with tolmetin in A549 cells,,
5990,,80682,,,1,F,,,646.0,CHEMBL621649,,,6630,,A549,Synergism with sulindac in A549 cells,,
5991,,80682,,,1,F,,,646.0,CHEMBL621650,,,6630,,A549,Antagonism of indomethacin in A549 cells,,
5992,,80682,,,1,F,,,646.0,CHEMBL621651,,,6630,,A549,Antagonism of sulindac in A549 cells,,
5993,,80682,,,1,F,,,646.0,CHEMBL621652,,,6630,,A549,Antagonism of tolmetin in A549 cells,,
5994,,80682,,,1,F,,,646.0,CHEMBL621653,,,6630,,A549,Synergism with indomethacin in A549 cells,,
5995,,80682,,,1,F,,,646.0,CHEMBL621654,,,6630,,A549,Synergism with sulindac in A549 cells,,
5996,,80682,,,1,F,,,646.0,CHEMBL621655,,,6630,,A549,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,,
5997,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL621656,9615.0,,16907,,,Cmax value after 30 mg/kg po dose in Dogs,In vivo,
5998,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL621657,9615.0,,5944,,,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),In vivo,
5999,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL621658,9615.0,,5944,,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,In vivo,
