assay_id,assay_subcellular_fraction,assay_tax_id,assay_cell_type,assay_strain,bao_format,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tissue,tid
6449,,4774.0,,,BqO9000218,6305,Oral bioavailability (F) in dogs,A,In vivo,,Canis lupus familiaris,,50588
6450,,2889.0,,,hAO0000q18,5210,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,50588
6451,,17915.0,,,BAO009021u,5238,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,,50588
6452,,23958.0,,,BAl9000218,5668,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,,50588
6453,,11970.0,,,BAOp00p218,5668,Oral bioavailability after peroral administration at 5 mpk in Dog,A,In vivo,,Canis lupus familiaris,,50588
6454,,1509.0,,,gAi0000218,5668,Oral bioavailability in dog (dose 5 mg/kg),A,In vivo,,Canis lupus familiaris,,50588
6455,,26441.0,,,BAO9900218,6084,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,,50588
6456,,48462.0,CCRFS280,,BwO00002q8,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,Kidney,50594
6457,,52908.0,fCRFS180,,vAO000021i,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,Kidney,50594
6458,,1241.0,CxRFS180,,BAO0000eq8,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,Liver,50594
6459,,25829.0,CCRFS280,,BAO0oo0218,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,Liver,50594
6460,,45213.0,CvRFS180,,BAO000022o,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,Liver,50594
6461,,42729.0,CdRFS180,,fAO00002w8,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,Liver,50594
6462,,17486.0,CCReS180,,fAO0000219,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,Liver,50594
6463,,11537.0,CCRgS180,,BAk0000q18,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,Lung,50594
6464,,21829.0,CCRFz180,,BAOo000217,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,Lung,50594
6465,,16960.0,CCgFS180,,BAO90002q8,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,Lung,50594
6466,,8757.0,fCRFS180,,BAO0000119,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,Lung,50594
6467,,29609.0,CC5FS180,,BAO0o00219,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,Lung,50594
6468,,47486.0,CvRFS180,,BAO00o0217,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,,50594
6469,,47060.0,CCfFS180,,BA00000e18,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,,50594
6470,,7861.0,CdRFS180,,BAO0000128,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,,50594
6471,,45080.0,CCRFS189,,BAO0p00q18,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,,50594
6472,,1625.0,CCRdS180,,BAO0p0o218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,,50594
6473,,14616.0,CCRrS180,,BAO00pp218,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,Spleen,50594
6474,,53171.0,CCeFS180,,BzO00p0218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,Spleen,50594
6475,,21112.0,CCRFSq80,,BA80000e18,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,Spleen,50594
6476,,65111.0,CfRFS180,,BAk000p218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,Spleen,50594
6477,,48760.0,CsRFS180,,gAO0000217,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,Spleen,50594
6478,,50662.0,CCRFS280,,vAO0000318,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,,50594
6479,,13744.0,CCRFd180,,BwO000021i,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,,50594
6480,,21455.0,CCRFSw80,,vAO0000318,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,,50594
6481,,18600.0,CCgFS180,,BAk0000217,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,,50594
6482,,34397.0,CC4FS180,,BAO0009q18,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,,50594
6483,,10676.0,CCRFz180,,BAO0000ww8,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,,50594
6484,,3059.0,CCRFS18p,,BAO0o002q8,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,,50594
6485,,6637.0,CCRFS18p,,BAO00o021u,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,,50594
6486,,23133.0,CsRFS180,,fAO00p0218,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,,50594
6487,,24107.0,vCRFS180,,BsO0000e18,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,,50594
6488,,44240.0,CCRFS1o0,,gAO0000228,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,Heart,50594
6489,,40757.0,vCRFS180,,BAl0000228,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,Heart,50594
6490,,17566.0,CfRFS180,,BAO0o90218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,Heart,50594
6491,,62074.0,CfRFS180,,BwO9000218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,Heart,50594
6492,,53585.0,CCRFS1i0,,gAO00o0218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,Heart,50594
6493,,19053.0,CCRFS18p,,Bz90000218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,Liver,50594
6494,,73976.0,CfRFS180,,BAk00002w8,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,Liver,50594
6495,,54046.0,CCRtS180,,BAO090021u,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,Liver,50594
6496,,55110.0,CCRFS190,,BAi000021i,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,Liver,50594
6497,,679.0,CC3FS180,,BAO90002q8,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,Liver,50594
6498,,43813.0,CCRFS189,,BsO00002w8,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,Lung,50594
6499,,7459.0,CCRFSq80,,BAlo000218,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/lung bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,Lung,50594
6500,,7239.0,,,BA9000021u,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,F,,,aeinetobacter anitrotap,,50067
6501,,18251.0,,,BAlo000218,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,F,,,Acinetobacter calcoaceticus subsp. anitratus,,50067
6502,,7474.0,,,BzO0000219,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,F,,,Acinetobacter calcoaceticus subsp. anitratus,,50067
6503,,10004.0,,,vAO000021o,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,F,,,aeinetobacter anitrotap,,50067
6504,,20113.0,,,BAO0o00e18,10624,Activity against Acinetobacter calcoaceticus (AC54),F,,,Acinetobacter calcoaceticus,,50192
6505,,14484.0,,,BAO00p021o,17216,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates no prolonged biological activity,F,,,Anolis carolinensis,,50714
6506,,43898.0,,,BsO00o0218,17216,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates prolonged biological activity,F,,,Anolis carolinensis,,50714
6507,,36121.0,,,BA000o0218,9560,Chlorohexidine coefficient for Actinomyces naeslundii 631,F,,,Actinomyces naeslundii,,50296
6508,,14094.0,,,BA90090218,9560,Chlorohexidine coefficient for Actinomyces naeslundii B74,F,,,Actinomyces naeslundii,,50296
6509,,28995.0,,,BAk000o218,9560,Chlorohexidine coefficient for Actinomyces naeslundii N/3,F,,,Actinomyces naeslundii,,50296
6510,,18728.0,,,BAl0o00218,9560,Chlorohexidine coefficient for Actinomyces naeslundii N/9,F,,,Actinomyces naeslundii,,50296
6511,,18202.0,,,BAO00o0217,9560,Plaque bactericidal index against Actinomyces naeslundii 631,F,,,Actinomyces naeslundii,,50296
6512,,47073.0,,,BAO000p228,9560,Plaque bactericidal index against Actinomyces naeslundii N/9,F,,,Actinomyces naeslundii,,50296
6513,,49156.0,,,BA80000118,9560,Plaque bactericidal index against Actinomyces naeslundii B74,F,,,Actinomyces naeslundii,,50296
6514,,17557.0,,,BxO00002w8,9560,Plaque bactericidal index against Actinomyces naeslundii N/3,F,,,Actinomyces naeslundii,,50296
6515,,11335.0,,,BAO00p0219,114,Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay,F,,,Artemia salina,,50056
6516,,27220.0,,,BAio000218,114,"Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay; highest level tested, showed <100% activity",F,,,Artemia salina,,50056
6517,,66704.0,,,fwO0000218,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 0 uM,F,,,Ascaris suum,,50532
6518,,71255.0,,,BAO00o0q18,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,F,,,Ascaris suum,,50532
6519,,62499.0,,,nA80000218,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,F,,,Ascaris suum,,50532
6520,,57828.0,,,BwO000021u,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,F,,,Ascaris suum,,50532
6521,,32354.0,,,fAO0090218,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,F,,,Ascaris suum,,50532
6522,,17732.0,,,BA80000219,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,F,,,Ascaris suum,,50532
6523,,1065.0,,,BAO0po0218,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 0 uM,F,,,Ascaris suum,,50532
6524,,946.0,,,BAOoo00218,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 10 uM,F,,,Ascaris suum,,50532
6525,,7391.0,,,BAO0900228,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 200 uM,F,,,Ascaris suum,,50532
6526,,34165.0,,,BA0000021u,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 25 uM,F,,,Ascaris suum,,50532
6527,,15307.0,,,hAi0000218,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 3 uM,F,,,Ascaris suum,,50532
6528,,39688.0,,,hAO0p00218,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 50 uM,F,,,Ascaris suum,,50532
6529,,18200.0,,,BAO00op218,8117,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,F,,,Actinomyces viscosus,,50366
6530,,20113.0,,,nAO00002w8,8117,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,F,,,Actinomyces viscosus,,50366
6531,,5444.0,,,BAO0p00q18,9560,Chlorohexidine coefficient for Actinomyces viscosus 8A06,F,,,Actinomyces viscosus,,50366
6532,,8441.0,,,BAk000p218,9560,Chlorohexidine coefficient for Actinomyces viscosus M-100,F,,,Actinomyces viscosus,,50366
6533,,51525.0,,,BAOo000w18,9560,Chlorohexidine coefficient for Actinomyces viscosus M-626,F,,,Actinomyces viscosus,,50366
6534,,23174.0,,,BAO0o00228,9560,Chlorohexidine coefficient for Actinomyces viscosus T14V,F,,,Actinomyces viscosus,,50366
6535,,20820.0,,,BAO9000w18,9560,Plaque bactericidal index against Actinomyces viscosus 8A06,F,,,Actinomyces viscosus,,50366
6536,,7897.0,,,fAO0000228,9560,Plaque bactericidal index against Actinomyces viscosus M-100,F,,,Actinomyces viscosus,,50366
6537,,1905.0,,,BAl00o0218,9560,Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient,F,,,Actinomyces viscosus,,50366
6538,,8397.0,,,BA900002w8,9560,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; d=Not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",F,,,Actinomyces viscosus,,50366
6539,,55064.0,,,BAp00p0218,9560,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",F,,,Actinomyces viscosus,,50366
6540,,40067.0,,,BA900002q8,9560,Plaque bactericidal index against Actinomyces viscosus 626,F,,,Actinomyces viscosus,,50366
6541,,116484.0,,,gAl0000218,9560,Plaque bactericidal index against Actinomyces viscosus T14V,F,,,Actinomyces viscosus,,50366
6542,,79908.0,,,hAO0p00218,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 1.56 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,,50535
6543,,30836.0,,,BAO0o0p218,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 100 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,,50535
6544,,5682.0,,,BAO0000317,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 12.5 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,,50535
6545,,33489.0,,,fAOp000218,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 200 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,,50535
6546,,4775.0,,,BAO000pw18,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 25 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,,50535
6547,,29877.0,A673,,BAO000p119,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A673Mer+ sarcoma cell line using the MTT Cytotoxicity Assay,F,,,Homo sapiens,,80023
6548,,14844.0,A704,,BAOp0p0219,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A704Rem- renal cell line using the MTT Cytotoxicity Assay,F,,,Homo sapiens,,80661
6549,,58270.0,,,BAO0900218,416,Tested for inhibition of ET-1 induced phosphoinositide (PI) turnover in A7r5 smooth muscle cells,F,,,Rattus norvegicus,,22226
6550,,27837.0,A9,,BAO0p00229,14354,Inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,F,,,Mus musculus,,80024
6551,,41640.0,A9,,BAO00p0218,14354,Percent inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,F,,,Mus musculus,,80024
6552,,72254.0,A9,,vAO00002w9,5116,Cytotoxicity against Beta- tubulin mutant expressing A9-PTX10 cell line of humans was tested,F,,,Homo sapiens,,80024
6553,,9980.0,A9,,BsOo000219,5116,Percentage inhibition at higher concentration (100 nM) against Beta- tubulin mutant expressing A9-PTX10 cell line,F,,,Homo sapiens,,80024
6554,,11604.0,Humanovariajcarxjnokaceolline,,BAO9o00219,15694,Inhibition of human ovarian carcinoma (A90) FGF-R overexpressing cell proliferation,F,,,Homo sapiens,,81037
6555,,66115.0,A9,,BAO0o09219,13038,"Tested for stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells, activity expressed as EC50 mM.",F,,,Mus musculus,,80024
6556,,64431.0,A9,,hAO00002w9,13038,Stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells.,F,,,Mus musculus,,80024
6557,,6463.0,A9,,BAO0000e29,10923,Increase in phosphoinositide (PI) metabolism in A9L-m1 cells at 100 uM.,F,,,Mus musculus,,80024
6558,,2422.0,A9,,BAOp00021p,10923,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; - = Not determined,F,,,Mus musculus,,80024
6559,,28854.0,A9,,BxO0000w19,10923,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; i = inactive,F,,,Mus musculus,,80024
6560,,,,,BAO0099019,10923,"Increase in phosphoinositide (PI) metabolism in A9L-cholinergic receptor, muscarinic 3 expressing cells was measured at 100 uMolar",F,,,,,10649
6561,,34721.0,A9,,BAO90002q9,10923,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; - = Not determined,F,,,Mus musculus,,80024
6562,,10903.0,A9,,BAO00003q9,10923,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; i = inactive,F,,,Mus musculus,,80024
6563,,14931.0,AA6,,BAk0000119,8158,Ability to inhibit growth of AA-6 cells (a mutant cell line resistant to 8-azaadenine and lacks adenine phosphoryltransferase) was determined,F,,,Cricetulus griseus,,80663
6564,,14871.0,,,BAO0090218,15494,Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied after 5 hrs of Incubation.,F,,,Homo sapiens,,22226
6565,,19239.0,,,BAO000022p,15494,"Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied, after 5 hrs of Incubation.",F,,,Homo sapiens,,22226
6566,,94108.0,AA5,,BAOp000229,12348,Anti -HIV activity was measured against AA5/HIV-1(IIIB),F,,,Homo sapiens,,80662
6567,,85090.0,AA5,,BAO000p229,12348,Cytotoxicity was measured against AA5/HIV-1(IIIB),F,,,Homo sapiens,,80662
6568,,19418.0,AA5,,BsO000021i,2726,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in AA5 EBV-infected B-cell,F,,,Homo sapiens,,80662
6569,,4734.0,U937,,BAO0o90219,2726,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in U937 monocytic cell,F,,,Homo sapiens,,80566
6570,,4670.0,UV4,,BAO0009210,10747,Hypersensitivity factor obtained from in vitro cytotoxicities against Chinese hamster ovary derived AA8 / UV4 cell lines,F,,,Cricetulus griseus,,80578
6571,,91138.0,xHOAA8,,BAOo900219,11005,"Inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",F,,,Cricetulus griseus,,80089
6572,,70119.0,CHOxA8,,BAO0p00218,12687,Average intracellular compound concentration when the hypoxic SER=1.6,F,,,Cricetulus griseus,,80089
6573,,20504.0,CgOAA8,,BAO0o002w9,12687,Average intracellular compound concentration when the hypoxic SER=1.6.,F,,,Cricetulus griseus,,80089
6574,,1580.0,CHOwA8,,hAO0000119,12687,Average intracellular compound concentration where the hypoxia sensitizer enhancement ratio (SER)=1.6,F,,,Cricetulus griseus,,80089
6575,,4951.0,CHOqA8,,hAk0000219,12687,Average intracellular compound concentration where the sensitizer enhancement ratio (SER)=1.6 under hypoxia,F,,,Cricetulus griseus,,80089
6576,,2060.0,CHlAA8,,BAO0000qw9,12687,Compound concentration at which sensitizer enhancement ratio =1.6 under hypoxia.,F,,,Cricetulus griseus,,80089
6577,,85424.0,xHOAA8,,BAOo000q19,13436,"Compound was tested for the concentration required to reduce cell survival under hypoxic conditions, using the cell line AA8 in the clonogenic assay.",F,,,Cricetulus griseus,,80089
6578,,11646.0,CHOwA8,,BAO00002qi,13435,"Concentration needed to reduce cell survival to 10% of control values, using 1 hour exposure of plateau phase AA8 cells at 10e6 cells/ml",F,,,Cricetulus griseus,,80089
6579,,48117.0,CHOAz8,,BzOo000219,13302,Activity to reduce the surviving fraction to 10% (CT10) was used as an inverse measure of cytotoxic potency in aerobic conditions,F,,,Cricetulus griseus,,80089
6580,,31628.0,CHOAq8,,BsO00o0219,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,F,,,Cricetulus griseus,,80089
6581,,55269.0,CH0AA8,,BA80000229,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,A,,,Cricetulus griseus,,80089
6582,,16706.0,CmOAA8,,vA90000219,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition.,A,,,Cricetulus griseus,,80089
6583,,31357.0,vHOAA8,,BAO9000e19,12878,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay,A,,,Cricetulus griseus,,80089
6584,,8948.0,CgOAA8,,BAl00002q9,12878,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay. Inactive at the solubility limit,A,,,Cricetulus griseus,,80089
6585,,33638.0,CHOAz8,,BA89000219,14367,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% controls in clonogenic assay,F,,,Cricetulus griseus,,80089
6586,,76558.0,CHOAA9,,BAi000p219,14367,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% of controls in clonogenic assay,F,,,Cricetulus griseus,,80089
6587,,57206.0,CHkAA8,,BAOoo00219,12398,Aerobic cytotoxicity was assessed in a growth inhibition assay using log phase cultures of the chinese hamster ovary fibroblast line AA8,F,,,hampster,,80089
6588,,18342.0,CHpAA8,,BAO0000ww9,12878,Aerobic growth inhibition in Chinese hamster cell line AA8,F,,,Cricetulus griseus,,80089
6589,,24079.0,CHOAx8,,BAO9900219,13820,Cytotoxicity against AA8 cell and IC50 values were determined as drug concentration required to inhibit cell protein to 50%.,F,,,Cricetulus griseus,,80089
6590,,24907.0,CHOAw8,,BqO000021o,13436,Inhibition of growth under aerobic conditions in AA8 cells,F,,,Cricetulus griseus,,80089
6591,,45070.0,,,BA00000217,6084,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,,50588
6592,,40766.0,,,BqO0900218,5711,Oral bioavailability in dog at 10 mg/kg of the compound,A,In vivo,,Canis lupus familiaris,,50588
6593,,8506.0,,,BAO009p218,4353,Oral bioavailability in dog (dose 5 uM/kg),A,In vivo,,Canis lupus familiaris,,50588
6594,,22024.0,,,BAp000021o,4353,Oral bioavailability in dog (dose 5 uM/kg),A,In vivo,,Canis lupus familiaris,,50588
6595,,5351.0,,,BxO0p00218,17800,Oral bioavailability in dog (mongrel),A,In vivo,,Canis lupus familiaris,,50588
6596,,59171.0,,,fAO0p00218,3994,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,,50588
6597,,58949.0,,,BAO0000q1o,3994,Oral bioavailability in dog (dose 10 mg/kg),F,In vivo,,Canis lupus familiaris,,50588
6598,,28027.0,,,BAO00po218,5145,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,,50588
6599,,54538.0,,,BA90000228,16452,Bioavailability in dog (dose 1 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,,50588
6600,,27716.0,,,BAO00p0118,16452,Pharmacokinetic data for dose given to dogs intravenously (oral PK study in parentheses),A,In vivo,,Canis lupus familiaris,,50588
6601,,31667.0,,,BA80o00218,5983,Pharmacokinetic property (F) was measured in dog at the dose of 0.032 mg/kg,A,In vivo,,Canis lupus familiaris,,50588
6602,,19480.0,,,BAO0000w17,4273,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,,50588
6603,,64007.0,,,BAOp0o0218,12500,Bioavailability in dog (dose 3-10 mg/kg),A,In vivo,,Canis lupus familiaris,,50588
6604,,3042.0,,,BAl9000218,12500,The compound was tested for bioavailability of compound in plasma of dog; Complete,A,In vivo,,Canis lupus familiaris,Plasma,50588
6605,,31181.0,,,hA80000218,3639,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,50588
6606,,11594.0,,,BAOp000228,3880,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,50588
6607,,10954.0,,,vAi0000218,4838,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,,50588
6608,,16635.0,,,BAO09002q8,15600,oral bioavailability was measured in dogs,A,In vivo,,Canis lupus familiaris,,50588
6609,,19652.0,,,BzO0o00218,17248,Compound was tested for plasma protein binding in dog; Not determined,A,,,Canis lupus familiaris,,50588
6610,,74578.0,,,BAO000o2q8,17248,Compound was tested for plasma protein binding of dog,A,,,Canis lupus familiaris,,50588
6611,,22812.0,,,BAOo090218,17248,Compound was tested for plasma protein binding of dog; Not determined,A,,,Canis lupus familiaris,,50588
6612,,5370.0,,,BAOp0002w8,17443,Concentration in dogs after oral administration at dose of 1 mg/kg after 180 min.,A,,,Canis lupus familiaris,,50588
6613,,32839.0,,,BAOp0o0218,4186,Apparent terminal elimination half-life in dog after administration of 20 mg/kg dose through peroral route,A,In vivo,,Canis lupus familiaris,,50588
6614,,3853.0,,,BAk000021o,3749,Half life was determined,A,,,Canis lupus familiaris,,50588
6615,,5906.0,,,nAi0000218,3249,Half life by ''Cr'' assay in dog at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,,50588
6616,,25320.0,,,fAO0000q18,3022,Half life was evaluated in dog,A,,,Canis lupus familiaris,,50588
6617,,25896.0,,,BAO0o00e18,3749,Half life was determined,A,,,Canis lupus familiaris,,50588
