Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion name,CountryRegion percent,Sector ID,Sector name,Sector percent
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,BO,Closed,105625.0,1,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,America,BO,Bolivia,0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,BO,Closed,105625.0,1,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,America,BO,Bolivia,0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CD,Closed,211250.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,CD,"Congo, Dem Rep.",0.1,15150,Democratic participation and civil society,0.5
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CD,Closed,105625.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,CD,"Congo, Dem Rep.",0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CD,Closed,105625.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,CD,"Congo, Dem Rep.",0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CI,Closed,211250.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,CI,C�te d'Ivoire,0.1,15150,Democratic participation and civil society,0.5
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CI,Closed,105625.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,CI,C�te d'Ivoire,0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CI,Closed,105625.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,CI,C�te d'Ivoire,0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CN,Closed,211250.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,CN,China,0.1,15150,Democratic participation and civil society,0.5
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CN,Closed,105625.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,CN,China,0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CN,Closed,105625.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,CN,China,0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CO,Closed,211250.0,1,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,America,CO,Colombia,0.1,15150,Democratic participation and civil society,0.5
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CO,Closed,105625.0,1,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,America,CO,Colombia,0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,CO,Closed,105625.0,1,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,America,CO,Colombia,0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,ID,Closed,211250.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,ID,Indonesia,0.1,15150,Democratic participation and civil society,0.5
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,ID,Closed,105625.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,ID,Indonesia,0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,ID,Closed,105625.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,ID,Indonesia,0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,JO,Closed,211250.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,JO,Jordan,0.1,15150,Democratic participation and civil society,0.5
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,JO,Closed,105625.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,JO,Jordan,0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,JO,Closed,105625.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,JO,Jordan,0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,MA,Closed,211250.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,MA,Morocco,0.1,15150,Democratic participation and civil society,0.5
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,MA,Closed,105625.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,MA,Morocco,0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,MA,Closed,105625.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,MA,Morocco,0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,MM,Closed,211250.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,MM,Burma (Myanmar),0.1,15150,Democratic participation and civil society,0.5
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,MM,Closed,105625.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,MM,Burma (Myanmar),0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,MM,Closed,105625.0,3,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Asia,MM,Burma (Myanmar),0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,ZW,Closed,211250.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,ZW,Zimbabwe,0.1,15150,Democratic participation and civil society,0.5
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,ZW,Closed,105625.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,ZW,Zimbabwe,0.1,15153,Media and free flow of information,0.25
2009/2010,0,1,0,Not PBA,Public Institutions & Elections,0.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,SPECIALIZED INSTITUTE,ZW,Closed,105625.0,2,0,0,0,0,0,0,0,1,1000281,Rights & Democracy (Int'l Centre for Human Rights & Democratic Dev.),Civil Society,Africa,ZW,Zimbabwe,0.1,15160,Human rights,0.25
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,GT,Closed,2535.006474,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,GT,Guatemala,0.3333,11110,Education policy and administrative management,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,GT,Closed,2535.006474,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,GT,Guatemala,0.3333,11120,Education facilities and training,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,GT,Closed,1267.503237,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,GT,Guatemala,0.3333,15110,Public sector policy and administrative management,0.07
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,GT,Closed,7786.091313,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,GT,Guatemala,0.3333,15160,Human rights,0.43
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,GT,Closed,3983.581602,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,GT,Guatemala,0.3333,25010,Business support services and institutions,0.22
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,2535.767052,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,HN,Honduras,0.3334,11110,Education policy and administrative management,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,2535.767052,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,HN,Honduras,0.3334,11120,Education facilities and training,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,1267.883526,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,HN,Honduras,0.3334,15110,Public sector policy and administrative management,0.07
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,7788.427374,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,HN,Honduras,0.3334,15160,Human rights,0.43
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,3984.776796,1,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,America,HN,Honduras,0.3334,25010,Business support services and institutions,0.22
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,SL,Closed,2535.006474,2,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,Africa,SL,Sierra Leone,0.3333,11110,Education policy and administrative management,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,SL,Closed,2535.006474,2,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,Africa,SL,Sierra Leone,0.3333,11120,Education facilities and training,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,SL,Closed,1267.503237,2,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,Africa,SL,Sierra Leone,0.3333,15110,Public sector policy and administrative management,0.07
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,SL,Closed,7786.091313,2,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,Africa,SL,Sierra Leone,0.3333,15160,Human rights,0.43
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,SL,Closed,3983.581602,2,0,0,0,0,0,0,0,2,1001890,CAUSE Canada,Civil Society,Africa,SL,Sierra Leone,0.3333,25010,Business support services and institutions,0.22
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,BZ,Closed,759.696,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,BZ,Belize,0.1,13040,STD control including HIV/AIDS,0.1176
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,BZ,Closed,4433.498,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,BZ,Belize,0.1,31310,Fishing policy and administrative management,0.6863
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,BZ,Closed,1266.806,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,BZ,Belize,0.1,43030,Urban development and management,0.1961
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,CO,Closed,1139.5439999999999,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,CO,Colombia,0.15,13040,STD control including HIV/AIDS,0.1176
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,CO,Closed,6650.246999999999,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,CO,Colombia,0.15,31310,Fishing policy and administrative management,0.6863
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,CO,Closed,1900.2089999999998,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,CO,Colombia,0.15,43030,Urban development and management,0.1961
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,GD,Closed,1519.392,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,GD,Grenada,0.2,13040,STD control including HIV/AIDS,0.1176
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,GD,Closed,8866.996,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,GD,Grenada,0.2,31310,Fishing policy and administrative management,0.6863
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,GD,Closed,2533.612,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,GD,Grenada,0.2,43030,Urban development and management,0.1961
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,GM,Closed,1443.4224,2,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,Africa,GM,Gambia,0.19,13040,STD control including HIV/AIDS,0.1176
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,GM,Closed,8423.6462,2,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,Africa,GM,Gambia,0.19,31310,Fishing policy and administrative management,0.6863
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,GM,Closed,2406.9314,2,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,Africa,GM,Gambia,0.19,43030,Urban development and management,0.1961
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,JM,Closed,607.7568,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,JM,Jamaica,0.08,13040,STD control including HIV/AIDS,0.1176
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,JM,Closed,3546.7984,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,JM,Jamaica,0.08,31310,Fishing policy and administrative management,0.6863
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,JM,Closed,1013.4448,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,JM,Jamaica,0.08,43030,Urban development and management,0.1961
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,UY,Closed,455.8176,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,UY,Uruguay,0.06,13040,STD control including HIV/AIDS,0.1176
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,UY,Closed,2660.0988,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,UY,Uruguay,0.06,31310,Fishing policy and administrative management,0.6863
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,UY,Closed,760.0836,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,UY,Uruguay,0.06,43030,Urban development and management,0.1961
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,VC,Closed,759.696,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,VC,St.Vincent & Gr,0.1,13040,STD control including HIV/AIDS,0.1176
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,VC,Closed,4433.498,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,VC,St.Vincent & Gr,0.1,31310,Fishing policy and administrative management,0.6863
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,VC,Closed,1266.806,1,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,America,VC,St.Vincent & Gr,0.1,43030,Urban development and management,0.1961
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,ZA,Closed,911.6352,2,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,Africa,ZA,South Africa,0.12,13040,STD control including HIV/AIDS,0.1176
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,ZA,Closed,5320.1976,2,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,Africa,ZA,South Africa,0.12,31310,Fishing policy and administrative management,0.6863
2009/2010,1,1,0,Not PBA,Youth Participation,0.0,1,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UNIVERSITY,ZA,Closed,1520.1672,2,1,0,0,0,0,0,0,2,1002603,Dalhousie University International Research and,Civil Society,Africa,ZA,South Africa,0.12,43030,Urban development and management,0.1961
2009/2010,0,1,0,Not PBA,Education and Knowledge,0.0,0,Canadian Profit Making,KFM Partnership for Develop. Innovation,SUPPLIER OF GOODS/SERVICES,CA,Closed,85000.0,1,0,1,2,0,0,0,0,0,1012921,Savant Productions,Civil Society,America,CA,Canada,1.0,99820,Promotion of development awareness,1.0
2009/2010,0,1,0,Not PBA,Education and Knowledge,0.0,0,Canadian Profit Making,KFM Partnership for Develop. Innovation,CONSULTANT,CA,Closed,9000.0,1,0,1,0,0,0,0,1,3,Information not available,Information not available,Individual,America,CA,Canada,1.0,99820,Promotion of development awareness,1.0
2009/2010,0,1,0,Not PBA,Education and Knowledge,0.0,0,Canadian Profit Making,KFM Partnership for Develop. Innovation,SUPPLIER OF GOODS/SERVICES,CA,Closed,82000.0,1,0,0,0,0,0,0,0,0,1015316,PTV Production Inc.,Civil Society,America,CA,Canada,1.0,99820,Promotion of development awareness,1.0
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,GH,Closed,43449.6,2,0,0,1,0,0,0,0,2,1012292,Journalists for Human Rights,Civil Society,Africa,GH,Ghana,0.6,15153,Media and free flow of information,1.0
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MW,Closed,28966.4,2,0,0,1,0,0,0,0,2,1012292,Journalists for Human Rights,Civil Society,Africa,MW,Malawi,0.4,15153,Media and free flow of information,1.0
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,ASSOCIATIONS,BO,Closed,656.24,1,1,1,2,0,0,1,1,2,1000282,Soci�t� de coop�ration pour le d�veloppement international,Civil Society,America,BO,Bolivia,0.26,15151,Elections,0.1
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,ASSOCIATIONS,BO,Closed,328.12,1,1,1,2,0,0,1,1,2,1000282,Soci�t� de coop�ration pour le d�veloppement international,Civil Society,America,BO,Bolivia,0.26,22040,Information and communication technology (ICT),0.05
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,ASSOCIATIONS,BO,Closed,3281.2,1,1,1,2,0,0,1,1,2,1000282,Soci�t� de coop�ration pour le d�veloppement international,Civil Society,America,BO,Bolivia,0.26,31194,Agricultural co-operatives,0.5
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,ASSOCIATIONS,BO,Closed,1968.72,1,1,1,2,0,0,1,1,2,1000282,Soci�t� de coop�ration pour le d�veloppement international,Civil Society,America,BO,Bolivia,0.26,31210,Forestry policy and administrative management,0.3
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,ASSOCIATIONS,BO,Closed,328.12,1,1,1,2,0,0,1,1,2,1000282,Soci�t� de coop�ration pour le d�veloppement international,Civil Society,America,BO,Bolivia,0.26,32140,Cottage industries and handicrafts,0.05
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,ASSOCIATIONS,CI,Closed,151.44,2,1,1,2,0,0,1,1,2,1000282,Soci�t� de coop�ration pour le d�veloppement international,Civil Society,Africa,CI,C�te d'Ivoire,0.06,15151,Elections,0.1
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,ASSOCIATIONS,CI,Closed,75.72,2,1,1,2,0,0,1,1,2,1000282,Soci�t� de coop�ration pour le d�veloppement international,Civil Society,Africa,CI,C�te d'Ivoire,0.06,22040,Information and communication technology (ICT),0.05
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,ASSOCIATIONS,CI,Closed,757.2,2,1,1,2,0,0,1,1,2,1000282,Soci�t� de coop�ration pour le d�veloppement international,Civil Society,Africa,CI,C�te d'Ivoire,0.06,31194,Agricultural co-operatives,0.5
2009/2010,0,1,0,Not PBA,Youth Participation,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,ASSOCIATIONS,CI,Closed,454.32,2,1,1,2,0,0,1,1,2,1000282,Soci�t� de coop�ration pour le d�veloppement international,Civil Society,Africa,CI,C�te d'Ivoire,0.06,31210,Forestry policy and administrative management,0.3
