ss_d,ss_sbclllr_frctn,cnfdnc_scr,dscrptn,ss_rgnsm,ss_strn,vrnt_d,ss_tss,tss_d,cll_d,src_d,ss_tx_d,ss_tp,chmbl_d,td,ss_ctgr,rltnshp_tp,crtd_b,src_ss_d,b_frmt
3340,,8,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,,,,,,,1,,B,CHEMBL619040,10623,,H,Expert,,BAO_0000249
3341,,9,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,Rattus norvegicus,,,Striatum,2435.0,,1,10116.0,B,CHEMBL619041,10623,,D,Expert,,BAO_0000019
3342,,8,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,,,,Striatum,2435.0,,1,,B,CHEMBL619042,10623,,H,Autocuration,,BAO_0000019
3343,,8,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,,,,Striatum,2435.0,,1,,B,CHEMBL619043,10623,,H,Expert,,BAO_0000249
3344,,8,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,,,,Striatum,2435.0,,1,,B,CHEMBL619044,10623,,H,Expert,,BAO_0000019
3345,,8,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,,,,Striatum,2435.0,,1,,B,CHEMBL619045,10623,,H,Expert,,BAO_0000249
3346,,8,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,,,,Striatum,2435.0,,1,,B,CHEMBL619046,10623,,H,Expert,,BAO_0000249
3347,,8,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,,,,,,,1,,B,CHEMBL619047,10623,,H,Expert,,BAO_0000249
3348,,8,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,,,,Brain,955.0,,1,,F,CHEMBL619048,10623,,H,Autocuration,,BAO_0000221
3349,,8,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,,,,,,,1,,F,CHEMBL859398,10623,,H,Autocuration,,BAO_0000019
3350,,8,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,,,,,,,1,,F,CHEMBL619049,10623,,H,Autocuration,,BAO_0000019
3351,,8,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,,,,,,,1,,F,CHEMBL857886,10623,,H,Autocuration,,BAO_0000019
3352,,8,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,,,,,,,1,,F,CHEMBL619050,10623,,H,Autocuration,,BAO_0000019
3353,,8,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,,,,,,1,,F,CHEMBL620591,10623,,H,Autocuration,,BAO_0000019
3354,,9,Binding affinity against rat 5-hydroxytryptamine 4 receptor,Rattus norvegicus,,,,,,1,10116.0,B,CHEMBL620592,10623,,D,Expert,,BAO_0000357
3355,,8,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,,,,Striatum,2435.0,,1,,B,CHEMBL620593,10623,,H,Expert,,BAO_0000249
3356,,9,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,Rattus norvegicus,,,,,,1,10116.0,F,CHEMBL620594,10623,,D,Expert,,BAO_0000019
3357,,8,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,,,,,,,1,,F,CHEMBL875079,10623,,H,Expert,,BAO_0000019
3358,,8,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,,,,,,1,,F,CHEMBL620595,10623,,H,Expert,,BAO_0000019
3359,,9,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,Rattus norvegicus,,,,,,1,10116.0,F,CHEMBL620596,10623,,D,Expert,,BAO_0000019
3360,,8,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,,,,,,,1,,F,CHEMBL620597,10623,,H,Autocuration,,BAO_0000019
3361,,8,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,,,,,,,1,,F,CHEMBL620598,10623,,H,Expert,,BAO_0000019
3362,,8,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),,,,,,,1,,F,CHEMBL620599,10623,,H,Expert,,BAO_0000218
3363,,8,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,,,,,,1,,F,CHEMBL620600,10623,,H,Autocuration,,BAO_0000019
3364,,8,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,Rattus norvegicus,,,,,,1,10116.0,F,CHEMBL620601,168,,H,Autocuration,,BAO_0000019
3365,,8,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,,,,,,,1,,F,CHEMBL620602,168,,H,Autocuration,,BAO_0000019
3366,,8,Tested for affinity towards 5-hydroxytryptamine 4 receptor,,,,,,,1,,B,CHEMBL620603,168,,H,Autocuration,,BAO_0000357
3367,,8,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,,,,,,,1,,B,CHEMBL620604,168,,H,Autocuration,,BAO_0000357
3368,,8,Compound was tested for 5-hydroxytryptamine 4 binding affinity,,,,,,,1,,B,CHEMBL620605,168,,H,Autocuration,,BAO_0000357
3369,,8,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,,,,,,,1,,B,CHEMBL620606,168,,H,Autocuration,,BAO_0000357
3370,,8,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,,,,,,1,,F,CHEMBL620607,168,,H,Autocuration,,BAO_0000019
3371,,8,In vitro binding affinity towards 5-HT4 receptor was determined,,,,,,,1,,B,CHEMBL620608,168,,H,Autocuration,,BAO_0000357
3372,,8,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,,,,,,1,,F,CHEMBL620609,168,,H,Autocuration,,BAO_0000019
3373,,8,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,,,,,,,1,,F,CHEMBL620610,168,,H,Autocuration,,BAO_0000019
3374,,8,Tested for selectivity for 5-hydroxytryptamine 4 receptor,,,,,,,1,,B,CHEMBL620611,168,,H,Autocuration,,BAO_0000357
3375,,8,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,,,,,,,1,,B,CHEMBL620612,168,,H,Autocuration,,BAO_0000357
3376,,8,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,,,,,,,1,,B,CHEMBL620613,168,,H,Autocuration,,BAO_0000357
3377,,8,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,,,,,,,1,,B,CHEMBL620614,168,,H,Autocuration,,BAO_0000357
3378,,8,Binding affinity against 5-Hydroxytryptamine 4 receptor,,,,,,,1,,B,CHEMBL620615,168,,H,Expert,,BAO_0000357
3379,Brain membranes,6,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,,,,,,,1,,B,CHEMBL857075,104698,,H,Autocuration,,BAO_0000249
3380,Brain membranes,6,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,,,,,,,1,,B,CHEMBL620616,104698,,H,Autocuration,,BAO_0000249
3381,Brain membranes,6,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,,,,,,,1,,B,CHEMBL619411,104698,,H,Autocuration,,BAO_0000249
3382,,6,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,,,,,,,1,,B,CHEMBL619412,104698,,H,Autocuration,,BAO_0000019
3383,,7,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,Rattus norvegicus,,,,,,1,10116.0,B,CHEMBL619413,104698,,D,Autocuration,,BAO_0000019
3384,,6,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,,,,Hippocampus,10000000.0,,1,,B,CHEMBL619414,104698,,H,Autocuration,,BAO_0000221
3385,,6,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,,,,,,,1,,B,CHEMBL619415,104698,,H,Autocuration,,BAO_0000019
3386,,6,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,,,,,,,1,,B,CHEMBL619416,104698,,H,Autocuration,,BAO_0000019
3387,,6,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,,,,,,,1,,F,CHEMBL619417,104698,,H,Autocuration,,BAO_0000019
3388,,7,Binding affinity against rat 5-hydroxytryptamine 3 receptor,Rattus norvegicus,,,,,,1,10116.0,B,CHEMBL619418,104698,,D,Autocuration,,BAO_0000223
3389,,7,Binding affinity against 5-Hydroxytryptamine 3 receptor,Rattus norvegicus,,,,,,1,10116.0,B,CHEMBL619419,104698,,D,Autocuration,,BAO_0000223
3390,,6,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,,,,,,,1,,B,CHEMBL619420,104698,,H,Autocuration,,BAO_0000019
3391,,6,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,,,,,,,1,,B,CHEMBL619421,104698,,H,Autocuration,,BAO_0000249
3392,,7,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,Rattus norvegicus,,,,,,1,10116.0,B,CHEMBL619422,104698,,D,Autocuration,,BAO_0000019
3393,,6,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,,,,,,,1,,B,CHEMBL619423,104698,,H,Autocuration,,BAO_0000019
3394,,6,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,,,,,,,1,,B,CHEMBL875080,104698,,H,Autocuration,,BAO_0000019
3395,,6,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,,,,,,,1,,B,CHEMBL619424,104698,,H,Autocuration,,BAO_0000019
3396,,6,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,,,,,,,1,,B,CHEMBL619425,104698,,H,Autocuration,,BAO_0000249
3397,,6,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,,,,,,,1,,B,CHEMBL619426,104698,,H,Autocuration,,BAO_0000223
3398,,6,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,,,,,,,1,,B,CHEMBL619427,104698,,H,Autocuration,,BAO_0000223
3399,,7,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,Rattus norvegicus,,,,,,1,10116.0,B,CHEMBL619645,104698,,D,Autocuration,,BAO_0000223
3400,,9,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",,,,,,,1,,B,CHEMBL619646,10576,,D,Expert,,BAO_0000249
3401,,8,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,,,,Brain,955.0,,1,,F,CHEMBL619647,12020,,H,Autocuration,,BAO_0000221
3402,,8,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,,,,,,,1,,F,CHEMBL619648,12020,,H,Autocuration,,BAO_0000019
3403,,8,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,,,,,,,1,,F,CHEMBL619165,12020,,H,Autocuration,,BAO_0000019
3404,,8,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,F,CHEMBL620719,12020,,H,Autocuration,,BAO_0000218
3405,,8,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,,,,,,1,,B,CHEMBL872924,12020,,H,Autocuration,,BAO_0000019
3406,,8,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL620720,12020,,H,Autocuration,,BAO_0000357
3407,,8,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,,,,,,1,,B,CHEMBL620721,12020,,H,Autocuration,,BAO_0000019
3408,,8,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,,,,,,,1,,B,CHEMBL620722,12020,,H,Autocuration,,BAO_0000019
3409,,6,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",,,,,,,1,,B,CHEMBL620723,104698,,H,Autocuration,,BAO_0000019
3410,,8,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,,,,,,,1,,B,CHEMBL620724,12020,,H,Autocuration,,BAO_0000019
3411,,6,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,,,,,,,1,,B,CHEMBL620725,104698,,H,Autocuration,,BAO_0000249
3412,,9,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,Rattus norvegicus,,,,,,1,10116.0,F,CHEMBL620726,12020,,D,Autocuration,,BAO_0000019
3413,,8,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL620727,144,,H,Expert,,BAO_0000357
3414,,4,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,,,,,,,1,,B,CHEMBL620728,104714,,H,Autocuration,,BAO_0000223
3415,,0,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,,,,,,1,,B,CHEMBL620729,22226,,U,Autocuration,,BAO_0000019
3416,,4,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,,,,,,,1,,F,CHEMBL858288,104714,,H,Autocuration,,BAO_0000019
3417,,4,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL620730,104714,,H,Autocuration,,BAO_0000223
3418,,4,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL620731,104714,,H,Autocuration,,BAO_0000223
3419,,4,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,Cavia porcellus,,,,,,1,10141.0,F,CHEMBL620732,104714,,H,Autocuration,,BAO_0000019
3420,,4,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,Cavia porcellus,,,,,,1,10141.0,F,CHEMBL618042,104714,,H,Autocuration,,BAO_0000019
3421,,4,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,Cavia porcellus,,,,,,1,10141.0,F,CHEMBL618043,104714,,H,Autocuration,,BAO_0000019
3422,,4,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL618044,104714,,H,Autocuration,,BAO_0000223
3423,,4,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,,,,,,,1,,F,CHEMBL618045,104714,,H,Autocuration,,BAO_0000019
3424,,4,Compound was measured for its binding affinity at 5-hydroxytryptamine 3 receptor at a concentration of 10 uM using [3H]BRL-43694 as radioligand,,,,,,,1,,B,CHEMBL618046,104714,,H,Autocuration,,BAO_0000223
3425,,4,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); A: agonist,,,,,,,1,,F,CHEMBL618047,104714,,H,Autocuration,,BAO_0000019
3426,,4,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: agonist,,,,,,,1,,F,CHEMBL875084,104714,,H,Autocuration,,BAO_0000019
3427,,4,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: antagonist,,,,,,,1,,F,CHEMBL618048,104714,,H,Autocuration,,BAO_0000019
3428,,4,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); NA means data not available,,,,,,,1,,B,CHEMBL618049,104714,,H,Autocuration,,BAO_0000223
3429,,4,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); PA: Partial agonist,,,,,,,1,,F,CHEMBL619764,104714,,H,Autocuration,,BAO_0000019
3430,,4,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; A: agonist,,,,,,,1,,F,CHEMBL619765,104714,,H,Autocuration,,BAO_0000019
3431,,4,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; ANT: Antagonist,,,,,,,1,,F,CHEMBL619766,104714,,H,Autocuration,,BAO_0000019
3432,,4,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA: not active,,,,,,,1,,B,CHEMBL619767,104714,,H,Autocuration,,BAO_0000223
3433,,4,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA means data not available,,,,,,,1,,B,CHEMBL619768,104714,,H,Autocuration,,BAO_0000223
3434,,4,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; PA: Partial agonist,,,,,,,1,,F,CHEMBL619769,104714,,H,Autocuration,,BAO_0000019
3435,,4,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; na means data not available,,,,,,,1,,B,CHEMBL619770,104714,,H,Autocuration,,BAO_0000223
3436,,4,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL619771,104714,,H,Autocuration,,BAO_0000223
3437,,4,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor using [3H]-BRL-43694 (1 nM) ligand in NG cells 108-15 was determined,,,,,,,1,,B,CHEMBL619772,104714,,H,Autocuration,,BAO_0000219
3438,,4,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor; NA: not active,,,,,,,1,,B,CHEMBL619773,104714,,H,Autocuration,,BAO_0000223
3439,,4,Binding affinity for 5-HT3 receptor of NG108-15 cells using [3H]GR-65630,,,,,,433.0,1,,B,CHEMBL619774,104714,,H,Autocuration,,BAO_0000219
3440,,4,Binding affinity to 5-HT3 serotonin receptor in NG 108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand.,,,,,,,1,,B,CHEMBL875083,104714,,H,Autocuration,,BAO_0000019
3441,,4,Binding affinity to 5-HT3 serotonin receptor in NG108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand,,,,,,433.0,1,,B,CHEMBL620718,104714,,H,Autocuration,,BAO_0000219
3442,,4,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,,,,,,,1,,B,CHEMBL618127,104714,,H,Autocuration,,BAO_0000223
3443,,4,Compound was tested for selectivity against 5-hydroxytryptamine 3 receptor binding affinity,,,,,,,1,,B,CHEMBL618128,104714,,H,Autocuration,,BAO_0000223
3444,,4,Compound was tested for the inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor expressed in NG 108-15 cells,,,,,,,1,,B,CHEMBL618129,104714,,H,Autocuration,,BAO_0000219
3445,,4,In vitro Binding affinity towards 5-hydroxytryptamine 3 receptor was determined,,,,,,,1,,B,CHEMBL618130,104714,,H,Autocuration,,BAO_0000223
3446,,4,Tested for 5-hydroxytryptamine 3 receptor antagonist activity,,,,,,,1,,F,CHEMBL618131,104714,,H,Autocuration,,BAO_0000019
3447,,4,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 1 uM,Cavia porcellus,,,,,,1,10141.0,F,CHEMBL618132,104714,,H,Autocuration,,BAO_0000019
3448,,4,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM,Cavia porcellus,,,,,,1,10141.0,F,CHEMBL618133,104714,,H,Autocuration,,BAO_0000019
3449,,4,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM in the presence of 30 uM MDL 72222,Cavia porcellus,,,,,,1,10141.0,F,CHEMBL618134,104714,,H,Autocuration,,BAO_0000019
3450,,4,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,Cavia porcellus,,,,,,1,10141.0,F,CHEMBL618135,104714,,H,Autocuration,,BAO_0000019
3451,,4,Binding affinity for the 5-hydroxytryptamine 3 receptor was evaluated in vitro by examining its ability to displace [3H]-BRL 43694.,,,,,,,1,,B,CHEMBL618136,104714,,H,Autocuration,,BAO_0000223
3452,,4,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL618137,104714,,H,Autocuration,,BAO_0000223
3453,,4,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor using radioligand binding assay,,,,,,,1,,B,CHEMBL618138,104714,,H,Autocuration,,BAO_0000223
3454,,4,Tested against 5-hydroxytryptamine 3 receptor in experiment 1,,,,,,,1,,B,CHEMBL618139,104714,,H,Autocuration,,BAO_0000223
3455,,4,Tested against 5-hydroxytryptamine 3 receptor in experiment 2,,,,,,,1,,B,CHEMBL618140,104714,,H,Autocuration,,BAO_0000223
3456,,4,Binding affinity against 5-hydroxytryptamine 3 receptor was measured using [3H]granisetron as radioligand,,,,,,,1,,B,CHEMBL618141,104714,,H,Autocuration,,BAO_0000223
3457,,8,Binding affinity for 5-hydroxytryptamine 2C receptor,,,,,,,1,,B,CHEMBL873478,108,,H,Expert,,BAO_0000357
3458,,6,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL618142,104698,,H,Autocuration,,BAO_0000223
3459,,8,Compound was evaluated for the affinity at 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL618143,144,,H,Autocuration,,BAO_0000357
3460,,8,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL618144,144,,H,Autocuration,,BAO_0000357
3461,,8,Inhibition of GR-65630 binding to 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL618145,144,,H,Autocuration,,BAO_0000357
3462,,4,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,,,,,,,1,,B,CHEMBL618146,104714,,H,Autocuration,,BAO_0000223
3463,,4,Inhibition of [3H]-BRL 43 694 binding to 5-hydroxytryptamine 3 receptor of central nervous system,,,,,,,1,,B,CHEMBL618147,104714,,H,Autocuration,,BAO_0000223
3464,,4,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,,,,,,,1,,B,CHEMBL618148,104714,,H,Autocuration,,BAO_0000223
3465,,8,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,,,,,,1,,B,CHEMBL618149,144,,H,Autocuration,,BAO_0000019
3466,,8,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL872927,144,,H,Autocuration,,BAO_0000357
3467,,8,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL618150,144,,H,Autocuration,,BAO_0000357
3468,,8,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,,,,,,,1,,B,CHEMBL618151,144,,H,Autocuration,,BAO_0000357
3469,,8,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL875094,144,,H,Autocuration,,BAO_0000357
3470,,8,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,,,,,,,1,,B,CHEMBL618152,144,,H,Autocuration,,BAO_0000019
3471,,8,In vitro binding affinity towards 5-hydroxytryptamine 3 receptor was determined,,,,,,,1,,B,CHEMBL618153,144,,H,Autocuration,,BAO_0000357
3472,,8,Inhibitory constant against 5-hydroxytryptamine 3 receptor using [3H]GR-65630 radioligand,,,,,,,1,,B,CHEMBL618888,144,,H,Autocuration,,BAO_0000357
3473,,8,Tested for 5-hydroxytryptamine 3 receptor agonist activity,,,,,,,1,,F,CHEMBL618889,144,,H,Autocuration,,BAO_0000019
3474,,8,The binding affinity towards 5-hydroxytryptamine 3 receptor; No affinity,,,,,,,1,,B,CHEMBL618890,144,,H,Autocuration,,BAO_0000357
3475,,8,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H](R)-zacopride from ondansetron-treated NG-108-15 cell membranes,,,,,,,1,,B,CHEMBL618891,144,,H,Autocuration,,BAO_0000019
3476,,8,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H]-BRL 43694 from NG-108-15 cell membranes,,,,,,,1,,B,CHEMBL619054,144,,H,Autocuration,,BAO_0000019
3477,,4,Binding affinity against the 5-hydroxytryptamine 3 receptor,,,,,,,1,,B,CHEMBL619055,104714,,H,Autocuration,,BAO_0000223
3478,,8,Binding affinity against human 5-hydroxytryptamine 3A receptor,,,,,,,1,,B,CHEMBL619056,144,,H,Autocuration,,BAO_0000357
3479,,8,Percent efficacy against 5-hydroxytryptamine 3A receptor,,,,,,,1,,F,CHEMBL619057,144,,H,Autocuration,,BAO_0000019
3480,,8,Binding affinity against human 5-hydroxytryptamine 3A receptor,,,,,,,1,,B,CHEMBL619058,144,,H,Autocuration,,BAO_0000357
3481,,9,Response at rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes,Rattus norvegicus,,,,,,1,10116.0,F,CHEMBL619059,12020,,D,Expert,,BAO_0000219
3482,,9,Ability to block serotonin (30 uM)-evoked responses at rat 5HT3-alpha receptor expressed in xenopus oocytes,Rattus norvegicus,,,,,,1,10116.0,F,CHEMBL619060,12020,,D,Expert,,BAO_0000219
3483,,9,Effect on rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes at concentration up to 100 uM,Rattus norvegicus,,,,,,1,10116.0,F,CHEMBL875095,12020,,D,Expert,,BAO_0000219
