ss_d,chmbl_d,crtd_b,ss_tss,tss_d,ss_sbclllr_frctn,dc_d,cll_d,b_frmt,vrnt_d,ss_cll_tp,ss_strn,td,rltnshp_tp,cnfdnc_scr,src_d,src_ss_d
12471,CHEMBL627241,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12472,CHEMBL627242,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12473,CHEMBL627243,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12474,CHEMBL627244,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12475,CHEMBL627245,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12476,CHEMBL627246,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12477,CHEMBL627247,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12478,CHEMBL627248,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12479,CHEMBL627249,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12480,CHEMBL625569,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12481,CHEMBL625570,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12482,CHEMBL625571,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12483,CHEMBL625572,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12484,CHEMBL625573,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12485,CHEMBL625574,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12486,CHEMBL626245,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12487,CHEMBL626246,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12488,CHEMBL626247,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12489,CHEMBL626248,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12490,CHEMBL626249,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12491,CHEMBL626420,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12492,CHEMBL626421,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12493,CHEMBL626422,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12494,CHEMBL626423,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12495,CHEMBL626424,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12496,CHEMBL626425,Intermediate,,,,12023,,BAO_0000218,,,,50588,N,1,1,
12497,CHEMBL875476,Intermediate,,,,12023,,BAO_0000218,,,,50597,N,1,1,
12498,CHEMBL626426,Intermediate,,,,12023,,BAO_0000218,,,,100710,N,1,1,
12499,CHEMBL626427,Autocuration,,,,10580,,BAO_0000100,,,,22224,U,0,1,
12500,CHEMBL626428,Autocuration,,,,10580,,BAO_0000100,,,,22224,U,0,1,
12501,CHEMBL626429,Autocuration,,,,16032,,BAO_0000019,,,,22224,U,0,1,
12502,CHEMBL625025,Autocuration,Urine,1088.0,,16032,,BAO_0000019,,,,22224,U,0,1,
12503,CHEMBL625026,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12504,CHEMBL625027,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12505,CHEMBL874410,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12506,CHEMBL625028,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12507,CHEMBL625029,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12508,CHEMBL625030,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12509,CHEMBL625031,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12510,CHEMBL625032,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12511,CHEMBL625033,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12512,CHEMBL625034,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12513,CHEMBL624872,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12514,CHEMBL624873,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12515,CHEMBL624874,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12516,CHEMBL624875,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12517,CHEMBL624876,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12518,CHEMBL624877,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12519,CHEMBL624878,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12520,CHEMBL624879,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12521,CHEMBL624880,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12522,CHEMBL624881,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12523,CHEMBL624882,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12524,CHEMBL624883,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12525,CHEMBL624884,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12526,CHEMBL624885,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12527,CHEMBL624886,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12528,CHEMBL624887,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12529,CHEMBL624888,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12530,CHEMBL624889,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12531,CHEMBL624890,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12532,CHEMBL621964,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12533,CHEMBL621965,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12534,CHEMBL621966,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12535,CHEMBL621967,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12536,CHEMBL622164,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12537,CHEMBL623097,Autocuration,,,,7653,,BAO_0000019,,,,22224,U,0,1,
12538,CHEMBL623098,Autocuration,,,,7653,,BAO_0000019,,,,22224,U,0,1,
12539,CHEMBL623099,Autocuration,,,,7653,,BAO_0000019,,,,22224,U,0,1,
12540,CHEMBL623100,Autocuration,,,,7653,,BAO_0000019,,,,22224,U,0,1,
12541,CHEMBL628673,Intermediate,,,,9104,,BAO_0000218,,,,50597,N,1,1,
12542,CHEMBL628674,Intermediate,,,,9104,,BAO_0000218,,,,50597,N,1,1,
12543,CHEMBL628675,Intermediate,,,,9104,,BAO_0000218,,,,50597,N,1,1,
12544,CHEMBL627644,Intermediate,,,,9104,,BAO_0000218,,,,50597,N,1,1,
12545,CHEMBL627645,Intermediate,,,,9104,,BAO_0000218,,,,50597,N,1,1,
12546,CHEMBL627646,Intermediate,,,,9104,,BAO_0000218,,,,50597,N,1,1,
12547,CHEMBL627647,Intermediate,,,,9104,,BAO_0000218,,,,50597,N,1,1,
12548,CHEMBL627648,Intermediate,,,,9104,,BAO_0000218,,,,50597,N,1,1,
12549,CHEMBL627649,Intermediate,,,,12902,,BAO_0000218,,,,50597,N,1,1,
12550,CHEMBL628313,Autocuration,,,,6614,,BAO_0000019,,,,22224,U,0,1,
12551,CHEMBL628314,Intermediate,,,,9663,,BAO_0000218,,,,50597,N,1,1,
12552,CHEMBL628315,Autocuration,,,,17658,,BAO_0000019,,,,22224,U,0,1,
12553,CHEMBL628316,Autocuration,,,,17658,,BAO_0000019,,,,22224,U,0,1,
12554,CHEMBL628317,Autocuration,,,,14314,,BAO_0000218,,,,22224,U,0,1,
12555,CHEMBL628473,Autocuration,,,,7385,,BAO_0000019,,,,22224,U,0,1,
12556,CHEMBL628474,Autocuration,,,,7385,,BAO_0000019,,,,22224,U,0,1,
12557,CHEMBL628475,Autocuration,,,,7385,,BAO_0000019,,,,22224,U,0,1,
12558,CHEMBL628476,Autocuration,,,,1329,,BAO_0000019,,,,22224,U,0,1,
12559,CHEMBL628477,Autocuration,,,,12187,,BAO_0000218,,,,22224,U,0,1,
12560,CHEMBL628478,Intermediate,,,,12187,,BAO_0000218,,,,50506,N,1,1,
12561,CHEMBL628479,Intermediate,,,,12187,,BAO_0000218,,,,50506,N,1,1,
12562,CHEMBL628480,Autocuration,,,,12187,,BAO_0000218,,,,22224,U,0,1,
12563,CHEMBL628481,Autocuration,,,,12187,,BAO_0000218,,,,22224,U,0,1,
12564,CHEMBL628482,Intermediate,,,,12187,,BAO_0000218,,,,50597,N,1,1,
12565,CHEMBL628483,Intermediate,,,,12187,,BAO_0000218,,,,50597,N,1,1,
12566,CHEMBL628484,Intermediate,Plasma,1969.0,,9278,,BAO_0000218,,,,50597,N,1,1,
12567,CHEMBL628485,Intermediate,Plasma,1969.0,,9278,,BAO_0000218,,,,50597,N,1,1,
12568,CHEMBL628486,Intermediate,Plasma,1969.0,,9278,,BAO_0000218,,,,100710,N,1,1,
12569,CHEMBL628487,Intermediate,Plasma,1969.0,,9278,,BAO_0000218,,,,50587,N,1,1,
12570,CHEMBL628488,Intermediate,Plasma,1969.0,,9278,,BAO_0000218,,,,50597,N,1,1,
12571,CHEMBL628489,Intermediate,Plasma,1969.0,,9278,,BAO_0000218,,,,50597,N,1,1,
12572,CHEMBL628490,Intermediate,Plasma,1969.0,,9278,,BAO_0000218,,,,50597,N,1,1,
12573,CHEMBL628491,Intermediate,,,,12186,,BAO_0000218,,,,100710,N,1,1,
12574,CHEMBL877507,Intermediate,,,,12186,,BAO_0000218,,,,100710,N,1,1,
12575,CHEMBL628492,Autocuration,,,,12186,,BAO_0000218,,,,22224,U,0,1,
12576,CHEMBL628493,Autocuration,,,,12041,,BAO_0000019,,,,22224,U,0,1,
12577,CHEMBL628494,Autocuration,,,,12041,,BAO_0000019,,,,22224,U,0,1,
12578,CHEMBL628495,Autocuration,,,,12041,,BAO_0000019,,,,22224,U,0,1,
12579,CHEMBL628496,Intermediate,,,,6737,,BAO_0000218,,,,50587,N,1,1,
12580,CHEMBL628497,Autocuration,Brain,955.0,,13758,,BAO_0000218,,,,22224,U,0,1,
12581,CHEMBL628498,Autocuration,Brain,955.0,,13758,,BAO_0000218,,,,22224,U,0,1,
12582,CHEMBL628499,Autocuration,,,,5676,,BAO_0000019,,,,22224,U,0,1,
12583,CHEMBL627656,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12584,CHEMBL627657,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12585,CHEMBL626808,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12586,CHEMBL626809,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12587,CHEMBL626810,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12588,CHEMBL626811,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12589,CHEMBL874465,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12590,CHEMBL626812,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12591,CHEMBL626813,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12592,CHEMBL626814,Autocuration,,,,14793,,BAO_0000218,,,,22224,U,0,1,
12593,CHEMBL626815,Autocuration,,,,14000,,BAO_0000019,,,,22224,U,0,1,
12594,CHEMBL628566,Autocuration,,,,5948,,BAO_0000019,,,,22224,U,0,1,
12595,CHEMBL628567,Autocuration,,,,13824,,BAO_0000100,,,,22229,U,0,1,
12596,CHEMBL628568,Autocuration,,,,10778,,BAO_0000100,,,,22229,U,0,1,
12597,CHEMBL628569,Intermediate,,,,17237,,BAO_0000218,,,,50588,N,1,1,
12598,CHEMBL628570,Intermediate,,,,17237,,BAO_0000218,,,,50512,N,1,1,
12599,CHEMBL628571,Autocuration,,,,2809,,BAO_0000218,,,,22224,U,0,1,
12600,CHEMBL628572,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
12601,CHEMBL628573,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
12602,CHEMBL628574,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
12603,CHEMBL628575,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
12604,CHEMBL628576,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
12605,CHEMBL628577,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
12606,CHEMBL628578,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
12607,CHEMBL874466,Intermediate,,,,12768,,BAO_0000218,,,,50588,N,1,1,
12608,CHEMBL628579,Intermediate,,,,12768,,BAO_0000218,,,,50597,N,1,1,
12609,CHEMBL628580,Intermediate,Plasma,1969.0,,12780,,BAO_0000218,,,,50597,N,1,1,
12610,CHEMBL628581,Intermediate,Plasma,1969.0,,15592,,BAO_0000218,,,,50588,N,1,1,
12611,CHEMBL628582,Intermediate,Plasma,1969.0,,15592,,BAO_0000218,,,,50588,N,1,1,
12612,CHEMBL628583,Intermediate,,,,17025,,BAO_0000218,,,,50588,N,1,1,
12613,CHEMBL625782,Autocuration,,,,17025,,BAO_0000218,,,,22224,U,0,1,
12614,CHEMBL625783,Intermediate,,,,17025,,BAO_0000218,,,,50592,N,1,1,
12615,CHEMBL625784,Intermediate,,,,17025,,BAO_0000218,,,,50597,N,1,1,
12616,CHEMBL625785,Intermediate,Plasma,1969.0,,4236,,BAO_0000218,,,,50797,N,1,1,
12617,CHEMBL625786,Intermediate,,,,15791,,BAO_0000218,,,,50597,N,1,1,
12618,CHEMBL874467,Autocuration,,,,11149,,BAO_0000019,,,,22224,U,0,1,
12619,CHEMBL625787,Intermediate,,,,15592,,BAO_0000218,,,,50588,N,1,1,
12620,CHEMBL625964,Intermediate,,,,15778,,BAO_0000218,,,,50677,N,1,1,
12621,CHEMBL625965,Intermediate,,,,12745,,BAO_0000218,,,,50594,N,1,1,
12622,CHEMBL625966,Intermediate,,,,12745,,BAO_0000218,,,,50594,N,1,1,
12623,CHEMBL625967,Intermediate,Plasma,1969.0,,13941,,BAO_0000218,,,,50588,N,1,1,
12624,CHEMBL625968,Intermediate,Plasma,1969.0,,13941,,BAO_0000218,,,,50597,N,1,1,
12625,CHEMBL625969,Intermediate,Plasma,1969.0,,16449,,BAO_0000218,,,,50597,N,1,1,
12626,CHEMBL625970,Intermediate,Plasma,1969.0,,16449,,BAO_0000218,,,,100710,N,1,1,
12627,CHEMBL625971,Intermediate,Plasma,1969.0,,14224,,BAO_0000218,,,,50588,N,1,1,
12628,CHEMBL625972,Intermediate,Plasma,1969.0,,14224,,BAO_0000218,,,,50588,N,1,1,
12629,CHEMBL625973,Intermediate,Plasma,1969.0,,14224,,BAO_0000218,,,,50587,N,1,1,
12630,CHEMBL625974,Intermediate,,,,14317,,BAO_0000218,,,,50588,N,1,1,
12631,CHEMBL625975,Intermediate,,,,14317,,BAO_0000218,,,,50588,N,1,1,
12632,CHEMBL625976,Intermediate,Plasma,1969.0,,14224,,BAO_0000218,,,,50588,N,1,1,
12633,CHEMBL625977,Intermediate,,,,17237,,BAO_0000218,,,,50588,N,1,1,
12634,CHEMBL625978,Intermediate,,,,17237,,BAO_0000218,,,,50512,N,1,1,
12635,CHEMBL874468,Intermediate,,,,14187,,BAO_0000218,,,,50597,N,1,1,
12636,CHEMBL625421,Autocuration,Plasma,1969.0,,4806,,BAO_0000218,,,,22224,U,0,1,
12637,CHEMBL625422,Intermediate,,,,15025,,BAO_0000218,,,,50592,N,1,1,
12638,CHEMBL625423,Intermediate,,,,13197,,BAO_0000218,,,,50597,N,1,1,
12639,CHEMBL625424,Autocuration,,,,13197,,BAO_0000218,,,,22224,U,0,1,
12640,CHEMBL625425,Intermediate,,,,13960,,BAO_0000218,,,,50597,N,1,1,
12641,CHEMBL625426,Autocuration,,,,17820,,BAO_0000218,,,,22224,U,0,1,
12642,CHEMBL625427,Intermediate,,,,14706,,BAO_0000218,,,,50512,N,1,1,
12643,CHEMBL625428,Intermediate,,,,14706,,BAO_0000218,,,,50512,N,1,1,
12644,CHEMBL625429,Autocuration,,,,6504,,BAO_0000218,,,,22224,U,0,1,
12645,CHEMBL625430,Intermediate,,,,14925,,BAO_0000218,,,,50588,N,1,1,
12646,CHEMBL625431,Intermediate,,,,13197,,BAO_0000218,,,,50597,N,1,1,
12647,CHEMBL627307,Autocuration,,,,13197,,BAO_0000218,,,,22224,U,0,1,
12648,CHEMBL627308,Autocuration,,,,3437,,BAO_0000218,,,,22224,U,0,1,
12649,CHEMBL627309,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12650,CHEMBL627310,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12651,CHEMBL627311,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12652,CHEMBL627312,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12653,CHEMBL627313,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12654,CHEMBL627314,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12655,CHEMBL627315,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12656,CHEMBL627316,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12657,CHEMBL627317,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12658,CHEMBL627318,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12659,CHEMBL627999,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12660,CHEMBL628000,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12661,CHEMBL628001,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12662,CHEMBL628002,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12663,CHEMBL625610,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12664,CHEMBL625611,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12665,CHEMBL625612,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12666,CHEMBL625613,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12667,CHEMBL875479,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12668,CHEMBL625614,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12669,CHEMBL625615,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12670,CHEMBL626302,Autocuration,,,,9196,,BAO_0000218,,,,22224,U,0,1,
12671,CHEMBL626303,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12672,CHEMBL627420,Intermediate,Blood,178.0,,8374,,BAO_0000218,,,,50597,N,1,1,
12673,CHEMBL627421,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12674,CHEMBL625695,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12675,CHEMBL625696,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12676,CHEMBL875606,Intermediate,Brain,955.0,,10009,,BAO_0000218,,,,50594,N,1,1,
12677,CHEMBL625697,Intermediate,Brain,955.0,,10009,,BAO_0000218,,,,50594,N,1,1,
12678,CHEMBL625698,Intermediate,Brain,955.0,,10009,,BAO_0000218,,,,50594,N,1,1,
12679,CHEMBL625699,Intermediate,Brain,955.0,,10009,,BAO_0000218,,,,50594,N,1,1,
12680,CHEMBL625700,Intermediate,Brain,955.0,,10009,,BAO_0000218,,,,50594,N,1,1,
12681,CHEMBL625701,Intermediate,,,,10009,,BAO_0000218,,,,50594,N,1,1,
12682,CHEMBL625702,Intermediate,,,,10009,,BAO_0000218,,,,50594,N,1,1,
12683,CHEMBL625703,Intermediate,,,,10009,,BAO_0000218,,,,50594,N,1,1,
12684,CHEMBL625704,Intermediate,,,,10009,,BAO_0000218,,,,50594,N,1,1,
12685,CHEMBL625705,Intermediate,,,,10009,,BAO_0000218,,,,50594,N,1,1,
12686,CHEMBL625706,Intermediate,Adrenal medulla,1236.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12687,CHEMBL625707,Intermediate,Adrenal medulla,1236.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12688,CHEMBL625708,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12689,CHEMBL625709,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12690,CHEMBL624180,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12691,CHEMBL624181,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12692,CHEMBL624182,Intermediate,Adrenal cortex,1235.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12693,CHEMBL624183,Intermediate,Adrenal cortex,1235.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12694,CHEMBL624184,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12695,CHEMBL877489,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12696,CHEMBL624185,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12697,CHEMBL624186,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12698,CHEMBL624187,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12699,CHEMBL624188,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12700,CHEMBL624189,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12701,CHEMBL624190,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12702,CHEMBL624191,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12703,CHEMBL624192,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12704,CHEMBL624193,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12705,CHEMBL624194,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12706,CHEMBL624891,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12707,CHEMBL624892,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12708,CHEMBL624893,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12709,CHEMBL627632,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12710,CHEMBL627633,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12711,CHEMBL627634,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12712,CHEMBL627635,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12713,CHEMBL627636,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12714,CHEMBL626816,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12715,CHEMBL626817,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12716,CHEMBL626818,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12717,CHEMBL626819,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12718,CHEMBL626820,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12719,CHEMBL626821,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12720,CHEMBL626822,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12721,CHEMBL626823,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12722,CHEMBL626824,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12723,CHEMBL626825,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12724,CHEMBL626826,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12725,CHEMBL626827,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12726,CHEMBL626828,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12727,CHEMBL626829,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12728,CHEMBL626830,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12729,CHEMBL627150,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12730,CHEMBL627151,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12731,CHEMBL627152,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12732,CHEMBL627153,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12733,CHEMBL627154,Autocuration,,,,12904,,BAO_0000019,,,,22224,U,0,1,
12734,CHEMBL627155,Autocuration,,,,12904,,BAO_0000019,,,,22224,U,0,1,
12735,CHEMBL627156,Autocuration,,,,3730,,BAO_0000019,,,,22224,U,0,1,
12736,CHEMBL627157,Autocuration,,,,3627,,BAO_0000019,,,,22224,U,0,1,
12737,CHEMBL627158,Intermediate,,,,13799,,BAO_0000218,,,,50592,N,1,1,
12738,CHEMBL627159,Intermediate,Plasma,1969.0,,13799,,BAO_0000218,,,,50592,N,1,1,
12739,CHEMBL627160,Intermediate,,,,13799,,BAO_0000218,,,,50594,N,1,1,
12740,CHEMBL628540,Intermediate,,,,13799,,BAO_0000218,,,,50597,N,1,1,
12741,CHEMBL628541,Intermediate,Plasma,1969.0,,13799,,BAO_0000218,,,,50597,N,1,1,
12742,CHEMBL628542,Intermediate,Plasma,1969.0,,13799,,BAO_0000218,,,,50597,N,1,1,
12743,CHEMBL628543,Autocuration,,,,6629,,BAO_0000100,,,,22229,U,0,1,
12744,CHEMBL628544,Autocuration,,,,6629,,BAO_0000100,,,,22229,U,0,1,
12745,CHEMBL628545,Autocuration,,,,6629,,BAO_0000100,,,,22229,U,0,1,
12746,CHEMBL628546,Autocuration,,,,14000,,BAO_0000019,,,,22224,U,0,1,
12747,CHEMBL874455,Autocuration,,,,8267,,BAO_0000019,,,,22224,U,0,1,
12748,CHEMBL628547,Intermediate,,,,13799,,BAO_0000218,,,,50597,N,1,1,
12749,CHEMBL628548,Intermediate,Plasma,1969.0,,13799,,BAO_0000218,,,,50597,N,1,1,
12750,CHEMBL628549,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12751,CHEMBL628550,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12752,CHEMBL628551,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12753,CHEMBL628552,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
