ASI,SI,ASSTY,CONFSCO,ASSCETY,SRASSI,ASTET,T,Descr,TII,ASSORG,ASSSTR,CEI,ASCATE,ASSTAI,RELATY,CURB,CHI,BFO,VARII
12908,1,A,1,,,,50597,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626734,BAO_0000218,
12909,1,A,1,,,,50597,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626735,BAO_0000218,
12910,1,A,1,,,,50597,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL874909,BAO_0000218,
12911,1,A,1,,,,50597,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626736,BAO_0000218,
12912,1,A,1,,,,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,2113.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626737,BAO_0000218,
12913,1,A,1,,,,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,2113.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630999,BAO_0000218,
12914,1,A,1,,,,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,2113.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631000,BAO_0000218,
12915,1,A,1,,,,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,2113.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631001,BAO_0000218,
12916,1,A,1,,,,50597,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,2113.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631002,BAO_0000218,
12917,1,A,1,,,,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631003,BAO_0000218,
12918,1,A,1,,,,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631004,BAO_0000218,
12919,1,A,1,,,,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631005,BAO_0000218,
12920,1,A,1,,,,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631006,BAO_0000218,
12921,1,A,1,,,,50597,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631007,BAO_0000218,
12922,1,A,1,,,,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631008,BAO_0000218,
12923,1,A,1,,,,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631009,BAO_0000218,
12924,1,A,1,,,,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631010,BAO_0000218,
12925,1,A,1,,,,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631011,BAO_0000218,
12926,1,A,1,,,,50597,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631012,BAO_0000218,
12927,1,A,1,,,,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630271,BAO_0000218,
12928,1,A,1,,,,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630272,BAO_0000218,
12929,1,A,1,,,,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630273,BAO_0000218,
12930,1,A,1,,,,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630274,BAO_0000218,
12931,1,A,1,,,,50597,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630275,BAO_0000218,
12932,1,A,1,,,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 15 minutes (radiolabeled with [125I]-,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL875782,BAO_0000218,
12933,1,A,1,,,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 2 minutes (radiolabeled with [125I]-,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630276,BAO_0000218,
12934,1,A,1,,,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 30 minutes (radiolabeled with [125I]-,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630277,BAO_0000218,
12935,1,A,1,,,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 5 minutes (radiolabeled with [125I]-,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630278,BAO_0000218,
12936,1,A,1,,,,50597,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 60 minutes (radiolabeled with [125I]-,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630279,BAO_0000218,
12937,1,A,0,,,,22224,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg,,,,,,,U,Autocuration,CHEMBL630280,BAO_0000019,
12938,1,A,0,,,,22224,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,,,,,,,U,Autocuration,CHEMBL630281,BAO_0000019,
12939,1,A,1,,,,50592,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 4 by Gas-liquid chromatographic analysis,,Oryctolagus cuniculus,,,,9986.0,N,Intermediate,CHEMBL630282,BAO_0000218,
12940,1,A,1,,,,50592,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 2,,Oryctolagus cuniculus,,,,9986.0,N,Intermediate,CHEMBL630283,BAO_0000218,
12941,1,A,0,,,,22224,Alkylating activity (0.1 mM) was determined at pH 7.4; expressed as OD (540n m)/mM of drug),,,,,,,U,Autocuration,CHEMBL630284,BAO_0000019,
12942,1,A,0,,,,22224,Alkylating activity was determined,,,,,,,U,Autocuration,CHEMBL630285,BAO_0000019,
12943,1,A,0,,,,22224,Amount of metabolites in the microsomal medium after 90 min incubation of BTCP (500 uM),,,,,,,U,Autocuration,CHEMBL630286,BAO_0000251,
12944,1,A,1,,,,50592,"Formation of metabolite by rabbit liver microsomal preparation in absence of NADPH, at 2 hours",,Oryctolagus cuniculus,,,,9986.0,N,Intermediate,CHEMBL630069,BAO_0000218,
12945,1,A,1,,,,50592,"Formation of metabolite by rabbit liver microsomal preparation in presence of Co-O2 (90:10),at 2 hour",,Oryctolagus cuniculus,,,,9986.0,N,Intermediate,CHEMBL630070,BAO_0000218,
12946,1,A,1,,,,50592,"Formation of metabolite by rabbit liver microsomal preparation in presence of N2,at 2 hour",,Oryctolagus cuniculus,,,,9986.0,N,Intermediate,CHEMBL630071,BAO_0000218,
12947,1,A,1,,,,50592,"Formation of metabolite by rabbit liver microsomal preparation in presence of NADPH, at 2 hours",,Oryctolagus cuniculus,,,,9986.0,N,Intermediate,CHEMBL630072,BAO_0000218,
12948,1,A,1,,,,50592,"Formation of metabolite by rabbit liver microsomal preparation in presence of SKF525A,at 2 hour",,Oryctolagus cuniculus,,,,9986.0,N,Intermediate,CHEMBL875110,BAO_0000218,
12949,1,A,1,,,,50597,Compound was tested for antidiuretic activity in rats,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL630073,BAO_0000218,
12950,1,A,0,,,,22224,Compound was tested for inactivation kinetic values,,,,,,,U,Autocuration,CHEMBL630074,BAO_0000019,
12951,1,A,0,,,In vivo,22224,Compound was evaluated for the average apparent volume of distribution when administered through intravenous route,,,,,,,U,Autocuration,CHEMBL630075,BAO_0000218,
12952,1,A,0,,,,22224,Dissociation rate calculated from the first-order equation using the t1/2 value,,,,,,,U,Autocuration,CHEMBL630076,BAO_0000019,
12953,1,P,0,,,,22229,Compound was evaluated for pKa by titration of the compounds in 1:2 methyl alcohol and water,,,,,,,U,Autocuration,CHEMBL630077,BAO_0000100,
12954,1,P,0,,,,22229,Aqueous solubility was measured,,,,,,,U,Autocuration,CHEMBL630078,BAO_0000100,
12955,1,P,0,,,,22229,Aqueous solubility was measured at a pH 4,,,,,,,U,Autocuration,CHEMBL630079,BAO_0000100,
12956,1,P,0,,,,22229,Aqueous solubility (pH 7),,,,,,,U,Autocuration,CHEMBL630080,BAO_0000100,
12957,1,P,0,,,,22229,Aqueous solubility was measured at a pH 9,,,,,,,U,Autocuration,CHEMBL630081,BAO_0000100,
12958,1,A,0,,,,22224,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents",,,,,,,U,Autocuration,CHEMBL630082,BAO_0000019,
12959,1,A,0,,,,22224,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,,,,,,U,Autocuration,CHEMBL630083,BAO_0000019,
12960,1,A,0,,,,22224,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,,,,,,U,Autocuration,CHEMBL630084,BAO_0000019,
12961,1,P,0,,,,22229,Aqueous solubility of the compound,,,,,,,U,Autocuration,CHEMBL629198,BAO_0000100,
12962,1,P,0,,,,22229,Aqueous solubility at 37 degree Celsius at pH 7.38,,,,,,,U,Autocuration,CHEMBL629199,BAO_0000100,
12963,1,P,0,,,,22229,Aqueous solubility in pH 7.4 phosphate buffer,,,,,,,U,Autocuration,CHEMBL629200,BAO_0000100,
12964,1,A,1,,,,50588,Mean arterial pressure response following 10 mg/kg intraduodenal administration to salt depleted dog,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL629201,BAO_0000218,
12965,1,A,1,,,,50588,Mean arterial pressure response following 1 mg/kg intravenous administration to salt depleted dog,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL629202,BAO_0000218,
12966,1,A,1,,,,50587,Percentage of aspirin formed during hydrolysis in 10% human plasma at pH 7.4 at 37 degrees celsius,,Homo sapiens,,,,9606.0,N,Intermediate,CHEMBL875111,BAO_0000218,
12967,1,A,1,,,,50587,Percentage of aspirin formed during hydrolysis in undiluted human plasma at pH 7.4 at 37 degrees celsius,,Homo sapiens,,,,9606.0,N,Intermediate,CHEMBL629203,BAO_0000218,
12968,1,A,1,,,,50587,The percentage of aspirin formed during hydrolysis in 100% human plasma at pH 7.4 at 37 degrees celsius,,Homo sapiens,,,,9606.0,N,Intermediate,CHEMBL629204,BAO_0000218,
12969,1,A,1,,,,50587,The percentage of aspirin formed during hydrolysis in 20% human plasma at pH 7.4 at 37 degrees celsius,,Homo sapiens,,,,9606.0,N,Intermediate,CHEMBL629205,BAO_0000218,
12970,1,A,1,,,,50587,The percentage of aspirin formed during hydrolysis in 60% human plasma at pH 7.4 at 37 degrees celsius,,Homo sapiens,,,,9606.0,N,Intermediate,CHEMBL629206,BAO_0000218,
12971,1,A,0,,,,22224,The percentage of aspirin formed during hydrolysis in 80% human plasma at pH 7.4 at 37 degrees celsius,,,,,,,U,Autocuration,CHEMBL631185,BAO_0000019,
12972,1,A,1,,,,50597,Compound was evaluated for the average bile flow rat in rats,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631186,BAO_0000218,
12973,1,A,1,,,,50592,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 15 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",,Oryctolagus cuniculus,,,,9986.0,N,Intermediate,CHEMBL631187,BAO_0000218,
12974,1,A,1,,,,50592,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 25 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",,Oryctolagus cuniculus,,,,9986.0,N,Intermediate,CHEMBL631188,BAO_0000218,
12975,1,A,0,,,,22224,Average half life period was determined,,,,,,,U,Autocuration,CHEMBL876419,BAO_0000019,
12976,1,A,0,,,,22224,Average half life period was determined,,,,,,,U,Autocuration,CHEMBL631189,BAO_0000019,
12977,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL631190,BAO_0000218,
12978,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL631191,BAO_0000218,
12979,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 12.5 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL631192,BAO_0000218,
12980,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 3.1 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL632400,BAO_0000218,
12981,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL630564,BAO_0000218,
12982,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL630565,BAO_0000218,
12983,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.02 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL630566,BAO_0000218,
12984,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.06 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL631229,BAO_0000218,
12985,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.25 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL631230,BAO_0000218,
12986,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL876428,BAO_0000100,
12987,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL631231,BAO_0000100,
12988,1,P,0,,,,22229,Calculated partition coefficient (clogP) (MacLogP),,,,,,,U,Autocuration,CHEMBL631232,BAO_0000100,
12989,1,A,0,,,,22224,Hydrophilicity was determined,,,,,,,U,Autocuration,CHEMBL631233,BAO_0000019,
12990,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL631234,BAO_0000100,
12991,1,A,0,,,,22224,Increased absorption was determined,,,,,,,U,Autocuration,CHEMBL883126,BAO_0000019,
12992,1,P,0,,,,22224,Lipophilicity value was evaluated,,,,,,,U,Autocuration,CHEMBL631235,BAO_0000100,
12993,1,P,0,,,,22224,Log P value of the compound.,,,,,,,U,Autocuration,CHEMBL631236,BAO_0000100,
12994,1,A,0,,,,22224,Partition coefficient of compound was determined,,,,,,,U,Autocuration,CHEMBL631237,BAO_0000019,
12995,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL631238,BAO_0000100,
12996,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL876429,BAO_0000100,
12997,1,A,0,,,,22224,Partition coefficient was measured by medchem software; Not calculated,,,,,,,U,Autocuration,CHEMBL631414,BAO_0000019,
12998,1,P,0,,,,22224,Partition coefficient was measured by octanol-water using standard shake-flask method,,,,,,,U,Autocuration,CHEMBL631415,BAO_0000100,
12999,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL631416,BAO_0000100,
13000,1,A,0,,,,22224,Partition coefficient (logP),,,,,,,U,Autocuration,CHEMBL631417,BAO_0000019,
13001,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL631418,BAO_0000100,
13002,1,P,0,,,,22229,The Octanol/Water partition coefficient CLogP,,,,,,,U,Autocuration,CHEMBL631419,BAO_0000100,
13003,1,A,0,,,,22224,The pharmacokinetic parameter C Log p was reported,,,,,,,U,Autocuration,CHEMBL631420,BAO_0000019,
13004,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL631421,BAO_0000100,
13005,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL631422,BAO_0000100,
13006,1,P,0,,,,22229,Calculated partition coefficient (clogP),,,,,,,U,Autocuration,CHEMBL631423,BAO_0000100,
13007,1,A,1,,,In vivo,50597,Clearance rate in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,1969.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL876430,BAO_0000218,
13008,1,A,1,,,In vivo,50597,Clearance rate in rat plasma when administered intravenously at a dose of 10 mg/kg,1969.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631424,BAO_0000218,
13009,1,A,1,,,In vivo,50588,Compound was administered intravenously in dog to evaluate plasma clearance values,1969.0,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL631425,BAO_0000218,
13010,1,A,0,,,In vivo,22224,Compound was administered intravenously in monkey to evaluate plasma clearance values,1969.0,Simiiformes,,,,314293.0,U,Autocuration,CHEMBL631426,BAO_0000218,
13011,1,A,1,,,In vivo,50594,Compound was administered intravenously in mouse to evaluate plasma clearance values,1969.0,Mus musculus,,,,10090.0,N,Intermediate,CHEMBL631427,BAO_0000218,
13012,1,A,1,,,In vivo,50588,Compound was evaluated in vivo for plasma clearance in dog after intravenous dose at 2 mg/Kg,1969.0,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL631428,BAO_0000218,
13013,1,A,1,,,In vitro,50797,Intrinsic clearance in Rhesus liver microsome,2107.0,Macaca mulatta,,,,9544.0,N,Intermediate,CHEMBL631429,BAO_0000218,
13014,1,A,1,,,In vitro,50588,Intrinsic clearance in dog liver microsome,2107.0,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL631430,BAO_0000218,
13015,1,A,1,,,In vitro,50597,Intrinsic clearance in rat liver microsome,2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631431,BAO_0000218,
13016,1,A,1,,,In vivo,50797,Low plasma clearance was calculated in rhesus monkey,1969.0,Macaca mulatta,,,,9544.0,N,Intermediate,CHEMBL631432,BAO_0000218,
13017,1,A,1,,,In vivo,50588,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL631433,BAO_0000218,
13018,1,A,0,,,In vivo,22224,Plasma clearance after intravenous dose of 0.3 mg/kg,,,,,,,U,Autocuration,CHEMBL631434,BAO_0000218,
13019,1,A,0,,,In vivo,22224,Plasma clearance after intravenous dose of 1 mg/kg,,,,,,,U,Autocuration,CHEMBL631435,BAO_0000218,
13020,1,A,0,,,In vivo,22224,Plasma clearance after intravenous dose of 3 mg/kg,,,,,,,U,Autocuration,CHEMBL631436,BAO_0000218,
13021,1,A,0,,,In vivo,22224,Plasma clearance after intravenous dose of 3.87 mg/kg,,,,,,,U,Autocuration,CHEMBL631437,BAO_0000218,
13022,1,A,1,,,In vivo,50597,Plasma clearance after peroral administration at 10 mpk in Rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631438,BAO_0000218,
13023,1,A,1,,,In vivo,50797,Plasma clearance after peroral administration at 10 mpk in Rhesus,,Macaca mulatta,,,,9544.0,N,Intermediate,CHEMBL876431,BAO_0000218,
13024,1,A,1,,,In vivo,50588,Plasma clearance after peroral administration at 10 mpk in dog,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL631439,BAO_0000218,
13025,1,A,1,,,In vivo,50597,Totla clearance of compound reported after 5 mg/kg i.v. dose in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631440,BAO_0000218,
13026,1,A,0,,,,22224,Compound was evaluated for physico-chemical property of Critical micellar concentration (CMC),,,,,,,U,Autocuration,CHEMBL631441,BAO_0000019,
13027,1,A,0,,,,22224,Critical Micellar concentration was determined,,,,,,,U,Autocuration,CHEMBL631442,BAO_0000019,
13028,1,A,0,,,,22224,Critical Micellar concentration of the compound. was determined,,,,,,,U,Autocuration,CHEMBL626525,BAO_0000019,
13029,1,A,0,,,,22224,Critical micelle concentration determined from the plots of the fluorescence intensity as a function of compound concentration,,,,,,,U,Autocuration,CHEMBL627168,BAO_0000019,
13030,1,A,0,,,,22224,Critical micellar concentration was measured in water by the dye solubilization method,,,,,,,U,Autocuration,CHEMBL875618,BAO_0000019,
13031,1,B,0,,,,22224,Hydrolysis turn over determined from the plots of the fluorescence assay quantified by HPLC,,,,,,,U,Autocuration,CHEMBL626612,BAO_0000019,
13032,1,A,0,,,,22224,CMR value (relative to BAY K 8644),,,,,,,U,Autocuration,CHEMBL626613,BAO_0000019,
13033,1,A,0,,,,22224,Carbamoylating activity was determined,,,,,,,U,Autocuration,CHEMBL626614,BAO_0000019,
13034,1,A,0,,,,22224,Hypotension peak is percentage change from predose baseline pressure observed after intraduodenal dose of 10 mg/kg in monkey,,Simiiformes,,,,314293.0,U,Autocuration,CHEMBL626615,BAO_0000218,
13035,1,A,0,,,,22224,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:10 at 0.1 to 0.2 degrees Centigrade.,,,,,,,U,Autocuration,CHEMBL626616,BAO_0000019,
13036,1,A,0,,,,22224,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:5 at 0.1 to 0.2 degrees Centigrade.,,,,,,,U,Autocuration,CHEMBL626617,BAO_0000019,
13037,1,A,1,,,In vivo,50588,Clearance from dog plasma after intravenous injection of 1 mg/kg of compound,1969.0,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL626618,BAO_0000218,
13038,1,A,1,,,In vivo,50597,Clearance from rat plasma after intravenous injection of 1 mg/kg of compound,1969.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626619,BAO_0000218,
13039,1,A,1,,,In vivo,50588,"Clearance rate at 0.46 mg/kg, iv, in dogs",,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL626620,BAO_0000218,
13040,1,A,1,,,In vivo,50597,"Clearance rate at 5.5 mg/kg, iv, in rat",,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626621,BAO_0000218,
13041,1,A,1,,,In vivo,100710,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,,Macaca fascicularis,,,,9541.0,N,Intermediate,CHEMBL626622,BAO_0000218,
13042,1,A,1,,,In vivo,100710,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,,Macaca fascicularis,,,,9541.0,N,Intermediate,CHEMBL626623,BAO_0000218,
13043,1,A,1,,,In vivo,50588,Pharmacokinetic parameter Cl calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL626624,BAO_0000218,
13044,1,A,1,,,In vivo,50597,Pharmacokinetic parameter Cl calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626625,BAO_0000218,
13045,1,A,1,,,Ex vivo,50597,Clearance rate constant using isolated perfused rat liver (IPRL) assay,2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626626,BAO_0000218,
13046,1,A,0,,,In vivo,22224,Tested for the total clearance of the compound,,,,,,,U,Autocuration,CHEMBL626627,BAO_0000218,
13047,1,A,1,,,In vivo,50588,The clearance was measured in dogs after intravenous administration of 1 mg/kg dose,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL626628,BAO_0000218,
13048,1,A,0,,,In vivo,22224,Total body clearance was determined,,,,,,,U,Autocuration,CHEMBL626629,BAO_0000218,
13049,1,A,1,,,,50597,Mean Chlorine excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626630,BAO_0000218,
13050,1,A,1,,,,50597,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626631,BAO_0000218,
13051,1,P,0,,,,22229,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,,,,,,,U,Autocuration,CHEMBL626632,BAO_0000100,
13052,1,P,0,,,,22229,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,,,,,,,U,Autocuration,CHEMBL626633,BAO_0000100,
13053,1,P,0,,,,22229,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 8.0 hr,,,,,,,U,Autocuration,CHEMBL626634,BAO_0000100,
13054,1,P,0,,,,22229,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,,,,,,,U,Autocuration,CHEMBL626635,BAO_0000100,
