assay_id,chembl_id,confidence_score,doc_id,curated_by,assay_category,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
5395,CHEMBL620133,1,15935,Intermediate,,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors in folate deficient medium",F,,Homo sapiens,9606.0,,,A549
5396,CHEMBL620134,1,16597,Expert,,Inhibition of A549 human lung carcinoma cell proliferation,F,,Homo sapiens,9606.0,,,A549
5397,CHEMBL620135,1,17376,Intermediate,,Inhibitory activity against A549 lung adenocarcinoma cell line,F,,Homo sapiens,9606.0,,,A549
5398,CHEMBL620136,1,16496,Intermediate,,Inhibitory concentration required to reduce A549 tumor cell growth by 50% in MTT assay,F,,Homo sapiens,9606.0,,,A549
5399,CHEMBL620137,1,16152,Intermediate,,in vitro anticancer activity against cultured A549 human tumor(lung) cell line,F,,Homo sapiens,9606.0,,,A549
5400,CHEMBL620268,1,16152,Intermediate,,in vitro inhibition of tumor cell growth in cultured A549 human tumor cell line,F,,Homo sapiens,9606.0,,,A549
5401,CHEMBL620269,1,16464,Intermediate,,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,,Homo sapiens,9606.0,,,A549
5402,CHEMBL620270,1,2288,Intermediate,,Cytotoxicity was evaluated against A549 non-small cell lung carcinoma human cancer cell line,F,,Homo sapiens,9606.0,,,A549
5403,CHEMBL620271,1,17350,Intermediate,,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,F,,Homo sapiens,9606.0,,,A549
5404,CHEMBL620272,1,4090,Expert,,Inhibition of A549 cancer cell proliferation,F,,Homo sapiens,9606.0,,,A549
5405,CHEMBL620273,1,4090,Expert,,Inhibition of A549 cancer cell proliferation (Not tested),F,,Homo sapiens,9606.0,,,A549
5406,CHEMBL620274,1,17350,Intermediate,,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,F,,Homo sapiens,9606.0,,,A549
5407,CHEMBL620275,1,4197,Intermediate,,In vitro inhibitory concentration required against human lung A549 carcinoma cells proliferation,F,,Homo sapiens,9606.0,,,A549
5408,CHEMBL620276,1,17072,Intermediate,,Antiproliferative potency determined as inhibitory concentration against A549 cells,F,,Homo sapiens,9606.0,,,A549
5409,CHEMBL620277,1,17072,Intermediate,,Percent assembly of bovine brain tubulin induced by compound at 10 uM versus that caused by 10 uM paclitaxel,F,,Homo sapiens,9606.0,,,A549
5410,CHEMBL620278,1,5194,Intermediate,,Cytotoxicity against Renal cell lines A549 was determined,F,,Homo sapiens,9606.0,,,A549
5411,CHEMBL620279,1,4257,Intermediate,,Area under curve was determined in dog after a 3 mg/kg of oral dose,A,,Canis lupus familiaris,9615.0,,,
5412,CHEMBL620280,1,6123,Intermediate,,Area under curve was determined in dog after oral administration at 1 mg/kg,A,,Canis lupus familiaris,9615.0,,,
5413,CHEMBL620281,1,1337,Intermediate,,Area under curve was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,,Canis lupus familiaris,9615.0,,,
5414,CHEMBL620282,1,1337,Intermediate,,Area under curve was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,,Canis lupus familiaris,9615.0,,,
5415,CHEMBL621134,1,8833,Intermediate,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-2 mins),A,,Canis lupus familiaris,9615.0,,,
5416,CHEMBL621135,1,8833,Intermediate,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-5 mins),A,,Canis lupus familiaris,9615.0,,,
5417,CHEMBL621136,1,8833,Intermediate,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of (0-15 mins),A,,Canis lupus familiaris,9615.0,,,
5418,CHEMBL621137,1,8833,Intermediate,,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of( 0-120 mins),A,,Canis lupus familiaris,9615.0,,,
5419,CHEMBL621138,1,17657,Intermediate,,Area under plasma concentration time curve in dog upon oral administration,A,,Canis lupus familiaris,9615.0,,Plasma,
5420,CHEMBL875587,1,17650,Intermediate,,Area under plasma concentration time curve was measured in dogs after an oral dose of 10 uM/kg,A,,Canis lupus familiaris,9615.0,,Plasma,
5421,CHEMBL621139,1,1977,Intermediate,,Area under the curve for compound was evaluated in dog at a dose of 10 mg/kg.,A,,Canis lupus familiaris,9615.0,,,
5422,CHEMBL621140,1,1977,Intermediate,,Area under the curve for compound was evaluated in dog at a dose of 20 mg/kg.,A,,Canis lupus familiaris,9615.0,,,
5423,CHEMBL621141,1,3132,Intermediate,,Area under the curve for the compound was obtained when tested in dog,A,,Canis lupus familiaris,9615.0,,,
5424,CHEMBL621142,1,5473,Intermediate,,Area under the curve at a dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,,
5425,CHEMBL621143,1,5474,Intermediate,,Area under the curve at a dose of 1 mg/kg (oral),A,,Canis lupus familiaris,9615.0,,,
5426,CHEMBL621144,1,5474,Intermediate,,Area under the curve at i.v. dose of 0.2 mg/kg,A,,Canis lupus familiaris,9615.0,,,
5427,CHEMBL621145,1,6062,Intermediate,,Area under the curve was measured in dog after an iv dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,,
5428,CHEMBL621146,1,4709,Intermediate,,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in dog,A,,Canis lupus familiaris,9615.0,,,
5429,CHEMBL622567,1,2652,Intermediate,,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 1 mpk perorally,A,,Canis lupus familiaris,9615.0,,,
5430,CHEMBL622568,1,2652,Intermediate,,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 5 mpk perorally,A,,Canis lupus familiaris,9615.0,,,
5431,CHEMBL622569,1,2877,Intermediate,,Compound was evaluated for area under the curve in dog blood.,A,,Canis lupus familiaris,9615.0,,,
5432,CHEMBL622570,1,5444,Intermediate,,In vivo area under curve was calculated by peroral administration at 1 mg/kg in fasted dog,A,,Canis lupus familiaris,9615.0,,,
5433,CHEMBL622571,1,5130,Intermediate,,AUC in dog after oral dose (1 mg/kg),A,,Canis lupus familiaris,9615.0,,Plasma,
5434,CHEMBL622572,1,6265,Intermediate,,Pharmacokinetic (PK) property (AUC) was determined in dog at the single oral dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,,
5435,CHEMBL622573,1,4657,Intermediate,,"Pharmacokinetic data in dogs at dose of 1 mg/kg perorally, and the area under curve (AUC) was reported.",A,,Canis lupus familiaris,9615.0,,,
5436,CHEMBL622574,1,16367,Intermediate,,Pharmacokinetic parameter AUC after intravenous administration to dogs,A,,Canis lupus familiaris,9615.0,,,
5437,CHEMBL622575,1,16367,Intermediate,,Pharmacokinetic parameter AUC after oral administration to dogs,A,,Canis lupus familiaris,9615.0,,,
5438,CHEMBL622576,1,9579,Intermediate,,Pharmacokinetic parameter AUC was determined in dog after oral administration of 17b,A,,Canis lupus familiaris,9615.0,,,
5439,CHEMBL622577,1,9579,Intermediate,,Pharmacokinetic parameter AUC was determined in dog after oral administration of 2b,A,,Canis lupus familiaris,9615.0,,,
5440,CHEMBL622578,1,5983,Intermediate,,Pharmacokinetic property (AUC) was measured in dog at the dose of 0.032 mg/kg p.o.,A,,Canis lupus familiaris,9615.0,,,
5441,CHEMBL622579,1,6241,Intermediate,,Pharmacokinetic property in dogs after oral administration at 1 mg/kg,A,,Canis lupus familiaris,9615.0,,,
5442,CHEMBL622580,1,5313,Intermediate,,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog",A,,Canis lupus familiaris,9615.0,,,
5443,CHEMBL622581,1,5313,Intermediate,,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog at dosage of 10 mpk",A,,Canis lupus familiaris,9615.0,,,
5444,CHEMBL622582,1,6642,Intermediate,,Oral AUCN in dog ( (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,,Canis lupus familiaris,9615.0,,,
5445,CHEMBL622583,1,6642,Intermediate,,Oral AUCN in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,,Canis lupus familiaris,9615.0,,,
5446,CHEMBL622584,1,6641,Intermediate,,Oral AUCN in dog (dosed at 0.5 mpk iv ),A,,Canis lupus familiaris,9615.0,,,
5447,CHEMBL622585,1,6642,Intermediate,,Oral AUCN in dog (dosed at 0.5 mpk iv ),A,,Canis lupus familiaris,9615.0,,,
5448,CHEMBL622586,1,17791,Intermediate,,Compound was evaluated for oral bioavailability in dog; 90-100,A,,Canis lupus familiaris,9615.0,,,
5449,CHEMBL623281,1,17655,Intermediate,,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay,A,,Canis lupus familiaris,9615.0,,,
5450,CHEMBL623282,1,17655,Intermediate,,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay; Not determined,A,,Canis lupus familiaris,9615.0,,,
5451,CHEMBL623283,1,6596,Intermediate,,PAPP (membrane permeability) in dog kidney cell monolayer assay,A,,Canis lupus familiaris,9615.0,,,
5452,CHEMBL623284,1,3880,Intermediate,,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,,
5453,CHEMBL623285,1,16367,Intermediate,,Bioavailability administered orally at a dose of 10 mg/kg to dogs,A,,Canis lupus familiaris,9615.0,,,
5454,CHEMBL623463,1,17409,Intermediate,,Plasma protein binding towards dog plasma at 10 uM,A,,Canis lupus familiaris,9615.0,,Plasma,
5455,CHEMBL875952,1,17409,Intermediate,,Plasma protein binding towards dog plasma at 100 uM,A,,Canis lupus familiaris,9615.0,,Plasma,
5456,CHEMBL621705,1,2959,Intermediate,,Bioavailability in dog (dose 4 mg/kg p.o.),A,In vivo,Canis lupus familiaris,9615.0,,,
5457,CHEMBL621706,1,13501,Intermediate,,Bioavailability was determined after oral administration of compound 18 at a dose of 2 mg/kg to dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5458,CHEMBL621707,1,4527,Intermediate,,Bioavailability by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,,
5459,CHEMBL621708,1,15145,Intermediate,,Bioavailability in dogs,A,In vivo,Canis lupus familiaris,9615.0,,,
5460,CHEMBL621709,1,4219,Intermediate,,Bioavailability,A,In vivo,Canis lupus familiaris,9615.0,,,
5461,CHEMBL621710,1,17538,Intermediate,,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,Canis lupus familiaris,9615.0,,,
5462,CHEMBL621711,1,17538,Intermediate,,Bioavailability in dog after po administration at a dose of 10 mg/kg; nd is not determined,A,In vivo,Canis lupus familiaris,9615.0,,,
5463,CHEMBL621712,1,1466,Intermediate,,Bioavailability in dog (dose 10.0 mg/kg p.o.),A,In vivo,Canis lupus familiaris,9615.0,,,
5464,CHEMBL621713,1,17650,Intermediate,,Bioavailability was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,Canis lupus familiaris,9615.0,,,
5465,CHEMBL621714,1,3132,Intermediate,,Bioavailability was obtained by the comparison of AUC of intravenous dosing and AUC of oral dosing in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5466,CHEMBL621715,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,,
5467,CHEMBL623717,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,Liver,
5468,CHEMBL623718,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,Liver,
5469,CHEMBL623719,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,Liver,
5470,CHEMBL623720,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,,
5471,CHEMBL623721,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,,
5472,CHEMBL623722,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,Muscle tissue,
5473,CHEMBL623723,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,Muscle tissue,
5474,CHEMBL618543,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,Muscle tissue,
5475,CHEMBL618544,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,Spleen,
5476,CHEMBL875155,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,Spleen,
5477,CHEMBL618545,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,,
5478,CHEMBL618546,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,,
5479,CHEMBL623529,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,,
5480,CHEMBL623530,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,,
5481,CHEMBL621764,0,2413,Autocuration,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,,
5482,CHEMBL621765,0,17827,Autocuration,,Compound (i.v.) was evaluated for elimination rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,,
5483,CHEMBL621766,0,17827,Autocuration,,Compound (i.v.) was evaluated for elimination rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Cerebellum,
5484,CHEMBL621767,0,17827,Autocuration,,Compound (i.v.) was evaluated for elimination rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Frontal cortex,
5485,CHEMBL621768,0,17827,Autocuration,,Compound (i.v.) was evaluated for elimination rate constants in jaw bone of rhesus monkeys; NA = not active (Radiolabeled compound),A,,Cercopithecidae,9527.0,,,
5486,CHEMBL621769,0,17827,Autocuration,,Compound (i.v.) was evaluated for elimination rate constants in striatum of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Striatum,
5487,CHEMBL621770,0,17827,Autocuration,,Compound (i.v.) was evaluated for uptake rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,,
5488,CHEMBL621771,0,17827,Autocuration,,Compound (i.v.) was evaluated for uptake rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Cerebellum,
5489,CHEMBL621772,0,17827,Autocuration,,Compound (i.v.) was evaluated for uptake rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Frontal cortex,
5490,CHEMBL621773,0,17827,Autocuration,,Compound (i.v.) was evaluated for uptake rate constants in jaw bone of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,,
5491,CHEMBL621774,0,17827,Autocuration,,Compound (i.v.) was evaluated for uptake rate constants in striatum of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Striatum,
5492,CHEMBL621775,0,17791,Autocuration,,Compound was evaluated for oral bioavailability in rats,A,,Cercopithecidae,9527.0,,,
5493,CHEMBL621776,0,17667,Autocuration,,Maximum concentration of compound found in plasma at 5 mg/kg after oral administration,A,In vivo,Cercopithecidae,9527.0,,Plasma,
5494,CHEMBL621777,0,17791,Autocuration,,Half life period was evaluated in monkey,A,,Cercopithecidae,9527.0,,,
5495,CHEMBL875162,0,110,Autocuration,,Half-life in rhesus monkeys by intravenous administration of dose,A,In vivo,Cercopithecidae,9527.0,,,
5496,CHEMBL621778,1,5781,Intermediate,,AUC (0-6 hr) after oral administration at 30 mg/kg in ICR mouse,A,,Mus musculus,10090.0,,Plasma,
5497,CHEMBL621779,1,17734,Intermediate,,AUC after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,Plasma,
5498,CHEMBL622479,1,17718,Intermediate,,AUC value was determined after oral administration,A,,Mus musculus,10090.0,,Plasma,
5499,CHEMBL622480,1,4573,Intermediate,,Area under curve (AUC) determined at a dose 10 mg/kg administered intraperitoneally to mice,A,,Mus musculus,10090.0,,,
5500,CHEMBL622481,1,3277,Intermediate,,Area under curve (AUC) was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,,Mus musculus,10090.0,,,
5501,CHEMBL622482,1,2862,Intermediate,,Area under curve by ioral administration in mouse,A,,Mus musculus,10090.0,,,
5502,CHEMBL622483,1,2862,Intermediate,,Area under curve by iv administration in mouse,A,,Mus musculus,10090.0,,,
5503,CHEMBL622484,1,5951,Intermediate,,Area under curve at 0-8 hr in IRC mice after peroral administration,A,,Mus musculus,10090.0,,,
5504,CHEMBL622641,1,17729,Intermediate,,Area under curve when injected i.p. in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,,
5505,CHEMBL622642,1,17728,Intermediate,,Area under curve when injected intraperitoneally in BALB/C mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,,
5506,CHEMBL622643,1,17728,Intermediate,,Area under curve when injected intravenously in BALB/C mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,,
5507,CHEMBL622644,1,17729,Intermediate,,Area under curve when injected intravenously in mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,,
5508,CHEMBL622645,1,9424,Intermediate,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,Homo sapiens,9606.0,,,RPMI-8226
5509,CHEMBL622646,1,9424,Intermediate,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,Homo sapiens,9606.0,,,RPMI-8226
5510,CHEMBL621238,1,9424,Intermediate,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5511,CHEMBL621239,1,9424,Intermediate,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5512,CHEMBL621240,1,9424,Intermediate,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5513,CHEMBL621241,1,9424,Intermediate,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5514,CHEMBL621242,1,9424,Intermediate,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5515,CHEMBL620350,1,9424,Intermediate,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5516,CHEMBL620351,1,9424,Intermediate,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,Homo sapiens,9606.0,,,RPMI-8226
5517,CHEMBL620352,1,9424,Intermediate,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,Homo sapiens,9606.0,,,RPMI-8226
5518,CHEMBL620353,1,9424,Intermediate,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5519,CHEMBL620354,1,9424,Intermediate,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5520,CHEMBL620355,1,9424,Intermediate,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5521,CHEMBL620356,1,9424,Intermediate,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5522,CHEMBL620357,1,9424,Intermediate,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5523,CHEMBL620358,1,9424,Intermediate,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,,RPMI-8226
5524,CHEMBL620359,1,9424,Expert,,In vitro inhibition of human 8226 myeloma tumor cell line growth.,F,,Homo sapiens,9606.0,,,RPMI-8226
5525,CHEMBL620360,1,11544,Intermediate,,In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.,F,,Homo sapiens,9606.0,,,RPMI-8226
5526,CHEMBL620361,1,17378,Intermediate,,Cytotoxicity of compound against 8226/DOX1V cells,F,,Homo sapiens,9606.0,,,RPMI-8226
5527,CHEMBL620362,1,17378,Intermediate,,Cytotoxicity of compound against 8226/S cells,F,,Homo sapiens,9606.0,,,RPMI-8226
5528,CHEMBL620363,1,17079,Intermediate,,Inhibitory concentration against 8226 myeloma cancer cell line,F,,Homo sapiens,9606.0,,,RPMI-8226
5529,CHEMBL620364,1,17079,Intermediate,,Inhibitory concentration against 8226/Dox40 (Dox-Re) cancer cell line,F,,Homo sapiens,9606.0,,,RPMI-8226
5530,CHEMBL620365,1,13466,Intermediate,,Inhibition of cell growth was studied in human teratocarcinoma (833K).,F,,Homo sapiens,9606.0,,,833K
5531,CHEMBL620366,1,13466,Intermediate,,Inhibition of cell growth was studied in human teratocarcinoma (833K); ND ='not determined',F,,Homo sapiens,9606.0,,,833K
5532,CHEMBL620367,1,2392,Expert,,Tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells,F,,Homo sapiens,9606.0,,,833K
5533,CHEMBL620368,1,2392,Intermediate,,The compound was tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells; No data,F,,Homo sapiens,9606.0,,,833K
5534,CHEMBL620369,0,6608,Autocuration,,Inhibitory activity against caspase-1,B,,,,,,
5535,CHEMBL620370,8,10199,Autocuration,,Percent inhibition of DAla-DAla Ligase at 10e -3 M of the compound,B,,Enterococcus faecalis,1351.0,,,
5536,CHEMBL620371,1,17749,Intermediate,,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM) for 72 hr using MTT assay,F,,Homo sapiens,9606.0,,,8701-BC
5537,CHEMBL620372,1,17749,Intermediate,,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM,F,,Homo sapiens,9606.0,,,8701-BC
5538,CHEMBL876492,0,1229,Intermediate,,In vitro anticancer activity against 9 NCI colon cancer cell lines; inactive,F,,,,,,
5539,CHEMBL620373,0,1229,Intermediate,,In vitro anticancer activity against 9 NCI melanoma cell lines; inactive,F,,,,,,
5540,CHEMBL620374,0,1229,Intermediate,,In vitro anticancer activity against 9 NCI renal cancer cell lines; inactive,F,,,,,,
5541,CHEMBL620375,0,6390,Autocuration,,Inhibitory activity was determined against 9-cis-epoxycarotenoid dioxygenase (NCED) expressed in Escherichia coli in presence of 9''-cis-neo-xanthin,B,,,,,,
5542,CHEMBL857902,0,16219,Autocuration,,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,Streptococcus pyogenes,1314.0,,,
5543,CHEMBL620376,0,16219,Autocuration,,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,Streptococcus pyogenes,1314.0,,,
5544,CHEMBL620377,8,17043,Autocuration,,Percent inhibition against Cdc25C phosphatase at 50 uM of compound,B,,,,,,
5545,CHEMBL620378,1,6929,Intermediate,,Tested for in vitro cytotoxic potency of compound in 9KB assay,F,,Homo sapiens,9606.0,,,KB 
5546,CHEMBL620379,1,6929,Intermediate,,Tested for in vitro cytotoxic potency of compound in 9KB assay,A,,Homo sapiens,9606.0,,,KB 
5547,CHEMBL620380,0,7083,Autocuration,,In vitro cytotoxicity of compound was tested against 9KB cells.,F,,Homo sapiens,9606.0,,,
5548,CHEMBL884006,1,12446,Intermediate,,Cytotoxic concentration against 9L cells was determined on day 3,F,,Rattus norvegicus,10116.0,,,9L
5549,CHEMBL620381,1,15345,Expert,,Tested in vitro for anticancer activity against 9L cells,F,,Rattus norvegicus,10116.0,,,9L
5550,CHEMBL620382,1,15345,Expert,,Tested in vitro for anticancer activity against 9L cells; Not determined,F,,Rattus norvegicus,10116.0,,,9L
5551,CHEMBL620383,1,6301,Intermediate,,In vitro inhibitory activity against human A549 non-small cell lung tumor; Active,F,,Homo sapiens,9606.0,,,A549
5552,CHEMBL876493,1,4833,Intermediate,,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; No inhibition,F,,Homo sapiens,9606.0,,,A549
5553,CHEMBL620384,1,4833,Intermediate,,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Significant inhibition,F,,Homo sapiens,9606.0,,,A549
5554,CHEMBL620385,1,4833,Intermediate,,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Slight inhibition,F,,Homo sapiens,9606.0,,,A549
5555,CHEMBL620386,1,13330,Expert,,Cytotoxicity against human lung carcinoma A549 cell line,F,,Homo sapiens,9606.0,,,A549
5556,CHEMBL620387,9,17517,Expert,,Ability to induce human IL-6 assay in A549 lung carcinoma cell line.,F,,Homo sapiens,9606.0,,,A549
5557,CHEMBL621404,9,17517,Expert,,"Ability to induce human IL-6 assay in A549 lung carcinoma cell line; n.r.: not reported, EC50 values not reported in cases were %dex e 35%.",F,,Homo sapiens,9606.0,,,A549
5558,CHEMBL621405,1,14425,Intermediate,,"In vitro growth inhibition of A549, lung carcinoma",F,,Homo sapiens,9606.0,,,A549
