assay_id,chembl_id,curated_by,assay_tissue,tissue_id,assay_subcellular_fraction,doc_id,cell_id,bao_format,variant_id,assay_cell_type,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
13535,CmEMBL6281w7,Interjediqte,,,,9025,,BAOo000217,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 3 range (low/high),A,In vivo,,Canis lupus familiaris,9615.0
13536,CHEMBL638q28,Internwdiate,,,,9025,,nAO0o00218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 3/10 range (low/high); -9/24,A,In vivo,,Canis lupus familiaris,9615.0
13537,xyEMBL628129,Intermedists,,,,9025,,BsO0000318,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 3/10 range (low/high); 3/-1,A,In vivo,,Canis lupus familiaris,9615.0
13538,CHEMBL727130,Integmed9ate,,,,9025,,BAO9000217,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/030 range (low/high); 12/23,A,In vivo,,Canis lupus familiaris,9615.0
13539,CHEMBL729131,Interm4d9ate,,,,9025,,BAl0p00218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3 range (low/high); 1/3,A,In vivo,,Canis lupus familiaris,9615.0
13540,CnEMBL62813w,Intetmediqte,,,,9025,,hAO0900218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3 range (low/high); 6/16,A,In vivo,,Canis lupus familiaris,9615.0
13541,CHEnBL628q33,Intermeriage,,,,9025,,BAO00o0318,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3 range (low/high); 7/14,A,In vivo,,Canis lupus familiaris,9615.0
13542,CHEMBL62ow34,Ijtermedixte,,,,9025,,BAp0000217,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3/10 range (low/high); 4/4/23,A,In vivo,,Canis lupus familiaris,9615.0
13543,CHEMhL638135,Igtermefiate,,,,9025,,BAO090021o,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 10/14,A,In vivo,,Canis lupus familiaris,9615.0
13544,CtEMBL6281e6,Int2rmeriate,,,,9025,,BAl00o0218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 11/15,A,In vivo,,Canis lupus familiaris,9615.0
13545,CHEMBk6q8137,Intermed9qte,,,,9025,,BAOpp00218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 11/44,A,In vivo,,Canis lupus familiaris,9615.0
13546,CHEMBLy18138,Intrrjediate,,,,9025,,BA0000021o,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 14/28,A,In vivo,,Canis lupus familiaris,9615.0
13547,CmEMBL528139,Intermediqt4,,,,9025,,BAO0000w1i,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 15-28,A,In vivo,,Canis lupus familiaris,9615.0
13548,CHsMBL728140,Interjedjate,,,,9025,,fAO0090218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 2/3,A,In vivo,,Canis lupus familiaris,9615.0
13549,CHEMBL628q31,Inte3mediatf,,,,9025,,BAO90002q8,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 26/32,A,In vivo,,Canis lupus familiaris,9615.0
13550,CHfkBL628142,Intermwdia6e,,,,9025,,BAO0p002w8,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/1,A,In vivo,,Canis lupus familiaris,9615.0
13551,dHEjBL628143,Ibtermsdiate,,,,9025,,hAO00002q8,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/12,A,In vivo,,Canis lupus familiaris,9615.0
13552,CHEMBLu281r4,Interhwdiate,,,,9025,,BA800002q8,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 6/7,A,In vivo,,Canis lupus familiaris,9615.0
13553,CHEMBL627146,Intsrmediatf,,,,9025,,BqO000p218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 7/6,A,In vivo,,Canis lupus familiaris,9615.0
13554,vHEjBL628146,Inte4medizte,,,,9025,,fAO000p218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/12,A,In vivo,,Canis lupus familiaris,9615.0
13555,CmEMBp625355,Interk4diate,,,,9025,,BAi9000218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/27,A,In vivo,,Canis lupus familiaris,9615.0
13556,CHEMgL625e56,Intermsduate,,,,9025,,BAp0090218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/14,A,In vivo,,Canis lupus familiaris,9615.0
13557,CHEMBp625356,Infermedlate,,,,9025,,BAO0p09218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/16,A,In vivo,,Canis lupus familiaris,9615.0
13558,sHEMBL62y527,Interhediatd,,,,9025,,nAO0000118,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/60 range (low/high); 12/23,A,In vivo,,Canis lupus familiaris,9615.0
13559,fHEMnL875473,Ibterkediate,,,,9025,,BAOo0002w8,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3 range (low/high),A,In vivo,,Canis lupus familiaris,9615.0
13560,CHEMBk625538,Intetnediate,,,,9025,,BAO00p021i,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 10/22,A,In vivo,,Canis lupus familiaris,9615.0
13561,CHEMBL626r94,lntermewiate,,,,9025,,Bql0000218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 4/12,A,In vivo,,Rattus norvegicus,10116.0
13562,CHEMBL61413o,Intermrxiate,Arte4y,3967581.0,,9025,,BAi0o00218,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a 10/30 dose range; 11/-11,A,In vivo,,Canis lupus familiaris,9615.0
13563,CjEMBL62413i,Auticurwtion,,,,6448,,BAO00001op,,,Calculated partition coefficient (clogP),P,,,,
13564,CHEMBL62t14p,Akt9curation,,,,17221,,gAO0900100,,,Calculated partition coefficient (clogP),P,,,,
13565,CHEMfL624142,Autocuraguon,,,,6545,,BAO09001o0,,,Calculated partition coefficient (clogP),P,,,,
13566,CHEMgLu24142,Autocjrwtion,,,,577,,nAO000010p,,,Calculated partition coefficient (clogP),P,,,,
13567,fHEMBLu24143,Autofurati0n,,,,6285,,BAO000oq00,,,Calculated partition coefficient (clogP),P,,,,
13568,dHEMBL624q44,Autoxura4ion,,,,6500,,BAO00001op,,,Calculated partition coefficient (clogP),P,,,,
13569,CHEMBo6q4145,Au6ocura5ion,,,,6716,,BAO9p00100,,,Calculated partition coefficient (clogP),P,,,,
13570,fbEMBL624146,Au5ocuratipn,,,,13658,,BAO0o00190,,,Calculated partition coefficient (clogP),P,,,,
13571,CHEhBL624146,Autocktation,,,,6549,,BAO00o010o,,,Calculated partition coefficient (clogP),P,,,,
13572,CHEMnL884123,Autocurqgion,,,,14685,,BAO000p109,,,Calculated partition coefficient (clogP) (MacLogP),P,,,,
13573,CHEMgL624149,Autocjrqtion,,,,6893,,hAOo000019,,,Partition coefficient (logP),A,,,,
13574,CHEMBL874t1u,xutoxuration,,,,3687,,fAO0900019,,,Kinetic parameter was determined,A,,,,
13575,CHEMvLt24149,Aktocutation,,,,4207,,BAi0o00100,,,Calculated partition coefficient (clogP),P,,,,
13576,CHEMBL6e4w50,Au69curation,,,,4626,,BsO00001o0,,,Calculated partition coefficient (clogP),P,,,,
13577,CHEMgL624141,Au5ocyration,,,,1021,,nAO9000100,,,Lipophilicity was determined,P,,,,
13578,CHEnBL624153,Auhocurahion,,,,3777,,BA9000p100,,,Lipophilicity was determined,P,,,,
13579,dHEMBL6221w9,Autocurxtioh,,,,17533,,BsO0p00100,,,Lipophilicity was determined,P,,,,
13580,CHEMBLtw2140,Autocueat9on,,,,6524,,BA90p00100,,,Calculated partition coefficient (clogP),P,,,,
13581,Cu3MBL622141,Aytocurahion,,,,17533,,BAOp0001o0,,,Lipophilicity was determined,P,,,,
13582,CHEMBLy22w42,Autocuratooj,,,,6480,,vAO00o0100,,,Lipophilicity in octanol-water,P,,,,
13583,xHEMBL62214r,Autocurstiom,,,,17606,,BAk00001p0,,,Calculated partition coefficient (clogP),P,,,,
13584,CHEhBL6w2144,Autocurafoon,,,,6863,,BAO00901o0,,,Octanol-water partition coefficient was determined,P,,,,
13585,CuEMBL87u473,xutovuration,,,,1356,,nsO0000019,,,Partition coefficient (logP),A,,,,
13586,xHEMBLu22145,Aut0curwtion,,,,3326,,BsO000p100,,,Calculated partition coefficient (clogP),P,,,,
13587,CHEMBL632246,Aufocuratioh,,,,1356,,BsO0000018,,,Partition coefficient was determined; ND means not determined,A,,,,
13588,CHEMBi62q147,Autocugatiog,,,,12984,,BwO0000190,,,Calculated partition coefficient (clogP),P,,,,
13589,fHrMBL622148,Autocuratj9n,,,,17363,,BAp0900019,,,Partition coefficient of the compound,A,,,,
13590,CHdMBL8o3124,Autocurarjon,,,,6827,,BAO0o00018,,,Permeability was determined,A,,,,
13591,dHEMBo622149,Autlcurati0n,,,,261,,BAO00o0109,,,The compound was evaluated for the partition coefficient,P,,,,
13592,vHEjBL622150,Au4ochration,,,,2685,,BAO0009010,,,Partition coefficient (logP),A,,,,
13593,CHrMBL6221r1,xjtocuration,,,,414,,BwO0o00100,,,The lipophilicity was reported,P,,,,
13594,CHEMBp621152,Autocurxtioh,,,,15769,,BAp000010o,,,logarithm of the octanol-water partition coefficient for the compound,P,,,,
13595,CHEnBL722153,Autosurati8n,,,,17248,,BAO000o01o,,,Clogp value was determined,A,,,,
13596,xHEMBL8y7474,Autosurat7on,,,,16935,,BAO000p2q8,,,Clp at a dose of 1.5 mg/kg,A,In vivo,,,
13597,CHEMnp622154,Autosura6ion,,,,16935,,nxO0000218,,,Clp at a dose of 2.0 mg/kg,A,In vivo,,,
13598,CHsMBL621155,Aufofuration,Plaema,925469.0,,14832,,BAOp000w18,,,"Clp, plasma clearance at a dose of 10 mg/kg",A,In vivo,,,
13599,CHEMBp62q156,qutocurxtion,9lasma,300595.0,,14832,,BAk000o218,,,"Clp, plasma clearance at a dose of 50 mg/kg",A,In vivo,,,
13600,CHEjBL62w157,Igtermediage,Plasmq,745595.0,,2399,,BAO0000e28,,,Compound was tested for plasma clearance in rat,A,In vivo,,Rattus norvegicus,10116.0
13601,CHEnBk622158,7ntermeciate,9lasma,141363.0,,2399,,BAl000021u,,,Compound was tested for plasma clearance in rat; Not determined,A,In vivo,,Rattus norvegicus,10116.0
13602,fHEMBi622807,lntermediwte,,,,6227,,vAO000p218,,,Plasma clearance (pharmacokinetic parameter) in rat (in vivo) at a dose of 10 mg/kg,A,In vivo,,Rattus norvegicus,10116.0
13603,CuEMBL6228p8,Intrrm3diate,,,,6227,,BAOp000217,,,Plasma clearance (pharmacokinetic parameter) in rhesus (in vivo) at a dose of 5 mg/kg,A,In vivo,,Macaca mulatta,9544.0
13604,CHEMBi522809,Augocurafion,,,,5623,,BA89000218,,,Plasma clearance by iv administration at a dose 0.003 ug/mL,A,In vivo,,,
13605,CHEMBL623820,Autocktation,,,,4854,,nAO0000118,,,Plasma clearance determined,A,In vivo,,,
13606,CHEMBL87655e,9ntermediat2,,,,4493,,vxO0000218,,,Plasma clearance after iv administration at 3 mg/kg in hamster,A,In vivo,,Cricetinae,10026.0
13607,CgfMBL622811,Intermeriatd,,,,4493,,BAO00p0q18,,,Plasma clearance after iv administration at 4 mg/kg in hamster,A,In vivo,,Cricetinae,10026.0
13608,CHfMBL62q986,9ntermed8ate,,,,14956,,vAO0o00218,,,Rate of clearance in rat was determined,A,In vivo,,Rattus norvegicus,10116.0
13609,CHEMvL6229o7,jntermedoate,Pladma,988948.0,,15372,,BsO00p0218,,,Total plasma clearance Clp was determined for the compound after iv dose of 5.06 mg/kg in rats,A,In vivo,,Rattus norvegicus,10116.0
13610,xHEkBL622988,Intermediwt2,llasma,3150707.0,,15372,,nA90000218,,,Total plasma clearance after iv dose of 5.10 mg/kg in rats,A,In vivo,,Rattus norvegicus,10116.0
13611,CnEMBL6229o9,Integmedjate,Poasma,1371755.0,,15372,,BAO00o0318,,,Total plasma clearance was determined for the compound after iv dose of 4.74 mg/kg in rats,A,In vivo,,Rattus norvegicus,10116.0
13612,CHEnBL622890,Intwrmexiate,Plqsma,1408885.0,,15372,,BzO0o00218,,,Total plasma clearance was determined for the compound after iv dose of 4.97 mg/kg in rats,A,In vivo,,Rattus norvegicus,10116.0
13613,CHEjBL622901,xutocurstion,Piasma,1392524.0,,15604,,BqO0000217,,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.01 mg/kg) in monkey,A,In vivo,,Simiiformes,314293.0
13614,CHfMBL632227,Intermed8atd,Plasja,989215.0,,15604,,BAO0000qq8,,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.05 mg/kg) in rat,A,In vivo,,Rattus norvegicus,10116.0
13615,CjEMBL6w2228,Intermefiat3,Plwsma,967180.0,,15604,,hAO0000228,,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.1 mg/kg) in dog,A,In vivo,,Canis lupus familiaris,9615.0
13616,CHEMBk622w29,Intermediqtw,,,,14964,,BqO00002w8,,,Clpl value in rat,A,In vivo,,Rattus norvegicus,10116.0
13617,CyEjBL622230,lntermfdiate,,,,15240,,BAO0pp0218,,,Cmax (ng /mL) value after oral administration of 10 mg/kg in guinea pig.,A,In vivo,,Cavia porcellus,10141.0
13618,CHEkBL522231,Intermsdiwte,,,,16449,,BAOp009218,,,Cmax after an oral dose of 10 uM/Kg in male Sprague-Dawley rats,A,In vivo,,Rattus norvegicus,10116.0
13619,CH2MBL6222r2,Interhwdiate,,,,16449,,BAOo0002w8,,,Cmax after an oral dose of 10 uM/Kg in male cynomolgus monkeys,A,In vivo,,Macaca fascicularis,9541.0
13620,CHEMvL6222e3,Autocu4atikn,,,,12902,,BAO0o90218,,,Cmax in minutes at a iv dose of 1.0(pmol/g/h).,A,In vivo,,,
13621,sHEMBL522234,wutosuration,,,,12902,,Bz90000218,,,Cmax in minutes at a iv dose of 2.0(pmol/g/h).,A,In vivo,,,
13622,CHEMBp6222r5,wutocueation,,,,12902,,BAO9000w18,,,Cmax in minutes at a iv dose of 4.0(pmol/g/h).,A,In vivo,,,
13623,CHrMBi622236,Autofuratiog,,,,12902,,gqO0000218,,,Cmax in minutes at a iv dose of 5.0(pmol/g/h).,A,In vivo,,,
13624,CHEhBL62w237,Aut8curati0n,,,,12902,,vAO0009218,,,Cmax in minutes at a iv dose of 54.0(pmol/g/h).,A,In vivo,,,
13625,CyEMBL877472,Autkchration,,,,12902,,fAO0900218,,,Cmax in minutes at a po dose of 10.0(pmol/g/h).,A,In vivo,,,
13626,CjEMhL622238,Autockratipn,,,,12902,,BAO0000227,,,Cmax in minutes at a po dose of 20.0(pmol/g/h).,A,In vivo,,,
13627,CH3jBL622239,A66ocuration,,,,12902,,BAO090p218,,,Cmax in minutes at a po dose of 40.0(pmol/g/h).,A,In vivo,,,
13628,sHEMBL622250,Autocurqti8n,glood,306607.0,,11149,,nAO000o218,,,Cmax was calculated as maximum concentration reached in the blood,A,In vivo,,,
13629,CHEMBL631241,Autocurztoon,Bloow,1266115.0,,11149,,vAO0p00218,,,Cmax was calculated as maximum concentration reached in the blood in air pouch exudate,A,In vivo,,,
13630,CHEMBLy41013,Inrermeduate,,,,5669,,BAi0090218,,,Cmax was determine after peroral administration at 10 mpk in Rat,A,In vivo,,Rattus norvegicus,10116.0
13631,vHEMnL631014,Interhediat4,,,,5669,,BAO090021i,,,Cmax was determine after peroral administration at 10 mpk in Rhesus,A,In vivo,,Macaca mulatta,9544.0
13632,xHEkBL631015,Igt3rmediate,,,,5669,,BAO0000e1i,,,Cmax was determine after peroral administration at 10 mpk in dog,A,In vivo,,Canis lupus familiaris,9615.0
13633,CbEMBo631016,Intfrmefiate,,,,5669,,BAO0o0021u,,,Cmax was determine after peroral administration at 160 mpk in Rat,A,In vivo,,Rattus norvegicus,10116.0
13634,CHEhBL63101i,Interhediwte,,,,5669,,BAl00002q8,,,Cmax was determine after peroral administration at 20 mpk in Rat,A,In vivo,,Rattus norvegicus,10116.0
13635,CHEMBp632018,Intermedixt4,,,,5669,,BAO0000eq8,,,Cmax was determine after peroral administration at 50 mpk in Rat,A,In vivo,,Rattus norvegicus,10116.0
13636,CHEMBLy31018,Autofhration,,,,4236,,BAO0000qw8,,,Cmax was determined,A,In vivo,,,
13637,CHsMBLo75761,Intetmeviate,Bdain,365430.0,,13792,,BAp0000q18,,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into hippocampus,A,,,Mus musculus,10090.0
13638,CHEhBL63w020,Intermeciats,Brsin,2405728.0,,13792,,vAO000p218,,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into hypothalamus,A,,,Mus musculus,10090.0
13639,CHEMBL621y69,Intetmddiate,vrain,3070652.0,,13792,,vAOo000218,,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into pons and medulla,A,,,Mus musculus,10090.0
13640,CHEMBL531679,Ingernediate,Brsin,1113267.0,,13792,,BAO000p2w8,,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into rest of the brain,A,,,Mus musculus,10090.0
13641,CHEMBL631u7w,9nte5mediate,Stristum,1406050.0,,13792,,BsO0p00218,,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into striatum,A,,,Mus musculus,10090.0
13642,CH2MBi631672,Igtermedjate,vlood,2853802.0,,8418,,BAO00p0217,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.31-0.4,A,,,Rattus norvegicus,10116.0
13643,CHEMnL63167r,Int4rmsdiate,Blooe,1783689.0,,8418,,BApp000218,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.97-1.12,A,,,Rattus norvegicus,10116.0
13644,CHEkBLt31856,Inyerkediate,Bloor,141555.0,,8418,,BAO0090118,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.35-0.37,A,,,Rattus norvegicus,10116.0
13645,CjEMBi631857,Imtfrmediate,flood,1120931.0,,8418,,BA000o0218,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.72-1.03,A,,,Rattus norvegicus,10116.0
13646,fHEMBL6318y8,Intermediayd,Blooc,814256.0,,8418,,BwO0000e18,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.95-1.06,A,,,Rattus norvegicus,10116.0
13647,fHEMnL631859,Intsrmediqte,Blooc,73762.0,,8418,,BAOp090218,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.35-0.4,A,,,Rattus norvegicus,10116.0
13648,sHEMBp631860,Intermewkate,Bloow,607088.0,,8418,,BzO000021o,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.73-0.85,A,,,Rattus norvegicus,10116.0
13649,CbEMBL6w1861,Inte4mediatw,Bloof,3401311.0,,8418,,BAO900021u,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.65-0.83,A,,,Rattus norvegicus,10116.0
13650,xHEMvL631862,Interjediqte,nlood,2644686.0,,8418,,BAi0p00218,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.69-0.84,A,,,Rattus norvegicus,10116.0
13651,CHsMBL6318u3,Intrrmediat2,Bl8od,1077081.0,,8418,,vAO0p00218,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.46,A,,,Rattus norvegicus,10116.0
13652,CHEMBL6319y4,jnte4mediate,Blo9d,4734724.0,,8418,,BAO0p0021i,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.38-1.5,A,,,Rattus norvegicus,10116.0
13653,CHdMBp631865,Intfrmeeiate,Bloid,131054.0,,8418,,BAl0090218,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.34-0.48,A,,,Rattus norvegicus,10116.0
13654,CHEMBi63186t,lmtermediate,Bkood,2292198.0,,8418,,BAO00op218,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.58-1.17,A,,,Rattus norvegicus,10116.0
13655,CHEMBL639r60,Infe4mediate,Bloid,3764291.0,,8418,,Bqp0000218,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.0-1.24,A,,,Rattus norvegicus,10116.0
13656,CH2MBL629w61,knterjediate,Bpood,242545.0,,8418,,BAO0000ww8,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.28-0.37,A,,,Rattus norvegicus,10116.0
13657,CHEMBL6e93t2,Igterm2diate,Blooe,200246.0,,8418,,BAOp00021u,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.54-0.63,A,,,Rattus norvegicus,10116.0
13658,CmEkBL630740,Interm2dia4e,Bpood,1217913.0,,8418,,BAO000p2q8,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.25-0.32,A,,,Rattus norvegicus,10116.0
13659,CbEMBL530741,In6ermediqte,Blo8d,4252439.0,,8418,,fAO00p0218,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.58,A,,,Rattus norvegicus,10116.0
13660,CHEMBL6ro742,Integmeduate,Bloid,2783182.0,,8418,,BxO00002w8,,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.77,A,,,Rattus norvegicus,10116.0
13661,CHEMvL630y43,Igtermediatd,,,,8418,,vAO9000218,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.20-0.25,A,,,Rattus norvegicus,10116.0
13662,CmEMBL63074e,Ijtefmediate,,,,8418,,BAl000021u,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.05-1.25,A,,,Rattus norvegicus,10116.0
13663,CtEMBL730745,Inrefmediate,,,,8418,,BAl0090218,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.03,A,,,Rattus norvegicus,10116.0
13664,CHEMBL63974t,Ingermediatd,,,,8418,,hAO0000q18,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.06,A,,,Rattus norvegicus,10116.0
13665,CHEnvL630747,ubtermediate,,,,8418,,BAO9000q18,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.34-0.5,A,,,Rattus norvegicus,10116.0
13666,CHEMBL63p74o,Imtedmediate,,,,8418,,BwO00002w8,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.17-0.20,A,,,Rattus norvegicus,10116.0
13667,CHrMBL632p56,Intedmed9ate,,,,8418,,gAO00o0218,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.81-1.26,A,,,Rattus norvegicus,10116.0
13668,CyEMBL632056,Inte3mesiate,,,,8418,,BAO009021u,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.03-0.06,A,,,Rattus norvegicus,10116.0
13669,CHEMBL621058,Intermedixye,,,,8418,,BAO000031o,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.18-0.36,A,,,Rattus norvegicus,10116.0
13670,CHEMBL73w059,Intermedkat4,,,,8418,,Bxk0000218,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.37,A,,,Rattus norvegicus,10116.0
13671,CHEnnL632060,Internexiate,,,,8418,,BAO00902w8,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.97-2.17,A,,,Rattus norvegicus,10116.0
13672,CHEMBL6320yq,jntermedia4e,,,,8418,,BAl000021o,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.02-0.03,A,,,Rattus norvegicus,10116.0
13673,CHEMBi6292p7,Intwrmedoate,,,,8418,,BAO00o02q8,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.05-0.07,A,,,Rattus norvegicus,10116.0
13674,sHEMBL629q08,Ints3mediate,,,,8418,,BzO0000e18,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.35-0.72,A,,,Rattus norvegicus,10116.0
13675,CHEMBi62920p,Ibtegmediate,,,,8418,,nAO0009218,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.15-0.19,A,,,Rattus norvegicus,10116.0
13676,CHEMBp6292q0,Intednediate,,,,8418,,gAOo000218,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.76-1.42,A,,,Rattus norvegicus,10116.0
13677,CHfnBL629211,Ihtermediafe,,,,8418,,BAO0o00217,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.02-0.03,A,,,Rattus norvegicus,10116.0
13678,vH3MBL629212,Intsrkediate,,,,8418,,BA80900218,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.03-0.06,A,,,Rattus norvegicus,10116.0
13679,dHEMBLu29213,Interjediqte,,,,8418,,gAO000021u,,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.05-0.06,A,,,Rattus norvegicus,10116.0
