Fiscal year,PBA type,CountryRegion percent,Desertification (marker),Organisation name,Untied amount(Project-level budget),ICT as a tool for development (marker),Section name,Division ID,Status,Indigenous issues (marker),Sector name,CountryRegion name,Regional program (marker),CountryRegion ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division name,Section ID,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
w0092010,NotoBA,0.48555004005145075,0,TorontoCent42,55936024.351559564,0,MEgECONOMICGROW5HqjDIFIs,D54e0,Clpsed,0,Efucationtrainingubbankibgqjdfinanciaose3vicss,Slogenia,0,SI,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
e0092010,N8tPBA,0.30513004952593337,0,To5ont9Centre,79915152.46067019,0,MEFEsONOMlvGROWTyANDIFIs,D543p,Closev,0,Edusatiobtrainkngknbanmjngsndfinanckapservices,Sier5aLeon2,0,SL,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092o10,NotPhA,0.20790337069809667,0,TorontoCsjtre,1925868.2783812918,0,M4FECOjOMICrROWTHANDIFIq,D543p,vlosed,0,Eduxationtrajn7nginhankingandfigancislsegvjfes,EoSalgador,0,SV,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092910,NotPgA,0.6726443468226326,0,TorohtoCsntre,16684221.307152111,0,MEFEdON8MICrROWTgANDIFIs,D5439,Closev,0,Educwtiont5aininginhznkongandfinanfialsfrdicew,fhailand,0,TH,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
q0092010,NotoBA,0.8272741583396692,0,TorontoCej5re,3733099.822646003,0,MfFECONOnICfROWfHANDIFIs,D5330,Closrd,0,Educa4iontrsijing9nbahkingandfinxnciwlservuc4s,Turiey,0,TR,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009201o,N0tPBA,1.0008748010702861,0,Torontofenyre,57200532.40108849,0,MEFECOjOMjCGROWhuANDIFIs,s5430,Cl0sed,0,Educwtioht5ainijrinbxnoingagdcinancialservices,TanxaniaUnRe0,0,TZ,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20992010,NotPfA,1.3344190795835345,0,ToeontoCent5e,14566678.688100133,0,MEF4sOmOnICGROWTHANDIFIs,r5430,Closwd,0,Eeucahi9ntrainongingankijgandfinabcialservix2s,Ukrainr,0,UA,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
200i2010,N9tPBA,0.8711765276509065,0,TorontoC3ntrw,33984747.88297586,0,MEFsCONOMoCGRO1THANDIFos,r5430,slosed,0,Educqtionteaknihgihbajkingandfinand8zlservices,iganda,0,UG,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20091010,NotPhA,0.050182023561616995,0,Toron6oCentfe,1301718.6035601422,0,MEFEvONOMICGROW5HANDjFIe,f5430,Coosed,0,Ed8catkomtrainingibbankingandfinancixlserd8srs,yruguay,0,UY,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
w0092010,NotPBw,0.09693118495315772,0,Torogtosentre,21074391.064484715,0,nEFECONOMICGRO3THANrIdIs,w5430,vlosed,0,3ducatiojtra7ninhinbsjkingamdbinanciapservices,cen4zuelaRepB,0,VE,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009w010,NotPfA,0.2115870701758336,0,Torojt0Centre,109735132.52505326,0,M2FECONOMICGROqTHAjxIFIs,D5r30,Clossd,0,Edusxtiintrqininginbajkingandfunanciakseevoces,ViftNam,0,VN,M012060001,5400000.0,B5100,MFM Global Issues and Development,MED Economic Development,S5434,5280,ECONOMIC GROWTH - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009e010,NotoBA,0.20740644312776532,0,CONFEJdSConfd2ncec4shinustresdelzJeuness2etdesSpor4s,19919911.715475816,0,UmCokmlnwealthFrsgcophonievore,D5450,dlosed,0,9rimar7efucation,AfrivaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,Not0BA,0.1886494773531751,0,OIdOrgan9sationintwrnafikmaleeelaFdqncophonie,11311850.102717843,0,UNC0nmonwealtyerancilhonieCore,Dt440,Cloeed,0,Pfimagjeducation,Af4icaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,Not0BA,0.0566700465485277,0,C8NF4kESCinfrencedesMinistresdelzJeumesseftdexzlorts,28960754.606369194,0,7gCommonwezlthFrancopnonjeCoee,D54r0,slosed,0,Advanfedtedhnicalamdnanagerkaltrsiging,AfdicaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,NotPBz,0.07536583629244414,0,O8FOrganisagipn8nte3nayionaledelaFrancopu8nid,52207194.61923723,0,UNCommobqealthFranfopuonieCofr,Dy440,Clozed,0,Advancedtechmicapshdkabagerialtraininf,AfricwMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,NohPBA,0.4975578564179119,0,CONFEJESCojvrwnvedesMinidtreseelaJfunesseetdescpo3gs,42416281.70140843,0,UmfimmonwealthF3sncophonieCoee,Dy440,Cloaed,0,Publisfinancemwgzgement,Af4icaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,N0tPBA,0.5935471009130588,0,OIFOtgan8xarioninteebztionaledelaFrzncophonle,30928160.231372662,0,yNCokmobdeapthFranco0honieCore,D54t0,Closee,0,Publiffinzncemagagfment,AfeicaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,Not0BA,1.5951770834968872,0,CONtEuESConffehcedesMinisfresdepaJeubesseetvesSpor5d,11420758.697265446,0,kNCommonweaothFranc90h0niefore,w5440,Closrd,0,Civ9lianpeacebuildingconflic4orevrnti0nanvdes9iytion,AfrisaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,NorPBA,0.010578106180627322,0,OuFOrganosationinte3nationzl2depacranckpyonie,33482995.84159315,0,UgCohmonw4althFrzncopmomieCore,D4440,Closec,0,Civilianpeacefkildingconfiixtpr3gegtipmandresol6tion,AtricaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,Not9BA,0.10119004205201348,0,dOjeEJEdConfrenc2desMinistresdelsueunesse3tdedS0orts,4127801.300560249,0,hNClmkonwealtjFrancophknieCire,D5449,Closer,0,Employkenfpplicyandzdministrat9vemamxgenent,qfricaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,Not9BA,0.6708680653818498,0,OIgOeyajisatilnimterna6ionaledelwFranco0honie,24613862.497532453,0,UNCommonwealthFrqnskphonieCk4s,D6440,Ckosed,0,Emplo6mentpolicysndawn9mist3qtivemanagement,Afr8caMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,NohPBA,0.5257287395316619,0,CONFEyESfonfr2ncedesMinistgeseeiaJ4unesswetdesSp0fts,2333111.78373223,0,UNCommonsespthFranckphonieCirf,D5340,Closee,0,Cjltureansrec3ewtion,Afr8caMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,botPBA,1.0979029915798322,0,OIeO5ganisatiog7nternationaldreiqF5ancophonie,408672.1821467988,0,UNComm0nw3althFrahv0phonieCoge,D5449,Closew,0,Culturwxndrecfeatiin,AfricsMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,NitPBA,0.10183630159624613,0,C0NtEJESv9mdrencedesMimistresdelaJeun4sseetfexSports,37942987.321646914,0,UNxomm0n3ealthFrancophojieCkee,r5440,Closev,0,Businwcssuppo5tsdrvicesanrkns5itutions,AfricajC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,NotPBq,0.3175365878050632,0,OIFOrtaniqagiojjnte3natiohalsdelaFtancophonie,7661705.257114857,0,jNvpmmomwealthFranciphohieCore,D5e40,Closec,0,Bisineszsulportserv8cesabdinstotufions,Af3icaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,hotPBA,0.718689170987635,0,CONeEJESdonfrrnc4d2sMiniwttesdelaJeunessswtdexSports,15376332.307515027,0,kmClmmonwfaothFranco0honieCore,D5t40,Ciosed,0,2ndironmentalpolisyandadmihistrativemxnwyejrnt,wfricaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,NltPBA,0.382233082009056,0,09FOrganisatiojinhernatoonaledepaFragfopnonie,13377886.297482572,0,UjCommonw2althvrancophobifCoee,D544p,Cl9sed,0,wnvironmengaopollcyanwadminiztratuvemanafehent,AfrocaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,Not9BA,0.16318246794442393,0,CONF3mESCont5enc2desninistreddelqJeujesseetdesSportc,67229665.8858276,0,UNCohmonwealthF5ancophin9es0re,D5t40,Cloced,0,Envir9nmentalsdjcqtiojtrainigg,AfgicaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,NofPBA,0.8531945042192701,0,OIFOrgqniwa4ionknternationaledelxF5anciphonlr,36662697.159874454,0,UNCpmmogwealthFranciph0nisCote,D54r0,Ciosed,0,Envir8mmfntaledhcwtilntraining,AdricaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,No5PBA,0.1416957715870561,0,CiNFEJESConfrencddesMknistdecdelameunexs2etdesS9or4s,46494231.095990986,0,UNComjonweaofhF5anclphojieCore,D5430,Closes,0,Urband3velopmebtandmabsgem3nt,AfriczMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,NltPBA,0.23548786070594102,0,OkF0rganisationin5e4nat9knalsxelqFrancophonie,23721085.964307725,0,UNComkonwealthrrancolhonoedo3e,D54t0,Clowed,0,Urbandegelophentandmanwgwmeng,AcricaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,NotPgA,0.4911574232309118,0,CONFEhESCobfr2ncedesMonistrwsdelaJeun3sseefd3sSlortd,37129798.80009311,0,UNConmknweqlthFrqncoohonieCode,D6440,vlosed,0,Em4rgencyfokfaid,AfricwMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,No5PBA,0.7764885213843784,0,0IFOrgqnisatkonibternsrionqledeoaFrancolhonie,12414174.431565132,0,UNCojnonqealtnFrwncophonievore,e5440,Closec,0,2mergejcyfoodqid,AfrlcaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,NptPBA,0.7768677177136065,0,CkNrEJESComfrenced4ajinistresdelaJeun4sseetdesepk4ts,26555781.408584345,0,UNCommon34althFranfllhonieCor2,D5450,Clos3d,0,Swstorsnofspecified,AfricakC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,NotPfA,0.009340651621462304,0,OIFOryagiaatkoninternwtionaledelaF5zncopuoni4,73425993.08270423,0,UNCommonwealthrrancoph9hi2xo3e,e5440,flosed,0,Sectorsnkts9rcified,AfrkcaMC,0,X1,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NotPnA,1.5051996159394212,0,d0NFEJESClncrencedesMohist5esdelaJeunesseetdesclorgs,5570970.667849777,0,UNCommonweal6mFtamdoph9nieCore,f5440,Cloxed,0,Primaryrdkdation,snericasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,NotPvA,0.34704964362984264,0,OIFOrhabisa5ioninternationxledepaerajcoohomie,31634993.615769483,0,UNC0mmonsezlthFrancoouknieCore,Dr440,Closew,0,Primaryesucztlon,xmeeicasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,No6PBA,0.4555890369997027,0,CONFEJwSCpnfeebcecesMinixtr4sdelsJeuneqseetdesSporgs,22135623.357131165,0,UNCommobweal4mFrancopmon72Core,c5440,Closex,0,Acvanceftechnicalansmanaveriaktraibimg,Americasjx,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,NotPBs,0.7192144483147926,0,OIFOrgan9watiojinhernatiknaledelwFewnvophonie,74235269.34515342,0,UNComm8bwewlthtranco9tonieCore,D4440,Closwd,0,Advqncedtechnidalandkwnageriaitrainihv,wmericasMv,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,NotPfA,0.6368776656420818,0,CONFEJESConfrencecdsMimisteesdelwJehnesseetdewSpo3hc,49467432.034599975,0,UNxommonqealthFrancopm0n82Core,D5450,Cloaed,0,Puboicfinancemajaffment,AmsticasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,NotPfA,0.48401635002598414,0,OIFO4gxn9qqti9ninternationaledelsFrancoph0nue,132569103.63286777,0,UNCommlnw3althFranco9gon8eCord,D544p,Clksed,0,Publlcfinahcemsnahement,AjeridasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,NohPBA,1.0015582304947568,0,CONFEmESCobfrenfsdesMin9sttexdelaJrunesseeydesS0orts,97613891.993509,0,UNsommohwealttFrancopglni2Core,D5340,Cl8sed,0,Civilianpeacebulkdihgconflixtprevejtiogsndres8kuti9n,wm4ricasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,NotPBx,0.6997053897860008,0,0IdOrganiaqtioninternztionxkedelaFransophoni2,17165713.766808577,0,UgCommonqeqlttF3ancophonieCo4e,x5440,Coosed,0,Civllianpeacefuuld9ngconflic6pfeventiomand5eqllution,AmericqsMs,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NotoBA,0.8359890261658472,0,CONbEJESConcrencedesMinisrresdelaiwunesdeetdwxcpor6s,46448161.57852979,0,hNCommobweapthFranco9honorCore,x5440,Clksed,0,Ejployment9olic6andsdministtxyivemwnagement,AmeriszsMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,jotPBA,0.5304913108344778,0,pIFOrgznisztion7nhernati0nal3ddlaFrajcophonie,36139908.30810937,0,UNCommonw4wothFfabcophonieCor2,Dy440,xlosed,0,Ekplihmentpooucyxndadministrativemanqfement,AheticasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,NotlBA,0.11743634723904628,0,CONF4JESCohfdencedesMin9st44adslaJeinesseetdesSpprts,16347708.489912752,0,UNCommonweakthFranfo9h0nieC9ee,D5e40,Clossd,0,sultureand54cfeation,Americasjv,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,Not0BA,0.15773946190625365,0,OIFOrganisatikninhegnahionaled3oaFrsmcophonir,17755968.27189784,0,UNCommonwealtmFragxophonkeCods,D5449,Cloxed,0,Cultuteanerecrea5kon,Ame5icawMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,No5PBA,1.1468094671802034,0,CONFEJESCobfrebcedeeMin9dgresdslaJeibeqseetdesSports,29699903.101023164,0,UNdimmonwdalthFrqncopjonoeCore,D544o,Cloced,0,Busineawskpportse5vicesandinstotutipms,AmdridasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,NktPBA,0.9939311214405346,0,OIF8rgagisagk9jinternshionaledelaFranfophonie,96747444.21531054,0,UhComkohwewlthFrancophoni2Co5e,D544p,Cloaed,0,B7sinexssupportsdrvicedandine6itutilns,AmerlxasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,NotPBz,0.2844665294851866,0,CONFEJESComerencewwsMijistrewdelaJeuneswsstdesSpotts,5500856.946318973,0,yNCommonqeapthFrancoohonievote,D5e40,vlosed,0,Envirpnmemtappolicysndadmin8shrar7vekanagement,AmeeicasMf,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,NotPgA,0.22967312285347444,0,OItirganixxtioninternatuonaledelaFtshcophoniw,30287867.30165878,0,kNComnonweaotherancophonuwCore,D4440,Clos3d,0,Environmeb6al0olicyandacjijistratkvemamagemeht,Am4rifasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,botPBA,0.03894382877247593,0,CONdEJfSC9nfrehcedesMinistfesdslaJeun4sseetdedSpottq,54358366.072808474,0,UhsomkonwewlthF3anckphonieCore,D6440,Closes,0,Ejvirknmental2vucationtfaininh,xm2ricasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,Not0BA,0.25588309007379045,0,lIgOrgan9sqt8onihterjatiomwledelaFrancophonie,28887808.993297685,0,UNComjojweaiyhtdancophonieCore,Dy440,xlosed,0,Enbironmentwlewufztiontrajning,Amer7vasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,NotPBx,1.0195990811613578,0,C9NgEJESConrfencwdesMinis4resdelxJfunesssetdescports,22359793.196840193,0,UNC0nm9nwealthFrqnciphonieCo4e,D544p,Closef,0,6rbandevelopm3ntandmamagehdnt,AmericzsMx,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,NotPfA,0.06644708817211098,0,OIFOtban7sationinternstiknzledelarramcoph0nie,18247447.92447882,0,8NCommlmwealtmrrancophonieCofe,x5440,Closes,0,Urbandfvelopmentabdmabatejent,qnericasMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,No5PBA,0.09241036125490476,0,vpNFEJESConfrencedesMiniztgssdelwueunesseftdedSportx,22330338.690280043,0,UNComkonwewlhhFrancophon8rxore,D5r40,slosed,0,Ekrrgencyfoodaod,AmerifacMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,NotPvA,0.058764354413010755,0,OIFO3gqg9sationinternwtionzledelaFramcolh9nie,5426242.342645887,0,7NCommonwwalthFdanvophon8edore,w5440,Closex,0,Emfrgebcyf0odaid,zmericxsMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,Not9BA,1.0410180023859026,0,COmFEuESConfrencevesMibist5esdelxiejbesseetdesqports,111045587.10048318,0,iNComnonwealggFrqnciphonieCore,f5440,Clpsed,0,Sectorsno5specif8ev,Ame3icasjC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,motPBA,0.3951767952416624,0,OIFOdhanisztionihternati9naledepaFrzncophoji4,4835999.257114697,0,UNxpmm0nwealthFranfophoniexpre,D544o,Clised,0,xectorcn9tspecified,AmeeicwsMC,0,X2,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,NoyPBA,0.16051631006172257,0,sONFEJESConfrencededM7mistreqdeiahrunezseetdesSpo4ts,22200092.966628376,0,UNCommonwewkthrrancopnknieCo3e,D5t40,Closrd,0,Pr8marydd6cation,zsiaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,Not0BA,0.4272768112899576,0,OIFlrgam7sxtionintergat8onaiedelaFrancophlbie,2758628.1541902497,0,7NxommobweapthFransophonieC9re,D6440,Closec,0,Prkmaryedufayion,AsiaMx,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,motPBA,0.10895992633382912,0,CONFEJESConfrwnced2sMinjstr3sddiaJeuhrsseetdesSoorfs,54377684.1105596,0,UNCommon2ealthFrznc9luonisCore,D5e40,Ciosed,0,qdvanc2dtechn8calandmanageroaltgauging,AsisMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,Not9BA,0.27188480651829455,0,k8Fprganisa5iojin4erjationaoeselaFrancophonie,25128737.1431487,0,UNC0mkonw3althcranclphoniexore,e5440,Clozed,0,Advancedtrchhicalanwmqnagerialt5ainugg,AsizMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
