ss_tp,ss_tx_d,ss_sbclllr_frctn,chmbl_d,ss_rgnsm,dscrptn,vrnt_d,dc_d,rltnshp_tp,cll_d,crtd_b,ss_ctgr,ss_strn,ss_tss,tss_d,ss_cll_tp,src_d,cnfdnc_scr,src_ss_d,b_frmt,ss_d,ss_tst_tp,td
A,10116.0,,CHEMBL623968,Rattus norvegicus,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.5 hr,,13477,N,,Intermediate,,,,,,1,1,,BAO_0000218,12884,,50597
A,10116.0,,CHEMBL623969,Rattus norvegicus,Plasma concentration after 3 mg/kg peroral dosing in rat at 1 hr,,13477,N,,Intermediate,,,,,,1,1,,BAO_0000218,12885,,50597
A,10116.0,,CHEMBL628409,Rattus norvegicus,Plasma concentration after 3 mg/kg peroral dosing in rat at 2 hr,,13477,N,,Intermediate,,,,,,1,1,,BAO_0000218,12886,,50597
A,10116.0,,CHEMBL628410,Rattus norvegicus,Plasma concentration after 3 mg/kg peroral dosing in rat at 4 hr,,13477,N,,Intermediate,,,,,,1,1,,BAO_0000218,12887,,50597
A,10116.0,,CHEMBL628411,Rattus norvegicus,Plasma concentration after 3 mg/kg peroral dosing in rat at 6 hr,,13477,N,,Intermediate,,,,,,1,1,,BAO_0000218,12888,,50597
A,10116.0,,CHEMBL628412,Rattus norvegicus,Plasma concentration after 3 mg/kg peroral dosing in rat at 8 hr,,13477,N,,Intermediate,,,,,,1,1,,BAO_0000218,12889,,50597
A,,,CHEMBL628413,,Tested for the highest concentration at which toxicity was not observed or the concentration which provided the highest number of net grain counts,,12553,U,,Autocuration,,,,,,1,0,,BAO_0000019,12890,,22224
A,,,CHEMBL628414,,The concentration in plasmat; Not determined,,14548,U,,Autocuration,,,Plasma,1969.0,,1,0,,BAO_0000019,12891,,22224
A,10116.0,,CHEMBL628415,Rattus norvegicus,Tissue level at 10 mg/kg/po in wistar rats in blood,,14393,N,,Intermediate,,,,,,1,1,,BAO_0000218,12892,,50597
A,10116.0,,CHEMBL628416,Rattus norvegicus,Tissue level at 10 mg/kg/po in wistar rats in brown fat,,14393,N,,Intermediate,,,,,,1,1,,BAO_0000218,12893,,50597
A,10116.0,,CHEMBL628417,Rattus norvegicus,Tissue level at 10 mg/kg/po in wistar rats in heart,,14393,N,,Intermediate,,,,,,1,1,,BAO_0000218,12894,,50597
A,10116.0,,CHEMBL874908,Rattus norvegicus,Tissue level at 10 mg/kg/po in wistar rats in liver,,14393,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12895,,50597
A,10116.0,,CHEMBL628418,Rattus norvegicus,Tissue level at 10 mg/kg/po in wistar rats in plasma,,14393,N,,Intermediate,,,,,,1,1,,BAO_0000218,12896,,50597
A,10116.0,,CHEMBL628419,Rattus norvegicus,Tissue level at 10 mg/kg/po in wistar rats in skeletal muscle,,14393,N,,Intermediate,,,Muscle tissue,2385.0,,1,1,,BAO_0000218,12897,,50597
A,10116.0,,CHEMBL628420,Rattus norvegicus,Tissue level at 10 mg/kg/po in wistar rats in subcutaneous fat,,14393,N,,Intermediate,,,,,,1,1,,BAO_0000218,12898,,50597
A,,,CHEMBL628421,,Water solubility at 37 degree C.,,1629,U,,Autocuration,,,,,,1,0,,BAO_0000019,12899,,22224
P,,,CHEMBL626726,,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,,8194,U,,Autocuration,,,,,,1,0,,BAO_0000100,12900,,22229
P,,,CHEMBL626727,,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,,8194,U,,Autocuration,,,,,,1,0,,BAO_0000100,12901,,22229
A,10116.0,,CHEMBL626728,Rattus norvegicus,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Blood,178.0,,1,1,,BAO_0000218,12902,,50597
A,10116.0,,CHEMBL626729,Rattus norvegicus,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Blood,178.0,,1,1,,BAO_0000218,12903,,50597
A,10116.0,,CHEMBL626730,Rattus norvegicus,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Blood,178.0,,1,1,,BAO_0000218,12904,,50597
A,10116.0,,CHEMBL626731,Rattus norvegicus,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Blood,178.0,,1,1,,BAO_0000218,12905,,50597
A,10116.0,,CHEMBL626732,Rattus norvegicus,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Blood,178.0,,1,1,,BAO_0000218,12906,,50597
A,10116.0,,CHEMBL626733,Rattus norvegicus,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,12907,,50597
A,10116.0,,CHEMBL626734,Rattus norvegicus,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,12908,,50597
A,10116.0,,CHEMBL626735,Rattus norvegicus,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,12909,,50597
A,10116.0,,CHEMBL874909,Rattus norvegicus,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,12910,,50597
A,10116.0,,CHEMBL626736,Rattus norvegicus,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,12911,,50597
A,10116.0,,CHEMBL626737,Rattus norvegicus,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Kidney,2113.0,,1,1,,BAO_0000218,12912,,50597
A,10116.0,,CHEMBL630999,Rattus norvegicus,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Kidney,2113.0,,1,1,,BAO_0000218,12913,,50597
A,10116.0,,CHEMBL631000,Rattus norvegicus,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Kidney,2113.0,,1,1,,BAO_0000218,12914,,50597
A,10116.0,,CHEMBL631001,Rattus norvegicus,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Kidney,2113.0,,1,1,,BAO_0000218,12915,,50597
A,10116.0,,CHEMBL631002,Rattus norvegicus,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Kidney,2113.0,,1,1,,BAO_0000218,12916,,50597
A,10116.0,,CHEMBL631003,Rattus norvegicus,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12917,,50597
A,10116.0,,CHEMBL631004,Rattus norvegicus,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12918,,50597
A,10116.0,,CHEMBL631005,Rattus norvegicus,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12919,,50597
A,10116.0,,CHEMBL631006,Rattus norvegicus,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12920,,50597
A,10116.0,,CHEMBL631007,Rattus norvegicus,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12921,,50597
A,10116.0,,CHEMBL631008,Rattus norvegicus,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12922,,50597
A,10116.0,,CHEMBL631009,Rattus norvegicus,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12923,,50597
A,10116.0,,CHEMBL631010,Rattus norvegicus,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12924,,50597
A,10116.0,,CHEMBL631011,Rattus norvegicus,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12925,,50597
A,10116.0,,CHEMBL631012,Rattus norvegicus,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12926,,50597
A,10116.0,,CHEMBL630271,Rattus norvegicus,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Thyroid gland,2046.0,,1,1,,BAO_0000218,12927,,50597
A,10116.0,,CHEMBL630272,Rattus norvegicus,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Thyroid gland,2046.0,,1,1,,BAO_0000218,12928,,50597
A,10116.0,,CHEMBL630273,Rattus norvegicus,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Thyroid gland,2046.0,,1,1,,BAO_0000218,12929,,50597
A,10116.0,,CHEMBL630274,Rattus norvegicus,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Thyroid gland,2046.0,,1,1,,BAO_0000218,12930,,50597
A,10116.0,,CHEMBL630275,Rattus norvegicus,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,Thyroid gland,2046.0,,1,1,,BAO_0000218,12931,,50597
A,10116.0,,CHEMBL875782,Rattus norvegicus,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 15 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,,,,1,1,,BAO_0000218,12932,,50597
A,10116.0,,CHEMBL630276,Rattus norvegicus,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 2 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,,,,1,1,,BAO_0000218,12933,,50597
A,10116.0,,CHEMBL630277,Rattus norvegicus,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 30 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,,,,1,1,,BAO_0000218,12934,,50597
A,10116.0,,CHEMBL630278,Rattus norvegicus,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 5 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,,,,1,1,,BAO_0000218,12935,,50597
A,10116.0,,CHEMBL630279,Rattus norvegicus,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 60 minutes (radiolabeled with [125I]-,,8594,N,,Intermediate,,,,,,1,1,,BAO_0000218,12936,,50597
A,,,CHEMBL630280,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg,,8151,U,,Autocuration,,,,,,1,0,,BAO_0000019,12937,,22224
A,,,CHEMBL630281,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,,8151,U,,Autocuration,,,,,,1,0,,BAO_0000019,12938,,22224
A,9986.0,,CHEMBL630282,Oryctolagus cuniculus,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 4 by Gas-liquid chromatographic analysis,,7132,N,,Intermediate,,,,,,1,1,,BAO_0000218,12939,,50592
A,9986.0,,CHEMBL630283,Oryctolagus cuniculus,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 2,,7132,N,,Intermediate,,,,,,1,1,,BAO_0000218,12940,,50592
A,,,CHEMBL630284,,Alkylating activity (0.1 mM) was determined at pH 7.4; expressed as OD (540n m)/mM of drug),,5797,U,,Autocuration,,,,,,1,0,,BAO_0000019,12941,,22224
A,,,CHEMBL630285,,Alkylating activity was determined,,7849,U,,Autocuration,,,,,,1,0,,BAO_0000019,12942,,22224
A,,Microsomes,CHEMBL630286,,Amount of metabolites in the microsomal medium after 90 min incubation of BTCP (500 uM),,14220,U,,Autocuration,,,,,,1,0,,BAO_0000251,12943,,22224
A,9986.0,,CHEMBL630069,Oryctolagus cuniculus,"Formation of metabolite by rabbit liver microsomal preparation in absence of NADPH, at 2 hours",,8650,N,,Intermediate,,,,,,1,1,,BAO_0000218,12944,,50592
A,9986.0,,CHEMBL630070,Oryctolagus cuniculus,"Formation of metabolite by rabbit liver microsomal preparation in presence of Co-O2 (90:10),at 2 hour",,8650,N,,Intermediate,,,,,,1,1,,BAO_0000218,12945,,50592
A,9986.0,,CHEMBL630071,Oryctolagus cuniculus,"Formation of metabolite by rabbit liver microsomal preparation in presence of N2,at 2 hour",,8650,N,,Intermediate,,,,,,1,1,,BAO_0000218,12946,,50592
A,9986.0,,CHEMBL630072,Oryctolagus cuniculus,"Formation of metabolite by rabbit liver microsomal preparation in presence of NADPH, at 2 hours",,8650,N,,Intermediate,,,,,,1,1,,BAO_0000218,12947,,50592
A,9986.0,,CHEMBL875110,Oryctolagus cuniculus,"Formation of metabolite by rabbit liver microsomal preparation in presence of SKF525A,at 2 hour",,8650,N,,Intermediate,,,,,,1,1,,BAO_0000218,12948,,50592
A,10116.0,,CHEMBL630073,Rattus norvegicus,Compound was tested for antidiuretic activity in rats,,7116,N,,Intermediate,,,,,,1,1,,BAO_0000218,12949,,50597
A,,,CHEMBL630074,,Compound was tested for inactivation kinetic values,,14131,U,,Autocuration,,,,,,1,0,,BAO_0000019,12950,,22224
A,,,CHEMBL630075,,Compound was evaluated for the average apparent volume of distribution when administered through intravenous route,,7415,U,,Autocuration,,,,,,1,0,,BAO_0000218,12951,In vivo,22224
A,,,CHEMBL630076,,Dissociation rate calculated from the first-order equation using the t1/2 value,,13178,U,,Autocuration,,,,,,1,0,,BAO_0000019,12952,,22224
P,,,CHEMBL630077,,Compound was evaluated for pKa by titration of the compounds in 1:2 methyl alcohol and water,,8815,U,,Autocuration,,,,,,1,0,,BAO_0000100,12953,,22229
P,,,CHEMBL630078,,Aqueous solubility was measured,,1450,U,,Autocuration,,,,,,1,0,,BAO_0000100,12954,,22229
P,,,CHEMBL630079,,Aqueous solubility was measured at a pH 4,,1450,U,,Autocuration,,,,,,1,0,,BAO_0000100,12955,,22229
P,,,CHEMBL630080,,Aqueous solubility (pH 7),,1450,U,,Autocuration,,,,,,1,0,,BAO_0000100,12956,,22229
P,,,CHEMBL630081,,Aqueous solubility was measured at a pH 9,,1450,U,,Autocuration,,,,,,1,0,,BAO_0000100,12957,,22229
A,,,CHEMBL630082,,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents",,12711,U,,Autocuration,,,,,,1,0,,BAO_0000019,12958,,22224
A,,,CHEMBL630083,,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,12711,U,,Autocuration,,,,,,1,0,,BAO_0000019,12959,,22224
A,,,CHEMBL630084,,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,12711,U,,Autocuration,,,,,,1,0,,BAO_0000019,12960,,22224
P,,,CHEMBL629198,,Aqueous solubility of the compound,,15032,U,,Autocuration,,,,,,1,0,,BAO_0000100,12961,,22229
P,,,CHEMBL629199,,Aqueous solubility at 37 degree Celsius at pH 7.38,,9964,U,,Autocuration,,,,,,1,0,,BAO_0000100,12962,,22229
P,,,CHEMBL629200,,Aqueous solubility in pH 7.4 phosphate buffer,,14962,U,,Autocuration,,,,,,1,0,,BAO_0000100,12963,,22229
A,9615.0,,CHEMBL629201,Canis lupus familiaris,Mean arterial pressure response following 10 mg/kg intraduodenal administration to salt depleted dog,,12487,N,,Intermediate,,,,,,1,1,,BAO_0000218,12964,,50588
A,9615.0,,CHEMBL629202,Canis lupus familiaris,Mean arterial pressure response following 1 mg/kg intravenous administration to salt depleted dog,,12487,N,,Intermediate,,,,,,1,1,,BAO_0000218,12965,,50588
A,9606.0,,CHEMBL875111,Homo sapiens,Percentage of aspirin formed during hydrolysis in 10% human plasma at pH 7.4 at 37 degrees celsius,,10026,N,,Intermediate,,,,,,1,1,,BAO_0000218,12966,,50587
A,9606.0,,CHEMBL629203,Homo sapiens,Percentage of aspirin formed during hydrolysis in undiluted human plasma at pH 7.4 at 37 degrees celsius,,10026,N,,Intermediate,,,,,,1,1,,BAO_0000218,12967,,50587
A,9606.0,,CHEMBL629204,Homo sapiens,The percentage of aspirin formed during hydrolysis in 100% human plasma at pH 7.4 at 37 degrees celsius,,10026,N,,Intermediate,,,,,,1,1,,BAO_0000218,12968,,50587
A,9606.0,,CHEMBL629205,Homo sapiens,The percentage of aspirin formed during hydrolysis in 20% human plasma at pH 7.4 at 37 degrees celsius,,10026,N,,Intermediate,,,,,,1,1,,BAO_0000218,12969,,50587
A,9606.0,,CHEMBL629206,Homo sapiens,The percentage of aspirin formed during hydrolysis in 60% human plasma at pH 7.4 at 37 degrees celsius,,10026,N,,Intermediate,,,,,,1,1,,BAO_0000218,12970,,50587
A,,,CHEMBL631185,,The percentage of aspirin formed during hydrolysis in 80% human plasma at pH 7.4 at 37 degrees celsius,,10026,U,,Autocuration,,,,,,1,0,,BAO_0000019,12971,,22224
A,10116.0,,CHEMBL631186,Rattus norvegicus,Compound was evaluated for the average bile flow rat in rats,,7415,N,,Intermediate,,,,,,1,1,,BAO_0000218,12972,,50597
A,9986.0,,CHEMBL631187,Oryctolagus cuniculus,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 15 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",,17025,N,,Intermediate,,,,,,1,1,,BAO_0000218,12973,,50592
A,9986.0,,CHEMBL631188,Oryctolagus cuniculus,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 25 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",,17025,N,,Intermediate,,,,,,1,1,,BAO_0000218,12974,,50592
A,,,CHEMBL876419,,Average half life period was determined,,10184,U,,Autocuration,,,,,,1,0,,BAO_0000019,12975,,22224
A,,,CHEMBL631189,,Average half life period was determined,,10184,U,,Autocuration,,,,,,1,0,,BAO_0000019,12976,,22224
A,10298.0,,CHEMBL631190,Human herpesvirus 1,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,,8613,N,,Intermediate,,,,,,1,1,,BAO_0000218,12977,,50602
A,10298.0,,CHEMBL631191,Human herpesvirus 1,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,,8613,N,,Intermediate,,,,,,1,1,,BAO_0000218,12978,,50602
A,10298.0,,CHEMBL631192,Human herpesvirus 1,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 12.5 mg/kg per day.,,8613,N,,Intermediate,,,,,,1,1,,BAO_0000218,12979,,50602
A,10298.0,,CHEMBL632400,Human herpesvirus 1,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 3.1 mg/kg per day.,,8613,N,,Intermediate,,,,,,1,1,,BAO_0000218,12980,,50602
A,10298.0,,CHEMBL630564,Human herpesvirus 1,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,,8613,N,,Intermediate,,,,,,1,1,,BAO_0000218,12981,,50602
A,10298.0,,CHEMBL630565,Human herpesvirus 1,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,,8613,N,,Intermediate,,,,,,1,1,,BAO_0000218,12982,,50602
A,10298.0,,CHEMBL630566,Human herpesvirus 1,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.02 mg/kg per day.,,8613,N,,Intermediate,,,,,,1,1,,BAO_0000218,12983,,50602
A,10298.0,,CHEMBL631229,Human herpesvirus 1,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.06 mg/kg per day.,,8613,N,,Intermediate,,,,,,1,1,,BAO_0000218,12984,,50602
A,10298.0,,CHEMBL631230,Human herpesvirus 1,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.25 mg/kg per day.,,8613,N,,Intermediate,,,,,,1,1,,BAO_0000218,12985,,50602
P,,,CHEMBL876428,,Calculated partition coefficient (clogP),,6030,U,,Autocuration,,,,,,1,0,,BAO_0000100,12986,,22229
P,,,CHEMBL631231,,Calculated partition coefficient (clogP),,6147,U,,Autocuration,,,,,,1,0,,BAO_0000100,12987,,22229
P,,,CHEMBL631232,,Calculated partition coefficient (clogP) (MacLogP),,14556,U,,Autocuration,,,,,,1,0,,BAO_0000100,12988,,22229
A,,,CHEMBL631233,,Hydrophilicity was determined,,768,U,,Autocuration,,,,,,1,0,,BAO_0000019,12989,,22224
P,,,CHEMBL631234,,Calculated partition coefficient (clogP),,14452,U,,Autocuration,,,,,,1,0,,BAO_0000100,12990,,22229
A,,,CHEMBL883126,,Increased absorption was determined,,5237,U,,Autocuration,,,,,,1,0,,BAO_0000019,12991,,22224
P,,,CHEMBL631235,,Lipophilicity value was evaluated,,14378,U,,Autocuration,,,,,,1,0,,BAO_0000100,12992,,22224
P,,,CHEMBL631236,,Log P value of the compound.,,14418,U,,Autocuration,,,,,,1,0,,BAO_0000100,12993,,22224
A,,,CHEMBL631237,,Partition coefficient of compound was determined,,5249,U,,Autocuration,,,,,,1,0,,BAO_0000019,12994,,22224
P,,,CHEMBL631238,,Calculated partition coefficient (clogP),,14621,U,,Autocuration,,,,,,1,0,,BAO_0000100,12995,,22229
P,,,CHEMBL876429,,Calculated partition coefficient (clogP),,12542,U,,Autocuration,,,,,,1,0,,BAO_0000100,12996,,22229
A,,,CHEMBL631414,,Partition coefficient was measured by medchem software; Not calculated,,12542,U,,Autocuration,,,,,,1,0,,BAO_0000019,12997,,22224
P,,,CHEMBL631415,,Partition coefficient was measured by octanol-water using standard shake-flask method,,12542,U,,Autocuration,,,,,,1,0,,BAO_0000100,12998,,22224
P,,,CHEMBL631416,,Calculated partition coefficient (clogP),,15462,U,,Autocuration,,,,,,1,0,,BAO_0000100,12999,,22229
A,,,CHEMBL631417,,Partition coefficient (logP),,14884,U,,Autocuration,,,,,,1,0,,BAO_0000019,13000,,22224
P,,,CHEMBL631418,,Calculated partition coefficient (clogP),,16526,U,,Autocuration,,,,,,1,0,,BAO_0000100,13001,,22229
P,,,CHEMBL631419,,The Octanol/Water partition coefficient CLogP,,13693,U,,Autocuration,,,,,,1,0,,BAO_0000100,13002,,22229
A,,,CHEMBL631420,,The pharmacokinetic parameter C Log p was reported,,13693,U,,Autocuration,,,,,,1,0,,BAO_0000019,13003,,22224
P,,,CHEMBL631421,,Calculated partition coefficient (clogP),,13779,U,,Autocuration,,,,,,1,0,,BAO_0000100,13004,,22229
P,,,CHEMBL631422,,Calculated partition coefficient (clogP),,14772,U,,Autocuration,,,,,,1,0,,BAO_0000100,13005,,22229
P,,,CHEMBL631423,,Calculated partition coefficient (clogP),,14393,U,,Autocuration,,,,,,1,0,,BAO_0000100,13006,,22229
A,10116.0,,CHEMBL876430,Rattus norvegicus,Clearance rate in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,13007,In vivo,50597
A,10116.0,,CHEMBL631424,Rattus norvegicus,Clearance rate in rat plasma when administered intravenously at a dose of 10 mg/kg,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,13008,In vivo,50597
A,9615.0,,CHEMBL631425,Canis lupus familiaris,Compound was administered intravenously in dog to evaluate plasma clearance values,,13744,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,13009,In vivo,50588
A,314293.0,,CHEMBL631426,Simiiformes,Compound was administered intravenously in monkey to evaluate plasma clearance values,,13744,U,,Autocuration,,,Plasma,1969.0,,1,0,,BAO_0000218,13010,In vivo,22224
A,10090.0,,CHEMBL631427,Mus musculus,Compound was administered intravenously in mouse to evaluate plasma clearance values,,13744,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,13011,In vivo,50594
A,9615.0,,CHEMBL631428,Canis lupus familiaris,Compound was evaluated in vivo for plasma clearance in dog after intravenous dose at 2 mg/Kg,,13207,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,13012,In vivo,50588
A,9544.0,Microsomes,CHEMBL631429,Macaca mulatta,Intrinsic clearance in Rhesus liver microsome,,5669,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,13013,In vitro,50797
A,9615.0,Microsomes,CHEMBL631430,Canis lupus familiaris,Intrinsic clearance in dog liver microsome,,5669,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,13014,In vitro,50588
A,10116.0,Microsomes,CHEMBL631431,Rattus norvegicus,Intrinsic clearance in rat liver microsome,,5669,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,13015,In vitro,50597
A,9544.0,,CHEMBL631432,Macaca mulatta,Low plasma clearance was calculated in rhesus monkey,,4853,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,13016,In vivo,50797
A,9615.0,,CHEMBL631433,Canis lupus familiaris,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,,16452,N,,Intermediate,,,,,,1,1,,BAO_0000218,13017,In vivo,50588
