assays_assay_id,assays_assay_organism,assays_tid,assays_tissue_id,assays_assay_category,assays_src_id,assays_assay_test_type,assays_src_assay_id,assays_curated_by,assays_doc_id,assays_description,assays_assay_subcellular_fraction,assays_relationship_type,assays_assay_cell_type,assays_assay_type,assays_assay_strain,assays_chembl_id,assays_cell_id,assays_bao_format,assays_variant_id
2543,,107,,,1,,,Autocuration,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2A receptor in HEK293 cells, using [3H]ketanserin as radioligand",,H,HEK293,B,,CHEMBL616893,722.0,BAO_0000219,
2544,,10620,,,1,,,Autocuration,12652,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2A receptor in 3T3 cells,,H,NIH3T3,F,,CHEMBL616894,723.0,BAO_0000219,
2545,,107,,,1,,,Expert,4682,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells,,H,NIH3T3,B,,CHEMBL616895,723.0,BAO_0000219,
2546,,10620,,,1,,,Autocuration,12652,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2A receptor,,H,,F,,CHEMBL616896,,BAO_0000019,
2547,,10621,,,1,,,Autocuration,4921,Ability to displace [3H]-Ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617099,,BAO_0000357,
2548,,10621,,,1,,,Autocuration,4921,Ability to displace [3H]ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor; ND denotes not determined,,H,,B,,CHEMBL617100,,BAO_0000357,
2549,Oryctolagus cuniculus,107,,,1,,,Autocuration,16312,Binding affinity against rabbit aorta 5-HT2A receptor,,H,,B,,CHEMBL884532,,BAO_0000357,
2550,Oryctolagus cuniculus,107,,,1,,,Expert,14998,Binding affinity for 5-hydroxytryptamine 2A receptor of rabbit aorta ring preparations,,H,,B,,CHEMBL617101,,BAO_0000357,
2551,Oryctolagus cuniculus,107,,,1,,,Expert,14025,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 2A receptor in the rabbit saphenous aorta,,H,,B,,CHEMBL617102,,BAO_0000357,
2552,Oryctolagus cuniculus,107,,,1,,,Autocuration,13047,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,,H,,B,,CHEMBL617103,,BAO_0000019,
2553,Oryctolagus cuniculus,107,,,1,,,Expert,13047,The compound was tested for binding affinity against 5-HT2A receptor,,H,,B,,CHEMBL617104,,BAO_0000357,
2554,,10576,,,1,,,Autocuration,1883,Compound was evaluated for displacement of [3H]ketanserin from cloned rat 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells.,,H,CHO-K1,B,,CHEMBL857979,485.0,BAO_0000219,
2555,,12687,,,1,,,Autocuration,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein,,H,,B,,CHEMBL857502,,BAO_0000019,
2556,,12687,,,1,,,Autocuration,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,,H,,B,,CHEMBL617105,,BAO_0000019,
2557,,12687,945.0,,1,,,Autocuration,13463,Binding affinity analysed on 5-HT 2A in rat stomach fundus.,,H,,B,,CHEMBL858021,,BAO_0000019,
2558,Rattus norvegicus,12687,945.0,,1,,,Expert,13463,Binding affinity for 5-HT 2A in rat stomach fundus,,D,,B,,CHEMBL875910,,BAO_0000019,
2559,,12687,,,1,,,Autocuration,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,,H,,B,,CHEMBL617106,,BAO_0000019,
2560,,12687,,,1,,,Expert,16326,Ability to stimulate phosphoinositide hydrolysis in NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor,,H,NIH3T3,B,,CHEMBL617107,723.0,BAO_0000219,
2561,,12687,,,1,,,Autocuration,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2A receptor,,H,,F,,CHEMBL617108,,BAO_0000019,
2562,,12687,,,1,,,Autocuration,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast expressing 5-hydroxytryptamine 2A receptor,,H,,F,,CHEMBL617109,,BAO_0000019,
2563,,12687,,,1,,,Autocuration,15740,Evaluated for the effective concentration at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617110,,BAO_0000357,
2564,,12687,,,1,,,Autocuration,16633,Functional potency at the rat 5-hydroxytryptamine 2A receptor as effective concentration EC50 for stimulating Phosphoinositide accumulation,,H,,B,,CHEMBL617111,,BAO_0000357,
2565,Rattus norvegicus,12687,,,1,,,Expert,17200,In vitro relative agonist activity against 5-hydroxytryptamine 2A using PI assay in rat vascular smooth muscle cells,,D,,F,,CHEMBL617112,,BAO_0000019,
2566,,12687,,,1,,,Autocuration,17133,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617113,,BAO_0000357,
2567,,12687,,,1,,,Autocuration,17133,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617114,,BAO_0000357,
2568,,12687,,,1,,,Autocuration,17133,Tested for its ability to activate phospholipase c by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617115,,BAO_0000357,
2569,,12687,,,1,,,Autocuration,17200,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,,H,,F,,CHEMBL617116,,BAO_0000219,
2570,,12687,,,1,,,Autocuration,15363,Efficacy at 5-hydroxytryptamine 2A receptor,,H,,F,,CHEMBL617117,,BAO_0000019,
2571,,12687,,,1,,,Autocuration,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),,H,,B,,CHEMBL617118,,BAO_0000357,
2572,Rattus norvegicus,12687,,,1,,,Expert,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),,D,,B,,CHEMBL617119,,BAO_0000357,
2573,Rattus norvegicus,12687,,,1,,,Expert,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor determined by using PI assay (Emax),,D,,B,,CHEMBL617120,,BAO_0000357,
2574,Rattus norvegicus,12687,,,1,,,Expert,17200,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,,D,,F,,CHEMBL617121,,BAO_0000219,
2575,,12687,,,1,,,Autocuration,17200,The receptor (5-hydroxytryptamine 2A) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,,H,,F,,CHEMBL617122,,BAO_0000219,
2576,,12687,,,1,,,Autocuration,17211,Ability to displace [3H]ketanserin (0.5 nM) from cerebral cortex of rat 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617123,,BAO_0000019,
2577,,12687,,,1,,,Expert,17331,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]-ketanserin from rat prefrontal cerebral cortex mambranes,,H,,B,,CHEMBL617124,,BAO_0000019,
2578,,12687,,,1,,,Expert,13565,Binding affinity to serotonin 5-hydroxytryptamine 2A receptors using a radioligand [3H]ketanserin binding assay in rat cortical membranes,,H,,B,,CHEMBL617600,,BAO_0000249,
2579,,12687,,,1,,,Expert,13730,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was evaluated using [3H]- ketanserin as radioligand,,H,,B,,CHEMBL617601,,BAO_0000357,
2580,,12687,,,1,,,Expert,12416,In vitro affinity towards 5-hydroxytryptamine 2A receptor using [3H]spiroperidol as radioligand in cortex,,H,,B,,CHEMBL882923,,BAO_0000019,
2581,,12687,,,1,,,Autocuration,15295,Compound was tested for it's binding affinity towards 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617602,,BAO_0000357,
2582,,12687,,,1,,,Autocuration,1742,Compound was tested for its ability to displace [3H]DOB from 5-hydroxytryptamine 2A receptor in rat cortex homogenates,,H,,B,,CHEMBL617603,,BAO_0000019,
2583,,12687,,,1,,,Autocuration,15295,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617604,,BAO_0000357,
2584,,12687,,,1,,,Expert,14970,Binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]ketanserin as radioligand,,H,,B,,CHEMBL617605,,BAO_0000019,
2585,,12687,,,1,,,Expert,16693,In vitro binding affinity for serotonin 5-hydroxytryptamine 2A receptor of rat cerebral cortex using [3H]ketanserin as radioligand,,H,,B,,CHEMBL617606,,BAO_0000019,
2586,Rattus norvegicus,12687,,,1,,,Expert,14776,Inhibition of [3H]ketanserin binding to rat frontal cortex membrane 5-hydroxytryptamine 2A receptor,,D,,B,,CHEMBL617607,,BAO_0000019,
2587,,12687,,,1,,,Autocuration,14286,In vitro inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cortical membrane,,H,,B,,CHEMBL617455,,BAO_0000249,
2588,Rattus norvegicus,12687,,,1,,,Expert,17200,In vitro inhibition of [125I]DOI binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex,,D,,B,,CHEMBL617456,,BAO_0000019,
2589,,12687,,,1,,,Expert,15306,Inhibitory concentration against 5-hydroxytryptamine 2A receptor (Inactive at >1000 nM concentration),,H,,B,,CHEMBL617457,,BAO_0000357,
2590,Rattus norvegicus,12687,,,1,,,Expert,14178,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2A receptor,,D,,B,,CHEMBL617458,,BAO_0000357,
2591,Rattus norvegicus,12687,,,1,,,Expert,14229,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor from rat brain,,D,,B,,CHEMBL617459,,BAO_0000019,
2592,,12687,,,1,,,Expert,12884,Binding affinity towards 5-hydroxytryptamine 2A receptor binding site using [3H]ketanserin. ,,H,,B,,CHEMBL617460,,BAO_0000357,
2593,,12687,,,1,,,Expert,13149,"Binding affinity for 5-hydroxytryptamine 2A receptor, activity is expressed as IC50 values.",,H,,B,,CHEMBL617461,,BAO_0000357,
2594,Rattus norvegicus,12687,,,1,,,Expert,15295,Displacement of [3H]ketanserin from rat cortical membrane 5-hydroxytryptamine 2A receptor at 10e-7 M,,D,,B,,CHEMBL617462,,BAO_0000019,
2595,,12687,,,1,,,Autocuration,15740,Intrinsic activity was determined at 5-hydroxytryptamine 2A receptor which is percentage response given compared with the response produced by 10 uM serotonin.,,H,,B,,CHEMBL617463,,BAO_0000357,
2596,,12687,,,1,,,Autocuration,15185,"Compound was tested for binding affinity at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate using [125I]-2,5-Dimethoxy -4-iodoamphetamine (DOI).",,H,,B,,CHEMBL617464,,BAO_0000019,
2597,,12687,,,1,,,Autocuration,15185,"Compound was tested for binding affinity using [3H]MDL-100,907 at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate.",,H,,B,,CHEMBL617465,,BAO_0000019,
2598,,12687,,,1,,,Expert,17529,Ability to bind to central serotonin 5-hydroxytryptamine 2A receptor in vitro in cortex of the rat brain using [3H]ketanserin radioligand,,H,,B,,CHEMBL617466,,BAO_0000019,
2599,,12687,,,1,,,Autocuration,14826,Ability to displace [3H]- ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,,H,,B,,CHEMBL617467,,BAO_0000019,
2600,,12687,,,1,,,Expert,17211,Displacement of [3H]ketanserin (0.5 nM) from rat cerebral cortex 5-hydroxytryptamine 2A receptors,,H,,B,,CHEMBL617468,,BAO_0000019,
2601,,12687,,,1,,,Autocuration,14826,Ability to displace [3H]ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,,H,,B,,CHEMBL617469,,BAO_0000019,
2602,,12687,,,1,,,Autocuration,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617470,,BAO_0000019,
2603,,12687,,,1,,,Autocuration,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor; Not tested,,H,,B,,CHEMBL617471,,BAO_0000019,
2604,,12687,,,1,,,Expert,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor in NIH3T3 cell line membranes,,H,NIH3T3,B,,CHEMBL617472,723.0,BAO_0000219,
2605,,12687,,,1,,,Expert,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor.,,H,,B,,CHEMBL617473,,BAO_0000357,
2606,Rattus norvegicus,12687,,,1,,,Expert,15436,Affinity 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,,D,,B,,CHEMBL617474,,BAO_0000019,
2607,Rattus norvegicus,12687,,,1,,,Expert,15436,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,,D,,B,,CHEMBL617475,,BAO_0000019,
2608,,12687,955.0,,1,,,Autocuration,14442,Affinity at [3H]ketanserin-labeled 5-hydroxytryptamine 2A receptor in rat brain homogenate was determined,,H,,B,,CHEMBL617476,,BAO_0000221,
2609,,12687,,,1,,,Expert,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617477,,BAO_0000357,
2610,,12687,,,1,,,Expert,12457,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2A receptor,,H,NIH3T3,B,,CHEMBL617478,723.0,BAO_0000219,
2611,,12687,,,1,,,Autocuration,14755,"Antagonistic activity measured for 5-hydroxytryptamine 2A receptor using [3H]-MDL- 100,907 as radioligand in rat cortical homogenates.",,H,,F,,CHEMBL617479,,BAO_0000221,
2612,,12687,,,1,,,Autocuration,4707,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was determined using [125I]- DOI as radioligand,,H,,B,,CHEMBL617480,,BAO_0000357,
2613,,12687,,,1,,,Expert,13297,Binding affinity against 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617481,,BAO_0000357,
2614,,12687,,,1,,,Expert,17331,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin from rat prefrontal cerebral cortex mambranes,,H,,B,,CHEMBL617482,,BAO_0000019,
2615,,12687,,,1,,,Autocuration,4664,Binding affinity against 5-hydroxytryptamine 2A receptor from rat forebrain using [3H]ketanserin as radioligand,,H,,B,,CHEMBL617483,,BAO_0000019,
2616,,12687,,,1,,,Autocuration,16633,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,H,,B,,CHEMBL621528,,BAO_0000357,
2617,Rattus norvegicus,12687,,,1,,,Expert,4664,Binding affinity against 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells using [3H]ketanserin,,D,NIH3T3,B,,CHEMBL621529,723.0,BAO_0000219,
2618,,12687,,,1,,,Expert,16133,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,H,,B,,CHEMBL621530,,BAO_0000357,
2619,,12687,,,1,,,Expert,16133,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,H,,B,,CHEMBL621531,,BAO_0000357,
2620,Rattus norvegicus,12687,,,1,,,Expert,14060,Binding affinity against rat brain 5-hydroxytryptamine 2A receptor,,D,,B,,CHEMBL621532,,BAO_0000019,
2621,,12687,,,1,,,Expert,16326,Binding affinity at cloned rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,H,,B,,CHEMBL621533,,BAO_0000357,
2622,,12687,,,1,,,Expert,16659,Binding affinity for displacement of [3H]ketanserin to rat 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,H,CHO,B,,CHEMBL621534,449.0,BAO_0000219,
2623,,12687,,,1,,,Autocuration,14776,Binding affinity measured at the 5-hydroxytryptamine 2A receptor by the inhibition of [3H]ketanserin binding to rat cortex using unlabeled mianserin for nonspecific binding.,,H,,B,,CHEMBL621535,,BAO_0000019,
2624,,12687,,,1,,,Autocuration,13481,Binding affinity of [3H]- ketanserin labelled towards Rat cortical 5-hydroxytryptamine 2A receptor using radioligand binding assay,,H,,B,,CHEMBL621536,,BAO_0000357,
2625,,12687,,,1,,,Autocuration,17386,Binding affinity of compound was tested for 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL621537,,BAO_0000357,
2626,Rattus norvegicus,12687,,,1,,,Expert,6611,Binding affinity for 5-hydroxytryptamine 2A receptor,,D,,B,,CHEMBL621538,,BAO_0000357,
2627,,12687,,,1,,,Autocuration,14423,Binding affinity against 5-hydroxytryptamine 2A receptor from rat cortex using [3H]ketanserin as the radioligand.,,H,,B,,CHEMBL621539,,BAO_0000019,
2628,,12687,,,1,,,Autocuration,15412,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex,,H,,B,,CHEMBL621540,,BAO_0000019,
2629,,12687,,,1,,,Autocuration,15412,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex.,,H,,B,,CHEMBL621541,,BAO_0000019,
2630,,12687,,,1,,,Autocuration,6238,Binding affinity towards 5-HT 2A receptor in rat cerebral frontal cortex membranes using [3H]ketanserin as radioligand,,H,,B,,CHEMBL621542,,BAO_0000019,
2631,,12687,,,1,,,Expert,6648,Binding affinity at 5-hydroxytryptamine 2A receptor of rat.,,H,,B,,CHEMBL621543,,BAO_0000357,
2632,,12687,,,1,,,Expert,5667,Binding affinity towards 5-hydroxytryptamine 2A receptor sites by using [3H]ketanserin as radioligand,,H,,B,,CHEMBL621544,,BAO_0000357,
2633,Rattus norvegicus,12687,,,1,,,Expert,6611,Binding affinity for 5-hydroxytryptamine 2A serotonin receptor,,D,,B,,CHEMBL621545,,BAO_0000357,
2634,,12687,,,1,,,Autocuration,13481,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,H,,B,,CHEMBL621546,,BAO_0000357,
2635,,12687,,,1,,,Autocuration,13481,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand; Not tested,,H,,B,,CHEMBL621547,,BAO_0000357,
2636,,12687,,,1,,,Expert,15558,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor,,H,NIH3T3,B,,CHEMBL618692,723.0,BAO_0000219,
2637,,12687,,,1,,,Autocuration,6013,Binding affinity towards 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL618693,,BAO_0000357,
2638,,12687,,,1,,,Autocuration,16633,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,H,,B,,CHEMBL872922,,BAO_0000357,
2639,,12687,,,1,,,Autocuration,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor from fundus tissue was determined using [3H]mesulergine as radioligand,,H,,B,,CHEMBL618694,,BAO_0000357,
2640,Rattus norvegicus,12687,,,1,,,Expert,6013,Binding affinity for rat 5-hydroxytryptamine 2A receptor using [3H]DOB,,D,,B,,CHEMBL618695,,BAO_0000357,
2641,,12687,,,1,,,Autocuration,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor was determined using [3H]DOB as radioligand; ND=No data,,H,,B,,CHEMBL618696,,BAO_0000357,
2642,,12687,,,1,,,Expert,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor by [3H]ketanserin displacement.,,H,,B,,CHEMBL618697,,BAO_0000357,
2643,,12687,,,1,,,Autocuration,6013,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]DOB as radioligand,,H,,B,,CHEMBL618892,,BAO_0000357,
2644,,12687,,,1,,,Autocuration,6013,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]ketanserin as radioligand,,H,,B,,CHEMBL618893,,BAO_0000357,
2645,,12687,,,1,,,Autocuration,16293,Binding affinity towards rat 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL618894,,BAO_0000357,
2646,,12687,,,1,,,Expert,17175,Binding affinity towards rat 5-hydroxytryptamine 2A receptor expressed in NIH3T3 cells using [3H]ketanserin as radioligand,,H,NIH3T3,B,,CHEMBL618895,723.0,BAO_0000219,
2647,Rattus norvegicus,12687,,,1,,,Expert,13278,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,,D,,B,,CHEMBL618896,,BAO_0000357,
2648,,12687,5383.0,,1,,,Autocuration,3682,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2A receptor in homogenate of caudate putamen tissue from rat brain,,H,,B,,CHEMBL618897,,BAO_0000019,
2649,,12687,,,1,,,Autocuration,2014,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand,,H,,B,,CHEMBL618898,,BAO_0000357,
2650,,12687,,,1,,,Autocuration,2014,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand; Not determined,,H,,B,,CHEMBL618899,,BAO_0000357,
2651,,12687,,,1,,,Autocuration,4932,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2A receptor in cloned rat cell culture,,H,,B,,CHEMBL618900,,BAO_0000357,
2652,,12687,,,1,,,Autocuration,4932,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2A receptor in cloned rat prefrontal cortex homogenate,,H,,B,,CHEMBL618901,,BAO_0000019,
2653,,12687,,,1,,,Autocuration,3935,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL618902,,BAO_0000357,
2654,Rattus norvegicus,12687,10000000.0,,1,,,Expert,5432,Displacement of [3H]8-OH-DPAT from rat hippocampus membrane 5-hydroxytryptamine 2A receptor,,D,,B,,CHEMBL618903,,BAO_0000221,
2655,,12687,,,1,,,Autocuration,15818,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL618904,,BAO_0000357,
2656,,12687,,,1,,,Autocuration,13672,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand.,,H,,B,,CHEMBL618905,,BAO_0000357,
2657,,12687,,,1,,,Autocuration,13672,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]-ketanserin radioligand.,,H,,B,,CHEMBL618906,,BAO_0000357,
2658,,12687,,,1,,,Expert,14749,Binding affinity against rat 5-hydroxytryptamine 2A receptor in NIH3T3 cells.,,H,NIH3T3,B,,CHEMBL618907,723.0,BAO_0000219,
2659,,12687,,,1,,,Autocuration,13462,Compound was tested for the Binding affinity against rat frontal cortex 5-hydroxytryptamine 2A receptor by Radio ligand [3H]ketanserin binding assay.,,H,,B,,CHEMBL618908,,BAO_0000019,
2660,,12687,,,1,,,Autocuration,15740,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617909,,BAO_0000357,
2661,,12687,,,1,,,Expert,16647,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,,H,,B,,CHEMBL617910,,BAO_0000019,
2662,,12687,955.0,,1,,,Autocuration,13345,In vitro ability to displace [3H]ketanserin from 5-hydroxytryptamine 2A receptor in rat brain.,,H,,B,,CHEMBL617911,,BAO_0000221,
2663,,12687,,,1,,,Autocuration,16740,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,,H,,B,,CHEMBL872923,,BAO_0000249,
2664,,12687,,,1,,,Autocuration,16740,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,,H,,B,,CHEMBL617912,,BAO_0000249,
2665,Rattus norvegicus,12687,,,1,,,Expert,15535,In vitro binding affinity at 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin from rat cortex,,D,,B,,CHEMBL617913,,BAO_0000019,
2666,,12687,,,1,,,Expert,16740,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,,H,,B,,CHEMBL617914,,BAO_0000249,
2667,,12687,,,1,,,Autocuration,16740,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,,H,,B,,CHEMBL617915,,BAO_0000249,
2668,,12687,,,1,,,Autocuration,16740,In vitro binding affinity at serotonin 5-hydroxytryptamine 2A receptor in rat cortical membrane,,H,,B,,CHEMBL617916,,BAO_0000249,
2669,Rattus norvegicus,12687,,,1,,,Expert,4795,Displacement of [3H]- Ketanserin from rat cortex 5-hydroxytryptamine 2A receptor,,D,,B,,CHEMBL617917,,BAO_0000019,
2670,,12687,,,1,,,Expert,8,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in rat tissue homogenate using [3H]ketanserin as radioligand,,H,,B,,CHEMBL617918,,BAO_0000019,
2671,,12687,,,1,,,Autocuration,8,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in rat tissue homogenate using [3H]ketanserin as radioligand; Not active at 10-5 M,,H,,B,,CHEMBL617919,,BAO_0000019,
2672,Rattus norvegicus,12687,,,1,,,Expert,17200,In vitro inhibitory constant against [125I]DOI binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex,,D,,B,,CHEMBL617920,,BAO_0000019,
2673,Rattus norvegicus,12687,,,1,,,Expert,2148,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor of rat brain cortex,,D,,B,,CHEMBL617921,,BAO_0000019,
2674,Rattus norvegicus,105102,,,1,,,Expert,13345,"Relative binding affinity for D2 receptor and 5-hydroxytryptamine 2A receptor, ratio of Ki",,D,,B,,CHEMBL617922,,BAO_0000224,
2675,,12687,,,1,,,Autocuration,5088,Tested for binding affinity towards rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,H,,B,,CHEMBL617923,,BAO_0000357,
2676,,12687,,,1,,,Autocuration,5088,Tested for binding affinity towards rat 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,H,,B,,CHEMBL617924,,BAO_0000357,
2677,,12687,,,1,,,Autocuration,17133,Tested in vitro for its ability to bind to 5-hydroxytryptamine 2A receptor using [125 I]-DOI as radioligand,,H,,B,,CHEMBL617925,,BAO_0000357,
2678,Rattus norvegicus,12687,,,1,,,Expert,17133,In vitro binding to 5-hydroxytryptamine 2A receptor using [125 I]-DOI,,D,,B,,CHEMBL617926,,BAO_0000357,
2679,,12687,,,1,,,Autocuration,16532,The binding affinity at 5-hydroxytryptamine 2A receptor was determined using [3H]ketanserin,,H,,B,,CHEMBL617927,,BAO_0000357,
2680,,12687,,,1,,,Autocuration,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 2A receptor,,H,,B,,CHEMBL617928,,BAO_0000357,
2681,Rattus norvegicus,12687,,,1,,,Expert,2309,Binding affinity for 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,D,,B,,CHEMBL617929,,BAO_0000019,
2682,,12687,,,1,,,Expert,12953,Binding affinity to 5-hydroxytryptamine 2A receptor from rat cortex assayed using [3H]ketanserin as radioligand.,,H,,B,,CHEMBL617930,,BAO_0000019,
2683,,12687,,,1,,,Autocuration,12953,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat cortex using [3H]ketanserin as radioligand.; Nonactive at 10 uM,,H,,B,,CHEMBL617931,,BAO_0000019,
