Fiscal year,Maximum CIDA contribution (project-level),Disability issues (marker),CountryRegion ID,Youth issues (marker),Gender equality (marker),Trade development (marker),Bilateral aid (international marker),FSTC percent,Status,Enviromental sustainability (marker),Organisation type,Sector ID,Knowledge for development (marker),Biodiversity (marker),Project number,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Profit Making,12110,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Uncoded,12110,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12182,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12182,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Profit Making,12182,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Uncoded,12182,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12220,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12220,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Profit Making,12220,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Uncoded,12220,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,13040,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,13040,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Profit Making,13040,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Uncoded,13040,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14015,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14015,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Profit Making,14015,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Uncoded,14015,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15111,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15111,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Canadian Profit Making,15111,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,542098.82,0,X1,0,2,0,1,1.0,Closed,0,Uncoded,15111,0,0,M012360001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,14500000.0,0,X1,0,0,0,1,1.0,Terminating,1,Foreign Non-Profit Making,12250,0,0,M012374001,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,14500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,14500000.0,0,X2,0,0,0,1,1.0,Terminating,1,Foreign Non-Profit Making,12250,0,0,M012374001,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,14500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,14500000.0,0,X3,0,0,0,1,1.0,Terminating,1,Foreign Non-Profit Making,12250,0,0,M012374001,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,14500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,14500000.0,0,X4,0,0,0,1,1.0,Terminating,1,Foreign Non-Profit Making,12250,0,0,M012374001,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,14500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X1,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,12182,0,0,M012376001,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,3000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X1,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,13040,0,0,M012376001,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,Global Health - INIT,3000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,500000.0,0,X1,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,11110,0,0,M012385001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,500000.0,0,X2,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,11110,0,0,M012385001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,500000.0,0,X3,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,11110,0,0,M012385001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,500000.0,0,X4,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,11110,0,0,M012385001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,0,5302,*Peace Building Fund,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,820000.0,0,X1,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,M012389001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,820000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24010,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24030,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24040,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24081,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X2,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24010,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X2,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24030,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X2,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24040,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X2,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24081,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X3,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24010,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X3,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24030,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X3,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24040,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X3,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24081,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X4,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24010,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X4,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24030,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X4,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24040,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,10000000.0,0,X4,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,24081,0,0,M012438001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,37920000.0,0,X2,0,1,0,0,0.0,Operational,0,Foreign Non-Profit Making,25010,0,0,M012445001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5437,Inter-American Development Bank-Core,37920000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,20000000.0,0,X1,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,12262,0,0,M012456001,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X1,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15130,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X1,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15150,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X1,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15160,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X1,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15261,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X2,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15130,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X2,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15150,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X2,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15160,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X2,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15261,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X3,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15130,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X3,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15150,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X3,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15160,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X3,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15261,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X4,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15130,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X4,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15150,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X4,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15160,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,15000000.0,1,X4,0,1,0,0,0.0,Terminating,0,Foreign Non-Profit Making,15261,0,0,M012460001,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,15113,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,32210,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,15113,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,32210,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,15113,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,32210,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,15113,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,32210,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,15113,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1150000.0,0,1,0,0,0,1,1.0,Terminating,0,Foreign Non-Profit Making,32210,0,0,M012500001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
