assay_id,assay_organism,assay_category,tissue_id,assay_tax_id,assay_test_type,assay_strain,src_id,src_assay_id,doc_id,relationship_type,tid,assay_cell_type,confidence_score,assay_tissue,assay_type,description,assay_subcellular_fraction,curated_by
7002,Canis lupus familiaris,,,9615.0,In vivo,,1,,12500,N,50588,,1,,A,The compound was tested for volume of distribution in dog at dose of 3-10 mgkg,,Intermediate
7003,Canis lupus familiaris,,,9615.0,In vivo,,1,,6227,N,50588,,1,,A,Vd (1 mg/kg) was determined in dog (in vivo),,Intermediate
7004,Canis lupus familiaris,,,9615.0,In vivo,,1,,6227,N,50588,,1,,A,Vd in dog,,Intermediate
7005,Canis lupus familiaris,,,9615.0,In vivo,,1,,4219,N,50588,,1,,A,Volume distribution was determined,,Intermediate
7006,Canis lupus familiaris,,,9615.0,In vivo,,1,,1696,N,50588,,1,,A,Volume of distribution in dog,,Intermediate
7007,Canis lupus familiaris,,,9615.0,In vivo,,1,,5542,N,50588,,1,,A,Volume of distribution by as 4 fold increase by iv administration in dogs,,Intermediate
7008,Canis lupus familiaris,,,9615.0,In vivo,,1,,5199,N,50588,,1,,A,Volume of distribution was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,,Intermediate
7009,Canis lupus familiaris,,,9615.0,In vivo,,1,,6348,N,50588,,1,,A,Volume of distribution was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,Intermediate
7010,Canis lupus familiaris,,,9615.0,In vivo,,1,,4727,N,50588,,1,,A,Volume distribution at the dose of 2 mg/kg in dog,,Intermediate
7011,Canis lupus familiaris,,,9615.0,In vivo,,1,,16367,N,50588,,1,,A,Steady state volume of distribution was determined,,Intermediate
7012,Canis lupus familiaris,,,9615.0,In vivo,,1,,2652,N,50588,,1,,A,Bioavailability as Vdss in dogs at 1 mg/kg intravenous dose,,Intermediate
7013,Canis lupus familiaris,,,9615.0,In vivo,,1,,16452,N,50588,,1,,A,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,,Intermediate
7014,Canis lupus familiaris,,,9615.0,In vivo,,1,,16452,N,50588,,1,,A,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,,Intermediate
7015,Canis lupus familiaris,,,9615.0,In vivo,,1,,16452,N,50588,,1,,A,Bioavailability in dog (dose 1 mg/kg i.v.),,Intermediate
7016,Canis lupus familiaris,,,9615.0,In vivo,,1,,5334,N,50588,,1,,A,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),,Intermediate
7017,Canis lupus familiaris,,,9615.0,In vivo,,1,,4239,N,50588,,1,,A,Pharmacokinetic property (vdss) was measured in dog,,Intermediate
7018,Canis lupus familiaris,,,9615.0,In vivo,,1,,4709,N,50588,,1,,A,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in dog,,Intermediate
7019,Canis lupus familiaris,,,9615.0,In vivo,,1,,5600,N,50588,,1,,A,Vdss was determined after iv 0.1 mg/kg administration in dog,,Intermediate
7020,Canis lupus familiaris,,,9615.0,In vivo,,1,,6057,N,50588,,1,,A,Volume displacement was calculated in dog,,Intermediate
7021,Canis lupus familiaris,,,9615.0,In vivo,,1,,5654,N,50588,,1,,A,Volume distribution (Vdss) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,,Intermediate
7022,Canis lupus familiaris,,,9615.0,In vivo,,1,,5505,N,50588,,1,,A,Volume distribution constant was determined,,Intermediate
7023,Canis lupus familiaris,,,9615.0,In vivo,,1,,4527,N,50588,,1,,A,Volume distribution at a dose of 1 uM/kg in dog was determined,,Intermediate
7024,Canis lupus familiaris,,,9615.0,In vivo,,1,,4521,N,50588,,1,,A,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,,Intermediate
7025,Canis lupus familiaris,,,9615.0,In vivo,,1,,4521,N,50588,,1,,A,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,,Intermediate
7026,Canis lupus familiaris,,,9615.0,In vivo,,1,,15660,N,50588,,1,,A,Volume distribution (Vdss) was measured in dog,,Intermediate
7027,Canis lupus familiaris,,,9615.0,In vivo,,1,,15660,N,50588,,1,,A,Volume distribution (Vdss) was measured in dog,,Intermediate
7028,Canis lupus familiaris,,,9615.0,In vivo,,1,,6679,N,50588,,1,,A,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,Intermediate
7029,Canis lupus familiaris,,,9615.0,In vivo,,1,,5145,N,50588,,1,,A,Volume of distribution in steady state was determined in dog,,Intermediate
7030,Canis lupus familiaris,,,9615.0,In vivo,,1,,6821,N,50588,,1,,A,Volume of distribution of compound was determined in dog,,Intermediate
7031,Canis lupus familiaris,,,9615.0,In vivo,,1,,4137,N,50588,,1,,A,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,,Intermediate
7032,Canis lupus familiaris,,,9615.0,In vivo,,1,,5334,N,50588,,1,,A,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),,Intermediate
7033,Canis lupus familiaris,,,9615.0,In vivo,,1,,15660,N,50588,,1,,A,Volume of distribution (Vdss) was measured in dog,,Intermediate
7034,Canis lupus familiaris,,,9615.0,In vivo,,1,,6642,N,50588,,1,,A,Volumes of distribution in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),,Intermediate
7035,Canis lupus familiaris,,,9615.0,In vivo,,1,,6641,N,50588,,1,,A,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,Intermediate
7036,Canis lupus familiaris,,,9615.0,In vivo,,1,,6642,N,50588,,1,,A,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,Intermediate
7037,Canis lupus familiaris,,,9615.0,,,1,,11659,N,50588,,1,,A,Maximum rate of depolarization of the upstroke of the action potential,,Intermediate
7038,Canis lupus familiaris,,,9615.0,In vivo,,1,,6448,N,50588,,1,,A,Steady state volume distribution in dog,,Intermediate
7039,Canis lupus familiaris,,,9615.0,In vivo,,1,,5474,N,50588,,1,,A,Steady state volume of distribution at a dose of 0.2 mg/kg i.v.,,Intermediate
7040,Canis lupus familiaris,,,9615.0,In vivo,,1,,1466,N,50588,,1,,A,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in dog,,Intermediate
7041,Canis lupus familiaris,,,9615.0,In vivo,,1,,6535,N,50588,,1,,A,Volume distribution in dog after administration of 0.25 mg/kg iv; ND = not determined,,Intermediate
7042,Canis lupus familiaris,,,9615.0,In vivo,,1,,6535,N,50588,,1,,A,Volume distribution in dog after administration of 1 mg/kg iv,,Intermediate
7043,Canis lupus familiaris,,,9615.0,In vivo,,1,,17764,N,50588,,1,,A,Volume of solubility in solution after intravenous administration in dogs at 1.2 uM/kg,,Intermediate
7044,Canis lupus familiaris,,,9615.0,In vivo,,1,,6215,N,50588,,1,,A,Vss after intravenous administration (0.5 mg/kg) was determined in dog,,Intermediate
7045,Canis lupus familiaris,,,9615.0,In vivo,,1,,6505,N,50588,,1,,A,Vss on i.v. administration of 2 mg/kg was measured in dog,,Intermediate
7046,Canis lupus familiaris,,,9615.0,,,1,,3639,N,50588,,1,,A,Vss was determined,,Intermediate
7047,Canis lupus familiaris,,,9615.0,,,1,,3639,N,50588,,1,,A,Vss in dog,,Intermediate
7048,Canis lupus familiaris,,,9615.0,In vivo,,1,,6062,N,50588,,1,,A,Volume of distribution was measured in dog after an iv dose of 1 mg/kg,,Intermediate
7049,Canis lupus familiaris,,,9615.0,In vivo,,1,,4942,N,50588,,1,,A,Volume distribution in dogs,,Intermediate
7050,Canis lupus familiaris,,,9615.0,In vivo,,1,,17796,N,50588,,1,,A,Volume of distribution in dog,,Intermediate
7051,Canis lupus familiaris,,,9615.0,In vivo,,1,,4883,N,50588,,1,,A,Tested for the oral bioavailability in dog,,Intermediate
7060,Mus musculus,,,10090.0,In vivo,,1,,17837,N,50594,,1,,A,Bioavailability of compound in mouse blood following p.o. administration of 30 mg/kg,,Intermediate
7061,Mus musculus,,,10090.0,In vivo,,1,,17729,N,50594,,1,,A,Bioavailability after i.p. administration of 50 mg/kg of dose in mice,,Intermediate
7062,Mus musculus,,,10090.0,In vivo,,1,,17729,N,50594,,1,,A,Bioavailability after peroral administration of 50 mg/kg of dose in mice,,Intermediate
7063,Mus musculus,,,10090.0,In vivo,,1,,4239,N,50594,,1,,A,Bioavailability was measured in mouse,,Intermediate
7064,Mus musculus,,,10090.0,In vivo,,1,,17592,N,50594,,1,,A,Bioavailability in mouse,,Intermediate
7065,Mus musculus,,,10090.0,In vivo,,1,,6348,N,50594,,1,,A,Bioavailability was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,,Intermediate
7066,Mus musculus,,,10090.0,In vivo,,1,,2801,N,50594,,1,,A,Bioavailability in mouse,,Intermediate
7067,Mus musculus,,,10090.0,In vivo,,1,,2801,N,50594,,1,,A,Compound was evaluated for its bioavailability in mice at a dose of 1 mg/kg,,Intermediate
7068,Mus musculus,,,10090.0,In vivo,,1,,17718,N,50594,,1,,A,Oral bioavailability in mouse,,Intermediate
7069,Mus musculus,,,10090.0,In vivo,,1,,5727,N,50594,,1,,A,Oral availability at 50 mg/kg po in male mice,,Intermediate
7070,Mus musculus,,,10090.0,In vivo,,1,,5302,N,50594,,1,,A,Oral bioavailability in mouse (dose 10 mg/kg),,Intermediate
7071,Mus musculus,,,10090.0,In vivo,,1,,3598,N,50594,,1,,A,Oral bioavailability of compound determined in mouse after iv administration at a dose of 10 mg/kg,,Expert
7072,Mus musculus,,,10090.0,In vivo,,1,,5961,N,50594,,1,,A,"Bioavailability in male mice, 2mg/kg oral and 1 mg/kg intravenous dose",,Intermediate
7074,Mus musculus,,,10090.0,In vivo,,1,,6091,N,50594,,1,,A,Oral bioavailability in mouse,,Intermediate
7075,Mus musculus,,,10090.0,In vivo,,1,,6091,N,50594,,1,,A,Oral bioavailability in vivo in mice;ND=Not determined,,Intermediate
7076,Mus musculus,,,10090.0,In vivo,,1,,5711,N,50594,,1,,A,Oral bioavailability in mouse at 10 mg/kg of the compound,,Intermediate
7077,Mus musculus,,,10090.0,In vivo,,1,,17728,N,50594,,1,,A,Bioavailability in mouse (BALB/C) (dose 50 mg/kg i.p.),,Intermediate
7078,Mus musculus,,,10090.0,In vivo,,1,,17728,N,50594,,1,,A,Bioavailability in mouse (BALB/C) (dose 20 mg/kg i.v.),,Intermediate
7079,Mus musculus,,,10090.0,In vivo,,1,,3802,N,50594,,1,,A,Tested for bioavailability of the compound,,Intermediate
7080,Mus musculus,,,10090.0,In vivo,,1,,3802,N,50594,,1,,A,Tested for half life at the dose of 10 mg/kg when administered intravenously,,Intermediate
7081,Mus musculus,,1969.0,10090.0,,,1,,14029,N,50594,,1,Plasma,A,The plasma half life of compound was determined on EDTA prepared by mouse plasma. ,,Intermediate
7082,Mus musculus,,1969.0,10090.0,,,1,,14029,N,50594,,1,Plasma,A,The plasma half life of compound was determined on heparin prepared by human plasma. ,,Intermediate
7083,Mus musculus,,1969.0,10090.0,,,1,,14029,N,50594,,1,Plasma,A,The plasma half life of compound was determined on heparin prepared by human plasma; Not degraded,,Intermediate
7084,Mus musculus,,1969.0,10090.0,,,1,,14029,N,50594,,1,Plasma,A,The plasma half life of compound was determined on heparin prepared by mouse plasma. ,,Intermediate
7085,Mus musculus,,1969.0,10090.0,,,1,,14029,N,50594,,1,Plasma,A,The plasma half life of compound was determined on heparin prepared by mouse plasma; Not degraded,,Intermediate
7086,Mus musculus,,,10090.0,,,1,,17753,N,50594,,1,,F,Inhibitory concentration of compound was determined after intravenous administration in mice after 6 hours of exposure at 40 mg/Kg,,Intermediate
7087,Mus musculus,,,10090.0,,,1,,17753,N,50594,,1,,A,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 24 mg/Kg,,Intermediate
7088,Mus musculus,,,10090.0,,,1,,17753,N,50594,,1,,A,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 5 mg/Kg,,Intermediate
7089,Mus musculus,,178.0,10090.0,In vivo,,1,,10107,N,50594,,1,Blood,A,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,Intermediate
7090,Mus musculus,,178.0,10090.0,In vivo,,1,,10107,N,50594,,1,Blood,A,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,,Intermediate
7091,Mus musculus,,178.0,10090.0,In vivo,,1,,10107,N,50594,,1,Blood,A,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,Intermediate
7092,Mus musculus,,178.0,10090.0,In vivo,,1,,10107,N,50594,,1,Blood,A,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,Intermediate
7093,Mus musculus,,178.0,10090.0,In vivo,,1,,10107,N,50594,,1,Blood,A,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,Intermediate
7094,Mus musculus,,178.0,10090.0,In vivo,,1,,10107,N,50594,,1,Blood,A,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,,Intermediate
7095,Mus musculus,,178.0,10090.0,In vivo,,1,,10107,N,50594,,1,Blood,A,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,Intermediate
7096,Mus musculus,,10000001.0,10090.0,In vivo,,1,,10107,N,50594,,1,Bone,A,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,Intermediate
7097,Mus musculus,,10000001.0,10090.0,In vivo,,1,,10107,N,50594,,1,Bone,A,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,,Intermediate
7098,Homo sapiens,,,9606.0,,,1,,15608,N,81034,A2780,1,,F,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 8,,Intermediate
7099,Homo sapiens,,,9606.0,,,1,,3290,N,81034,A2780,1,,F,In vitro cytotoxicity against human ovarian carcinoma cell line A2780 using sulforhodamine B (SRB) assay,,Expert
7100,Homo sapiens,,,9606.0,,,1,,2859,N,81034,A2780,1,,F,Compound was evaluated for cytotoxicity against A2780 cell line,,Intermediate
7101,Homo sapiens,,,9606.0,,,1,,15688,N,81034,A2780,1,,F,Inhibition of A2780 cell clonogenic assay,,Expert
7102,Homo sapiens,,,9606.0,,,1,,5642,N,81034,A2780,1,,F,Cytotoxic effect on ovarian cancer cell line (A2780),,Expert
7103,Homo sapiens,,,9606.0,,,1,,6633,N,81034,A2780,1,,F,Concentration required to inhibit A2780 cell growth when compared with control after incubation for 96 hr at 37 C,,Intermediate
7104,Homo sapiens,,,9606.0,,,1,,3906,N,81034,A2780,1,,F,"MDR-reversing activity was measured by vincristine accumulation in the multidrug resistant 2780AD, a subline of A2780 ovarian carcinoma cells at 10 mg/mL",,Intermediate
7105,Homo sapiens,,,9606.0,,,1,,6788,N,81034,A2780,1,,F,50% growth inhibition of A2780 (Human ovarian carcinoma) cell line compared with untreated control cells,,Expert
7106,Homo sapiens,,,9606.0,,,1,,17582,N,81034,A2780,1,,F,Antiproliferative activity against human A2780 cells,,Expert
7107,Homo sapiens,,,9606.0,,,1,,17764,N,81034,A2780,1,,F,Inhibition of human A2780 cell proliferation,,Expert
7108,Homo sapiens,,,9606.0,,,1,,17764,N,81034,A2780,1,,F,Antiproliferative effect against human A2780 cell line was determined in a whole cell 72 hr cytotoxicity assay,,Expert
7109,Homo sapiens,,,9606.0,,,1,,17764,N,81034,A2780,1,,F,Inhibition of human A2780 cell proliferation (No data),,Expert
7110,Homo sapiens,,,9606.0,,,1,,2815,N,81034,A2780,1,,F,Cell cytotoxicity was determined against human ovarian cancer (A2780) cell line,,Intermediate
7111,Homo sapiens,,,9606.0,,,1,,16930,N,81034,A2780,1,,F,Compound was evaluated against human Ovarian carcinoma cell line A2780,,Intermediate
7112,Homo sapiens,,,9606.0,,,1,,17777,N,81034,A2780,1,,F,Growth inhibition against A2780 wild-type ovarian cell lines,,Expert
7113,Homo sapiens,,,9606.0,,,1,,17777,N,81034,A2780,1,,F,Compound was evaluated for growth inhibition against A2780 wild-type ovarian cell lines; No data,,Intermediate
7114,Homo sapiens,,,9606.0,,,1,,16936,D,104766,,5,,F,Inhibition of tubulin polymerization in human ovarian cancer cell lines,,Autocuration
7115,Homo sapiens,,,9606.0,,,1,,13759,N,81034,A2780,1,,F,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,,Intermediate
7116,Homo sapiens,,,9606.0,,,1,,13759,N,81034,A2780,1,,F,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,,Intermediate
7117,Homo sapiens,,,9606.0,,,1,,13759,N,81034,A2780,1,,F,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,,Intermediate
7118,Homo sapiens,,,9606.0,,,1,,13759,N,81034,A2780,1,,F,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,,Intermediate
7119,Homo sapiens,,,9606.0,,,1,,15292,N,81034,A2780,1,,F,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,,Intermediate
7120,Homo sapiens,,,9606.0,,,1,,15292,N,81034,A2780,1,,F,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,,Intermediate
7121,Homo sapiens,,,9606.0,,,1,,15069,N,81034,A2780,1,,F,In vitro inhibition of human ovarian cell line A2780,,Expert
7122,Homo sapiens,,,9606.0,,,1,,15069,N,81034,A2780,1,,F,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",,Expert
7123,Homo sapiens,,,9606.0,,,1,,14073,N,81034,A2780,1,,F,Concentration of compound to inhibit the growth of human A2780 ovarian carcinoma cells(in vitro),,Intermediate
7124,Homo sapiens,,,9606.0,,,1,,14553,N,81034,A2780,1,,F,Concentration required to inhibit A2780-cell growth by 50%,,Expert
7125,Homo sapiens,,,9606.0,,,1,,13040,N,81034,A2780,1,,F,Concentration required to inhibit the cell growth by 50 % after 96 hr A2780 leukemic cells.,,Expert
7126,Homo sapiens,,,9606.0,,,1,,6891,N,81034,A2780,1,,F,Cytotoxic effect on human ovarian (A2780) cancer cell line,,Expert
7127,Homo sapiens,,,9606.0,,,1,,15569,N,81034,A2780,1,,F,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,,Intermediate
7128,Homo sapiens,,,9606.0,,,1,,14190,N,81034,A2780,1,,F,Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs,,Expert
7129,Homo sapiens,,,9606.0,,,1,,15014,N,81034,A2780,1,,F,Cytotoxicity measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,,Expert
7130,Homo sapiens,,,9606.0,,,1,,15014,N,81034,A2780,1,,F,Cytotoxicity activity of the compound was measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,,Intermediate
7131,Homo sapiens,,,9606.0,,,1,,17496,N,81034,A2780,1,,F,Cytotoxicity against human ovarian carcinoma A2780 cell line,,Intermediate
7132,Homo sapiens,,,9606.0,,,1,,13617,N,81034,A2780,1,,F,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",,Intermediate
7133,Homo sapiens,,,9606.0,,,1,,13617,N,81034,A2780,1,,F,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",,Intermediate
7134,Homo sapiens,,,9606.0,,,1,,13617,N,81034,A2780,1,,F,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",,Intermediate
7135,Homo sapiens,,,9606.0,,,1,,13617,N,81034,A2780,1,,F,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",,Intermediate
7136,Homo sapiens,,,9606.0,,,1,,17672,N,81034,A2780,1,,F,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,,Intermediate
7137,Homo sapiens,,,9606.0,,,1,,4544,N,81034,A2780,1,,F,Dose of required to inhibit growth of cisplatin resistant human ovarian carcinoma (A2780 cisR) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,,Intermediate
7138,Homo sapiens,,,9606.0,,,1,,4544,N,81034,A2780,1,,F,Dose of required to inhibit growth of human ovarian carcinoma (A2780) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,,Intermediate
7139,Homo sapiens,,,9606.0,,,1,,16317,N,81034,A2780,1,,F,"Growth inhibition in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant) using the 96 hour exposure sulforhodamine B (SRB) growth delay assay",,Intermediate
7140,Homo sapiens,,,9606.0,,,1,,15099,N,81034,A2780,1,,F,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780,,Intermediate
7141,Homo sapiens,,,9606.0,,,1,,13978,N,81034,A2780,1,,F,In vitro Growth Inhibitory activity against A2780 Human ovarian cancer cell line,,Intermediate
7142,Homo sapiens,,,9606.0,,,1,,12989,N,81034,A2780,1,,F,In vitro antitumor activity against A2780 cell line.,,Expert
7143,Homo sapiens,,,9606.0,,,1,,5574,N,81034,A2780,1,,F,In vitro cytotoxic activity against human tumor cell line A2780 after incubation for 96 hours,,Intermediate
7144,Homo sapiens,,,9606.0,,,1,,13528,N,81034,A2780,1,,F,In vitro cytotoxicity against A2780 human ovarian cancer cell line,,Expert
7145,Homo sapiens,,,9606.0,,,1,,12782,N,80025,ACHN,1,,F,Inhibitory activity against kidney A-CHN tumor cell growth in culture,,Intermediate
7146,Homo sapiens,,,9606.0,,,1,,14255,N,80025,ACHN,1,,F,The IC50 value was measured on ACHN cell line in renal tumor type.,,Intermediate
7147,Homo sapiens,,,9606.0,,,1,,16364,N,80025,ACHN,1,,F,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,,Intermediate
7148,Homo sapiens,,,9606.0,,,1,,17376,N,80025,ACHN,1,,F,In vitro lethal concentration against most sensitive ACHN cell line,,Expert
7149,Homo sapiens,,,9606.0,,,1,,12016,N,80025,ACHN,1,,F,Tested for cytotoxic activity against renal cancer ACHN cell line,,Intermediate
7150,Homo sapiens,,,9606.0,,,1,,6058,N,80025,ACHN,1,,F,Compound tested for growth inhibition of renal cancer cell line ACHN,,Intermediate
7151,Homo sapiens,,,9606.0,,,1,,17708,N,80025,ACHN,1,,F,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,,Intermediate
7152,Homo sapiens,,,9606.0,,,1,,15176,N,80025,ACHN,1,,F,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,,Intermediate
7153,Homo sapiens,,,9606.0,,,1,,2806,N,80025,ACHN,1,,F,In vitro anticancer activity against ACHN renal cancer cell line,,Intermediate
7154,Homo sapiens,,,9606.0,,,1,,15300,N,80025,ACHN,1,,F,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,,Intermediate
7155,Homo sapiens,,,9606.0,,,1,,16364,N,80025,ACHN,1,,F,Percent selectivity was evaluated in renal ACHN cell lines,,Intermediate
7156,Homo sapiens,,,9606.0,,,1,,13859,N,80025,ACHN,1,,F,In vitro inhibitory activity against renal ACHN cancer cell line,,Intermediate
7157,Homo sapiens,,,9606.0,,,1,,11970,N,80025,ACHN,1,,F,Tested for cytotoxicity against ACHN cell lines in renal cancer,,Intermediate
7158,Homo sapiens,,,9606.0,,,1,,2450,N,80025,ACHN,1,,F,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,,Intermediate
7159,Homo sapiens,,,9606.0,,,1,,12696,N,80025,ACHN,1,,F,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,,Intermediate
7160,Homo sapiens,,,9606.0,,,1,,12400,N,80025,ACHN,1,,F,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,,Intermediate
7161,Homo sapiens,,,9606.0,,,1,,12888,N,80025,ACHN,1,,F,Cytotoxic effect on renal cancer line ACHN,,Expert
7162,Homo sapiens,,,9606.0,,,1,,3156,N,80025,ACHN,1,,F,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,,Intermediate
7163,Homo sapiens,,,9606.0,,,1,,3381,N,80025,ACHN,1,,F,In vitro inhibition of Renal Cancer ACHN cell lines,,Intermediate
7164,Homo sapiens,,,9606.0,,,1,,16747,N,80025,ACHN,1,,F,Antitumor activity against human renal adenocarcinoma ACHN cells,,Intermediate
7165,Homo sapiens,,,9606.0,,,1,,16748,N,80025,ACHN,1,,F,Antitumor activity against human renal adenocarcinoma ACHN cells.,,Expert
7166,Homo sapiens,,,9606.0,,,1,,12062,N,80025,ACHN,1,,F,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,,Intermediate
7167,Homo sapiens,,,9606.0,,,1,,14769,N,80025,ACHN,1,,F,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),,Intermediate
7168,Homo sapiens,,,9606.0,,,1,,15895,N,80025,ACHN,1,,F,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",,Intermediate
7169,Homo sapiens,,,9606.0,,,1,,17376,N,80025,ACHN,1,,F,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,,Intermediate
7170,Homo sapiens,,,9606.0,,,1,,14882,N,80025,ACHN,1,,F,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,,Intermediate
7171,Homo sapiens,,,9606.0,,,1,,14882,N,80025,ACHN,1,,F,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,,Intermediate
7172,Homo sapiens,,,9606.0,,,1,,15661,N,80025,ACHN,1,,F,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,,Intermediate
7173,,,,,,,1,,9680,U,22224,,0,,A,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,,Autocuration
7174,,,,,,,1,,14579,H,10647,,8,,F,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,,Autocuration
7175,Cytomegalovirus,,,10358.0,,,1,,17290,N,50529,HEL,1,,F,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,,Expert
7176,Cytomegalovirus,,,10358.0,,,1,,17290,N,50529,,1,,F,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,,Intermediate
7177,,,,,,,1,,15891,H,12159,,8,,B,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),,Autocuration
7178,,,,,,,1,,15890,H,12159,,8,,B,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),,Autocuration
7179,Bos taurus,,,9913.0,,,1,,3801,N,80670,ADDP cell line,1,,F,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,,Intermediate
7180,Mus musculus,,,10090.0,,,1,,9222,N,80671,ADJ/PC6,1,,F,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,,Intermediate
7181,Mus musculus,,,10090.0,,,1,,9222,N,80671,ADJ/PC6,1,,F,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,,Intermediate
