assays_description,assays_assay_id,assays_assay_category,assays_chembl_id,assays_tid,assays_bao_format,assays_assay_cell_type,assays_cell_id,assays_assay_test_type,assays_src_id,assays_assay_strain,assays_tissue_id,assays_assay_organism,assays_variant_id,assays_assay_tax_id,assays_confidence_score,assays_curated_by,assays_relationship_type,assays_assay_type,assays_assay_tissue,assays_doc_id,assays_assay_subcellular_fraction,assays_src_assay_id
Plasma clearance (pharmacokinetic parameter) in rhesus (in vivo) at a dose of 5 mg/kg,13603,,CHEMBL622808,50797,BAO_0000218,,,In vivo,1,,,Macaca mulatta,,9544.0,1,Intermediate,N,A,,6227,,
Plasma clearance by iv administration at a dose 0.003 ug/mL,13604,,CHEMBL622809,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,5623,,
Plasma clearance determined,13605,,CHEMBL622810,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,4854,,
Plasma clearance after iv administration at 3 mg/kg in hamster,13606,,CHEMBL876653,100712,BAO_0000218,,,In vivo,1,,,Cricetinae,,10026.0,1,Intermediate,N,A,,4493,,
Plasma clearance after iv administration at 4 mg/kg in hamster,13607,,CHEMBL622811,100712,BAO_0000218,,,In vivo,1,,,Cricetinae,,10026.0,1,Intermediate,N,A,,4493,,
Rate of clearance in rat was determined,13608,,CHEMBL622986,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14956,,
Total plasma clearance Clp was determined for the compound after iv dose of 5.06 mg/kg in rats,13609,,CHEMBL622987,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,15372,,
Total plasma clearance after iv dose of 5.10 mg/kg in rats,13610,,CHEMBL622988,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,15372,,
Total plasma clearance was determined for the compound after iv dose of 4.74 mg/kg in rats,13611,,CHEMBL622989,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,15372,,
Total plasma clearance was determined for the compound after iv dose of 4.97 mg/kg in rats,13612,,CHEMBL622990,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,15372,,
plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.01 mg/kg) in monkey,13613,,CHEMBL622991,22224,BAO_0000218,,,In vivo,1,,1969.0,Simiiformes,,314293.0,0,Autocuration,U,A,Plasma,15604,,
plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.05 mg/kg) in rat,13614,,CHEMBL622227,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,15604,,
plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.1 mg/kg) in dog,13615,,CHEMBL622228,50588,BAO_0000218,,,In vivo,1,,1969.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Plasma,15604,,
Clpl value in rat,13616,,CHEMBL622229,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14964,,
Cmax (ng /mL) value after oral administration of 10 mg/kg in guinea pig.,13617,,CHEMBL622230,50512,BAO_0000218,,,In vivo,1,,,Cavia porcellus,,10141.0,1,Intermediate,N,A,,15240,,
Cmax after an oral dose of 10 uM/Kg in male Sprague-Dawley rats,13618,,CHEMBL622231,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,16449,,
Cmax after an oral dose of 10 uM/Kg in male cynomolgus monkeys,13619,,CHEMBL622232,100710,BAO_0000218,,,In vivo,1,,,Macaca fascicularis,,9541.0,1,Intermediate,N,A,,16449,,
Cmax in minutes at a iv dose of 1.0(pmol/g/h).,13620,,CHEMBL622233,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,12902,,
Cmax in minutes at a iv dose of 2.0(pmol/g/h).,13621,,CHEMBL622234,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,12902,,
Cmax in minutes at a iv dose of 4.0(pmol/g/h).,13622,,CHEMBL622235,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,12902,,
Cmax in minutes at a iv dose of 5.0(pmol/g/h).,13623,,CHEMBL622236,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,12902,,
Cmax in minutes at a iv dose of 54.0(pmol/g/h).,13624,,CHEMBL622237,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,12902,,
Cmax in minutes at a po dose of 10.0(pmol/g/h).,13625,,CHEMBL877482,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,12902,,
Cmax in minutes at a po dose of 20.0(pmol/g/h).,13626,,CHEMBL622238,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,12902,,
Cmax in minutes at a po dose of 40.0(pmol/g/h).,13627,,CHEMBL622239,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,12902,,
Cmax was calculated as maximum concentration reached in the blood,13628,,CHEMBL622240,22224,BAO_0000218,,,In vivo,1,,178.0,,,,0,Autocuration,U,A,Blood,11149,,
Cmax was calculated as maximum concentration reached in the blood in air pouch exudate,13629,,CHEMBL622241,22224,BAO_0000218,,,In vivo,1,,178.0,,,,0,Autocuration,U,A,Blood,11149,,
Cmax was determine after peroral administration at 10 mpk in Rat,13630,,CHEMBL631013,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,5669,,
Cmax was determine after peroral administration at 10 mpk in Rhesus,13631,,CHEMBL631014,50797,BAO_0000218,,,In vivo,1,,,Macaca mulatta,,9544.0,1,Intermediate,N,A,,5669,,
Cmax was determine after peroral administration at 10 mpk in dog,13632,,CHEMBL631015,50588,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,5669,,
Cmax was determine after peroral administration at 160 mpk in Rat,13633,,CHEMBL631016,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,5669,,
Cmax was determine after peroral administration at 20 mpk in Rat,13634,,CHEMBL631017,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,5669,,
Cmax was determine after peroral administration at 50 mpk in Rat,13635,,CHEMBL631018,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,5669,,
Cmax was determined,13636,,CHEMBL631019,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,4236,,
Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into hippocampus,13637,,CHEMBL875761,50594,BAO_0000218,,,,1,,955.0,Mus musculus,,10090.0,1,Intermediate,N,A,Brain,13792,,
Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into hypothalamus,13638,,CHEMBL631020,50594,BAO_0000218,,,,1,,955.0,Mus musculus,,10090.0,1,Intermediate,N,A,Brain,13792,,
Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into pons and medulla,13639,,CHEMBL631669,50594,BAO_0000218,,,,1,,955.0,Mus musculus,,10090.0,1,Intermediate,N,A,Brain,13792,,
Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into rest of the brain,13640,,CHEMBL631670,50594,BAO_0000218,,,,1,,955.0,Mus musculus,,10090.0,1,Intermediate,N,A,Brain,13792,,
Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into striatum,13641,,CHEMBL631671,50594,BAO_0000218,,,,1,,2435.0,Mus musculus,,10090.0,1,Intermediate,N,A,Striatum,13792,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.31-0.4,13642,,CHEMBL631672,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.97-1.12,13643,,CHEMBL631673,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.35-0.37,13644,,CHEMBL631856,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.72-1.03,13645,,CHEMBL631857,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.95-1.06,13646,,CHEMBL631858,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.35-0.4,13647,,CHEMBL631859,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.73-0.85,13648,,CHEMBL631860,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.65-0.83,13649,,CHEMBL631861,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.69-0.84,13650,,CHEMBL631862,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.46,13651,,CHEMBL631863,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.38-1.5,13652,,CHEMBL631864,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.34-0.48,13653,,CHEMBL631865,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.58-1.17,13654,,CHEMBL631866,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.0-1.24,13655,,CHEMBL629360,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.28-0.37,13656,,CHEMBL629361,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.54-0.63,13657,,CHEMBL629362,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.25-0.32,13658,,CHEMBL630740,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.58,13659,,CHEMBL630741,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.77,13660,,CHEMBL630742,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.20-0.25,13661,,CHEMBL630743,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.05-1.25,13662,,CHEMBL630744,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.03,13663,,CHEMBL630745,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.06,13664,,CHEMBL630746,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.34-0.5,13665,,CHEMBL630747,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.17-0.20,13666,,CHEMBL630748,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.81-1.26,13667,,CHEMBL632056,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.03-0.06,13668,,CHEMBL632057,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.18-0.36,13669,,CHEMBL632058,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.37,13670,,CHEMBL632059,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.97-2.17,13671,,CHEMBL632060,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.02-0.03,13672,,CHEMBL632061,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.05-0.07,13673,,CHEMBL629207,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.35-0.72,13674,,CHEMBL629208,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.15-0.19,13675,,CHEMBL629209,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.76-1.42,13676,,CHEMBL629210,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.02-0.03,13677,,CHEMBL629211,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.03-0.06,13678,,CHEMBL629212,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.05-0.06,13679,,CHEMBL629213,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,8418,,
"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 6.9mg/kg, po",13680,,CHEMBL629214,50597,BAO_0000218,,,,1,,1088.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Urine,8133,,
"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 69.2 mg/kg, po",13681,,CHEMBL629215,50597,BAO_0000218,,,,1,,1088.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Urine,8133,,
"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 691.9 mg/kg, po",13682,,CHEMBL635154,50597,BAO_0000218,,,,1,,1088.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Urine,8133,,
Oral diuretic activity measured by Na+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),13683,,CHEMBL629216,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration,13684,,CHEMBL629217,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),13685,,CHEMBL629218,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration (0-5 hr),13686,,CHEMBL629219,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),13687,,CHEMBL629220,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),13688,,CHEMBL629221,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),13689,,CHEMBL631127,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration,13690,,CHEMBL631128,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),13691,,CHEMBL631129,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration (0-5 hr),13692,,CHEMBL631130,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),13693,,CHEMBL631131,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),13694,,CHEMBL631132,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),13695,,CHEMBL631133,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration,13696,,CHEMBL631134,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),13697,,CHEMBL875120,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration (0-5 hr),13698,,CHEMBL631135,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),13699,,CHEMBL631136,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),13700,,CHEMBL631137,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),13701,,CHEMBL631138,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration,13702,,CHEMBL631139,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),13703,,CHEMBL631140,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration (0-5 hr),13704,,CHEMBL631141,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),13705,,CHEMBL631142,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),13706,,CHEMBL631143,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),13707,,CHEMBL631144,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.312 mg/kg after ip administration,13708,,CHEMBL631145,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),13709,,CHEMBL631146,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.625 mg/kg after ip administration,13710,,CHEMBL631147,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),13711,,CHEMBL631148,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),13712,,CHEMBL631149,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration (0-6 hr),13713,,CHEMBL631150,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),13714,,CHEMBL631151,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),13715,,CHEMBL631152,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),13716,,CHEMBL631443,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration (0-6 hr),13717,,CHEMBL631444,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),13718,,CHEMBL631445,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),13719,,CHEMBL631446,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg g after ip administration (0-6 hr),13720,,CHEMBL631447,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),13721,,CHEMBL631448,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration,13722,,CHEMBL631449,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration (0-6 hr),13723,,CHEMBL631450,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),13724,,CHEMBL629724,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
"Biodistribution in mice skin, after 24 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13725,,CHEMBL629725,50594,BAO_0000218,,,In vivo,1,,14.0,Mus musculus,,10090.0,1,Intermediate,N,A,Zone of skin,9716,,
