film_id,categoria_id,nome_categoria,titolo,descrizione,data_rilascio,lingua,lingua_originale_id,durata_noleggio,tariffa_noleggio,durata,costo_sostituzione,voto
594,1,Action,MONTEZUMA COMMAND,A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat,2006,English,,6,0.99,126,22.99,NC-17
981,16,Travel,WOLVES DESIRE,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,2006,English,,7,0.99,55,13.99,NC-17
441,6,Documentary,HUNTER ALTER,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,2006,English,,5,2.99,125,21.99,PG-13
739,7,Drama,ROCKY WAR,A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria,2006,English,,4,4.99,145,17.99,PG-13
1,6,Documentary,ACADEMY DINOSAUR,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,2006,English,,6,0.99,86,20.99,PG
422,14,Sci-Fi,HOLLOW JEOPARDY,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,2006,English,,7,4.99,136,25.99,NC-17
127,5,Comedy,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006,English,,5,4.99,112,14.99,G
111,1,Action,CADDYSHACK JEDI,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,2006,English,,3,0.99,52,17.99,NC-17
513,16,Travel,LEATHERNECKS DWARFS,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,2006,English,,6,2.99,153,21.99,PG-13
345,8,Family,GABLES METROPOLIS,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,2006,English,,3,0.99,161,17.99,PG
607,9,Foreign,MUPPET MILE,A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico,2006,English,,5,4.99,50,18.99,PG
960,6,Documentary,WARS PLUTO,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,2006,English,,5,2.99,128,15.99,G
537,4,Classics,LOVER TRUMAN,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,2006,English,,3,2.99,75,29.99,G
763,15,Sports,SATISFACTION CONFIDENTIAL,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006,English,,3,4.99,75,26.99,G
433,2,Animation,HORN WORKING,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,2006,English,,4,2.99,95,23.99,PG
601,16,Travel,MOULIN WAKE,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,2006,English,,4,0.99,79,20.99,PG-13
500,9,Foreign,KISS GLORY,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,2006,English,,5,4.99,163,11.99,PG-13
949,10,Games,VOLCANO TEXAS,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,2006,English,,6,0.99,157,27.99,NC-17
179,7,Drama,CONQUERER NUTS,A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft,2006,English,,4,4.99,173,14.99,G
49,14,Sci-Fi,BADMAN DAWN,A Emotional Panorama of a Pioneer And a Composer who must Escape a Mad Scientist in A Jet Boat,2006,English,,6,2.99,162,22.99,R
266,4,Classics,DYNAMITE TARZAN,A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat,2006,English,,4,0.99,141,27.99,PG-13
325,2,Animation,FLOATS GARDEN,A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan,2006,English,,6,2.99,145,29.99,PG-13
445,4,Classics,HYDE DOCTOR,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,2006,English,,5,2.99,100,11.99,G
970,4,Classics,WESTWARD SEABISCUIT,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,2006,English,,7,0.99,52,11.99,NC-17
889,3,Children,TIES HUNGER,A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat,2006,English,,3,4.99,111,28.99,R
384,12,Music,GROSSE WONDERFUL,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,2006,English,,5,4.99,49,19.99,R
886,2,Animation,THEORY MERMAID,A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station,2006,English,,5,0.99,184,9.99,PG-13
57,16,Travel,BASIC EASY,A Stunning Epistle of a Man And a Husband who must Reach a Mad Scientist in A Jet Boat,2006,English,,4,2.99,90,18.99,PG-13
230,7,Drama,DIARY PANIC,A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India,2006,English,,7,2.99,107,20.99,G
175,8,Family,CONFUSED CANDLES,A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,2006,English,,3,2.99,122,27.99,PG-13
418,7,Drama,HOBBIT ALIEN,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,English,,5,0.99,157,27.99,PG-13
486,9,Foreign,JET NEIGHBORS,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,2006,English,,7,4.99,59,14.99,R
453,15,Sports,IMAGE PRINCESS,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,2006,English,,3,2.99,178,17.99,PG-13
249,4,Classics,DRACULA CRYSTAL,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,2006,English,,7,0.99,176,26.99,G
88,16,Travel,BORN SPINAL,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,English,,7,4.99,179,17.99,PG
203,14,Sci-Fi,DAISY MENAGERIE,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,2006,English,,5,4.99,84,9.99,G
4,11,Horror,AFFAIR PREJUDICE,A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank,2006,English,,5,2.99,117,26.99,G
470,2,Animation,ISHTAR ROCKETEER,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,2006,English,,4,4.99,79,24.99,R
719,15,Sports,RECORDS ZORRO,A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback,2006,English,,7,4.99,182,11.99,PG
988,16,Travel,WORKER TARZAN,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,2006,English,,7,2.99,139,26.99,R
347,16,Travel,GAMES BOWFINGER,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,2006,English,,7,4.99,119,17.99,PG-13
227,10,Games,DETAILS PACKER,A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat,2006,English,,4,4.99,88,17.99,R
633,4,Classics,OCTOBER SUBMARINE,A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat,2006,English,,6,4.99,54,10.99,PG-13
982,1,Action,WOMEN DORADO,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,2006,English,,4,0.99,126,23.99,R
10,15,Sports,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,English,,6,4.99,63,24.99,NC-17
333,12,Music,FREAKY POCUS,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,2006,English,,7,2.99,126,16.99,R
934,10,Games,VANILLA DAY,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,2006,English,,7,4.99,122,20.99,NC-17
20,12,Music,AMELIE HELLFIGHTERS,A Boring Drama of a Woman And a Squirrel who must Conquer a Student in A Baloon,2006,English,,4,4.99,79,23.99,R
14,4,Classics,ALICE FANTASIA,A Emotional Drama of a A Shark And a Database Administrator who must Vanquish a Pioneer in Soviet Georgia,2006,English,,6,0.99,94,23.99,NC-17
583,2,Animation,MISSION ZOOLANDER,A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House,2006,English,,3,4.99,164,26.99,PG-13
213,8,Family,DATE SPEED,A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention,2006,English,,4,0.99,104,19.99,R
53,8,Family,BANG KWAI,A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park,2006,English,,5,2.99,87,25.99,NC-17
501,1,Action,KISSING DOLLS,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,2006,English,,3,4.99,141,9.99,R
568,5,Comedy,MEMENTO ZOOLANDER,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert,2006,English,,4,4.99,77,11.99,NC-17
645,16,Travel,OTHERS SOUP,A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico,2006,English,,7,2.99,118,18.99,PG
996,6,Documentary,YOUNG LANGUAGE,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,2006,English,,6,0.99,183,9.99,G
397,14,Sci-Fi,HANKY OCTOBER,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,2006,English,,5,2.99,107,26.99,NC-17
856,11,Horror,STREETCAR INTENTIONS,A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico,2006,English,,5,4.99,73,11.99,R
715,8,Family,RANGE MOONWALKER,A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon,2006,English,,3,4.99,147,25.99,PG
986,2,Animation,WONKA SEA,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,2006,English,,6,2.99,85,24.99,NC-17
579,1,Action,MINDS TRUMAN,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,2006,English,,3,4.99,149,22.99,PG-13
776,6,Documentary,SECRET GROUNDHOG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006,English,,6,4.99,90,11.99,PG
551,13,New,MAIDEN HOME,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,2006,English,,3,4.99,138,9.99,PG
54,12,Music,BANGER PINOCCHIO,A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station,2006,English,,5,0.99,113,15.99,R
875,15,Sports,TALENTED HOMICIDE,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,2006,English,,6,0.99,173,9.99,PG
597,10,Games,MOONWALKER FOOL,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,2006,English,,5,4.99,184,12.99,G
696,2,Animation,PRIDE ALAMO,A Thoughtful Drama of a A Shark And a Forensic Psychologist who must Vanquish a Student in Ancient India,2006,English,,6,0.99,114,20.99,NC-17
85,6,Documentary,BONNIE HOLOCAUST,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,2006,English,,4,0.99,63,29.99,G
123,16,Travel,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006,English,,6,4.99,85,22.99,G
237,15,Sports,DIVORCE SHINING,A Unbelieveable Saga of a Crocodile And a Student who must Discover a Cat in Ancient India,2006,English,,3,2.99,47,21.99,G
769,9,Foreign,SCHOOL JACKET,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,2006,English,,5,4.99,151,21.99,PG-13
319,14,Sci-Fi,FISH OPUS,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,2006,English,,4,2.99,125,22.99,R
661,9,Foreign,PAST SUICIDES,A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery,2006,English,,5,4.99,157,17.99,PG-13
789,9,Foreign,SHOCK CABIN,A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans,2006,English,,7,2.99,79,15.99,PG-13
508,10,Games,LAMBS CINCINATTI,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,2006,English,,6,4.99,144,18.99,PG-13
853,3,Children,STRANGER STRANGERS,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,2006,English,,3,4.99,139,12.99,G
387,10,Games,GUN BONNIE,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,2006,English,,7,0.99,100,27.99,G
296,14,Sci-Fi,EXPRESS LONELY,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,2006,English,,5,2.99,178,23.99,R
107,7,Drama,BUNCH MINDS,A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention,2006,English,,4,2.99,63,13.99,G
412,6,Documentary,HEAVYWEIGHTS BEAST,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,2006,English,,6,4.99,102,25.99,G
282,7,Drama,ENCOUNTERS CURTAIN,A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans,2006,English,,5,0.99,92,20.99,NC-17
474,15,Sports,JADE BUNCH,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,2006,English,,6,2.99,174,21.99,NC-17
379,7,Drama,GREEDY ROOTS,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,2006,English,,7,0.99,166,14.99,R
189,10,Games,CREATURES SHAKESPEARE,A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India,2006,English,,3,0.99,139,23.99,NC-17
912,14,Sci-Fi,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,English,,3,2.99,52,9.99,PG
402,2,Animation,HARPER DYING,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,2006,English,,3,0.99,52,15.99,G
936,12,Music,VANISHING ROCKY,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,2006,English,,3,2.99,123,21.99,NC-17
428,8,Family,HOMICIDE PEACH,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,2006,English,,6,2.99,141,21.99,PG-13
116,4,Classics,CANDIDATE PERDITION,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,2006,English,,4,2.99,70,10.99,R
939,5,Comedy,VERTIGO NORTHWEST,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,2006,English,,4,2.99,90,17.99,R
810,8,Family,SLUMS DUCK,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,2006,English,,5,0.99,147,21.99,PG
572,14,Sci-Fi,METROPOLIS COMA,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,2006,English,,4,2.99,64,9.99,PG-13
478,5,Comedy,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2006,English,,4,2.99,112,10.99,G
775,7,Drama,SEATTLE EXPECATIONS,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006,English,,4,4.99,110,18.99,PG-13
824,8,Family,SPARTACUS CHEAPER,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,2006,English,,4,4.99,52,19.99,NC-17
503,15,Sports,KRAMER CHOCOLATE,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,2006,English,,3,2.99,171,24.99,R
754,5,Comedy,RUSHMORE MERMAID,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,2006,English,,6,2.99,150,17.99,PG-13
6,9,Foreign,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,English,,3,2.99,169,17.99,PG
687,6,Documentary,POCUS PULP,A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory,2006,English,,6,0.99,138,15.99,NC-17
948,13,New,VOICE PEACH,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,2006,English,,6,0.99,139,22.99,PG-13
540,12,Music,LUCKY FLYING,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,2006,English,,7,2.99,97,10.99,PG-13
649,2,Animation,OZ LIAISONS,A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory,2006,English,,4,2.99,85,14.99,R
942,7,Drama,VIETNAM SMOOCHY,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,2006,English,,7,0.99,174,27.99,PG-13
460,9,Foreign,INNOCENT USUAL,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,2006,English,,3,4.99,178,26.99,PG-13
374,14,Sci-Fi,GRAFFITI LOVE,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,2006,English,,3,0.99,117,29.99,PG
484,4,Classics,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006,English,,3,2.99,172,13.99,NC-17
9,11,Horror,ALABAMA DEVIL,A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat,2006,English,,3,2.99,114,21.99,PG-13
641,9,Foreign,ORANGE GRAPES,A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat,2006,English,,4,0.99,76,21.99,PG-13
722,11,Horror,REEF SALUTE,A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon,2006,English,,5,0.99,123,26.99,NC-17
556,10,Games,MALTESE HOPE,A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California,2006,English,,6,4.99,127,26.99,PG-13
97,1,Action,BRIDE INTRIGUE,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,2006,English,,7,0.99,56,24.99,G
807,10,Games,SLEUTH ORIENT,A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India,2006,English,,4,0.99,87,25.99,NC-17
732,1,Action,RINGS HEARTBREAKERS,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,2006,English,,5,0.99,58,17.99,G
141,10,Games,CHICAGO NORTH,A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California,2006,English,,6,4.99,185,11.99,PG-13
831,14,Sci-Fi,SPIRITED CASUALTIES,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,2006,English,,5,0.99,138,20.99,PG-13
340,13,New,FRONTIER CABIN,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,2006,English,,6,4.99,183,14.99,PG-13
139,8,Family,CHASING FIGHT,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,2006,English,,7,4.99,114,21.99,PG
464,2,Animation,INTENTIONS EMPIRE,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,2006,English,,3,2.99,107,13.99,PG-13
730,13,New,RIDGEMONT SUBMARINE,A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan,2006,English,,3,0.99,46,28.99,PG-13
932,5,Comedy,VALLEY PACKER,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,2006,English,,3,0.99,73,21.99,G
30,11,Horror,ANYTHING SAVANNAH,A Epic Story of a Pastry Chef And a Woman who must Chase a Feminist in An Abandoned Fun House,2006,English,,4,2.99,82,27.99,R
96,13,New,BREAKING HOME,A Beautiful Display of a Secret Agent And a Monkey who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,2006,English,,4,2.99,169,21.99,PG-13
241,2,Animation,DONNIE ALLEY,A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan,2006,English,,4,0.99,125,20.99,NC-17
700,8,Family,PRIX UNDEFEATED,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,2006,English,,4,2.99,115,13.99,R
94,8,Family,BRAVEHEART HUMAN,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,2006,English,,7,2.99,176,14.99,PG-13
153,14,Sci-Fi,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,English,,7,0.99,165,18.99,G
968,1,Action,WEREWOLF LOLA,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,2006,English,,6,4.99,79,19.99,G
860,14,Sci-Fi,SUICIDES SILENCE,A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat,2006,English,,4,4.99,93,13.99,G
707,1,Action,QUEST MUSSOLINI,A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory,2006,English,,5,2.99,177,29.99,R
440,9,Foreign,HUNGER ROOF,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,2006,English,,6,0.99,105,21.99,G
552,6,Documentary,MAJESTIC FLOATS,A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station,2006,English,,5,0.99,130,15.99,PG
653,11,Horror,PANIC CLUB,A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon,2006,English,,3,4.99,102,15.99,G
803,7,Drama,SLACKER LIAISONS,A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China,2006,English,,7,4.99,179,29.99,R
28,5,Comedy,ANTHEM LUKE,A Touching Panorama of a Waitress And a Woman who must Outrace a Dog in An Abandoned Amusement Park,2006,English,,5,4.99,91,16.99,PG-13
223,2,Animation,DESIRE ALIEN,A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station,2006,English,,7,2.99,76,24.99,NC-17
731,4,Classics,RIGHT CRANES,A Fateful Character Study of a Boat And a Cat who must Find a Database Administrator in A Jet Boat,2006,English,,7,4.99,153,29.99,PG-13
