assay_type,assay_organism,assay_tax_id,variant_id,assay_cell_type,src_id,curated_by,assay_subcellular_fraction,doc_id,assay_strain,relationship_type,assay_id,confidence_score,cell_id,assay_category,tid,assay_tissue,tissue_id,assay_test_type,bao_format,chembl_id,src_assay_id,description
A,Rattus norvegicus,10116.0,,,1,Intermediate,,10911,,N,12133,1,,,50597,Uterus,995.0,In vivo,BAO_0000218,CHEMBL626600,,Biodistribution studied in the uterus of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram
A,Rattus norvegicus,10116.0,,,1,Intermediate,,10911,,N,12134,1,,,50597,Uterus,995.0,In vivo,BAO_0000218,CHEMBL626601,,Biodistribution studied in the uterus of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram
A,,,,,1,Autocuration,,8081,,U,12135,0,,,22224,,,,BAO_0000019,CHEMBL627484,,C(f=2) is the concentration at which the half life (t1/2) in the time course of inhibition of BChE by DFP increased by twofold in the presence of compound
A,Macaca fascicularis,9541.0,,,1,Intermediate,,17248,,N,12136,1,,,100710,Plasma,1969.0,,BAO_0000218,CHEMBL627485,,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg)
A,Macaca fascicularis,9541.0,,,1,Intermediate,,17248,,N,12137,1,,,100710,Plasma,1969.0,,BAO_0000218,CHEMBL628147,,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not applicable
A,Macaca fascicularis,9541.0,,,1,Intermediate,,17248,,N,12138,1,,,100710,Plasma,1969.0,,BAO_0000218,CHEMBL628148,,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not determined
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17248,,N,12139,1,,,50588,Plasma,1969.0,,BAO_0000218,CHEMBL628149,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg)
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17248,,N,12140,1,,,50588,Plasma,1969.0,,BAO_0000218,CHEMBL628150,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 1
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17248,,N,12141,1,,,50588,Plasma,1969.0,,BAO_0000218,CHEMBL628318,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 2
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17248,,N,12142,1,,,50588,Plasma,1969.0,,BAO_0000218,CHEMBL628319,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg); Not applicable
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,15592,,N,12143,1,,,50588,,,,BAO_0000218,CHEMBL875609,,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )"
A,,,,,1,Autocuration,,7040,,U,12144,0,,,22224,,,,BAO_0000019,CHEMBL628320,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10
A,,,,,1,Autocuration,,7040,,U,12145,0,,,22224,,,,BAO_0000019,CHEMBL628321,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10.5
A,,,,,1,Autocuration,,7040,,U,12146,0,,,22224,,,,BAO_0000019,CHEMBL628322,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 6.8
A,,,,,1,Autocuration,,7040,,U,12147,0,,,22224,,,,BAO_0000019,CHEMBL628323,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.2
A,,,,,1,Autocuration,,7040,,U,12148,0,,,22224,,,,BAO_0000019,CHEMBL628324,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.6
A,,,,,1,Autocuration,,7040,,U,12149,0,,,22224,,,,BAO_0000019,CHEMBL628325,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 8.2
A,,,,,1,Autocuration,,7040,,U,12150,0,,,22224,,,,BAO_0000019,CHEMBL628326,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 9.6
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,9614,,N,12151,1,,,50588,Adrenal medulla,1236.0,,BAO_0000218,CHEMBL628327,,"Concentration of compound in adrenal medulla of dog 2, after administering intravenously"
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,9614,,N,12152,1,,,50588,Adrenal medulla,1236.0,,BAO_0000218,CHEMBL628328,,"Concentration of compound in adrenal medulla of dog1, after administering intravenously"
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,9614,,N,12153,1,,,50588,Blood,178.0,,BAO_0000218,CHEMBL628329,,"Concentration of compound in blood of dog 1, after administering intravenously"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12154,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628330,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration.; dose/g, range 0.23-0.29"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12155,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628331,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.22-0.30"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12156,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628332,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.55-0.71"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12157,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628333,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.57-0.72"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12158,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628334,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 1.51-2.23"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12159,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628335,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 2.30-3.12"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12160,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628336,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 0.93-1.20"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12161,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628337,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.04-2.56"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12162,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628338,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.06-1.70"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12163,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL875610,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.26-2.45"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12164,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628339,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 3.12-4.56"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12165,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628340,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 4.12-6.30"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12166,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL628341,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.14-0.19"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12167,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL622214,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.15-0.19"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12168,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL623167,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.24-0.30"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12169,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL623168,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.44-0.54"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12170,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL623169,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.73-1.19"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12171,1,,,50597,Liver,2107.0,,BAO_0000218,CHEMBL623170,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 1.08-2.31"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12172,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL627224,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration.; dose/g, range 0.34-0.47"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12173,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL875634,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.83-1.21"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12174,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL627225,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.91-1.74"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12175,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL627226,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.99-1.23"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12176,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626083,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.07-1.30"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12177,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626084,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.12-1.39"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12178,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626085,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.51-0.66"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12179,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626086,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.95-1.49"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12180,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626087,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.96-1.35"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12181,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626088,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.18-1.44"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12182,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626089,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.20-1.52"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12183,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626090,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.41-2.17"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12184,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626091,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.28-0.33"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12185,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626092,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.81-1.13"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12186,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626093,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.83-2.11"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12187,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626094,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.94-1.36"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12188,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626095,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.97-1.54"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8608,,N,12189,1,,,50597,Lung,2048.0,,BAO_0000218,CHEMBL626096,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 1.07-1.26"
A,Simiiformes,314293.0,,,1,Autocuration,,15604,,U,12190,0,,,22224,,,,BAO_0000218,CHEMBL626097,,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15604,,N,12191,1,,,50597,,,,BAO_0000218,CHEMBL626098,,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat
A,,,,,1,Autocuration,,1806,,U,12192,0,,,22224,Plasma,1969.0,,BAO_0000218,CHEMBL626099,,compound was evaluated for area under the plasma concentration vs. time curve at different dose 27.5 mg/kg DMP323 equiv
A,,,,,1,Autocuration,,1806,,U,12193,0,,,22224,Plasma,1969.0,,BAO_0000218,CHEMBL626100,,compound was evaluated for area under the plasma concentration vs. time curve at different dose 7.7 mg/kg DMP323 equiv
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17237,,N,12194,1,,,50588,Plasma,1969.0,,BAO_0000218,CHEMBL626101,,AUC 0-inf in dog
A,Cavia porcellus,10141.0,,,1,Intermediate,,17237,,N,12195,1,,,50512,Plasma,1969.0,,BAO_0000218,CHEMBL626102,,AUC 0-inf in guinea pig
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17237,,N,12196,1,,,50588,Plasma,1969.0,,BAO_0000218,CHEMBL626103,,AUC 0-t in dog
A,Cavia porcellus,10141.0,,,1,Intermediate,,17237,,N,12197,1,,,50512,Plasma,1969.0,,BAO_0000218,CHEMBL628391,,AUC 0-t in guinea pig
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15194,,N,12198,1,,,50597,,,,BAO_0000218,CHEMBL628392,,The compound was tested for brain to plasma partition in rat
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15194,,N,12199,1,,,50597,,,,BAO_0000218,CHEMBL628393,,The compound was tested for brain to plasma partition in rat.
A,,,,,1,Autocuration,,8787,,U,12200,0,,,22224,Blood,178.0,,BAO_0000019,CHEMBL628394,,Area under curve was determined for 0-6 hr duration using dihydralazine as reference drug for the peak blood pressure
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17025,,N,12201,1,,,50588,,,,BAO_0000218,CHEMBL628395,,Area under concentration-time curve of compound was determined in dog at 5 mg/kg intravenously admn.
A,Simiiformes,314293.0,,,1,Autocuration,,17025,,U,12202,0,,,22224,,,,BAO_0000218,CHEMBL628396,,Area under concentration-time curve of compound was determined in monkey at 5 mg/kg intravenously admn.
A,Oryctolagus cuniculus,9986.0,,,1,Intermediate,,17025,,N,12203,1,,,50592,,,,BAO_0000218,CHEMBL628397,,Area under concentration-time curve of compound was determined in rabbit at 5 mg/kg intravenously admn.
A,Rattus norvegicus,10116.0,,,1,Intermediate,,17025,,N,12204,1,,,50597,,,,BAO_0000218,CHEMBL628398,,Area under concentration-time curve of compound was determined in rat at 5 mg/kg intravenously admn.
A,Macaca mulatta,9544.0,,,1,Intermediate,,4236,,N,12205,1,,,50797,,,,BAO_0000218,CHEMBL628399,,Area under curve obtained at a dose of 10 mg/kg when administered orally to rhesus monkey
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,15343,,N,12206,1,,,50588,,,,BAO_0000218,CHEMBL628400,,The Plasma area under the compound concentration -time curve was measured in dogs after oral administration of 1 mg/kg dose
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15343,,N,12207,1,,,50597,,,,BAO_0000218,CHEMBL874907,,The Plasma area under the compound concentration -time curve was measured in rats after oral administration of 1 mg/kg dose
A,,,,,1,Autocuration,,17720,,U,12208,0,,,22224,,,,BAO_0000019,CHEMBL628401,,Area under curve of the compound was determined
A,Simiiformes,314293.0,,,1,Autocuration,,17788,,U,12209,0,,,22224,Plasma,1969.0,,BAO_0000218,CHEMBL628402,,AUC in monkeys at a dose of 1 mg/kg
A,Rattus norvegicus,10116.0,,,1,Intermediate,,17788,,N,12210,1,,,50597,Plasma,1969.0,,BAO_0000218,CHEMBL628403,,AUC in rats at a dose of 1 mg/kg
A,,,,,1,Autocuration,,8778,,U,12211,0,,,22224,,,,BAO_0000019,CHEMBL628404,,Compound was evaluated for the overall absorbance loss at pH of 2
A,,,,,1,Autocuration,,8778,,U,12212,0,,,22224,,,,BAO_0000019,CHEMBL628405,,Compound was evaluated for the overall absorbance loss at pH of 4
A,,,,,1,Autocuration,,8778,,U,12213,0,,,22224,,,,BAO_0000019,CHEMBL628406,,Compound was evaluated for the overall absorbance loss at pH of 7
A,Rattus norvegicus,10116.0,,,1,Intermediate,,2249,,N,12214,1,,,50597,,,,BAO_0000218,CHEMBL628407,,Compound was evaluated for its absorption in the rats
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8881,,N,12215,1,,,50597,Urine,1088.0,,BAO_0000218,CHEMBL628408,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8881,,N,12216,1,,,50597,Urine,1088.0,,BAO_0000218,CHEMBL629171,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight.
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8881,,N,12217,1,,,50597,Urine,1088.0,,BAO_0000218,CHEMBL629172,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug
A,Rattus norvegicus,10116.0,,,1,Intermediate,,8881,,N,12218,1,,,50597,Urine,1088.0,,BAO_0000218,CHEMBL629173,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of per moiety tranexamic acid
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12219,1,,,50597,,,,BAO_0000218,CHEMBL629174,,In vitro percent permeability into rat ileum
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12220,1,,,50597,,,,BAO_0000218,CHEMBL629175,,In vitro percent permeability into rat ileum; Range is 10-17
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12221,1,,,50597,,,,BAO_0000218,CHEMBL629176,,In vitro percent permeability into rat ileum; Range is 10-18
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12222,1,,,50597,,,,BAO_0000218,CHEMBL629177,,In vitro percent permeability into rat ileum; Range is 10-19
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12223,1,,,50597,,,,BAO_0000218,CHEMBL629178,,In vitro percent permeability into rat ileum; Range is 12-15
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12224,1,,,50597,,,,BAO_0000218,CHEMBL631869,,In vitro percent permeability into rat ileum; Range is 13-19
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12225,1,,,50597,,,,BAO_0000218,CHEMBL631870,,In vitro percent permeability into rat ileum; Range is 14-17
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12226,1,,,50597,,,,BAO_0000218,CHEMBL631871,,In vitro percent permeability into rat ileum; Range is 15-18
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12227,1,,,50597,,,,BAO_0000218,CHEMBL631872,,In vitro percent permeability into rat ileum; Range is 2-5
A,,,,,1,Autocuration,,15286,,U,12228,0,,,22224,Ileum,2116.0,,BAO_0000221,CHEMBL875775,,In vitro percent permeability into rat ileum; Range is 23-42
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12229,1,,,50597,,,,BAO_0000218,CHEMBL631873,,In vitro percent permeability into rat ileum; Range is 28-36
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12230,1,,,50597,,,,BAO_0000218,CHEMBL631874,,In vitro percent permeability into rat ileum; Range is 29-35
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12231,1,,,50597,,,,BAO_0000218,CHEMBL631875,,In vitro percent permeability into rat ileum; Range is 46-66
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12232,1,,,50597,,,,BAO_0000218,CHEMBL631876,,In vitro percent permeability into rat ileum; Range is 50-68
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12233,1,,,50597,,,,BAO_0000218,CHEMBL631877,,In vitro percent permeability into rat ileum; Range is 78-81
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12234,1,,,50597,,,,BAO_0000218,CHEMBL631878,,In vitro percent permeability into rat ileum; insol indicates not soluble in aqueous buffer
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12235,1,,,50597,,,,BAO_0000218,CHEMBL631879,,In vitro percent permeability into rat ileum; nd indicates not detected
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12236,1,,,50597,,,,BAO_0000218,CHEMBL631880,,In vitro percent permeability into rat ileum; nt indicates not detected
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15286,,N,12237,1,,,50597,,,,BAO_0000218,CHEMBL631881,,In vitro percent permeability into rat ileum; nt indicates not tested
A,Rattus norvegicus,10116.0,,,1,Intermediate,,13770,,N,12238,1,,,50597,,,,BAO_0000218,CHEMBL631882,,Compound was tested for oral absorption in bile-duct cannulated rats
A,Rattus norvegicus,10116.0,,,1,Intermediate,,13770,,N,12239,1,,,50597,,,,BAO_0000218,CHEMBL630749,,Compound was tested for oral absorption in bile-duct cannulated rats.
A,Homo sapiens,9606.0,,,1,Intermediate,,5202,,N,12240,1,,,50587,,,,BAO_0000218,CHEMBL630750,,Oral absorption using Caco-2 cell monolayers.
A,Homo sapiens,9606.0,,,1,Intermediate,,14920,,N,12241,1,,,50587,,,,BAO_0000218,CHEMBL630253,,Percent of the drug absorbed after administration to humans was determined
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14103,,N,12242,1,,,50597,Plasma,1969.0,,BAO_0000218,CHEMBL630254,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 120 minutes.
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14103,,N,12243,1,,,50597,Plasma,1969.0,,BAO_0000218,CHEMBL630255,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 15 minutes.
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14103,,N,12244,1,,,50597,Plasma,1969.0,,BAO_0000218,CHEMBL630256,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 180 minutes.
A,Rattus norvegicus,10116.0,,,1,Intermediate,,13751,,N,12245,1,,,50597,Liver,2107.0,In vivo,BAO_0000218,CHEMBL875781,,"Biodistribution inl liver of mature female Dawley rat after 1h, expressed as percent injected dose/g"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,13751,,N,12246,1,,,50597,Liver,2107.0,In vivo,BAO_0000218,CHEMBL630257,,"Biodistribution inl liver of mature female Dawley rat after 30min, expressed as percent injected dose/g"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,13751,,N,12247,1,,,50597,Liver,2107.0,In vivo,BAO_0000218,CHEMBL630258,,"Biodistribution inl liver of mature female Dawley rat after 45min, expressed as percent injected dose/g"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15807,,N,12248,1,,,50597,,,,BAO_0000218,CHEMBL630259,,"Distribution of radioactivity in rat blood after 2 minutes of iv administration at the dose of 10.05-0.07 gram of tissue, expressed as percent injected dose per gram of tissue"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15807,,N,12249,1,,,50597,Striatum,2435.0,,BAO_0000218,CHEMBL630260,,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 1.89-3.73 g of tissue, expressed as percent injected dose per gram of tissue"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,15807,,N,12250,1,,,50597,Striatum,2435.0,,BAO_0000218,CHEMBL630261,,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 3.44-4.80 g of tissue, expressed as percent injected dose per gram of tissue"
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14950,,N,12251,1,,,50597,,,,BAO_0000218,CHEMBL630262,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat and 5-alpha-DHT was reported
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14950,,N,12252,1,,,50597,,,,BAO_0000218,CHEMBL630263,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 1 hour time
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14950,,N,12253,1,,,50597,,,,BAO_0000218,CHEMBL630264,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 2 hours time
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14950,,N,12254,1,,,50597,,,,BAO_0000218,CHEMBL630265,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 0.5 hours time
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14950,,N,12255,1,,,50597,,,,BAO_0000218,CHEMBL630266,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 4 hours time
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14950,,N,12256,1,,,50597,Kidney,2113.0,,BAO_0000218,CHEMBL630267,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 0.5 hours time
A,Rattus norvegicus,10116.0,,,1,Intermediate,,14950,,N,12257,1,,,50597,Kidney,2113.0,,BAO_0000218,CHEMBL630268,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 4 hours time
