Fiscal year,Youth issues (marker),Organisation name,PBA type,Gender equality (marker),Children issues (marker),FSTC percent,CountryRegion name,Knowledge for development (marker),Fund centre name,Branch name,Sector percent,Project Browser country ID,Enviromental sustainability (marker),ICT as a tool for development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,YE,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,YE,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,AF,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,AF,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,AM,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,AM,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,AZ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,AZ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,BD,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,BD,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,BT,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,BT,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,CN,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,CN,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,GE,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,GE,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,ID,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,ID,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,IN,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,IN,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,IQ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,IQ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,JO,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,JO,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,KG,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,KG,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,KH,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,KH,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,KP,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,KP,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,KZ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,KZ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,LA,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,LA,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,LB,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,LB,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,LK,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,LK,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,MN,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,MN,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,MV,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,MV,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,MY,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,MY,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,NP,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,NP,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,PH,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,PH,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,PK,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,PK,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,PS,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,PS,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,SY,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,SY,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,TH,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,TH,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,TJ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,TJ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,TL,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,TL,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,TM,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,TM,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,TR,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,TR,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,UZ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,UZ,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,VN,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Asia,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,VN,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,ME,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,ME,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,RS,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,RS,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,AL,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,AL,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,BA,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,BA,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,BG,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.3,BG,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Europe,0,ECONOMIC GROWTH - INIT,MFM Global Issues and Development,0.7,BY,0,0,M012500001,Terminating,1150000.0,B5100,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5280,1150000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
