ss_d,ss_rgnsm,src_d,tss_d,dc_d,b_frmt,src_ss_d,dscrptn,ss_sbclllr_frctn,ss_tp,ss_strn,rltnshp_tp,cnfdnc_scr,crtd_b,chmbl_d,cll_d,vrnt_d
2705,,1,1515.0,16404,BAO_0000019,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2A receptor of Rat thoracic aorta,,F,,H,8,Expert,CHEMBL617952,,
2706,,1,1515.0,16404,BAO_0000019,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2A receptor of Rat thoracic aorta; ND is not determined.,,F,,H,8,Autocuration,CHEMBL617953,,
2707,,1,,12861,BAO_0000357,,Binding activity radioligand.,,B,,H,8,Autocuration,CHEMBL617954,,
2708,,1,,12861,BAO_0000019,,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,,B,,H,8,Expert,CHEMBL617955,,
2709,,1,,12861,BAO_0000019,,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,,B,,H,8,Autocuration,CHEMBL857071,,
2710,,1,,12490,BAO_0000019,,Displacement of [3H]DOB binding to 5-hydroxytryptamine 2A receptor from rat cortex homogenate,,B,,H,8,Expert,CHEMBL617270,,
2711,,1,,12827,BAO_0000219,,Binding affinity towards 5-hydroxytryptamine 3 receptor in membranes of N1E-115 neuroblastoma cells using [3H]-ICS 205-930,,B,,H,8,Autocuration,CHEMBL617271,339.0,
2712,,1,,12827,BAO_0000219,,Binding affinity towards 5-hydroxytryptamine 3 receptor in membranes of N1E-115 neuroblastoma cells using [3H]-ICS 205-930; Not determined,,B,,H,8,Autocuration,CHEMBL617272,339.0,
2713,,1,,12918,BAO_0000019,,Binding affinity was evaluated by 5-hydroxytryptamine 2A receptor agonism in the rat cortex by displacing ketanserin,,B,,H,8,Autocuration,CHEMBL617273,,
2714,Rattus norvegicus,1,,12919,BAO_0000019,,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]-ketanserin,,F,,D,9,Expert,CHEMBL617274,,
2715,,1,,17723,BAO_0000357,,Binding affinity towards human serotonin 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617275,,
2716,,1,,6013,BAO_0000357,,Binding affinity towards 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617276,,
2717,,1,,16293,BAO_0000357,,Binding affinity towards human 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617277,,
2718,,1,,3857,BAO_0000019,,Binding affinity using [125I]DOI as radioligand with membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor,,B,,H,8,Expert,CHEMBL617278,,
2719,,1,,3857,BAO_0000019,,Binding affinity using [125I]DOI as radioligand with membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor; Not determined,,B,,H,8,Expert,CHEMBL617279,,
2720,,1,,3857,BAO_0000019,,Binding affinity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor,,B,,H,8,Expert,CHEMBL617280,,
2721,,1,,15363,BAO_0000357,,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617281,,
2722,,1,,15363,BAO_0000357,,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617282,,
2723,,1,,16441,BAO_0000019,,Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]mesulergine,,B,,H,8,Expert,CHEMBL617283,,
2724,,1,,16441,BAO_0000019,,Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]-mesulergine; ND is No Data.,,B,,H,8,Expert,CHEMBL617284,,
2725,,1,,4176,BAO_0000219,,In vitro binding affinity towards human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells was determined using [3H]mesulergine as radioligand,,B,,H,8,Autocuration,CHEMBL617285,722.0,
2726,,1,,17085,BAO_0000019,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617286,,
2727,Homo sapiens,1,,17200,BAO_0000357,,Inhibitory constant against cloned human 5-hydroxytryptamine 2C receptor using with [125I]- DOI radioligand,,B,,D,9,Expert,CHEMBL617287,,
2728,,1,,5088,BAO_0000357,,Binding affinity towards human 5-hydroxytryptamine 2C receptor.,,B,,H,8,Expert,CHEMBL617288,,
2729,,1,,5088,BAO_0000357,,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]DOB as radioligand,,B,,H,8,Autocuration,CHEMBL617289,,
2730,,1,,5088,BAO_0000357,,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,,B,,H,8,Autocuration,CHEMBL872917,,
2731,,1,,5088,BAO_0000357,,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,,B,,H,8,Autocuration,CHEMBL617290,,
2732,,1,,16659,BAO_0000219,,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,,B,,H,8,Autocuration,CHEMBL617291,449.0,
2733,,1,,16659,BAO_0000219,,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells; ND is no data,,B,,H,8,Autocuration,CHEMBL617292,449.0,
2734,,1,,17451,BAO_0000219,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,B,,H,8,Autocuration,CHEMBL617293,723.0,
2735,Homo sapiens,1,,6857,BAO_0000219,,Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,F,,D,9,Expert,CHEMBL617294,449.0,
2736,,1,,3857,BAO_0000019,,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,,B,,H,8,Expert,CHEMBL617295,,
2737,,1,,12861,BAO_0000357,,Binding activity radioligand.,,B,,H,8,Autocuration,CHEMBL617296,,
2738,,1,,12861,BAO_0000019,,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,,B,,H,8,Autocuration,CHEMBL617297,,
2739,,1,,5104,BAO_0000219,,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand,,B,,H,8,Expert,CHEMBL617298,449.0,
2740,,1,,5105,BAO_0000219,,Binding affinity at human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells by [3H]mesulergine displacement.,,B,,H,8,Expert,CHEMBL617299,449.0,
2741,,1,,5105,BAO_0000219,,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand; NT means not tested,,B,,H,8,Autocuration,CHEMBL617300,449.0,
2742,,1,,5254,BAO_0000357,,Binding affinity against 5-HT2C receptor,,B,,H,8,Autocuration,CHEMBL617454,,
2743,,1,,13267,BAO_0000219,,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,,B,,H,8,Autocuration,CHEMBL617505,722.0,
2744,Homo sapiens,1,,14157,BAO_0000219,,Displacement of [3H]mesulergine from 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells,,B,,D,9,Expert,CHEMBL617506,722.0,
2745,Homo sapiens,1,,12936,BAO_0000219,,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,,B,,D,9,Expert,CHEMBL617507,722.0,
2746,,1,,14068,BAO_0000357,,Binding affinity against human 5-hydroxytryptamine 2C receptor using displacement of [3H]DOB,,B,,H,8,Expert,CHEMBL617508,,
2747,Homo sapiens,1,,12936,BAO_0000219,,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,,B,,D,9,Expert,CHEMBL857982,722.0,
2748,Homo sapiens,1,,4540,BAO_0000219,,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand,,B,,D,9,Expert,CHEMBL617509,722.0,
2749,Homo sapiens,1,,4540,BAO_0000219,,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand; Nd means not determined,,B,,D,9,Expert,CHEMBL617510,722.0,
2750,,1,,6166,BAO_0000357,,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor was determined,,B,,H,8,Autocuration,CHEMBL617511,,
2751,,1,,17296,BAO_0000219,,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptors in HEK 293 cells using [3H]mesulergine as radioligand,,B,,H,8,Autocuration,CHEMBL617512,722.0,
2752,,1,,17296,BAO_0000219,,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptorswithouteffect in HEK 293 cells using [3H]mesulergine as radioligand,,B,,H,8,Autocuration,CHEMBL617749,722.0,
2753,,1,,15779,BAO_0000219,,Binding affinity towards 5-HT2C (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,B,,H,8,Autocuration,CHEMBL617750,722.0,
2754,,1,,15779,BAO_0000219,,Binding affinity towards 5-hydroxytryptamine 2C receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,B,,H,8,Autocuration,CHEMBL617751,722.0,
2755,,1,,14391,BAO_0000219,,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells using [3H]mesulergine as radioligand,,B,,H,8,Expert,CHEMBL617752,722.0,
2756,,1,,15779,BAO_0000219,,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand",,B,,H,8,Autocuration,CHEMBL617753,722.0,
2757,,1,,15851,BAO_0000219,,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2C in HEK293 cells, using [3H]mesulergine as radioligand.",,B,,H,8,Expert,CHEMBL617754,722.0,
2758,Homo sapiens,1,,15851,BAO_0000219,,Displacement of [3H]mesulergine from human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells; compound insoluble,,B,,D,9,Expert,CHEMBL617755,722.0,
2759,,1,,15779,BAO_0000219,,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand; no data",,B,,H,8,Autocuration,CHEMBL617756,722.0,
2760,,1,,3832,BAO_0000219,,Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by displacement of [3H]mesulergine,,B,,H,8,Expert,CHEMBL617757,722.0,
2761,,1,,3833,BAO_0000219,,In vitro binding affinity at human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by [3H]mesulergine displacement.,,B,,H,8,Expert,CHEMBL617758,722.0,
2762,,1,,17451,BAO_0000219,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand,,B,,H,8,Autocuration,CHEMBL617759,723.0,
2763,,1,,4199,BAO_0000219,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine as the radioligand,,B,,H,8,Autocuration,CHEMBL617760,722.0,
2764,,1,,1883,BAO_0000219,,Displacement of [3H]mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO-K1 cells,,B,,H,8,Expert,CHEMBL617761,485.0,
2765,Homo sapiens,1,,4321,BAO_0000357,,Binding affinity against 5-hydroxytryptamine 2C receptor,,B,,D,9,Expert,CHEMBL617762,,
2766,,1,,14875,BAO_0000357,,Compound was tested for binding affinity against human 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617763,,
2767,,1,,15146,BAO_0000219,,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine,,B,,H,8,Autocuration,CHEMBL857983,722.0,
2768,,1,,5213,BAO_0000219,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2C receptor in HEK 293 using [3H]mesulergine as a radioligand,,B,,H,8,Autocuration,CHEMBL617764,722.0,
2769,,1,,16404,BAO_0000219,,Inhibitory constant on human 5-hydroxytryptamine 2C receptor transfected in to HeLa cells,,B,,H,8,Autocuration,CHEMBL617765,308.0,
2770,,1,,13267,BAO_0000019,,Selectivity as the ratio of Ki value towards 5-hydroxytryptamine 2C receptor to that of pA2 value towards 5-hydroxytryptamine 2B receptor,,F,,H,8,Autocuration,CHEMBL617766,,
2771,,1,10000000.0,13267,BAO_0000221,,The binding affinity (pKi) measured against 5-hydroxytryptamine 3 receptor of rat hippocampus and entorhinal cortex using [3H]granisetron as radioligand,,F,,H,8,Autocuration,CHEMBL617767,,
2772,,1,,14818,BAO_0000219,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2C receptor in HEK293 cells using [3H]mesulergine.,,B,,H,8,Autocuration,CHEMBL617768,722.0,
2773,,1,,4829,BAO_0000219,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]5-mesulergine as radioligand",,B,,H,8,Autocuration,CHEMBL617769,722.0,
2774,,1,,13463,BAO_0000357,,Binding affinity analysed on 5-HT 2C in human clone using [3H]mesulergine as radioligand,,B,,H,8,Autocuration,CHEMBL858023,,
2775,,1,945.0,13463,BAO_0000019,,Binding affinity analysed on 5-HT 2C in rat stomach fundus,,B,,H,8,Autocuration,CHEMBL617770,,
2776,,1,945.0,13463,BAO_0000019,,Binding affinity analysed towards 5-HT 2C in rat stomach fundus,,B,,H,8,Autocuration,CHEMBL617771,,
2777,,1,,12652,BAO_0000219,,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2C receptor in A9 cells,,F,,H,8,Autocuration,CHEMBL617772,625.0,
2778,,1,,4682,BAO_0000219,,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,,B,,H,8,Autocuration,CHEMBL617773,723.0,
2779,,1,,4682,BAO_0000219,,Binding affinity to 5-hydroxytryptamine 2C receptor measured using radioligand [3H]Mesulergine in stably transfected NIH3T3 cells,,B,,H,8,Autocuration,CHEMBL617850,723.0,
2780,,1,,4682,BAO_0000219,,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,,B,,H,8,Autocuration,CHEMBL617851,723.0,
2781,,1,,12652,BAO_0000019,,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2C receptor,,F,,H,8,Autocuration,CHEMBL617852,,
2782,Mus musculus,1,945.0,13463,BAO_0000019,,Binding affinity analysed on 5-HT 2C in rat stomach fundus.,,B,,H,8,Autocuration,CHEMBL858024,,
2783,Rattus norvegicus,1,945.0,13463,BAO_0000019,,Binding affinity towards 5-HT 2C receptor in rat stomach fundus,,B,,D,9,Expert,CHEMBL617853,,
2784,,1,,13969,BAO_0000357,,Binding affinity against 5-Hydroxytryptamine 2C Receptor was measured using [3H]N-methyl-mesulergine as radioligand,,B,,H,8,Expert,CHEMBL617854,,
2785,Sus scrofa,1,,13392,BAO_0000357,,Binding affinity for 5-hydroxytryptamine 2C receptor,,B,,H,8,Expert,CHEMBL873477,,
2786,,1,,13392,BAO_0000357,,Binding affinity towards 5-hydroxytryptamine 2C receptor,,B,,H,8,Expert,CHEMBL617855,,
2787,,1,,14430,BAO_0000019,,Affinity towards 5-hydroxytryptamine 2C receptor in membranes from pig choroid plexus using [3H]N-methyl-mesulergine,,B,,H,8,Expert,CHEMBL617856,,
2788,,1,,1742,BAO_0000019,,Compound was tested for its ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor in pig cortex,,B,,H,8,Autocuration,CHEMBL617857,,
2789,,1,,14286,BAO_0000249,,In vitro inhibitory concentration against radioligand [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in pig cortical membrane,,B,,H,8,Autocuration,CHEMBL617858,,
2790,,1,,5619,BAO_0000357,,Binding affinity towards pig 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617859,,
2791,,1,,15086,BAO_0000357,,The compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617860,,
2792,,1,,12861,BAO_0000357,,Binding activity radioligand.,,B,,H,8,Autocuration,CHEMBL617861,,
2793,,1,,12861,BAO_0000019,,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,,B,,H,8,Expert,CHEMBL617862,,
2794,,1,,12861,BAO_0000019,,Binding activity against 5-hydroxytryptamine 3 receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,,B,,H,8,Autocuration,CHEMBL617863,,
2795,,1,,12827,BAO_0000249,,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT,,B,,H,8,Autocuration,CHEMBL617864,,
2796,,1,,12827,BAO_0000249,,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT; Not determined,,B,,H,8,Autocuration,CHEMBL617649,,
2797,Sus scrofa,1,,12919,BAO_0000019,,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,,F,,H,8,Expert,CHEMBL617650,,
2798,Sus scrofa,1,,12919,BAO_0000019,,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,,F,,H,8,Expert,CHEMBL617651,,
2799,Sus scrofa,1,,16429,BAO_0000357,,In vitro binding affinity at 5-hydroxytryptamine 2C receptor in pig choroid plexus using 3[H]mesulergine as the radioligand,,B,,H,8,Autocuration,CHEMBL617652,,
2800,Sus scrofa,1,,773,BAO_0000019,,In Vitro Binding affinity againist 5-hydroxytryptamine 2C receptor by displacing [3H]mesulergine from pig cortex,,B,,H,8,Autocuration,CHEMBL857072,,
2801,Sus scrofa,1,,5033,BAO_0000357,,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617653,,
2802,,1,,12861,BAO_0000019,,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,,B,,H,8,Autocuration,CHEMBL617654,,
2803,,1,,14093,BAO_0000019,,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2C receptor,,F,,H,8,Autocuration,CHEMBL617655,,
2804,,1,,14970,BAO_0000357,,Binding affinity towards 5-HT2C receptor from rat using [3H]mesulergine as radioligand,,B,,H,8,Expert,CHEMBL617656,,
2805,,1,,14970,BAO_0000357,,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand,,B,,H,8,Autocuration,CHEMBL617657,,
2806,,1,,14970,BAO_0000357,,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand; Not tested,,B,,H,8,Autocuration,CHEMBL617658,,
2807,Rattus norvegicus,1,,14178,BAO_0000357,,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2C receptor,,B,,D,9,Expert,CHEMBL617659,,
2808,Rattus norvegicus,1,,14178,BAO_0000357,,Inhibition of radiolabeled [3H]mesulergine ligand binding to 5-hydroxytryptamine 2C receptor,,B,,D,9,Expert,CHEMBL617838,,
2809,Rattus norvegicus,1,,14229,BAO_0000249,,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in rat brain membranes,Brain membranes,B,,D,9,Expert,CHEMBL617839,,
2810,,1,,16532,BAO_0000357,,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine; Not tested,,B,,H,8,Autocuration,CHEMBL617840,,
2811,,1,,14826,BAO_0000019,,Ability to displace [3H]mesulergine bound to 5-hydroxytryptamine 2C receptor in rat cortex,,B,,H,8,Autocuration,CHEMBL617841,,
2812,,1,,17211,BAO_0000019,,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-HT2C receptor,,B,,H,8,Autocuration,CHEMBL875915,,
2813,,1,,17211,BAO_0000219,,Displacement of [3H]mesulergine (0.5 nM) from rat 5-hydroxytryptamine 2C receptor expressed in SR-3T3 cells,,B,,H,8,Expert,CHEMBL617842,,
2814,,1,,13246,BAO_0000219,,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor in NIH3T3 cell line membranes,,B,,H,8,Expert,CHEMBL617843,723.0,
2815,,1,,13246,BAO_0000357,,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor.,,B,,H,8,Expert,CHEMBL617844,,
2816,,1,,12457,BAO_0000357,,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2C receptor,,B,,H,8,Expert,CHEMBL617845,,
2817,,1,,12457,BAO_0000219,,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2C receptor,,B,,H,8,Expert,CHEMBL617846,723.0,
2818,,1,,4707,BAO_0000357,,Binding affinity towards rat 5-hydroxytryptamine 2C receptor was determined using [125I]- DOI as radioligand,,B,,H,8,Autocuration,CHEMBL617847,,
2819,,1,,13297,BAO_0000357,,Binding affinity against 5-hydroxytryptamine 2C receptor,,B,,H,8,Expert,CHEMBL617848,,
2820,,1,,16633,BAO_0000357,,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,,B,,H,8,Autocuration,CHEMBL617849,,
2821,,1,,16133,BAO_0000357,,Binding affinity against rat 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,,B,,H,8,Expert,CHEMBL621507,,
2822,,1,,16326,BAO_0000357,,Binding affinity at cloned rat 5-hydroxytryptamine 2C receptor using [3H]DOI as radioligand,,B,,H,8,Expert,CHEMBL621508,,
2823,,1,,14423,BAO_0000019,,Binding affinity against 5-hydroxytryptamine 2C receptor from rat cortex using [3H]mesulergine as the radioligand.,,B,,H,8,Autocuration,CHEMBL621509,,
2824,,1,,15412,BAO_0000019,,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex,,B,,H,8,Autocuration,CHEMBL621510,,
2825,,1,,15412,BAO_0000019,,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex.,,B,,H,8,Autocuration,CHEMBL621511,,
2826,,1,,15558,BAO_0000219,,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor,,B,,H,8,Expert,CHEMBL621512,625.0,
2827,,1,,16633,BAO_0000357,,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,,B,,H,8,Autocuration,CHEMBL621513,,
2828,,1,,6013,BAO_0000357,,Binding affinity towards cloned rat 5-hydroxytryptamine 2C receptor from fundus tissue by [3H]mesulergine displacement.,,B,,H,8,Expert,CHEMBL621514,,
2829,,1,,17175,BAO_0000219,,Binding affinity towards rat 5-hydroxytryptamine 2C receptor expressed in A-9 cells using [3H]mesulergine as radioligand,,B,,H,8,Expert,CHEMBL621515,,
2830,,1,,12469,BAO_0000219,,Binding affinity was measured on 5-hydroxytryptamine 2C receptor in J1 cells transfected with rat 5-HT2C gene labeled with [3H]mesulergine,,B,,H,8,Autocuration,CHEMBL621516,,
2831,,1,5383.0,3682,BAO_0000019,,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2C receptor in homogenate of caudate putamen tissue from rat brain,,B,,H,8,Autocuration,CHEMBL621517,,
2832,,1,,4932,BAO_0000357,,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2C receptor in cloned rat cell culture,,B,,H,8,Autocuration,CHEMBL621518,,
2833,,1,,4932,BAO_0000019,,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2C receptor in cloned rat prefrontal cortex homogenate; ND denotes no data,,B,,H,8,Autocuration,CHEMBL621519,,
2834,,1,,3935,BAO_0000357,,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL621520,,
2835,,1,,15818,BAO_0000357,,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL621521,,
2836,,1,,15818,BAO_0000357,,Compound was evaluated for its binding affinity towards rat r5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL621522,,
2837,,1,,14749,BAO_0000219,,Binding affinity against rat 5-hydroxytryptamine 2C receptor in A-9 cells.,,B,,H,8,Expert,CHEMBL621523,,
2838,,1,,15740,BAO_0000357,,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL621524,,
2839,Rattus norvegicus,1,,17133,BAO_0000357,,In vitro binding to 5-hydroxytryptamine 2C receptor using [125 I]-DOI,,B,,D,9,Expert,CHEMBL621525,,
2840,,1,,16532,BAO_0000357,,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine,,B,,H,8,Autocuration,CHEMBL872921,,
2841,,1,,12369,BAO_0000357,,The compound evaluated for its affinity against 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL621526,,
2842,,1,,12369,BAO_0000219,,Affinity against 5-hydroxytryptamine 2C receptor in J1 cells transfected with the rat 5-HT2C gene labeled with [3H]mesulergine.,,B,,H,8,Expert,CHEMBL621527,,
2843,Rattus norvegicus,1,,2309,BAO_0000019,,Binding affinity against 5-hydroxytryptamine 2C receptor in rat choroid plexus using [3H]N-methyl-mesulergine,,B,,D,9,Expert,CHEMBL617865,,
2844,,1,,12953,BAO_0000357,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor,,B,,H,8,Autocuration,CHEMBL617866,,
2845,,1,,12953,BAO_0000019,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor from rat cortex using [3H]-citalopram as radioligand; Nonactive at 10 uM,,B,,H,8,Autocuration,CHEMBL617867,,
2846,,1,,12953,BAO_0000357,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand; Nonactive at 10 uM,,B,,H,8,Autocuration,CHEMBL617487,,
2847,,1,,12953,BAO_0000357,,Binding affinity for 5-hydroxytryptamine 2C receptor,,B,,H,8,Expert,CHEMBL617488,,
2848,,1,,17133,BAO_0000357,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 2C receptor using [125 I]-DOI as radioligand; Not determined,,B,,H,8,Autocuration,CHEMBL617489,,
2849,,1,,17211,BAO_0000019,,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT denotes not tested,,B,,H,8,Autocuration,CHEMBL617490,,
2850,,1,,17211,BAO_0000019,,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT=not tested,,B,,H,8,Autocuration,CHEMBL617491,,
2851,,1,,14025,BAO_0000019,,Affinity pKi for 5-hydroxytryptamine 2C receptor was measured in rat cortex homogenates.,,B,,H,8,Autocuration,CHEMBL617492,,
2852,,1,,14998,BAO_0000019,,Binding affinity against 5-hydroxytryptamine 2C receptor in rat cortex homogenates.,,B,,H,8,Autocuration,CHEMBL617493,,
