ammontare,personale_id,noleggio_id,pagamento_id,cliente_id,data_pagamento
0.99,2,14028,4320,158,2005-08-20 21:23:03
7.99,2,1209,3951,146,2005-06-15 02:31:12
4.99,1,13780,385,14,2006-02-14 15:16:03
4.99,2,14889,8134,299,2005-08-22 04:10:10
2.99,2,3328,7899,292,2005-06-21 09:08:44
6.99,1,9579,975,35,2005-07-31 02:59:20
0.99,2,1036,11797,438,2005-05-31 05:21:10
5.99,1,3784,4471,165,2005-07-06 13:57:56
5.99,1,4419,1074,39,2005-07-07 22:06:24
0.99,2,887,420,16,2005-05-30 07:10:00
6.99,2,1276,10501,388,2005-06-15 08:00:13
3.99,2,872,14711,548,2005-05-30 05:03:04
3.99,2,9654,13646,506,2005-07-31 05:57:42
4.99,1,14688,5945,219,2005-08-21 20:32:37
0.99,1,10734,562,21,2005-08-01 19:28:47
0.99,1,386,2934,109,2005-05-27 10:26:31
4.99,1,7066,5032,185,2005-07-27 03:53:52
2.99,1,6618,8835,327,2005-07-12 08:41:42
9.99,2,4983,2201,81,2005-07-09 00:34:16
3.99,1,11051,12051,446,2005-08-02 06:23:39
4.99,1,9331,7417,274,2005-07-30 17:46:50
4.99,2,10047,6607,244,2005-07-31 19:07:43
1.99,1,614,8328,307,2005-05-28 15:33:28
2.99,1,11174,8864,328,2005-08-02 10:32:11
2.99,1,13291,6584,243,2005-08-19 18:32:11
2.99,1,11454,5412,199,2005-08-02 21:04:39
0.99,2,8738,5708,210,2005-07-29 18:32:47
2.99,1,10078,4125,151,2005-07-31 20:02:02
1.99,1,2431,7984,295,2005-06-18 17:53:03
3.99,1,13853,5065,186,2005-08-20 14:47:02
7.99,1,3499,13993,520,2005-07-06 00:04:20
6.99,2,13050,3552,131,2005-08-19 09:31:23
6.99,1,5937,15540,580,2005-07-10 22:16:08
2.99,1,13228,15308,571,2005-08-19 16:08:16
6.99,1,4858,12063,447,2005-07-08 18:53:24
4.99,1,54,7872,291,2005-05-25 07:23:25
5.99,2,9596,1526,55,2005-07-31 03:28:47
4.99,1,12152,9933,367,2005-08-18 00:21:35
4.99,2,11644,11821,438,2005-08-17 04:49:46
4.99,2,7487,1603,58,2005-07-27 19:32:45
0.99,1,5951,15773,589,2005-07-10 23:14:29
2.99,1,15244,7346,271,2005-08-22 17:48:42
0.99,1,6556,15275,570,2005-07-12 05:10:16
1.99,1,14935,10301,380,2005-08-22 05:47:31
3.99,2,12592,8289,305,2005-08-18 16:17:50
2.99,1,13609,8867,328,2005-08-20 06:11:51
8.99,1,4084,11892,441,2005-07-07 05:16:00
4.99,1,15148,9706,359,2005-08-22 13:59:19
0.99,2,14980,13963,518,2005-08-22 07:16:45
0.99,1,573,2,1,2005-05-28 10:35:23
0.99,1,7795,1051,38,2005-07-28 07:28:16
3.99,2,11053,1385,50,2005-08-02 06:27:13
1.99,2,3630,2742,102,2005-07-06 06:27:15
2.99,1,12163,12298,455,2005-08-18 00:46:01
0.99,2,5044,3987,147,2005-07-09 03:30:25
4.99,2,6692,10064,372,2005-07-12 12:35:39
7.99,1,4472,9280,343,2005-07-08 00:22:06
4.99,1,5889,13245,491,2005-07-10 19:54:41
4.99,1,8168,9869,365,2005-07-28 21:28:32
4.99,1,5371,11490,425,2005-07-09 18:47:48
0.99,1,7563,12234,453,2005-07-27 22:25:36
2.99,1,1032,6346,236,2005-05-31 04:28:43
4.99,2,7818,8181,301,2005-07-28 08:25:00
3.99,2,9290,13480,500,2005-07-30 15:59:08
2.99,2,157,9295,344,2005-05-26 01:25:21
0.99,1,13486,7436,274,2006-02-14 15:16:03
4.99,2,5549,4430,163,2005-07-10 02:58:29
2.99,2,4982,4410,162,2005-07-09 00:30:52
6.99,2,1795,1539,56,2005-06-16 20:09:01
0.99,1,361,15710,587,2005-05-27 07:03:28
8.99,1,10559,4733,174,2005-08-01 13:02:58
6.99,2,9907,3241,120,2005-07-31 14:39:50
2.99,2,2163,3508,130,2005-06-17 23:46:16
5.99,2,15324,2551,93,2005-08-22 20:23:13
2.99,2,8547,11816,438,2005-07-29 11:10:15
6.99,2,12680,7000,259,2005-08-18 19:43:46
4.99,1,15469,16007,597,2005-08-23 01:29:59
8.99,2,13560,1559,56,2005-08-20 04:17:16
0.99,2,13240,4884,179,2005-08-19 16:22:14
8.99,2,2965,1263,46,2005-06-20 07:33:38
6.99,1,10773,4935,181,2005-08-01 20:53:45
6.99,1,14088,13961,518,2005-08-20 23:57:24
6.99,1,4871,5698,210,2005-07-08 19:19:52
1.99,1,15600,3056,113,2005-08-23 06:31:24
6.99,1,15157,15558,580,2005-08-22 14:30:09
3.99,2,14768,15286,570,2005-08-21 23:44:53
3.99,2,1745,4826,178,2005-06-16 16:41:16
0.99,1,3582,8054,297,2005-07-06 04:10:35
6.99,1,4443,10534,389,2005-07-07 23:05:53
2.99,2,12127,15612,582,2006-02-14 15:16:03
3.99,2,7988,13930,517,2005-07-28 14:37:18
5.99,1,12904,6947,257,2005-08-19 04:10:50
5.99,1,8414,11678,433,2005-07-29 06:48:35
2.99,1,10763,7484,276,2005-08-01 20:32:27
4.99,2,833,11272,417,2005-05-29 23:21:56
3.99,2,13200,15480,577,2005-08-19 14:55:58
3.99,2,15930,10270,379,2005-08-23 18:26:51
7.99,1,3622,12259,454,2005-07-06 06:05:04
0.99,1,5440,8967,332,2005-07-09 21:45:17
4.99,1,6970,11303,418,2005-07-27 00:26:14
5.99,1,15213,4513,166,2005-08-22 16:49:02
5.99,1,10853,1142,41,2005-08-02 00:00:54
3.99,1,13033,9309,344,2005-08-19 08:34:39
6.99,1,13695,6977,258,2005-08-20 09:13:25
0.99,2,5379,12844,475,2005-07-09 19:08:03
6.99,2,6755,3398,126,2005-07-12 15:07:49
2.99,2,9033,974,35,2005-07-30 06:07:42
1.99,1,5059,10718,396,2005-07-09 04:28:01
6.99,2,11545,6944,257,2005-08-17 00:56:06
2.99,1,5567,3988,147,2005-07-10 03:36:46
2.99,1,2250,180,7,2005-06-18 05:03:36
2.99,1,8124,9654,357,2005-07-28 19:28:58
2.99,2,3265,11778,437,2005-06-21 04:23:13
3.99,1,15541,4056,148,2005-08-23 04:13:53
5.99,2,894,10809,400,2005-05-30 08:31:31
0.99,2,1676,4631,171,2005-06-16 11:06:09
1.99,2,14433,10853,401,2005-08-21 11:36:34
4.99,1,2208,3559,132,2005-06-18 02:22:07
2.99,2,6036,8058,297,2005-07-11 03:02:28
3.99,2,15496,7466,275,2005-08-23 02:30:23
7.99,2,2578,7215,267,2005-06-19 04:40:06
0.99,1,15506,14850,553,2005-08-23 02:48:24
0.99,1,15786,10052,371,2005-08-23 13:48:34
1.99,1,15072,10969,405,2005-08-22 10:58:45
7.99,2,8242,2680,99,2005-07-29 00:34:27
4.99,1,14396,9547,353,2005-08-21 10:24:54
8.99,2,2022,14689,547,2005-06-17 12:44:39
0.99,2,12872,1507,54,2005-08-19 02:57:37
5.99,1,12213,4284,157,2005-08-18 02:33:55
2.99,1,4360,2511,92,2005-07-07 19:31:12
3.99,1,7329,6097,226,2005-07-27 13:55:34
0.99,1,342,14508,539,2005-05-27 04:11:04
1.99,1,5952,15934,595,2005-07-10 23:18:20
0.99,2,886,10642,393,2005-05-30 06:54:51
3.99,2,6331,7998,295,2005-07-11 19:17:21
0.99,2,776,3030,113,2005-05-29 13:35:35
5.99,2,15888,8694,321,2005-08-23 16:56:14
7.99,1,14256,8954,331,2005-08-21 05:52:27
7.99,1,4978,7561,279,2005-07-09 00:22:02
4.99,1,764,4058,149,2005-05-29 11:37:35
5.99,1,14007,7701,284,2005-08-20 20:22:47
4.99,2,14251,13138,486,2005-08-21 05:42:20
2.99,2,10157,6262,232,2005-07-31 22:38:48
3.99,2,12061,14329,532,2005-08-17 21:13:35
0.99,2,2513,13866,515,2005-06-18 23:53:15
1.99,1,8631,14975,559,2005-07-29 14:08:06
4.99,2,1153,13632,506,2005-05-31 21:36:44
7.99,2,8009,10068,372,2005-07-28 15:25:58
3.99,2,14600,6888,255,2005-08-21 17:45:21
5.99,2,14322,5999,221,2005-08-21 08:06:30
4.99,2,10002,8742,323,2005-07-31 17:48:16
2.99,2,11071,7971,294,2005-08-02 07:10:53
2.99,2,36,2388,88,2005-05-25 04:36:26
4.99,1,5395,3535,131,2005-07-09 19:42:37
4.99,1,10331,15411,575,2005-08-01 04:57:14
2.99,2,13552,15505,578,2005-08-20 04:03:51
4.99,1,9481,12995,481,2005-07-30 23:26:05
3.99,1,2651,15429,576,2005-06-19 10:22:56
9.99,2,14412,3275,121,2005-08-21 11:02:09
0.99,2,9671,3604,133,2005-07-31 06:33:41
4.99,2,15690,14872,554,2005-08-23 09:53:30
4.99,2,6299,8763,324,2005-07-11 17:45:08
3.99,1,903,5322,197,2005-05-30 10:11:29
5.99,2,8329,2919,108,2005-07-29 04:06:33
5.99,1,14330,2299,84,2005-08-21 08:29:20
0.99,1,5552,730,27,2005-07-10 03:01:19
6.99,1,6279,1342,49,2005-07-11 16:26:07
4.99,1,11449,11960,443,2005-08-02 20:44:43
2.99,2,15480,15482,577,2005-08-23 01:57:20
8.99,2,5890,14407,535,2005-07-10 20:00:25
4.99,2,6649,1579,57,2005-07-12 10:51:09
0.99,2,10720,8820,326,2005-08-01 19:04:33
2.99,1,4196,15105,564,2005-07-07 11:06:33
2.99,1,2073,11086,410,2005-06-17 16:33:59
2.99,1,4975,2713,101,2005-07-09 00:02:46
2.99,2,6428,5088,187,2005-07-12 00:01:51
5.99,2,14394,3184,118,2005-08-21 10:23:10
6.99,1,8538,13478,500,2005-07-29 10:45:17
6.99,1,987,279,11,2005-05-30 22:59:12
2.99,2,7599,2369,87,2005-07-27 23:38:46
6.99,2,13605,14073,522,2005-08-20 06:06:17
4.99,2,10504,14273,530,2005-08-01 11:10:55
1.99,2,1370,10714,396,2005-06-15 14:31:05
6.99,1,9105,7085,262,2005-07-30 08:50:25
2.99,1,15851,12689,469,2005-08-23 15:46:33
4.99,2,4339,3512,130,2005-07-07 18:41:42
4.99,2,5487,9224,341,2005-07-10 00:01:50
0.99,1,1363,5325,197,2005-06-15 14:05:11
4.99,1,810,9337,346,2005-05-29 19:12:04
4.99,2,6466,6330,235,2005-07-12 01:21:03
6.99,1,10742,11259,416,2005-08-01 19:53:13
8.99,1,2506,2222,82,2005-06-18 23:29:53
4.99,1,834,2271,84,2005-05-29 23:24:30
4.99,2,8733,12148,450,2005-07-29 18:26:34
4.99,2,15859,12558,465,2005-08-23 16:08:15
0.99,2,4678,5925,219,2005-07-08 10:30:40
5.99,1,14672,8799,325,2005-08-21 19:59:33
4.99,2,9441,13976,519,2005-07-30 21:43:28
4.99,2,13783,777,28,2005-08-20 12:11:03
4.99,2,7511,15827,591,2005-07-27 20:38:40
1.99,2,6884,455,17,2005-07-12 20:52:41
4.99,1,12920,13777,511,2005-08-19 04:32:32
0.99,1,4658,4496,166,2005-07-08 09:51:11
5.99,1,61,6737,250,2005-05-25 09:01:57
5.99,2,15546,6039,223,2005-08-23 04:20:38
0.99,2,14414,13886,515,2005-08-21 11:08:17
4.99,2,7318,8180,301,2005-07-27 13:25:31
4.99,2,4736,2153,79,2005-07-08 13:22:55
3.99,1,13410,2821,104,2005-08-19 22:41:44
3.99,1,11399,15145,565,2005-08-02 18:56:28
6.99,2,6125,8341,307,2005-07-11 08:03:35
5.99,1,6199,2175,80,2005-07-11 12:16:03
5.99,2,7306,5614,207,2005-07-27 12:57:26
4.99,2,2717,5424,200,2005-06-19 14:46:10
4.99,1,2119,15026,561,2005-06-17 20:34:42
4.99,2,5278,14314,532,2005-07-09 14:44:23
3.99,1,9090,2814,104,2005-07-30 08:24:42
4.99,1,10871,2050,75,2005-08-02 00:27:24
4.99,2,971,15022,561,2005-05-30 20:10:52
2.99,1,11708,15604,582,2005-08-17 07:26:47
2.99,2,12550,3746,138,2005-08-18 14:40:38
5.99,2,11719,9148,338,2005-08-17 07:46:05
4.99,2,6026,11072,409,2005-07-11 02:21:43
0.99,1,11936,10296,380,2005-08-17 16:45:34
4.99,1,6953,8303,306,2005-07-26 23:52:47
2.99,1,14366,14114,524,2005-08-21 09:31:39
5.99,2,13498,15504,578,2005-08-20 01:51:23
3.99,2,11582,9176,339,2005-08-17 02:03:49
2.99,2,9046,5844,215,2005-07-30 06:46:55
0.99,1,11394,6943,257,2005-08-02 18:44:45
1.99,1,7631,3577,132,2005-07-28 01:01:15
2.99,2,1515,3095,115,2005-06-15 23:07:50
4.99,1,9291,10996,406,2005-07-30 16:03:39
4.99,1,16,8554,316,2005-05-25 00:43:11
4.99,1,5450,8858,328,2005-07-09 22:13:25
4.99,1,556,580,22,2005-05-28 08:31:36
2.99,2,942,12780,473,2005-05-30 15:05:47
0.99,2,5594,11869,440,2005-07-10 04:33:36
2.99,2,4082,2911,108,2005-07-07 05:11:53
7.99,1,4325,10093,373,2005-07-07 17:59:24
4.99,2,1221,10878,403,2005-06-15 03:35:16
4.99,1,6855,642,24,2005-07-12 19:46:29
0.99,1,10374,8349,307,2005-08-01 06:25:27
7.99,2,2270,15739,588,2005-06-18 06:29:01
4.99,1,15338,357,13,2005-08-22 20:51:24
4.99,1,40,11170,413,2005-05-25 05:09:04
4.99,2,11680,5993,221,2005-08-17 06:12:27
4.99,2,6219,8226,303,2005-07-11 13:18:37
2.99,2,15275,16006,597,2005-08-22 18:57:39
8.99,1,1252,2412,89,2005-06-15 06:05:18
0.99,2,14584,13007,481,2005-08-21 17:15:33
3.99,2,5591,10133,374,2005-07-10 04:25:03
6.99,1,15086,13327,494,2005-08-22 11:21:08
2.99,1,11019,3017,112,2005-08-02 05:29:31
0.99,2,4270,5693,210,2005-07-07 14:38:41
5.99,1,1405,6567,243,2005-06-15 16:41:26
1.99,2,3032,4661,172,2005-06-20 11:58:30
1.99,1,4124,8917,330,2005-07-07 07:19:54
0.99,2,1771,11246,416,2005-06-16 18:12:17
0.99,2,8177,3301,122,2005-07-28 21:43:54
4.99,1,5823,13042,483,2005-07-10 16:19:52
9.99,2,13613,5463,201,2005-08-20 06:23:53
4.99,2,7880,4964,182,2005-07-28 10:30:37
7.99,1,5206,13926,517,2005-07-09 11:11:01
1.99,1,7476,1753,64,2005-07-27 19:08:56
2.99,2,14250,8499,313,2005-08-21 05:39:35
3.99,2,11908,8526,314,2005-08-17 15:43:09
2.99,1,2525,9863,365,2005-06-19 00:48:22
0.99,2,9578,3110,115,2005-07-31 02:54:31
2.99,1,8910,15240,569,2005-07-30 01:29:48
8.99,2,7716,7695,284,2005-07-28 04:33:15
6.99,1,13775,3145,116,2005-08-20 11:56:30
0.99,1,14476,2732,101,2005-08-21 13:31:07
1.99,2,7737,13311,494,2005-07-28 05:15:03
2.99,1,9803,14004,520,2005-07-31 11:06:02
2.99,1,16001,2931,108,2005-08-23 20:45:53
2.99,2,1506,10912,404,2005-06-15 22:19:37
3.99,2,5742,15964,596,2005-07-10 11:56:18
4.99,2,9997,15523,579,2005-07-31 17:37:30
6.99,2,13983,6240,231,2005-08-20 19:08:32
2.99,2,14601,11004,406,2005-08-21 17:45:52
1.99,2,3241,13436,499,2005-06-21 02:54:32
6.99,1,2076,5884,217,2005-06-17 16:43:47
2.99,1,8692,2402,88,2005-07-29 16:43:39
4.99,2,3101,10403,384,2005-06-20 16:48:58
3.99,2,9668,10240,378,2005-07-31 06:31:03
0.99,2,5724,7825,289,2005-07-10 11:18:12
3.99,1,1059,6501,241,2005-05-31 08:20:43
4.99,1,3476,13212,490,2005-07-05 23:02:37
4.99,2,15188,12924,478,2005-08-22 15:55:48
5.99,2,7321,1050,38,2005-07-27 13:33:38
1.99,2,7808,8837,327,2005-07-28 07:58:56
2.99,2,14731,4206,154,2005-08-21 22:21:49
0.99,2,1207,11600,430,2005-06-15 02:27:08
2.99,2,10568,3520,130,2005-08-01 13:17:28
1.99,2,5520,13497,501,2005-07-10 01:30:41
0.99,1,9565,13105,485,2005-07-31 02:32:00
1.99,1,12207,7174,265,2005-08-18 02:24:07
0.99,2,14091,1478,53,2005-08-21 00:11:17
2.99,2,3523,14733,549,2005-07-06 01:01:38
0.99,1,4602,3480,129,2005-07-08 06:52:40
4.99,2,8896,5561,205,2005-07-30 00:51:21
9.99,2,2286,7766,287,2005-06-18 07:02:32
2.99,1,15460,543,20,2005-08-23 01:10:42
8.99,1,7467,6487,240,2005-07-27 18:51:54
5.99,1,6165,241,9,2005-07-11 10:17:29
7.99,2,7049,8968,332,2005-07-27 03:32:41
2.99,2,2873,4347,160,2005-06-20 00:41:25
2.99,1,5096,6227,231,2005-07-09 06:08:23
0.99,1,2455,6503,241,2005-06-18 19:33:06
2.99,1,9122,9872,365,2005-07-30 09:36:52
5.99,1,3576,6116,227,2005-07-06 03:40:01
6.99,2,14715,7784,287,2005-08-21 21:28:18
7.99,1,12129,3971,146,2005-08-17 23:31:25
9.99,1,8840,8001,295,2005-07-29 22:55:38
4.99,1,2532,692,26,2005-06-19 01:27:46
10.99,1,6991,8343,307,2005-07-27 01:03:06
2.99,2,578,4689,173,2005-05-28 11:15:48
2.99,2,5839,9924,367,2005-07-10 17:08:30
3.99,1,1665,13211,490,2005-06-16 10:16:02
2.99,2,5653,760,28,2005-07-10 07:21:27
5.99,1,2249,7710,285,2005-06-18 05:03:08
0.99,2,7168,6799,252,2005-07-27 07:51:11
4.99,2,167,10834,401,2005-05-26 02:50:31
0.99,1,4553,14237,529,2005-07-08 04:43:41
2.99,2,4889,117,5,2005-07-08 20:04:43
6.99,2,1777,1336,49,2005-06-16 18:52:12
6.99,2,558,11916,442,2005-05-28 08:38:43
7.99,1,6163,14,1,2005-07-11 10:13:46
6.99,1,2771,7072,262,2005-06-19 17:54:48
6.99,2,6277,2518,92,2005-07-11 16:19:01
6.99,2,4040,2777,103,2005-07-07 03:02:40
4.99,2,14967,1843,67,2005-08-22 06:46:03
9.99,2,340,5656,209,2005-05-27 03:55:25
2.99,1,11780,8071,297,2005-08-17 10:34:24
1.99,2,7319,15438,576,2005-07-27 13:31:25
4.99,1,2888,182,7,2005-06-20 01:50:56
1.99,1,6978,3575,132,2005-07-27 00:47:40
1.99,2,5254,7107,263,2005-07-09 13:50:11
4.99,1,1882,1293,47,2005-06-17 03:17:21
4.99,1,2976,1519,55,2005-06-20 08:09:11
2.99,1,13980,10616,391,2005-08-20 19:04:40
4.99,1,4992,8541,315,2005-07-09 00:49:37
0.99,2,248,14639,545,2005-05-26 14:07:58
5.99,1,15738,1067,38,2005-08-23 11:55:50
2.99,2,1250,1034,38,2005-06-15 05:55:40
7.99,1,4884,11487,425,2005-07-08 19:49:17
5.99,1,12647,14010,520,2005-08-18 18:29:51
2.99,1,952,8434,311,2005-05-30 16:28:07
8.99,1,9411,14442,536,2005-07-30 20:38:22
2.99,2,13073,13653,506,2005-08-19 10:05:38
5.99,2,1799,13607,505,2005-06-16 20:17:20
2.99,1,12298,1281,46,2005-08-18 05:30:31
0.99,1,8968,9170,339,2005-07-30 03:57:32
7.99,2,14748,2212,81,2005-08-21 23:02:02
3.99,2,9151,2757,102,2005-07-30 10:50:53
5.99,2,2237,5554,205,2005-06-18 04:17:44
4.99,2,200,8673,321,2005-05-26 07:12:21
2.99,1,15756,3028,112,2005-08-23 12:47:05
5.99,2,12021,745,27,2005-08-17 19:52:43
4.99,1,10908,7293,269,2005-08-02 01:53:06
2.99,2,1979,1231,45,2005-06-17 09:45:30
5.99,1,7428,2450,90,2005-07-27 17:21:52
0.99,1,10131,13751,510,2005-07-31 21:45:28
0.99,1,4842,4348,160,2005-07-08 18:21:30
4.99,1,3051,1770,65,2005-06-20 13:06:52
4.99,2,13731,12152,450,2005-08-20 10:22:08
1.99,1,12999,652,24,2005-08-19 07:34:53
2.99,1,8523,14952,558,2005-07-29 10:18:27
2.99,2,6014,10748,397,2005-07-11 02:02:55
6.99,2,3064,7471,276,2005-06-20 13:53:13
2.99,2,1597,11647,432,2005-06-16 05:47:03
2.99,2,12468,2187,80,2005-08-18 11:41:47
0.99,1,15159,14133,525,2005-08-22 14:32:25
4.99,2,6598,14318,532,2005-07-12 07:38:25
3.99,1,14237,11115,410,2005-08-21 05:15:00
3.99,1,10366,3204,119,2005-08-01 06:09:37
0.99,2,8399,7750,286,2005-07-29 06:20:18
4.99,1,9821,7338,271,2005-07-31 11:47:54
6.99,1,15504,8552,315,2005-08-23 02:45:21
5.99,2,13635,7757,286,2005-08-20 07:17:35
0.99,1,6152,9750,361,2005-07-11 09:25:52
2.99,1,11559,10438,385,2005-08-17 01:20:26
4.99,2,12318,8982,332,2005-08-18 06:21:56
4.99,1,8350,13819,513,2005-07-29 04:50:39
0.99,1,11706,11206,414,2005-08-17 07:23:46
4.99,2,10606,9060,335,2005-08-01 14:39:15
1.99,1,15017,3919,144,2005-08-22 08:47:44
4.99,2,8075,1676,61,2005-07-28 17:37:28
9.99,2,4738,866,31,2005-07-08 13:24:58
0.99,1,14179,2165,79,2005-08-21 03:14:27
2.99,1,461,12056,447,2005-05-27 20:08:55
3.99,2,2687,6845,254,2005-06-19 12:46:52
2.99,1,8355,7314,270,2005-07-29 04:57:43
0.99,1,1452,6568,243,2005-06-15 19:32:52
0.99,2,14199,11943,442,2005-08-21 03:48:43
2.99,2,4663,3759,139,2005-07-08 09:59:18
8.99,2,13078,12954,479,2005-08-19 10:16:43
2.99,2,10128,13702,508,2005-07-31 21:40:04
6.99,2,1458,4824,178,2005-06-15 20:24:05
5.99,1,7589,895,32,2005-07-27 23:23:36
4.99,2,15155,1198,43,2005-08-22 14:27:46
6.99,2,12006,7364,272,2005-08-17 19:09:12
5.99,1,3052,8881,329,2005-06-20 13:09:19
2.99,1,8293,1927,71,2005-07-29 02:30:50
4.99,2,4222,12588,467,2005-07-07 12:20:21
2.99,2,14819,11118,410,2005-08-22 01:17:19
2.99,1,12845,2869,106,2005-08-19 02:02:37
2.99,2,9337,2455,90,2005-07-30 18:02:25
8.99,1,13799,5312,196,2005-08-20 12:36:42
3.99,1,6505,11223,415,2005-07-12 03:27:37
6.99,1,107,8583,317,2005-05-25 18:28:09
6.99,2,10830,4040,148,2005-08-01 23:18:06
0.99,2,11558,10903,403,2005-08-17 01:19:52
7.99,1,12993,13080,484,2005-08-19 07:24:03
2.99,2,10345,1170,42,2005-08-01 05:18:56
2.99,2,6949,2784,103,2005-07-26 23:44:12
2.99,2,5731,11870,440,2005-07-10 11:31:52
2.99,1,7349,5267,195,2005-07-27 14:33:00
0.99,1,2118,2772,103,2005-06-17 20:28:29
2.99,2,14806,6243,231,2005-08-22 00:53:08
10.99,2,10361,14247,529,2005-08-01 05:53:49
4.99,1,15925,11885,440,2005-08-23 18:15:06
1.99,1,15773,5147,189,2005-08-23 13:24:57
6.99,2,10684,6609,244,2005-08-01 17:47:00
4.99,2,11601,12739,471,2005-08-17 03:14:47
0.99,2,10884,15245,569,2005-08-02 00:47:33
5.99,1,9614,14720,548,2005-07-31 03:59:31
7.99,1,9545,15920,594,2005-07-31 01:46:24
6.99,1,14360,6675,246,2005-08-21 09:16:40
4.99,1,3227,15212,568,2005-06-21 02:18:25
7.99,2,1566,4720,174,2005-06-16 03:13:20
3.99,1,14842,12608,467,2005-08-22 02:04:38
6.99,1,7225,8304,306,2005-07-27 09:47:12
2.99,1,3776,7532,278,2005-07-06 13:31:37
8.99,1,13718,509,19,2005-08-20 09:53:44
2.99,2,15581,12498,462,2005-08-23 05:42:13
0.99,2,3119,8023,296,2005-06-20 18:11:44
2.99,2,1796,7653,283,2005-06-16 20:10:43
4.99,1,1850,13917,517,2005-06-17 00:31:35
2.99,1,11973,3548,131,2005-08-17 17:55:58
2.99,1,7677,15166,566,2005-07-28 02:56:37
9.99,2,13060,593,22,2005-08-19 09:43:25
4.99,2,2623,308,12,2005-06-19 08:11:51
9.99,1,4619,15510,579,2005-07-08 08:01:09
1.99,1,15621,3334,123,2005-08-23 07:13:43
3.99,1,5299,12662,469,2005-07-09 15:38:09
3.99,1,10312,4676,172,2005-08-01 04:29:06
5.99,2,11352,14678,546,2005-08-02 17:29:39
2.99,2,6358,15195,567,2005-07-11 21:03:12
0.99,2,6527,1775,65,2005-07-12 04:23:06
7.99,1,12225,8318,306,2005-08-18 03:00:11
6.99,2,3541,13494,501,2005-07-06 01:50:11
2.99,1,996,8933,331,2005-05-31 00:06:20
0.99,1,5537,6850,254,2005-07-10 02:35:41
2.99,1,5929,1493,54,2005-07-10 21:59:29
4.99,1,13836,10172,375,2005-08-20 14:18:16
1.99,1,15268,8187,301,2005-08-22 18:39:11
6.99,2,11189,15144,565,2005-08-02 11:17:23
4.99,2,2765,12911,478,2005-06-19 17:34:39
4.99,1,10387,2377,87,2005-08-01 06:42:31
2.99,2,513,13189,489,2005-05-28 03:08:10
5.99,1,12921,6314,234,2005-08-19 04:47:48
4.99,2,3443,10207,377,2005-06-21 20:19:00
0.99,1,13852,14423,535,2005-08-20 14:45:23
0.99,2,5533,7312,270,2005-07-10 02:19:28
2.99,1,15689,7012,259,2005-08-23 09:52:55
4.99,2,10824,13025,482,2005-08-01 23:00:22
4.99,2,14805,4601,169,2005-08-22 00:52:01
2.99,1,8877,11279,417,2005-07-30 00:15:22
4.99,2,4358,12034,446,2005-07-07 19:27:04
2.99,2,6187,13474,500,2005-07-11 11:28:51
3.99,2,7429,13873,515,2005-07-27 17:24:50
5.99,1,1313,12087,448,2005-06-15 10:18:34
0.99,2,6779,10923,404,2005-07-12 16:10:50
4.99,1,8421,15750,588,2005-07-29 07:00:47
3.99,2,2189,13467,500,2005-06-18 01:20:26
0.99,2,11970,564,21,2005-08-17 17:53:09
4.99,1,2531,9946,368,2005-06-19 01:20:49
2.99,2,1772,14118,525,2005-06-16 18:12:54
4.99,2,14838,10937,404,2005-08-22 01:57:34
8.99,2,8476,12706,470,2005-07-29 08:39:12
0.99,2,8764,8232,303,2005-07-29 19:39:04
5.99,1,12934,15840,591,2005-08-19 05:18:42
0.99,1,3478,8704,322,2005-07-05 23:05:44
2.99,2,15532,630,23,2006-02-14 15:16:03
4.99,1,3765,14691,547,2005-07-06 13:01:47
0.99,2,10610,10730,396,2005-08-01 14:49:41
0.99,1,8470,4335,159,2005-07-29 08:28:50
6.99,1,9316,9902,366,2005-07-30 17:11:58
6.99,2,11674,8316,306,2005-08-17 05:56:27
8.99,1,12554,10932,404,2005-08-18 14:47:28
4.99,1,14648,7702,284,2005-08-21 19:18:01
0.99,2,5850,14287,531,2005-07-10 17:36:27
4.99,1,10013,10218,377,2005-07-31 18:08:21
7.99,1,8054,6078,225,2005-07-28 17:02:18
0.99,2,13977,3117,115,2005-08-20 19:02:34
1.99,1,2767,15963,596,2005-06-19 17:46:35
5.99,1,5031,8464,312,2005-07-09 02:36:37
6.99,2,12679,12520,463,2005-08-18 19:42:11
2.99,1,15055,3385,125,2005-08-22 10:14:39
5.99,1,11869,506,19,2005-08-17 14:10:22
0.99,2,3090,7220,267,2005-06-20 16:00:19
4.99,2,15479,4082,149,2005-08-23 01:50:53
8.99,1,11661,743,27,2005-08-17 05:25:57
0.99,1,44,5597,207,2005-05-25 05:53:23
2.99,2,5542,2833,105,2005-07-10 02:45:53
2.99,1,9623,9730,360,2005-07-31 04:30:02
6.99,2,7840,13022,482,2005-07-28 09:03:02
4.99,2,10800,15633,583,2005-08-01 22:07:44
4.99,2,8860,14296,531,2005-07-29 23:45:57
0.99,1,851,14259,530,2005-05-30 01:35:15
2.99,1,10769,9419,348,2005-08-01 20:43:02
4.99,2,6883,15968,596,2005-07-12 20:50:48
3.99,1,9888,131,5,2005-07-31 14:00:53
4.99,1,12475,10848,401,2005-08-18 12:14:21
4.99,2,1855,13262,492,2005-06-17 00:54:58
6.99,2,4847,14625,544,2005-07-08 18:29:13
0.99,2,12768,12371,458,2005-08-18 23:26:11
