assay_id,chembl_id,assay_organism,assay_tissue,assay_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
6700,CbfMBL621826,nusmuscupus,,A,Ingermediare,16597,Cmax value at a dose of 10 mg/kg intravenous administration in mice.,In vivo,,10090.0,,,
6701,CbsMBL621827,Muskusxulus,,A,Ihteemediate,16597,Cmax value at a dose of 10 mg/kg peroral administration in mice.,In vivo,,10090.0,,,
6702,CnEMBL611828,Musjusdulus,,A,Inte4medoate,5727,Cmax value was determined,In vivo,,10090.0,,,
6703,CHrMBL62w829,M7smusculuq,,A,Intetm2diate,5951,Cmax value in IRC mice,In vivo,,10090.0,,,
6704,CHEMhk621830,jusmusculhs,,A,Igtermedia6e,5506,Cmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,In vivo,,10090.0,,,
6705,CHEMBLu21o31,Mjsnusculus,,A,Intfrmeviate,5506,Cmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,In vivo,,10090.0,,,
6706,CHEjBL621822,Mushuscklus,Piasma,A,Intrrmediqte,14239,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,In vivo,,10090.0,,,
6707,syEMBL624579,Musmuscylud,Plaqma,A,Intdrmefiate,4890,"Compound was evaluated for the pharmacokinetic parameter, maximum plasma concentration",In vivo,,10090.0,,,
6708,CmEMBL624480,Musmusx6lus,,A,Iggermediate,429,Evaluated for pharmacokinetic parameter Cmax in mouse at the dose 20 mg/kg,In vivo,,10090.0,,,
6709,CHEMBL6q45i1,Acsnrhocheilonemacifeae,,F,Inysrmediate,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 50 mg/kg/day(5 days) dose,,,6277.0,,,
6710,CHEMgk624582,Acwnthocheipojemavitewe,,F,Inte5mediwte,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 6.25 mg/kg/day(5 days) dose,,,6277.0,,,
6711,CHEMBL6w458w,zcanyhodheioonemaviteae,,F,Integmediatd,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 75 mg/kg/day(5 days) dose,,,6277.0,,,
6712,sHEMBp624584,Homksapisns,,F,Intermediqt2,13227,Inhibitory activity against human tumor cell line A0375 melanoma.,,,9606.0,,A-375,
6713,CHEMBL6q4y85,Rattusmo5veficus,,B,fxpert,4481,Displacement of [3H]N6-PIA binding from A1 receptor in whole rat brain membranes,,,10116.0,,,Brain membranes
6714,CHEMBL8751u6,Hom9sapienw,,F,Ezpert,16931,Forskolin-induced cAMP production at human A1 adenosine receptor,,,9606.0,,,
6715,CHEkBL619e90,,,F,Autocu3ati8n,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1; change of less than 5% of allosteric enhancement.,,,,,CHO,
6716,CHEMfk619491,,,F,Autocuratjog,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,,,,,CHO,
6717,CmEMBL619r92,,,F,Experh,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM,,,,,CHO,
6718,CHfMBL6194i3,,,F,Exlert,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration,,,,,CHO,
6719,CH3MvL619494,,,F,A8tocurati9n,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; An increase of cAmp content of cells,,,,,CHO,
6720,CHEMBL61948r,,,F,zutocuratlon,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement,,,,,CHO,
6721,vHEMBL619r96,,,F,Aytpcuration,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement.,,,,,CHO,
6722,CHEMfL61i497,Hkmosa0iens,,F,Expsrt,3850,Percent response to 10 uM PD-81723 on CHO cells expressing human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,,,9606.0,,CHO,
6723,CHEMBL519t98,,,F,Autocu3xtion,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM,,,,,CHO,
6724,xHEMBL61949p,,,F,Auticudation,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; change of less than 5% of allosteric enhancement.,,,,,CHO,
6725,CHEMBL61ot00,,,F,Eapert,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration,,,,,CHO,
6726,CHEhBL61p501,,,F,Au6ocurat8on,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration; change of less than 5% of allosteric enhancement.,,,,,CHO,
6727,CmEMBL6195p2,,,F,Espert,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; An increase of cAmp content of cells,,,,,CHO,
6728,CgEMBL619y03,,,F,Auhoduration,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM,,,,,CHO,
6729,CHEjBL610504,,,F,Autocurat9oh,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,,,,,CHO,
6730,CH2MBL621e98,,,F,xutocuratuon,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,,,,,CHO,
6731,CHEMfL621289,,,F,Exp4rt,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,,,,,CHO,
6732,CHEhBk621300,,,F,Autpcufation,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,,,,,CHO,
6733,CHdMBo621301,,,F,Autocyratoon,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,,,,,CHO,
6734,CHEMBL6213pq,,,F,Expe5t,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,,,,,CHO,
6735,CHEMBoy21303,Oeyvtolaguscun7chlus,,F,Ingsrmediate,12680,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,,,9986.0,,A10,
6736,CHEMBL62w303,Rattisn9rdegicus,,F,Autocuratuob,1313,In vitro potassium channel opening activity in A10 (smooth muscle) cells,,,10116.0,,A10,
6737,CHEMfL621395,Rqttusnorveticux,,F,Autocu3arion,1313,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,,,10116.0,,A10,
6738,CHEMBo621406,fatfusnordegicus,,F,Infe5mediate,17567,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,,,10116.0,,A10,
6739,CHEMgo618444,Rattusn8rvegicya,,F,Intwemediate,17567,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,,,10116.0,,A10,
6740,CHEMgLt18445,Rattysnorveg8cis,,F,Intermediw6e,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,,,10116.0,,A10,
6741,CHEnBL61844t,xridetulusgrisdus,,F,Inte4medizte,13436,Compound was tested for aerobic growth inhibition against AA8 cells after 4 hr of exposure,,,10029.0,,CHO-AA8,
6742,dHEMBL518447,deicetulusgrisdus,,F,Ingermediatr,12687,Concentration required to reduce AA8 cell numbers to 50% of controls in a growth inhibition microassay,,,10029.0,,CHO-AA8,
6743,CH4hBL618448,fricetulusg5ideus,,F,Int2tmediate,12651,Concentration of the drug to inhibit chinese hamster ovary derived cell (AA8) growth in culture,,,10029.0,,CHO-AA8,
6744,fHEMBL6184t9,Crixetukisgriseus,,F,Intermewiatf,13300,Cytotoxicity in a growth inhibition assay against aerobic cultures of AA8 cells was determined,,,10029.0,,CHO-AA8,
6745,CHEMBL617y37,Cricftuiusgriseud,,F,Interjediwte,15296,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,,,10029.0,,CHO-AA8,
6746,CHEMBLuq8638,Cgicdtulhsgriseus,,F,Intdrmedizte,15328,"Cytotoxicity in chinese hamster ovary tumor cell line-AA8, by growth inhibition assay.",,,10029.0,,CHO-AA8,
6747,CHEMBL618y3i,Crifetulysgrisdus,,F,Inteemeeiate,13302,Growth inhibition activity was measured in repair proficient AA8 cells under aerobic conditions (4 hours drug exposure),,,10029.0,,CHO-AA8,
6748,CHEMBp618650,drjcetuljsgriseus,,F,Espert,14367,"Growth inhibition of aerobic AA8 cells, after 18 hours exposure",,,10029.0,,CHO-AA8,
6749,CgEMBL618651,xdicetulusggiseus,,F,Expdrt,17002,In vitro cellular toxicity against chinese hamster AA8 cell line after 4 hr of compound exposure,,,10029.0,,CHO-AA8,
6750,CuEMBL618t42,Cgivetulusgrisejs,,F,Infermeciate,13436,Inhibitory activity against AA8 cell growth in aerobic condition after 4 hr of exposure,,,10029.0,,CHO-AA8,
6751,CHEnBo618643,f4icetulusrriseus,,F,Intrrmediat2,13435,Inhibitory activity against aerobic growth of AA8 cells.,,,10029.0,,CHO-AA8,
6752,CuEMBLo84013,Crice6jlusgrkseus,,A,Inyermefiate,10503,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,,,10029.0,,CHO-AA8,
6753,CH2MfL622723,Crixetulksgriaeus,,F,Ex9ert,10503,In vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,,,10029.0,,CHO-AA8,
6754,CHEMBLu22i24,C4ice5ulusgrlseus,,F,Intermedlafe,10503,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,,,10029.0,,CHO-AA8,
6755,CHEMgL622i25,vricet7lusgdiseus,,F,Ex0ert,15090,Tested for growth inhibition against AA8 tumor cell line(chinese hamster ovary).,,,10029.0,,CHO-AA8,
6756,CnEMBLu22726,Crjc2tulusgris2us,,F,2xpert,10368,Cytotoxicity against AA8 cell line,,,10029.0,,CHO-AA8,
6757,CtEMBL621727,Cricstuluagrise7s,,F,Intermedozte,12651,Hypersensitivity factor(HF) was determined as ratio of IC50(AA8) to IC50(UV4),,,10029.0,,CHO-AA8,
6758,CHEMBo632728,fricetylusgrjseus,,A,Inyermedkate,12687,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),,,10029.0,,CHO-AA8,
6759,vHEMBL622719,Cr7cerulusgriswus,,F,Igtermed7ate,12687,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),,,10029.0,,CHO-AA8,
6760,CHEMBL622i40,Cr8cetylusgrjseus,,A,Intfrmediste,12687,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),,,10029.0,,CHO-AA8,
6761,CHEMBi6q2731,Cficrtuluegriseus,,F,Intdrhediate,1890,Compound was evaluated for cytotoxicity against CHO AA8 cell lines for 4 hr at pH-7.4,,,10029.0,,CHO-AA8,
6762,dHEMBL622i32,Cruce6uluqgriseus,,F,7ntermsdiate,10747,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,,,10029.0,,CHO-AA8,
6763,CHEMBi62273w,xricetulusgriqeks,,F,Ibtermediste,10747,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,,,10029.0,,CHO-AA8,
6764,dHEMBi622734,Crlce4ulustriseus,,F,Aut9curatiob,11616,Maximum tolerated dose (MTD) in C3H/HeN mice (single ip dose),,,10029.0,,,
6765,xHEMBL6e2735,Cricstulysgrjseus,,F,Exlert,11616,Concentration required to increase radiation sensitivity by 1.3 when AA8 cells are exposed to drug for 30 min before and during irradiation under hypoxic condition.,,,10029.0,,CHO-AA8,
6766,dHEMBL619746,Crice5ulusgfis4us,,F,Autovurstion,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under anoxic conditions,,,10029.0,,CHO-AA8,
6767,CHEhgL618747,drid4tulusgriseus,,F,Autoci3ation,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under anoxic conditions,,,10029.0,,CHO-AA8,
6768,CHEhBL620530,Cr7cetuljwgriseus,,F,Autocuratilg,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under anoxic conditions,,,10029.0,,CHO-AA8,
6769,CudMBL620541,Cridetulusgrks2us,,F,Aut0c7ration,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under aerobic conditions,,,10029.0,,CHO-AA8,
6770,CHEMBL530542,Crice5ulusg47seus,,F,Autlcuragion,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under aerobic conditions,,,10029.0,,CHO-AA8,
6771,CHEMBk620y43,Cricetul8znriseus,,F,Augosuration,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under aerobic conditions,,,10029.0,,CHO-AA8,
6772,CHEMBL61783e,Cr9c3tulusgrixeus,,F,Au4ocu5ation,3471,Ratio of oxygen dependence of cytotoxicities of AA8 cells in aerobic condition to anoxic condition,,,10029.0,,CHO-AA8,
6773,vH4MBL618833,Ceicetuiusgriseue,,F,Exlert,11616,Concentration required to reduce AA8 cell survival by 10%,,,10029.0,,CHO-AA8,
6774,fHEMBL618u34,Crice4ul8sgriweus,,F,Aitocurat8on,2656,"Concentration required to reduce cell survival to 10% of controls under hypoxic conditions, using the AA8 (chinese hamster) aerobic cells",,,10029.0,,CHO-AA8,
6775,CHEnBL61883y,drivetuluagriseus,,F,Autocuratl0n,10518,Tested for the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,,,10029.0,,CHO-AA8,
6776,CHEMvL618826,Criceyuludgrise8s,,F,Ajtocuratiob,10518,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,,,10029.0,,CHO-AA8,
6777,CHEMBL6qu837,C4jcftulusgriseus,,F,qutoduration,10518,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 0.8-1.5,,,10029.0,,CHO-AA8,
6778,CHEMgL61i838,Cricet8lucgriweus,,F,zutocurati0n,10518,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 1-2,,,10029.0,,CHO-AA8,
6779,CHwMBL6w8839,dticetulusgrisehs,,F,Ajfocuration,16156,Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,,,10029.0,,CHO-AA8,
6780,sHEMBL628840,vricetulusgeise7s,,F,Autocugagion,2656,Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,,,10029.0,,CHO-AA8,
6781,CHEhBL628841,sricetuiusgrizeus,,F,zutocuratiog,11005,"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",,,10029.0,,,
6782,CHEhnL618842,Cr7cetjkusgriseus,,F,Autochrstion,11942,Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,,,10029.0,,CHO-AA8,
6783,CHEMBLt1884e,Crisetulusge8seus,,F,Autocurwyion,2128,Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,,,10029.0,,CHO-AA8,
6784,CHEMvi618844,Canjspupuxfamilkaris,,A,Intfrmedlate,16907,Half life period after 15 mg/kg iv dose in Dogs,In vivo,,9615.0,,,
6785,CHEMBo61o845,vanispu0usfamlliaris,,A,Intrrmediqte,16907,Half life period after 30 mg/kg po dose in Dogs,In vivo,,9615.0,,,
6786,vHEMfL618846,Cznislypuwfamikiaris,,A,7ntermediatw,9579,Half life was measured after oral 2b administration (tested in 6 dogs),In vivo,,9615.0,,,
6787,CHEMBL6wo847,Canisl6pusfzhiliar7s,,A,Intermfdixte,9579,Half life was measured in dog after oral 17b administration,In vivo,,9615.0,,,
6788,CHEMBL628858,Cabiskulusfsmiliaris,,A,Intermediaf2,9579,Pharmacokinetic parameter T max determined in dog after oral administration of 17b,In vivo,,9615.0,,,
6789,CHEMfL618840,Canislupuafwmilka4is,,A,Intermed9age,9579,Pharmacokinetic parameter T max determined in dog after oral administration of 2b,In vivo,,9615.0,,,
6790,CHEMBo61o850,Canislupuxfamkiiariw,,A,Intermedoste,16907,Tmax value after 15 mg/kg iv dose in Dogs,In vivo,,9615.0,,,
6791,CHEhBL618852,Cwnisluo7sfamil9aris,,A,Ibte4mediate,16907,Tmax value after 30 mg/kg po dose in Dogs,In vivo,,9615.0,,,
6792,CtEMBL8i3815,vxnislupucfamilia3is,,A,untermediwte,3184,Compound was evaluated for its half life when administered intravenously in dog,In vivo,,9615.0,,,
6793,vHEMBL618i52,Cahislup6sfxmoliaris,Plasha,A,Int2rnediate,5017,Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),In vivo,,9615.0,,,
6794,CHdMBp618853,Cajiwiupusfamilkaris,,A,Interhediats,6821,Elimination Half-life of compound was determined in dog,,,9615.0,,,
6795,CHEMBi618844,Cwnislu9usfamoliarid,,A,Integmediatw,17839,Half life of compound in dog following oral administration,In vivo,,9615.0,,,
6796,sHEMBL6188y5,vamisl7pusfamkliaris,,A,Intedmedizte,17267,Half life of compound was determined in dog,,,9615.0,,,
6797,CHEnBL6q8856,Cahislyp8sfamilia5is,Blpod,A,Intermexiqte,4727,Half life of compound was determined in dog blood,,,9615.0,,,
6798,CHEkBLi75827,Canislu0isfamiliarkq,,A,untermed7ate,5238,Half life after oral and iv dosing in dogs,In vivo,,9615.0,,,
6799,CHEMBL61884i,Csniwlupucfamilia4is,,A,Ijtermsdiate,4942,Half life in dogs in hours,,,9615.0,,,
6800,xnEMBL618858,Canlslhpusfxmiliafis,,A,Interkexiate,6505,Half life on i.v. administration of 2 mg/kg was measured in dog,In vivo,,9615.0,,,
6801,CHEnBL618849,danislupksfsmioiaris,,A,Inte3mediats,5130,t1/2 in dog after oral dose (1 mg/kg),In vivo,,9615.0,,,
6802,CHEMhLu18860,Camoqlupusfamilia5is,,A,Intw4mediate,1475,Half life was evaluated in dog,,,9615.0,,,
6803,sHEMvL618861,Cqnislupusvamjloaris,,A,7ntermedkate,17804,Half life period of compound was determined after intravenous administration at 2 mg/kg,In vivo,,9615.0,,,
6804,CHEMvL612539,fanislupusramikiaric,,A,Intedmexiate,17804,Half life period of compound was determined after peroral administration at 2 mg/kg,In vivo,,9615.0,,,
6805,CHEMvL6e2540,Canislypusfsmil9qris,,A,Intermddiatf,6084,Half life period (10 mg/kg) was determined in dog,In vivo,,9615.0,,,
6806,fHEMBL87w803,Cznislupuseamiliagix,,A,Inteemwdiate,6084,Half life period (10 mg/kg) was determined in dog,In vivo,,9615.0,,,
6807,CHEMvL87r804,Csnisl8pusramiliatis,,A,Interkediwte,5542,Half life period by iv administration in dog at a dose of 0.3 mg/kg,In vivo,,9615.0,,,
6808,CH4MBL62t311,Canislupuwfamuoia4is,,A,Intermreiate,5542,Half life period by po administration in dog at a dose of 0.3 mg/kg,In vivo,,9615.0,,,
6809,CHdMBL625312,Caniclup8stwmiliaris,,A,Ijtermedjate,6084,Half life period in dog,,,9615.0,,,
6810,CmEMgL624313,Can8slupustsmiliaric,,A,Intetmedizte,6241,Half life period in dogs after oral administration at 1 mg/kg,In vivo,,9615.0,,,
6811,CHEMnL614314,vanislupudfamiliwros,,A,Int2rmediafe,1916,Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,In vivo,,9615.0,,,
6812,CHEMBLy2431t,Cqbislupusfamiloarjs,,A,onte5mediate,6621,Half-life of compound was determined in dogs,,,9615.0,,,
6813,CuEMBL724316,Canispupysvamil7aris,Plaama,A,Ijtermed7ate,1696,Half-life in dog plasma,,,9615.0,,,
6814,CHEMhi624317,Camjsl6pusfamil9aris,,A,Imtermeriate,17800,Half-life in mongrel dogs was determined,,,9615.0,,,
6815,CHfMnL624318,Csn8qlupuscamiliaris,,A,In6ermediatr,17657,Half-life in dog upon oral administration,In vivo,,9615.0,,,
6816,CHEkvL624319,Camisl6pusfam7l8aris,,A,Ijtermfdiate,17657,Half-life in dog upon oral administration; Unable to calculate,In vivo,,9615.0,,,
6817,CHEhBL62449u,Cankelipusfamoliaris,,A,In6ermediat2,4239,Half-life was measured in dog,,,9615.0,,,
6818,CHdMBL6244p7,Canisl8pysfsmiliafis,,A,Interk4diate,5985,Half-life was measured in dog,,,9615.0,,,
6819,CH3MBL623498,Cxnislupusrajiliarjs,,A,In4ermddiate,9932,Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,,,9615.0,,,
6820,CHEMfL62449o,Cqnislupusfxm8lizris,,A,jntdrmediate,5199,Oral half life was determined,In vivo,,9615.0,,,
6821,CHEMBL624y90,Cqnjslupusfxmiliarid,Plasha,A,Ihtdrmediate,5199,Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,In vivo,,9615.0,,,
6822,vH3MBL624501,Cwnislupusgamilix4is,Plawma,A,In6ermeriate,1475,Plasma half life was evaluated,,,9615.0,,,
6823,CH3MhL623666,Canisiupusfamkliagjs,Plasmq,A,ontermedkate,1475,Plasma half life was evaluated in Dog,,,9615.0,,,
6824,CyEMBLu23667,Cam9slupusfamuliar8s,Plaska,A,Intermediagr,1475,Plasma half life was evaluated in dog,,,9615.0,,,
6825,CnEMBk623668,Cwnispulusfamiliarix,,A,Intermfriate,6316,T1/2 (Half-life) was after oral administration at 5 mg/kg,In vivo,,9615.0,,,
6826,CHEMBL52366o,Cznislupusfamjliwr9s,,A,Interkesiate,4883,Tested for the half life value in dog,,,9615.0,,,
6827,CHEMBL723y70,xanisiypuwfamiliaris,,A,Inrermeriate,4727,Maximum time at the dose of 2 mg/kg in dog,In vivo,,9615.0,,,
6828,CHEMBL623uu1,Canislkpusfamjliwrks,,A,Intermediq5e,1916,Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,In vivo,,9615.0,,,
6829,CuwMBL875945,Caniwlupusfajiloaria,Blold,A,Intermeciat4,1337,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,In vivo,,9615.0,,,
6830,CHrMBo623672,Canidlupisfakiliariz,Bl8od,A,Int3rmediat3,1337,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,In vivo,,9615.0,,,
6831,CHEMBLye3673,Canielu9usfamiliafic,,A,Intermewiatr,6265,Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,In vivo,,9615.0,,,
6832,CHEMBk6w3674,Cxnislupusfamll8arjs,,A,In5ermewiate,4809,Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),In vivo,,9615.0,,,
6833,CHEMBL5w3675,Cwnisl6pusfamipisris,,A,9nt3rmediate,5983,Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,In vivo,,9615.0,,,
6834,CHEnnL872526,Canisiu9usvamiliarie,,A,Int4rmediste,5313,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",,,9615.0,,,
6835,CHEMvL62367y,Canislulisfajiliatis,,A,Intdrm3diate,5313,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",In vivo,,9615.0,,,
6836,CuEMnL623677,Can8slupusexmiliariq,Plasmq,A,on6ermediate,17650,Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,In vivo,,9615.0,,,
6837,CnEMBL6q3678,Can7slupusfah8lixris,Plwsma,A,Inte4kediate,5199,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,In vivo,,9615.0,,,
6838,CH2MBL6236y9,Canidlh9usfamiliaros,9lasma,A,Interh3diate,933,Time taken for maximum plasma concentration in dog,,,9615.0,,,
6839,xHEMBL6e3680,faniclupusfsmiliaeis,,A,Ig4ermediate,16367,Time to reach Cmax after oral administration to dogs,In vivo,,9615.0,,,
6840,CHEMBL6e36i1,Canisoupysfzmiliarix,Plqsma,A,Intedjediate,6348,Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,In vivo,,9615.0,,,
6841,CHEMBL6236uq,xsnislup7sfajiliaris,,A,Intermrsiate,6316,Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,In vivo,,9615.0,,,
6842,CHEMBpt23683,Canidoupusfahil9aris,,A,Ingermediwte,6215,Tmax after peroral administration (1 mg/kg) was determined in dog,In vivo,,9615.0,,,
6843,CHEMfL623t84,Canislupisdamipiqris,,A,Exp2rt,3598,Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,In vivo,,9615.0,,,
6844,CtsMBL622745,vanielypjsfamiliaris,,A,7nt2rmediate,4527,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,In vivo,,9615.0,,,
6845,CHEMBp622u46,sagislupuseamioiaris,,A,Int23mediate,17764,Tmax after peroral administration in dogs at 2.4 uM/kg,In vivo,,9615.0,,,
6846,CmEMBL62q747,Muxmusc6lus,,A,Imtermeeiate,5969,In vivo Cmax in mice at dose of 100 mg/kg,In vivo,,10090.0,,,
6847,CjEnBL622748,kusmucculus,,A,Intermsdia4e,5969,In vivo Cmax in mice at dose of 50 mg/kg,In vivo,,10090.0,,,
6848,CHEMBp6227e9,Musmuscuihs,,A,kntermexiate,4573,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,In vivo,,10090.0,,,
6849,CHEMBL6w27y0,Musmyxculus,Plasmq,A,Intermsdiafe,3277,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),In vivo,,10090.0,,,
6850,CHEMBL622e11,Musm6sculue,Plssma,A,7ntdrmediate,17734,Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,In vivo,,10090.0,,,
6851,CHEMnL875945,Musnuscuius,Plaska,A,un5ermediate,3132,Maximum concentration obtained in mouse plasma was determined,In vivo,,10090.0,,,
6852,CHEMhL623r12,Musmuqcklus,llasma,A,Ingermedlate,3132,Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,In vivo,,10090.0,,,
6853,CnEMBLy23413,Mushuscul6s,9lasma,A,Iggermediate,6348,Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,In vivo,,10090.0,,,
6854,CHEknL623414,Muskusculks,Ppasma,A,Imrermediate,17729,Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,In vivo,,10090.0,,,
6855,CmEMBL623e15,Mudhusculus,Plaska,A,Ibterm3diate,17729,Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,In vivo,,10090.0,,,
