assays_ss_d,assays_src_d,assays_ss_cll_tp,assays_cnfdnc_scr,assays_ss_rgnsm,assays_ss_tst_tp,assays_ss_ctgr,assays_ss_tx_d,assays_tss_d,assays_cll_d,assays_dscrptn,assays_ss_tss,assays_vrnt_d,assays_src_ss_d,assays_ss_sbclllr_frctn,assays_b_frmt,assays_td,assays_rltnshp_tp,assays_crtd_b,assays_chmbl_d
14615,1,,1,Rattus norvegicus,,,10116.0,1088.0,,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 48-72 hr",Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL629778
14616,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intraduodenal administration at 0-0.5 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630456
14617,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intraduodenal administration at 0.5-1.0 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630457
14618,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intraduodenal administration at 1.0-1.5 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630458
14619,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intraduodenal administration at 1.5-2.0 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630459
14620,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intraduodenal administration at 2-3 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630460
14621,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intraduodenal administration at 3-4 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876550
14622,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intraduodenal administration at 4-6 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630461
14623,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intraduodenal administration at 6-8 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630462
14624,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intraduodenal administration at 8-24 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630463
14625,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intravenous administration at 0-0.5 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630464
14626,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intravenous administration at 0.5-1 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630465
14627,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intravenous administration at 1.0-1.5 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630466
14628,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intravenous administration at 1.5-2 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630467
14629,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intravenous administration at 2-3 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630633
14630,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intravenous administration at 3-4 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630634
14631,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intravenous administration at 4-6 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630635
14632,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intravenous administration at 6-8 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630636
14633,1,,1,Rattus norvegicus,,,10116.0,,,Cumulative dose excreted after intravenous administration at 8-24 hours in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630637
14634,1,,1,Oryctolagus cuniculus,,,9986.0,1988.0,,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated (total)",Feces,,,,BAO_0000218,50592,N,Intermediate,CHEMBL630638
14635,1,,1,Oryctolagus cuniculus,,,9986.0,1988.0,,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 0-24 h",Feces,,,,BAO_0000218,50592,N,Intermediate,CHEMBL630639
14636,1,,1,Oryctolagus cuniculus,,,9986.0,1988.0,,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 24-48 h",Feces,,,,BAO_0000218,50592,N,Intermediate,CHEMBL630640
14637,1,,1,Oryctolagus cuniculus,,,9986.0,1988.0,,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 48-72 h",Feces,,,,BAO_0000218,50592,N,Intermediate,CHEMBL876551
14638,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated (total)",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL630641
14639,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 0-6 h",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL630642
14640,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 24-48 h",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL630643
14641,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 48-72 h",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL630644
14642,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 6-24 h",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL630645
14643,1,,1,Oryctolagus cuniculus,,,9986.0,1988.0,,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated (total)",Feces,,,,BAO_0000218,50592,N,Intermediate,CHEMBL625599
14644,1,,1,Oryctolagus cuniculus,,,9986.0,1988.0,,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated at 0-24 h",Feces,,,,BAO_0000218,50592,N,Intermediate,CHEMBL625600
14645,1,,1,Oryctolagus cuniculus,,,9986.0,1988.0,,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated at 24-48 h",Feces,,,,BAO_0000218,50592,N,Intermediate,CHEMBL625601
14646,1,,1,Oryctolagus cuniculus,,,9986.0,1988.0,,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated at 48-72 h",Feces,,,,BAO_0000218,50592,N,Intermediate,CHEMBL625602
14647,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated (total)",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL627470
14648,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 0-6 h",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL627471
14649,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 24-48 h",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL627472
14650,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 48-72 h",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL627473
14651,1,,1,Oryctolagus cuniculus,,,9986.0,1088.0,,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 6-24 h",Urine,,,,BAO_0000218,50592,N,Intermediate,CHEMBL627474
14652,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627475
14653,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627476
14654,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 11.9 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL627477
14655,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 2.49 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL627478
14656,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 26.2 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL627479
14657,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 3.03 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL627480
14658,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 30.3 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL627481
14659,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 34.1 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL627482
14660,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 7.85 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL627483
14661,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 8.47 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL875636
14662,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 9.09 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625764
14663,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 10.1 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625765
14664,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 102 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625766
14665,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 3.40 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625767
14666,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 3.76 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625768
14667,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 34.1 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625769
14668,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 50.8 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625770
14669,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 68.1 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625771
14670,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 9.060 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625772
14671,1,,1,Canis lupus familiaris,,,9615.0,1088.0,,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 9.6 uM/Kg of drug,Urine,,,,BAO_0000218,50588,N,Intermediate,CHEMBL625773
14672,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after intravenous administration of 7.94 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625774
14673,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 0 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625775
14674,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 1.01 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625776
14675,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 1.13 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625777
14676,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 10.1 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625778
14677,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 102 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625779
14678,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 105 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625780
14679,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 11.3 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625781
14680,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 113 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL875637
14681,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 19.5 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626473
14682,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 195 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626474
14683,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 21.7 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626475
14684,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 217 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626476
14685,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 23.9 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL634397
14686,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 239 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626477
14687,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 24.9 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631069
14688,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 249 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631070
14689,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 25.9 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631071
14690,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 259 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631072
14691,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 26.5 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631073
14692,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 265 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631074
14693,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 27 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631075
14694,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 27.9 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631725
14695,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 270 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631726
14696,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 279 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631727
14697,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 28.2 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631728
14698,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 28.9 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631729
14699,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 282 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631730
14700,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 289 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631731
14701,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 3.40 uM/Kg of drug,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631910
14702,1,,1,Rattus norvegicus,In vivo,,10116.0,10000000.0,,Biodistribution of the [18F]-radiolabeled compound in rat hippocampus,Hippocampus,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631911
14703,1,,1,Rattus norvegicus,In vivo,,10116.0,1898.0,,Biodistribution of the [18F]-radiolabeled compound in rat hypothalamus,Hypothalamus,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631912
14704,1,,1,Rattus norvegicus,In vivo,,10116.0,1898.0,,Biodistribution of the [18F]-radiolabeled compound in rat hypothalamus; Not determined,Hypothalamus,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631913
14705,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631914
14706,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631915
14707,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL875778
14708,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631916
14709,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631917
14710,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631918
14711,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631919
14712,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631920
14713,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631921
14714,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631922
14715,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in blood of immature femalee rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631923
14716,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631924
14717,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630234
14718,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630235
14719,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630236
14720,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630237
14721,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630238
14722,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630239
14723,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630303
14724,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630304
14725,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Biodistribution in fat of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630305
14726,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630306
14727,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630307
14728,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630308
14729,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL630309
14730,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL629309
14731,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL629993
14732,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL629994
14733,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL629995
14734,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631993
14735,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631994
14736,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution in kidney of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL631995
