doc_id,cell_id,assay_cell_type,tid,assay_tax_id,assay_category,src_assay_id,bao_format,assay_type,tissue_id,chembl_id,variant_id,assay_subcellular_fraction,curated_by,assay_tissue,src_id,confidence_score,assay_strain,assay_organism,relationship_type,assay_test_type,assay_id,description
7767,,,50594,10090.0,,,BAO_0000218,A,,CHEMBL620287,,,Intermediate,,1,1,,Mus musculus,N,In vivo,5896,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,,CHEMBL620288,,,Intermediate,,1,1,,Mus musculus,N,In vivo,5897,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,,CHEMBL620289,,,Intermediate,,1,1,,Mus musculus,N,In vivo,5898,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,160.0,CHEMBL620290,,,Intermediate,Intestine,1,1,,Mus musculus,N,In vivo,5899,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,160.0,CHEMBL620291,,,Intermediate,Intestine,1,1,,Mus musculus,N,In vivo,5900,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,160.0,CHEMBL620292,,,Intermediate,Intestine,1,1,,Mus musculus,N,In vivo,5901,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,2106.0,CHEMBL620293,,,Intermediate,Spleen,1,1,,Mus musculus,N,In vivo,5902,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,2106.0,CHEMBL620294,,,Intermediate,Spleen,1,1,,Mus musculus,N,In vivo,5903,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,2106.0,CHEMBL618614,,,Intermediate,Spleen,1,1,,Mus musculus,N,In vivo,5904,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,945.0,CHEMBL618615,,,Intermediate,Stomach,1,1,,Mus musculus,N,In vivo,5905,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
7767,,,50594,10090.0,,,BAO_0000218,A,945.0,CHEMBL618616,,,Intermediate,Stomach,1,1,,Mus musculus,N,In vivo,5906,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
2036,622.0,A 172,80012,9606.0,,,BAO_0000219,F,,CHEMBL618617,,,Expert,,1,1,,Homo sapiens,N,,5907,Cytotoxicity against A-172 human tumor cell lines
2357,622.0,A 172,80012,9606.0,,,BAO_0000219,F,,CHEMBL618618,,,Intermediate,,1,1,,Homo sapiens,N,,5908,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line
1457,623.0,A204,80014,9606.0,,,BAO_0000219,F,,CHEMBL618619,,,Intermediate,,1,1,,Homo sapiens,N,,5909,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells
4379,478.0,A2780,81034,9606.0,,,BAO_0000219,F,,CHEMBL618620,,,Intermediate,,1,1,,Homo sapiens,N,,5910,Tested for antiproliferative activity against A-2780 tumoral cell line
1093,455.0,A-375,80018,9606.0,,,BAO_0000219,F,,CHEMBL618621,,,Intermediate,,1,1,,Homo sapiens,N,,5911,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined
12152,455.0,A-375,80018,9606.0,,,BAO_0000219,F,,CHEMBL618622,,,Intermediate,,1,1,,Homo sapiens,N,,5912,Tested in vitro against A-375 cell line human melanoma
16464,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618623,,,Expert,,1,1,,Homo sapiens,N,,5913,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay
16464,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618624,,,Intermediate,,1,1,,Homo sapiens,N,,5914,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5
16582,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618625,,,Expert,,1,1,,Homo sapiens,N,,5915,In vitro cytotoxicity against human non small-cell-lung cell line A-427.
16464,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618626,,,Intermediate,,1,1,,Homo sapiens,N,,5916,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5
10413,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618627,,,Intermediate,,1,1,,Homo sapiens,N,,5917,Antitumor activity on A-427 lung carcinoma cell lines
6418,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618628,,,Intermediate,,1,1,,Homo sapiens,N,,5918,Cytotoxic activity against human A-427 lung tumor cell line
17134,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618629,,,Expert,,1,1,,Homo sapiens,N,,5919,In vitro antitumor effects against human A-427 cell lines.
16132,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618630,,,Expert,,1,1,,Homo sapiens,N,,5920,In vitro inhibition of A-427 (human lung cancer) cell growth.
16132,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618631,,,Intermediate,,1,1,,Homo sapiens,N,,5921,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available
16780,797.0,A-427,80019,9606.0,,,BAO_0000219,F,,CHEMBL618632,,,Intermediate,,1,1,,Homo sapiens,N,,5922,Cytotoxic activity of compound against A-427 lung human tumor cell line
4085,500.0,A-431,80852,9606.0,,,BAO_0000219,F,,CHEMBL618633,,,Expert,,1,1,,Homo sapiens,N,,5923,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line
1276,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL619315,,,Intermediate,,1,1,,Homo sapiens,N,,5924,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line
3498,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL619316,,,Expert,,1,1,,Homo sapiens,N,,5925,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined
1169,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL619317,,,Intermediate,,1,1,,Homo sapiens,N,,5926,Cytotoxicity against human kidney carcinoma A-498cell lines
4450,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL619318,,,Intermediate,,1,1,,Homo sapiens,N,,5927,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line
3311,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL619319,,,Intermediate,,1,1,,Homo sapiens,N,,5928,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.
4461,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL619739,,,Intermediate,,1,1,,Homo sapiens,N,,5929,Antitumor cytotoxic activity against A-498 cell line was determined
3311,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL619740,,,Intermediate,,1,1,,Homo sapiens,N,,5930,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.
3311,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL883158,,,Intermediate,,1,1,,Homo sapiens,N,,5931,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data
1457,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL884012,,,Intermediate,,1,1,,Homo sapiens,N,,5932,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells
3664,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL619741,,,Intermediate,,1,1,,Homo sapiens,N,,5933,In vitro inhibitory activity against A-498 ovarian cancer cell lines
15895,624.0,A498,80021,9606.0,,,BAO_0000219,F,,CHEMBL619742,,,Intermediate,,1,1,,Homo sapiens,N,,5934,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line"
11843,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL876610,,,Intermediate,,1,1,,Homo sapiens,N,,5935,Inhibition of growth lung non-small cell carcinoma A-549 cell line
11843,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL619743,,,Intermediate,,1,1,,Homo sapiens,N,,5936,Inhibition of growth of lung non-small cell carcinoma A-549 cell line
17705,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL619744,,,Intermediate,,1,1,,Homo sapiens,N,,5937,In vitro antiproliferative activity against human A-549 NSCL cell line
17705,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL619745,,,Intermediate,,1,1,,Homo sapiens,N,,5938,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant
4369,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL619746,,,Intermediate,,1,1,,Homo sapiens,N,,5939,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay
4369,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL619747,,,Intermediate,,1,1,,Homo sapiens,N,,5940,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay
4369,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL619748,,,Intermediate,,1,1,,Homo sapiens,N,,5941,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data
4369,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL619749,,,Intermediate,,1,1,,Homo sapiens,N,,5942,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay
4369,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL619750,,,Intermediate,,1,1,,Homo sapiens,N,,5943,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data
4369,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL624014,,,Intermediate,,1,1,,Homo sapiens,N,,5944,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay
4369,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL624015,,,Intermediate,,1,1,,Homo sapiens,N,,5945,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data
4787,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL885344,,,Expert,,1,1,,Homo sapiens,N,,5946,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation
4787,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL623224,,,Intermediate,,1,1,,Homo sapiens,N,,5947,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation
6513,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL623225,,,Intermediate,,1,1,,Homo sapiens,N,,5948,Cytotoxic activity against A-549 cell line
6690,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622698,,,Intermediate,,1,1,,Homo sapiens,N,,5949,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03
6690,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622699,,,Intermediate,,1,1,,Homo sapiens,N,,5950,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1
12263,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622700,,,Expert,,1,1,,Homo sapiens,N,,5951,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line"
1054,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622701,,,Intermediate,,1,1,,Homo sapiens,N,,5952,Compound was tested for cytotoxic activity against human lung carcinoma (A-549)
1359,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622702,,,Intermediate,,1,1,,Homo sapiens,N,,5953,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma)
3547,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622703,,,Intermediate,,1,1,,Homo sapiens,N,,5954,Cytotoxic activity against human lung carcinoma (A-549) cell line
5771,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622704,,,Expert,,1,1,,Homo sapiens,N,,5955,Cytotoxic activity towards A-549 cells
14425,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622705,,,Intermediate,,1,1,,Homo sapiens,N,,5956,"In vitro percent inhibition of A549, lung carcinoma."
14425,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622706,,,Intermediate,,1,1,,Homo sapiens,N,,5957,"In vitro percent inhibition of A549, lung carcinoma"
14425,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622707,,,Intermediate,,1,1,,Homo sapiens,N,,5958,"In vitro percent inhibition of A549, lung carcinoma."
14425,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622708,,,Intermediate,,1,1,,Homo sapiens,N,,5959,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23"
5280,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622709,,,Intermediate,,1,1,,Homo sapiens,N,,5960,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM
15176,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622710,,,Intermediate,,1,1,,Homo sapiens,N,,5961,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.
15300,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622711,,,Intermediate,,1,1,,Homo sapiens,N,,5962,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay
17824,646.0,A549,80682,9606.0,,,BAO_0000218,F,,CHEMBL622712,,,Intermediate,,1,1,,Homo sapiens,N,,5963,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose"
17824,646.0,A549,80682,9606.0,,,BAO_0000218,F,,CHEMBL622713,,,Intermediate,,1,1,,Homo sapiens,N,,5964,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose"
17824,646.0,A549,80682,9606.0,,,BAO_0000218,F,,CHEMBL622714,,,Intermediate,,1,1,,Homo sapiens,N,,5965,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose"
17824,646.0,A549,80682,9606.0,,,BAO_0000218,F,,CHEMBL622715,,,Intermediate,,1,1,,Homo sapiens,N,,5966,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose"
17824,646.0,A549,80682,9606.0,,,BAO_0000218,F,,CHEMBL622716,,,Intermediate,,1,1,,Homo sapiens,N,,5967,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose"
17824,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622717,,,Intermediate,,1,1,,Homo sapiens,N,,5968,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested"
17528,646.0,A549,80682,9606.0,,,BAO_0000218,F,,CHEMBL622718,,,Intermediate,,1,1,,Homo sapiens,N,,5969,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3)
6870,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622719,,,Expert,,1,1,,Homo sapiens,N,,5970,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration
6870,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622720,,,Intermediate,,1,1,,Homo sapiens,N,,5971,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined
6870,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622721,,,Intermediate,,1,1,,Homo sapiens,N,,5972,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration
6870,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL622722,,,Intermediate,,1,1,,Homo sapiens,N,,5973,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined
16726,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL876030,,,Intermediate,,1,1,,Homo sapiens,N,,5974,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition
6170,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL620206,,,Intermediate,,1,1,,Homo sapiens,N,,5975,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation"
6583,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL620207,,,Expert,,1,1,,Homo sapiens,N,,5976,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L
6583,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL620208,,,Expert,,1,1,,Homo sapiens,N,,5977,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L
6583,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL620209,,,Expert,,1,1,,Homo sapiens,N,,5978,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L
6583,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL620210,,,Expert,,1,1,,Homo sapiens,N,,5979,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L
6583,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL621639,,,Expert,,1,1,,Homo sapiens,N,,5980,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L
17321,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL621640,,,Intermediate,,1,1,,Homo sapiens,N,,5981,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line
17528,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL621641,,,Expert,,1,1,,Homo sapiens,N,,5982,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment
12888,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL621642,,,Expert,,1,1,,Homo sapiens,N,,5983,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC
4312,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL621643,,,Intermediate,,1,1,,Homo sapiens,N,,5984,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line
4312,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL621644,,,Intermediate,,1,1,,Homo sapiens,N,,5985,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line
4312,646.0,A549,80682,9606.0,,,BAO_0000219,F,,CHEMBL621645,,,Intermediate,,1,1,,Homo sapiens,N,,5986,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data
17737,646.0,A549,80682,10090.0,,,BAO_0000219,F,,CHEMBL621646,,,Intermediate,,1,1,,Mus musculus,N,,5987,In vitro antiproliferative activity against A549 cell line
6630,646.0,A549,80682,,,,BAO_0000219,F,,CHEMBL621647,,,Intermediate,,1,1,,,N,,5988,Synergism with indomethacin in A549 cells
6630,646.0,A549,80682,,,,BAO_0000219,F,,CHEMBL621648,,,Intermediate,,1,1,,,N,,5989,Synergism with tolmetin in A549 cells
6630,646.0,A549,80682,,,,BAO_0000219,F,,CHEMBL621649,,,Intermediate,,1,1,,,N,,5990,Synergism with sulindac in A549 cells
6630,646.0,A549,80682,,,,BAO_0000219,F,,CHEMBL621650,,,Intermediate,,1,1,,,N,,5991,Antagonism of indomethacin in A549 cells
6630,646.0,A549,80682,,,,BAO_0000219,F,,CHEMBL621651,,,Intermediate,,1,1,,,N,,5992,Antagonism of sulindac in A549 cells
6630,646.0,A549,80682,,,,BAO_0000219,F,,CHEMBL621652,,,Intermediate,,1,1,,,N,,5993,Antagonism of tolmetin in A549 cells
6630,646.0,A549,80682,,,,BAO_0000219,F,,CHEMBL621653,,,Intermediate,,1,1,,,N,,5994,Synergism with indomethacin in A549 cells
6630,646.0,A549,80682,,,,BAO_0000219,F,,CHEMBL621654,,,Intermediate,,1,1,,,N,,5995,Synergism with sulindac in A549 cells
6630,646.0,A549,80682,,,,BAO_0000219,F,,CHEMBL621655,,,Intermediate,,1,1,,,N,,5996,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available
16907,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621656,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,5997,Cmax value after 30 mg/kg po dose in Dogs
5944,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621657,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,5998,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg)
5944,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621658,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,5999,Cmax value determined in dog at a dose of 10 mg/kg by oral administration
5944,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621659,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6000,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg)
5944,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621660,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6001,Cmax value determined in dog at a dose of 5 mg/kg by oral administration
2959,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621661,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6002,Cmax value after administration of 4 mg/Kg oral dose in dog
6241,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621662,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6003,Cmax value in dog
6241,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621663,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6004,Cmax value in dogs after oral administration at 1 mg/kg
2652,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621664,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6005,Bioavailability as Cmax in dogs at 5 mg/kg oral dose
1806,,,50588,9615.0,,,BAO_0000218,A,1969.0,CHEMBL621665,,,Intermediate,Plasma,1,1,,Canis lupus familiaris,N,In vivo,6006,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs
1806,,,50588,9615.0,,,BAO_0000218,A,1969.0,CHEMBL621666,,,Intermediate,Plasma,1,1,,Canis lupus familiaris,N,In vivo,6007,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs
1021,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621667,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6008,Concentration maxima after oral dosing in dogs
1021,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL876738,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6009,Concentration maxima after oral dosing in dogs; not available
1021,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621668,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6010,Concentration maxima after oral dosing in dogs; not available
5444,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621669,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6011,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed
5444,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621670,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6012,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed
5444,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL621671,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6013,In vivo maximal concentration was calculated at 1 mg/kg in dog
5444,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL622360,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6014,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed
5444,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL622361,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6015,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption
5130,,,50588,9615.0,,,BAO_0000218,A,1969.0,CHEMBL622362,,,Intermediate,Plasma,1,1,,Canis lupus familiaris,N,In vivo,6016,Cmax in dog plasma after oral dose (1 mg/kg)
3249,,,50588,9615.0,,,BAO_0000218,A,1969.0,CHEMBL622363,,,Intermediate,Plasma,1,1,,Canis lupus familiaris,N,In vivo,6017,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg
5473,,,50588,9615.0,,,BAO_0000218,A,1969.0,CHEMBL622364,,,Intermediate,Plasma,1,1,,Canis lupus familiaris,N,In vivo,6018,Maximal plasma concentration at a dose of 1 mg/kg
5474,,,50588,9615.0,,,BAO_0000218,A,1969.0,CHEMBL622365,,,Intermediate,Plasma,1,1,,Canis lupus familiaris,N,In vivo,6019,Maximal plasma concentration at a dose of 1 mg/kg (oral)
4657,,,50588,9615.0,,,BAO_0000218,A,1969.0,CHEMBL622533,,,Intermediate,Plasma,1,1,,Canis lupus familiaris,N,In vivo,6020,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally
3031,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL622534,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6021,Maximum concentration of compound in dog was evaluated.
4527,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL622535,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6022,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined
4186,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL876739,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6023,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route
5007,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL622536,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6024,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg)
3132,,,50588,9615.0,,,BAO_0000218,A,1969.0,CHEMBL622537,,,Intermediate,Plasma,1,1,,Canis lupus familiaris,N,In vivo,6025,Maximum concentration obtained in dog plasma was determined
5006,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL622538,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6026,Maximum concentration was determined
4727,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL627867,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6027,Maximum concentration at the dose of 2 mg/kg in dog
1916,,,50588,9615.0,,,BAO_0000218,A,,CHEMBL627868,,,Intermediate,,1,1,,Canis lupus familiaris,N,In vivo,6028,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration
