ss_d,ss_sbclllr_frctn,tss_d,ss_tx_d,crtd_b,ss_rgnsm,dc_d,chmbl_d,td,ss_strn,cll_d,ss_tss,dscrptn,vrnt_d,ss_tp,src_d,rltnshp_tp,cnfdnc_scr,src_ss_d,b_frmt
14737,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL631996,50597,,,Liver,Biodistribution in liver of Iimmature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,1,N,1,,BAO_0000218
14738,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL631997,50597,,,Liver,Biodistribution in liver of Iimmature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14739,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL631998,50597,,,Liver,Biodistribution in liver of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14740,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL631999,50597,,,Liver,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14741,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL632000,50597,,,Liver,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,1,N,1,,BAO_0000218
14742,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL632001,50597,,,Liver,Biodistribution in liver of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14743,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL874424,50597,,,Liver,Biodistribution in liver of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14744,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL632002,50597,,,Liver,Biodistribution in liver of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14745,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL632003,50597,,,Liver,Biodistribution in liver of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14746,,,,Autocuration,,3133,CHEMBL632004,22224,,,,Rate acceleration expressed as ratio of Kcat to Kuncat was evaluated,,A,1,U,0,,BAO_0000019
14747,,,,Autocuration,,2742,CHEMBL632005,22224,,,,Compound was tested for amidase rate in the presence of N62C fully characterised enzyme,,A,1,U,0,,BAO_0000019
14748,,,,Autocuration,,2742,CHEMBL632006,22224,,,,Compound was tested for amidase rate in the presence of N62C screen enzyme,,A,1,U,0,,BAO_0000019
14749,,,,Autocuration,,2742,CHEMBL632007,22224,,,,Compound was tested for amidase rate in the presence of S166C fully characterised enzyme,,A,1,U,0,,BAO_0000019
14750,,,,Autocuration,,2742,CHEMBL632008,22224,,,,Compound was tested for amidase rate in the presence of S166C screen enzyme,,A,1,U,0,,BAO_0000019
14751,,,,Autocuration,,2742,CHEMBL632009,22224,,,,Compound was tested for esterase rate in the presence of N62C fully characterised enzyme,,A,1,U,0,,BAO_0000019
14752,,,,Autocuration,,2742,CHEMBL632010,22224,,,,Compound was tested for esterase rate in the presence of N62C screen enzyme,,A,1,U,0,,BAO_0000019
14753,,,,Autocuration,,2742,CHEMBL857750,22224,,,,Compound was tested for esterase rate in the presence of S166C fully characterised enzyme,,A,1,U,0,,BAO_0000019
14754,,,,Autocuration,,2742,CHEMBL632011,22224,,,,Compound was tested for esterase rate in the presence of S166C screen enzyme,,A,1,U,0,,BAO_0000019
14755,,,,Autocuration,,2276,CHEMBL632012,22224,,,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,A,1,U,0,,BAO_0000019
14756,,,,Autocuration,,2276,CHEMBL632013,22224,,,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,A,1,U,0,,BAO_0000019
14757,,,,Autocuration,,2276,CHEMBL632014,22224,,,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as Kcat/KM",,A,1,U,0,,BAO_0000019
14758,,,,Autocuration,,2276,CHEMBL629622,22224,,,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,A,1,U,0,,BAO_0000019
14759,,,,Autocuration,,2276,CHEMBL629623,22224,,,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,A,1,U,0,,BAO_0000019
14760,,,,Autocuration,,2276,CHEMBL629624,22224,,,,"Rate constant at 30 degree C in phosphate buffer pH 7.1, 0.5 % acetonitrile was expressed as Kcat/KM",,A,1,U,0,,BAO_0000019
14761,,,,Autocuration,,17269,CHEMBL629625,22224,,,,Ratio of Kcat to that of Km was determined,,A,1,U,0,,BAO_0000019
14762,,,,Autocuration,,2276,CHEMBL629626,22224,,,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as Kcat/Kuncat",,A,1,U,0,,BAO_0000019
14763,,,,Autocuration,,2276,CHEMBL629627,22224,,,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as Kcat/Kuncat",,A,1,U,0,,BAO_0000019
14764,,,,Autocuration,,15917,CHEMBL629628,22224,,,,"Compound was evaluated for constant, Kd",,A,1,U,0,,BAO_0000019
14765,,,,Autocuration,,10933,CHEMBL629629,22224,,,,Deacylation rate constant(Kd fast) was determined by proflavin displacement assay,,A,1,U,0,,BAO_0000019
14766,,,,Autocuration,,10933,CHEMBL629630,22224,,,,Deacylation rate constant(Kd slow) was determined by proflavin displacement assay,,A,1,U,0,,BAO_0000019
14767,,,,Autocuration,,14293,CHEMBL856030,22224,,,,Dissociation Constant of compound determined,,A,1,U,0,,BAO_0000019
14768,,,,Autocuration,,6698,CHEMBL629631,22224,,,,Dissociation constant for the binding of compound to PDZ3 from PSD-95 was determined,,B,1,U,0,,BAO_0000019
14769,,,,Autocuration,,6698,CHEMBL629632,22224,,,,Dissociation constant for the binding of compound to PDZ3 from PSD-95 was determined; No data,,B,1,U,0,,BAO_0000019
14770,,,,Autocuration,,4318,CHEMBL629633,22224,,,,Dissociation constant of compound with Fructose was determined,,P,1,U,0,,BAO_0000100
14771,,,,Autocuration,,4318,CHEMBL629634,22224,,,,Dissociation constant of compound with Fructose was determined; Not determined,,P,1,U,0,,BAO_0000100
14772,,,,Autocuration,,4318,CHEMBL629635,22224,,,,Dissociation constant of compound with Lactulose was determined,,P,1,U,0,,BAO_0000100
14773,,,,Autocuration,,4318,CHEMBL629636,22224,,,,Dissociation constant of compound with Lactulose was determined; Not determined,,P,1,U,0,,BAO_0000100
14774,,,,Autocuration,,14959,CHEMBL629637,22224,,,,Dissociation constant of the Compound,,P,1,U,0,,BAO_0000100
14775,,,,Autocuration,,5913,CHEMBL629638,22224,,,,Dissociation constant by non-linear regression analysis,,P,1,U,0,,BAO_0000100
14776,,,,Autocuration,,14218,CHEMBL629639,22224,,,,Dissociation constant was determined,,P,1,U,0,,BAO_0000100
14777,,,,Autocuration,,10689,CHEMBL629640,22224,,,,Dissociation constant of the compound; value ranges from 0.81-1.2 nM,,P,1,U,0,,BAO_0000100
14778,,,,Autocuration,,13925,CHEMBL629641,22224,,,,Dissociation constant was determined,,P,1,U,0,,BAO_0000100
14779,,,,Autocuration,,16359,CHEMBL631344,22224,,,,Dissociation constant was determined,,P,1,U,0,,BAO_0000100
14780,,2385.0,10116.0,Intermediate,Rattus norvegicus,10944,CHEMBL631345,50597,,,Muscle tissue,Equilibrium dissociation constant based on membrane concentration in rat smooth muscle,,A,1,N,1,,BAO_0000218
14781,,,,Autocuration,,11080,CHEMBL631346,22224,,,,The dissociation constant determined by fluorescence displacement assay,,A,1,U,0,,BAO_0000019
14782,,,,Autocuration,,17805,CHEMBL631524,22224,,,,kd value surface plasmon resonance (SPR) method,,A,1,U,0,,BAO_0000019
14783,,2385.0,10116.0,Intermediate,Rattus norvegicus,10944,CHEMBL631525,50597,,,Muscle tissue,Equilibrium dissociation constant based on aqueous concentration in rat smooth muscle,,A,1,N,1,,BAO_0000218
14784,,,,Autocuration,,16645,CHEMBL631526,22224,,,,First dissociation constant of the binding of compound to V30M TTR,,F,1,U,0,,BAO_0000019
14785,,,,Autocuration,,16645,CHEMBL631527,22224,,,,Second dissociation constant of the binding of compound to V30M TTR,,F,1,U,0,,BAO_0000019
14786,,,,Autocuration,,7793,CHEMBL631528,22224,,,,"Compound was evaluated for equilibrium constant, Ke",,A,1,U,0,,BAO_0000019
14787,,1898.0,,Autocuration,,12199,CHEMBL631529,22224,,,Hypothalamus,Equilibrium constant from the dorsal raphe and the ventromedial hypothalamus,,A,1,U,0,,BAO_0000019
14788,,1898.0,,Autocuration,,12199,CHEMBL631530,22224,,,Hypothalamus,Equilibrium constant from the dorsal raphe and the ventromedial hypothalamus; inactive,,A,1,U,0,,BAO_0000019
14789,,,,Autocuration,,9680,CHEMBL631531,22224,,,,Keff is the effective biomolecular rate constant on VX for reactivation at pH 7.8 at 25 degree Centigrade,,A,1,U,0,,BAO_0000019
14790,,,,Autocuration,,9680,CHEMBL631532,22224,,,,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,,A,1,U,0,,BAO_0000019
14791,,,,Autocuration,,9680,CHEMBL631533,22224,,,,Keff is the effective biomolecular rate constant on sarin for reactivation at pH 7.8 at 25 degree Centigrade,,A,1,U,0,,BAO_0000019
14792,,,10090.0,Intermediate,Mus musculus,13758,CHEMBL876552,50594,,,,In vitro biotransformation of compound along with coformycin in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,A,1,N,1,,BAO_0000218
14793,,,10090.0,Intermediate,Mus musculus,13758,CHEMBL631534,50594,,,,In vitro biotransformation of compound along with coformycin in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-A) analyte,,A,1,N,1,,BAO_0000218
14794,,,10090.0,Intermediate,Mus musculus,13758,CHEMBL631535,50594,,,,In vitro biotransformation of compound in mice brain homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,A,1,N,1,,BAO_0000218
14795,,,10090.0,Intermediate,Mus musculus,13758,CHEMBL631536,50594,,,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,A,1,N,1,,BAO_0000218
14796,,,10090.0,Intermediate,Mus musculus,13758,CHEMBL631537,50594,,,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-hypoxanthine(ara-H) analyte,,A,1,N,1,,BAO_0000218
14797,,,10090.0,Intermediate,Mus musculus,13758,CHEMBL631538,50594,,,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-A) analyte,,A,1,N,1,,BAO_0000218
14798,,,10090.0,Intermediate,Mus musculus,13758,CHEMBL631539,50594,,,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-H) analyte,,A,1,N,1,,BAO_0000218
14799,,,10090.0,Intermediate,Mus musculus,13758,CHEMBL631540,50594,,,,In vitro biotransformation of compound in mice serum 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,A,1,N,1,,BAO_0000218
14800,,,10116.0,Intermediate,Rattus norvegicus,14393,CHEMBL625637,50597,,,,Pharmacokinetic Parameter [Kel(1/h)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,A,1,N,1,,BAO_0000218
14801,,,10116.0,Intermediate,Rattus norvegicus,14393,CHEMBL625638,50597,,,,Pharmacokinetic parameter [Kel(1/h)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,A,1,N,1,,BAO_0000218
14802,,,10116.0,Intermediate,Rattus norvegicus,15078,CHEMBL625639,50597,,,,"The Kel value in female wistar rat at 100 mg/kg, p.o. dose",,A,1,N,1,,BAO_0000218
14803,,955.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625640,50597,,,Brain,Biodistribution in rat brain post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14804,,955.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625641,50597,,,Brain,Biodistribution in rat brain post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14805,,948.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625642,50597,,,Heart,Biodistribution in rat heart post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14806,,948.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625643,50597,,,Heart,Biodistribution in rat heart post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14807,,2113.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625644,50597,,,Kidney,Biodistribution in rat kidney post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14808,,2113.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625645,50597,,,Kidney,Biodistribution in rat kidney post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14809,,2107.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625646,50597,,,Liver,Biodistribution in rat liver post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14810,,2107.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625647,50597,,,Liver,Biodistribution in rat liver post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14811,,2048.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625648,50597,,,Lung,Biodistribution in rat lung post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14812,,2048.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625649,50597,,,Lung,Biodistribution in rat lung post intravenous injection for 60 min of [99mTc]-TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14813,,2385.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625650,50597,,,Muscle tissue,Biodistribution in rat muscle post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14814,,2385.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625651,50597,,,Muscle tissue,Biodistribution in rat muscle post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14815,,14.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625652,50597,,,Zone of skin,Biodistribution in rat skin post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14816,,14.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625653,50597,,,Zone of skin,Biodistribution in rat skin post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14817,,2106.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625654,50597,,,Spleen,Biodistribution in rat spleen post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14818,,2106.0,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL625655,50597,,,Spleen,Biodistribution in rat spleen post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,A,1,N,1,,BAO_0000218
14819,,178.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL625656,50597,,,Blood,Biodistribution of Compound in rat blood after 15 minutes of administration,,A,1,N,1,,BAO_0000218
14820,,178.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL625657,50597,,,Blood,Biodistribution of Compound in rat blood after 2 minutes of administration,,A,1,N,1,,BAO_0000218
14821,,955.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL625658,50597,,,Brain,Biodistribution of Compound in rat brain after 15 minutes of administration,,A,1,N,1,,BAO_0000218
14822,,955.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL625659,50597,,,Brain,Biodistribution of Compound in rat brain after 2 minutes of administration,,A,1,N,1,,BAO_0000218
14823,,948.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL625660,50597,,,Heart,Biodistribution of Compound in rat heart after 15 minutes of administration,,A,1,N,1,,BAO_0000218
14824,,948.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL625661,50597,,,Heart,Biodistribution of Compound in rat heart after 2 minutes of administration,,A,1,N,1,,BAO_0000218
14825,,2107.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL625662,50597,,,Liver,Biodistribution of Compound in rat liver after 15 minutes of administration,,A,1,N,1,,BAO_0000218
14826,,2107.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL625663,50597,,,Liver,Biodistribution of Compound in rat liver after 2 minutes of administration,,A,1,N,1,,BAO_0000218
14827,,2048.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL875621,50597,,,Lung,Biodistribution of Compound in rat lung after 15 minutes of administration,,A,1,N,1,,BAO_0000218
14828,,2048.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL628382,50597,,,Lung,Biodistribution of Compound in rat lung after 2 minutes of administration,,A,1,N,1,,BAO_0000218
14829,,2385.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL628383,50597,,,Muscle tissue,Biodistribution of Compound in rat muscle after 15 minutes of administration,,A,1,N,1,,BAO_0000218
14830,,2385.0,10116.0,Intermediate,Rattus norvegicus,9712,CHEMBL628384,50597,,,Muscle tissue,Biodistribution of Compound in rat muscle after 2 minutes of administration,,A,1,N,1,,BAO_0000218
14831,,,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL628385,50597,,,,Brain uptake of [99mTc]TRODAT in rat expressed as percent dose per organ at time of 2 mins,,A,1,N,1,,BAO_0000218
14832,,,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL875753,50597,,,,Brain uptake of [99mTc]TRODAT in rat expressed as percent dose per organ at time of 30 mins,,A,1,N,1,,BAO_0000218
14833,,,10116.0,Intermediate,Rattus norvegicus,13925,CHEMBL628386,50597,,,,Brain uptake of [99mTc]TRODAT in rat expressed as percent dose per organ at time of 60 mins,,A,1,N,1,,BAO_0000218
14834,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL628387,50597,,,,Organ distribution in rat blood 2 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14835,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL628388,50597,,,,Organ distribution in rat blood 2 hr after intravenous injection,,A,1,N,1,,BAO_0000218
14836,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL628389,50597,,,,Organ distribution in rat blood 30 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14837,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL632756,50597,,,,Organ distribution in rat blood 30 min after intravenous injection,,A,1,N,1,,BAO_0000218
14838,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL628390,50597,,,,Organ distribution in rat brain 2 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14839,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631811,50597,,,,Organ distribution in rat brain 2 hr after intravenous injection,,A,1,N,1,,BAO_0000218
14840,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631812,50597,,,,Organ distribution in rat brain 30 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14841,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631813,50597,,,,Organ distribution in rat heart 2 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14842,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631814,50597,,,,Organ distribution in rat heart 2 hr after intravenous injection,,A,1,N,1,,BAO_0000218
14843,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631815,50597,,,,Organ distribution in rat heart 30 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14844,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631816,50597,,,,Organ distribution in rat kidney 2 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14845,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL875758,50597,,,,Organ distribution in rat kidney 2 hr after intravenous injection,,A,1,N,1,,BAO_0000218
14846,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631817,50597,,,,Organ distribution in rat kidney 30 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14847,,2107.0,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631818,50597,,,Liver,Organ distribution in rat liver 2 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14848,,2107.0,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631819,50597,,,Liver,Organ distribution in rat liver 2 hr after intravenous injection,,A,1,N,1,,BAO_0000218
14849,,2107.0,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631820,50597,,,Liver,Organ distribution in rat liver 30 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14850,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631821,50597,,,,Organ distribution in rat lung 2 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14851,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631822,50597,,,,Organ distribution in rat lung 2 hr after intravenous injection,,A,1,N,1,,BAO_0000218
14852,,,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631823,50597,,,,Organ distribution in rat lung 30 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14853,,2385.0,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631824,50597,,,Muscle tissue,Organ distribution in rat muscle 2 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14854,,2385.0,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631825,50597,,,Muscle tissue,Organ distribution in rat muscle 2 hr after intravenous injection,,A,1,N,1,,BAO_0000218
14855,,2385.0,10116.0,Intermediate,Rattus norvegicus,6941,CHEMBL631826,50597,,,Muscle tissue,Organ distribution in rat muscle 30 minutes after intravenous injection,,A,1,N,1,,BAO_0000218
14856,,,10090.0,Intermediate,Mus musculus,14439,CHEMBL631827,50594,,,,Biodistribution in athymic mice bearing Human Tumor (KB) Xenografts 1 hour after injection in Blood (B),,A,1,N,1,,BAO_0000218
14857,,,10090.0,Intermediate,Mus musculus,14439,CHEMBL631828,50594,,,,Biodistribution in athymic mice bearing Human Tumor (KB) Xenografts 1 hour after injection in Heart (H),,A,1,N,1,,BAO_0000218
14858,,,10090.0,Intermediate,Mus musculus,14439,CHEMBL631829,50594,,,,Biodistribution in athymic mice bearing Human Tumor (KB) Xenografts 1 hour after injection in Lung (L),,A,1,N,1,,BAO_0000218
14859,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL875759,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 3.76 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14860,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631830,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 30.20 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14861,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631831,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 302 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14862,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631832,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 31.6 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14863,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631833,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 316 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14864,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631834,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 32.4 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14865,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631835,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 324 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14866,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631836,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 34.0 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14867,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631837,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 34.1 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14868,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631838,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 34.8 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14869,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631839,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 341 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14870,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631840,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 348 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14871,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631841,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 37.6 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14872,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631842,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 58.4 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14873,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631843,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 65.2 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14874,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631844,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 71.6 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14875,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631845,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 71.8 uM/Kg of drug,,A,1,N,1,,BAO_0000218
