Fiscal year,Organisation class,Organisation type,Trade development (marker),Biodiversity (marker),Continent ID,Fund centre ID,Organisation sub-class,Knowledge for development (marker),Bilateral aid (international marker),Indigenous issues (marker),Amount spent,ICT as a tool for development (marker),Section name,Continent name,Organisation ID,Climate change mitigation (marker),Children issues (marker),CountryRegion percent,Sector percent,Maximum CIDA contribution (project-level),IRTC percent,Climate change adaptation (marker),CountryRegion name,Urban issues (marker),Project number,Status,Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old)
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4216,SUPPLIER OF GOODS/SERVICES,0,1,0,280.2,0,Mali Program Section,Africa,1000948,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4216,FEDERAL,0,1,0,349.999,0,Mali Program Section,Africa,1008469,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,2,4216,CONSULTANT,0,1,0,15772.437,0,Mali Program Section,Africa,Information not available,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,2,4216,COOPERANT,0,1,0,19193.0,0,Mali Program Section,Africa,Information not available,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Unknown,Uncoded,0,0,2,4216,Unknown,0,1,0,236.197,0,Mali Program Section,Africa,Information not available,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4216,FEDERAL,0,1,0,117585.252,0,Mali Program Section,Africa,10050,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4216,SUPPLIER OF GOODS/SERVICES,0,1,0,280.2,0,Mali Program Section,Africa,1000948,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4216,FEDERAL,0,1,0,349.999,0,Mali Program Section,Africa,1008469,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,2,4216,CONSULTANT,0,1,0,15772.437,0,Mali Program Section,Africa,Information not available,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,2,4216,COOPERANT,0,1,0,19193.0,0,Mali Program Section,Africa,Information not available,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Unknown,Uncoded,0,0,2,4216,Unknown,0,1,0,236.197,0,Mali Program Section,Africa,Information not available,0,0,1.0,0.1,9293608.0,0.0,0,Mali,0,A034554001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,9293608.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,2240,UNIVERSITY,0,1,0,4000.0,0,Education and Knowledge,America,1002984,0,1,1.0,1.0,7850.25,0.0,0,Canada,0,A034566001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Journalism and Development Initiative,7850.25,0.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,6118,UNIVERSITY,0,1,0,12976.08,0,Education and Knowledge,Africa,1004120,0,0,1.0,1.0,12976.08,0.0,0,Kenya,0,A034568001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,12976.08,1.0,0,Responsive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,2,4232,UNITED NATIONS,0,1,0,1560000.0,0,South Sudan Program,Africa,1009972,0,0,1.0,0.65,5800000.0,0.0,0,Sudan,0,A034572001,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,5800000.0,1.0,0,Responsive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,2,4232,UNITED NATIONS,0,1,0,240000.0,0,South Sudan Program,Africa,1009972,0,0,1.0,0.1,5800000.0,0.0,0,Sudan,0,A034572001,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,5800000.0,1.0,0,Responsive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,2,4232,UNITED NATIONS,0,1,0,360000.0,0,South Sudan Program,Africa,1009972,0,0,1.0,0.15,5800000.0,0.0,0,Sudan,0,A034572001,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,5800000.0,1.0,0,Responsive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,2,4232,UNITED NATIONS,0,1,0,240000.0,0,South Sudan Program,Africa,1009972,0,0,1.0,0.1,5800000.0,0.0,0,Sudan,0,A034572001,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,5800000.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,343202.1,0,South Sudan Program,Africa,1002249,0,1,1.0,0.3,4539219.0,0.0,0,South Sudan,0,A034573001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4539219.0,0.7,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,114400.7,0,South Sudan Program,Africa,1002249,0,1,1.0,0.1,4539219.0,0.0,0,South Sudan,0,A034573001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4539219.0,0.7,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,171601.05,0,South Sudan Program,Africa,1002249,0,1,1.0,0.15,4539219.0,0.0,0,South Sudan,0,A034573001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4539219.0,0.7,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,171601.05,0,South Sudan Program,Africa,1002249,0,1,1.0,0.15,4539219.0,0.0,0,South Sudan,0,A034573001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4539219.0,0.7,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,343202.1,0,South Sudan Program,Africa,1002249,0,1,1.0,0.3,4539219.0,0.0,0,South Sudan,0,A034573001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4539219.0,0.7,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,74650.0,0,South Sudan Program,Africa,1001668,0,1,1.0,0.4,3099004.0,0.0,0,South Sudan,0,A034574001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,3099004.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,37325.0,0,South Sudan Program,Africa,1001668,0,1,1.0,0.2,3099004.0,0.0,0,South Sudan,0,A034574001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,3099004.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,74650.0,0,South Sudan Program,Africa,1001668,0,1,1.0,0.4,3099004.0,0.0,0,South Sudan,0,A034574001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,3099004.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,120113.1,0,South Sudan Program,Africa,1000517,0,1,1.0,0.1,4110288.0,0.0,0,South Sudan,0,A034575001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4110288.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,180169.65,0,South Sudan Program,Africa,1000517,0,1,1.0,0.15,4110288.0,0.0,0,South Sudan,0,A034575001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4110288.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,180169.65,0,South Sudan Program,Africa,1000517,0,1,1.0,0.15,4110288.0,0.0,0,South Sudan,0,A034575001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4110288.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,60056.55,0,South Sudan Program,Africa,1000517,0,1,1.0,0.05,4110288.0,0.0,0,South Sudan,0,A034575001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4110288.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,300282.75,0,South Sudan Program,Africa,1000517,0,1,1.0,0.25,4110288.0,0.0,0,South Sudan,0,A034575001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4110288.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,60056.55,0,South Sudan Program,Africa,1000517,0,1,1.0,0.05,4110288.0,0.0,0,South Sudan,0,A034575001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4110288.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,120113.1,0,South Sudan Program,Africa,1000517,0,1,1.0,0.1,4110288.0,0.0,0,South Sudan,0,A034575001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4110288.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,NGO,0,1,0,180169.65,0,South Sudan Program,Africa,1000517,0,1,1.0,0.15,4110288.0,0.0,0,South Sudan,0,A034575001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,4110288.0,1.0,0,Responsive
2009/2010,Governmental,Foreign Non-Profit Making,0,0,2,4232,FEDERAL,0,1,0,1542750.0,1,South Sudan Program,Africa,1007955,0,0,1.0,1.0,7500000.0,0.0,0,South Sudan,0,A034576001,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,7500000.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,VOLUNTEER SENDING AGENCY,0,1,0,50092.5,0,South Sudan Program,Africa,1001245,0,0,1.0,0.5,3060663.0,0.0,0,South Sudan,0,A034577001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,3060663.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,VOLUNTEER SENDING AGENCY,0,1,0,10018.5,0,South Sudan Program,Africa,1001245,0,0,1.0,0.1,3060663.0,0.0,0,South Sudan,0,A034577001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,3060663.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,VOLUNTEER SENDING AGENCY,0,1,0,10018.5,0,South Sudan Program,Africa,1001245,0,0,1.0,0.1,3060663.0,0.0,0,South Sudan,0,A034577001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,3060663.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4232,VOLUNTEER SENDING AGENCY,0,1,0,30055.5,0,South Sudan Program,Africa,1001245,0,0,1.0,0.3,3060663.0,0.0,0,South Sudan,0,A034577001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,South Sudan,3060663.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4125,FEDERAL,0,1,0,8174.445,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,10050,0,0,1.0,0.5,1324473.75,0.0,0,Afghanistan,0,A034582001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Afghanistan,1324473.75,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4125,NGO,0,1,0,166117.0,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1000517,0,0,1.0,0.5,1324473.75,0.0,0,Afghanistan,0,A034582001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Afghanistan,1324473.75,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4125,FEDERAL,0,1,0,8174.445,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,10050,0,0,1.0,0.5,1324473.75,0.0,0,Afghanistan,0,A034582001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Afghanistan,1324473.75,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4125,NGO,0,1,0,166117.0,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1000517,0,0,1.0,0.5,1324473.75,0.0,0,Afghanistan,0,A034582001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Afghanistan,1324473.75,1.0,0,Responsive
2009/2010,Governmental,Foreign Non-Profit Making,0,0,1,4424,FEDERAL,0,1,0,1125000.0,0,South America,America,1009978,0,0,1.0,0.75,11000000.0,0.0,0,Peru,0,A034593001,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Peru,11000000.0,0.0,0,Core Funding
2009/2010,Governmental,Foreign Non-Profit Making,0,0,1,4424,FEDERAL,0,1,0,375000.0,0,South America,America,1009978,0,0,1.0,0.25,11000000.0,0.0,0,Peru,0,A034593001,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Peru,11000000.0,0.0,0,Core Funding
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,1,4424,IFI,0,1,0,750000.0,0,South America,America,1001306,0,0,1.0,0.25,17735622.0,0.0,0,Peru,0,A034599001,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Peru,17735622.0,1.0,0,Responsive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,1,4424,IFI,0,1,0,750000.0,0,South America,America,1001306,0,0,1.0,0.25,17735622.0,0.0,0,Peru,0,A034599001,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Peru,17735622.0,1.0,0,Responsive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,1,4424,IFI,0,1,0,300000.0,0,South America,America,1001306,0,0,1.0,0.1,17735622.0,0.0,0,Peru,0,A034599001,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Peru,17735622.0,1.0,0,Responsive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,1,4424,IFI,0,1,0,300000.0,0,South America,America,1001306,0,0,1.0,0.1,17735622.0,0.0,0,Peru,0,A034599001,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Peru,17735622.0,1.0,0,Responsive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,1,4424,IFI,0,1,0,900000.0,0,South America,America,1001306,0,0,1.0,0.3,17735622.0,0.0,0,Peru,0,A034599001,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Peru,17735622.0,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Burkina-Faso,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Benin,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,C�te d'Ivoire,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Cameroon,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Cape Verde,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Egypt,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Gabon,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Ghana,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Gambia,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Equatorial Guin,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Guinea-Bissau,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Morocco,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Madagascar,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Mali,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Mauritania,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Niger,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Nigeria,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Senegal,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Chad,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,Togo,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,8577.732,0,Education and Knowledge,Africa,1014936,0,0,0.04,1.0,214443.3,0.0,0,Tunisia,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,2,6118,NGO,0,1,0,10722.165,0,Education and Knowledge,Africa,1014936,0,0,0.05,1.0,214443.3,0.0,0,South Africa,0,A034603001,Closed,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Thematic Conferences,214443.3,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4122,CONSULTING SERVICES,0,1,0,2463.3,0,Bangladesh Section,Asia,1000531,0,0,1.0,0.7,3519.0,0.0,0,Bangladesh,0,A034607PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,3519.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4122,CONSULTING SERVICES,0,1,0,1055.7,0,Bangladesh Section,Asia,1000531,0,0,1.0,0.3,3519.0,0.0,0,Bangladesh,0,A034607PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,3519.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4122,FEDERAL,0,1,0,6881.592,0,Bangladesh Section,Asia,10050,0,0,1.0,0.8,47541.11,0.0,0,Bangladesh,0,A034608PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,3,4122,CONSULTANT,0,1,0,31151.296000000002,0,Bangladesh Section,Asia,Information not available,0,0,1.0,0.8,47541.11,0.0,0,Bangladesh,0,A034608PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4122,FEDERAL,0,1,0,1720.398,0,Bangladesh Section,Asia,10050,0,0,1.0,0.2,47541.11,0.0,0,Bangladesh,0,A034608PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,3,4122,CONSULTANT,0,1,0,7787.8240000000005,0,Bangladesh Section,Asia,Information not available,0,0,1.0,0.2,47541.11,0.0,0,Bangladesh,0,A034608PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4125,FEDERAL,0,1,0,54182.19,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,10050,0,0,1.0,1.0,594656.0,0.0,0,Afghanistan,0,A034626001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Afghanistan,594656.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4125,CONSULTING SERVICES,0,1,0,10967.42,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1000399,0,0,1.0,1.0,594656.0,0.0,0,Afghanistan,0,A034626001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Afghanistan,594656.0,1.0,0,Directive
