assay_id,tissue_id,assay_cell_type,assay_tissue,assay_organism,src_assay_id,assay_type,assay_subcellular_fraction,cell_id,relationship_type,doc_id,bao_format,chembl_id,tid,assay_category,curated_by,description,assay_test_type,assay_tax_id
5506,,,,Mus musculus,,A,,,N,17728,BAO_0000218,CHEMBL622643,50594,,Intermediate,Area under curve when injected intravenously in BALB/C mice at a dose of 20 mg/kg,,10090.0
5507,,,,Mus musculus,,A,,,N,17729,BAO_0000218,CHEMBL622644,50594,,Intermediate,Area under curve when injected intravenously in mice at a dose of 20 mg/kg,,10090.0
5508,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL622645,80433,,Intermediate,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,,9606.0
5509,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL622646,80433,,Intermediate,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,,9606.0
5510,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL621238,80433,,Intermediate,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),,9606.0
5511,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL621239,80433,,Intermediate,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),,9606.0
5512,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL621240,80433,,Intermediate,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),,9606.0
5513,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL621241,80433,,Intermediate,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),,9606.0
5514,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL621242,80433,,Intermediate,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),,9606.0
5515,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620350,80433,,Intermediate,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),,9606.0
5516,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620351,80433,,Intermediate,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,,9606.0
5517,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620352,80433,,Intermediate,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,,9606.0
5518,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620353,80433,,Intermediate,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),,9606.0
5519,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620354,80433,,Intermediate,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),,9606.0
5520,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620355,80433,,Intermediate,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),,9606.0
5521,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620356,80433,,Intermediate,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),,9606.0
5522,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620357,80433,,Intermediate,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),,9606.0
5523,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620358,80433,,Intermediate,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),,9606.0
5524,,RPMI-8226,,Homo sapiens,,F,,741.0,N,9424,BAO_0000219,CHEMBL620359,80433,,Expert,In vitro inhibition of human 8226 myeloma tumor cell line growth.,,9606.0
5525,,RPMI-8226,,Homo sapiens,,F,,741.0,N,11544,BAO_0000219,CHEMBL620360,80433,,Intermediate,In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.,,9606.0
5526,,RPMI-8226,,Homo sapiens,,F,,741.0,N,17378,BAO_0000219,CHEMBL620361,80433,,Intermediate,Cytotoxicity of compound against 8226/DOX1V cells,,9606.0
5527,,RPMI-8226,,Homo sapiens,,F,,741.0,N,17378,BAO_0000219,CHEMBL620362,80433,,Intermediate,Cytotoxicity of compound against 8226/S cells,,9606.0
5528,,RPMI-8226,,Homo sapiens,,F,,741.0,N,17079,BAO_0000219,CHEMBL620363,80433,,Intermediate,Inhibitory concentration against 8226 myeloma cancer cell line,,9606.0
5529,,RPMI-8226,,Homo sapiens,,F,,741.0,N,17079,BAO_0000219,CHEMBL620364,80433,,Intermediate,Inhibitory concentration against 8226/Dox40 (Dox-Re) cancer cell line,,9606.0
5530,,833K,,Homo sapiens,,F,,854.0,N,13466,BAO_0000219,CHEMBL620365,80647,,Intermediate,Inhibition of cell growth was studied in human teratocarcinoma (833K).,,9606.0
5531,,833K,,Homo sapiens,,F,,854.0,N,13466,BAO_0000219,CHEMBL620366,80647,,Intermediate,Inhibition of cell growth was studied in human teratocarcinoma (833K); ND ='not determined',,9606.0
5532,,833K,,Homo sapiens,,F,,854.0,N,2392,BAO_0000219,CHEMBL620367,80647,,Expert,Tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells,,9606.0
5533,,833K,,Homo sapiens,,F,,854.0,N,2392,BAO_0000219,CHEMBL620368,80647,,Intermediate,The compound was tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells; No data,,9606.0
5534,,,,,,B,,,U,6608,BAO_0000019,CHEMBL620369,22226,,Autocuration,Inhibitory activity against caspase-1,,
5535,,,,Enterococcus faecalis,,B,,,H,10199,BAO_0000357,CHEMBL620370,45,,Autocuration,Percent inhibition of DAla-DAla Ligase at 10e -3 M of the compound,,1351.0
5536,,8701-BC,,Homo sapiens,,F,,705.0,N,17749,BAO_0000219,CHEMBL620371,80648,,Intermediate,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM) for 72 hr using MTT assay,,9606.0
5537,,8701-BC,,Homo sapiens,,F,,705.0,N,17749,BAO_0000219,CHEMBL620372,80648,,Intermediate,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM,,9606.0
5538,,,,,,F,,,U,1229,BAO_0000019,CHEMBL876492,22226,,Intermediate,In vitro anticancer activity against 9 NCI colon cancer cell lines; inactive,,
5539,,,,,,F,,,U,1229,BAO_0000019,CHEMBL620373,22226,,Intermediate,In vitro anticancer activity against 9 NCI melanoma cell lines; inactive,,
5540,,,,,,F,,,U,1229,BAO_0000019,CHEMBL620374,22226,,Intermediate,In vitro anticancer activity against 9 NCI renal cancer cell lines; inactive,,
5541,,,,,,B,,,U,6390,BAO_0000019,CHEMBL620375,22226,,Autocuration,Inhibitory activity was determined against 9-cis-epoxycarotenoid dioxygenase (NCED) expressed in Escherichia coli in presence of 9''-cis-neo-xanthin,,
5542,,,,Streptococcus pyogenes,,F,,,U,16219,BAO_0000019,CHEMBL857902,22226,,Autocuration,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,,1314.0
5543,,,,Streptococcus pyogenes,,F,,,U,16219,BAO_0000019,CHEMBL620376,22226,,Autocuration,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,,1314.0
5544,,,,,,B,,,H,17043,BAO_0000357,CHEMBL620377,11922,,Autocuration,Percent inhibition against Cdc25C phosphatase at 50 uM of compound,,
5545,,KB ,,Homo sapiens,,F,,324.0,N,6929,BAO_0000219,CHEMBL620378,81115,,Intermediate,Tested for in vitro cytotoxic potency of compound in 9KB assay,,9606.0
5546,,KB ,,Homo sapiens,,A,,324.0,N,6929,BAO_0000219,CHEMBL620379,81115,,Intermediate,Tested for in vitro cytotoxic potency of compound in 9KB assay,,9606.0
5547,,,,Homo sapiens,,F,,,U,7083,BAO_0000219,CHEMBL620380,22226,,Autocuration,In vitro cytotoxicity of compound was tested against 9KB cells.,,9606.0
5548,,9L,,Rattus norvegicus,,F,,392.0,N,12446,BAO_0000219,CHEMBL884006,80653,,Intermediate,Cytotoxic concentration against 9L cells was determined on day 3,,10116.0
5549,,9L,,Rattus norvegicus,,F,,392.0,N,15345,BAO_0000219,CHEMBL620381,80653,,Expert,Tested in vitro for anticancer activity against 9L cells,,10116.0
5550,,9L,,Rattus norvegicus,,F,,392.0,N,15345,BAO_0000219,CHEMBL620382,80653,,Expert,Tested in vitro for anticancer activity against 9L cells; Not determined,,10116.0
5551,,A549,,Homo sapiens,,F,,646.0,N,6301,BAO_0000219,CHEMBL620383,80682,,Intermediate,In vitro inhibitory activity against human A549 non-small cell lung tumor; Active,,9606.0
5552,,A549,,Homo sapiens,,F,,646.0,N,4833,BAO_0000219,CHEMBL876493,80682,,Intermediate,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; No inhibition,,9606.0
5553,,A549,,Homo sapiens,,F,,646.0,N,4833,BAO_0000219,CHEMBL620384,80682,,Intermediate,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Significant inhibition,,9606.0
5554,,A549,,Homo sapiens,,F,,646.0,N,4833,BAO_0000219,CHEMBL620385,80682,,Intermediate,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Slight inhibition,,9606.0
5555,,A549,,Homo sapiens,,F,,646.0,N,13330,BAO_0000219,CHEMBL620386,80682,,Expert,Cytotoxicity against human lung carcinoma A549 cell line,,9606.0
5556,,A549,,Homo sapiens,,F,,646.0,D,17517,BAO_0000219,CHEMBL620387,25,,Expert,Ability to induce human IL-6 assay in A549 lung carcinoma cell line.,,9606.0
5557,,A549,,Homo sapiens,,F,,646.0,D,17517,BAO_0000219,CHEMBL621404,25,,Expert,"Ability to induce human IL-6 assay in A549 lung carcinoma cell line; n.r.: not reported, EC50 values not reported in cases were %dex e 35%.",,9606.0
5558,,A549,,Homo sapiens,,F,,646.0,N,14425,BAO_0000219,CHEMBL621405,80682,,Intermediate,"In vitro growth inhibition of A549, lung carcinoma",,9606.0
5559,,A549,,Homo sapiens,,F,,646.0,N,14425,BAO_0000219,CHEMBL621406,80682,,Intermediate,"In vitro growth inhibition of A549, lung carcinoma.",,9606.0
5560,,A549,,Homo sapiens,,F,,646.0,N,5228,BAO_0000219,CHEMBL621407,80682,,Expert,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,,9606.0
5561,,A549,,Homo sapiens,,F,,646.0,N,5351,BAO_0000219,CHEMBL621408,80682,,Intermediate,Cytotoxic activity against human lung cancer A549 cell line was determined,,9606.0
5562,,A549,,Homo sapiens,,F,,646.0,N,12198,BAO_0000219,CHEMBL885345,80682,,Expert,Cytotoxicity against human solid tumor lung carcinoma A549 cell line,,9606.0
5563,,A549,,Homo sapiens,,F,,646.0,N,13891,BAO_0000219,CHEMBL621409,80682,,Intermediate,Cytotoxicity concentration against human lung carcinoma A-549 cell line,,9606.0
5564,,A549,,Homo sapiens,,F,,646.0,N,5677,BAO_0000219,CHEMBL876034,80682,,Expert,Cytotoxicity in A549 (human carcinoma) cell line.,,9606.0
5565,,A549,,Homo sapiens,,F,,646.0,N,13788,BAO_0000219,CHEMBL621410,80682,,Intermediate,Cytotoxicity on lung carcinoma (A-549) cell line,,9606.0
5566,,A549,,Homo sapiens,,F,,646.0,N,13384,BAO_0000219,CHEMBL621411,80682,,Expert,Effective dose against 50% reduction in Human lung carcinoma (A-549) cell number after 3-day incubation.,,9606.0
5567,,A549,,Homo sapiens,,F,,646.0,N,6726,BAO_0000219,CHEMBL621412,80682,,Intermediate,Effective dose of compound against replication of A549 cell line was evaluated,,9606.0
5568,,A549,,Homo sapiens,,F,,646.0,N,3455,BAO_0000219,CHEMBL621413,80682,,Expert,In vitro cytotoxic activity was determined against lung carcinoma (A549) cell line,,9606.0
5569,,A549,,Homo sapiens,,F,,646.0,N,5726,BAO_0000219,CHEMBL621414,80682,,Intermediate,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line),,9606.0
5570,,A549,,Homo sapiens,,F,,646.0,N,5726,BAO_0000219,CHEMBL621415,80682,,Intermediate,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line); NA is not active,,9606.0
5571,,A549,,Homo sapiens,,F,,646.0,N,3936,BAO_0000219,CHEMBL621416,80682,,Intermediate,The compound was evaluated for antiproliferative activity against A549 cell line,,9606.0
5572,,A549,,Homo sapiens,,F,,646.0,N,14991,BAO_0000219,CHEMBL621417,80682,,Intermediate,The compound was tested for tumor cell growth inhibitory activity against human lung carcinoma (A549) cell line.,,9606.0
5573,,A549,,Homo sapiens,,F,,646.0,N,5243,BAO_0000219,CHEMBL621418,80682,,Intermediate,Concentration required for growth inhibition of human lung carcinoma cell line A549,,9606.0
5574,,A549,,Homo sapiens,,F,,646.0,N,12858,BAO_0000219,CHEMBL621419,80682,,Intermediate,Cytotoxic activity against A549/ATCC non-small cell-lung cancer cell line,,9606.0
5575,,A549,,Homo sapiens,,F,,646.0,N,6776,BAO_0000219,CHEMBL621420,80682,,Intermediate,Growth inhibition against A549 cell line was evaluated,,9606.0
5576,,A549,,Homo sapiens,,F,,646.0,N,16558,BAO_0000219,CHEMBL875823,80682,,Intermediate,Growth inhibitory activity against A549 human solid tumor cell line using MTT assay,,9606.0
5577,,A549,,Homo sapiens,,F,,646.0,N,4583,BAO_0000219,CHEMBL621421,80682,,Expert,Inhibition of anchorage independent growth of human tumor cell line A549 K-ras-transformed in soft agar,,9606.0
5578,,A549,,Homo sapiens,,F,,646.0,N,13514,BAO_0000219,CHEMBL621422,80682,,Intermediate,Inhibitor activity against A549 (Human lung carcinoma)cell line with varying concentration of the drug for 72 hrs,,9606.0
5579,,A549,,Homo sapiens,,F,,646.0,N,15166,BAO_0000219,CHEMBL884014,80682,,Expert,Chemosensitivity against DT-diaphorase rich A549 cell lines,,9606.0
5580,,A549,,Homo sapiens,,F,,646.0,N,13873,BAO_0000219,CHEMBL621423,80682,,Intermediate,Compound tested against A549 lung carcinoma in the sulforhodamine B assay.,,9606.0
5581,,A549,,Homo sapiens,,F,,646.0,N,6447,BAO_0000219,CHEMBL621424,80682,,Expert,In vitro cytotoxicity against human A549 (lung cancer) cell line.,,9606.0
5582,,A549,,Homo sapiens,,F,,646.0,N,2068,BAO_0000219,CHEMBL621425,80682,,Intermediate,In vitro antitumor activity against A549 (lung) human tumor cell lines.,,9606.0
5583,,A549,,Homo sapiens,,F,,646.0,N,1863,BAO_0000219,CHEMBL621426,80682,,Expert,In vitro cytotoxic activity against human lung carcinoma A549 cell line,,9606.0
5584,,A549,,Homo sapiens,,F,,646.0,N,13873,BAO_0000219,CHEMBL621427,80682,,Intermediate,Compound was tested against A549 lung cancer cell line in the sulforhodamine B assay.,,9606.0
5585,,A549,,Homo sapiens,,F,,646.0,N,13873,BAO_0000219,CHEMBL621428,80682,,Intermediate,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,,9606.0
5586,,A549,,Homo sapiens,,F,,646.0,N,13873,BAO_0000219,CHEMBL621429,80682,,Expert,Tested against A549 lung carcinoma in the sulforhodamine B assay.,,9606.0
5587,,A549,,Homo sapiens,,F,,646.0,N,579,BAO_0000219,CHEMBL621430,80682,,Intermediate,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction),,9606.0
5588,,A549,,Homo sapiens,,F,,646.0,N,579,BAO_0000219,CHEMBL621431,80682,,Intermediate,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction).,,9606.0
5589,,A549,,Homo sapiens,,F,,646.0,N,4584,BAO_0000219,CHEMBL621432,80682,,Intermediate,Compound was tested for inhibition of growth of human lung carcinoma cell line A549 up to a conc of 10 uM; NI means no inhibition,,9606.0
5590,,A549,,Homo sapiens,,F,,646.0,N,5421,BAO_0000219,CHEMBL621433,80682,,Expert,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line,,9606.0
5591,,A549,,Homo sapiens,,F,,646.0,N,5421,BAO_0000219,CHEMBL875824,80682,,Intermediate,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,,9606.0
5592,,A549,,Homo sapiens,,F,,646.0,N,5421,BAO_0000219,CHEMBL621434,80682,,Intermediate,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,,9606.0
5593,,A549,,Homo sapiens,,F,,646.0,N,5421,BAO_0000219,CHEMBL621435,80682,,Intermediate,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line; NA=Not assayed,,9606.0
5594,,A549,,Homo sapiens,,F,,646.0,N,14188,BAO_0000219,CHEMBL621436,80682,,Intermediate,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay.,,9606.0
5595,,A549,,Homo sapiens,,F,,646.0,N,14188,BAO_0000219,CHEMBL621437,80682,,Intermediate,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay; UA=Potency was so low that the IC50 was unachievable.,,9606.0
5596,,A549,,Homo sapiens,,F,,646.0,N,15354,BAO_0000219,CHEMBL621438,80682,,Intermediate,Compound was tested for the growth inhibition of A549 lung tumor cell line,,9606.0
5597,,A549,,Homo sapiens,,F,,646.0,N,14253,BAO_0000219,CHEMBL621439,80682,,Expert,Growth inhibition of human non-small-lung carcinoma (A549) cell line,,9606.0
5598,,A549,,Homo sapiens,,F,,646.0,N,13873,BAO_0000219,CHEMBL621440,80682,,Intermediate,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,,9606.0
5599,,,,Canis lupus familiaris,,A,,,N,3043,BAO_0000218,CHEMBL621441,50588,,Intermediate,Oral bioavailability in dog (conscious),In vivo,9615.0
5600,,,,Canis lupus familiaris,,A,,,N,3045,BAO_0000218,CHEMBL621442,50588,,Intermediate,Compound was evaluated for the oral bioavailability after oral administration in dog.,In vivo,9615.0
5601,,,,Canis lupus familiaris,,A,,,N,3022,BAO_0000218,CHEMBL621443,50588,,Intermediate,Compound was tested for percent of oral bioavailability at 10 mg/ml dose in dogs,In vivo,9615.0
5602,,,,Canis lupus familiaris,,A,,,N,4453,BAO_0000218,CHEMBL621444,50588,,Intermediate,Oral bioavailability in dog,In vivo,9615.0
5603,,,,Canis lupus familiaris,,A,,,N,1696,BAO_0000218,CHEMBL625133,50588,,Intermediate,Oral bioavailability in dog,In vivo,9615.0
5604,,,,Canis lupus familiaris,,A,,,N,5045,BAO_0000218,CHEMBL625134,50588,,Intermediate,Oral bioavailability in dog,In vivo,9615.0
5605,,,,Canis lupus familiaris,,A,,,N,5356,BAO_0000218,CHEMBL625135,50588,,Intermediate,Oral bioavailability in dog (fasted),In vivo,9615.0
5606,,,,Canis lupus familiaris,,A,,,N,17764,BAO_0000218,CHEMBL625136,50588,,Intermediate,Oral bioavailability after intravenous administration in dogs at 1.2 uM/kg,In vivo,9615.0
5607,,,,Canis lupus familiaris,,A,,,N,6448,BAO_0000218,CHEMBL625137,50588,,Intermediate,Oral bioavailability in dog,In vivo,9615.0
5608,,,,Canis lupus familiaris,,A,,,N,1475,BAO_0000218,CHEMBL625138,50588,,Intermediate,Oral bioavailability in dog,In vivo,9615.0
5609,,,,Canis lupus familiaris,,A,,,N,3788,BAO_0000218,CHEMBL625139,50588,,Intermediate,Percent bioavailability in dog,In vivo,9615.0
5610,,,,Canis lupus familiaris,,A,,,N,3639,BAO_0000218,CHEMBL872264,50588,,Intermediate,Percent oral bioavailability of intravenously administered compound (6 mg/kg) was tested in dog,In vivo,9615.0
5611,,,,Canis lupus familiaris,,A,,,N,13397,BAO_0000218,CHEMBL625140,50588,,Intermediate,Oral bioavailability in dog,In vivo,9615.0
5612,,,,Canis lupus familiaris,,A,,,N,2137,BAO_0000218,CHEMBL624436,50588,,Intermediate,The compound was evaluated for bioavailability in dogs; 34-44,In vivo,9615.0
5613,,,,Canis lupus familiaris,,A,,,N,2959,BAO_0000218,CHEMBL624437,50588,,Intermediate,Bioavailability in dog (dose 4 mg/kg p.o.),In vivo,9615.0
5614,,,,Canis lupus familiaris,,A,,,N,6448,BAO_0000218,CHEMBL872261,50588,,Intermediate,Oral bioavailability in dog,In vivo,9615.0
5615,,,,Canis lupus familiaris,,A,,,N,6084,BAO_0000218,CHEMBL624438,50588,,Intermediate,8 hour trough Blood level in dog was measured after administration of compound,,9615.0
5616,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,3639,BAO_0000218,CHEMBL624439,50588,,Intermediate,The compound was tested for maximum concentration ( Cmax ) in dog plasma.,In vivo,9615.0
5617,,,,Canis lupus familiaris,,A,,,N,6316,BAO_0000218,CHEMBL624440,50588,,Intermediate,C24 after oral administration at 5 mg/kg,,9615.0
5618,,,,Canis lupus familiaris,,A,,,N,5238,BAO_0000218,CHEMBL624441,50588,,Intermediate,Clearance after oral and iv dosing in dogs,,9615.0
5619,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,17796,BAO_0000218,CHEMBL624442,50588,,Intermediate,Clearance of the drug was measured in the plasma of dog,,9615.0
5620,,,,Canis lupus familiaris,,A,,,N,2652,BAO_0000218,CHEMBL624443,50588,,Intermediate,Compound was evaluated for Clearance in dogs at a dose of 1 mpk intravenously,,9615.0
5621,,,,Canis lupus familiaris,,A,,,N,5654,BAO_0000218,CHEMBL624444,50588,,Intermediate,CL (clearance) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,In vivo,9615.0
5622,,,,Canis lupus familiaris,,A,,,N,6621,BAO_0000218,CHEMBL624445,50588,,Intermediate,Clearance of compound was determined in dogs,In vivo,9615.0
5623,,,,Canis lupus familiaris,,A,,,N,6505,BAO_0000218,CHEMBL624446,50588,,Intermediate,Clearance on i.v. administration of 2 mg/kg was measured in dog,In vivo,9615.0
5624,,,,Canis lupus familiaris,,A,,,N,5802,BAO_0000218,CHEMBL624447,50588,,Intermediate,Clearance of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,In vivo,9615.0
5625,,,,Canis lupus familiaris,,A,,,N,17267,BAO_0000218,CHEMBL624448,50588,,Intermediate,Plasma clearance in dog was determined,In vivo,9615.0
5626,,,,Canis lupus familiaris,,A,,,N,4521,BAO_0000218,CHEMBL624449,50588,,Intermediate,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,In vivo,9615.0
5627,,,,Canis lupus familiaris,,A,,,N,6535,BAO_0000218,CHEMBL624450,50588,,Intermediate,Plasma clearance in dog after administration of 0.25 mg/kg iv,In vivo,9615.0
5628,,,,Canis lupus familiaris,,A,,,N,6535,BAO_0000218,CHEMBL875942,50588,,Intermediate,Plasma clearance in dog after administration of 1 mg/kg iv,In vivo,9615.0
5629,,,,Canis lupus familiaris,,A,,,N,6535,BAO_0000218,CHEMBL624451,50588,,Intermediate,Plasma clearance in dogs,In vivo,9615.0
5630,,,,Canis lupus familiaris,,A,,,N,5542,BAO_0000218,CHEMBL624452,50588,,Intermediate,Plasma clearance by iv administration in dog at a dose of 0.3 mg/kg,In vivo,9615.0
5631,,,,Canis lupus familiaris,,A,,,N,5199,BAO_0000218,CHEMBL624453,50588,,Intermediate,Plasma clearance was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,In vivo,9615.0
5632,,,,Canis lupus familiaris,,A,,,N,16907,BAO_0000218,CHEMBL624454,50588,,Intermediate,Plasma clearance after 15 mg/kg iv dose in Dogs,In vivo,9615.0
5633,,,,Canis lupus familiaris,,A,,,N,16907,BAO_0000218,CHEMBL624455,50588,,Intermediate,Plasma clearance after 30 mg/kg po dose in Dogs,In vivo,9615.0
5634,,,,Canis lupus familiaris,,A,,,N,16367,BAO_0000218,CHEMBL624456,50588,,Intermediate,Plasma administration to dogs,In vivo,9615.0
5635,,,,Canis lupus familiaris,,A,,,N,5505,BAO_0000218,CHEMBL624457,50588,,Intermediate,Plasma clearance was determined,In vivo,9615.0
5636,,,,Canis lupus familiaris,,A,,,N,6215,BAO_0000218,CHEMBL624458,50588,,Intermediate,Systemic clearance after intravenous administration (0.5 mg/kg) was determined in dog,In vivo,9615.0
5637,,,,Canis lupus familiaris,,A,,,N,1466,BAO_0000218,CHEMBL624459,50588,,Intermediate,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in dog,In vivo,9615.0
5638,2107.0,,Liver,Homo sapiens,,A,Microsomes,,S,5007,BAO_0000251,CHEMBL624460,102164,,Intermediate,Intrinsic clearance in human liver microsomes,In vitro,9606.0
5639,2107.0,,Liver,Homo sapiens,,A,Microsomes,,S,5007,BAO_0000251,CHEMBL624461,102164,,Intermediate,Intrinsic clearance in human liver microsomes,In vitro,9606.0
5640,,,,Canis lupus familiaris,,A,,,N,16452,BAO_0000218,CHEMBL875943,50588,,Intermediate,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,In vivo,9615.0
5641,,,,Canis lupus familiaris,,A,,,N,16452,BAO_0000218,CHEMBL624462,50588,,Intermediate,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,In vivo,9615.0
5642,,,,Canis lupus familiaris,,A,,,N,16452,BAO_0000218,CHEMBL624463,50588,,Intermediate,Clearance in dog (dose 1 mg/kg i.v.),In vivo,9615.0
5643,,,,Canis lupus familiaris,,A,,,N,6221,BAO_0000218,CHEMBL624464,50588,,Intermediate,Plasma clearance after oral administration (2.5 mg/kg) in dog was determined,In vivo,9615.0
5644,,,,Canis lupus familiaris,,A,,,N,5007,BAO_0000218,CHEMBL624465,50588,,Intermediate,Plasma clearance in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),In vivo,9615.0
5645,,,,Canis lupus familiaris,,A,,,N,5668,BAO_0000218,CHEMBL624466,50588,,Intermediate,Plasma clearance after peroral administration at 10 mpk in dog,In vivo,9615.0
5646,,,,Canis lupus familiaris,,A,,,N,5668,BAO_0000218,CHEMBL624467,50588,,Intermediate,Plasma clearance after peroral administration at 5 mpk in dog,In vivo,9615.0
5647,,,,Canis lupus familiaris,,A,,,N,5668,BAO_0000218,CHEMBL624468,50588,,Intermediate,Plasma clearance after peroral administration at 5 mg/kg in dog,In vivo,9615.0
5648,,,,Canis lupus familiaris,,A,,,N,15660,BAO_0000218,CHEMBL624469,50588,,Intermediate,Plasma clearance was measured in dog,In vivo,9615.0
5649,,,,Canis lupus familiaris,,A,,,N,15660,BAO_0000218,CHEMBL624470,50588,,Intermediate,Plasma clearance was measured in dog,In vivo,9615.0
