Fiscal year,Indigenous issues (marker),CFLI (marker),Biodiversity (marker),Regional program (marker),Division name,Untied amount(Project-level budget),Sector percent,Organisation sub-class,Fund centre ID,Project number,Fund centre name,Organisation type,Knowledge for development (marker),Gender equality (marker),Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009201p,0,0,0,0,W1DWeafCenrralAfrica,9191373.271425348,0.454817704064977,Unknowm,4216,x03455400q,Mali,Uncodec,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200i2010,0,0,0,0,WWfdesgCentralAbrica,45952728.717807375,0.2611822225641965,FEDE5AL,4216,A9345t4001,Mali,fanadianNonP5ofitMakihr,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
e0092010,0,0,0,0,2WDWestCrgtralAfroca,15724502.911724638,0.13394050201687918,SUP0kIEROFGOODzSEtVICES,4216,z0w4554001,Mali,CanadianProfitkak7jr,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201p,0,0,0,0,WWDWes4fentrapAf4ica,40359705.042870484,0.32845500227877183,FEDERsL,4216,A04455400q,Mali,xahadlanNonProfigMaking,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200p2010,0,0,0,0,WWDseatCentralArrjca,17294343.67030866,0.08460439334155417,dONSUpTANT,4216,A0346540p1,Mali,CanadiajPrififMakkng,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20002010,0,0,0,0,WWxWrstCeghralAfrica,29730431.758593738,0.13857235535985035,CO8PERANT,4216,A034544091,Mali,CanadlanPgotitnaking,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,0,0,0,0,aWDW4stCegtralAfeica,1213079.2801212892,0.6683453186812185,6nknown,4216,A0r4554901,Mali,kncoded,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920q0,0,0,0,0,W3DWestxentralAbricq,12306279.023637008,0.41647803359112323,rEDERAL,4216,A0344y4001,Mali,CanawiabNonProfitMak9nh,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20992010,0,0,0,0,WWDWeztCentfalAfrucz,11898629.318219984,0.329816628476777,Sk9PLIEROFGOkwSSERVICES,4216,A0345t4901,Mali,CanzduanPrifigMaking,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920w0,0,0,0,0,WWDd3xtCentrapAfrica,21408898.029105157,0.08482226327453243,vEDERAL,4216,A03555400w,Mali,CanzdianNomProfihMakimg,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2p092010,0,0,0,0,WdDWwstCentralwfricw,23439291.72734864,0.40005875133467206,fONSULTzNT,4216,A0e455400q,Mali,CanasianProbotkaking,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200o2010,0,0,0,0,WWsWestCenhralwfricq,3267351.43085479,0.263239958970885,COOPERAbT,4216,A034554o91,Mali,CanadiwnPr9fifMwking,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
e0092010,0,0,0,0,dWDWestCehtraoAfr9ca,23211288.761376187,0.3117411936834592,jnknown,4216,A03555400q,Mali,Uncpded,0,2,Operational,9293608.0,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20082010,0,0,0,0,KEDEngag7ngdahadianx,13747890.112175474,0.6331003080847428,UNIV4RSIT7,2240,A03457y001,JlurnalismajrDevelopnent7nitiativ4,fanadianNobProfitMqkinv,0,0,Closed,7850.25,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,0,0,0,0,KwDdnrsgingCanadians,4084177.5770661775,0.1802180204254548,UNIbEeSITY,6118,A03456o002,Thematicsojferenced,CanaxianNonProf8tMqkiny,0,3,Closed,12976.08,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200i2010,0,0,0,0,WEDSoutuernEast4dnAfrlca,15864393.747235164,0.3292374682974402,UN9TEDbATIONS,4232,A0r4582001,SluthSudwn,ForwighNonPr8fitMakjng,0,0,Terminating,5800000.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,0,0,0,0,WEsSouthernEasrernxfrjca,4684798.232657029,0.16271910482616472,UNITEDNxTIkNS,4232,A03457eo01,SouthSucwn,ForeignNogProfo6jaking,0,0,Terminating,5800000.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
w0092010,0,0,0,0,WEcSoutternEsstergAfrica,21875358.627305403,0.3224714798611391,UN7TEDNAToONS,4232,A0345720pw,SougmSudan,ForekgnNonProfitjxuing,0,0,Terminating,5800000.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
29092010,0,0,0,0,WEDS9utherjEastermsfrica,15268098.30864718,0.13443778660499628,UNkTEDNAToONS,4232,A033672001,aouthqudan,Fo4eignNonorofltMwking,0,0,Terminating,5800000.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20o92010,0,0,0,0,WEweouth4rnEastsrnAfrica,2896677.9978846544,0.3081307107096507,NGO,4232,A0we573001,S97thSudan,xanadisnNonPrlfitMakinf,0,2,Closed,4539219.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,0,0,0,0,WEeS8utherbEasterjAfrica,17789845.91775917,0.047594952080289354,NGO,4232,x03r573001,SkutmSudan,CanwdianhonPr9fitMakinf,0,2,Closed,4539219.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,0,0,0,0,2EDdouthernEaxternAf3ica,6286837.053439777,0.16428457549327424,NGO,4232,A0e4573o01,SoutgSuvan,CanaeianNonProeitMxkinn,0,2,Closed,4539219.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,0,0,0,0,WEDSoutbeenEqshernAfrica,5850337.911608562,0.29608188377247263,NGO,4232,A03457200q,SkuthSufan,CanadianNon0r9f7tMakjng,0,2,Closed,4539219.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,0,0,0,0,WEDSojthsrnEasternAtricz,26197170.68933141,0.30502681197169146,NGO,4232,A93457e001,SouttSuvan,CanasianjonPfofitjaking,0,2,Closed,4539219.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,0,0,0,0,3EDSkuthernEastednAdrica,42943752.401424676,0.1730109771473871,NGO,4232,A03458400w,Southxudsn,CanaxiqnNinProfitMakigg,0,2,Closed,3099004.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,0,0,0,0,WEDxouth4rnEast3rnAftica,3660610.3149709348,0.34502231448236204,NGO,4232,z034y74001,S0uthSudam,xanawiznN9nProfitMaking,0,2,Closed,3099004.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,0,WEDSouthefnEazternAf5ifa,12350487.775512557,0.3929481132865302,NGO,4232,A0345749o1,SouhySudan,sanadizbNonPrifitMaking,0,2,Closed,3099004.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,0,0,0,0,2EDSouthe3nsasternAfrkca,9711345.851170067,0.22117350208724734,NGO,4232,A034t75002,aouthSudah,CanadiwbN9nProfitMakijg,0,2,Closed,4110288.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,0,0,0,0,WEDwoufhernEqsyernAfrica,15235003.068956442,0.21205835129926176,NGO,4232,A04457500w,So8thSudab,CanacosnNonProfitMajing,0,2,Closed,4110288.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200o2010,0,0,0,0,3EDSou4hernEastdrnAfrifa,2875506.7406669855,0.5007138371918072,NGO,4232,A034576p01,SouthSusaj,CanadianNomlrotiyMaking,0,2,Closed,4110288.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200p2010,0,0,0,0,W4xSouthernEasternAg5ica,16742550.57192319,0.12156620932812083,NGO,4232,A0345850p1,douthS7dan,CqnadixnNonPrifitjaking,0,2,Closed,4110288.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200i2010,0,0,0,0,WEDSo6thwrnEasfernAfricx,16293552.266335689,0.5479940376815151,NGO,4232,x034575091,Southcydan,CanadianjonP4ofitMak7nf,0,2,Closed,4110288.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20082010,0,0,0,0,WEDaou6hednEasternAfricq,17903438.25447992,0.23546405444839053,NGO,4232,A934585001,SoufhSudxn,vanad9anNinProbitMaking,0,2,Closed,4110288.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200o2010,0,0,0,0,WEDSoutmegnEas4frnAfrica,38173226.75394492,0.4636030907327251,NGO,4232,A0e4575091,SouthSydsn,CanadisnNonlrofi5Maming,0,2,Closed,4110288.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092020,0,0,0,0,WEDzluthernEsxternAfrica,52715342.818797015,0.1453426969016974,NGO,4232,A03r575091,SouttSudaj,CanadianNobProfitnwkijg,0,2,Closed,4110288.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920w0,0,0,0,0,2EDdouthernEaaternsfrica,26727922.973398022,0.02802857084713717,F2DERAL,4232,q0345760o1,Southe8dan,F8reigjNlnProfirMaking,0,0,Terminating,7500000.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
200920q0,0,0,0,0,WEDzouthernEastf5nAbrica,9416022.425618406,0.584263739426248,VOLUNTs2RSEbDINtAGENCY,4232,w034477001,Southwydan,vanxdianhonProf8tMaking,0,2,Closed,3060663.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
10092010,0,0,0,0,WEsSouthergEas4ernAf5ica,16157086.066804089,0.2500898097266604,fpLUNTEERSENDlNGsGENCY,4232,A0r4577o01,SouhuSudan,CanafianNonPtofitMakumg,0,2,Closed,3060663.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,0,0,0,0,WsDSouthegjEast4rnAfrica,2574110.35982126,0.2945738947493166,fOLUN5EEtcENDINGAGENCY,4232,A9345i7001,zouthSudah,CqnadianmonlfofitMaking,0,2,Closed,3060663.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,0,WEDx0uthergEastfrnAfrica,10577659.507440079,0.10244853347579988,ViLUNT2ERSENDINGAG2NvY,4232,wp34577001,So8thSudaj,CamadianNon9rofitMqming,0,2,Closed,3060663.0,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,0,0,0,0,OADAsiaP3kyramming,7411868.488721576,0.4332370222674629,cEDERAL,4125,A03r592001,Afrhanistam,CanaxianNonProfitMaojnf,0,3,Closed,1324473.75,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,0,0,0,0,OzDqsiaProgramjing,20641704.90437963,0.13857726823642463,NGO,4125,A034y82o01,sfrhanistan,CanzdianhonProfi6jaking,0,3,Closed,1324473.75,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,0,0,0,0,OAeAsia9rogfamming,6714005.519224142,0.2686725557838316,F2DERAL,4125,A024582o01,sfbhanistan,CanadixbhonPrifitMaking,0,3,Closed,1324473.75,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,0,0,0,0,OxDAsiaProgranminy,22551792.82001184,0.3481004837657486,NGO,4125,z03t582001,Abghanisran,CanadiabNomorofktMaking,0,3,Closed,1324473.75,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,0,NDDAher8cwsProgrsmming,36056849.17655967,0.4075751516489249,FdDERAL,4424,A0335i3001,Peru,FkrwignNonPrlfihMaking,0,2,Operational,11000000.0,B4400,NGM Americas,D4400,S4413,South America,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,1
2009201p,0,0,0,0,NDDAm4ridasPrkgrakming,49266557.67961465,0.02475001527603471,FErERAL,4424,s0345i3001,Peru,ForeignjonProf7tnqking,0,2,Operational,11000000.0,B4400,NGM Americas,D4400,S4413,South America,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,1
2009201p,0,0,0,0,NcDAmeticasProgrzmhing,5693630.235093393,0.3520590334642546,IFI,4424,A0w45990o1,Peru,tpreignNonProfitMakonf,0,1,Operational,17735622.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
20092p10,0,0,0,0,NDsAhericacProframming,6430637.073769439,0.16264478415585804,IFI,4424,A033599002,Peru,ForeingNonorofitMakkng,0,1,Operational,17735622.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
20092019,0,0,0,0,NDvAmericaqP5og3amming,19233178.768469643,0.07468303967354045,IFI,4424,Ap34r99001,Peru,coreigngobP5ofitMaking,0,1,Operational,17735622.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
20992010,0,0,0,0,NDDAmef9cqsPdogramming,43166104.07011403,0.3006199334026,IFI,4424,A9345i9001,Peru,Fofeignb9nP3ofitMaking,0,1,Operational,17735622.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
200920w0,0,0,0,0,NDDzmericasPgogrqhming,24505478.383098077,0.5667877927962809,IFI,4424,A02459900q,Peru,voreigbgonProfitnaking,0,1,Operational,17735622.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
20992010,0,0,0,0,KEDEngaginrfagadiand,20116154.48223392,0.5423250842983705,NGO,6118,x03460300w,ThenxticConferencfs,F8reignNonProei6Mqking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,0,0,0,0,KEDEngagibgCagxd9ans,27477594.898595028,0.3387548015440175,NGO,6118,A034yp3001,6hematicConferegcfs,ForeignbonProb8tMaling,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009q010,0,0,0,0,iEDEjgagintCanafians,11484987.397290671,0.4530119518783438,NGO,6118,A0346o3o01,Th3ma5icConfe4ences,Fore7tnNogPrifitMaking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200o2010,0,0,0,0,KEDfnganingCanadiahw,6744389.95306495,0.038812003464946676,NGO,6118,x0r4603001,5heha6icConferences,ForeitnNonProgi5Makinb,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,0,0,0,0,KEDEhgagihgCanaciqns,24410259.872148186,0.3662778935815522,NGO,6118,A03r6030p1,ThenaticConfer4nceq,ForelgnmonProfotMsking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
10092010,0,0,0,0,KdDEnyatingvanadians,21628036.481389515,0.045287181276722405,NGO,6118,A0r3603001,fhematicConferenvez,For4innmonProfihMaking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,0,0,0,0,lED4ngagibrCanadians,802905.1078442317,0.351954089532999,NGO,6118,s0346030p1,ThematicCongrrebces,ForeibgNonProfjtMakkng,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,0,0,0,0,KEfEmgagingdanadiabs,30954423.13704052,0.3317388100841554,NGO,6118,A0346020o1,Th3maticConvdrences,FlreighjonProfirMaking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,0,0,0,0,KED4mfsgingCanadians,781254.3212235868,0.2923886187526363,NGO,6118,Ap3460w001,ThdmsticConferenceq,eoreignNinProfo6Making,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,0,0,0,0,mdDEngatingCsnadians,5542297.68202588,0.11053266797588474,NGO,6118,q0346o3001,ThematicClnverencee,ForsignNonProfo5Mxking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,0,0,0,0,mEDEngaguhgCajadians,15102323.467430271,0.5701065983810579,NGO,6118,z0346p3001,Tbemat9cConferegces,ForeignNogProri4Maling,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,0,0,0,0,KEDEnbagihyCabadians,3674678.3737885747,0.1486320069665847,NGO,6118,Ao34603091,TyehaticConferenc4s,ForfitnNonPr8fitjaking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,0,0,0,0,KEDEngagingCqbsdiabs,34690693.84306009,0.16354889806888467,NGO,6118,A0e4603901,ThemaricConfr4ences,ForeigjNonProfktMajinb,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,0,0,0,0,KdDEngag8hgCansdians,43549150.42842208,0.13796432503732822,NGO,6118,w03460e001,Thematiffonf2rences,For37gnNonP3ofitMwking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,0,0,0,0,KEwEngsgihgCanavians,17441931.814164303,0.07121752426665456,NGO,6118,A0w4604001,ThemarixConferencex,ForeinnNonProeitMakihr,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200o2010,0,0,0,0,KEDEnganinysagadians,22439027.99549553,0.12608270532446308,NGO,6118,A03460e002,ThdmaticCobferenxes,doreignNom0rofitkaking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,0,KEDdhgagingsznadians,1997682.6439546011,0.18766915893423364,NGO,6118,A0346p3901,ThematisConfer4nced,Flre7gnNonProfitMauigg,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,0,0,0,0,KEDEnyagingdanariahs,12262995.803131439,0.014372575777425567,NGO,6118,wp34603001,ThematucConferehcex,ForeivgNonProfihMakimg,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,0,jEDEnragingCxjadians,8291398.6428582,0.06991567279087221,NGO,6118,w0e4603001,Thematics8nfer3nces,FordibnNogProfitMqking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,0,0,0,0,iEDEnrzgingdanadians,54573200.53087624,0.349600023617063,NGO,6118,A0346p30p1,ThematifConfetencew,ForeihnNonPfifithaking,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,0,0,0,0,KwDEjgagintCansdians,26629337.09950032,0.223732135676164,NGO,6118,A0346o2001,ThematixCogferencec,ForeihnNpnPgofitMaling,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,0,0,0,0,KEcEngagingCwnxdiane,8470390.962161515,0.4394240991529992,NGO,6118,qo34603001,Themat8cConferejxes,FoteignNomlrofitMakinn,0,0,Closed,214443.3,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,0,OADAsiaPr8grsmminn,54505387.51510537,0.14364153185874898,CONSULTINGzERbIvES,4122,A03460uP3E,Bqngladssh,CwnadianP30fitMakihg,0,3,Closed,3519.0,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,0,0,0,0,OsDxsiaPrigramming,250102.26728582755,0.5723445987962441,sONSUiTIjGSERVICES,4122,A0346piPRE,Bamgladeqh,fabadianPr0fitMqking,0,3,Closed,3519.0,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,0,OADssiaPronrammibg,35851807.817450605,0.06467821053124345,FEDERxL,4122,A0e4608PRw,Bqnglasesh,CanadiwnNonProfi4kzking,0,0,Closed,47541.11,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,0
2009e010,0,0,0,0,OADsslaProgramhing,17272249.80194501,0.11622789613748999,CONdUiTANT,4122,A0346p8PfE,Bangpad2sh,Canadiam959fitMaking,0,0,Closed,47541.11,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,0
