cell_id,bao_format,assay_subcellular_fraction,assay_test_type,doc_id,variant_id,tissue_id,assay_strain,assay_cell_type,confidence_score,assay_id,assay_category,description,curated_by,assay_organism,src_id,assay_tax_id,src_assay_id,assay_tissue,tid,assay_type,relationship_type,chembl_id
,BAO_0000100,,,14959,,,,,0,14774,,Dissociation constant of the Compound,Autocuration,,1,,,,22224,P,U,CHEMBL629637
,BAO_0000100,,,5913,,,,,0,14775,,Dissociation constant by non-linear regression analysis,Autocuration,,1,,,,22224,P,U,CHEMBL629638
,BAO_0000100,,,14218,,,,,0,14776,,Dissociation constant was determined,Autocuration,,1,,,,22224,P,U,CHEMBL629639
,BAO_0000100,,,10689,,,,,0,14777,,Dissociation constant of the compound; value ranges from 0.81-1.2 nM,Autocuration,,1,,,,22224,P,U,CHEMBL629640
,BAO_0000100,,,13925,,,,,0,14778,,Dissociation constant was determined,Autocuration,,1,,,,22224,P,U,CHEMBL629641
,BAO_0000100,,,16359,,,,,0,14779,,Dissociation constant was determined,Autocuration,,1,,,,22224,P,U,CHEMBL631344
,BAO_0000218,,,10944,,2385.0,,,1,14780,,Equilibrium dissociation constant based on membrane concentration in rat smooth muscle,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL631345
,BAO_0000019,,,11080,,,,,0,14781,,The dissociation constant determined by fluorescence displacement assay,Autocuration,,1,,,,22224,A,U,CHEMBL631346
,BAO_0000019,,,17805,,,,,0,14782,,kd value surface plasmon resonance (SPR) method,Autocuration,,1,,,,22224,A,U,CHEMBL631524
,BAO_0000218,,,10944,,2385.0,,,1,14783,,Equilibrium dissociation constant based on aqueous concentration in rat smooth muscle,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL631525
,BAO_0000019,,,16645,,,,,0,14784,,First dissociation constant of the binding of compound to V30M TTR,Autocuration,,1,,,,22224,F,U,CHEMBL631526
,BAO_0000019,,,16645,,,,,0,14785,,Second dissociation constant of the binding of compound to V30M TTR,Autocuration,,1,,,,22224,F,U,CHEMBL631527
,BAO_0000019,,,7793,,,,,0,14786,,"Compound was evaluated for equilibrium constant, Ke",Autocuration,,1,,,,22224,A,U,CHEMBL631528
,BAO_0000019,,,12199,,1898.0,,,0,14787,,Equilibrium constant from the dorsal raphe and the ventromedial hypothalamus,Autocuration,,1,,,Hypothalamus,22224,A,U,CHEMBL631529
,BAO_0000019,,,12199,,1898.0,,,0,14788,,Equilibrium constant from the dorsal raphe and the ventromedial hypothalamus; inactive,Autocuration,,1,,,Hypothalamus,22224,A,U,CHEMBL631530
,BAO_0000019,,,9680,,,,,0,14789,,Keff is the effective biomolecular rate constant on VX for reactivation at pH 7.8 at 25 degree Centigrade,Autocuration,,1,,,,22224,A,U,CHEMBL631531
,BAO_0000019,,,9680,,,,,0,14790,,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,Autocuration,,1,,,,22224,A,U,CHEMBL631532
,BAO_0000019,,,9680,,,,,0,14791,,Keff is the effective biomolecular rate constant on sarin for reactivation at pH 7.8 at 25 degree Centigrade,Autocuration,,1,,,,22224,A,U,CHEMBL631533
,BAO_0000218,,,13758,,,,,1,14792,,In vitro biotransformation of compound along with coformycin in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL876552
,BAO_0000218,,,13758,,,,,1,14793,,In vitro biotransformation of compound along with coformycin in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-A) analyte,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631534
,BAO_0000218,,,13758,,,,,1,14794,,In vitro biotransformation of compound in mice brain homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631535
,BAO_0000218,,,13758,,,,,1,14795,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631536
,BAO_0000218,,,13758,,,,,1,14796,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-hypoxanthine(ara-H) analyte,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631537
,BAO_0000218,,,13758,,,,,1,14797,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-A) analyte,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631538
,BAO_0000218,,,13758,,,,,1,14798,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-H) analyte,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631539
,BAO_0000218,,,13758,,,,,1,14799,,In vitro biotransformation of compound in mice serum 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631540
,BAO_0000218,,,14393,,,,,1,14800,,Pharmacokinetic Parameter [Kel(1/h)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL625637
,BAO_0000218,,,14393,,,,,1,14801,,Pharmacokinetic parameter [Kel(1/h)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL625638
,BAO_0000218,,,15078,,,,,1,14802,,"The Kel value in female wistar rat at 100 mg/kg, p.o. dose",Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL625639
,BAO_0000218,,In vivo,13925,,955.0,,,1,14803,,Biodistribution in rat brain post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Brain,50597,A,N,CHEMBL625640
,BAO_0000218,,In vivo,13925,,955.0,,,1,14804,,Biodistribution in rat brain post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Brain,50597,A,N,CHEMBL625641
,BAO_0000218,,In vivo,13925,,948.0,,,1,14805,,Biodistribution in rat heart post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Heart,50597,A,N,CHEMBL625642
,BAO_0000218,,In vivo,13925,,948.0,,,1,14806,,Biodistribution in rat heart post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Heart,50597,A,N,CHEMBL625643
,BAO_0000218,,In vivo,13925,,2113.0,,,1,14807,,Biodistribution in rat kidney post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Kidney,50597,A,N,CHEMBL625644
,BAO_0000218,,In vivo,13925,,2113.0,,,1,14808,,Biodistribution in rat kidney post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Kidney,50597,A,N,CHEMBL625645
,BAO_0000218,,In vivo,13925,,2107.0,,,1,14809,,Biodistribution in rat liver post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Liver,50597,A,N,CHEMBL625646
,BAO_0000218,,In vivo,13925,,2107.0,,,1,14810,,Biodistribution in rat liver post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Liver,50597,A,N,CHEMBL625647
,BAO_0000218,,In vivo,13925,,2048.0,,,1,14811,,Biodistribution in rat lung post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Lung,50597,A,N,CHEMBL625648
,BAO_0000218,,In vivo,13925,,2048.0,,,1,14812,,Biodistribution in rat lung post intravenous injection for 60 min of [99mTc]-TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Lung,50597,A,N,CHEMBL625649
,BAO_0000218,,In vivo,13925,,2385.0,,,1,14813,,Biodistribution in rat muscle post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL625650
,BAO_0000218,,In vivo,13925,,2385.0,,,1,14814,,Biodistribution in rat muscle post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL625651
,BAO_0000218,,In vivo,13925,,14.0,,,1,14815,,Biodistribution in rat skin post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Zone of skin,50597,A,N,CHEMBL625652
,BAO_0000218,,In vivo,13925,,14.0,,,1,14816,,Biodistribution in rat skin post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Zone of skin,50597,A,N,CHEMBL625653
,BAO_0000218,,In vivo,13925,,2106.0,,,1,14817,,Biodistribution in rat spleen post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Spleen,50597,A,N,CHEMBL625654
,BAO_0000218,,In vivo,13925,,2106.0,,,1,14818,,Biodistribution in rat spleen post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,Intermediate,Rattus norvegicus,1,10116.0,,Spleen,50597,A,N,CHEMBL625655
,BAO_0000218,,In vivo,9712,,178.0,,,1,14819,,Biodistribution of Compound in rat blood after 15 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL625656
,BAO_0000218,,In vivo,9712,,178.0,,,1,14820,,Biodistribution of Compound in rat blood after 2 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL625657
,BAO_0000218,,In vivo,9712,,955.0,,,1,14821,,Biodistribution of Compound in rat brain after 15 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Brain,50597,A,N,CHEMBL625658
,BAO_0000218,,In vivo,9712,,955.0,,,1,14822,,Biodistribution of Compound in rat brain after 2 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Brain,50597,A,N,CHEMBL625659
,BAO_0000218,,In vivo,9712,,948.0,,,1,14823,,Biodistribution of Compound in rat heart after 15 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Heart,50597,A,N,CHEMBL625660
,BAO_0000218,,In vivo,9712,,948.0,,,1,14824,,Biodistribution of Compound in rat heart after 2 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Heart,50597,A,N,CHEMBL625661
,BAO_0000218,,In vivo,9712,,2107.0,,,1,14825,,Biodistribution of Compound in rat liver after 15 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Liver,50597,A,N,CHEMBL625662
,BAO_0000218,,In vivo,9712,,2107.0,,,1,14826,,Biodistribution of Compound in rat liver after 2 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Liver,50597,A,N,CHEMBL625663
,BAO_0000218,,In vivo,9712,,2048.0,,,1,14827,,Biodistribution of Compound in rat lung after 15 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Lung,50597,A,N,CHEMBL875621
,BAO_0000218,,In vivo,9712,,2048.0,,,1,14828,,Biodistribution of Compound in rat lung after 2 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Lung,50597,A,N,CHEMBL628382
,BAO_0000218,,In vivo,9712,,2385.0,,,1,14829,,Biodistribution of Compound in rat muscle after 15 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL628383
,BAO_0000218,,In vivo,9712,,2385.0,,,1,14830,,Biodistribution of Compound in rat muscle after 2 minutes of administration,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL628384
,BAO_0000218,,,13925,,,,,1,14831,,Brain uptake of [99mTc]TRODAT in rat expressed as percent dose per organ at time of 2 mins,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL628385
,BAO_0000218,,,13925,,,,,1,14832,,Brain uptake of [99mTc]TRODAT in rat expressed as percent dose per organ at time of 30 mins,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL875753
,BAO_0000218,,,13925,,,,,1,14833,,Brain uptake of [99mTc]TRODAT in rat expressed as percent dose per organ at time of 60 mins,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL628386
,BAO_0000218,,,6941,,,,,1,14834,,Organ distribution in rat blood 2 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL628387
,BAO_0000218,,,6941,,,,,1,14835,,Organ distribution in rat blood 2 hr after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL628388
,BAO_0000218,,,6941,,,,,1,14836,,Organ distribution in rat blood 30 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL628389
,BAO_0000218,,,6941,,,,,1,14837,,Organ distribution in rat blood 30 min after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL632756
,BAO_0000218,,,6941,,,,,1,14838,,Organ distribution in rat brain 2 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL628390
,BAO_0000218,,,6941,,,,,1,14839,,Organ distribution in rat brain 2 hr after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631811
,BAO_0000218,,,6941,,,,,1,14840,,Organ distribution in rat brain 30 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631812
,BAO_0000218,,,6941,,,,,1,14841,,Organ distribution in rat heart 2 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631813
,BAO_0000218,,,6941,,,,,1,14842,,Organ distribution in rat heart 2 hr after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631814
,BAO_0000218,,,6941,,,,,1,14843,,Organ distribution in rat heart 30 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631815
,BAO_0000218,,,6941,,,,,1,14844,,Organ distribution in rat kidney 2 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631816
,BAO_0000218,,,6941,,,,,1,14845,,Organ distribution in rat kidney 2 hr after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL875758
,BAO_0000218,,,6941,,,,,1,14846,,Organ distribution in rat kidney 30 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631817
,BAO_0000218,,,6941,,2107.0,,,1,14847,,Organ distribution in rat liver 2 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,Liver,50597,A,N,CHEMBL631818
,BAO_0000218,,,6941,,2107.0,,,1,14848,,Organ distribution in rat liver 2 hr after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,Liver,50597,A,N,CHEMBL631819
,BAO_0000218,,,6941,,2107.0,,,1,14849,,Organ distribution in rat liver 30 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,Liver,50597,A,N,CHEMBL631820
,BAO_0000218,,,6941,,,,,1,14850,,Organ distribution in rat lung 2 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631821
,BAO_0000218,,,6941,,,,,1,14851,,Organ distribution in rat lung 2 hr after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631822
,BAO_0000218,,,6941,,,,,1,14852,,Organ distribution in rat lung 30 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL631823
,BAO_0000218,,,6941,,2385.0,,,1,14853,,Organ distribution in rat muscle 2 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL631824
,BAO_0000218,,,6941,,2385.0,,,1,14854,,Organ distribution in rat muscle 2 hr after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL631825
,BAO_0000218,,,6941,,2385.0,,,1,14855,,Organ distribution in rat muscle 30 minutes after intravenous injection,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL631826
,BAO_0000218,,In vivo,14439,,,,,1,14856,,Biodistribution in athymic mice bearing Human Tumor (KB) Xenografts 1 hour after injection in Blood (B),Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631827
,BAO_0000218,,In vivo,14439,,,,,1,14857,,Biodistribution in athymic mice bearing Human Tumor (KB) Xenografts 1 hour after injection in Heart (H),Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631828
,BAO_0000218,,In vivo,14439,,,,,1,14858,,Biodistribution in athymic mice bearing Human Tumor (KB) Xenografts 1 hour after injection in Lung (L),Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL631829
,BAO_0000218,,,12582,,1088.0,,,1,14859,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 3.76 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL875759
,BAO_0000218,,,12582,,1088.0,,,1,14860,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 30.20 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631830
,BAO_0000218,,,12582,,1088.0,,,1,14861,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 302 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631831
,BAO_0000218,,,12582,,1088.0,,,1,14862,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 31.6 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631832
,BAO_0000218,,,12582,,1088.0,,,1,14863,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 316 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631833
,BAO_0000218,,,12582,,1088.0,,,1,14864,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 32.4 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631834
,BAO_0000218,,,12582,,1088.0,,,1,14865,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 324 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631835
,BAO_0000218,,,12582,,1088.0,,,1,14866,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 34.0 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631836
,BAO_0000218,,,12582,,1088.0,,,1,14867,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 34.1 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631837
,BAO_0000218,,,12582,,1088.0,,,1,14868,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 34.8 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631838
,BAO_0000218,,,12582,,1088.0,,,1,14869,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 341 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631839
,BAO_0000218,,,12582,,1088.0,,,1,14870,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 348 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631840
,BAO_0000218,,,12582,,1088.0,,,1,14871,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 37.6 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631841
,BAO_0000218,,,12582,,1088.0,,,1,14872,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 58.4 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631842
,BAO_0000218,,,12582,,1088.0,,,1,14873,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 65.2 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631843
,BAO_0000218,,,12582,,1088.0,,,1,14874,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 71.6 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631844
,BAO_0000218,,,12582,,1088.0,,,1,14875,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 71.8 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631845
,BAO_0000218,,,12582,,1088.0,,,1,14876,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 74.8 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631846
,BAO_0000218,,,12582,,1088.0,,,1,14877,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 77.5 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL875760
,BAO_0000218,,,12582,,1088.0,,,1,14878,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 79.4 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL632199
,BAO_0000218,,,12582,,1088.0,,,1,14879,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 80.9 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631847
,BAO_0000218,,,12582,,1088.0,,,1,14880,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 83.8 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL631848
,BAO_0000218,,,12582,,1088.0,,,1,14881,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 84.5 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL628707
,BAO_0000218,,,12582,,1088.0,,,1,14882,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 84.7 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL628708
,BAO_0000218,,,12582,,1088.0,,,1,14883,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 86.7 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL628709
,BAO_0000218,,,12582,,1088.0,,,1,14884,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 86.9 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL628710
,BAO_0000218,,,12582,,1088.0,,,1,14885,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 9.06 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL628711
,BAO_0000218,,,12582,,1088.0,,,1,14886,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 90.6 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL628712
,BAO_0000218,,,12582,,1088.0,,,1,14887,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 94.9 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL628713
,BAO_0000218,,,12582,,1088.0,,,1,14888,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 97.1 uM/Kg of drug,Intermediate,Rattus norvegicus,1,10116.0,,Urine,50597,A,N,CHEMBL628714
,BAO_0000218,,,7415,,,,,1,14889,,"excretion rate in rats after the dose of 5 mg/kg intravenously, at the dose 4 hour Rate of biliary excretion; 0.06-0.15%/h",Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL628715
,BAO_0000019,,,7313,,,,,0,14890,,Extent rates of formation of metabolic intermediate Cytochrome P-450 at compound concentration of 3.75-120 uM,Autocuration,,1,,,,22224,A,U,CHEMBL629179
,BAO_0000019,,,7313,,,,,0,14891,,Extent rates of formation of metabolic intermediate Cytochrome P-450 at compound concentration of 30 uM,Autocuration,,1,,,,22224,A,U,CHEMBL629180
,BAO_0000019,,,7313,,,,,0,14892,,Extent rates of formation of metabolic intermediate Cytochrome P-450 at compound concentration of 7.5-120 uM,Autocuration,,1,,,,22224,A,U,CHEMBL875108
,BAO_0000019,,,7570,,1235.0,,,0,14893,,Percent lipid extracted at 0.5 hr from adrenal cortex liver using CHCl3/CH3OH.,Autocuration,,1,,,Adrenal cortex,22224,A,U,CHEMBL629181
,BAO_0000019,,,7570,,1235.0,,,0,14894,,Percent lipid extracted at 0.5 hr from adrenal cortex liver using CHCl3/CH3OH.,Autocuration,,1,,,Adrenal cortex,22224,A,U,CHEMBL629182
,BAO_0000019,,,7570,,,,,0,14895,,Percent lipid extracted at 0.5 hr from liver plasma using CHCl3/CH3OH.,Autocuration,,1,,,,22224,A,U,CHEMBL629183
,BAO_0000019,,,7570,,,,,0,14896,,Percent lipid extracted at 0.5 hr from liver using CHCl3/CH3OH.,Autocuration,,1,,,,22224,A,U,CHEMBL629184
,BAO_0000019,,,7570,,1235.0,,,0,14897,,Percent lipid extracted at 24 hours from adrenal cortex using CHCl3/CH3OH.,Autocuration,,1,,,Adrenal cortex,22224,A,U,CHEMBL629185
,BAO_0000019,,,7570,,1235.0,,,0,14898,,Percent lipid extracted at 24 hours from adrenal cortex liver using CHCl3/CH3OH.,Autocuration,,1,,,Adrenal cortex,22224,A,U,CHEMBL629186
,BAO_0000019,,,7570,,,,,0,14899,,Percent lipid extracted at 24 hours from liverliver using CHCl3/CH3OH.,Autocuration,,1,,,,22224,A,U,CHEMBL629187
,BAO_0000019,,,7570,,,,,0,14900,,Percent lipid extracted at 24 hours from plasma using CHCl3/CH3OH.,Autocuration,,1,,,,22224,A,U,CHEMBL629887
,BAO_0000019,,,7570,,,,,0,14901,,Percent lipid extracted at 24 hours from plasmaliver using CHCl3/CH3OH.,Autocuration,,1,,,,22224,A,U,CHEMBL629888
,BAO_0000019,,,7570,,,,,0,14902,,Percent lipid extracted at 24 hr from liver using CHCl3/CH3OH.,Autocuration,,1,,,,22224,A,U,CHEMBL629889
,BAO_0000019,,,7570,,1235.0,,,0,14903,,Percent parent compound extracted at 0.5 hr from adrenal cortex using CHCl3/CH3OH.,Autocuration,,1,,,Adrenal cortex,22224,A,U,CHEMBL629890
,BAO_0000019,,,7570,,,,,0,14904,,Percent parent compound extracted at 0.5 hr from liver using CHCl3/CH3OH.,Autocuration,,1,,,,22224,A,U,CHEMBL629891
,BAO_0000019,,,7570,,,,,0,14905,,Percent parent compound extracted at 0.5 hr from plasma using CHCl3/CH3OH.,Autocuration,,1,,,,22224,A,U,CHEMBL629892
,BAO_0000019,,,7570,,1235.0,,,0,14906,,Percent parent compound extracted at 24 hours from adrenal cortex using CHCl3/CH3OH.,Autocuration,,1,,,Adrenal cortex,22224,A,U,CHEMBL629893
