assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,doc_id,assay_organism,assay_cell_type
7250,In vivo,,50588,9615.0,Intermediate,1,,A,,Half life in dog after po administration of the compound; ND means Not determined,,,BAO_0000218,N,,4353,Canis lupus familiaris,
7251,In vivo,,50588,9615.0,Intermediate,1,,A,,Half life in dog at the single oral dose of 1 mg/kg,,,BAO_0000218,N,,6265,Canis lupus familiaris,
7252,,,50588,9615.0,Intermediate,1,,A,,Half life in dogs,,,BAO_0000218,N,,5006,Canis lupus familiaris,
7253,In vivo,,50588,9615.0,Intermediate,1,,A,,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,,,BAO_0000218,N,,5356,Canis lupus familiaris,
7254,,,50588,9615.0,Intermediate,1,,A,,Half life in rat,,,BAO_0000218,N,,405,Canis lupus familiaris,
7255,In vivo,,50588,9615.0,Intermediate,1,,A,,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),,,BAO_0000218,N,,6642,Canis lupus familiaris,
7256,In vivo,10000001.0,50594,10090.0,Intermediate,1,Bone,A,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,,BAO_0000218,N,,10107,Mus musculus,
7257,In vivo,10000001.0,50594,10090.0,Intermediate,1,Bone,A,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,,BAO_0000218,N,,10107,Mus musculus,
7258,In vivo,10000001.0,50594,10090.0,Intermediate,1,Bone,A,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,,BAO_0000218,N,,10107,Mus musculus,
7259,In vivo,10000001.0,50594,10090.0,Intermediate,1,Bone,A,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,,,BAO_0000218,N,,10107,Mus musculus,
7260,In vivo,10000001.0,50594,10090.0,Intermediate,1,Bone,A,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,,BAO_0000218,N,,10107,Mus musculus,
7261,In vivo,10000004.0,50594,10090.0,Intermediate,1,Gut,A,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,,BAO_0000218,N,,10107,Mus musculus,
7262,In vivo,10000004.0,50594,10090.0,Intermediate,1,Gut,A,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,,,BAO_0000218,N,,10107,Mus musculus,
7263,In vivo,10000004.0,50594,10090.0,Intermediate,1,Gut,A,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,,BAO_0000218,N,,10107,Mus musculus,
7264,In vivo,10000004.0,50594,10090.0,Intermediate,1,Gut,A,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,,BAO_0000218,N,,10107,Mus musculus,
7265,In vivo,10000004.0,50594,10090.0,Intermediate,1,Gut,A,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,,BAO_0000218,N,,10107,Mus musculus,
7266,In vivo,10000004.0,50594,10090.0,Intermediate,1,Gut,A,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,,,BAO_0000218,N,,10107,Mus musculus,
7267,In vivo,10000004.0,50594,10090.0,Intermediate,1,Gut,A,,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,,BAO_0000218,N,,10107,Mus musculus,
7268,In vivo,948.0,50594,10090.0,Intermediate,1,Heart,A,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,,BAO_0000218,N,,10107,Mus musculus,
7269,In vivo,948.0,50594,10090.0,Intermediate,1,Heart,A,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,,,BAO_0000218,N,,10107,Mus musculus,
7270,In vivo,948.0,50594,10090.0,Intermediate,1,Heart,A,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,,BAO_0000218,N,,10107,Mus musculus,
7271,In vivo,948.0,50594,10090.0,Intermediate,1,Heart,A,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,,BAO_0000218,N,,10107,Mus musculus,
7272,In vivo,948.0,50594,10090.0,Intermediate,1,Heart,A,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,,BAO_0000218,N,,10107,Mus musculus,
7273,In vivo,948.0,50594,10090.0,Intermediate,1,Heart,A,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,,,BAO_0000218,N,,10107,Mus musculus,
7274,In vivo,948.0,50594,10090.0,Intermediate,1,Heart,A,,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,,BAO_0000218,N,,10107,Mus musculus,
7275,In vivo,2113.0,50594,10090.0,Intermediate,1,Kidney,A,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,,BAO_0000218,N,,10107,Mus musculus,
7276,In vivo,2113.0,50594,10090.0,Intermediate,1,Kidney,A,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,,,BAO_0000218,N,,10107,Mus musculus,
7277,In vivo,2113.0,50594,10090.0,Intermediate,1,Kidney,A,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,,BAO_0000218,N,,10107,Mus musculus,
7278,In vivo,2113.0,50594,10090.0,Intermediate,1,Kidney,A,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,,BAO_0000218,N,,10107,Mus musculus,
7279,In vivo,2113.0,50594,10090.0,Intermediate,1,Kidney,A,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,,BAO_0000218,N,,10107,Mus musculus,
7280,In vivo,2113.0,50594,10090.0,Intermediate,1,Kidney,A,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,,,BAO_0000218,N,,10107,Mus musculus,
7281,In vivo,2113.0,50594,10090.0,Intermediate,1,Kidney,A,,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,,BAO_0000218,N,,10107,Mus musculus,
7282,In vivo,2107.0,50594,10090.0,Intermediate,1,Liver,A,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,,BAO_0000218,N,,10107,Mus musculus,
7283,In vivo,2107.0,50594,10090.0,Intermediate,1,Liver,A,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,,,BAO_0000218,N,,10107,Mus musculus,
7284,In vivo,2107.0,50594,10090.0,Intermediate,1,Liver,A,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,,BAO_0000218,N,,10107,Mus musculus,
7285,In vivo,2107.0,50594,10090.0,Intermediate,1,Liver,A,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,,BAO_0000218,N,,10107,Mus musculus,
7286,In vivo,2107.0,50594,10090.0,Intermediate,1,Liver,A,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,,BAO_0000218,N,,10107,Mus musculus,
7287,In vivo,2107.0,50594,10090.0,Intermediate,1,Liver,A,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,,,BAO_0000218,N,,10107,Mus musculus,
7288,In vivo,2107.0,50594,10090.0,Intermediate,1,Liver,A,,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,,BAO_0000218,N,,10107,Mus musculus,
7289,In vivo,2048.0,50594,10090.0,Intermediate,1,Lung,A,,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,,BAO_0000218,N,,10107,Mus musculus,
7290,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro cytotoxicity against A2780 (human ovarian cancer),,,BAO_0000219,N,,5895,Homo sapiens,A2780
7291,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,,,BAO_0000219,N,,6338,Homo sapiens,A2780
7292,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,,,BAO_0000219,N,,15163,Homo sapiens,A2780
7293,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,,,BAO_0000219,N,,15163,Homo sapiens,A2780
7294,,,81034,9606.0,Expert,1,,F,478.0,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,,,BAO_0000219,N,,15000,Homo sapiens,A2780
7295,,,81034,9606.0,Expert,1,,F,478.0,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,,,BAO_0000219,N,,15000,Homo sapiens,A2780
7296,,,81034,9606.0,Expert,1,,F,478.0,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,,,BAO_0000219,N,,14729,Homo sapiens,A2780
7297,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro cytotoxicity against A2780 cell line,,,BAO_0000219,N,,17270,Homo sapiens,A2780
7298,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro growth inhibitory activity against A2780 human ovarium carcinoma cell line was determined,,,BAO_0000219,N,,5685,Homo sapiens,A2780
7299,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro inhibitory activity against human ovarian cancer A2780 cell line,,,BAO_0000219,N,,3563,Homo sapiens,A2780
7300,,,81034,9606.0,Intermediate,1,,F,478.0,In vivo cytotoxic concentration of compound against A2780 cell line after 72 hr exposure,,,BAO_0000218,N,,17753,Homo sapiens,A2780
7301,,,81034,9606.0,Intermediate,1,,F,478.0,"Inhibition of cell growth in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant)using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay",,,BAO_0000219,N,,16317,Homo sapiens,A2780
7302,,,81034,9606.0,Intermediate,1,,F,478.0,Inhibition of tubulin polymerization in analogy of ca.,,,BAO_0000219,N,,16936,Homo sapiens,A2780
7303,,,81034,9606.0,Intermediate,1,,F,478.0,Inhibitory activity against ovarian tumor cell line A2780 after 72 hr continuous exposure to compound,,,BAO_0000219,N,,3801,Homo sapiens,A2780
7304,,,81034,9606.0,Expert,1,,F,478.0,Cytotoxic effect in ovarian cancer cell line (A2780),,,BAO_0000219,N,,6181,Homo sapiens,A2780
7305,,,81034,9606.0,Intermediate,1,,F,478.0,Tested for cytotoxicity against Ovarian carcinoma parental type A2780 cell line expressing MDR-1 (-) gene,,,BAO_0000219,N,,5318,Homo sapiens,A2780
7306,,,81034,9606.0,Intermediate,1,,F,478.0,Tested for the cytotoxicity in A2780 ovarian cell line,,,BAO_0000219,N,,4840,Homo sapiens,A2780
7307,,,81034,9606.0,Intermediate,1,,F,478.0,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),,,BAO_0000219,N,,15748,Homo sapiens,A2780
7308,,,81034,9606.0,Intermediate,1,,F,478.0,The compound was tested for cytotoxic activity against A2780/Cs cell line(human ovarian carcinoma,,,BAO_0000219,N,,15748,Homo sapiens,A2780
7309,,,80017,,Intermediate,1,,F,481.0,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma,,,BAO_0000219,N,,15748,,A2780cisR
7310,,,80017,,Intermediate,1,,F,481.0,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),,,BAO_0000219,N,,15748,,A2780cisR
7311,,,80017,,Intermediate,1,,F,481.0,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ); ND means no data,,,BAO_0000219,N,,15748,,A2780cisR
7312,,,80017,,Intermediate,1,,F,481.0,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma),,,BAO_0000219,N,,15748,,A2780cisR
7313,,,81034,9606.0,Intermediate,1,,F,478.0,In vivo log of cells killed after administration of compound in A2780 cell line,,,BAO_0000218,N,,17753,Homo sapiens,A2780
7314,In vivo,,81034,9606.0,Intermediate,1,,F,478.0,Compound was tested in vivo for maximum tolerated dose after i.v. administration twice a day for 5 days in A2780 cell line,,,BAO_0000218,N,,17753,Homo sapiens,A2780
7315,,,81034,9606.0,Intermediate,1,,F,478.0,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.;NA means not active,,,BAO_0000219,N,,16936,Homo sapiens,A2780
7316,,,81034,9606.0,Intermediate,1,,F,478.0,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines (at 5 uM );NA means not active,,,BAO_0000219,N,,16936,Homo sapiens,A2780
7317,,,81034,9606.0,Intermediate,1,,F,478.0,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines; ND means no data,,,BAO_0000219,N,,16936,Homo sapiens,A2780
7318,,,81034,9606.0,Intermediate,1,,F,478.0,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines. (at 5 uM ); ND means no data,,,BAO_0000219,N,,16936,Homo sapiens,A2780
7319,,,81034,9606.0,Intermediate,1,,F,478.0,Optimal dose required to inhibit human ovarian A2780 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q4dX2),,,BAO_0000218,N,,17528,Homo sapiens,A2780
7320,,,81034,9606.0,Intermediate,1,,F,478.0,Resistance factor was determined as IC50 cisplatin-resistant/parent for human A2780 ovarian cell line,,,BAO_0000219,N,,6633,Homo sapiens,A2780
7321,,,81034,9606.0,Expert,1,,F,478.0,Resistance index is IC50 ratio of A2780 cell line and A2780cisR cell line,,,BAO_0000219,N,,15000,Homo sapiens,A2780
7322,,,81034,9606.0,Expert,1,,F,478.0,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,,,BAO_0000219,N,,17528,Homo sapiens,A2780
7323,,,81034,9606.0,Intermediate,1,,F,478.0,Compound was tested for Tubulin polymerization inhibition by using human ovarian cancer cell lines.,,,BAO_0000219,N,,16936,Homo sapiens,A2780
7324,,,81034,9606.0,Intermediate,1,,F,478.0,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.,,,BAO_0000219,N,,16936,Homo sapiens,A2780
7325,,,81034,9606.0,Intermediate,1,,F,478.0,Percent of Tubulin polymerization inhibition by using human ovarian cancer cell lines at a concentration of 5 uM,,,BAO_0000219,N,,16936,Homo sapiens,A2780
7326,,,81034,9606.0,Intermediate,1,,F,478.0,"Colchicine Binding Inhibition ( CBI ) by using human ovarian cancer cell lines at 5 uM, (values are mean of 9 over 4 concentrations +/- SD)",,,BAO_0000219,N,,16936,Homo sapiens,A2780
7327,,,81034,9606.0,Intermediate,1,,F,478.0,Compound tested for colchicine Binding Inhibition by using human ovarian cancer cell line (at 5 uM ),,,BAO_0000219,N,,16936,Homo sapiens,A2780
7328,,,81034,9606.0,Expert,1,,F,478.0,"Tested for colchicine binding inhibition, using human ovarian cancer cell lines (at 5 uM )",,,BAO_0000219,N,,16936,Homo sapiens,A2780
7329,,,81034,9606.0,Intermediate,1,,F,478.0,Compound tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),,,BAO_0000219,N,,16936,Homo sapiens,A2780
7330,,,81034,9606.0,Intermediate,1,,F,478.0,Compound was tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),,,BAO_0000219,N,,16936,Homo sapiens,A2780
7331,,,81034,9606.0,Intermediate,1,,F,478.0,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell line (at 5 uM ),,,BAO_0000219,N,,16936,Homo sapiens,A2780
7332,,,81034,10090.0,Intermediate,1,,F,478.0,In vitro antiproliferative activity against A2780 cell line,,,BAO_0000219,N,,17737,Mus musculus,A2780
7333,,,81034,10090.0,Expert,1,,F,478.0,Maximum tolerated dose in A2780 tumor in mice after intraperitoneal administration daily for 8 days,,,BAO_0000219,N,,17764,Mus musculus,A2780
7334,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C after 96 hr,,,BAO_0000219,N,,3830,Homo sapiens,A2780
7335,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C for 96 hr,,,BAO_0000219,N,,3829,Homo sapiens,A2780
7336,,,50588,9615.0,Intermediate,1,,A,,Vc value in dog after IV administration at a dose of 5 mg/kg,,,BAO_0000218,N,,3546,Canis lupus familiaris,
7337,In vivo,,50588,9615.0,Intermediate,1,,A,,Half life period in dog after IV administration at a dose of 5 mg/kg,,,BAO_0000218,N,,3546,Canis lupus familiaris,
7338,,,22224,9527.0,Autocuration,1,,A,,Area under curve was determine after peroral administration at 10 mpk in Rhesus,,,BAO_0000019,U,,5668,Cercopithecidae,
7339,,1969.0,22224,9527.0,Autocuration,1,Plasma,A,,AUC (area under curve) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,BAO_0000218,U,,3443,Cercopithecidae,
7340,,1969.0,22224,9527.0,Autocuration,1,Plasma,A,,AUC (area under curve) compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,BAO_0000218,U,,3443,Cercopithecidae,
7341,In vivo,,22224,9541.0,Autocuration,1,,A,,Area under curve determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,,,BAO_0000218,U,,4256,Macaca fascicularis,
7342,In vivo,,22224,9541.0,Autocuration,1,,A,,Area under curve determined after peroral administration at a dose of 10 mg/kg in cynomolgus monkey,,,BAO_0000218,U,,4256,Macaca fascicularis,
7343,In vivo,,22224,9541.0,Autocuration,1,,A,,Area under curve determined after peroral administration at a dose of 3 mg/kg in cynomolgus monkey,,,BAO_0000218,U,,4256,Macaca fascicularis,
7344,In vivo,,22224,10116.0,Autocuration,1,,A,,Oral Bioavailability in rat,,,BAO_0000218,U,,4256,Rattus norvegicus,
7345,,,22224,9527.0,Autocuration,1,,A,,Area under curve was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,,,BAO_0000218,U,,1916,Cercopithecidae,
7346,,,22224,9527.0,Autocuration,1,,A,,Area under curve value in monkey at a dose of 5 mg/kg,,,BAO_0000218,U,,5302,Cercopithecidae,
7347,,,22224,9527.0,Autocuration,1,,A,,Area under curve was determined in monkey after a 3 mg/kg of oral dose,,,BAO_0000218,U,,4257,Cercopithecidae,
7348,,,22224,9527.0,Autocuration,1,,A,,Area under curve was determined using trapezoidal rule after intravenous administration in cynomolgus monkeys,,,BAO_0000019,U,,5355,Cercopithecidae,
7349,,,22224,9527.0,Autocuration,1,,A,,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys,,,BAO_0000019,U,,5355,Cercopithecidae,
7350,,,22224,9527.0,Autocuration,1,,A,,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys; ND means Not determined,,,BAO_0000019,U,,5355,Cercopithecidae,
7351,,,22224,9527.0,Autocuration,1,,A,,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in monkey,,,BAO_0000218,U,,6078,Cercopithecidae,
7352,,,22224,9527.0,Autocuration,1,,A,,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in monkey,,,BAO_0000218,U,,6078,Cercopithecidae,
7353,,,22224,9527.0,Autocuration,1,,A,,Area under the curve was measured in monkey after an iv dose of 1 mg/kg,,,BAO_0000218,U,,6062,Cercopithecidae,
7354,,,22224,9527.0,Autocuration,1,,A,,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,,BAO_0000218,U,,2661,Cercopithecidae,
7355,,,22224,9527.0,Autocuration,1,,A,,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female cynomolgus monkey,,,BAO_0000019,U,,2661,Cercopithecidae,
7356,,,22224,9527.0,Autocuration,1,,A,,Pharmacokinetic parameter Cmax was measured after administration into monkey at 3 mg/kg,,,BAO_0000218,U,,5394,Cercopithecidae,
7357,,,22224,9527.0,Autocuration,1,,A,,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in cynomolgus monkeys (0 to 24 hr) p.o.,,,BAO_0000218,U,,4397,Cercopithecidae,
7358,,,22224,9527.0,Autocuration,1,,A,,Area under curve value 24 hr after 2 mg/kg iv administration in monkeys,,,BAO_0000218,U,,17509,Cercopithecidae,
7359,,,22224,9527.0,Autocuration,1,,A,,Area under curve value 24 hr after 2 mg/kg oral administration in monkeys,,,BAO_0000218,U,,17509,Cercopithecidae,
7360,In vivo,,22224,9527.0,Autocuration,1,,A,,Oral AUCN in monkey (dosed at 0.5 mpk iv ),,,BAO_0000218,U,,6641,Cercopithecidae,
7361,,,22224,9527.0,Autocuration,1,,A,,Bioavailability was reported in cynomolgus monkeys (ratio of AUC in oral administration to that of intravenous administration),,,BAO_0000218,U,,5355,Cercopithecidae,
7362,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,BAO_0000218,U,,3443,Cercopithecidae,
7363,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,BAO_0000218,U,,3443,Cercopithecidae,
7364,,,22224,9527.0,Autocuration,1,,A,,Binding towards monkey plasma protein at 10 uM,,,BAO_0000019,U,,17409,Cercopithecidae,
7365,,,22224,9527.0,Autocuration,1,,A,,Binding towards monkey plasma protein at 100 uM,,,BAO_0000019,U,,17409,Cercopithecidae,
7366,In vivo,,22224,9527.0,Autocuration,1,,A,,Apparent bioavailability in squirrel monkey was determined,,,BAO_0000218,U,,1052,Cercopithecidae,
7367,In vivo,,22224,9527.0,Autocuration,1,,A,,Bioavailability was determined after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,,,BAO_0000218,U,,13501,Cercopithecidae,
7368,In vivo,,22224,9443.0,Autocuration,1,,A,,Bioavailability in monkey (dose 2 mg/kg),,,BAO_0000218,U,,17509,monkey,
7369,In vivo,,22224,9527.0,Autocuration,1,,A,,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for bioavailability after administration into monkey at 3 mg/kg,,,BAO_0000218,U,,5394,Cercopithecidae,
7370,In vivo,,22224,9527.0,Autocuration,1,,A,,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to female cynomolgus monkey,,,BAO_0000218,U,,2661,Cercopithecidae,
7371,In vivo,,22224,9443.0,Autocuration,1,,A,,Bioavailability in monkey (i.d. dosing),,,BAO_0000218,U,,11219,monkey,
7372,In vivo,,22224,9527.0,Autocuration,1,,A,,Oral bioavailability after 5 mg/kg in cynomolgus monkey was determined,,,BAO_0000218,U,,3045,Cercopithecidae,
7373,,,22224,9527.0,Autocuration,1,,A,,Clearance of the drug was measured in cynomolgus,,,BAO_0000019,U,,17796,Cercopithecidae,
7374,In vivo,,22224,9527.0,Autocuration,1,,A,,Clearance was estimated in two squirrel monkeys after iv administration at 5 mg/kg,,,BAO_0000218,U,,1399,Cercopithecidae,
7375,In vivo,,22224,9527.0,Autocuration,1,,A,,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,,BAO_0000218,U,,2661,Cercopithecidae,
7376,In vivo,1969.0,22224,9544.0,Autocuration,1,Plasma,A,,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,,BAO_0000218,U,,5005,Macaca mulatta,
7377,In vivo,,22224,9527.0,Autocuration,1,,A,,Plasma clearance in rhesus monkey was determined,,,BAO_0000218,U,,17267,Cercopithecidae,
7378,In vivo,,22224,9527.0,Autocuration,1,,A,,Plasma clearance in monkey after administration of 1 mg/kg iv,,,BAO_0000218,U,,6535,Cercopithecidae,
7379,In vivo,,22224,9527.0,Autocuration,1,,A,,Plasma clearance in cynomolgus monkey,,,BAO_0000218,U,,5922,Cercopithecidae,
7380,In vivo,,22224,9527.0,Autocuration,1,,A,,Plasma clearance after oral administration (2.5 mg/kg) in monkey was determined,,,BAO_0000218,U,,6221,Cercopithecidae,
7381,In vivo,,22224,9527.0,Autocuration,1,,A,,Plasma clearance after peroral administration at 10 mpk in Rhesus,,,BAO_0000218,U,,5668,Cercopithecidae,
7382,In vivo,,22224,9527.0,Autocuration,1,,A,,The total clearance was determined after intravenous administration in cynomolgus monkeys,,,BAO_0000218,U,,5355,Cercopithecidae,
7383,In vivo,,22224,9527.0,Autocuration,1,,A,,The total clearance was determined after oral administration in cynomolgus monkeys; NA means Not applicable,,,BAO_0000218,U,,5355,Cercopithecidae,
7384,In vivo,,22224,9527.0,Autocuration,1,,A,,The total clearance was determined after oral administration in cynomolgus monkeys; NA means not applicable,,,BAO_0000218,U,,5355,Cercopithecidae,
7385,In vivo,,22224,9527.0,Autocuration,1,,A,,Tested for Clearance upon iv administration to african green monkey,,,BAO_0000218,U,,4578,Cercopithecidae,
7386,In vivo,,22224,9527.0,Autocuration,1,,A,,Clearance in monkey,,,BAO_0000218,U,,17592,Cercopithecidae,
7387,In vivo,,50588,9615.0,Intermediate,1,,A,,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,,BAO_0000218,N,,6641,Canis lupus familiaris,
7388,In vivo,,50588,9615.0,Intermediate,1,,A,,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,,BAO_0000218,N,,6642,Canis lupus familiaris,
7389,In vivo,,50588,9615.0,Intermediate,1,,A,,Half life was evaluated after intravenous administration to dogs,,,BAO_0000218,N,,16367,Canis lupus familiaris,
7390,,,50588,9615.0,Intermediate,1,,A,,Half life was evaluated in dog,,,BAO_0000218,N,,5472,Canis lupus familiaris,
7391,,,50588,9615.0,Intermediate,1,,A,,Half life was evaluated in dog,,,BAO_0000218,N,,5474,Canis lupus familiaris,
