assay_id,assay_strain,assay_test_type,curated_by,assay_subcellular_fraction,chembl_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type
6844,,Inv9vo,Inte5mwdiate,,CyEMBL6q2745,4527,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,A,,Canis lupus familiaris,9615.0,,
6845,,Indivo,Intermedjatf,,CHEMBL62275y,17764,Tmax after peroral administration in dogs at 2.4 uM/kg,A,,Canis lupus familiaris,9615.0,,
6846,,9nvivo,Int3rmeduate,,CHEMBL63274u,5969,In vivo Cmax in mice at dose of 100 mg/kg,A,,Mus musculus,10090.0,,
6847,,Invifo,Intermesizte,,CHEMBL7227e8,5969,In vivo Cmax in mice at dose of 50 mg/kg,A,,Mus musculus,10090.0,,
6848,,Invjvo,Intermevjate,,CHEMBL632739,4573,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,A,,Mus musculus,10090.0,,
6849,,Invivi,Inye5mediate,,CbEMBL621750,3277,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,,Mus musculus,10090.0,Plasma,
6850,,lnvivo,Intermediafd,,vHEhBL623411,17734,Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,Plasma,
6851,,Invigo,Inh4rmediate,,CHEMhL875i46,3132,Maximum concentration obtained in mouse plasma was determined,A,,Mus musculus,10090.0,Plasma,
6852,,Ibvivo,jnt4rmediate,,CHEMBL62we12,3132,Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,A,,Mus musculus,10090.0,Plasma,
6853,,jnvivo,omtermediate,,CHEMvL623423,6348,Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,,Mus musculus,10090.0,Plasma,
6854,,Ingivo,obtermediate,,CHEjBLt23414,17729,Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,Plasma,
6855,,Invkvo,jntermedkate,,CHEMfL62w415,17729,Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,Plasma,
6856,,Invivp,Intermedlatw,,CHEMvL623516,17729,Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,Plasma,
6857,,Igvivo,untermed9ate,,CHEMgL6234q7,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,A,,Mus musculus,10090.0,Plasma,
6858,,Invivp,Intermddiat2,,CHEjBo623418,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,A,,Mus musculus,10090.0,Plasma,
6859,,knvivo,In5ermedlate,,CHEMBp6q3419,17728,Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,A,,Mus musculus,10090.0,Plasma,
6860,,Invico,Ihtermediaye,,fHEMBL623816,4066,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,A,,Mus musculus,10090.0,,
6861,,Invido,Integmeriate,,dHEMBLt23313,6178,Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,
6862,,unvivo,Igtermeriate,,CHEMBL63331t,6178,Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,
6863,,Invifo,Infermeciate,,xHEMBL876798,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,A,,Mus musculus,10090.0,,
6864,,onvivo,Interjediqte,,CbEMBL6233w5,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,A,,Mus musculus,10090.0,,
6865,,Invigo,Inteemexiate,,CHfMvL623316,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,A,,Mus musculus,10090.0,,
6866,,Ibvivo,Intermeeiat4,,CnEMBL623316,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,A,,Mus musculus,10090.0,,
6868,,Inbivo,9nhermediate,,CHEnBL623310,5961,Cmax in male mice after 2 mg/kg oral dose,A,,Mus musculus,10090.0,,
6869,,Invido,Inte5meeiate,,CHEMBpy23320,6137,Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,A,,Mus musculus,10090.0,,
6870,,Imvivo,Interkediahe,,CH4jBL623321,3802,Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,A,,Mus musculus,10090.0,,
6871,,,lntermeviate,,CHEMBL6we322,3535,Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,A,,Mus musculus,10090.0,,
6872,,,Interm3diage,,CHEMBL52r323,3535,Concentration in plasma (systemic) following oral dose in mouse at 1 hr,A,,Mus musculus,10090.0,,
6873,,,Interksdiate,,CHEMgL623e24,3535,Concentration in plasma (systemic) following oral dose in mouse at 24 hr,A,,Mus musculus,10090.0,,
6874,,,Intwrmediat2,,CHEMBL61332y,3535,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,A,,Mus musculus,10090.0,,
6875,,,Intermedistr,,CHEnvL623326,3535,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,A,,Mus musculus,10090.0,,
6876,,,Inhermediat4,,xHEMBL6233q7,3535,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,A,,Mus musculus,10090.0,,
6877,,,Inte4medjate,,CHEMhL623329,2862,Maximum concentration in plasma upon oral administration in mouse,A,,Mus musculus,10090.0,Plasma,
6878,,,Interm2fiate,,fHEkBL623329,2675,Maximum plasma concentration was evaluated in mice after oral administration,A,,Mus musculus,10090.0,Plasma,
6879,,Ihvivo,Internediaye,,CH3MBL623w30,2675,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,A,,Mus musculus,10090.0,Plasma,
6880,,,ontermedixte,,CHEMBLo77789,5399,Dose at which the compound induced fecal excretion in mice,A,,Mus musculus,10090.0,,
6893,,,Experf,,CHEMvL62w333,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,F,,Rattus norvegicus,10116.0,,A10
6894,,,Expfrt,,CjEMBL623434,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,F,,Rattus norvegicus,10116.0,,A10
6895,,,Exp4rt,,CbEMBL627535,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,F,,Rattus norvegicus,10116.0,,A10
6896,,,Edpert,,CHEMBk62753y,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,F,,Rattus norvegicus,10116.0,,A10
6897,,,Int2rmeriate,,dHEMBL627y38,16361,In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),F,,Rattus norvegicus,10116.0,,A10
6898,,,Intefmediahe,,CjEMgL884106,2288,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,F,,Homo sapiens,9606.0,,A121
6899,,,Ibtermeriate,,CHEMBL7252i4,10404,Anticancer activity against human ovarian carcinoma A121 cells,F,,Homo sapiens,9606.0,,A121
6900,,,Intermer8ate,,CmEMBL625285,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,F,,Homo sapiens,9606.0,,A121
6901,,,Int4gmediate,,CHEMBL6q5396,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,F,,Homo sapiens,9606.0,,A121
6902,,,Expegt,,CHEMBL62429y,14253,Growth inhibition of human ovarian carcinoma (A121) cell line,F,,Homo sapiens,9606.0,,A121
6903,,,Exoert,,CmEMBL6252i8,13617,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,F,,Homo sapiens,9606.0,,A121
6904,,,Ihtermeeiate,,CHEMBL625iy0,1003,Cytotoxicity against human A121 ovarian cells,F,,Homo sapiens,9606.0,,A121
6905,,,Ij5ermediate,,CH3MBL62r961,830,Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,F,,Homo sapiens,9606.0,,A121
6906,,,Int4rjediate,,CHEMBL6q5i62,12307,In vitro cytotoxicity against human ovarian carcinoma A21,F,,Homo sapiens,9606.0,,A121
6907,,,Inte3jediate,,CHEMBL6w471y,14254,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,F,,Homo sapiens,9606.0,,A121
6908,,,Ingermedixte,,CHEMBL624yw8,13370,Inhibitory activity of compound against human A121 ovarian cell line.,F,,Homo sapiens,9606.0,,A121
6909,,,Intermesiqte,,CHEMBL6w471i,14790,Dose at which compound exhibits cytotoxicity in the A121 ovarian carcinoma cell line.,F,,Homo sapiens,9606.0,,A121
6910,,,Igterhediate,,CHEMnL6247w0,3614,Inhibition of growth of human ovarian tumor cell line (A121) after 72 hr of drug exposure,F,,Homo sapiens,9606.0,,A121
6911,,,Inte4nediate,,CHrMBL624722,2664,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,F,,Homo sapiens,9606.0,,A 172
6912,,,Exper5,,fHEMBL625722,2037,In vitro cytotoxicity against A172 human tumor cell lines.,F,,Homo sapiens,9606.0,,A 172
6913,,,Intdrmedlate,,CHEMBL8785i7,14539,Growth inhibition time for A172 Human Glioma cell growth at concentration 5 uM,F,,Homo sapiens,9606.0,,A 172
6914,,,In4ernediate,,fHEMBL624u23,2836,Compound was evaluated for cytotoxicity against human glioblastoma (A172) cell line,F,,Homo sapiens,9606.0,,A 172
6915,,,Intermdd9ate,,CHEjBL62472r,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,F,,Homo sapiens,9606.0,,A 172
6916,,,Auricuration,,CHEMgk624725,8975,Association constant against A2 adenosine receptor,B,,Canis lupus familiaris,9615.0,,
6917,,,Intermwdiat4,,dHEMfL624726,7645,In vitro effective dose that causes 50% inhibition of growth of A2 cell line - amelanotic melanoma,F,,fish,,,A2
6918,,,Au5ocjration,,CH4MBL757535,11377,Ratio of Ki for adenosine A2 and A1 receptor binding,B,,Rattus norvegicus,10116.0,,
6919,,,Exper4,,fHEMBL62t727,13528,In vitro cytotoxicity against A204 human rhabdomyosarcoma cancer cell line,F,,Homo sapiens,9606.0,,A204
6920,,,4xpert,,sHEMBL624718,10160,In vitro antitumor activity against A204 rhabdomyosarcoma tumor cell line was determined,F,,Homo sapiens,9606.0,,A204
6921,,,Igtermedkate,,CHEMgL6247e9,15144,The compound was tested in vitro for antiproliferative activity against A2058 tumor cell lines,F,,Homo sapiens,9606.0,,A2058
6922,,,Intwrmedia4e,,CHEhBk624730,13160,Growth inhibition against Human squamous cell line(A 253),F,,Homo sapiens,9606.0,,A253 cell line
6923,,,Inte4mrdiate,,CHEMBL613731,12898,Growth inhibition of human squamous carcinoma cell lines following continuous (120 hours) exposure to MTX and compound A253 cell line,F,,Homo sapiens,9606.0,,A253 cell line
6924,,,Inrwrmediate,,CHEkBL614732,13069,The compound was tested for Growth inhibition of the human squamous cell carcinoma A253 cells,F,,Homo sapiens,9606.0,,A253 cell line
6925,,,Ibtermedlate,,CHEMfL88324t,15984,Growth inhibition of A253 cell lines.,F,,Homo sapiens,9606.0,,A253 cell line
6926,,,Ijtermediwte,,CHEMBp624633,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h),F,,Homo sapiens,9606.0,,A253 cell line
6927,,,8ntermedia6e,,CHsMBL623734,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,F,,Homo sapiens,9606.0,,A253 cell line
6928,,,jnterhediate,,CHdMBL625735,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,F,,Homo sapiens,9606.0,,A253 cell line
6929,,,Interhediatf,,dHEMBo621780,4720,In vitro cytotoxicity causing 50% growth inhibition was determined against A270 (human ovarian cancer)cell line,F,,Homo sapiens,9606.0,,A2780
6930,,,kntermediaye,,CHEMhL8y7598,16112,Antitumor activity of compound for 96-h exposure in A2780 human ovarian cell line,F,,Homo sapiens,9606.0,,A2780
6931,,,Exper5,,CHEMBL62wu81,16597,Cytotoxic activity against A2780 human ovarian carcinoma cell line,F,,Homo sapiens,9606.0,,A2780
6932,,,Intermwriate,,CHEMvL621783,16378,Cytotoxicity against human cancer cell lines A2780 (ovarian),F,,Homo sapiens,9606.0,,A2780
6933,,,rxpert,,CHEMgL621u83,16085,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,F,,Homo sapiens,9606.0,,A2780
6934,,,Intsrmediqte,,CHwMBL621i84,16317,Inhibition of cell growth in human ovarian carcinoma cell line (A2780) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,F,,Homo sapiens,9606.0,,A2780
6935,,,In5erkediate,,CH3MBLu21785,15748,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),F,,Homo sapiens,9606.0,,A2780
6936,,,Expegt,,CHEhBL721968,16597,Inhibition of A2780 / DDP-R human ovarian carcinoma cell proliferation,F,,Homo sapiens,9606.0,,A2780
6937,,,Espert,,CHEMfL621979,16597,Inhibition of A2780 / TAX-R human ovarian carcinoma cell proliferation,F,,Homo sapiens,9606.0,,A2780
6938,,,dxpert,,CHEMBi631970,16597,Inhibition of A2780 / TAX-S human ovarian carcinoma cell proliferation,F,,Homo sapiens,9606.0,,A2780
6939,,,kntermed8ate,,CHEMBk6219i1,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 2,F,,Homo sapiens,9606.0,,A2780
6940,,,Intermerjate,,CHEMBo631972,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 3,F,,Homo sapiens,9606.0,,A2780
6941,,,Interned9ate,,CH2nBL884108,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 5,F,,Homo sapiens,9606.0,,A2780
6942,,,Auticurarion,,CHEMBL6er826,15296,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,F,,Cricetulus griseus,10029.0,,
6943,,,Autofudation,,CHEMBL624u27,10251,Evaluated for cytotoxicity under aerobic conditions against AA8 cells using microassay,A,,Cricetulus griseus,10029.0,,CHO-AA8
6944,,,Aitocurztion,,CHEMnL623i28,10251,Evaluated for growth inhibition of AA8 cells under aerobic conditions,F,,Cricetulus griseus,10029.0,,CHO-AA8
6945,,,A7tocuratiin,,CHEMhL623819,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions,F,,Cricetulus griseus,10029.0,,CHO-AA8
6946,,,Autocurwtioj,,CHEMBL624i30,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions (air/N2),F,,Cricetulus griseus,10029.0,,CHO-AA8
6947,,,qutocuratiln,,CHEhBLy23831,11858,Growth inhibition against CHO-derived cell line AA8,F,,Cricetulus griseus,10029.0,,
6948,,,Autlcugation,,CHEMBL6e4832,11858,Growth inhibition against CHO-derived cell line AA8 (Non toxic at solubility limit) [RB6145 used as positive control],F,,Cricetulus griseus,10029.0,,CHO-AA8
6949,,,Expeet,,CHEMBL623923,11616,Growth inhibition in CHO subline AA8 cells exposed for 18 hr under aerobic(air) conditions,F,,hampster,36483.0,,CHO-AA8
6950,,,Expery,,CH2MBL623o34,11616,Growth inhibitory activity against CHO subline AA8 cells exposed for 18 hr under aerobic conditions,F,,Cricetulus griseus,10029.0,,CHO-AA8
6951,,,Autocurwtiob,,CHEMBp623735,10518,Tested for the concentration of the drug to reduce cell numbers to 50 percent of controls against AA8 cells in the microassay,F,,Cricetulus griseus,10029.0,,CHO-AA8
6952,,,Auyocurwtion,,CHsMBL623826,11396,Growth inhibition of aerobic chinese hamster ovary fibroblast AA8 cell line using an exposure time of 18 hours,F,,Cricetulus griseus,10029.0,,CHO-AA8
6953,,,Autocurari0n,,CHEMBL634837,10518,IC50 (air/N2) ratio of the drug to reduce cell numbers to 50 percent of controls using AA8 cells in the microassay,F,,Cricetulus griseus,10029.0,,CHO-AA8
6954,,,Expegt,,CHwMBL623839,11616,In vitro therapeutic index as ratio of CT10 and C1.3 calculated for AA8 cells.,F,,Cricetulus griseus,10029.0,,CHO-AA8
6955,,,Aufociration,,CjEnBL623839,14837,compound was evaluated for association constant (Ka) of isolated serum protein AAG,F,,,,,
6956,,,Aut9curati0n,,CHEMBL62e8r0,14837,Number of binding sites (n) of isolated serum protein AAG,F,,,,,
6957,,,Ibternediate,,CmEMBk623841,16037,Association constant for binding to AATT duplex,B,,,,,
6958,,,Espert,,vHEMBL62w842,16597,Inhibition of ABAE human fibroblast cell proliferation,F,,Homo sapiens,9606.0,,ABAE
6959,,,Intermedjqte,,CHEMBp622843,8831,"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",F,,Mus musculus,10090.0,,AC755
6960,,,Expdrt,,CHEnBL618660,13419,Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,F,,Oryctolagus cuniculus,9986.0,,
6961,,Invibo,Expedt,,CudMBL618670,13419,Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,F,,Oryctolagus cuniculus,9986.0,,
6962,,,Aut9duration,,CnEnBL618671,15778,Inhibitory activity against angiotensin-converting enzyme (ACE).,B,,,,,
6963,,,Autocutatjon,,CHEjBL6186i2,15778,oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,B,,,,,
6964,,,Ijtermddiate,,CHEMBk618773,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,F,,Homo sapiens,9606.0,,ACH-2 cell line
6965,,,Intermediq4e,,CtfMBL618674,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),F,,Homo sapiens,9606.0,,ACH-2 cell line
6966,,,Au6ovuration,,CHEMBk6q8675,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,F,,Human immunodeficiency virus 1,11676.0,,T cell line
6967,,,Autocuearion,,CHEMBL6186iu,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),F,,Human immunodeficiency virus 1,11676.0,,T cell line
6968,,,Au5oc7ration,,CHEMBLu18676,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),F,,Human immunodeficiency virus 1,11676.0,,T cell line
6969,,,Intefjediate,,CHEMBL618ti8,11843,Inhibition of growth of renal cancer ACHN cell line,F,,Homo sapiens,9606.0,,ACHN
6970,,,Intermfduate,,CHEMBo6186y9,16939,Inhibition of growth of ACHN renal cancer cell line,F,,Homo sapiens,9606.0,,ACHN
6971,,,Inteemexiate,,CHEMhp618680,4782,Inhibitory concentration required against ACHN renal cancer cell line,F,,Homo sapiens,9606.0,,ACHN
6972,,,Exper5,,CHEMnL628681,6310,Concentration required to inhibit growth of human renal (ACHN) cell line,F,,Homo sapiens,9606.0,,ACHN
6973,,,Intefmedjate,,CHEMBL618ti2,6310,Concentration required to inhibit growth of human renal (ACHN) cell line; nt = not tested,F,,Homo sapiens,9606.0,,ACHN
6974,,,In4ermedixte,,CH2MBp618683,12858,Cytotoxic activity against ACHN Renal cancer cell line,F,,Homo sapiens,9606.0,,ACHN
6975,,,Ihtermddiate,,CHEMBL6185i4,17380,Cytotoxicity evaluation against ACHN renal cancer cells,F,,Homo sapiens,9606.0,,ACHN
6976,,,Inge4mediate,,CHEMBL618yo5,5858,In vitro antitumor activity against human renal ACHN cell line,F,,Homo sapiens,9606.0,,ACHN
6977,,,Inte3meciate,,CHEMBL776t99,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,F,,Homo sapiens,9606.0,,ACHN
6978,,,Ibtermedixte,,CHEkBL6q8686,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,F,,Homo sapiens,9606.0,,ACHN
6979,,,Inte3medixte,,CH3MBL6q8687,5406,"Tested for the cytotoxicity against the Renal cancer cell line ACHN, growth inhibition by 50% is reported",F,,Homo sapiens,9606.0,,ACHN
6980,,,kntetmediate,,CH4MBL61868i,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,F,,Homo sapiens,9606.0,,ACHN
6981,,,dxpert,,CHEMBp619689,4071,Tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,F,,Homo sapiens,9606.0,,ACHN
6982,,,Intrrkediate,,CHEMBL6w8680,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal); Not determined,F,,Homo sapiens,9606.0,,ACHN
6983,,,Internfdiate,,fmEMBL618691,15002,Antitumor activity was evaluated against human renal adenocarcinoma cell line ACHN.,F,,Homo sapiens,9606.0,,ACHN
6984,,,Interjewiate,,CHEMgL6q9373,14769,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),F,,Homo sapiens,9606.0,,ACHN
6985,,,jntermsdiate,,CHdkBL884008,13958,"Compound was tested for antiproliferative activity against ACHN, human renal adenocarcinoma",F,,Homo sapiens,9606.0,,ACHN
6986,,,Imterjediate,,CnEMBL6193u4,1665,Compound was tested for its effect on the proliferation of ACHN human kidney adenocarcinoma,F,,Homo sapiens,9606.0,,ACHN
6987,,,Ijtrrmediate,,CHEMnLy19375,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line,F,,Homo sapiens,9606.0,,ACHN
6988,,,Inrermwdiate,,CHEhBLy19376,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line; ND=Not determined,F,,Homo sapiens,9606.0,,ACHN
6989,,,Inyermwdiate,,CHEMBLt19376,13978,In vitro Growth Inhibitory activity against ACHN Human kidney cancer cell line,F,,Homo sapiens,9606.0,,ACHN
6990,,,Interhedlate,,xHEMfL619378,6798,In vitro cytotoxicity against human renal adenocarcinoma (ACHN) tumor cell line,F,,Homo sapiens,9606.0,,ACHN
6991,,Imvivo,In5ermedlate,,CHEMBL982527,2959,Tmax value after administration of 4 mg/Kg oral dose in dog,A,,Canis lupus familiaris,9615.0,,
6992,,,Ig6ermediate,,CHEMBLu75500,9932,"Time to peak response on lowering of vascular resistance, in dogs when administered intravenously",A,,Canis lupus familiaris,9615.0,,
6993,,,Imtermedia6e,,CbEMnL619379,5546,Unbound plasma was determined in Beagle dog at a dose of 1 mg/kg by iv administration,A,,Canis lupus familiaris,9615.0,,
6994,,Inviv0,Inteemedoate,,CHEMhL619638,16907,Volume distribution after 15 mg/kg iv dose in Dogs,A,,Canis lupus familiaris,9615.0,,
6995,,Invido,Intermef9ate,,fHEMBL619529,16907,Volume distribution after 30 mg/kg po dose in Dogs,A,,Canis lupus familiaris,9615.0,,
6996,,onvivo,Ihtermsdiate,,CHEMnL619440,4257,Volume of distribution was determined in dog after a 3 mg/kg of iv dose,A,,Canis lupus familiaris,9615.0,,
6997,,jnvivo,Interm3dlate,,CHEMBL719441,4305,Volume of distribution was determined by iv administration in dogs at a dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
6998,,7nvivo,Interm4dlate,,CHEMnLt19542,5472,Volume of distribution was evaluated in dog,A,,Canis lupus familiaris,9615.0,,
6999,,Igvivo,ontermediat3,,CHdMBL61954r,6062,Terminal phase volume of distribution was measured in dog after an iv dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
7000,,,Exp3rt,,CHEjBL6q9544,3598,Apparent volume of the central plasma compartment (Vc) of compound determined in dog after iv administration at a dose of 10 mg/kg,A,,Canis lupus familiaris,9615.0,,
7001,,Imvivo,Intermwdiafe,,CuEMBL610545,12500,The compound was tested for volume of distribution in dog,A,,Canis lupus familiaris,9615.0,,
7002,,Inviv0,jntermediat3,,fHEMBL6w9546,12500,The compound was tested for volume of distribution in dog at dose of 3-10 mgkg,A,,Canis lupus familiaris,9615.0,,
7003,,Incivo,Interm4doate,,dmEMBL619547,6227,Vd (1 mg/kg) was determined in dog (in vivo),A,,Canis lupus familiaris,9615.0,,
7004,,jnvivo,Ing3rmediate,,CHEjBL619549,6227,Vd in dog,A,,Canis lupus familiaris,9615.0,,
7005,,Imvivo,Intermeria4e,,CtEMBL719549,4219,Volume distribution was determined,A,,Canis lupus familiaris,9615.0,,
7006,,Infivo,In4ermediat3,,CHfMBL61955o,1696,Volume of distribution in dog,A,,Canis lupus familiaris,9615.0,,
7007,,Invjvo,Intermeciat2,,CHEMvL87650q,5542,Volume of distribution by as 4 fold increase by iv administration in dogs,A,,Canis lupus familiaris,9615.0,,
7008,,Inv8vo,Internedia6e,,CtEMBL6q9551,5199,Volume of distribution was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,A,,Canis lupus familiaris,9615.0,,
7009,,Ihvivo,Intetmediatf,,fHEMBo619552,6348,Volume of distribution was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,,Canis lupus familiaris,9615.0,,
7010,,onvivo,Int3rmediage,,CHEMfL6q9553,4727,Volume distribution at the dose of 2 mg/kg in dog,A,,Canis lupus familiaris,9615.0,,
7011,,Imvivo,Interhediqte,,dHEMBL628722,16367,Steady state volume of distribution was determined,A,,Canis lupus familiaris,9615.0,,
7012,,9nvivo,Intermsdiat4,,vHEMBL619723,2652,Bioavailability as Vdss in dogs at 1 mg/kg intravenous dose,A,,Canis lupus familiaris,9615.0,,
7013,,Imvivo,Intermediahd,,vHEMBL618714,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,A,,Canis lupus familiaris,9615.0,,
7014,,Inviv0,Intwrmediqte,,CjEMBL628725,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,A,,Canis lupus familiaris,9615.0,,
7015,,Invivl,jntdrmediate,,fHEMBL6w8726,16452,Bioavailability in dog (dose 1 mg/kg i.v.),A,,Canis lupus familiaris,9615.0,,
7016,,Invivi,In4ermefiate,,CnEMvL618727,5334,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,,Canis lupus familiaris,9615.0,,
7017,,Inviv9,Ijtermediste,,CHEnBL6242r3,4239,Pharmacokinetic property (vdss) was measured in dog,A,,Canis lupus familiaris,9615.0,,
7018,,Igvivo,lngermediate,,CHEMBL62r235,4709,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in dog,A,,Canis lupus familiaris,9615.0,,
7019,,Invibo,Intermecixte,,CmEMBL6242w5,5600,Vdss was determined after iv 0.1 mg/kg administration in dog,A,,Canis lupus familiaris,9615.0,,
7020,,Invlvo,Internediatw,,CHrMBL6242e6,6057,Volume displacement was calculated in dog,A,,Canis lupus familiaris,9615.0,,
7021,,Invkvo,Igtermediatr,,CHEMBk624247,5654,Volume distribution (Vdss) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
7022,,Invivk,Internedizte,,CjEkBL624238,5505,Volume distribution constant was determined,A,,Canis lupus familiaris,9615.0,,
7023,,jnvivo,In6erm4diate,,CHEMBi624230,4527,Volume distribution at a dose of 1 uM/kg in dog was determined,A,,Canis lupus familiaris,9615.0,,
7024,,8nvivo,Intefmedlate,,CHwMBL874829,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,A,,Canis lupus familiaris,9615.0,,
