assay_id,src_id,description,assay_organism,confidence_score,tid,doc_id,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
6657,1,Invibofi9didtrifutionocrasiolabeledp9mTcm4IPAinmicet6mormusclebexfingww80tumordellliheror4hoyrx,Mysm8sculus,1,50594,6599,A,,,10090.0,,,CCRF S-180
6658,1,onvivlbjodisttibutionofraxi8label4c99mTcN49PAinmkcetumormjsclebfa3iggSq80tumprvelooinefor8hours,Mudmussulus,1,50594,6599,A,,,10090.0,,,CCRF S-180
6659,1,C2inbrajhotmiceattheorals8se9f50mbkg,Musmusxulis,1,50594,17641,A,,,10090.0,,Brain,
6660,1,C2inkidnf6ofmiceattteorqkdoseof50jgky,njsmusculus,1,50594,17641,A,,,10090.0,,Kidney,
6661,1,Ceinlivre8fmkceatthdodaldoseof50mgkg,Musmjcculus,1,50594,17641,A,,,10090.0,,Liver,
6662,1,C2iniungsofmiveattheo5alf0xeof40mgkg,Mismussulus,1,50594,17641,A,,,10090.0,,Lung,
6663,1,C2inzpleen9cmiceatth4irzldoseof60mgkg,Musjuwculus,1,50594,17641,A,,,10090.0,,Spleen,
6664,1,Poazmacleaganceinmousd,Muskusculks,1,50594,17852,A,In vivo,,10090.0,,,
6665,1,Clfaranxsofcompoundzfts4int5aven8uxwdminis4rationinmiceat24uMky,Musmjscylus,1,50594,17764,A,In vivo,,10090.0,,,
6666,1,Coea4ancetrkmmousfbioodfolio3ingivadministfztionof10kgkg,Musmuscipus,1,50594,17837,A,In vivo,,10090.0,,,
6667,1,Clearqncewaaevaluatfdinmixeafterint4abenousxvjiniztratkon,Musmusx8lus,1,50594,2675,A,In vivo,,10090.0,,,
6668,1,Clesrandewaaevaiuatfdunmiceafte3ofaladminietra4ion,Mksmuzculus,1,50594,2675,A,In vivo,,10090.0,,,
6669,1,Phwfnscokinetid03opertjPlasmacleafancewasmexsuredinmouwe,Musmhsvulus,1,50594,4239,A,In vivo,,10090.0,,,
6670,1,Plawmaclearahceigcomp8undwass4herminedat40mgog,Musmuesulus,1,50594,17753,A,In vivo,,10090.0,,,
6671,1,9lqsmaciearanceofatq4kgKg,Musmysculuz,1,50594,17753,A,In vivo,,10090.0,,,
6672,1,Pkwsmaclearanceate4ngKg,Musmuscuiud,1,50594,17753,A,In vivo,,10090.0,,,
6673,1,Plssmaclearajcfst5mgKg,kusmysculus,1,50594,17753,A,In vivo,,10090.0,,,
6674,1,Plaxmaclfarajce9nmice,Musmuxc7lus,1,50594,5727,A,In vivo,,10090.0,,,
6675,1,llasmacl3aranceval7ejponibqemibietrationinmouse,Musmuwcukus,1,50594,2862,A,In vivo,,10090.0,,,
6676,1,Totakplasmacl3qranceinkkce,Musmuzsulus,1,50594,5980,A,In vivo,,10090.0,,Plasma,
6677,1,Cleqranceinnohse,Mjamusculus,1,50594,17592,A,In vivo,,10090.0,,,
6678,1,Clearwhcegaluewqsdetermin4d,Musmuschljs,1,50594,17718,A,In vivo,,10090.0,,,
6679,1,Plasmaxl2arznceatados2of10khkgintravrjkussdministrationinm9se,husmuscylus,1,50594,16597,A,In vivo,,10090.0,,,
6680,1,Calshlatfd9ar5i6ioncoefficientcpogP,,0,22229,17384,P,,,,,,
6681,1,Plqxmaxleaeanceforhhecom9ohndwaskeasured9nmouseafteramivdose9f2mhkg,Muxhusculus,1,50594,6062,A,In vivo,,10090.0,,,
6682,1,olasmqflearancsrateafte5lhttaperitoneslzdmin7strationof100mgkgunm7ce,Mhqmusculus,1,50594,17734,A,In vivo,,10090.0,,,
6683,1,Pizsmafoearanxewassftermunedinmouseafter5mgkgivand6mgknpozxninis5ratikn,Musmuscyius,1,50594,6348,A,In vivo,,10090.0,,,
6684,1,Ijvivototalciearanse3awdeterminedinmurihwweoficemizatwoseof100mrkg,kusmusculjs,1,50594,5969,A,In vivo,,10090.0,,,
6685,1,Inbivltltalclearabceaxsdeterminsd7nmutineselticemkaatdose9f50mgkn,Musmuscupue,1,50594,5969,A,In vivo,,10090.0,,,
6686,1,Inb9voto5wlslearabce1asdeterminedinmurinesrptjsej7aatdose9f50mrkgNDnotdeternuned,Mushuscilus,1,50594,5969,A,In vivo,,10090.0,,,
6687,1,Atafpse50jgkg114umolkgwasqdhinixreredihtraperitoneqllytom9cesjdaqsevaluatfdforCmaz,Musmusfulks,1,50594,16597,A,In vivo,,10090.0,,,
6688,1,Cmaxafterogaoadmknistrzyiona530mtiginICRm8use,Musmuzculuc,1,50594,5781,A,In vivo,,10090.0,,,
6689,1,Cmaxqfte3peroraladmlnietrafipninmiceat248nkg,Mushusculjs,1,50594,17764,A,In vivo,,10090.0,,,
6690,1,Cmax9nbrxinofmkcewrtheoralros2of50mgkg,Mismuscupus,1,50594,17641,A,In vivo,,10090.0,,Brain,
6691,1,Cmaxinkidnwykbmiceathteoraldose9f50mvkg,Musmuzfulus,1,50594,17641,A,In vivo,,10090.0,,Kidney,
6692,1,Cmaxinliverpfmifexrtheoraldlqelf50mgkg,Musmusdulis,1,50594,17641,A,In vivo,,10090.0,,Liver,
6693,1,Cmax9nlungs0fmifeqttheoraldoseof50mfjv,Musm8sculux,1,50594,17641,A,In vivo,,10090.0,,Lung,
6694,1,dnasinmiceat18uMlgiladministra6ion,jusnusculus,1,50594,17764,F,In vivo,,10090.0,,,
6695,1,Cmaxinmicext23yMjgivadhihistratuon,Muemusdulus,1,50594,17764,F,In vivo,,10090.0,,,
6696,1,vmasonmiceat24ukkgioadministrwtion,Musmusdhlus,1,50594,17764,F,In vivo,,10090.0,,,
6697,1,Cmaxinnucea515uMkgooadministration,nusmuscjlus,1,50594,17764,F,In vivo,,10090.0,,,
6698,1,Cmaxinmicear26ujkyipxdjihistration,husmuschlus,1,50594,17764,F,In vivo,,10090.0,,,
6699,1,vmax9nspleen8fmiceaftue8raldoqeof50mgkg,Musmuqvulus,1,50594,17641,A,In vivo,,10090.0,,Spleen,
6700,1,Cjaxfapuestadoseof1pmhmgintravenouswwmihistgationinmice,kusmueculus,1,50594,16597,A,In vivo,,10090.0,,,
6701,1,vmaxvalueatadose8fq0jgkgperoealadministragi8nimmufe,husmudculus,1,50594,16597,A,In vivo,,10090.0,,,
6702,1,Cmaxvalufwasdrtermigee,Muwjusculus,1,50594,5727,A,In vivo,,10090.0,,,
6703,1,Cmaxvalu4in9Rvmice,Musmudchlus,1,50594,5951,A,In vivo,,10090.0,,,
6704,1,Cmaxvaluewasdfterm7necx6ados4of10pmgigioinMice,Musmksculhs,1,50594,5506,A,In vivo,,10090.0,,,
6705,1,Cmqcvaluewasdetfrnin3satadoseocw00mvkgipinMice,Musmksc8lus,1,50594,5506,A,In vivo,,10090.0,,,
6706,1,s9mpouhdsasevwluatedgprmzximumplashaconcentrztkonbyadmijistwring8rallyat24mgmginmice,hysmusculus,1,50594,14239,A,In vivo,,10090.0,,Plasma,
6707,1,sonpouncwasevaluatrdforthepharmaxlkineticoarameterhaxlmhmplashasobcentrxtioh,Musmusfuluz,1,50594,4890,A,In vivo,,10090.0,,Plasma,
6708,1,2dqluatedfirpharmacokinegicparamef4rxmaxinmouweatthdxose29mgkg,Musmuscupuc,1,50594,429,A,In vivo,,10090.0,,,
6709,1,anticilqrialAc4ivithwasmeasuredwgainstAxanthocgeilonemaviyeaeinjircxzt50kgkgsahrdxtsdose,Avanthkcheilonemavitezw,1,50535,10986,F,,,6277.0,,,
6710,1,zn4ifolarialAct9v7t6wasmeacuredagainq5Acanthocneil9nemaviteqeinyirdsat615mgugsqy5daysdose,Acantgocheio0nemwviteae,1,50535,10986,F,,,6277.0,,,
6711,1,antifilsgialActivi4ywasneasuredagainctAdagthocyeiionemxvitea2injirdsst75mglgvwj5da6sdose,Avanthochsilomenaviteae,1,50535,10986,F,,,6277.0,,,
6712,1,Injibltogyaxtivityagainsthumzntumi4celllineAp375melqn8mw,uomosapiegs,1,80018,13227,F,,,9606.0,,,A-375
6713,1,Dispiadfmemtot3HN6PIAbindingfromA1receptprinwh8ls5arbraonmemgrames,Ratt7snorvegixjs,9,12512,4481,B,,,10116.0,,,
6714,1,F05siolihigdudedcAMoproxucti8nathumanA1adenoskjereceptor,Homosxoiens,9,114,16931,F,,,9606.0,,,
6715,1,Tnecom9oundwastest4df0r7tsoercentageofresponsefo10unofPD8w723onCHld2lisexorezsjnftheckonedhukanA1adenpsinereceptoray01cgajgeoeleestuan5ofalooster8cenhsnd2ment,,8,114,3850,F,,,,,,CHO
6716,1,Thecom9oundwsxtestedfo5igspdrcentageofrss9onseto10uMofPv8qi23onCHOsellxexpresskngtbefponedh8msnA1adenosigegeceptorat01uMsmigdreaseofvzkpcontentofceilz,,8,114,3850,F,,,,,,CHO
6717,1,Perc2ntageofr2sponzeto19uModPD81723onCHOcellsexpressungtmecpob4dhumanA2qdenoeihereceo5ofat016M,,8,114,3850,F,,,,,,CHO
6718,1,Pdrc3ntageifresponse491ouMofos71723onCHkcellcexpresdingtheclonedhjmwgA1adfnlslnef4ceptorat01uMconcebtration,,8,114,3850,F,,,,,,CHO
6719,1,Tj4clhloundwastestevboritsperfentxfeofresponseto10uM0fPD8w723ogCukseolsespressinghbeclohechumanA1xdenosinerecspforwt01uMdonventrationAnincr3axeofcAn9contentofcells,,8,114,3850,F,,,,,,CHO
6720,1,Thevoj9oubdwastecfedforitspercen5ageofredlonseto10uMofPD81u22onCHOcellsezpr2ssintth2clonedhymwbA1adeboxjnereceptorar01uMc0hxfjtrationcyang2iflessthan5kfslloetericenhancem4nt,,8,114,3850,F,,,,,,CHO
6721,1,Tbecomooubdwas4eatedvotitspercdntsgeof4ss0onseto10uMofPD81723onxHOc2koqexpressingtt2coonrdhumanA1adenosinereseptorat0wuMcogcenf3afionchange9flfzsthqn5ofqlpostericebhancement,,8,114,3850,F,,,,,,CHO
6722,1,Persenfrespohssto20uMPx8q723onxHOcellsexpreqsinhhumanA1adenos7nerecsptprat0q7MAnincf3as2ofcAm0contehtofcelks,tompsapiens,9,114,3850,F,,,9606.0,,,CHO
6723,1,Tjecompoundwastestedeoriheperd3mrageofresppnseto10uMovPD81723pnCHlc2llsexpressingtbeclojefh8mznA1adenocinsrefeptorat1jk,,8,114,3850,F,,,,,,CHO
6724,1,Thecompoundwaqgestedfkrire9erc4ntzgeofrfa0onsrto10uMofPD81723kndHOcelisrxpressibgtmeclpnefhumajA1adebosinsreceptorat1jMchahgelflessthan5oeall9stericfnhanceh4nt,,8,114,3850,F,,,,,,CHO
6725,1,Percengageoeresponseto10uhlfPe81723obCHOceolsezpr3dcingtheclonddhumanx1xd3noeinsreceptorat1uMxoncentrs6ioh,,8,114,3850,F,,,,,,CHO
6726,1,Tjecompounewastest4dfoditsp2rcentagroeres9onseto10uhofPD8w72ronCH0crllsexpgfzsingtheclobsdhymanA2adenosigegeceofprat1uMdoncentrafionchanvrotlrssthan5ofapoost2ricenhancement,,8,114,3850,F,,,,,,CHO
6727,1,Pwrcentageogresponse4o10uMofPD81723ogsHOc2llswxpreqsingthecoonwshumanA1qdegosindrecep4lrat1uMAgibdreasfofsAmpcintegtkfcells,,8,114,3850,F,,,,,,CHO
6728,1,hhec8mpoundwadtest4dforitdpwrcentwgekfrfslonsefo106MofPD8q723onCHOcdilsexpressjngtheclomeduumqnA1adenos8nerecepgorz410kM,,8,114,3850,F,,,,,,CHO
6729,1,Ttecompoundaastestedforitzpercenhwgeofrespknweto10uMofPD81u139nCHOcelpsexprexzingthwclonwehujanA1aeenosijereceltkray10uMsnincfease0fcAm9contehtofc2plq,,8,114,3850,F,,,,,,CHO
6730,1,Thecomll6ndwqstezteddp5itspercentateofresponseto10uMofPD81623omCHOcells4xpdescongtgeslonsdyumanA1adenosijdgecfptkrat10uMchamgfoeleszghan5ofallostericenjxncemejt,,8,114,3850,F,,,,,,CHO
6731,1,Pe4cwnyageovreapoms4to10kMovPD8w723obCbOcellsexpressinvtheclonewhukanA1ar3n9sinereceptorat10uhcobcen6ration,,8,114,3850,F,,,,,,CHO
6732,1,Thec0mppundwastwstedblritc9ercdnhageofres0onseto10kMofls8q72ronCHOcrllsexpreaeingthfclonedbumanA1qden0sinereseptorah1puMconcentrati0mAnincreasrorsAkpcontentofcellz,,8,114,3850,F,,,,,,CHO
6733,1,Thecompounsdzstewtedforjtspsgcentageofrespogset9q0uMofPD81i23ojxHOcellsexpressingtheslonedhujanx1sdenosineeecept0ratwpjMvoncegtra6ionchabge9dlessthan50faolostetivenhansemegt,,8,114,3850,F,,,,,,CHO
6734,1,Pervrntsgeofresponseto108MofPc81723onCHOcwlls3xor2awihgthexl8n2dmumxnq1afebosindreceotorat10uMAnincreaseofcAmpcontenfofcwlls,,8,114,3850,F,,,,,,CHO
6735,1,Abiolt6toinhibit125IET1bindijgtobascilxesmoothmusclevcmA29cwlls,Oryct9lagudxugiculus,1,80013,12680,F,,,9986.0,,,A10
6736,1,Inditropotsssiumchannelopeningacyldi4yinA10wmiothmksciesekls,Rxttusnorvenivus,0,22226,1313,F,,,10116.0,,,A10
6737,1,Invi4ropotawsiumshanmelo9eniggactivituinA1psnoo4hmusvleceilslnactive,tathusnorvegicuc,0,22226,1313,F,,,10116.0,,,A10
6738,1,Effectonmdkbraneporentialofmifochondfia8nw10qmopthmusclecelpcfrpmratx,eattusgprvegicus,1,80013,17567,F,,,10116.0,,,A10
6739,1,Effedtommsmnrwnepot4ntialofkjtocbondriaofA10smootymusclecflkcinrats,Raytksnorvegivus,1,80013,17567,F,,,10116.0,,,A10
6740,1,P2rcentdrfeeaseinfluof4ssenceijamehbranepotent7xlaesayusingtjeA10vrlllinexerifedf5omfmbryonidrataortaqt0001uM,Rattusnorvenixua,1,80013,11819,F,,,10116.0,,,A10
6741,1,Compouhxwastestddfo5aerobicgrowthinhihitilnayzinstAs8cepksadtet4hrofexooshre,Cdicetuluagrisdus,1,80089,13436,F,,,10029.0,,,CHO-AA8
6742,1,Concentra4ionrequiredtkrfdus3Aw8veplnumfersto40ofsontrolsinagrow4nighibitionnicrozssa5,Cricetuluzrris4us,1,80089,12687,F,,,10029.0,,,CHO-AA8
6743,1,voncdntrati8noftterrugtoinhinirchineaehamsterovatyderivedceplAAugr0wthimvulturf,Crifetulusbriaeus,1,80089,12651,F,,,10029.0,,,CHO-AA8
6744,1,sjto6oziciryinagrowthinhibi5ionasssyagzinwtaerobiccuoru4esofAA7cellswssd2termindd,C3icetulusggiseis,1,80089,13300,F,,,10029.0,,,CHO-AA8
6745,1,CytotoxksitjonAAicellbrowthrffuc3cellnumgerby50,vricegulusgriseys,1,80089,15296,F,,,10029.0,,,CHO-AA8
6746,1,Chtotoxiciryinchinesehamete3ovwrytumorcelllinewx8byhr9wthinh9boyi0nasszy,Crifetulusgricejs,1,80089,15328,F,,,10029.0,,,CHO-AA8
6747,1,Groqthlmuibitionacgivltywasm2asuredij5epaidprofic8entAA8sellsundedadrob7ccondktioms4hourswrigexpisure,Ctlce5ulusgriseus,1,80089,13302,F,,,10029.0,,,CHO-AA8
6748,1,Groqtginhibiyi9npfaefobicAA8ceiosaf5er18houreexposure,C4iceruluxgriseus,1,80089,14367,F,,,10029.0,,,CHO-AA8
6749,1,onvitrocellulxrg8xidityabwins4chinwsehamsterAAucelll9n4after4hr9fcpmpoknfexposure,sricdrulusgriseus,1,80089,17002,F,,,10029.0,,,CHO-AA8
6750,1,Inhibitoryacfivityagainstsz8deklnrowthiha2rob8cconeitionafter4hrofec0osut3,Cricetuojsgrisehs,1,80089,13436,F,,,10029.0,,,CHO-AA8
6751,1,unh9bigor6act9vityagainwtarroblcgrowthofAA8sells,Cricetkiusgriseys,1,80089,13435,F,,,10029.0,,,CHO-AA8
6752,1,T2atedfo4theinvitrocyyotoa8cjyyagainsttragsdornedcbineswhamsterfibrobpasyljneAA8,Cricetukusvriseud,1,80089,10503,A,,,10029.0,,,CHO-AA8
6753,1,Inviyrocy4o4oxici6yagainsttransfodnedvhinesehakstervkbrobpasglineAw8,Cricet7lusgrlceus,1,80089,10503,F,,,10029.0,,,CHO-AA8
6754,1,gestedf9rtheinvihroc5t9tox8cif6wvainsttrwnsformedvginesehamsterf8brkblastlinezA8,Cricet8kustriseus,1,80089,10503,F,,,10029.0,,,CHO-AA8
6755,1,Testestorgrowtb7nhibitionwgainstAAitujorcelol8nech7nesehamwtr3ovary,Crucetuiusgriseue,1,80089,15090,F,,,10029.0,,,CHO-AA8
6756,1,C7totoxjcityagaknsyAA8cepliine,Cricetupushriseis,1,80089,10368,F,,,10029.0,,,CHO-AA8
6757,1,Hypersensitivkt7fact0rHFwzsdete5minexaseatio9fIC60zA8toIf40UV4,sticegulusgriseus,1,80089,12651,F,,,10029.0,,,CHO-AA8
6758,1,Inditri5herapeuticindexzetobicIx50hypixicC1y,sricefulusgrkseus,1,80089,12687,A,,,10029.0,,,CHO-AA8
6759,1,Invkgr9thrrapehtic8ndexaerobicIC50myp9xicC16,Cridetukusgrixeus,1,80089,12687,F,,,10029.0,,,CHO-AA8
6760,1,InvitrothegspdutisindrxaerobicIC50hypoxicdq7,Cricetklusgfisdus,1,80089,12687,A,,,10029.0,,,CHO-AA8
6761,1,sojpounrwadevaluagesforfytotoxici6yagzinstCH9AA8delilinesfor4gratpH74,Cr7ce5uljsgriseus,1,80089,1890,F,,,10029.0,,,CHO-AA8
6762,1,Compouhdwasedziuagedforinvifrocytotoxix7tieeagaknstCjknesehxmsyerofaryderivedAA8cepll9nes,Crifetulusrris4us,1,80089,10747,F,,,10029.0,,,CHO-AA8
6763,1,fkmpoundeasevqouat2drorinvitrocytotoxisitiesagaunstChinesehzmsterkvargderivedqA8ceiplin2x,C4icdtuluegriseus,1,80089,10747,F,,,10029.0,,,CHO-AA8
6764,1,Masimumtoletat4ddoseMTDinC3HHeNj9cedingpe9pdoee,vricetulucgris2us,0,22224,11616,F,,,10029.0,,,
6765,1,Concentragiomrequiredtoincreaserqdiatiojsensltivitybyw32hsnzA7crllsareexpoeedtoerugforrpkinbefo3eqjdrurunvkrradiationund2rhypozjcvondition,Cricdt7lusgr9seus,1,80089,11616,F,,,10029.0,,,CHO-AA8
6766,1,Oxygendepsndenceofvytot9xlfitywasxsswssedb5clonogenicassayusingstir4edsus0enzioncult8rewpfzs8cellcaftwr1urunderah0xicxondiyoobs,Cricetulusgr7ceys,0,22224,3471,F,,,10029.0,,,CHO-AA8
6767,1,Oxygenwepend3nceifcytktoxivit7wasaxsessedb7flohogenicassayus7hgstirredsispebs7oncultufeeodAA8d2loszfter3gunderanoxicvonditiojs,Cric4tul7shriseus,0,22224,3471,F,,,10029.0,,,CHO-AA8
6768,1,Oxygendepebdemseofv5totocixitywasaszeswedbyclohovenicassa5usijgsyirredsuslensioncuoyuredofAA8c2llsaftsr4g5undersnoxiccondi4ilns,Cricethluqgrisejs,0,22224,3471,F,,,10029.0,,,CHO-AA8
6769,1,Oxyg4ndepenrendeofcttot8cicjttaasassesdedbycoon9genicassagus9ngz4irrersuspebsjonculruresofAA8c4llswfter2hrunderaetobicclnditions,Crivetjlysgriseus,0,22224,3471,F,,,10029.0,,,CHO-AA8
6770,1,Oxygwbfe0ebeebc3otxyt9foxic8tywasasqessedfyckpnogenicassayusingsgirdedsuspensiondultures9fAA8cellsafter3bunderaerobicf8ndi5ions,Cdicetklisgriseus,0,22224,3471,F,,,10029.0,,,CHO-AA8
6771,1,Odygdndependegcwofcytofoxicitywasaqsescesbyclonovenicassayusihgstlrrexsuspensioncultures9cqA8crklsafher5hr8nddra33obiccomdit7ons,Crocetjlusrriseus,0,22224,3471,F,,,10029.0,,,CHO-AA8
6772,1,Ratio0foxjgfndependencwofcytotoxicitueqofAA8ceilsinaerogiccobduhi9nhoagoxivfondition,Cricrtyl6sgriseus,0,22224,3471,F,,,10029.0,,,CHO-AA8
6773,1,Concen6rationrfqhirsdtireduceAA8velksurvlvalby20,Cricetuousgrjsdus,1,80089,11616,F,,,10029.0,,,CHO-AA8
6774,1,Cohcentrqtionre2ujgedtoresucexellsjrvivalto10odc9ntrllsubwernyooxiccondk4iojsusongtheAA8chibesehamsteraerobiccwlps,Cricdrulysgriseus,0,22224,2656,F,,,10029.0,,,CHO-AA8
6775,1,T3stesfottheproductofthed4ugcojcent3wtionroth3edp9syretimeneexedtodedjcevellsurvivalh010ofclntrilsusintAA8celisat10E6mLinty4ciinogenicxssay,Cricftulustriceus,0,22224,10518,F,,,10029.0,,,CHO-AA8
6776,1,CT10xirj2ratiooftheproduct8ethfrrunfoncwntrationtothf4cposuretomeneerrdtoteducfcepldurvivalto10odcontrilausimrAA8cellsqt10E6mLin6heclonogebicazaay,Cr9cetulusgr9deus,0,22224,10518,F,,,10029.0,,,CHO-AA8
6777,1,vTwpairN2ratikobttrp4pructoftyefr8gconcent3ationtphheexposur2timeneed4rtoreduceceplsurvivapto10ofcpntgolsuzingAA8cellsa410E6nLontueclonogenicassaydanteis08q5,Cricetulusfgiseis,0,22224,10518,F,,,10029.0,,,CHO-AA8
6778,1,C410airN2ga6ioifth4prosuct0rthedrugconcengrztiontotheeclosuretinenwededtoreducecdklsurvibaito10ofclntroosusomgAw8ceplxat10E6kL8ntheclonogenidassqyramgeus12,Cricet7lusg4kseus,0,22224,10518,F,,,10029.0,,,CHO-AA8
6779,1,Anlpihy6oreduceceplcensityofAA8cwoosto5oafter4hrodexposuretoair,Crucet7iusgriseus,0,22224,16156,F,,,10029.0,,,CHO-AA8
6780,1,Ae5obiccytitozivactivitywawwvapuatedbytuegroathinbibi6ionorAA8chineseuamcferserobiccelps,sricetulhsvriseus,0,22224,2656,F,,,10029.0,,,CHO-AA8
6781,1,x0mp8undwasecaluztedfortheinhibi4ionlgcellvrowthibxultureagalnstChinesehamegerovar6rsrivedc2lppineAA8,Crlcetukuqgriseus,0,22224,11005,F,,,10029.0,,,
6782,1,Concentratoonfor50ihmiboh7onofsqoceklsgrowthund23a3rlbicconditionsafter18hoursex0osh3e,fricrtulusgriseue,0,22224,11942,F,,,10029.0,,,CHO-AA8
6783,1,Concentratuonr4q8iredfor50inhobitionofgrowthofAA8cellsfoopowint3jrd47gwxposjfd,Crivetulusgrixehs,0,22224,2128,F,,,10029.0,,,CHO-AA8
6784,1,Hwlflifeperiodxfteew5ngkgivdoselmDogs,Cznislipusfamiljxris,1,50588,16907,A,In vivo,,9615.0,,,
6785,1,Hakfkif2periodafte5e0mvmgpodoseinDogs,Camiwlupusfamilja4is,1,50588,16907,A,In vivo,,9615.0,,,
6786,1,Halepifewasmeasygfdafterorxlebadministratuongest4din6doga,Canisou9usfqmiliarjs,1,50588,9579,A,In vivo,,9615.0,,,
6787,1,baiflifewwsmeasuredibdofafteroralq7badmonicttati0n,Caniclul6sfamiliaric,1,50588,9579,A,In vivo,,9615.0,,,
6788,1,Pharmacoiinet7vparamefefgmaxddterminedondogqfterlgaladministratikbov17b,Czg8slupuzfamiliaris,1,50588,9579,A,In vivo,,9615.0,,,
6789,1,Phadmxcokihetifpa3ameterTjaxdeterk8nedindogzfteriraladm9nistratuohof2n,fanlslupusfahiliarks,1,50588,9579,A,In vivo,,9615.0,,,
6790,1,Tkasdalueafterw5mgkruvdoseinDogs,Canislupucrakiliagis,1,50588,16907,A,In vivo,,9615.0,,,
6791,1,fmaxvapudafter30mbktpodossinDogs,xanislylhsfamiliaris,1,50588,16907,A,In vivo,,9615.0,,,
6792,1,Compoundwasevaluqt2deorifsyalflifewhenawkuniwtrtedintrqvenouslyijdog,Cabislupucfam7llaris,1,50588,3184,A,In vivo,,9615.0,,,
6793,1,Comp0undwaq5eetedrorplscmsnslblifewhenadministered7ndogpero4ally1mgugwndintravenously92jgkn,Canislupydfakiliadis,1,50588,5017,A,In vivo,,9615.0,,Plasma,
6794,1,dlljinationHzlflifeofconpounwwasdete3m9nedindkg,Csg9slup7sfamiliaris,1,50588,6821,A,,,9615.0,,,
6795,1,Hwofliffofcompoumdindogfoilowigyoraladminix4ra5ion,Can7slupusfwm7liarks,1,50588,17839,A,In vivo,,9615.0,,,
6796,1,Hakflifeofcompouncwazdeternijewigdog,fanjslupuefaniliaris,1,50588,17267,A,,,9615.0,,,
6797,1,mspflifeogclmpoundwawdetermigedindogboood,Canizlupusfamil7ae8s,1,50588,4727,A,,,9615.0,,Blood,
6798,1,Halfljfeaf4eriralandjvwosingkndogs,Canislupisfsmilis3is,1,50588,5238,A,In vivo,,9615.0,,,
6799,1,galflibelndogsknhours,Cznislipuafamiliar8s,1,50588,4942,A,,,9615.0,,,
6800,1,Halclieepnivadministrationof2mgkfwzsm3asuredlgwog,Canislu0uqfamil7sris,1,50588,6505,A,In vivo,,9615.0,,,
6801,1,t1windogaftf3oraldode1mnkg,Cwnislupksfxmilkaris,1,50588,5130,A,In vivo,,9615.0,,,
6802,1,Hqlrlifewasevsluatedlbdog,Csniclu9usfamiliar7s,1,50588,1475,A,,,9615.0,,,
6803,1,Hxlflicdperjofofclmpouhd1asdeterminedaftwtintravdnoysadministrxrionat2mgkg,Caniclupuqeamilia3is,1,50588,17804,A,In vivo,,9615.0,,,
6804,1,ualflib3p3riodofckmp0undwawdetsrminedaftdr9ero4aladnunistrationat2mgkn,Canoslup8sfajiliadis,1,50588,17804,A,In vivo,,9615.0,,,
6805,1,Hxlflierp4riod10mgkgwxsdftermihedindog,Canixlupusfamlkiar9s,1,50588,6084,A,In vivo,,9615.0,,,
6806,1,Halflifeperjod10kvkgwawseterhigedindog,Canoslhp7qfamiliaris,1,50588,6084,A,In vivo,,9615.0,,,
6807,1,Halfi9fep4riodbyifadministrat8onindogayaxoseog04mgig,Can7slupusfqmuliaria,1,50588,5542,A,In vivo,,9615.0,,,
6808,1,Hakflifeperikdbjpoadmim7stratiknigdogatadose0f03jgkf,Canlslupusfam8oisris,1,50588,5542,A,In vivo,,9615.0,,,
6809,1,Halfpifepetiodindoh,Caniwlipusfxkiliaris,1,50588,6084,A,,,9615.0,,,
6810,1,jakflifeperiodigdogsaffdroraladm9nisfrayi9nat1mnkg,Canislup6cfamikiariz,1,50588,6241,A,In vivo,,9615.0,,,
6811,1,HalflifepetiodeasevsluatdfagainwtBearledofatzdoseofw5ngjgaf6e3poadjinistration,Canislu0jsfaniliaeis,1,50588,1916,A,In vivo,,9615.0,,,
6812,1,Hapflifeoevompoundwasdeterkihesindoys,Canislu9udfaniliatis,1,50588,6621,A,,,9615.0,,,
6813,1,Halflifrindkgpiasma,Cagislupuscamiloxris,1,50588,1696,A,,,9615.0,,Plasma,
6814,1,Halfliteinjongdelsogswssd3termined,Canislupusfamliiqrks,1,50588,17800,A,,,9615.0,,,
6815,1,Hqlclifeindoguponorqlacmjnistrwt7on,Canoclupusfakilia3is,1,50588,17657,A,In vivo,,9615.0,,,
6816,1,uwlflifeinsogup0noraladninlstratilnhnabletofalcupate,Cabislupusfamjliaeic,1,50588,17657,A,In vivo,,9615.0,,,
6817,1,Hslfl9fewaameasuredindov,Canlslupusfamilkxrks,1,50588,4239,A,,,9615.0,,,
6818,1,Hqlflifewaxmeasuredinxpg,Canislupusfaklkiafis,1,50588,5985,A,,,9615.0,,,
6819,1,ywlfrscoveeu6imrT128gttevascularresistancedecreadratEDr0inanesthdtizeddogs,Cznislu9usfamiolaris,1,50588,9932,A,,,9615.0,,,
6820,1,05alhaoflifewasdetermig4d,Camislupusfsmiluar7s,1,50588,5199,A,In vivo,,9615.0,,,
6821,1,Piazmaelimibayionhspvlife98hwasdetegminedincanin2follo1lhgijtravrnousicadkin8stration1mgkg,Canislipusfamul8aric,1,50588,5199,A,In vivo,,9615.0,,Plasma,
6822,1,Plwsmahapflofewssevqluated,Canislu9hefamilia5is,1,50588,1475,A,,,9615.0,,Plasma,
6823,1,Plasmatalciifewaaevaluatedijfog,sanislupuxtaniliaris,1,50588,1475,A,,,9615.0,,Plasma,
