assay_id,assay_tissue,curated_by,description,src_id,variant_id,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
5889,Liver,Intermediate,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5890,Lung,Intermediate,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5891,Lung,Intermediate,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5892,Lung,Intermediate,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5893,Muscle tissue,Intermediate,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5894,Muscle tissue,Intermediate,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5895,Muscle tissue,Intermediate,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5896,,Intermediate,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5897,,Intermediate,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5898,,Intermediate,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5899,Intestine,Intermediate,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5900,Intestine,Intermediate,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5901,Intestine,Intermediate,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5902,Spleen,Intermediate,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5903,Spleen,Intermediate,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5904,Spleen,Intermediate,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5905,Stomach,Intermediate,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5906,Stomach,Intermediate,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
5907,,Expert,Cytotoxicity against A-172 human tumor cell lines,1,,2036,F,,,Homo sapiens,9606.0,,A 172
5908,,Intermediate,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,1,,2357,F,,,Homo sapiens,9606.0,,A 172
5909,,Intermediate,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,1,,1457,F,,,Homo sapiens,9606.0,,A204
5910,,Intermediate,Tested for antiproliferative activity against A-2780 tumoral cell line,1,,4379,F,,,Homo sapiens,9606.0,,A2780
5911,,Intermediate,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,1,,1093,F,,,Homo sapiens,9606.0,,A-375
5912,,Intermediate,Tested in vitro against A-375 cell line human melanoma,1,,12152,F,,,Homo sapiens,9606.0,,A-375
5913,,Expert,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,1,,16464,F,,,Homo sapiens,9606.0,,A-427
5914,,Intermediate,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,1,,16464,F,,,Homo sapiens,9606.0,,A-427
5915,,Expert,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,1,,16582,F,,,Homo sapiens,9606.0,,A-427
5916,,Intermediate,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,1,,16464,F,,,Homo sapiens,9606.0,,A-427
5917,,Intermediate,Antitumor activity on A-427 lung carcinoma cell lines,1,,10413,F,,,Homo sapiens,9606.0,,A-427
5918,,Intermediate,Cytotoxic activity against human A-427 lung tumor cell line,1,,6418,F,,,Homo sapiens,9606.0,,A-427
5919,,Expert,In vitro antitumor effects against human A-427 cell lines.,1,,17134,F,,,Homo sapiens,9606.0,,A-427
5920,,Expert,In vitro inhibition of A-427 (human lung cancer) cell growth.,1,,16132,F,,,Homo sapiens,9606.0,,A-427
5921,,Intermediate,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,1,,16132,F,,,Homo sapiens,9606.0,,A-427
5922,,Intermediate,Cytotoxic activity of compound against A-427 lung human tumor cell line,1,,16780,F,,,Homo sapiens,9606.0,,A-427
5923,,Expert,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,1,,4085,F,,,Homo sapiens,9606.0,,A-431
5924,,Intermediate,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,1,,1276,F,,,Homo sapiens,9606.0,,A498
5925,,Expert,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,1,,3498,F,,,Homo sapiens,9606.0,,A498
5926,,Intermediate,Cytotoxicity against human kidney carcinoma A-498cell lines,1,,1169,F,,,Homo sapiens,9606.0,,A498
5927,,Intermediate,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,1,,4450,F,,,Homo sapiens,9606.0,,A498
5928,,Intermediate,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,1,,3311,F,,,Homo sapiens,9606.0,,A498
5929,,Intermediate,Antitumor cytotoxic activity against A-498 cell line was determined,1,,4461,F,,,Homo sapiens,9606.0,,A498
5930,,Intermediate,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,1,,3311,F,,,Homo sapiens,9606.0,,A498
5931,,Intermediate,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,1,,3311,F,,,Homo sapiens,9606.0,,A498
5932,,Intermediate,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,1,,1457,F,,,Homo sapiens,9606.0,,A498
5933,,Intermediate,In vitro inhibitory activity against A-498 ovarian cancer cell lines,1,,3664,F,,,Homo sapiens,9606.0,,A498
5934,,Intermediate,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",1,,15895,F,,,Homo sapiens,9606.0,,A498
5935,,Intermediate,Inhibition of growth lung non-small cell carcinoma A-549 cell line,1,,11843,F,,,Homo sapiens,9606.0,,A549
5936,,Intermediate,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,1,,11843,F,,,Homo sapiens,9606.0,,A549
5937,,Intermediate,In vitro antiproliferative activity against human A-549 NSCL cell line,1,,17705,F,,,Homo sapiens,9606.0,,A549
5938,,Intermediate,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,1,,17705,F,,,Homo sapiens,9606.0,,A549
5939,,Intermediate,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,1,,4369,F,,,Homo sapiens,9606.0,,A549
5940,,Intermediate,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,1,,4369,F,,,Homo sapiens,9606.0,,A549
5941,,Intermediate,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,1,,4369,F,,,Homo sapiens,9606.0,,A549
5942,,Intermediate,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,1,,4369,F,,,Homo sapiens,9606.0,,A549
5943,,Intermediate,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,1,,4369,F,,,Homo sapiens,9606.0,,A549
5944,,Intermediate,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,1,,4369,F,,,Homo sapiens,9606.0,,A549
5945,,Intermediate,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,1,,4369,F,,,Homo sapiens,9606.0,,A549
5946,,Expert,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,1,,4787,F,,,Homo sapiens,9606.0,,A549
5947,,Intermediate,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,1,,4787,F,,,Homo sapiens,9606.0,,A549
5948,,Intermediate,Cytotoxic activity against A-549 cell line,1,,6513,F,,,Homo sapiens,9606.0,,A549
5949,,Intermediate,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,1,,6690,F,,,Homo sapiens,9606.0,,A549
5950,,Intermediate,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,1,,6690,F,,,Homo sapiens,9606.0,,A549
5951,,Expert,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",1,,12263,F,,,Homo sapiens,9606.0,,A549
5952,,Intermediate,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),1,,1054,F,,,Homo sapiens,9606.0,,A549
5953,,Intermediate,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),1,,1359,F,,,Homo sapiens,9606.0,,A549
5954,,Intermediate,Cytotoxic activity against human lung carcinoma (A-549) cell line,1,,3547,F,,,Homo sapiens,9606.0,,A549
5955,,Expert,Cytotoxic activity towards A-549 cells,1,,5771,F,,,Homo sapiens,9606.0,,A549
5956,,Intermediate,"In vitro percent inhibition of A549, lung carcinoma.",1,,14425,F,,,Homo sapiens,9606.0,,A549
5957,,Intermediate,"In vitro percent inhibition of A549, lung carcinoma",1,,14425,F,,,Homo sapiens,9606.0,,A549
5958,,Intermediate,"In vitro percent inhibition of A549, lung carcinoma.",1,,14425,F,,,Homo sapiens,9606.0,,A549
5959,,Intermediate,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",1,,14425,F,,,Homo sapiens,9606.0,,A549
5960,,Intermediate,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,1,,5280,F,,,Homo sapiens,9606.0,,A549
5961,,Intermediate,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,1,,15176,F,,,Homo sapiens,9606.0,,A549
5962,,Intermediate,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,1,,15300,F,,,Homo sapiens,9606.0,,A549
5963,,Intermediate,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",1,,17824,F,,,Homo sapiens,9606.0,,A549
5964,,Intermediate,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",1,,17824,F,,,Homo sapiens,9606.0,,A549
5965,,Intermediate,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",1,,17824,F,,,Homo sapiens,9606.0,,A549
5966,,Intermediate,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",1,,17824,F,,,Homo sapiens,9606.0,,A549
5967,,Intermediate,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",1,,17824,F,,,Homo sapiens,9606.0,,A549
5968,,Intermediate,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",1,,17824,F,,,Homo sapiens,9606.0,,A549
5969,,Intermediate,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),1,,17528,F,,,Homo sapiens,9606.0,,A549
5970,,Expert,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,1,,6870,F,,,Homo sapiens,9606.0,,A549
5971,,Intermediate,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,1,,6870,F,,,Homo sapiens,9606.0,,A549
5972,,Intermediate,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,1,,6870,F,,,Homo sapiens,9606.0,,A549
5973,,Intermediate,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,1,,6870,F,,,Homo sapiens,9606.0,,A549
5974,,Intermediate,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,1,,16726,F,,,Homo sapiens,9606.0,,A549
5975,,Intermediate,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",1,,6170,F,,,Homo sapiens,9606.0,,A549
5976,,Expert,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,1,,6583,F,,,Homo sapiens,9606.0,,A549
5977,,Expert,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,1,,6583,F,,,Homo sapiens,9606.0,,A549
5978,,Expert,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,1,,6583,F,,,Homo sapiens,9606.0,,A549
5979,,Expert,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,1,,6583,F,,,Homo sapiens,9606.0,,A549
5980,,Expert,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,1,,6583,F,,,Homo sapiens,9606.0,,A549
5981,,Intermediate,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,1,,17321,F,,,Homo sapiens,9606.0,,A549
5982,,Expert,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,1,,17528,F,,,Homo sapiens,9606.0,,A549
5983,,Expert,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,1,,12888,F,,,Homo sapiens,9606.0,,A549
5984,,Intermediate,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,1,,4312,F,,,Homo sapiens,9606.0,,A549
5985,,Intermediate,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,1,,4312,F,,,Homo sapiens,9606.0,,A549
5986,,Intermediate,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,1,,4312,F,,,Homo sapiens,9606.0,,A549
5987,,Intermediate,In vitro antiproliferative activity against A549 cell line,1,,17737,F,,,Mus musculus,10090.0,,A549
5988,,Intermediate,Synergism with indomethacin in A549 cells,1,,6630,F,,,,,,A549
5989,,Intermediate,Synergism with tolmetin in A549 cells,1,,6630,F,,,,,,A549
5990,,Intermediate,Synergism with sulindac in A549 cells,1,,6630,F,,,,,,A549
5991,,Intermediate,Antagonism of indomethacin in A549 cells,1,,6630,F,,,,,,A549
5992,,Intermediate,Antagonism of sulindac in A549 cells,1,,6630,F,,,,,,A549
5993,,Intermediate,Antagonism of tolmetin in A549 cells,1,,6630,F,,,,,,A549
5994,,Intermediate,Synergism with indomethacin in A549 cells,1,,6630,F,,,,,,A549
5995,,Intermediate,Synergism with sulindac in A549 cells,1,,6630,F,,,,,,A549
5996,,Intermediate,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,1,,6630,F,,,,,,A549
5997,,Intermediate,Cmax value after 30 mg/kg po dose in Dogs,1,,16907,A,In vivo,,Canis lupus familiaris,9615.0,,
5998,,Intermediate,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),1,,5944,A,In vivo,,Canis lupus familiaris,9615.0,,
5999,,Intermediate,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,1,,5944,A,In vivo,,Canis lupus familiaris,9615.0,,
6000,,Intermediate,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),1,,5944,A,In vivo,,Canis lupus familiaris,9615.0,,
6001,,Intermediate,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,1,,5944,A,In vivo,,Canis lupus familiaris,9615.0,,
6002,,Intermediate,Cmax value after administration of 4 mg/Kg oral dose in dog,1,,2959,A,In vivo,,Canis lupus familiaris,9615.0,,
6003,,Intermediate,Cmax value in dog,1,,6241,A,In vivo,,Canis lupus familiaris,9615.0,,
6004,,Intermediate,Cmax value in dogs after oral administration at 1 mg/kg,1,,6241,A,In vivo,,Canis lupus familiaris,9615.0,,
6005,,Intermediate,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,1,,2652,A,In vivo,,Canis lupus familiaris,9615.0,,
6006,Plasma,Intermediate,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,1,,1806,A,In vivo,,Canis lupus familiaris,9615.0,,
6007,Plasma,Intermediate,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,1,,1806,A,In vivo,,Canis lupus familiaris,9615.0,,
6008,,Intermediate,Concentration maxima after oral dosing in dogs,1,,1021,A,In vivo,,Canis lupus familiaris,9615.0,,
6009,,Intermediate,Concentration maxima after oral dosing in dogs; not available,1,,1021,A,In vivo,,Canis lupus familiaris,9615.0,,
6010,,Intermediate,Concentration maxima after oral dosing in dogs; not available,1,,1021,A,In vivo,,Canis lupus familiaris,9615.0,,
6011,,Intermediate,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed,1,,5444,A,In vivo,,Canis lupus familiaris,9615.0,,
6012,,Intermediate,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed,1,,5444,A,In vivo,,Canis lupus familiaris,9615.0,,
6013,,Intermediate,In vivo maximal concentration was calculated at 1 mg/kg in dog,1,,5444,A,In vivo,,Canis lupus familiaris,9615.0,,
6014,,Intermediate,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed,1,,5444,A,In vivo,,Canis lupus familiaris,9615.0,,
6015,,Intermediate,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption,1,,5444,A,In vivo,,Canis lupus familiaris,9615.0,,
6016,Plasma,Intermediate,Cmax in dog plasma after oral dose (1 mg/kg),1,,5130,A,In vivo,,Canis lupus familiaris,9615.0,,
6017,Plasma,Intermediate,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,1,,3249,A,In vivo,,Canis lupus familiaris,9615.0,,
6018,Plasma,Intermediate,Maximal plasma concentration at a dose of 1 mg/kg,1,,5473,A,In vivo,,Canis lupus familiaris,9615.0,,
6019,Plasma,Intermediate,Maximal plasma concentration at a dose of 1 mg/kg (oral),1,,5474,A,In vivo,,Canis lupus familiaris,9615.0,,
6020,Plasma,Intermediate,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,1,,4657,A,In vivo,,Canis lupus familiaris,9615.0,,
6021,,Intermediate,Maximum concentration of compound in dog was evaluated.,1,,3031,A,In vivo,,Canis lupus familiaris,9615.0,,
6022,,Intermediate,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,1,,4527,A,In vivo,,Canis lupus familiaris,9615.0,,
6023,,Intermediate,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,1,,4186,A,In vivo,,Canis lupus familiaris,9615.0,,
6024,,Intermediate,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),1,,5007,A,In vivo,,Canis lupus familiaris,9615.0,,
6025,Plasma,Intermediate,Maximum concentration obtained in dog plasma was determined,1,,3132,A,In vivo,,Canis lupus familiaris,9615.0,,
6026,,Intermediate,Maximum concentration was determined,1,,5006,A,In vivo,,Canis lupus familiaris,9615.0,,
6027,,Intermediate,Maximum concentration at the dose of 2 mg/kg in dog,1,,4727,A,In vivo,,Canis lupus familiaris,9615.0,,
6028,,Intermediate,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,1,,1916,A,In vivo,,Canis lupus familiaris,9615.0,,
6029,Plasma,Intermediate,Maximum concentration was evaluated in dog plasma,1,,1918,A,In vivo,,Canis lupus familiaris,9615.0,,
6030,,Intermediate,Maximum concentration was evaluated after 75 min after administration in dog,1,,3045,A,In vivo,,Canis lupus familiaris,9615.0,,
6031,Plasma,Intermediate,Maximum plasma concentration determined in dog after oral administration of 17b,1,,9579,A,In vivo,,Canis lupus familiaris,9615.0,,
6032,Plasma,Intermediate,Maximum plasma concentration determined in dog after oral administration of 2b,1,,9579,A,In vivo,,Canis lupus familiaris,9615.0,,
6033,Plasma,Intermediate,Maximum plasma concentration in dog,1,,933,A,In vivo,,Canis lupus familiaris,9615.0,,
6034,Plasma,Intermediate,Maximum plasma concentration of compound in dog following p.o. administration of 0.5 mg/kg,1,,17839,A,In vivo,,Canis lupus familiaris,9615.0,,
6035,Plasma,Intermediate,Maximum plasma concentration of compound in dog following p.o. administration of 0.9 mg/kg,1,,17839,A,In vivo,,Canis lupus familiaris,9615.0,,
6036,Plasma,Intermediate,Maximum plasma concentration of compound in dog following p.o. administration of 0.95 mg/kg,1,,17839,A,In vivo,,Canis lupus familiaris,9615.0,,
6037,Plasma,Intermediate,Maximum plasma concentration of compound in dog following p.o. administration of 1 mg/kg,1,,17839,A,In vivo,,Canis lupus familiaris,9615.0,,
6038,Plasma,Intermediate,Maximum plasma concentration of compound was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,1,,6348,A,In vivo,,Canis lupus familiaris,9615.0,,
6039,Plasma,Intermediate,Maximum plasma concentration after oral administration to dogs at a dose of 10 mg/kg,1,,16367,A,In vivo,,Canis lupus familiaris,9615.0,,
6040,Plasma,Intermediate,Maximum plasma concentration in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,1,,1337,A,In vivo,,Canis lupus familiaris,9615.0,,
6041,Plasma,Intermediate,Maximum plasma concentration in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,1,,1337,A,In vivo,,Canis lupus familiaris,9615.0,,
6042,Plasma,Intermediate,Maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,1,,5199,A,In vivo,,Canis lupus familiaris,9615.0,,
6043,Plasma,Intermediate,Maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,1,,17650,A,In vivo,,Canis lupus familiaris,9615.0,,
6044,Plasma,Intermediate,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,1,,6679,A,In vivo,,Canis lupus familiaris,9615.0,,
6045,Plasma,Intermediate,Maximum plasma concentration was determined as in dogs at 1 mg/kg oral dosing Cmax; 0.05-0.2 ug/mL,1,,5356,A,In vivo,,Canis lupus familiaris,9615.0,,
6046,Plasma,Intermediate,Maximum plasma concentration was determined in dogs at 1 mg/kg oral dosing; 0.05-0.2 ug/mL,1,,5356,A,In vivo,,Canis lupus familiaris,9615.0,,
6047,Plasma,Intermediate,Maximum plasma concentration (Cmax) in dog (in vivo) at a dose of 1 mg/kg,1,,6227,A,In vivo,,Canis lupus familiaris,9615.0,,
6048,Plasma,Intermediate,Maximum plasma concentration (Cmax) in dog at a dose of 0.5 mg/kg,1,,6227,A,In vivo,,Canis lupus familiaris,9615.0,,
6049,Plasma,Intermediate,Maximum plasma concentration (Cmax) in dog at a dose of 0.7 mg/kg,1,,6227,A,In vivo,,Canis lupus familiaris,9615.0,,
6050,Plasma,Intermediate,Maximum plasma concentration (Cmax) in dog at a dose of 1 mg/kg,1,,6227,A,In vivo,,Canis lupus familiaris,9615.0,,
6051,Plasma,Expert,Maximum plasma drug concentration of compound determined in dog after iv administration at a dose of 10 mg/kg,1,,3598,A,In vivo,,Canis lupus familiaris,9615.0,,
6052,,Intermediate,Maximum concentration by intravenous administration of 1.2 mg/kg in dog,1,,4368,A,In vivo,,Canis lupus familiaris,9615.0,,
6053,,Intermediate,Pharmacokinetic (PK) property (Cmax) was determined in dog at the single dose of 1 mg/kg,1,,6265,A,In vivo,,Canis lupus familiaris,9615.0,,
6054,Stomach,Intermediate,Biodistribution in stomach was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
6055,Urine,Intermediate,Biodistribution in urine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,,7767,A,In vivo,,Mus musculus,10090.0,,
6056,Urine,Intermediate,Biodistribution in urine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram; ND- No data,1,,7767,A,In vivo,,Mus musculus,10090.0,,
6057,Urine,Intermediate,Biodistribution in urine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram; ND- No data,1,,7767,A,In vivo,,Mus musculus,10090.0,,
6058,,Intermediate,Compound (0.09% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 120 min; No increase,1,,17811,A,,,Mus musculus,10090.0,,
6059,,Intermediate,Compound (0.31% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 30 min; Low increase,1,,17811,A,,,Mus musculus,10090.0,,
6060,,Intermediate,Compound (i.v.) was tested for maximum activity in mice (Radiolabeled compound),1,,17827,A,,,Mus musculus,10090.0,,
6061,Blood,Intermediate,Compound was evaluated for elimination rate constants in vivo in whole blood of normal mice (Radiolabeled compound),1,,17827,A,,,Mus musculus,10090.0,,
6062,,Intermediate,Compound was evaluated for rate of bone uptake after administration of radiolabeled in mice (Radiolabeled compound),1,,17827,A,,,Mus musculus,10090.0,,
6063,,Intermediate,Compound was evaluated for rate of bone uptake in mice (Radiolabeled compound),1,,17827,A,,,Mus musculus,10090.0,,
6064,,Intermediate,Compound was evaluated for rate of bone uptake in mice; NA - not active (Radiolabeled compound),1,,17827,A,,,Mus musculus,10090.0,,
6065,Blood,Intermediate,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice (Radiolabeled compound),1,,17827,A,,,Mus musculus,10090.0,,
6066,Blood,Intermediate,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice; NA = not active (Radiolabeled compound),1,,17827,A,,,Mus musculus,10090.0,,
6067,,Intermediate,Compound was evaluated for washout rate in mice (Radiolabeled compound),1,,17827,A,,,Mus musculus,10090.0,,
6068,,Intermediate,Compound was evaluated for washout rate in mice after radiolabeled ligand injected,1,,17827,A,,,Mus musculus,10090.0,,
6069,,Intermediate,"Maximum activity (i.v.) after in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",1,,17827,A,,,Mus musculus,10090.0,,
6070,,Intermediate,"Maximum activity in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",1,,17827,A,,,Mus musculus,10090.0,,
6071,,Intermediate,"Residual activity in mice at 120 minutes, expressed as [(ID%-kg)/g] (Radiolabeled compound)",1,,17827,A,,,Mus musculus,10090.0,,
6072,,Intermediate,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice,1,,17257,A,,,Mus musculus,10090.0,,
6073,,Intermediate,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice; Not detected.,1,,17257,A,,,Mus musculus,10090.0,,
