ASI,ASSTY,ASTTY,ASSTI,ASSTR,Ti,CURB,Des,SRASSI,CHEI,ASCATE,CONSC,SI,CI,BFOR,TII,VARII
669,F,,,,51,Expert,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,,CHEMBL615745,,8,1,449.0,BAO_0000219,,
670,B,,,,51,Autocuration,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,CHEMBL615746,,8,1,,BAO_0000357,,
671,B,,,,51,Autocuration,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,CHEMBL615747,,8,1,,BAO_0000357,,
672,F,,,,51,Autocuration,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,CHEMBL615748,,8,1,,BAO_0000019,,
673,F,,,,51,Autocuration,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",,CHEMBL615749,,8,1,,BAO_0000019,,
674,F,,,,51,Autocuration,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,CHEMBL615750,,8,1,,BAO_0000019,,
675,F,,9606.0,,51,Expert,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,,CHEMBL616259,,9,1,,BAO_0000019,,
676,F,,,,51,Autocuration,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,CHEMBL616260,,8,1,,BAO_0000019,,
677,F,,9606.0,,51,Expert,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,,CHEMBL616261,,9,1,,BAO_0000019,,
678,F,,9606.0,,51,Expert,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,CHEMBL616262,,9,1,,BAO_0000019,,
679,F,,9606.0,,51,Expert,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,CHEMBL616263,,9,1,,BAO_0000019,,
680,F,,9606.0,,51,Expert,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,,CHEMBL616264,,9,1,,BAO_0000019,,
681,F,,9606.0,,51,Expert,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,,CHEMBL616265,,9,1,,BAO_0000019,,
682,F,,9606.0,,51,Expert,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,CHEMBL616266,,9,1,,BAO_0000019,,
683,F,,9606.0,,51,Expert,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,CHEMBL616267,,9,1,,BAO_0000019,,
684,F,,9606.0,,51,Expert,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,,CHEMBL616268,,9,1,,BAO_0000019,,
685,B,,9606.0,,51,Expert,Inhibition of human 5-hydroxytryptamine 1A receptor,,CHEMBL616269,,9,1,,BAO_0000357,,
686,B,,,,51,Autocuration,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,CHEMBL884528,,8,1,449.0,BAO_0000219,,
687,B,,,,105,Expert,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,,CHEMBL616270,,9,1,722.0,BAO_0000219,,
688,B,,,,51,Autocuration,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,,CHEMBL616271,,8,1,449.0,BAO_0000219,,
689,F,,,,51,Autocuration,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,CHEMBL616272,,8,1,449.0,BAO_0000219,,
690,B,,,,51,Expert,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,,CHEMBL616273,,8,1,,BAO_0000357,,
691,B,,9606.0,,51,Expert,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,,CHEMBL616274,,9,1,,BAO_0000357,,
692,B,,,,51,Autocuration,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,,CHEMBL616275,,8,1,449.0,BAO_0000219,,
693,B,,,,51,Autocuration,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,CHEMBL616276,,8,1,449.0,BAO_0000219,,
694,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,,CHEMBL616277,,0,1,,BAO_0000218,,
695,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration; Inactive,,CHEMBL616278,,0,1,,BAO_0000218,,
696,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration,,CHEMBL616279,,0,1,,BAO_0000218,,
697,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,CHEMBL616280,,0,1,,BAO_0000218,,
698,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Partial response at the highest dose tested,,CHEMBL616281,,0,1,,BAO_0000218,,
699,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,CHEMBL616282,,0,1,,BAO_0000218,,
700,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration,,CHEMBL616283,,0,1,,BAO_0000218,,
701,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration; Inactive,,CHEMBL616284,,0,1,,BAO_0000218,,
702,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration,,CHEMBL616285,,0,1,,BAO_0000218,,
703,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; Inactive,,CHEMBL616286,,0,1,,BAO_0000218,,
704,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; partial response at the highest dose tested,,CHEMBL616287,,0,1,,BAO_0000218,,
705,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration,,CHEMBL616288,,0,1,,BAO_0000218,,
706,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Inactive,,CHEMBL616289,,0,1,,BAO_0000218,,
707,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Partial response at the highest dose tested,,CHEMBL615610,,0,1,,BAO_0000218,,
708,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration,,CHEMBL615611,,0,1,,BAO_0000218,,
709,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Inactive,,CHEMBL615612,,0,1,,BAO_0000218,,
710,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Partial response at the highest dose tested,,CHEMBL615613,,0,1,,BAO_0000218,,
711,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; partial response at the highest dose tested,,CHEMBL615614,,0,1,,BAO_0000218,,
712,F,In vivo,10116.0,,22226,Autocuration,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,,CHEMBL615615,,0,1,,BAO_0000218,,
713,B,,,,105093,Autocuration,Affinity in displacing [125I](R)-DOI from rat cortical homogenate 5-HT2 receptor.,,CHEMBL615616,,4,1,,BAO_0000019,,
714,B,,,,11923,Autocuration,Binding affinity towards 5-HT 7 receptor in rat hypothalamus membranes using [3H]5-CT as radioligand,,CHEMBL615617,,8,1,,BAO_0000249,1898.0,
715,B,,,,10577,Autocuration,Inhibitory activity against 5-HT1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data,,CHEMBL615618,,8,1,,BAO_0000019,,
716,B,,,,10577,Autocuration,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data.,,CHEMBL615619,,8,1,,BAO_0000019,,
717,B,,,,10577,Expert,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,,CHEMBL615620,,8,1,,BAO_0000019,,
718,B,,,,55,Autocuration,"Inhibitory activity against human whole blood, LTB4 5-lipoxygenase was evaluated",,CHEMBL615621,,8,1,,BAO_0000357,,
719,B,,,,55,Autocuration,"Inhibitory activity against intact human PMNL, LTB4 5-lipoxygenase was evaluated",,CHEMBL615622,,8,1,,BAO_0000357,,
720,F,,,,12166,Autocuration,Compound was evaluated for the inhibition of 5-LO (lipoxygenase),,CHEMBL615623,,8,1,,BAO_0000019,,
721,F,,,,12166,Autocuration,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,CHEMBL615624,,8,1,,BAO_0000019,,
722,F,,,,12166,Autocuration,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,CHEMBL615625,,8,1,,BAO_0000019,,
723,F,,,,12166,Autocuration,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,CHEMBL767045,,8,1,,BAO_0000019,,
724,F,,10141.0,,55,Autocuration,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN,,CHEMBL615626,,8,1,,BAO_0000019,,
725,F,,10141.0,,55,Autocuration,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN; not active at the highest concentration (3 ug/mL) tested; No activity,,CHEMBL615627,,8,1,,BAO_0000019,,
726,B,,10141.0,,55,Autocuration,The compound was tested for inhibitory activity against 5-Lipoxygenase in guinea pig polymorphonuclear leukocytes,,CHEMBL615628,,8,1,,BAO_0000019,,
727,B,,10141.0,,55,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,,CHEMBL615629,,8,1,,BAO_0000357,,
728,B,,9606.0,,55,Expert,Inhibitory concentration against 5-lipoxygenase from human whole blood,,CHEMBL615630,,9,1,,BAO_0000357,,
729,B,,,,55,Autocuration,The compound was tested for inhibitory activity against 5-Lipoxygenase in human polymorphonuclear leukocytes[PMNS],,CHEMBL615631,,8,1,,BAO_0000219,,
730,F,,,,17087,Autocuration,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,,CHEMBL615632,,8,1,,BAO_0000218,,
731,B,,,,17087,Autocuration,Inhibitory concentration against 5-lipoxygenase from mouse macrophage,,CHEMBL615633,,8,1,,BAO_0000357,,
732,F,,,,17087,Autocuration,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,,CHEMBL615634,,8,1,,BAO_0000218,,
733,B,,9823.0,,55,Expert,Inhibition of arachidonate 5-lipoxygenase purified from porcine leukocytes.,,CHEMBL615635,,8,1,,BAO_0000019,,
734,B,,,,12166,Expert,In vitro inhibition of rat 5-Lipoxygenase,,CHEMBL615636,,8,1,,BAO_0000357,,
735,B,,10116.0,,12166,Expert,Inhibitory activity against 5-Lipoxygenase,,CHEMBL615637,,9,1,,BAO_0000357,,
736,B,,,,12166,Expert,Inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells,,CHEMBL615638,,8,1,702.0,BAO_0000219,,
737,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,CHEMBL615639,,8,1,702.0,BAO_0000219,,
738,B,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat RBL-1,,CHEMBL615640,,8,1,702.0,BAO_0000219,,
739,B,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat blood,,CHEMBL615796,,8,1,,BAO_0000019,,
740,B,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-Lipoxygenase receptor in rat polymorphonuclear leukocytes[PMNS],,CHEMBL615845,,8,1,,BAO_0000219,,
741,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,,CHEMBL615846,,8,1,,BAO_0000357,,
742,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,,CHEMBL615847,,8,1,702.0,BAO_0000219,,
743,B,,,,12166,Autocuration,The compound was tested for inhibition of isolated 5-Lipoxygenase,,CHEMBL615848,,8,1,,BAO_0000357,,
744,B,,10116.0,,22226,Autocuration,Ratio of IC50 against 5-LO and COX,,CHEMBL615849,,0,1,,BAO_0000019,,
745,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,,CHEMBL615850,,8,1,,BAO_0000357,,
746,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM; range is 20-35%,,CHEMBL615851,,8,1,,BAO_0000357,,
747,B,,,,12166,Autocuration,The compound was tested for inhibition against 5-Lipoxygenase in rat polymorphonuclear leukocytes at 10 uM concentration,,CHEMBL615852,,8,1,,BAO_0000219,,
748,F,,,,12166,Autocuration,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) ex vivo,,CHEMBL615853,,8,1,,BAO_0000019,,
749,B,,,,120,Autocuration,Compound was tested for the inhibition of type 2 5-alpha-reductase of human prostates,,CHEMBL884527,,8,1,,BAO_0000357,2367.0,
750,B,,8932.0,,22226,Autocuration,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-4 M inhibitory concentration,,CHEMBL872871,,0,1,,BAO_0000019,,
751,B,,8932.0,,22226,Autocuration,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-5 M inhibitory concentration,,CHEMBL615854,,0,1,,BAO_0000019,,
752,B,,8932.0,,22226,Autocuration,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme.,,CHEMBL767046,,0,1,,BAO_0000019,,
753,B,,,,10732,Autocuration,Compound was evaluated for the inhibition of 5-aminoimidazole-4-carboxamide ribonucleotide transformylase obtained from human at 100 uM,,CHEMBL615855,,8,1,,BAO_0000357,,
754,F,,10116.0,,12198,Expert,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT); NT = Not Tested,,CHEMBL615856,,9,1,,BAO_0000019,,
755,F,,10116.0,,12198,Expert,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),,CHEMBL615857,,9,1,,BAO_0000019,,
756,F,,10116.0,,12198,Expert,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),,CHEMBL615858,,9,1,,BAO_0000019,,
757,B,,,,10576,Expert,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,,CHEMBL615859,,8,1,,BAO_0000221,10000000.0,
758,B,,,,51,Autocuration,Binding affinity towards human 5-hydroxytryptamine 1 receptor,,CHEMBL615860,,8,1,,BAO_0000357,,
759,B,,9986.0,,22226,Autocuration,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,,CHEMBL615861,,0,1,,BAO_0000019,,
760,B,,9986.0,,22226,Autocuration,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,,CHEMBL615862,,0,1,,BAO_0000019,,
761,B,,9986.0,,22226,Autocuration,Binding affinity against 5-hydroxytryptamine 1D receptor using rabbit saphenous vein assay.,,CHEMBL615863,,0,1,,BAO_0000019,,
762,B,,9986.0,,22226,Autocuration,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,,CHEMBL615864,,0,1,,BAO_0000019,,
763,B,,,,104744,Autocuration,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,CHEMBL615865,,4,1,,BAO_0000221,10000000.0,
764,B,,,,104744,Autocuration,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,CHEMBL615866,,4,1,,BAO_0000221,10000000.0,
765,B,,,,104744,Autocuration,Ability to bind at serotonin 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,CHEMBL615867,,4,1,,BAO_0000221,10000000.0,
766,B,,,,104744,Autocuration,Ability to inhibit binding of titreated serotonin to the 5-hydroxytryptamine 1 receptor in rat brain frontal cortex membranes,,CHEMBL615868,,4,1,,BAO_0000249,,
767,B,,10116.0,,104744,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor in brain cortical membranes of rat,,CHEMBL615869,,5,1,,BAO_0000249,,
768,B,,10116.0,,104744,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor in rat frontal cortex homogenates using [3H]5-HT as a radioligand,,CHEMBL615870,,5,1,,BAO_0000019,,
769,B,,10116.0,,104744,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as a radioligand from rat frontal cortex homogenates,,CHEMBL615871,,5,1,,BAO_0000019,,
770,B,,,,104744,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor was measured using radioligand ([3H]5-HT) binding assay,,CHEMBL615872,,4,1,,BAO_0000224,,
771,B,,,,104744,Autocuration,Binding affinity towards hippocampus 5-hydroxytryptamine 1 receptor was measured using radioligand [3H]5-HT,,CHEMBL833492,,4,1,,BAO_0000221,10000000.0,
772,B,,,,104744,Autocuration,Compound was evaluated for the inhibition of [3H]5-HT (concentration of 12 nM) specific binding to rat hippocampus,,CHEMBL615873,,4,1,,BAO_0000221,10000000.0,
773,B,,,,104744,Autocuration,Inhibitory activity against 5-hydroxytryptamine 1 receptor by 3H ligand binding experiments.,,CHEMBL615479,,4,1,,BAO_0000224,,
774,B,,,,104744,Autocuration,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat,,CHEMBL615480,,4,1,,BAO_0000019,,
775,B,,10116.0,,104744,Autocuration,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat cortical membrane homogenates using radioligand ([3H]5-HT) binding assay.,,CHEMBL615481,,5,1,,BAO_0000249,,
776,B,,,,104744,Autocuration,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,CHEMBL872869,,4,1,,BAO_0000019,,
777,B,,,,104744,Autocuration,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,CHEMBL615482,,4,1,,BAO_0000019,,
778,B,,,,104744,Autocuration,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,,CHEMBL615483,,4,1,,BAO_0000221,955.0,
779,B,,,,104744,Autocuration,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,,CHEMBL615484,,4,1,,BAO_0000221,955.0,
780,B,,,,104744,Autocuration,Percent inhibition of 5-hydroxytryptamine 1 receptor from rat cortex membrane using [3H]- serotonin as radioligand at 33 uM,,CHEMBL615485,,4,1,,BAO_0000019,,
781,B,,10116.0,,104744,Autocuration,Inhibition of [3H]5-HT radioligand binding against 5-hydroxytryptamine 1 receptor,,CHEMBL615486,,5,1,,BAO_0000224,,
782,B,,,,104744,Autocuration,Ancillary Binding affinity towards rat 5-hydroxytryptamine 1 receptor,,CHEMBL615487,,4,1,,BAO_0000224,,
783,B,,,,104744,Autocuration,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,,CHEMBL615488,,4,1,,BAO_0000224,,
784,B,,,,104744,Autocuration,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,,CHEMBL615489,,4,1,,BAO_0000224,,
785,B,,,,104744,Autocuration,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,,CHEMBL615389,,4,1,,BAO_0000224,,
786,B,,,,104744,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,,CHEMBL615390,,4,1,,BAO_0000019,,
787,B,,,,104744,Autocuration,Binding affinity towards central 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,,CHEMBL615391,,4,1,,BAO_0000019,,
788,B,,,,104744,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined,,CHEMBL615392,,4,1,,BAO_0000224,,
789,B,,10116.0,,22226,Autocuration,Affinity for 5-hydroxytryptamine 1 receptor,,CHEMBL615393,,0,1,,BAO_0000019,,
790,B,,,,104744,Autocuration,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex,,CHEMBL615394,,4,1,,BAO_0000221,955.0,
791,B,,,,104744,Autocuration,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,,CHEMBL615395,,4,1,,BAO_0000221,955.0,
792,B,,,,104744,Autocuration,Compound was evaluated for 5-hydroxytryptamine 1 receptor binding,,CHEMBL615396,,4,1,,BAO_0000224,,
793,B,,,,104744,Autocuration,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 1 receptor in rat brain using [3H]HT radioligand assay,,CHEMBL615397,,4,1,,BAO_0000221,955.0,
794,B,,,,104744,Autocuration,Displacement of binding of [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,CHEMBL615398,,4,1,,BAO_0000019,,
795,B,,10116.0,,22226,Autocuration,Displacement of [3H]spiperone from 5-hydroxytryptamine 1 receptor of rat cortex,,CHEMBL615399,,0,1,,BAO_0000019,,
796,B,,,,104744,Autocuration,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3H]-5-HT as a radioligand.,,CHEMBL615400,,4,1,,BAO_0000019,,
797,B,,10116.0,,104744,Autocuration,Binding affinity for 5-hydroxytryptamine 1 receptor of rat prefrontal cortex,,CHEMBL615401,,5,1,,BAO_0000019,,
798,B,,10116.0,,22226,Autocuration,Displacement of [3H]5-HT from 5-hydroxytryptamine 1 receptor of rat cortical membrane homogenates,,CHEMBL615402,,0,1,,BAO_0000019,,
799,B,,,,104744,Autocuration,The ability to inhibit [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cortex,,CHEMBL615403,,4,1,,BAO_0000019,,
800,B,,,,104744,Autocuration,The binding affinity was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,,CHEMBL615404,,4,1,,BAO_0000221,955.0,
801,B,,,,104744,Autocuration,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]5-HT radioligand in rat cerebral cortex,,CHEMBL615781,,4,1,,BAO_0000019,,
802,B,,,,104744,Autocuration,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]5-HT from rat brain synaptosomes,,CHEMBL615782,,4,1,,BAO_0000220,955.0,
803,B,,,,104744,Autocuration,Inhibition constant (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H]- serotonin as radioligand in rat brain cortex.,,CHEMBL615783,,4,1,,BAO_0000221,955.0,
804,B,,,,22226,Autocuration,Compound was tested for binding affinity against 5-HT1 receptor,,CHEMBL873481,,0,1,,BAO_0000019,,
805,B,,,,22226,Autocuration,Inhibitory concentration against 5-hydroxytryptamine 1 receptor,,CHEMBL615784,,0,1,,BAO_0000019,,
806,B,,,,10576,Expert,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,,CHEMBL615785,,8,1,,BAO_0000357,,
807,F,,,,10576,Autocuration,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,CHEMBL615786,,8,1,,BAO_0000249,,
808,F,In vivo,,,10576,Autocuration,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,,CHEMBL615787,,8,1,,BAO_0000218,,
809,F,In vivo,,,10576,Autocuration,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,,CHEMBL615788,,8,1,,BAO_0000218,,
810,F,,,,10576,Autocuration,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,,CHEMBL767044,,8,1,,BAO_0000019,,
811,F,In vivo,,,10576,Autocuration,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,,CHEMBL615789,,8,1,,BAO_0000218,,
812,F,In vivo,,,10576,Autocuration,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,,CHEMBL615790,,8,1,,BAO_0000218,,
813,F,,,,10576,Autocuration,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats,,CHEMBL615813,,8,1,,BAO_0000019,,
814,F,,,,10576,Autocuration,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 10 uM concentration,,CHEMBL615814,,8,1,,BAO_0000219,,
815,F,,,,51,Expert,Percent inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation in GH4ZD10 cells expressing 5-HT1A receptor at 50 uM relative to 5-HT,,CHEMBL615815,,8,1,,BAO_0000219,,
816,F,,,,10576,Autocuration,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,,CHEMBL615816,,8,1,,BAO_0000219,,
