ss_d,ss_rgnsm,b_frmt,tss_d,vrnt_d,cnfdnc_scr,ss_tss,chmbl_d,ss_ctgr,crtd_b,ss_tst_tp,dc_d,src_ss_d,rltnshp_tp,td,src_d,ss_strn,ss_cll_tp,ss_sbclllr_frctn,cll_d
13588,,BAO_0000100,,,0,,CHEMBL622147,,Autocuration,,12984,,U,22229,1,,,,
13589,,BAO_0000019,,,0,,CHEMBL622148,,Autocuration,,17363,,U,22224,1,,,,
13590,,BAO_0000019,,,0,,CHEMBL883124,,Autocuration,,6827,,U,22224,1,,,,
13591,,BAO_0000100,,,0,,CHEMBL622149,,Autocuration,,261,,U,22229,1,,,,
13592,,BAO_0000019,,,0,,CHEMBL622150,,Autocuration,,2685,,U,22224,1,,,,
13593,,BAO_0000100,,,0,,CHEMBL622151,,Autocuration,,414,,U,22224,1,,,,
13594,,BAO_0000100,,,0,,CHEMBL622152,,Autocuration,,15769,,U,22229,1,,,,
13595,,BAO_0000019,,,0,,CHEMBL622153,,Autocuration,,17248,,U,22224,1,,,,
13596,,BAO_0000218,,,0,,CHEMBL877474,,Autocuration,In vivo,16935,,U,22224,1,,,,
13597,,BAO_0000218,,,0,,CHEMBL622154,,Autocuration,In vivo,16935,,U,22224,1,,,,
13598,,BAO_0000218,1969.0,,0,Plasma,CHEMBL622155,,Autocuration,In vivo,14832,,U,22224,1,,,,
13599,,BAO_0000218,1969.0,,0,Plasma,CHEMBL622156,,Autocuration,In vivo,14832,,U,22224,1,,,,
13600,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622157,,Intermediate,In vivo,2399,,N,50597,1,,,,
13601,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622158,,Intermediate,In vivo,2399,,N,50597,1,,,,
13602,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622807,,Intermediate,In vivo,6227,,N,50597,1,,,,
13603,Macaca mulatta,BAO_0000218,,,1,,CHEMBL622808,,Intermediate,In vivo,6227,,N,50797,1,,,,
13604,,BAO_0000218,,,0,,CHEMBL622809,,Autocuration,In vivo,5623,,U,22224,1,,,,
13605,,BAO_0000218,,,0,,CHEMBL622810,,Autocuration,In vivo,4854,,U,22224,1,,,,
13606,Cricetinae,BAO_0000218,,,1,,CHEMBL876653,,Intermediate,In vivo,4493,,N,100712,1,,,,
13607,Cricetinae,BAO_0000218,,,1,,CHEMBL622811,,Intermediate,In vivo,4493,,N,100712,1,,,,
13608,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622986,,Intermediate,In vivo,14956,,N,50597,1,,,,
13609,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622987,,Intermediate,In vivo,15372,,N,50597,1,,,,
13610,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622988,,Intermediate,In vivo,15372,,N,50597,1,,,,
13611,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622989,,Intermediate,In vivo,15372,,N,50597,1,,,,
13612,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622990,,Intermediate,In vivo,15372,,N,50597,1,,,,
13613,Simiiformes,BAO_0000218,1969.0,,0,Plasma,CHEMBL622991,,Autocuration,In vivo,15604,,U,22224,1,,,,
13614,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622227,,Intermediate,In vivo,15604,,N,50597,1,,,,
13615,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL622228,,Intermediate,In vivo,15604,,N,50588,1,,,,
13616,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622229,,Intermediate,In vivo,14964,,N,50597,1,,,,
13617,Cavia porcellus,BAO_0000218,,,1,,CHEMBL622230,,Intermediate,In vivo,15240,,N,50512,1,,,,
13618,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622231,,Intermediate,In vivo,16449,,N,50597,1,,,,
13619,Macaca fascicularis,BAO_0000218,,,1,,CHEMBL622232,,Intermediate,In vivo,16449,,N,100710,1,,,,
13620,,BAO_0000218,,,0,,CHEMBL622233,,Autocuration,In vivo,12902,,U,22224,1,,,,
13621,,BAO_0000218,,,0,,CHEMBL622234,,Autocuration,In vivo,12902,,U,22224,1,,,,
13622,,BAO_0000218,,,0,,CHEMBL622235,,Autocuration,In vivo,12902,,U,22224,1,,,,
13623,,BAO_0000218,,,0,,CHEMBL622236,,Autocuration,In vivo,12902,,U,22224,1,,,,
13624,,BAO_0000218,,,0,,CHEMBL622237,,Autocuration,In vivo,12902,,U,22224,1,,,,
13625,,BAO_0000218,,,0,,CHEMBL877482,,Autocuration,In vivo,12902,,U,22224,1,,,,
13626,,BAO_0000218,,,0,,CHEMBL622238,,Autocuration,In vivo,12902,,U,22224,1,,,,
13627,,BAO_0000218,,,0,,CHEMBL622239,,Autocuration,In vivo,12902,,U,22224,1,,,,
13628,,BAO_0000218,178.0,,0,Blood,CHEMBL622240,,Autocuration,In vivo,11149,,U,22224,1,,,,
13629,,BAO_0000218,178.0,,0,Blood,CHEMBL622241,,Autocuration,In vivo,11149,,U,22224,1,,,,
13630,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631013,,Intermediate,In vivo,5669,,N,50597,1,,,,
13631,Macaca mulatta,BAO_0000218,,,1,,CHEMBL631014,,Intermediate,In vivo,5669,,N,50797,1,,,,
13632,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631015,,Intermediate,In vivo,5669,,N,50588,1,,,,
13633,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631016,,Intermediate,In vivo,5669,,N,50597,1,,,,
13634,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631017,,Intermediate,In vivo,5669,,N,50597,1,,,,
13635,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631018,,Intermediate,In vivo,5669,,N,50597,1,,,,
13636,,BAO_0000218,,,0,,CHEMBL631019,,Autocuration,In vivo,4236,,U,22224,1,,,,
13637,Mus musculus,BAO_0000218,955.0,,1,Brain,CHEMBL875761,,Intermediate,,13792,,N,50594,1,,,,
13638,Mus musculus,BAO_0000218,955.0,,1,Brain,CHEMBL631020,,Intermediate,,13792,,N,50594,1,,,,
13639,Mus musculus,BAO_0000218,955.0,,1,Brain,CHEMBL631669,,Intermediate,,13792,,N,50594,1,,,,
13640,Mus musculus,BAO_0000218,955.0,,1,Brain,CHEMBL631670,,Intermediate,,13792,,N,50594,1,,,,
13641,Mus musculus,BAO_0000218,2435.0,,1,Striatum,CHEMBL631671,,Intermediate,,13792,,N,50594,1,,,,
13642,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631672,,Intermediate,,8418,,N,50597,1,,,,
13643,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631673,,Intermediate,,8418,,N,50597,1,,,,
13644,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631856,,Intermediate,,8418,,N,50597,1,,,,
13645,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631857,,Intermediate,,8418,,N,50597,1,,,,
13646,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631858,,Intermediate,,8418,,N,50597,1,,,,
13647,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631859,,Intermediate,,8418,,N,50597,1,,,,
13648,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631860,,Intermediate,,8418,,N,50597,1,,,,
13649,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631861,,Intermediate,,8418,,N,50597,1,,,,
13650,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631862,,Intermediate,,8418,,N,50597,1,,,,
13651,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631863,,Intermediate,,8418,,N,50597,1,,,,
13652,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631864,,Intermediate,,8418,,N,50597,1,,,,
13653,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631865,,Intermediate,,8418,,N,50597,1,,,,
13654,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631866,,Intermediate,,8418,,N,50597,1,,,,
13655,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL629360,,Intermediate,,8418,,N,50597,1,,,,
13656,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL629361,,Intermediate,,8418,,N,50597,1,,,,
13657,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL629362,,Intermediate,,8418,,N,50597,1,,,,
13658,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL630740,,Intermediate,,8418,,N,50597,1,,,,
13659,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL630741,,Intermediate,,8418,,N,50597,1,,,,
13660,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL630742,,Intermediate,,8418,,N,50597,1,,,,
13661,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630743,,Intermediate,,8418,,N,50597,1,,,,
13662,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630744,,Intermediate,,8418,,N,50597,1,,,,
13663,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630745,,Intermediate,,8418,,N,50597,1,,,,
13664,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630746,,Intermediate,,8418,,N,50597,1,,,,
13665,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630747,,Intermediate,,8418,,N,50597,1,,,,
13666,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630748,,Intermediate,,8418,,N,50597,1,,,,
13667,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL632056,,Intermediate,,8418,,N,50597,1,,,,
13668,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL632057,,Intermediate,,8418,,N,50597,1,,,,
13669,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL632058,,Intermediate,,8418,,N,50597,1,,,,
13670,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL632059,,Intermediate,,8418,,N,50597,1,,,,
13671,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL632060,,Intermediate,,8418,,N,50597,1,,,,
13672,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL632061,,Intermediate,,8418,,N,50597,1,,,,
13673,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629207,,Intermediate,,8418,,N,50597,1,,,,
13674,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629208,,Intermediate,,8418,,N,50597,1,,,,
13675,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629209,,Intermediate,,8418,,N,50597,1,,,,
13676,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629210,,Intermediate,,8418,,N,50597,1,,,,
13677,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629211,,Intermediate,,8418,,N,50597,1,,,,
13678,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629212,,Intermediate,,8418,,N,50597,1,,,,
13679,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629213,,Intermediate,,8418,,N,50597,1,,,,
13680,Rattus norvegicus,BAO_0000218,1088.0,,1,Urine,CHEMBL629214,,Intermediate,,8133,,N,50597,1,,,,
13681,Rattus norvegicus,BAO_0000218,1088.0,,1,Urine,CHEMBL629215,,Intermediate,,8133,,N,50597,1,,,,
13682,Rattus norvegicus,BAO_0000218,1088.0,,1,Urine,CHEMBL635154,,Intermediate,,8133,,N,50597,1,,,,
13683,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629216,,Intermediate,,6996,,N,50597,1,,,,
13684,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629217,,Intermediate,,6996,,N,50597,1,,,,
13685,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629218,,Intermediate,,6996,,N,50597,1,,,,
13686,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629219,,Intermediate,,6996,,N,50597,1,,,,
13687,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629220,,Intermediate,,6996,,N,50597,1,,,,
13688,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629221,,Intermediate,,6996,,N,50597,1,,,,
13689,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631127,,Intermediate,,6996,,N,50597,1,,,,
13690,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631128,,Intermediate,,6996,,N,50597,1,,,,
13691,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631129,,Intermediate,,6996,,N,50597,1,,,,
13692,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631130,,Intermediate,,6996,,N,50597,1,,,,
13693,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631131,,Intermediate,,6996,,N,50597,1,,,,
13694,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631132,,Intermediate,,6996,,N,50597,1,,,,
13695,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631133,,Intermediate,,6996,,N,50597,1,,,,
13696,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631134,,Intermediate,,6996,,N,50597,1,,,,
13697,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL875120,,Intermediate,,6996,,N,50597,1,,,,
13698,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631135,,Intermediate,,6996,,N,50597,1,,,,
13699,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631136,,Intermediate,,6996,,N,50597,1,,,,
13700,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631137,,Intermediate,,6996,,N,50597,1,,,,
13701,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631138,,Intermediate,,6996,,N,50597,1,,,,
13702,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631139,,Intermediate,,6996,,N,50597,1,,,,
13703,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631140,,Intermediate,,6996,,N,50597,1,,,,
13704,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631141,,Intermediate,,6996,,N,50597,1,,,,
13705,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631142,,Intermediate,,6996,,N,50597,1,,,,
13706,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631143,,Intermediate,,6996,,N,50597,1,,,,
13707,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631144,,Intermediate,,6996,,N,50597,1,,,,
13708,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631145,,Intermediate,,6996,,N,50588,1,,,,
13709,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631146,,Intermediate,,6996,,N,50588,1,,,,
13710,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631147,,Intermediate,,6996,,N,50588,1,,,,
13711,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631148,,Intermediate,,6996,,N,50588,1,,,,
13712,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631149,,Intermediate,,6996,,N,50588,1,,,,
13713,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631150,,Intermediate,,6996,,N,50588,1,,,,
13714,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631151,,Intermediate,,6996,,N,50588,1,,,,
13715,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631152,,Intermediate,,6996,,N,50588,1,,,,
13716,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631443,,Intermediate,,6996,,N,50588,1,,,,
13717,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631444,,Intermediate,,6996,,N,50588,1,,,,
13718,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631445,,Intermediate,,6996,,N,50588,1,,,,
13719,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631446,,Intermediate,,6996,,N,50588,1,,,,
13720,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631447,,Intermediate,,6996,,N,50588,1,,,,
13721,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631448,,Intermediate,,6996,,N,50588,1,,,,
13722,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631449,,Intermediate,,6996,,N,50588,1,,,,
13723,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL631450,,Intermediate,,6996,,N,50588,1,,,,
13724,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL629724,,Intermediate,,6996,,N,50588,1,,,,
13725,Mus musculus,BAO_0000218,14.0,,1,Zone of skin,CHEMBL629725,,Intermediate,In vivo,9716,,N,50594,1,,,,
13726,Mus musculus,BAO_0000218,14.0,,1,Zone of skin,CHEMBL629726,,Intermediate,In vivo,9716,,N,50594,1,,,,
13727,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL629727,,Intermediate,In vivo,9716,,N,50594,1,,,,
13728,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL630404,,Intermediate,In vivo,9716,,N,50594,1,,,,
13729,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL630405,,Intermediate,In vivo,9716,,N,50594,1,,,,
13730,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL630406,,Intermediate,In vivo,9716,,N,50594,1,,,,
13731,Mus musculus,BAO_0000218,945.0,,1,Stomach,CHEMBL630407,,Intermediate,In vivo,9716,,N,50594,1,,,,
13732,Mus musculus,BAO_0000218,945.0,,1,Stomach,CHEMBL630573,,Intermediate,In vivo,9716,,N,50594,1,,,,
13733,Mus musculus,BAO_0000218,945.0,,1,Stomach,CHEMBL630574,,Intermediate,In vivo,9716,,N,50594,1,,,,
13734,Mus musculus,BAO_0000218,945.0,,1,Stomach,CHEMBL630575,,Intermediate,In vivo,9716,,N,50594,1,,,,
13735,Mus musculus,BAO_0000218,,,1,,CHEMBL630576,,Intermediate,In vivo,9716,,N,50594,1,,,,
13736,Mus musculus,BAO_0000218,,,1,,CHEMBL630577,,Intermediate,In vivo,9716,,N,50594,1,,,,
13737,Mus musculus,BAO_0000218,,,1,,CHEMBL630578,,Intermediate,In vivo,9716,,N,50594,1,,,,
13738,Mus musculus,BAO_0000218,,,1,,CHEMBL630579,,Intermediate,In vivo,9716,,N,50594,1,,,,
13739,Mus musculus,BAO_0000218,2113.0,,1,Kidney,CHEMBL630580,,Intermediate,,12192,,N,50594,1,,,,
13740,Mus musculus,BAO_0000218,2113.0,,1,Kidney,CHEMBL630581,,Intermediate,,12192,,N,50594,1,,,,
13741,Mus musculus,BAO_0000218,2113.0,,1,Kidney,CHEMBL630582,,Intermediate,,12192,,N,50594,1,,,,
13742,Mus musculus,BAO_0000218,,,1,,CHEMBL630583,,Intermediate,,12192,,N,50594,1,,,,
13743,Mus musculus,BAO_0000218,,,1,,CHEMBL630584,,Intermediate,,12192,,N,50594,1,,,,
13744,Mus musculus,BAO_0000218,,,1,,CHEMBL630585,,Intermediate,,12192,,N,50594,1,,,,
13745,Mus musculus,BAO_0000218,,,1,,CHEMBL630586,,Intermediate,,12192,,N,50594,1,,,,
13746,Mus musculus,BAO_0000218,,,1,,CHEMBL630587,,Intermediate,,12192,,N,50594,1,,,,
13747,Mus musculus,BAO_0000218,,,1,,CHEMBL630588,,Intermediate,,12192,,N,50594,1,,,,
13748,Mus musculus,BAO_0000218,,,1,,CHEMBL630589,,Intermediate,,12192,,N,50594,1,,,,
13749,Mus musculus,BAO_0000218,,,1,,CHEMBL630590,,Intermediate,,12192,,N,50594,1,,,,
13750,,BAO_0000019,1988.0,,0,Feces,CHEMBL630591,,Autocuration,,12192,,U,22224,1,,,,
13751,,BAO_0000019,1988.0,,0,Feces,CHEMBL630592,,Autocuration,,12192,,U,22224,1,,,,
13752,,BAO_0000019,,,0,,CHEMBL630593,,Autocuration,,12192,,U,22224,1,,,,
13753,,BAO_0000019,,,0,,CHEMBL630594,,Autocuration,,12192,,U,22224,1,,,,
13754,,BAO_0000019,1088.0,,0,Urine,CHEMBL630595,,Autocuration,,12192,,U,22224,1,,,,
13755,,BAO_0000019,1088.0,,0,Urine,CHEMBL630596,,Autocuration,,12192,,U,22224,1,,,,
13756,,BAO_0000019,1088.0,,0,Urine,CHEMBL630597,,Autocuration,,12192,,U,22224,1,,,,
13757,,BAO_0000019,1088.0,,0,Urine,CHEMBL630598,,Autocuration,,12192,,U,22224,1,,,,
13758,,BAO_0000019,1088.0,,0,Urine,CHEMBL630599,,Autocuration,,12192,,U,22224,1,,,,
13759,,BAO_0000019,1088.0,,0,Urine,CHEMBL630600,,Autocuration,,12192,,U,22224,1,,,,
13760,,BAO_0000019,1088.0,,0,Urine,CHEMBL630601,,Autocuration,,12192,,U,22224,1,,,,
13761,,BAO_0000019,1088.0,,0,Urine,CHEMBL630602,,Autocuration,,12192,,U,22224,1,,,,
13762,,BAO_0000019,1088.0,,0,Urine,CHEMBL630603,,Autocuration,,12192,,U,22224,1,,,,
13763,,BAO_0000019,1088.0,,0,Urine,CHEMBL630604,,Autocuration,,12192,,U,22224,1,,,,
13764,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624869,,Intermediate,In vivo,12017,,N,50597,1,,,,
13765,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624870,,Intermediate,In vivo,12017,,N,50597,1,,,,
13766,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL623189,,Intermediate,In vivo,12017,,N,50597,1,,,,
13767,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL623190,,Intermediate,In vivo,12017,,N,50597,1,,,,
13768,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL623191,,Intermediate,In vivo,12017,,N,50597,1,,,,
13769,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623192,,Intermediate,In vivo,12017,,N,50597,1,,,,
13770,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623193,,Intermediate,In vivo,12017,,N,50597,1,,,,
13771,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623194,,Intermediate,In vivo,12017,,N,50597,1,,,,
13772,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623195,,Intermediate,In vivo,12017,,N,50597,1,,,,
13773,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623196,,Intermediate,In vivo,12017,,N,50597,1,,,,
13774,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623197,,Intermediate,,11836,,N,50597,1,,,,
13775,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623198,,Intermediate,,11836,,N,50597,1,,,,
13776,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623199,,Intermediate,,11836,,N,50597,1,,,,
13777,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623200,,Intermediate,,11836,,N,50597,1,,,,
13778,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623201,,Intermediate,,11836,,N,50597,1,,,,
13779,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623202,,Intermediate,,11836,,N,50597,1,,,,
13780,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623203,,Intermediate,,11836,,N,50597,1,,,,
13781,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623204,,Intermediate,,11836,,N,50597,1,,,,
13782,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623205,,Intermediate,,11836,,N,50597,1,,,,
13783,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623206,,Intermediate,,11836,,N,50597,1,,,,
13784,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623207,,Intermediate,,11836,,N,50597,1,,,,
13785,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623208,,Intermediate,,11836,,N,50597,1,,,,
13786,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623209,,Intermediate,,11836,,N,50597,1,,,,
13787,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL623210,,Intermediate,,11836,,N,50597,1,,,,
13788,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623211,,Intermediate,,11836,,N,50597,1,,,,
13789,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL623212,,Intermediate,,11836,,N,50597,1,,,,
13790,,BAO_0000019,,,0,,CHEMBL623213,,Autocuration,,12640,,U,22224,1,,,,
13791,,BAO_0000019,,,0,,CHEMBL623214,,Autocuration,,14218,,U,22224,1,,,,
13792,,BAO_0000019,,,0,,CHEMBL623215,,Autocuration,,11296,,U,22224,1,,,,
13793,,BAO_0000019,,,0,,CHEMBL623216,,Autocuration,,10929,,U,22224,1,,,,
13794,Bos taurus,BAO_0000218,,,1,,CHEMBL623217,,Intermediate,,13841,,N,50591,1,,,,
13795,,BAO_0000019,,,0,,CHEMBL623218,,Autocuration,,10431,,U,22224,1,,,,
13796,,BAO_0000019,,,0,,CHEMBL623913,,Autocuration,,10431,,U,22224,1,,,,
13797,,BAO_0000019,,,0,,CHEMBL623914,,Autocuration,,10431,,U,22224,1,,,,
13798,,BAO_0000100,,,0,,CHEMBL623915,,Autocuration,,8826,,U,22229,1,,,,
13799,,BAO_0000100,,,0,,CHEMBL624080,,Autocuration,,8826,,U,22229,1,,,,
13800,,BAO_0000019,,,0,,CHEMBL624081,,Autocuration,,9884,,U,22224,1,,,,
13801,Homo sapiens,BAO_0000218,,,1,,CHEMBL624082,,Intermediate,,9827,,N,50587,1,,,,
13802,Homo sapiens,BAO_0000218,,,1,,CHEMBL625054,,Intermediate,,10009,,N,50587,1,,,,
13803,,BAO_0000019,,,0,,CHEMBL877485,,Autocuration,,10009,,U,22224,1,,,,
13804,Mus musculus,BAO_0000218,,,1,,CHEMBL625055,,Intermediate,,10009,,N,50594,1,,,,
13805,Mus musculus,BAO_0000218,,,1,,CHEMBL625056,,Intermediate,,10009,,N,50594,1,,,,
13806,Homo sapiens,BAO_0000218,,,1,,CHEMBL625057,,Intermediate,,10009,,N,50587,1,,,,
13807,,BAO_0000019,,,0,,CHEMBL625058,,Autocuration,,10009,,U,22224,1,,,,
13808,Mus musculus,BAO_0000218,,,1,,CHEMBL625059,,Intermediate,,10009,,N,50594,1,,,,
13809,Mus musculus,BAO_0000218,,,1,,CHEMBL629536,,Intermediate,,10009,,N,50594,1,,,,
13810,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629537,,Intermediate,,11510,,N,50597,1,,,,
13811,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629538,,Intermediate,,11510,,N,50597,1,,,,
13812,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629539,,Intermediate,,11510,,N,50597,1,,,,
13813,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL874445,,Intermediate,,11510,,N,50597,1,,,,
13814,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629540,,Intermediate,,11510,,N,50597,1,,,,
13815,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629541,,Intermediate,,11510,,N,50597,1,,,,
13816,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629542,,Intermediate,,11510,,N,50597,1,,,,
13817,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630243,,Intermediate,,11510,,N,50597,1,,,,
13818,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630244,,Intermediate,,11510,,N,50597,1,,,,
13819,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630245,,Intermediate,,11510,,N,50597,1,,,,
13820,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630246,,Intermediate,,11510,,N,50597,1,,,,
