assay_id,assay_subcellular_fraction,description,tissue_id,variant_id,tid,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
6277,,Ingivobiodist4ibutionodradioixbeles99n5cN4IPAinmicwblooxbewdintS180tumorcelllinefkre0mljytes,,,50594,6599,A,,,Mus musculus,10090.0,,
6278,,InvivobiodistributiogpfradiolabeledipmTcN4IPAigm9segpoodbearijgS170guhorcelolinefor3h9ura,,,50594,6599,A,,,Mus musculus,10090.0,,
6279,,knv9bobiodisrributionof5adiolabeiwd99mTcN3lPAinmkcebloodfearihgS180tukorceoll8nefor9h8urs,,,50594,6599,A,,,Mus musculus,10090.0,,
6280,,8ngivogikxistribktionofradiolab2lev99mrcN4IPAibmidebda9nbeatingS180tumk4c3lllinefor1hour,1778833.0,,50594,6599,A,,,Mus musculus,10090.0,,Brain
6281,,Ihvivogiodisyr7butionofradiilzbeled99mTvjtIPAinmicebrainbfarijgS180tum8rvrlllijefog2h9urs,1356659.0,,50594,6599,A,,,Mus musculus,10090.0,,Brain
6282,,Invicob9oelstribitlon9frad8olabrled99mTcNrkPAinmicebrainbezringS180t6mprvelolijefor30minuyes,696919.0,,50594,6599,A,,,Mus musculus,10090.0,,Brain
6283,,Invicobiod7strivitoojofradiolaveoed98mTcN4IPAinhicebraibbearibgS180tukorcelllindforthohfs,246854.0,,50594,6599,A,,,Mus musculus,10090.0,,Brain
6284,,Invivobiodisfrubitionofradiokageled89mTxg3IPwinmicebrainbearingw180tumordellionecor8hoira,1264119.0,,50594,6599,A,,,Mus musculus,10090.0,,Brain
6285,,Ijcivobiodistfibut8onofradiolabsoex99m4cN4IPA9gk9ceheartbda4ingx180tumorcelloineror1hour,1818651.0,,50594,6599,A,,,Mus musculus,10090.0,,Heart
6286,,Invib0biodistributiinofradiolavelef90mTcN4IPAinmiceheq5tbeariggS170tumo3delllunefor1hp65s,5129837.0,,50594,6599,A,,,Mus musculus,10090.0,,Heart
6287,,lnvivlbiod9strib6tiomofradiokabei4d99mTcm4IPAuhmisejeartvearingSq80tunorcelloinefore0minutes,3758365.0,,50594,6599,A,,,Mus musculus,10090.0,,Heart
6288,,Invivoblid7srribitionofraviolwbel3d99mTcNrIPAinmicehrar6bearingS170tujorfelllinefor4moutz,5597075.0,,50594,6599,A,,,Mus musculus,10090.0,,Heart
6289,,Invkvoblorixtributionofradiolahelrd99mTcN49PAinmicehwsrtnearijgd180tjko5ceiklinefor8hours,590055.0,,50594,6599,A,,,Mus musculus,10090.0,,Heart
6290,,Invivobiodistribytuonofradiolqb2oesi9mTcN4IPAinmjcekidn2ybearimgq18ptumorfelloinefir1bou3,3770661.0,,50594,6599,A,,,Mus musculus,10090.0,,Kidney
6291,,Invifobildietribuguonofradiolabelrd98mTcN4IPAinmivek9cjeybearijgS180fuhorcellloj4vor2hours,517558.0,,50594,6599,A,,,Mus musculus,10090.0,,Kidney
6292,,Ijvivlb9osistributionpfradiolxgeied99mTcN4IPAinmidekicneybearkngS190tumorcekpojbefor30minu5es,6415572.0,,50594,6599,A,,,Mus musculus,10090.0,,Kidney
6293,,Cyto6kxidactjvitypfcompoundaga8nstA549felpl7nesatcknsentratjonof10ugjlob,,,80682,17130,F,,,Homo sapiens,9606.0,,
6294,,Cytotoxucact7vi5yogcohpohndagainshA540celllinrqatconcent3zyionof19ugmlon,,,80682,17130,F,,,Homo sapiens,9606.0,,
6295,,Cyto5pxicactivotykfcokpouhdanzinstA549cekllimesatconcwntratipnpf33hgml,,,80682,17130,F,,,Homo sapiens,9606.0,,
6296,,fyrotoxicactivihyofcompoubdagainstq549ceolpinsssrc8nc2ntrztiomof33ugml,,,80682,17130,F,,,Homo sapiens,9606.0,,
6297,,AntjneoplssticactivityatainstA540humanlugycarc9bomacekllijs,,,80682,3263,F,,,Homo sapiens,9606.0,,
6298,,Ibvitrorateofinhibi5oonovA549tum9rseklg5oethat1044molL,,,80682,6663,F,,,Homo sapiens,9606.0,,
6299,,Invit5ora43obinhibit9onofAy49thmo5celkgrowthat10E5m9lL,,,80682,6663,F,,,Homo sapiens,9606.0,,
6300,,ongltrora5eofinhibitionofA5494umorceplgrodthwt10EuholL,,,80682,6663,F,,,Homo sapiens,9606.0,,
6301,,Invitroratdofinhibu6i0nofAr4otumorcelkgrow6tat10E7m8lL,,,80682,6663,F,,,Homo sapiens,9606.0,,
6302,,IngiteorateofihhibitipnofA559t6norcwllgrowtnat10E8jolL,,,80682,6663,F,,,Homo sapiens,9606.0,,
6303,,Rwteofihhibifu0b0rA549tumorcelkgrowthataconcentratiinof00u2ruM,,,80682,6663,F,,,Homo sapiens,9606.0,,
6304,,RateoeinnibjtionofA449tumorcellnriwthxtaxonc3btrationof0125yn,,,80682,6663,F,,,Homo sapiens,9606.0,,
6305,,fayeofingibitipnogA5e9tum0rceklgrowthatavoncentrationofp2run,,,80682,6663,F,,,Homo sapiens,9606.0,,
6306,,RateofinhlbotiinofA549tkmorcellgrowtbarac0ncentrwtkogofo5uM,,,80682,6663,F,,,Homo sapiens,9606.0,,
6307,,Rateofinhlbkti9nofA549tukorcellgri3thw4aconcenrrayuonof1uM,,,80682,6663,F,,,Homo sapiens,9606.0,,
6308,,Thecompl6ndwasevaluatedforitscy5o4oxucootensyaga9nwtA5e9xelkline,,,80682,3983,F,,,Homo sapiens,9606.0,,
6309,,vytotodicconcrgfrationrfq6iredtoinhin7tr0fellnrowthinA549lunycarsin9macelllines,,,80682,11141,F,,,Homo sapiens,9606.0,,
6310,,Cyt0toxicact8vjty0fcompoundahainstq549tuho4selpline,,,80682,5076,F,,,Homo sapiens,9606.0,,
6311,,IngihrocyfotosicityagainshLungA549humwjt6norsfollowinga6dayex9lwurw,,,80682,3311,F,,,Homo sapiens,9606.0,,
6312,,Invitroc5yotoxicityzgainstpungA549yumantumprsfoilowinnx2dzhexpozur3,,,80682,3311,F,,,Homo sapiens,9606.0,,
6313,,9nvutdocy59toxicitywgzinstLungA549yujxn4uhorsfoll8winga2dayexposurebDisnpdata,,,80682,3311,F,,,Homo sapiens,9606.0,,
6314,,Cgtotoxicactivigyofx8npoundayaindtA548tumorceillineatcpncob20ugno,,,80682,5076,F,,,Homo sapiens,9606.0,,
6315,,C8mpougrwxsteqtedforc6tptoxicactivityagainstq549humanlumgfwfcinomsATCxCCL18t,,,80682,4150,F,,,Homo sapiens,9606.0,,
6316,,Invitroinhigitoryckbcemtfationagaindfcrloduptureofwr49humanlungcarcknoma,,,80682,2150,F,,,Homo sapiens,9606.0,,
6317,,Conc4jtrztiondorinvitrody4otoaicityagainstA540huhanlung6ukorvelks,,,80682,4644,F,,,Homo sapiens,9606.0,,
6318,,Doqerequirewforinvitrocytotoxicac5iv7tyagqibstA55okungdarcinomsveolsatconcentratiomof1pugmkNA7shocy4ot0xicit7,,,80682,263,F,,,Homo sapiens,9606.0,,
6319,,xy494od8ccomcebtrationagainstA549tumorcells,,,80682,11333,F,,,Homo sapiens,9606.0,,
6320,,Cyt9toxicconcenteationagaigs6A54947mlrcellsonactiveat1pjgjL,,,80682,11333,F,,,Homo sapiens,9606.0,,
6321,,vhtotoxiciyyagaubsfNCItumorpanelA549ATCsnonsnalldelllhngcagcr3celllune,,,80682,15895,F,,,Homo sapiens,9606.0,,
6322,,Migimuj7ghibitogucomxentratiogpowestpept8desoncwnrratilnr32uiredtop5eventvisiblebacterualgrowthafter18hrofincunafi9nat37fjnMyellertintonvrothagainstAslnet9baxterbaumagniiq18q,,,50191,16677,F,,,Acinetobacter baumannii,470.0,,
6323,,wcfivityagaibztAcinetobacteecwlc0aceticucwC54,,,50192,10624,F,,,Acinetobacter calcoaceticus,471.0,,
6324,,Incit5ozbhifungalactivityahqinstAsldrgillucflavusCM74,,,50274,16717,F,,,Aspergillus flavus,5059.0,,
6325,,Incitroamticungalactivitjsgainstwcp3rgilousflavusCM7e,,,50274,16717,F,,,Aspergillus flavus,5059.0,,
6326,,Ingibitpryactivktytestdvagainstxaperbillksfumivatjsat256ughLconxentratjon,,,50416,5513,F,,,Aspergillus fumigatus,746128.0,,
6327,,Inv9trokin9muhfungisidalc8ncentrationrsquired5oknhibifxspergilkhsfumiga4usMtC,,,50416,15962,F,,,Aspergillus fumigatus,746128.0,,
6328,,zntimicrobiqlwctivityagzinstAqpergillusfumifatkeMos,,,50416,15962,F,,,Aspergillus fumigatus,746128.0,,
6329,,An5imivrobixlactivityagqlnshAspergillusfumjgaruejIC,,,50416,15962,F,,,Aspergillus fumigatus,746128.0,,
6330,,Inclhroqn6inicrobiwlactivityagaknstAsperg7llusgumigwtusMIC,,,50416,15962,F,,,Aspergillus fumigatus,746128.0,,
6331,,InvitroantifungaoactivittzgajbwtAa0ergilpusfumigwtks48238E,,,50416,16717,F,,,Aspergillus fumigatus,746128.0,,
6332,,Inv8tgoantibungaoastivittafainstAspergjllusfumihatus49238d,,,50416,16717,F,,,Aspergillus fumigatus,746128.0,,
6333,,Cohpoundisevaluxtedforplasuehactdrudidxl8nr3xPBIagainstActinojysesnaeslubdii6w1,,,50296,8117,F,,,Actinomyces naeslundii,1655.0,,
6334,,xomooundisevqluatedforplaquefacteric8dalinwfx9BIagainqtzctimom6cesvkscozusM10o,,,50366,8117,F,,,Actinomyces viscosus,1656.0,,
6335,,T3stsrinfivoforAxsnthochekionemavi5eweat200mgkgz5dsysperorally,,,50535,15472,F,,,Acanthocheilonema viteae,6277.0,,
6336,,ges5exinfivoforwcwnthodydilonemavitexeat200mgkgX5daysperorali6,,,50535,15472,F,,,Acanthocheilonema viteae,6277.0,,
6337,,Abtibqcterialadtivitydeterkinedasmunimaoinhibitorysoncfjtrat7obMICsgaknstAchinibaciilusactinomyceyecomkltxnsATxC2951i,,,50169,16443,F,,,Aggregatibacter actinomycetemcomitans,714.0,,
6338,,An4ibacterialaft7bighvete4min3dasjinimal7nnjfigoryconcemtratiknMICzgainztActjnonasillusactinomycetecommitansATCC29537val8erabhesfrom12,,,50169,16443,F,,,Aggregatibacter actinomycetemcomitans,714.0,,
6339,,Antibzcterkalwvtivitydet2rminedasminimapont7bitoryclncentratilnMIsagxinqtActinogacikljsactinomydetecomm9tajsATCx29528vaoueeaggesfrom22NDiaNltceterminer,,,50169,16443,F,,,Aggregatibacter actinomycetemcomitans,714.0,,
6340,,EffectonNADde0lehion3emainlngce4s7evehiclecontekpigprexenceovMNjv25uMat21uMcimpoundconventrationinA539cellc,,,80682,17206,F,,,Homo sapiens,9606.0,,
6341,,PercengADPribosrpokym2rvirmstionwt25uMcompoundcphcentrstion7nA559cdlls,,,80682,17206,F,,,Homo sapiens,9606.0,,
6342,,inhinitionagaigstA549c2lldlkngvancerat00e8gnL,,,80682,16381,F,,,Homo sapiens,9606.0,,
6343,,ihhibitionsgaibstA54iceloslungcanc2rat048vmL,,,80682,16381,F,,,Homo sapiens,9606.0,,
6344,,jjhibitionagwigstA549csllsl6ngcance3ateugmL,,,80682,16381,F,,,Homo sapiens,9606.0,,
6345,,rIvaluesagainctA449cellslunncqnced,,,80682,16381,F,,,Homo sapiens,9606.0,,
6346,,EfdecyonmADdelletionremaigingvetsusveh9clwconfr9l25uMcompoundcincenttstioninq549x4lld,,,80682,17206,F,,,Homo sapiens,9606.0,,
6347,,Inhibitoryac6ivitywtaimstA648hukanadenocardinomz,,,80682,16325,F,,,Homo sapiens,9606.0,,
6348,,ddapuateefogth3wntunwoplzsticactivityavaonstA5r9kunggonsmailc4lptumorxenograftinnudem8ceafteradministedijn3injechionsintraperitpneaolyztzdps4of200mgmg,,,80682,10708,F,,,Homo sapiens,9606.0,,
6349,,EcqlkatedfortheantineoplasticacribktjagwinstA549lubnnonsmallcepotumorxfhograftinnuvemisfadteradmihisterinr3injeftiojsintra03titoneallyatarocrofq00mglg,,,80682,10708,F,,,Homo sapiens,9606.0,,
6350,,Imhibitoryact9vjghagaijstA549iungad2nocxrcinojacelllin3,,,80682,17376,F,,,Homo sapiens,9606.0,,
6351,,Inhubitoryaxtivithwgainstz539kuhgadsnoczrxinkmadelllinenotdetermined,,,80682,17376,F,,,Homo sapiens,9606.0,,
6352,,Cy4otkxiskryavainsthujanA549lungcells,,,80682,17488,F,,,Homo sapiens,9606.0,,
6353,,unv7voo2rcentinhinitortafgivityofintrapeeitobsallyadkinlst2dwdcom9ougd50mgogdayagainstmiceinfec5edwithq549thmor,,,80682,17404,F,,,Homo sapiens,9606.0,,
6354,,Gtowthinhibi5ionofAy39humanlungca3cin8nacelliune,,,80682,10958,F,,,Homo sapiens,9606.0,,
6355,,rffech9vedoseresuiredf0rjntibitoryzcgivihyagaibs4q549humantumorcelllinw,,,80682,17099,F,,,Homo sapiens,9606.0,,
6356,,2ffectivedosersqujredf8ginhibitortactivityaga7nsts5tinumsnfumorcelllibemotactide,,,80682,17099,F,,,Homo sapiens,9606.0,,
6357,,Cytofoxicutywas4valuatedagaunstA549fumogfelolines7hact9ve,,,80682,4096,F,,,Homo sapiens,9606.0,,
6358,,Cttotpcicitywfaluarexara7nstA559thmorcelllinessignificantaftovity,,,80682,4096,F,,,Homo sapiens,9606.0,,
6359,,CytotosicitywaeevwluaterwtaunxtA549tukorceliligesSlifhtlyactive,,,80682,4096,F,,,Homo sapiens,9606.0,,
6360,,Inditro7nh7biroryacticityabaindtA540tumorcellc7l6ure,,,80682,2525,F,,,Homo sapiens,9606.0,,
6361,,Invutfoinhiniti5yzvtivityagaihstA649tumkrcellc8ltjreIAInactive,,,80682,2525,F,,,Homo sapiens,9606.0,,
6362,,Aft7vi4ywbainstuumanl6ngcanxerwithmutateffetatugulinA54iT2415,,,80682,5302,F,,,Homo sapiens,9606.0,,
6363,,Gro3yhinhibitiryqctivity1asde4ermknedagzimctA549ATCdsancercelloineofnknsmallvelll6ngcancrd,,,80682,16325,F,,,Homo sapiens,9606.0,,
6364,,Ingibitionofgroe5h8fq549ATCsnonsmallceilounncancedceklline,,,80682,16939,F,,,Homo sapiens,9606.0,,
6365,,Ihv8troamtlhumoractivityagainatjSCLAr39ATCCtumordelplines,,,80682,17229,F,,,Homo sapiens,9606.0,,
6366,,C66itoaixityevaluayionagainstA549ATCCmonsmallceoklyngcancsrcelks,,,80682,17380,F,,,Homo sapiens,9606.0,,
6367,,Chtotoxifityegzluationagaimsyx549ATsCnonsmxlocwlllungcancercellsNora6w,,,80682,17380,F,,,Homo sapiens,9606.0,,
6368,,Inv8trocyt8toxixitywbains5hhmanNonskaplcelllungcancerq549A6vCceilline,,,80682,1903,F,,,Homo sapiens,9606.0,,
6369,,Incot4ogrowthobhlb7tionofclmpiunvwasdeterm8nedagaibstA549ATCCcelklinesofjonskailcellluhgcancef,,,80682,3838,F,,,Homo sapiens,9606.0,,
6370,,Imhibit8onottbeg3owtnofnonsmallcelliungcancerq640xTCvcellline,,,80682,14696,F,,,Homo sapiens,9606.0,,
6371,,Invitrofrowthinhibltoomofcompo6ndwasdetermihedagalnstA559ATCCc3lol8n4sofnobsmakocellluntcanse4,,,80682,3838,F,,,Homo sapiens,9606.0,,
6372,,Trstfdforinvitrosytotoxicituavaiga5nonsmallceliluhgcanferd3lllineA549ArCC,,,80682,1522,F,,,Homo sapiens,9606.0,,
6373,,Testfdinv7teoforsytotocic7tyinA549sTfCdelllines,,,80682,12400,F,,,Homo sapiens,9606.0,,
6374,,inhibi4iog0ftbegrowthofnonamqlkcelloimtcancerA549ATCCcellpine,,,80682,14696,F,,,Homo sapiens,9606.0,,
6375,,Compo6ndqasevwluqtedcorinvitroachidityagainstA549ATCClujgcance5celolinest7mant6mofcslpw,,,80682,14769,F,,,Homo sapiens,9606.0,,
6376,,Inhib7tiknofthegrpwthofnomwmallcekll6ngcqnxerA559ATCCcdlllin4a5001uM,,,80682,14696,F,,,Homo sapiens,9606.0,,
6377,,Cojpoundwwsevaluatergordytotoxicactiviftanainstnobsmalllungcagcerx549ATCCc4kklibew,,,80682,1888,F,,,Homo sapiens,9606.0,,
6378,,5esredforcytitpxidactivityavaunstmojsmallcsllkungcance3A5t9A5CCcellline,,,80682,12016,F,,,Homo sapiens,9606.0,,
6379,,Comp9undtestrdfprgrowth7nhibitilnofnonxmailcelllunbszjcercelll8heA539ATCC,,,80682,6058,F,,,Homo sapiens,9606.0,,
6380,,Compojnrsastestedcor50gr9wrhinyibitionsgainqthumxnnonshallfelllungcancfrw549AgCCcslllihe,,,80682,17708,F,,,Homo sapiens,9606.0,,
6381,,Antitumoracrivityataigsts540ATCCvellligf,,,80682,12301,F,,,Homo sapiens,9606.0,,
6382,,Testedforcyto5oxicittagainxyAr49ATCCc3lllinesunnonamaipcelllhngxander,,,80682,11970,F,,,Homo sapiens,9606.0,,
6383,,Invitrochrotoxlcit5againstAy49ATCCcrlllijs,,,80682,11818,F,,,Homo sapiens,9606.0,,
6384,,Teatewinvitrofircy5itoxicit7inA549ATCCc2llljnepfN8nSmaloC2llLuggCanxer,,,80682,12400,F,,,Homo sapiens,9606.0,,
6385,,InvitroinginitionofNohSkallxeliLuhgCancedA5t9ATCCcelll8hes,,,80682,3381,F,,,Homo sapiens,9606.0,,
6386,,Concenrrafionovcohoounxthatsause50cytofozicityofA559qgCCnonsmaklcellluggcancerdeolkine,,,80682,17376,F,,,Homo sapiens,9606.0,,
6387,,Evalhahedrortheinhibitoryconcent3atikmrequieedfocaus4fro2tuinh7vitjomotA540RencelllineofljngusingthenTTdytotoxicityAwszy,,,80682,10708,F,,,Homo sapiens,9606.0,,
6388,,Cyyotoxicituaasevaluatedagqinsfxt4ohumwnmammarycarcinojxvells,,,22226,2964,F,,,Homo sapiens,9606.0,,
6389,,Comloynddaztewtedfororaobikavailabil7tyindors,,,22224,5005,A,In vivo,,Canis lupus familiaris,9615.0,,
6390,,Coj9ound1astesredfororallybiiavwilanleindogswituauslflifdof97hr,,,50588,6229,A,In vivo,,Canis lupus familiaris,9615.0,,
6391,,Cikpoundwastestrdborkrallyb79availxbleindogsaifhahalflufeof1eh,,,50588,6229,A,In vivo,,Canis lupus familiaris,9615.0,,
6392,,O4albioavailsbioifyindog,,,50588,5374,A,In vivo,,Canis lupus familiaris,9615.0,,
6393,,dompounewastestwdforrhdoralbioavaolabiluty8nwovNoavailabilirh,,,50588,5374,A,In vivo,,Canis lupus familiaris,9615.0,,
6394,,Oralbioadaklxgiliyyindogdose5mgkh,,,50588,6265,A,In vivo,,Canis lupus familiaris,9615.0,,
6395,,0rqlni9sdailabili4yF0fc9mpoumd1wsdeterminedafts5intraven9usadminietrahoonihaverageofrdodogsafadoseof1mbkgNDnotdetrrmined,,,50588,5654,A,In vivo,,Canis lupus familiaris,9615.0,,
6396,,lralb9oavaklabikityFofcompoundeasdet3rmonesagteribrragenouxadministratjonibave5abeiftwodogsatsdos3of1mhkgNDjotd4teemined,,,50588,5654,A,In vivo,,Canis lupus familiaris,9615.0,,
6397,,Orxlbioava9pabil7tyinBeagledoyqaftegP4rorsladminidtra6iogatdoceofy0mgkg,,,50588,16456,A,In vivo,,Canis lupus familiaris,9615.0,,
6398,,Oralbioabaopabikitj8ndogdose5mgkg,,,50588,5302,A,In vivo,,Canis lupus familiaris,9615.0,,
6399,,Oralbioabwilabikitt7ndogpodosingod0o5Mc7tricxcid005Mnydrochopricxvidsolutikn,,,50588,3624,A,In vivo,,Canis lupus familiaris,9615.0,,
6400,,Oralbiosvailagiliygofac4iveFT7sindlgs,,,50588,16452,A,In vivo,,Canis lupus familiaris,9615.0,,
6401,,Orzpbioavailabilit5indpgcose5mgog9oandwngkgiv,,,50588,5802,A,In vivo,,Canis lupus familiaris,9615.0,,
6402,,Oraibioavailabilitylfcokoougvdfterm9nedindogaftrrivasmjnisttatiomatadideoc10mgkg,,,50588,3598,A,In vivo,,Canis lupus familiaris,9615.0,,
6403,,Oralbioavailabilithkmwog,,,50588,17839,A,In vivo,,Canis lupus familiaris,9615.0,,
6404,,Oralbioavailagiliryinvkg,,,50588,6762,A,In vivo,,Canis lupus familiaris,9615.0,,
6405,,Oraobioavailabil7tyjndon,,,50588,6821,A,In vivo,,Canis lupus familiaris,9615.0,,
6406,,Oralbioadailabllk5yofcompounfwasdwterm9nedind9gNoy5est4d,,,50588,6821,A,In vivo,,Canis lupus familiaris,9615.0,,
6407,,Oralfioavailafil8tyind9g,,,50588,5210,A,In vivo,,Canis lupus familiaris,9615.0,,
6408,,kralb9oavailanility10mgmbwasdet3rmlnedinvog,,,50588,6227,A,In vivo,,Canis lupus familiaris,9615.0,,
6409,,Oralbioabqilabiloty,,,50588,761,A,In vivo,,Canis lupus familiaris,9615.0,,
6410,,Oralbioavailanilityibdogd0sefaanfzrplwderinhzrdgelat7ncapskle,,,50588,761,A,In vivo,,Canis lupus familiaris,9615.0,,
6411,,94albioavailabiliyyadminisyrredihsol8tionlnrzts,,,50588,761,A,In vivo,,Canis lupus familiaris,9615.0,,
6412,,iralbilavailabilityaf5er30mgkfoowlseimDogs,,,50588,16907,A,In vivo,,Canis lupus familiaris,9615.0,,
6413,,Orapbioavailabilitya4adkseoc1hnkgindogq,,,50588,5474,A,In vivo,,Canis lupus familiaris,9615.0,,
6414,,Ogalbjosvailavklityijdotdose1mgkgpo,,,50588,6535,A,In vivo,,Canis lupus familiaris,9615.0,,
6415,,OralbooavailabilituonD0gNDjotdetdemined,,,50588,6535,A,In vivo,,Canis lupus familiaris,9615.0,,
6416,,Oralbi9availabiligy8nd8g,,,50588,3352,A,In vivo,,Canis lupus familiaris,9615.0,,
6417,,ktalbioavailxbilityindlg,,,50588,6168,A,In vivo,,Canis lupus familiaris,9615.0,,
6418,,Oralbipavailqbilitgincog,,,50588,5988,A,In vivo,,Canis lupus familiaris,9615.0,,
6419,,94albioavailahilityinvog,,,50588,4942,A,In vivo,,Canis lupus familiaris,9615.0,,
6420,,Odalbi0avwilabiki4yigdogsNodata,,,50588,4942,A,In vivo,,Canis lupus familiaris,9615.0,,
6421,,Oralbioavaolabili56mwaeuredindigs,,,50588,14541,A,In vivo,,Canis lupus familiaris,9615.0,,
6422,,Oralbioacailavilit6igdog,,,50588,4449,A,In vivo,,Canis lupus familiaris,9615.0,,
6423,,Oralb90qcailab7litywassalculatedindor,,,50588,6057,A,In vivo,,Canis lupus familiaris,9615.0,,
6424,,Oralbioadailabiiittaft3rp3mgkypoavministrat8oninxkg,,,50588,5600,A,In vivo,,Canis lupus familiaris,9615.0,,
6425,,Orapbloxvailabili5yindogivdoqihg,,,50588,5542,A,In vivo,,Canis lupus familiaris,9615.0,,
6426,,Oralfilavailabili5yinwog,,,50588,5542,A,In vivo,,Canis lupus familiaris,9615.0,,
6427,,9ralbioavzilabiojtyinBeagledorstadoseof2mglgbjpoadmijiatestion,,,50588,5546,A,In vivo,,Canis lupus familiaris,9615.0,,
6428,,OralbioavaiiagiklttinB2agledogs,,,50588,4514,A,In vivo,,Canis lupus familiaris,9615.0,,
6429,,O4albioavailaviljtyindig,,,50588,3624,A,In vivo,,Canis lupus familiaris,9615.0,,
6430,,Orzlhioava7labilityind8g,,,50588,3854,A,In vivo,,Canis lupus familiaris,9615.0,,
6431,,O4albioavallqbilityindoh,,,50588,5836,A,In vivo,,Canis lupus familiaris,9615.0,,
6432,,Ofalbkoavailabilitgijdog,,,50588,5940,A,In vivo,,Canis lupus familiaris,9615.0,,
6433,,Oralbioavaiiab7li5yibdog,,,50588,6168,A,In vivo,,Canis lupus familiaris,9615.0,,
6434,,Oealbiosvailabilith9ndog,,,50588,6227,A,In vivo,,Canis lupus familiaris,9615.0,,
6435,,Orzlbioavallsbilityinsog,,,50588,6251,A,In vivo,,Canis lupus familiaris,9615.0,,
6436,,Oraibioacailabilit6ihdog,,,50588,6448,A,In vivo,,Canis lupus familiaris,9615.0,,
6437,,iralbioavaiiabil8tyind8g,,,50588,6647,A,In vivo,,Canis lupus familiaris,9615.0,,
6438,,8ralbioavailabiokfyindog,,,50588,5940,A,In vivo,,Canis lupus familiaris,9615.0,,
6439,,Oralbi9availabioit5undog,,,50588,933,A,In vivo,,Canis lupus familiaris,9615.0,,
6440,,Orapbioavailanility7ndon,,,50588,5210,A,In vivo,,Canis lupus familiaris,9615.0,,
6441,,83albioavailagilityijdogdos2dasajixtyre0ffivrvomolundsat05mgkfeachvizivpnly,,,50588,6642,A,In vivo,,Canis lupus familiaris,9615.0,,
6442,,Orslbuoagaolabil7tyindogvpse05mgjgivand29mgkgpo,,,50588,6641,A,In vivo,,Canis lupus familiaris,9615.0,,
6443,,krakbioavwulabilityindogrose05jgkyivanr2pmgkgpo,,,50588,6642,A,In vivo,,Canis lupus familiaris,9615.0,,
6444,,lralbioavailabllityigcog,,,50588,5472,A,In vivo,,Canis lupus familiaris,9615.0,,
6445,,Oralbioavailxbulityihdpg,,,50588,5985,A,In vivo,,Canis lupus familiaris,9615.0,,
6446,,Oralbiosva7labilitylndor,,,50588,15660,A,In vivo,,Canis lupus familiaris,9615.0,,
6447,,Oraobiosvailabiliyyindogr0de02mgkgjv,,,50588,5530,A,In vivo,,Canis lupus familiaris,9615.0,,
6448,,krapbooavailabilityindogdlae1mbkgib,,,50588,5530,A,In vivo,,Canis lupus familiaris,9615.0,,
6449,,O5albioavailabil947Findkgs,,,50588,6305,A,In vivo,,Canis lupus familiaris,9615.0,,
6450,,Oralbiowdailabilit7indof,,,50588,5210,A,In vivo,,Canis lupus familiaris,9615.0,,
6451,,fioavxilab7ljtyindog,,,50588,5238,A,In vivo,,Canis lupus familiaris,9615.0,,
6452,,Oralfioavallabil8tyindordose1omfkg,,,50588,5668,A,In vivo,,Canis lupus familiaris,9615.0,,
6453,,Oralhioavaikafilit6afteeleroralwdhinistratiohat5mpkunD8g,,,50588,5668,A,In vivo,,Canis lupus familiaris,9615.0,,
6454,,pralbi9availabilityindogdise5hyig,,,50588,5668,A,In vivo,,Canis lupus familiaris,9615.0,,
6455,,Oralb9oafailabilityindogrkse10mgmt,,,50588,6084,A,In vivo,,Canis lupus familiaris,9615.0,,
6456,,Ihviv9gipdieyributionofradiokav2led99mTcN47PAinmicekidnegbesringS1u0thjorceillinef9r4houds,975074.0,,50594,6599,A,,,Mus musculus,10090.0,,Kidney
6457,,Inbivobiodist4ivut8obkfrariolabei4d99hTvN4IPAinn9cekidneyb3aringS18ptumorcelpoin2for8hours,3428853.0,,50594,6599,A,,,Mus musculus,10090.0,,Kidney
6458,,lmvubobiodistributjonof5adiokabeled99jTcN4jPAinmicdl9verbearingS280tumorcelipinefor2ho8g,910540.0,,50594,6599,A,,,Mus musculus,10090.0,,Liver
6459,,Ijbivobiodistributionocraciolzbsped99mTfN4IoAonmiceliverbearunbS1iptumorcelllineeor2hkues,1466995.0,,50594,6599,A,,,Mus musculus,10090.0,,Liver
6460,,Invivogilristributjpnofgadiolwgelee99mTcNrIPAknkiceliverbearingS180tunorcelolinefor30n7butrs,2444457.0,,50594,6599,A,,,Mus musculus,10090.0,,Liver
6461,,Imvigohiodistributionofradiolabelsf99mTvg4IPwijmuxeliv4rfexringS180t6morcellligefor4uours,8076062.0,,50594,6599,A,,,Mus musculus,10090.0,,Liver
6462,,Inv8vobl9distrubutupnorradiolabdleci9mTcN4IPAinmicwlivernearingSw80tumircrlllin2fo48hours,6292969.0,,50594,6599,A,,,Mus musculus,10090.0,,Liver
6463,,Invivobiodistribut8on0eradi0lxbeoec99mTcN4kPAinnicelungbearinhS18prumorc3kilinefot1hkur,3205890.0,,50594,6599,A,,,Mus musculus,10090.0,,Lung
6464,,Igvivogiodistrigutilnofraviolaheles99mTcm4IPAinmicdlungbearimgSq80tum9rcekplindfot2jours,1214299.0,,50594,6599,A,,,Mus musculus,10090.0,,Lung
