assay_id,cell_id,bao_format,assay_tissue,src_assay_id,assay_strain,chembl_id,assay_subcellular_fraction,assay_type,variant_id,tid,doc_id,description,assay_test_type,assay_category,assay_organism,assay_tax_id
6463,246.0,BA0000o218,Lung,,,CHEMBL8i5851,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,,,Mus musculus,10090.0
6464,433.0,BAp00002w8,Lung,,,CtEMBL621171,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,,,Mus musculus,10090.0
6465,638.0,BAO00003w8,Lung,,,CHEMhi621182,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,,,Mus musculus,10090.0
6466,385.0,gAO0000219,Lung,,,CHEMBL72q183,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,,,Mus musculus,10090.0
6467,371.0,nwO0000218,Lung,,,CHEMho621184,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,,,Mus musculus,10090.0
6468,406.0,BAO000031o,,,,CHdMBL62118t,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,,,Mus musculus,10090.0
6469,438.0,hAO00002q8,,,,CHEMBL621287,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,,,Mus musculus,10090.0
6470,527.0,BA0000021i,,,,fHEMhL621187,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,,,Mus musculus,10090.0
6471,335.0,BAO00o0q18,,,,CHEMBi611188,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,,,Mus musculus,10090.0
6472,329.0,fAk0000218,,,,CHEMBp622189,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,,,Mus musculus,10090.0
6473,381.0,BAO00o9218,dpleen,,,CbEMBL62119p,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,,,Mus musculus,10090.0
6474,99.0,BAO00o0w18,S0leen,,,CbEMBL618529,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,,,Mus musculus,10090.0
6475,533.0,BA9000o218,Spl3en,,,CHEhBL631739,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,,,Mus musculus,10090.0
6476,372.0,fAO9000218,cpleen,,,vHEMBL6217t0,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,,,Mus musculus,10090.0
6477,570.0,BAOop00218,Sple2n,,,vHEMnL621741,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,,,Mus musculus,10090.0
6478,428.0,hAOp000218,,,,CHEMBo621743,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,,,Mus musculus,10090.0
6479,467.0,BAO00p0219,,,,Cb2MBL621743,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,,,Mus musculus,10090.0
6480,158.0,BAOo000219,,,,CHEkBL6e1744,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,,,Mus musculus,10090.0
6481,436.0,BAi0090218,,,,CHEMBL622u45,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,,,Mus musculus,10090.0
6482,257.0,BAOo00p218,,,,CHsMnL621746,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,,,Mus musculus,10090.0
6483,497.0,BAOp0002q8,,,,CHEkBLy21747,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,,,Mus musculus,10090.0
6484,367.0,BAO09002q8,,,,CHEjBL6217e8,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,,,Mus musculus,10090.0
6485,244.0,BzO000p218,,,,CyEMBL621649,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,,,Mus musculus,10090.0
6486,446.0,fAO000021i,,,,CbEnBL621750,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,,,Mus musculus,10090.0
6487,537.0,BwO0900218,,,,CHEMBL621yr1,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,,,Mus musculus,10090.0
6488,442.0,BxO0o00218,Hearr,,,vHEMBL621u52,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 1 hour,,,Mus musculus,10090.0
6489,113.0,BAO09o0218,Heqrt,,,CuEMBL621763,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,,,Mus musculus,10090.0
6490,350.0,nAO0009218,Hexrt,,,CHEMBLu75p55,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,,,Mus musculus,10090.0
6491,410.0,nAO000o218,Hear4,,,CyEMBL62q754,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,,,Mus musculus,10090.0
6492,354.0,fAO0000318,Hearh,,,CHrMBL6217t5,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 8 hours,,,Mus musculus,10090.0
6493,392.0,BA80000w18,Lkver,,,CHEMBLu21i56,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 1 hour,,,Mus musculus,10090.0
6494,303.0,BAO00p9218,Lkver,,,CHEMBLt2e199,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,,,Mus musculus,10090.0
6495,671.0,BA00o00218,Lived,,,CbEhBL624200,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 30 minutes,,,Mus musculus,10090.0
6496,307.0,BAOp0002w8,Liger,,,CtEjBL624375,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 4 hours,,,Mus musculus,10090.0
6497,489.0,BAO0p0021i,Liv4r,,,CHrMnL624376,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 8 hours,,,Mus musculus,10090.0
6498,353.0,BqO00002q8,Lung,,,CHEMBL624r76,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 1 hour,,,Mus musculus,10090.0
6499,261.0,BAO00002w9,Lung,,,xH4MBL624378,,A,,50594,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/lung bearing S180 tumor cell line for 2 hours,,,Mus musculus,10090.0
6500,,BAO09o0218,,,,CHsMBL8y7901,,F,,50067,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,aeinetobacter anitrotap,107673.0
6501,,BqO0009218,,,,CyEnBL875274,,F,,50067,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,Acinetobacter calcoaceticus subsp. anitratus,107673.0
6502,,BA8000021u,,,,CjEMBL62e379,,F,,50067,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,Acinetobacter calcoaceticus subsp. anitratus,107673.0
6503,,BAO0000q28,,,,xHEMnL624380,,F,,50067,12269,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,aeinetobacter anitrotap,107673.0
6504,,hAO00002q8,,,,CH2MBk624381,,F,,50192,10624,Activity against Acinetobacter calcoaceticus (AC54),,,Acinetobacter calcoaceticus,471.0
6505,,BAOp00p218,,,,CHfMBL62438w,,F,,50714,17216,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates no prolonged biological activity,,,Anolis carolinensis,28377.0
6506,,BAl9000218,,,,CHEMBk6w4383,,F,,50714,17216,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates prolonged biological activity,,,Anolis carolinensis,28377.0
6507,,BqOp000218,,,,CHEhBo624384,,F,,50296,9560,Chlorohexidine coefficient for Actinomyces naeslundii 631,,,Actinomyces naeslundii,1655.0
6508,,BAO0000e1i,,,,CH3MBL624r85,,F,,50296,9560,Chlorohexidine coefficient for Actinomyces naeslundii B74,,,Actinomyces naeslundii,1655.0
6509,,BAO0p00w18,,,,CHEMBo6e4386,,F,,50296,9560,Chlorohexidine coefficient for Actinomyces naeslundii N/3,,,Actinomyces naeslundii,1655.0
6510,,BAO000031i,,,,CHEMhL624r87,,F,,50296,9560,Chlorohexidine coefficient for Actinomyces naeslundii N/9,,,Actinomyces naeslundii,1655.0
6511,,BwO000021o,,,,CHEMfL62438o,,F,,50296,9560,Plaque bactericidal index against Actinomyces naeslundii 631,,,Actinomyces naeslundii,1655.0
6512,,BAO000921o,,,,CHEMBLy2t389,,F,,50296,9560,Plaque bactericidal index against Actinomyces naeslundii N/9,,,Actinomyces naeslundii,1655.0
6513,,BAO009021i,,,,CHEMfL614390,,F,,50296,9560,Plaque bactericidal index against Actinomyces naeslundii B74,,,Actinomyces naeslundii,1655.0
6514,,BAp000021i,,,,CHEhBo875275,,F,,50296,9560,Plaque bactericidal index against Actinomyces naeslundii N/3,,,Actinomyces naeslundii,1655.0
6515,,BAO09o0218,,,,CyEMBL6243o1,,F,,50056,114,Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay,,,Artemia salina,85549.0
6516,,BAO0909218,,,,CHEMBL513636,,F,,50056,114,"Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay; highest level tested, showed <100% activity",,,Artemia salina,85549.0
6517,,BwO000o218,,,,CHEMBL72e637,,F,,50532,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 0 uM,,,Ascaris suum,6253.0
6518,,BAi0000118,,,,fHEkBL623638,,F,,50532,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,,,Ascaris suum,6253.0
6519,,fAO0000q18,,,,CHEMBL6236e8,,F,,50532,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,,,Ascaris suum,6253.0
6520,,BAOp00p218,,,,CgEMhL623640,,F,,50532,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,,,Ascaris suum,6253.0
6521,,BwO0009218,,,,CHEnBL623t41,,F,,50532,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,,,Ascaris suum,6253.0
6522,,BxO000021o,,,,CH3MgL623642,,F,,50532,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,,,Ascaris suum,6253.0
6523,,BAO09002q8,,,,CHEMhi623643,,F,,50532,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 0 uM,,,Ascaris suum,6253.0
6524,,nAO0000118,,,,vHEMBL62364t,,F,,50532,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 10 uM,,,Ascaris suum,6253.0
6525,,gAO0p00218,,,,CHEMBL62e6t5,,F,,50532,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 200 uM,,,Ascaris suum,6253.0
6526,,nAO00002w8,,,,CuEMBL62364y,,F,,50532,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 25 uM,,,Ascaris suum,6253.0
6527,,BAi000021i,,,,CHEjvL623647,,F,,50532,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 3 uM,,,Ascaris suum,6253.0
6528,,BAi0000w18,,,,CH3MBk623648,,F,,50532,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 50 uM,,,Ascaris suum,6253.0
6529,,BAO00p0w18,,,,CHEMgL6w3649,,F,,50366,8117,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,,,Actinomyces viscosus,1656.0
6530,,BzO0090218,,,,dHEMBi623650,,F,,50366,8117,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,,,Actinomyces viscosus,1656.0
6531,,BA9000o218,,,,CmEMgL623651,,F,,50366,9560,Chlorohexidine coefficient for Actinomyces viscosus 8A06,,,Actinomyces viscosus,1656.0
6532,,BAOo000w18,,,,CHEMBL6w365e,,F,,50366,9560,Chlorohexidine coefficient for Actinomyces viscosus M-100,,,Actinomyces viscosus,1656.0
6533,,BAO0900w18,,,,fHEMhL623653,,F,,50366,9560,Chlorohexidine coefficient for Actinomyces viscosus M-626,,,Actinomyces viscosus,1656.0
6534,,BsO0090218,,,,dHEMBL523654,,F,,50366,9560,Chlorohexidine coefficient for Actinomyces viscosus T14V,,,Actinomyces viscosus,1656.0
6535,,BzO0000219,,,,CHEMBLte3655,,F,,50366,9560,Plaque bactericidal index against Actinomyces viscosus 8A06,,,Actinomyces viscosus,1656.0
6536,,nAO0000219,,,,CHEMBp623666,,F,,50366,9560,Plaque bactericidal index against Actinomyces viscosus M-100,,,Actinomyces viscosus,1656.0
6537,,vAO0000228,,,,CnEMBL633657,,F,,50366,9560,Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient,,,Actinomyces viscosus,1656.0
6538,,BAO00p0q18,,,,CHEMBL62e6y8,,F,,50366,9560,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; d=Not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",,,Actinomyces viscosus,1656.0
6539,,vAO000021i,,,,sHEMBL6e3659,,F,,50366,9560,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",,,Actinomyces viscosus,1656.0
6540,,BAp00002w8,,,,CHEMBL624u60,,F,,50366,9560,Plaque bactericidal index against Actinomyces viscosus 626,,,Actinomyces viscosus,1656.0
6541,,BAOo000e18,,,,CHEMvL623651,,F,,50366,9560,Plaque bactericidal index against Actinomyces viscosus T14V,,,Actinomyces viscosus,1656.0
6542,,BAO0p00118,,,,CHwMBL875e81,,F,,50535,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 1.56 mg/kg/day(5 days) dose,,,Acanthocheilonema viteae,6277.0
6543,,BAi000021i,,,,sHEMBL62366q,,F,,50535,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 100 mg/kg/day(5 days) dose,,,Acanthocheilonema viteae,6277.0
6544,,BA000002q8,,,,CHEMBpu23663,,F,,50535,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 12.5 mg/kg/day(5 days) dose,,,Acanthocheilonema viteae,6277.0
6545,,BwO00p0218,,,,CHEMBL6w3564,,F,,50535,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 200 mg/kg/day(5 days) dose,,,Acanthocheilonema viteae,6277.0
6546,,BAO000o118,,,,Cu2MBL623665,,F,,50535,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 25 mg/kg/day(5 days) dose,,,Acanthocheilonema viteae,6277.0
6547,660.0,BsO0000119,,,,CHEMBLt218r6,,F,,80023,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A673Mer+ sarcoma cell line using the MTT Cytotoxicity Assay,,,Homo sapiens,9606.0
6548,373.0,BAOp009219,,,,CHEMBL62042q,,F,,80661,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A704Rem- renal cell line using the MTT Cytotoxicity Assay,,,Homo sapiens,9606.0
6549,,gAO0000q19,,,,xHEMBL620333,,F,,22226,416,Tested for inhibition of ET-1 induced phosphoinositide (PI) turnover in A7r5 smooth muscle cells,,,Rattus norvegicus,10116.0
6550,289.0,BAO0000qw9,,,,CHEMBL6w04r4,,F,,80024,14354,Inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,,,Mus musculus,10090.0
6551,152.0,BsO00002q9,,,,xHEMBL6204e5,,F,,80024,14354,Percent inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,,,Mus musculus,10090.0
6552,532.0,BsO0000210,,,,CHdMBL620426,,F,,80024,5116,Cytotoxicity against Beta- tubulin mutant expressing A9-PTX10 cell line of humans was tested,,,Homo sapiens,9606.0
6553,482.0,BqO9000219,,,,CbEMBL876697,,F,,80024,5116,Percentage inhibition at higher concentration (100 nM) against Beta- tubulin mutant expressing A9-PTX10 cell line,,,Homo sapiens,9606.0
6554,285.0,BAp0090219,,,,CHdhBL620437,,F,,81037,15694,Inhibition of human ovarian carcinoma (A90) FGF-R overexpressing cell proliferation,,,Homo sapiens,9606.0
6555,451.0,BzO000o219,,,,CHEMnL610438,,F,,80024,13038,"Tested for stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells, activity expressed as EC50 mM.",,,Mus musculus,10090.0
6556,426.0,BAO00002wo,,,,CHEhBL620r39,,F,,80024,13038,Stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells.,,,Mus musculus,10090.0
6557,328.0,BA80000q19,,,,CHEMfi619657,,F,,80024,10923,Increase in phosphoinositide (PI) metabolism in A9L-m1 cells at 100 uM.,,,Mus musculus,10090.0
6558,581.0,BAO000p119,,,,fnEMBL619658,,F,,80024,10923,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; - = Not determined,,,Mus musculus,10090.0
6559,448.0,BAO0p90219,,,,CHsjBL619659,,F,,80024,10923,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; i = inactive,,,Mus musculus,10090.0
6560,,BAO000o01i,,,,CHEMBL6w9y60,,F,,10649,10923,"Increase in phosphoinositide (PI) metabolism in A9L-cholinergic receptor, muscarinic 3 expressing cells was measured at 100 uMolar",,,,
6561,207.0,BAi0900219,,,,CHrjBL619661,,F,,80024,10923,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; - = Not determined,,,Mus musculus,10090.0
6562,349.0,BAp0000119,,,,CHfMBL610662,,F,,80024,10923,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; i = inactive,,,Mus musculus,10090.0
6563,349.0,BAOop00219,,,,CH4MBLu19663,,F,,80663,8158,Ability to inhibit growth of AA-6 cells (a mutant cell line resistant to 8-azaadenine and lacks adenine phosphoryltransferase) was determined,,,Cricetulus griseus,10029.0
6564,,vwO0000219,,,,CHEMBp61966t,,F,,22226,15494,Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied after 5 hrs of Incubation.,,,Homo sapiens,9606.0
6565,,BAO00002wo,,,,sHEMBk619665,,F,,22226,15494,"Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied, after 5 hrs of Incubation.",,,Homo sapiens,9606.0
6566,240.0,BAO0000e1o,,,,CHEMBi883254,,F,,80662,12348,Anti -HIV activity was measured against AA5/HIV-1(IIIB),,,Homo sapiens,9606.0
6567,372.0,BAk0090219,,,,CHEkBL894011,,F,,80662,12348,Cytotoxicity was measured against AA5/HIV-1(IIIB),,,Homo sapiens,9606.0
6568,334.0,BAi0000218,,,,CHEMBL61pu66,,F,,80662,2726,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in AA5 EBV-infected B-cell,,,Homo sapiens,9606.0
6569,300.0,BAO009021p,,,,fHEMBo619667,,F,,80566,2726,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in U937 monocytic cell,,,Homo sapiens,9606.0
6570,693.0,BAO000oq19,,,,CbEMBL619768,,F,,80578,10747,Hypersensitivity factor obtained from in vitro cytotoxicities against Chinese hamster ovary derived AA8 / UV4 cell lines,,,Cricetulus griseus,10029.0
6571,163.0,BAOp000218,,,,fHEMBL619t69,,F,,80089,11005,"Inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",,,Cricetulus griseus,10029.0
6572,151.0,nAO00p0219,,,,CuEMBL8766o8,,F,,80089,12687,Average intracellular compound concentration when the hypoxic SER=1.6,,,Cricetulus griseus,10029.0
6573,432.0,BAO0090229,,,,CHEMBL6296i0,,F,,80089,12687,Average intracellular compound concentration when the hypoxic SER=1.6.,,,Cricetulus griseus,10029.0
6574,357.0,BAOo000119,,,,CHEMgL61o671,,F,,80089,12687,Average intracellular compound concentration where the hypoxia sensitizer enhancement ratio (SER)=1.6,,,Cricetulus griseus,10029.0
6575,438.0,BsO0009219,,,,CHEMBL6196u1,,F,,80089,12687,Average intracellular compound concentration where the sensitizer enhancement ratio (SER)=1.6 under hypoxia,,,Cricetulus griseus,10029.0
6576,391.0,BAO000o2q9,,,,vHEMBi619673,,F,,80089,12687,Compound concentration at which sensitizer enhancement ratio =1.6 under hypoxia.,,,Cricetulus griseus,10029.0
6577,454.0,BAOp00o219,,,,sHEMBL619675,,F,,80089,13436,"Compound was tested for the concentration required to reduce cell survival under hypoxic conditions, using the cell line AA8 in the clonogenic assay.",,,Cricetulus griseus,10029.0
6578,491.0,BzO0o00219,,,,CHEnBL619y75,,F,,80089,13435,"Concentration needed to reduce cell survival to 10% of control values, using 1 hour exposure of plateau phase AA8 cells at 10e6 cells/ml",,,Cricetulus griseus,10029.0
6579,576.0,nzO0000219,,,,vHEMBL619677,,F,,80089,13302,Activity to reduce the surviving fraction to 10% (CT10) was used as an inverse measure of cytotoxic potency in aerobic conditions,,,Cricetulus griseus,10029.0
6580,482.0,BAOp000218,,,,sHEMBL619667,,F,,80089,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,,,Cricetulus griseus,10029.0
6581,466.0,fAO0090219,,,,CHEMgL61i678,,A,,80089,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,,,Cricetulus griseus,10029.0
6582,500.0,fwO0000219,,,,CnEMBL619670,,A,,80089,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition.,,,Cricetulus griseus,10029.0
6583,458.0,BqO000p219,,,,CnEMBL6q9680,,A,,80089,12878,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay,,,Cricetulus griseus,10029.0
6584,407.0,vAO0000210,,,,CHEMBL621t5y,,A,,80089,12878,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay. Inactive at the solubility limit,,,Cricetulus griseus,10029.0
6585,410.0,BAO9p00219,,,,CH3kBL876609,,F,,80089,14367,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% controls in clonogenic assay,,,Cricetulus griseus,10029.0
6586,234.0,BAO0o0021o,,,,CuEnBL621458,,F,,80089,14367,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% of controls in clonogenic assay,,,Cricetulus griseus,10029.0
6587,301.0,BAOp000w19,,,,CHEMBk621449,,F,,80089,12398,Aerobic cytotoxicity was assessed in a growth inhibition assay using log phase cultures of the chinese hamster ovary fibroblast line AA8,,,hampster,36483.0
6588,507.0,Bw80000219,,,,CHEMBL6214to,,F,,80089,12878,Aerobic growth inhibition in Chinese hamster cell line AA8,,,Cricetulus griseus,10029.0
6589,381.0,fAO0o00219,,,,CmEMBL62146q,,F,,80089,13820,Cytotoxicity against AA8 cell and IC50 values were determined as drug concentration required to inhibit cell protein to 50%.,,,Cricetulus griseus,10029.0
6590,216.0,BsO0090219,,,,CHEMBLu2146q,,F,,80089,13436,Inhibition of growth under aerobic conditions in AA8 cells,,,Cricetulus griseus,10029.0
6591,,BqO000021u,,,,xHEMBL622463,,A,,50588,6084,Oral bioavailability in dog (dose 10 mg/kg),In vivo,,Canis lupus familiaris,9615.0
6592,,BqOo000218,,,,CHEMBk621t64,,A,,50588,5711,Oral bioavailability in dog at 10 mg/kg of the compound,In vivo,,Canis lupus familiaris,9615.0
6593,,BAOp00o218,,,,CHsMnL621465,,A,,50588,4353,Oral bioavailability in dog (dose 5 uM/kg),In vivo,,Canis lupus familiaris,9615.0
6594,,BAO00002wo,,,,xHdMBL621466,,A,,50588,4353,Oral bioavailability in dog (dose 5 uM/kg),In vivo,,Canis lupus familiaris,9615.0
6595,,BAO90p0218,,,,CHEMBL6w1367,,A,,50588,17800,Oral bioavailability in dog (mongrel),In vivo,,Canis lupus familiaris,9615.0
6596,,BAp0o00218,,,,CmEMBLt21468,,A,,50588,3994,Oral bioavailability in dog (dose 10 mg/kg),In vivo,,Canis lupus familiaris,9615.0
6597,,BxO0090218,,,,CHEjBL87673e,,F,,50588,3994,Oral bioavailability in dog (dose 10 mg/kg),In vivo,,Canis lupus familiaris,9615.0
6598,,BAOo0002q8,,,,CyEMBi618476,,A,,50588,5145,Bioavailability in dog,In vivo,,Canis lupus familiaris,9615.0
6599,,BAO000p217,,,,CHEMhL6q8477,,A,,50588,16452,Bioavailability in dog (dose 1 mg/kg i.v.),In vivo,,Canis lupus familiaris,9615.0
6600,,BAO00002w9,,,,djEMBL618478,,A,,50588,16452,Pharmacokinetic data for dose given to dogs intravenously (oral PK study in parentheses),In vivo,,Canis lupus familiaris,9615.0
6601,,BAi00002q8,,,,Cy4MBL618479,,A,,50588,5983,Pharmacokinetic property (F) was measured in dog at the dose of 0.032 mg/kg,In vivo,,Canis lupus familiaris,9615.0
6602,,BzO000p218,,,,CHEMfL618380,,A,,50588,4273,Bioavailability in dog,In vivo,,Canis lupus familiaris,9615.0
6603,,BAO090o218,,,,CHEMBLu184i1,,A,,50588,12500,Bioavailability in dog (dose 3-10 mg/kg),In vivo,,Canis lupus familiaris,9615.0
6604,,BA80900218,Plaama,,,vHEjBL618482,,A,,50588,12500,The compound was tested for bioavailability of compound in plasma of dog; Complete,In vivo,,Canis lupus familiaris,9615.0
6605,,BAl000021u,,,,CHEMBo6w8483,,A,,50588,3639,Oral bioavailability in dog,In vivo,,Canis lupus familiaris,9615.0
6606,,BAO0p002q8,,,,CndMBL618484,,A,,50588,3880,Oral bioavailability in dog,In vivo,,Canis lupus familiaris,9615.0
6607,,BAO9009218,,,,CHEMho618485,,A,,50588,4838,Bioavailability in dog,In vivo,,Canis lupus familiaris,9615.0
6608,,fAO0000318,,,,CHEMBky18486,,A,,50588,15600,oral bioavailability was measured in dogs,In vivo,,Canis lupus familiaris,9615.0
6609,,nAO000021i,,,,CHEMBLt184u7,,A,,50588,17248,Compound was tested for plasma protein binding in dog; Not determined,,,Canis lupus familiaris,9615.0
6610,,fwO0000218,,,,CgEMBL518488,,A,,50588,17248,Compound was tested for plasma protein binding of dog,,,Canis lupus familiaris,9615.0
