Fiscal year,Organisation name,Division name,Amount spent,Desertification (marker),Programming process (new),Division ID,Project Browser country ID,Regional program (marker),PBA type,Untied amount(Project-level budget),Participatory development and good governance,FSTC percent,Gender equality (marker),Sector percent,ICT as a tool for development (marker),Branch name,Organisation sub-class,CountryRegion name,Section name,CIDA business delivery model (old),Continent ID,Section ID,Organisation type,Status,Project number,Maximum CIDA contribution (project-level),Branch ID,Fund centre ID,Fund centre name,IRTC percent,CFLI (marker),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker)
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,CG,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,CI,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,CI,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,CM,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,CM,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,CV,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,CV,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,DJ,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,DJ,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,DZ,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,DZ,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,EG,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,EG,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,EH,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,EH,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,ER,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,ER,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,ET,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,ET,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,GA,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,GA,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,GH,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,GH,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,GM,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,GM,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,GN,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,GN,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,GQ,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,GQ,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,GW,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,GW,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,KE,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,KE,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,KM,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,KM,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,LR,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,LR,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,LS,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,LS,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,MA,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,MA,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,MG,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,MG,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,ML,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,ML,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,MR,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,MR,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,MU,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,MU,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,MW,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,MW,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,MZ,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,MZ,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,NE,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,NE,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,NG,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,NG,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,RW,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,RW,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,SC,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,SC,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,SD,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,SD,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,SL,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,SL,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,SN,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,SN,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
