Fiscal year,CIDA business delivery model (old),CountryRegion ID,Biodiversity (marker),Organisation name,Division ID,Programming process (new),Division name,Continent ID,Section ID,Project number,Trade development (marker),Branch name,Continent name,CountryRegion percent,Status,Maximum CIDA contribution (project-level),Branch ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Responsive,MZ,0,UNICEF - United Nations Children's Fund,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5250,M012328001,0,MFM Global Issues and Development,Africa,0.19,Terminating,105000000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,105000000.0,0.35,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,MZ,0,UNICEF - United Nations Children's Fund,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5250,M012328001,0,MFM Global Issues and Development,Africa,0.19,Terminating,105000000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,105000000.0,0.35,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,MZ,0,UNICEF - United Nations Children's Fund,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5250,M012328001,0,MFM Global Issues and Development,Africa,0.19,Terminating,105000000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,105000000.0,0.35,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,NE,0,UNICEF - United Nations Children's Fund,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5250,M012328001,0,MFM Global Issues and Development,Africa,0.14,Terminating,105000000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,105000000.0,0.35,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,NE,0,UNICEF - United Nations Children's Fund,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5250,M012328001,0,MFM Global Issues and Development,Africa,0.14,Terminating,105000000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,105000000.0,0.35,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,NE,0,UNICEF - United Nations Children's Fund,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5250,M012328001,0,MFM Global Issues and Development,Africa,0.14,Terminating,105000000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,105000000.0,0.35,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,NE,0,UNICEF - United Nations Children's Fund,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5250,M012328001,0,MFM Global Issues and Development,Africa,0.14,Terminating,105000000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,105000000.0,0.35,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Department of Foreign Affairs and International Trade,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Treasury Board Secretariat,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Department of Foreign Affairs and International Trade,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Treasury Board Secretariat,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Department of Foreign Affairs and International Trade,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Treasury Board Secretariat,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Department of Foreign Affairs and International Trade,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Treasury Board Secretariat,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Department of Foreign Affairs and International Trade,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Treasury Board Secretariat,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Department of Foreign Affairs and International Trade,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Treasury Board Secretariat,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Department of Foreign Affairs and International Trade,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Treasury Board Secretariat,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,X1,0,Information not available,D5430,Uncoded: Pre-APP,MED Economic Development,2,S1079,M012360001,0,MFM Global Issues and Development,Africa,1.0,Closed,542098.82,B5100,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X1,0,WHO - World Health Organization,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5250,M012374001,0,MFM Global Issues and Development,Africa,0.1,Terminating,14500000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,14500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,Responsive,X2,0,WHO - World Health Organization,D5240,Uncoded: Pre-APP,MND Health&Nutrition,1,S5250,M012374001,0,MFM Global Issues and Development,America,0.05,Terminating,14500000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,14500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,Responsive,X3,0,WHO - World Health Organization,D5240,Uncoded: Pre-APP,MND Health&Nutrition,3,S5250,M012374001,0,MFM Global Issues and Development,Asia,0.8,Terminating,14500000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,14500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,Responsive,X4,0,WHO - World Health Organization,D5240,Uncoded: Pre-APP,MND Health&Nutrition,5,S5250,M012374001,0,MFM Global Issues and Development,Europe,0.05,Terminating,14500000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,14500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,Responsive,X1,0,International Development Research Centre,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5245,M012376001,0,MFM Global Issues and Development,Africa,1.0,Closed,3000000.0,B5100,MNG Global Health,0,5247,Global Health - INIT,3000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X1,0,International Development Research Centre,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5245,M012376001,0,MFM Global Issues and Development,Africa,1.0,Closed,3000000.0,B5100,MNG Global Health,0,5247,Global Health - INIT,3000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X1,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,2,S5302,M012385001,0,MFM Global Issues and Development,Africa,0.5,Closed,500000.0,B5100,*Peace Building Fund Section,0,5302,*Peace Building Fund,500000.0,0.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X2,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,1,S5302,M012385001,0,MFM Global Issues and Development,America,0.15,Closed,500000.0,B5100,*Peace Building Fund Section,0,5302,*Peace Building Fund,500000.0,0.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X3,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,3,S5302,M012385001,0,MFM Global Issues and Development,Asia,0.3,Closed,500000.0,B5100,*Peace Building Fund Section,0,5302,*Peace Building Fund,500000.0,0.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X4,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,5,S5302,M012385001,0,MFM Global Issues and Development,Europe,0.05,Closed,500000.0,B5100,*Peace Building Fund Section,0,5302,*Peace Building Fund,500000.0,0.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X1,0,Parliamentary Centre,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,2,S5330,M012389001,0,MFM Global Issues and Development,Africa,1.0,Closed,820000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,820000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Responsive,X1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5434,M012438001,0,MFM Global Issues and Development,Africa,0.48,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5434,M012438001,0,MFM Global Issues and Development,Africa,0.48,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5434,M012438001,0,MFM Global Issues and Development,Africa,0.48,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5434,M012438001,0,MFM Global Issues and Development,Africa,0.48,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X2,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012438001,0,MFM Global Issues and Development,America,0.14,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X2,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012438001,0,MFM Global Issues and Development,America,0.14,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X2,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012438001,0,MFM Global Issues and Development,America,0.14,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X2,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012438001,0,MFM Global Issues and Development,America,0.14,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X3,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5434,M012438001,0,MFM Global Issues and Development,Asia,0.19,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X3,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5434,M012438001,0,MFM Global Issues and Development,Asia,0.19,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X3,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5434,M012438001,0,MFM Global Issues and Development,Asia,0.19,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X3,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5434,M012438001,0,MFM Global Issues and Development,Asia,0.19,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X4,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,5,S5434,M012438001,0,MFM Global Issues and Development,Europe,0.19,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X4,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,5,S5434,M012438001,0,MFM Global Issues and Development,Europe,0.19,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X4,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,5,S5434,M012438001,0,MFM Global Issues and Development,Europe,0.19,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,X4,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,5,S5434,M012438001,0,MFM Global Issues and Development,Europe,0.19,Terminating,10000000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Core Funding,X2,0,IDB - Inter-American Development Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012445001,0,MFM Global Issues and Development,America,1.0,Operational,37920000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5437,Inter-American Development Bank-Core,37920000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,0
2009/2010,Responsive,X1,0,Canadian Red Cross Society,D5240,Uncoded: Pre-APP,MND Health&Nutrition,2,S5250,M012456001,0,MFM Global Issues and Development,Africa,1.0,Closed,20000000.0,B5100,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Core Funding,X1,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,2,S5330,M012460001,0,MFM Global Issues and Development,Africa,0.5,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X1,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,2,S5330,M012460001,0,MFM Global Issues and Development,Africa,0.5,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X1,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,2,S5330,M012460001,0,MFM Global Issues and Development,Africa,0.5,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X1,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,2,S5330,M012460001,0,MFM Global Issues and Development,Africa,0.5,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X2,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,1,S5330,M012460001,0,MFM Global Issues and Development,America,0.15,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X2,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,1,S5330,M012460001,0,MFM Global Issues and Development,America,0.15,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X2,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,1,S5330,M012460001,0,MFM Global Issues and Development,America,0.15,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X2,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,1,S5330,M012460001,0,MFM Global Issues and Development,America,0.15,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X3,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,3,S5330,M012460001,0,MFM Global Issues and Development,Asia,0.3,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X3,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,3,S5330,M012460001,0,MFM Global Issues and Development,Asia,0.3,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X3,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,3,S5330,M012460001,0,MFM Global Issues and Development,Asia,0.3,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X3,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,3,S5330,M012460001,0,MFM Global Issues and Development,Asia,0.3,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X4,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,5,S5330,M012460001,0,MFM Global Issues and Development,Europe,0.05,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X4,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,5,S5330,M012460001,0,MFM Global Issues and Development,Europe,0.05,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
