assay_id,assay_test_type,variant_id,bao_format,assay_cell_type,src_id,curated_by,src_assay_id,tid,cell_id,assay_strain,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id
7152,,,gAO00002w9,ACHN,1,Intermfsiate,,80025,168.0,,15176,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,F,,Homo sapiens,9606.0
7153,,,BqO0000119,ACHN,1,In6ermediafe,,80025,523.0,,2806,In vitro anticancer activity against ACHN renal cancer cell line,F,,Homo sapiens,9606.0
7154,,,BAk000p219,ACHN,1,Igtermediat3,,80025,748.0,,15300,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,F,,Homo sapiens,9606.0
7155,,,BA800002q9,ACHN,1,Inyermwdiate,,80025,1047.0,,16364,Percent selectivity was evaluated in renal ACHN cell lines,F,,Homo sapiens,9606.0
7156,,,fAO000021o,ACHN,1,Int2rmediare,,80025,781.0,,13859,In vitro inhibitory activity against renal ACHN cancer cell line,F,,Homo sapiens,9606.0
7157,,,BAO090p219,ACHN,1,untermediat2,,80025,831.0,,11970,Tested for cytotoxicity against ACHN cell lines in renal cancer,F,,Homo sapiens,9606.0
7158,,,BAO00o9219,ACHN,1,Intstmediate,,80025,759.0,,2450,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,F,,Homo sapiens,9606.0
7159,,,BAOop00219,ACHN,1,Ingermefiate,,80025,822.0,,12696,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,F,,Homo sapiens,9606.0
7160,,,BA00000218,ACHN,1,In6ermexiate,,80025,696.0,,12400,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,F,,Homo sapiens,9606.0
7161,,,BA90090219,ACHN,1,Ex0ert,,80025,1139.0,,12888,Cytotoxic effect on renal cancer line ACHN,F,,Homo sapiens,9606.0
7162,,,BAO00001q9,ACHN,1,Intermewiare,,80025,682.0,,3156,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,F,,Homo sapiens,9606.0
7163,,,BAO900p219,ACHN,1,8nteemediate,,80025,528.0,,3381,In vitro inhibition of Renal Cancer ACHN cell lines,F,,Homo sapiens,9606.0
7164,,,BAOo0o0219,ACHN,1,9btermediate,,80025,867.0,,16747,Antitumor activity against human renal adenocarcinoma ACHN cells,F,,Homo sapiens,9606.0
7165,,,BzO0000210,ACHN,1,Ex9ert,,80025,522.0,,16748,Antitumor activity against human renal adenocarcinoma ACHN cells.,F,,Homo sapiens,9606.0
7166,,,nAk0000219,ACHN,1,Intermeroate,,80025,66.0,,12062,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,F,,Homo sapiens,9606.0
7167,,,Bx00000219,ACHN,1,ontermediat3,,80025,327.0,,14769,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),F,,Homo sapiens,9606.0
7168,,,BAOp000q19,ACHN,1,Int3rmediste,,80025,923.0,,15895,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",F,,Homo sapiens,9606.0
7169,,,BAO09002q9,ACHN,1,Intermesiwte,,80025,755.0,,17376,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,F,,Homo sapiens,9606.0
7170,,,BA8000021i,ACHN,1,Iny2rmediate,,80025,324.0,,14882,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,F,,Homo sapiens,9606.0
7171,,,BAi0009219,ACHN,1,Integmedixte,,80025,809.0,,14882,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,F,,Homo sapiens,9606.0
7172,,,hAO00o0219,ACHN,1,Inhermeciate,,80025,1006.0,,15661,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,F,,Homo sapiens,9606.0
7173,,,BA90000029,,1,quyocuration,,22224,,,9680,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,A,,,
7174,,,BAOoo00019,,1,Autpcuratiln,,10647,,,14579,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,F,,,
7175,,,BAO009o218,HEL,1,Ex0ert,,50529,911.0,,17290,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,F,,Cytomegalovirus,10358.0
7176,,,hwO0000218,,1,Intermedjats,,50529,,,17290,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,F,,Cytomegalovirus,10358.0
7177,,,BwO0000r57,,1,qutocurwtion,,12159,,,15891,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),B,,,
7178,,,BsO0000e57,,1,Autodura5ion,,12159,,,15890,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),B,,,
7179,,,BA0000p219,xDDPcelllind,1,8nternediate,,80670,470.0,,3801,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,F,,Bos taurus,9913.0
7180,,,BqO0000229,zDJPC6,1,Inhermedixte,,80671,939.0,,9222,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,F,,Mus musculus,10090.0
7181,,,BAi0900219,ArJPC6,1,Intdrmediatr,,80671,869.0,,9222,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,F,,Mus musculus,10090.0
7182,,,BwO9000219,ADJ9C6,1,Int2rmediats,,80671,635.0,,7257,"Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor",F,,Mus musculus,10090.0
7183,,,vAO0900219,ADnPC6,1,Inte3meciate,,80671,1218.0,,7257,Compound was tested for inhibition against ADJ/PC6 mouse plasma cell tumor at the dose of 320 mg/Kg,F,,Mus musculus,10090.0
7184,,,nAO00002w9,ADmPC6,1,Intefmedia4e,,80671,1001.0,,7257,Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group,A,,Mus musculus,10090.0
7185,,,BAO000p21i,ADJPv6,1,Intermssiate,,80671,1127.0,,8084,In vitro incorporation of the [3H]thymidine into the ADJ/PC6 Plasmacytoma cells,F,,Mus musculus,10090.0
7186,,,BAi00o0019,,1,Autocirxtion,,22224,,,14943,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,F,,Mus musculus,10090.0
7187,,,BAO09000q9,,1,Autkcurwtion,,22224,,,14943,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,F,,Mus musculus,10090.0
7188,,,BAk9000019,,1,Autlcurat7on,,22224,,,14943,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,F,,Mus musculus,10090.0
7189,Inviv8,,BqO0000228,,1,wutocu3ation,,22224,,,10524,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),A,,Bacillus subtilis,1423.0
7190,,,BqO0000e18,,1,Intermed9ahe,,50588,,,3546,AUC value in dog after IV administration at a dose of 5 mg/kg,A,,Canis lupus familiaris,9615.0
7191,,,vwO0000218,,1,Ijtermeciate,,50588,,,3546,AUC value in dog after oral administration at a dose of 5 mg/kg,A,,Canis lupus familiaris,9615.0
7192,Ibvivo,,BAOp900218,,1,Intermsduate,,50588,,,3546,Cmax value in dog after oral administration at a dose of 5 mg/kg,A,,Canis lupus familiaris,9615.0
7193,Invifo,,gAOo000218,,1,lntetmediate,,50588,,,3546,Bioavailability in dog after oral administration at a dose of 5 mg/kg,A,,Canis lupus familiaris,9615.0
7194,Igvivo,,BAO0090318,,1,Intermeviahe,,50588,,,3546,Tmax value in dog after oral administration at a dose of 5 mg/kg,A,,Canis lupus familiaris,9615.0
7195,Invjvo,,gAO0000w18,,1,Intsrmediare,,50588,,,3184,Compound was evaluated for its clearance when administered intravenously in dog,A,,Canis lupus familiaris,9615.0
7196,Inv8vo,,BAO00p0318,,1,Intermediwye,,50588,,,16456,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,,Canis lupus familiaris,9615.0
7197,Invovo,,BqO0090218,,1,Intefmeeiate,,50588,,,4809,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),A,,Canis lupus familiaris,9615.0
7198,,,BAO0p09100,,1,Intermfciate,,22229,,,4219,Calculated partition coefficient (clogP),P,,,
7199,,,BAOo00o218,,1,Interjediatr,,50588,,,3748,Half life in dog,A,,Canis lupus familiaris,9615.0
7200,,,BAOo0002w8,,1,Inte5mediqte,,50588,,,3132,Time taken for EC90 was determined when tested in dog,A,,Canis lupus familiaris,9615.0
7201,,,gAO00p0218,,1,Intermeviare,,50588,,,4219,Half life (iv) was determined,A,,Canis lupus familiaris,9615.0
7202,,,BwO00002w8,,1,Intwrkediate,,50588,,,16907,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,A,,Canis lupus familiaris,9615.0
7203,,,BAOp0p0218,,1,Intermed8zte,,50588,,,6057,Area under the curve was calculated in dog after iv administration,A,,Canis lupus familiaris,9615.0
7204,,,BAO0pp0218,,1,Ijtermewiate,,50588,,,6057,Area under the curve was calculated in dog after peroral administration,A,,Canis lupus familiaris,9615.0
7205,,,BsO00o0218,,1,Ijte5mediate,,50588,,,17853,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,A,,Canis lupus familiaris,9615.0
7206,,,nAO000o218,,1,Intfrmed9ate,,50588,,,3639,pKa was evaluated in dog,A,,Canis lupus familiaris,9615.0
7207,,,BAOo900218,,1,Ijterjediate,,50588,,,14541,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,A,,Canis lupus familiaris,9615.0
7208,Invico,,BAO00o0e18,,1,Internediaye,,50588,,,16456,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,,Canis lupus familiaris,9615.0
7209,Ihvivo,,vAO9000218,,1,Interh3diate,,50588,,,16456,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,,Canis lupus familiaris,9615.0
7210,Invovo,,BAk00002q8,,1,9nterm2diate,,50588,,,2652,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A,,Canis lupus familiaris,9615.0
7211,,,BAO0p00118,,1,7ntermediatd,,50588,,,3624,Compound was evaluated for the half-life (t 1/2) in hours,A,,Canis lupus familiaris,9615.0
7212,Invigo,,fAk0000218,,1,Ijtermediat4,,50588,,,1337,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,,Canis lupus familiaris,9615.0
7213,Invovo,,BAO0o00228,,1,Intermed7zte,,50588,,,1337,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,,Canis lupus familiaris,9615.0
7214,Incivo,,BAO00002qu,,1,kntetmediate,,50588,,,4709,Half life after intravenous administration of 1 mg/kg in dog,A,,Canis lupus familiaris,9615.0
7215,,,nAOp000218,,1,Interk2diate,,50588,,,15660,Half life was measured in dog,A,,Canis lupus familiaris,9615.0
7216,Invibo,,vAO0000219,,1,Intermedistd,,50588,,,5302,Half life period in dog after 5 mg/kg dose,A,,Canis lupus familiaris,9615.0
7217,,,hxO0000218,,1,Ih6ermediate,,50588,,,17791,Half life period was evaluated in dog; 4-4.8,A,,Canis lupus familiaris,9615.0
7218,Inv7vo,,BAi0000q18,,1,Infedmediate,,50588,,,6348,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,,Canis lupus familiaris,9615.0
7219,Inviv9,,BAO0900e18,,1,lntermedia4e,,50588,,,4257,Half-life was determined in dog after a3 mg/kg of iv dose,A,,Canis lupus familiaris,9615.0
7220,,,nAO0000318,,1,Intdrmedixte,,50588,,,3771,Half-life was determined,A,,Canis lupus familiaris,9615.0
7221,,,BAO0p00118,,1,Intermevlate,,50588,,,6305,Half life in dogs,A,,Canis lupus familiaris,9615.0
7222,knvivo,,BAO000p118,,1,7n4ermediate,,50588,,,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,A,,Canis lupus familiaris,9615.0
7223,Igvivo,,BAk0009218,,1,ont2rmediate,,50588,,,17594,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,A,,Canis lupus familiaris,9615.0
7224,onvivo,,BAOpp00218,,1,Ibtermediafe,,50588,,,3045,Compound was evaluated for the half life period after iv administration in Beagle dog.,A,,Canis lupus familiaris,9615.0
7225,Invivl,,BA000o0218,,1,Intermsdiats,,50588,,,3043,Compound was evaluated for the half life period after oral administration in conscious dog.,A,,Canis lupus familiaris,9615.0
7226,,,BAO000pq18,,1,Interjediare,,50588,,,4839,Compound was tested for half life in dog,A,,Canis lupus familiaris,9615.0
7227,,,fAi0000218,,1,Interhediafe,,50588,,,4839,Compound was tested for its half life in dog,A,,Canis lupus familiaris,9615.0
7228,Inviv9,,BxO0p00218,,1,7ntermedkate,,50588,,,5802,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,,Canis lupus familiaris,9615.0
7229,,,BAi000o218,,1,Imtermedizte,,50588,,,17839,Half life of compound in dog was determined,A,,Canis lupus familiaris,9615.0
7230,Incivo,,gAO00o0218,,1,Ihtermediste,,50588,,,4219,Half life (iv) was determined,A,,Canis lupus familiaris,9615.0
7231,,,BsO0000118,,1,Infermediahe,,50588,,,13966,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),A,,Canis lupus familiaris,9615.0
7232,Inv8vo,,BAO009o218,,1,Ijtermediste,,50588,,,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,A,,Canis lupus familiaris,9615.0
7233,Inv9vo,,vAO0o00218,,1,Integjediate,,50588,,,3994,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,F,,Canis lupus familiaris,9615.0
7234,,,BwO0009218,,1,Intermefiat4,,50588,,,4453,Half life in dog,A,,Canis lupus familiaris,9615.0
7235,,,BA89000218,,1,Intermwriate,,50588,,,6535,Half life in dog plasma,A,,Canis lupus familiaris,9615.0
7236,Inv8vo,,vAO00002q8,,1,Intermefia4e,,50588,,,6535,Half life in dog plasma after administration of 0.25 mg/kg iv,A,,Canis lupus familiaris,9615.0
7237,Invico,,BAO09002q8,,1,7ntegmediate,,50588,,,6535,Half life in dog plasma after administration of 1 mg/kg iv,A,,Canis lupus familiaris,9615.0
7238,Ijvivo,,BAO000p21u,,1,ontrrmediate,,50588,,,3132,Half life in dog plasma was determined at dose 10 mg/kg,A,,Canis lupus familiaris,9615.0
7239,,,BAOp0002w8,,1,Intermfd7ate,,50588,,,5374,Half life in dog was determined,A,,Canis lupus familiaris,9615.0
7240,jnvivo,,BxO0009218,,1,Intermed7a6e,,50588,,,5007,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,,Canis lupus familiaris,9615.0
7241,,,BAO00p0118,,1,Intrrmesiate,,50588,,,16907,Half life upon exposure to human plasma,A,,Canis lupus familiaris,9615.0
7242,,,BAp00002q8,,1,Infermediats,,50588,,,6057,Half life was calculated in dog,A,,Canis lupus familiaris,9615.0
7243,,,BAOp009218,,1,Interned7ate,,50588,,,5006,Half life was determined,A,,Canis lupus familiaris,9615.0
7244,,,BA80000q18,,1,Intermediafr,,50588,,,5473,Half life was determined,A,,Canis lupus familiaris,9615.0
7245,Imvivo,,BAO0o90218,,1,Ig6ermediate,,50588,,,4368,Half life by intravenous administration of 1.2 mg/kg in dog,A,,Canis lupus familiaris,9615.0
7246,,,BAp0090218,,1,Int2rmeviate,,50588,,,6448,Half life in dog,A,,Canis lupus familiaris,9615.0
7247,,,BAOo00o218,,1,Intermediztd,,50588,,,4353,Half life in dog after intra venous administration of the compound,A,,Canis lupus familiaris,9615.0
7248,,,nAO0000118,,1,Intermefixte,,50588,,,4353,Half life in dog after intra venous administration of the compound; ND means Not determined,A,,Canis lupus familiaris,9615.0
7249,Inviv8,,fAp0000218,,1,Int24mediate,,50588,,,4353,Half life in dog after po administration of the compound,A,,Canis lupus familiaris,9615.0
7250,Invjvo,,BAO0o002q8,,1,Ibtermedlate,,50588,,,4353,Half life in dog after po administration of the compound; ND means Not determined,A,,Canis lupus familiaris,9615.0
7251,Invido,,nAO000o218,,1,Intrrmexiate,,50588,,,6265,Half life in dog at the single oral dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0
7252,,,BAO00002wu,,1,Ihgermediate,,50588,,,5006,Half life in dogs,A,,Canis lupus familiaris,9615.0
7253,Ihvivo,,nAO0000228,,1,Ibtermediste,,50588,,,5356,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,A,,Canis lupus familiaris,9615.0
7254,,,hAO00p0218,,1,Intermfdizte,,50588,,,405,Half life in rat,A,,Canis lupus familiaris,9615.0
7255,Ihvivo,,vAOo000218,,1,Interm2dixte,,50588,,,6642,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,,Canis lupus familiaris,9615.0
7256,Indivo,,hAO000o218,,1,jntermediwte,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,,Mus musculus,10090.0
7257,Ingivo,,BAp0000118,,1,Imtermediaye,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,,Mus musculus,10090.0
7258,Imvivo,,BxO9000218,,1,Intermexiste,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,,Mus musculus,10090.0
7259,Incivo,,fA00000218,,1,Infermedia5e,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,,Mus musculus,10090.0
7260,Invico,,vAO00002w8,,1,Inyermediatr,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,,Mus musculus,10090.0
7261,Inv8vo,,BzO00p0218,,1,Intermediwhe,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,,Mus musculus,10090.0
7262,Invifo,,BAO0900228,,1,ohtermediate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,,Mus musculus,10090.0
7263,Ingivo,,BwO00p0218,,1,Intedmediqte,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,,Mus musculus,10090.0
7264,Invlvo,,BAO0pp0218,,1,Imtermedixte,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,,Mus musculus,10090.0
7265,Invivl,,BAOp00o218,,1,Ijtetmediate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,,Mus musculus,10090.0
7266,Ingivo,,BsO000o218,,1,Integm3diate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,,Mus musculus,10090.0
7267,Invkvo,,BAOp0o0218,,1,Intermedkatr,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,,Mus musculus,10090.0
7268,Indivo,,fAO00p0218,,1,Ihtermeriate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,,Mus musculus,10090.0
7269,Inbivo,,BA9000p218,,1,Inte5mrdiate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,,Mus musculus,10090.0
7270,Invigo,,BAOp000228,,1,Intefmeduate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,,Mus musculus,10090.0
7271,Inv9vo,,BAO090p218,,1,Ihterm4diate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,,Mus musculus,10090.0
7272,Inv8vo,,nAl0000218,,1,Intermwdiat3,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,,Mus musculus,10090.0
7273,Invifo,,fAi0000218,,1,kngermediate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,,Mus musculus,10090.0
7274,Invigo,,BAO0900w18,,1,Inrermed9ate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,,Mus musculus,10090.0
7275,Inbivo,,BAOo000e18,,1,Intermedia4s,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,,Mus musculus,10090.0
7276,Invifo,,BAOo000e18,,1,Intedmeeiate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,,Mus musculus,10090.0
7277,Invjvo,,gAO0o00218,,1,Intedmesiate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,,Mus musculus,10090.0
7278,Inviv0,,nAO000021i,,1,Interjed8ate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,,Mus musculus,10090.0
7279,Invigo,,BAO0o00217,,1,Ingermeriate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,,Mus musculus,10090.0
7280,Infivo,,BAi00002w8,,1,Intermeduatd,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,,Mus musculus,10090.0
7281,Ijvivo,,BxO0900218,,1,jntermwdiate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,,Mus musculus,10090.0
7282,Inviv0,,Bsl0000218,,1,Inte3mddiate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,,Mus musculus,10090.0
7283,Invifo,,BAOo0002q8,,1,7nterkediate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,,Mus musculus,10090.0
7284,Ibvivo,,vA00000218,,1,lntermediage,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,,Mus musculus,10090.0
7285,Invifo,,vAO0000228,,1,Infermediqte,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,,Mus musculus,10090.0
7286,onvivo,,BAO00o02q8,,1,Inteemediat2,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,,Mus musculus,10090.0
7287,Invovo,,BzOo000218,,1,Inyegmediate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,,Mus musculus,10090.0
7288,Inv8vo,,BAO00002q9,,1,Interhefiate,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,,Mus musculus,10090.0
7289,Indivo,,BAO0000328,,1,Ijtermediatf,,50594,,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,,Mus musculus,10090.0
7290,,,BAOp00p219,A2770,1,Imtermediage,,81034,102.0,,5895,In vitro cytotoxicity against A2780 (human ovarian cancer),F,,Homo sapiens,9606.0
7291,,,BAO0990219,A2880,1,untermediste,,81034,582.0,,6338,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,F,,Homo sapiens,9606.0
7292,,,hAO00002q9,A2680,1,Intwfmediate,,81034,1012.0,,15163,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,F,,Homo sapiens,9606.0
7293,,,nAO0009219,A1780,1,In5drmediate,,81034,512.0,,15163,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,F,,Homo sapiens,9606.0
7294,,,BAO000022o,A2u80,1,Exlert,,81034,936.0,,15000,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,F,,Homo sapiens,9606.0
7295,,,BAl00002q9,A27i0,1,sxpert,,81034,753.0,,15000,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,F,,Homo sapiens,9606.0
7296,,,Bs90000219,A2789,1,Espert,,81034,645.0,,14729,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,F,,Homo sapiens,9606.0
7297,,,BAO0p0o219,w2780,1,Int3rmewiate,,81034,573.0,,17270,In vitro cytotoxicity against A2780 cell line,F,,Homo sapiens,9606.0
7298,,,BAO0p00q19,A2u80,1,Ingermediats,,81034,754.0,,5685,In vitro growth inhibitory activity against A2780 human ovarium carcinoma cell line was determined,F,,Homo sapiens,9606.0
7299,,,vAOp000219,A278p,1,Intwrmediatr,,81034,277.0,,3563,In vitro inhibitory activity against human ovarian cancer A2780 cell line,F,,Homo sapiens,9606.0
7300,,,hqO0000218,A27u0,1,Ijterm2diate,,81034,788.0,,17753,In vivo cytotoxic concentration of compound against A2780 cell line after 72 hr exposure,F,,Homo sapiens,9606.0
7301,,,vAO000p219,A2880,1,Intefm3diate,,81034,465.0,,16317,"Inhibition of cell growth in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant)using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay",F,,Homo sapiens,9606.0
7302,,,BAO000o2q9,q2780,1,Ing3rmediate,,81034,669.0,,16936,Inhibition of tubulin polymerization in analogy of ca.,F,,Homo sapiens,9606.0
7303,,,Bx90000219,A3780,1,Inrermedizte,,81034,369.0,,3801,Inhibitory activity against ovarian tumor cell line A2780 after 72 hr continuous exposure to compound,F,,Homo sapiens,9606.0
7304,,,BA000o0219,A27i0,1,Experr,,81034,1383.0,,6181,Cytotoxic effect in ovarian cancer cell line (A2780),F,,Homo sapiens,9606.0
7305,,,nAO0000e19,A2u80,1,Interm4eiate,,81034,867.0,,5318,Tested for cytotoxicity against Ovarian carcinoma parental type A2780 cell line expressing MDR-1 (-) gene,F,,Homo sapiens,9606.0
