Fiscal year,Section ID,CountryRegion name,Organisation name,Knowledge for development (marker),Trade development (marker),Organisation class,CountryRegion percent,Youth issues (marker),Continent ID,Bilateral aid (international marker),CFLI (marker),Branch name,Regional program (marker),Urban issues (marker),PBA type,Desertification (marker),Maximum CIDA contribution (project-level),Children issues (marker),Division ID,Continent name,Status,Project number,CIDA business delivery model (old),Division name,Project Browser country ID,Branch ID,Sector percent,Participatory development and good governance,Organisation type,Disability issues (marker),Gender equality (marker),Section name,Biodiversity (marker),Programming process (new),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,S5107,Africa MC,Information not available,0,0,Unknown,1.0,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5107,Africa,Closed,M012911001,Responsive,*Health & Nutrition Division,X1,B5100,0.5,0,Uncoded,0,0,*Integrated Health & Nutrition System,0,Uncoded: Pre-APP,5107,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,0,0
2009/2010,S5107,Africa MC,Helen Keller International,0,0,Civil Society,1.0,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5107,Africa,Closed,M012911001,Responsive,*Health & Nutrition Division,X1,B5100,0.5,0,Foreign Non-Profit Making,0,0,*Integrated Health & Nutrition System,0,Uncoded: Pre-APP,5107,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,0,0
2009/2010,S5107,Africa MC,Information not available,0,0,Unknown,1.0,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5107,Africa,Closed,M012911001,Responsive,*Health & Nutrition Division,X1,B5100,0.5,0,Uncoded,0,0,*Integrated Health & Nutrition System,0,Uncoded: Pre-APP,5107,*Integrated Health & Nutrition System,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa MC,Helen Keller International,0,0,Civil Society,1.0,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012911001,Responsive,MND Health&Nutrition,X1,B5100,0.5,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa MC,Information not available,0,0,Unknown,1.0,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012911001,Responsive,MND Health&Nutrition,X1,B5100,0.5,0,Uncoded,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa MC,Helen Keller International,0,0,Civil Society,1.0,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012911001,Responsive,MND Health&Nutrition,X1,B5100,0.5,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa MC,Information not available,0,0,Unknown,1.0,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012911001,Responsive,MND Health&Nutrition,X1,B5100,0.5,0,Uncoded,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S1079,Africa MC,AfDB - African Development Bank Group,0,0,Multilateral,1.0,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,36000000.0,0,D5430,Africa,Closed,M012945001,Responsive,MED Economic Development,X1,B5100,0.5,0,Foreign Non-Profit Making,0,2,MES NATURAL RESOURCES & GOVERNANCE,0,Uncoded: Pre-APP,5282,Natural Resources & Governance - INIT,36000000.0,0.0,0.0,0,0,0
2009/2010,S1079,Africa MC,AfDB - African Development Bank Group,0,0,Multilateral,1.0,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,36000000.0,0,D5430,Africa,Closed,M012945001,Responsive,MED Economic Development,X1,B5100,0.5,0,Foreign Non-Profit Making,0,2,MES NATURAL RESOURCES & GOVERNANCE,0,Uncoded: Pre-APP,5282,Natural Resources & Governance - INIT,36000000.0,0.0,0.0,0,0,0
2009/2010,S5245,Africa MC,WHO - World Health Organization,0,0,Multilateral,0.6,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,7400000.0,0,D5240,Africa,Terminating,M012950001,Responsive,MND Health&Nutrition,X1,B5100,1.0,0,Foreign Non-Profit Making,0,1,MNG Global Health,0,Uncoded: Pre-APP,5247,Global Health - INIT,7400000.0,1.0,0.0,0,0,0
2009/2010,S5245,Asia MC,WHO - World Health Organization,0,0,Multilateral,0.4,0,3,1,0,MFM Global Issues and Development,0,0,Not PBA,0,7400000.0,0,D5240,Asia,Terminating,M012950001,Responsive,MND Health&Nutrition,X3,B5100,1.0,0,Foreign Non-Profit Making,0,1,MNG Global Health,0,Uncoded: Pre-APP,5247,Global Health - INIT,7400000.0,1.0,0.0,0,0,0
2009/2010,S5250,Malawi,Save the Children Canada,0,0,Civil Society,0.3333,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012954001,Responsive,MND Health&Nutrition,MW,B5100,0.8,0,Canadian Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,0.2,0.0,0,0,0
2009/2010,S5250,Malawi,Save the Children Canada,0,0,Civil Society,0.3333,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012954001,Responsive,MND Health&Nutrition,MW,B5100,0.2,0,Canadian Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,0.2,0.0,0,0,0
2009/2010,S5250,Mozambique,Save the Children Canada,0,0,Civil Society,0.3333,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012954001,Responsive,MND Health&Nutrition,MZ,B5100,0.8,0,Canadian Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,0.2,0.0,0,0,0
2009/2010,S5250,Mozambique,Save the Children Canada,0,0,Civil Society,0.3333,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012954001,Responsive,MND Health&Nutrition,MZ,B5100,0.2,0,Canadian Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,0.2,0.0,0,0,0
2009/2010,S5250,Sudan,Save the Children Canada,0,0,Civil Society,0.3334,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012954001,Responsive,MND Health&Nutrition,SD,B5100,0.8,0,Canadian Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,0.2,0.0,0,0,0
2009/2010,S5250,Sudan,Save the Children Canada,0,0,Civil Society,0.3334,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012954001,Responsive,MND Health&Nutrition,SD,B5100,0.2,0,Canadian Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,0.2,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0172,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ZW,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0172,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ZW,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,AO,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,AO,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,BF,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,BF,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,BI,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,BI,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,BJ,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,BJ,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,BW,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,BW,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CD,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CD,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CF,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CF,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CG,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CG,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CI,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CI,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CM,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CM,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CV,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,CV,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,DJ,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,DJ,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,DZ,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,DZ,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,EG,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,EG,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,EH,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,EH,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ER,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ER,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ET,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ET,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GA,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GA,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GH,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GH,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GM,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GM,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GN,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GN,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GQ,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GQ,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GW,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,GW,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,KE,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,KE,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
