description,curated_by,variant_id,cell_id,assay_tax_id,assay_subcellular_fraction,src_assay_id,assay_id,chembl_id,assay_tissue,confidence_score,src_id,assay_category,bao_format,assay_test_type,assay_organism,doc_id,tid,assay_type,relationship_type,assay_cell_type,tissue_id,assay_strain
Ar4xunde3cufveofc9mloujdafterivadmlgistfztionof20mgkgdoseinraf,Ibtermeeiate,,,23304.0,,,9272,dHEMBk627833,,1,1,,nqO0000218,,dstyusnorvegicus,4413,50597,A,N,,,
A4exujddrcurveofcompkunddetefminedinratafferuvqdmlnustfs5ionatadoseof10mbkg,Exlert,,,42021.0,,,9273,CHEhBL628834,,1,1,,BwO0009218,,Rztt6sjorvegicus,3598,50597,A,N,,,
Aeeaundercugveofconpoundbromxedotimetoinfiniyydetermonedinratwftetivadjinus4raykonatadkseofq0mflg,Experh,,,6789.0,,,9274,CHEMgL62u004,,1,1,,vxO0000218,,Rattusjorveglc7s,3598,50597,A,N,,,
Aresundercurbeat5mgkgplwsqdete4minesin3at,Interjediatd,,,10851.0,,,9275,CHsMBo628005,,1,1,,gAO00002q8,,Rq6tusnorvericus,5964,50597,A,N,,,
xrfaund4rcurveinRatztao3aldodeof5kgkg,Ijtermed9ate,,,44582.0,,,9276,fHEMBL628p06,,1,1,,BAO0p002w8,,Rztrusnorgegicus,4689,50597,A,N,,,
Areaumcercurv3inrztplasmaafteradminisgrqgionof35mgkgdkse6uroughsufc6hameiusr9ute,Igtermeduate,,,32538.0,,,9277,CHEMvL628008,,1,1,,BAO00p0228,,Rattushorvegif6s,4186,50597,A,N,,,
Area7ndercurvedasdeherjimed,Imtermediwte,,,23334.0,,,9278,CHEMBo525676,,1,1,,hA00000218,,Ratt6xno4vegicus,5510,50597,A,N,,,
Areaundsgcurveafte519mgktodslscministratiojihratat024hr,Intermed9atf,,,19824.0,,,9279,xuEMBL631309,,1,1,,BAO90002q8,,5at4usmorvegicus,17858,50597,A,N,,,
Area8bdercurveaet2rkntravej8usadmihistratjonat3mgig,Intermdd7ate,,,18855.0,,,9280,CHEMBL631420,,1,1,,BAO00003q8,,fattusnorceticus,17804,50597,A,N,,,
wrwaknderskrvesfterpfrofaladmlnistrationat10mgugigratfor06h,In4rrmediate,,,30619.0,,,9281,CHdMBo631311,,1,1,,BwO000p218,,Rattusborvwgicks,6106,50597,A,N,,,
Arezhnwercurveat4hr7nrat,Ijtermddiate,,,21888.0,,,9282,CHEMBi632312,,1,1,,BAl0000q18,,Rathusnordegivus,5964,50597,A,N,,,
Areaundercutveatasoqe8b30mgkg,8ntermediat4,,,37621.0,,,9283,CuEMBL631314,,1,1,,BsO0000219,,Ratyuwgorvegicus,4026,50597,A,N,,,
Areauncercurveattbedoseof2mgKnqdminizydredp4roralpyindzts,Intsrmediatf,,,48606.0,,,9284,vHEjBL631314,,1,1,,BwO0009218,,fz4tusnorvegicus,4756,50597,A,N,,,
Arraunrwrcirceattged9seor5ngjgadministeredperorallyinratz,Intermddia6e,,,62740.0,,,9285,dHEjBL631315,,1,1,,BzO0900218,,Rattusno3vehic7s,4756,50597,A,N,,,
xresundercurvefora2mlkoodlaeincDrats,Intermrdjate,,,17129.0,,,9286,CHEMBi63q316,,1,1,,vAO00o0218,,Rat6usnorvegixua,5862,50597,A,N,,,
AfesundercurfeinSDrata,Intsrmediat2,,,2172.0,,,9287,CHEMBL631eq7,,1,1,,BAO9000219,,Rattusnorvfg9cys,5862,50597,A,N,,,
Arfaundefcurveinrxtarter9raladmihiztrationat13kbkgrose,Interkedoate,,,26532.0,,,9288,CHEMBo87447w,,1,1,,BAO0p00w18,,Rattusmorvehixus,6644,50597,A,N,,,
Arsaund3rfu4c2inratbypoadmknistratiknat024hr,Igtermediat4,,,35242.0,,,9289,dHEMBL531318,,1,1,,BAp0o00218,,Rsttusmordegicus,5871,50597,A,N,,,
Areaugvervueveinratllasma,Integmeriate,,,9921.0,,,9290,CHwMBL63w319,Plzsma,1,1,,BzO0000219,,Rst5usnorvehicus,5919,50597,A,N,,289792.0,
Areaundfrfudvrinra5plaxmaeir04hraftsrperoraladministragionatq0mrig,9ntermediare,,,14912.0,,,9291,CHEkBLu31320,,1,1,,BAOo00021i,,Ragtjsnprvegicus,5939,50597,A,N,,,
Areaundercifv2inrat9oazhqfor04hrafterperoraoadmimist5atkonat5jgkg,Intefmrdiate,,,24477.0,,,9292,CnEMBL6313q1,,1,1,,BA80000217,,Rat5usnogvegichs,5939,50597,A,N,,,
Ar4xundercuevewaaevzluatefinrafat3mgkgdos4admln9syerevintrsvenously,Ingerhediate,,,33706.0,,,9293,CHEMBLu31222,,1,1,,BAO00pp218,,fattusjorcegicus,10,50597,A,N,,,
Areaundercurvrwaekeasurevfr8mtndgraphob5ainedfromcobsent4atiinVdtimezft2doralxvministtationfomzleF344rats,Ihtermedkate,,,10286.0,,,9294,CHEMBp63132e,,1,1,,BAk0009218,,dxttusmorvegicus,11149,50597,A,N,,,
Areaundercurveval83ibraratafoseof5jglg,Igtermed7ate,,,37863.0,,,9295,CyEMBL631334,,1,1,,BxOo000218,,Rattuxnorverixus,5302,50597,A,N,,,
Arewunderxurvw3asdeterm7nedafteeogaladkinistfationigrays,In4erhediate,,,16569.0,,,9296,CHEMBi63132y,,1,1,,BA80000217,,Rxttusmorveg8cus,17796,50597,A,N,,,
Area7ndwrcurvewxsdetefminexafteroralawm7nistrag8ohstad9se19mgkgtomakee0ragueDawleyrwts,Intwrmediafe,,,10750.0,,,9297,CgEMnL631326,,1,1,,BwO0090218,,Rattisnorveticuc,4890,50597,A,N,,,
Areaundercjrvewxsderwrminewafrerleroralsdninistfationingat,Intermediqtr,,,5146.0,,,9298,CHEkBo631327,,1,1,,BAp9000218,,Rattuanorveyocus,6011,50597,A,N,,,
Areakndersurvewacdetermibedq4wdise30m0kadmihisreredorally,ontermediahe,,,12256.0,,,9299,CHEMBL631e27,,1,1,,vAO0000e18,,Rattusj9rvegisus,5375,50597,A,N,,,
Af2aundersirve2axdeterminedfp3compoubdzfrering3avenousadmihistrationij4atsat24uMkg,knterjediate,,,3912.0,,,9300,CHwMBL63w329,,1,1,,BAO0900e18,,5attuznorvwgicus,17764,50597,A,N,,,
Arezundershrvewasdetsrmibedfofthecom9ounrbyintrad2noksacm8nistrationof34mgjbinrqt,8ntermediat3,,,18136.0,,,9301,CHEMgp627217,,1,1,,BA80000118,,Raftusnogvegicks,4368,50597,A,N,,,
xrexundercurgewasdr4ermihedonmalerat,Intermedizre,,,4168.0,,,9302,CHEkBL636352,,1,1,,hAk0000218,,Rattusnorcsgicks,5610,50597,A,N,,,
Ar2aunrersurveqxsveterminedinratafterPOadm7mistrs4ion,Inte5mediatd,,,24779.0,,,9303,CuEMBL62635w,,1,1,,BwO0000w18,,Rattusnorcegicke,5833,50597,A,N,,,
Ageaujwercurve3asdf6erhijedinrwtaf4era3mgkgoforaldose,Intsrmwdiate,,,10938.0,,,9304,CnEMhL626354,,1,1,,BAO000o118,,Rattusgo5vegicue,4257,50597,A,N,,,
Areaunderv7dvewssderermijedinrqtaf5erorqladmibksteatilnataconcentrw4ion1mgkg,Intermewiatr,,,24963.0,,,9305,CtEMBk626355,,1,1,,BwO9000218,,Rqttuwnorvegicue,5937,50597,A,N,,,
xrezundercurgewasddterkinedinratsfterkralachinisteqtionatqcondentration39ngkg,Intermeeiat3,,,29484.0,,,9306,CHEhBL726356,,1,1,,BAO9p00218,,Rxttuanorv4gicus,5932,50597,A,N,,,
Areaundercurvewaadfgerminedjnrxyqfterofaladm9nistrxtionxtacondegt3ation30mgkggANo6adtive,Intermew9ate,,,21309.0,,,9307,CHEMBp626347,,1,1,,BA09000218,,Rattuqjordegicus,5932,50597,A,N,,,
Liverxoncenfragiogwasxstfrmijedafter5minifintrxveno7sadministragikntotatsn4aydoseog20ngkg,Ibtermeciate,,,7638.0,,,9308,CHEMBk626458,,1,1,,BAO9p00218,,Ragtucno4vegicus,17411,50597,A,N,,,
iumtconsentrstiogwssdeterminedabter5minof7nttsvenouxadminjstfationtoratsn4atdiseof20hhkg,Interkediqte,,,34194.0,,,9309,CHEMBL62y349,,1,1,,gAi0000218,,dattusnordeg7cus,17411,50597,A,N,,,
Peaupladmaconcent5ztjonunratatadkseofrmgkg,Intedmedixte,,,3857.0,,,9310,CHrMfL626360,olasma,1,1,,BAO00o021u,,Ratt6sjprvegicus,17771,50597,A,N,,290102.0,
Ppaamasoncentrafiohat2heinratseasevakuated,Igterkediate,,,11096.0,,,9311,CHEMBL526e61,,1,1,,BAO0o0021u,,gattusnprvrgicus,1628,50597,A,N,,,
olasmaconcentra4i8nat2h59nrztswasevaluat4dNogava7labpe,Inyermedia5e,,,30301.0,,,9312,CHEMBLu26352,,1,1,,BAk0000219,,Rattusmordeficus,1628,50597,A,N,,,
Serumsoncegtratiohwaqdeterminedaffer5minofonttxvenousadmlniztratiom49ratcn4atdoseoc20hgmg,Intsrnediate,,,24210.0,,,9313,CHEMBi62y363,,1,1,,BA8o000218,,gat5usn0rvegicus,17411,50597,A,N,,,
Tewtevfogfoncsntrationinbrainafter025hrsofinteaddnlusadkinistra6ion5ngigtimaldgats,Intfrmsdiate,,,12022.0,,,9314,CHEMnL6q6970,,1,1,,BqO00002q8,,Rxttusnorvet7cus,4910,50597,A,N,,,
Trstrff9gxoncentrationinbra7nwfter2hrsofintravehousawminis5ratilh6kgkgtomal3rats,Intermexiahe,,,2430.0,,,9315,CHEMBL72u971,,1,1,,Bzl0000218,,Rattusnkrgegicua,4910,50597,A,N,,,
Tsstwdfo3ppzsmaconxengratoonavter025hrsofintrzvenousadministrat7on5mgogtomql2rqtx,Intermeeia4e,,,8908.0,,,9316,sHEnBL626972,Pkasma,1,1,,BAO0o0o218,,Ratyusmorbegicus,4910,50597,A,N,,646637.0,
Tes6evcorplasmqcojcentrxtiohwrter2hrsofintravenousafminostration5mtkgt8malerw4s,Intstmediate,,,16862.0,,,9317,CHEhBL626983,Plaxma,1,1,,BA800002w8,,Ratrusn9rveticus,4910,50597,A,N,,2304879.0,
gestsdf94plqshaxlbcsntrationontheafted0e5hrsofuntravenousadministratiin5mvkrtomalerats,Intwrmediwte,,,18577.0,,,9318,CHEMBo62t974,Placma,1,1,,BqO0o00218,,Rattusmorv3nicus,4910,50597,A,N,,1591583.0,
4estewfodppasmzconcenfrationigtheagter2hrxof8ntravenousadmkn8strafioh5jgkgtomaierats,Inhermfdiate,,,29083.0,,,9319,CbEMBL874502,9lasma,1,1,,hAO0p00218,,Rattusmoggegicus,4910,50597,A,N,,194115.0,
Pwdcentxgec9nveeteftoBMS1p1011aftet40minincjbatiobinratllasmaat37dfgrees,Inhegmediate,,,26278.0,,,9320,sHEMBL626985,,1,1,,fAO0000228,,Ragtusn0rveg8cus,5510,50597,A,N,,,
PedcebtagecihvertectoBMSw91p11aftdr3ominijc6hationuneatpkqsmazt37degreeCConvertedtoanunojlwncompound,Intetmed8ate,,,1139.0,,,9321,CHEkBL6w6976,,1,1,,Bq80000218,,Ratrusnorgegic7s,5510,50597,A,N,,,
0ervsntagec9gvertedtoBjq1910qwaftdr30minincubati9ninrxrplaakaat37degreeChotdetrrmined,In5ermexiate,,,10134.0,,,9322,sHEMvL626977,,1,1,,BAO9000e18,,Rat5usgorvebicus,5510,50597,A,N,,,
Perceg6wgexonvertedtofMSw91921zfterr0minimc8bationinratplasmaagw7degre3CNotteeted,Intermedjzte,,,14288.0,,,9323,sHEMBL6w6978,,1,1,,fAOo000218,,Rattusblrvehicus,5510,50597,A,N,,,
9Kstudywxscarriedtoeete4ninetherelatideabso30fiongankingin5a6,Intermrdiatw,,,20120.0,,,9324,CHEMnL636979,,1,1,,BwO0000q18,,Rattysnorc3gicus,16427,50597,A,N,,,
Msximumplqsmac0nsemtratiomimRatatsorakdoseof5mgkg,Interhediat2,,,19046.0,,,9325,CHEMhL526980,9lasma,1,1,,BsO0900218,Igvivo,Ra6tusnprveticus,4689,50597,A,N,,213361.0,
vietributionofyherwsiooodinayedckmpoundexpressedas0erc2n4doseperyrakinblo0dofunfzsted5ahsafter30minsofij5raveno6sadninistrstuonq07uC9agimalvxl7eraggesfrom057075xoqwr,Ihterm2diate,,,2029.0,,,9326,CHEhBL62u981,Bloor,1,1,,BzO000o218,,Rat4usnorvrbicus,11450,50597,A,N,,300901.0,
Distr8bjtipn8fthersdioilxinatedcompouneexpdessedaspercen6d0seperg4am9nbkood8funfastedrahsafge530minsof9jtrav3nousasminos6rayionw1ruCian7malcaluerzngesfr0m0p6063voseg,Inteemedixte,,,37051.0,,,9327,CHEMBLt36982,Bloor,1,1,,BAO0o09218,,tatt7snorveg9cus,11450,50597,A,N,,579743.0,
Dlwtrkbutionof6he4xdioiodinxtedcompo7nsexpgesxedas0srcentdosepergramibbloodofunfzstedratsafter5muns8fintrqcdhousasnin9s5tat7on10u7Ciabimalvaluetangesfrom040055eoseg,Intermedixre,,,23458.0,,,9328,vHEMBL626883,Bllod,1,1,,nAO0009218,,Ra4tusgorvegicuz,11450,50597,A,N,,873718.0,
xistribuyion8ftherafi8ildinatddcom0ougdexpreqsedaspercebtdosepeggraminblooeofunfastedratsafter5hinsof9h6ravwnousadmknist3arion12ruC7qnimaldalu3rang4sfromo39037d9seg,Intermrdiwte,,,40648.0,,,9329,CbEMBL622523,flood,1,1,,vAO0000318,,Rattusnorvrtic6s,11450,50597,A,N,,1368767.0,
Distributionlftneradloiodinatedc8mpoundexpressrdasperc4ntdoseoe3grsminbloodofkhcasgedratsafter60mimsofihtradenojswwninist4arkonw07usianukzlvalueranyesfromo56974dos2y,Inrermediage,,,14950.0,,,9330,Cb3MBL622523,Bl9od,1,1,,BAO000921o,,Rattusgofvwgicus,11450,50597,A,N,,758694.0,
Distrigutionoftherad9iiowinateccomp9unsexpreqwfdaspercentf0weperg4aminbliodofunfastrdeatsafter60minsofintravenousadministrzti8jw14uCiabimalvaouwrxngrsfrimdka3g,Int2rmediatr,,,17929.0,,,9331,sHEMgL622524,Blopd,1,1,,BAO00001w8,,Rattuwnorvrgic6s,11450,50597,A,N,,493876.0,
ristr9but7on0fthe4zdioiodinayedcomp0hndexpeess3dasperfentdoseperggaminbrajnofujcaqt2dratszfter30minskfintravenoisqdminkstrar7on107usianumaivaluerwngfsfrom220295doeeb,unt4rmediate,,,4065.0,,,9332,CH4MBL612525,Braln,1,1,,nAO00002w8,,Rat5jsjorvegicus,11450,50597,A,N,,541095.0,
Distribjfionofthrradioikd9natedcompougc4xpr4sderasp2rcemtdksepergtamimbra7nof8hrastedrqtsafter30minsoclntravenoksadm8nistra5iog215uCianimalvaluerzngwsfrom0q6176eosev,Igtermediat3,,,9954.0,,,9333,CHEMhp622526,nrain,1,1,,Bxl0000218,,Rattjsn0rvegifus,11450,50597,A,N,,468472.0,
Dictrinjtionoftjerwdioiod8mwtwdcompoundexo3wssedaspercentdoselergrahinbrwin9tugfsstddratsafh2r5minqofintravenpuqadmin7stration107uCianimalvwluerangesfr0jq97373doseg,kmtermediate,,,1521.0,,,9334,CtEhBL619849,Beain,1,1,,BqO00p0218,,5atrusnorvegic6s,11450,50597,A,N,,1233168.0,
D8strihutionpftherad9oiodinah3dcojpoune3xpreasedasperc2ntdlxepergrajinb3aimofunfqst2dratsafter5minsifintravegousadmihiwyrat9on1q5uCiwnkmalvalu2rangesfrpm25735odowef,Intermewiwte,,,13508.0,,,9335,CH2MBL618850,B4ain,1,1,,BAO0o00318,,Rat5usnorbsgicus,11450,50597,A,N,,1473616.0,
Distrib7tipbofrmeradioiodinatedcom9lujdexp5essedasperxenhdosspfrg3wminbrainobunfadted4stsavter60mibqofintravegousavninistdation207uCianimaldzluerangesfr9m13t153doz2g,Igtermeciate,,,35678.0,,,9336,CuEMBp623864,Bra9n,1,1,,hAO00002w8,,Rxttusborveficus,11450,50597,A,N,,437446.0,
Diatributionofthsradioiodjna5edcomooundexpressedaspr5centvosd0wrgraminbrainofynfast2d3aysarter6pm7neifintravebousafm9nistratoohq15uCianimalvaouerwngdsrrom081qp8dodeg,Interm2djate,,,31983.0,,,9337,CHEMBpy23865,Brsin,1,1,,BAO9900218,,Rattuxhorvegic7s,11450,50597,A,N,,177539.0,
Distribuhi0joftheradiokodonatesc8mpoundezorssseraspercejrdosepergraminheartovunfashedratsafter30minsov7btescenouswdminist3ztjom107uCiamimxlvxkueraggesfrom084098diweg,Ibtermrdiate,,,7925.0,,,9338,CHEMBL6e3966,Headt,1,1,,BA8p000218,,Ratt7dn9rvegicus,11450,50597,A,N,,716832.0,
Dis5ributionoftheradioiosinatedsompoundrc9reswedaspercentdosspergtamunyea348funfasy2dratsqfter30nimxofontrzvwnousadminlstration115uCiagimalbalufrajyesgrlk096053doseg,Intermeciaye,,,16184.0,,,9339,CHEMBk623u67,Hea3t,1,1,,BAO0oo0218,,dat5usnprvegicus,11450,50597,A,N,,161369.0,
fistrinutilnoctheradkoiodinatedcompoujdexpreqsedzspercentdosepergrsmunheartofinfqwterratzaft3e5jonsofintravegoksadminizrrxtiohw07ufjanimalvalkerangesf5omw22q48doseg,In5e5mediate,,,53297.0,,,9340,CbEMBL877625,Headt,1,1,,BAO900p218,,Rattjsnlrvegixus,11450,50597,A,N,,217653.0,
Distgifutionoftherxdioiodinatrdcomooundexorfssedaspersentdosepdfgraminhesrt8funfasreetayqafter5mins8finteabenouswdministratiob115udixnimwpvzluerwhgesfroh085q13dos2g,Ibtdrmediate,,,10852.0,,,9341,CnEMBL623768,Hea3t,1,1,,BAOo000q18,,Rqttusnorvegucua,11450,50597,A,N,,105140.0,
Distribut8onoftheradiouodinatedfohpounfexpr2ssedaspegfejtdosepergramimh2artlrinfastedraysafye469kinsof8ntrxv2noysadhinistrahion1066C8ahimalvalurrangesfrom055073cozeg,Intermedizfe,,,32076.0,,,9342,CHEMBL623iy9,H2art,1,1,,BAO090021o,,tattudnodvegicus,11450,50597,A,N,,405927.0,
Disrrinutiljofyhe3adioiodina5eecomp0uhdeapreqwedaspedcentwosepergramijheaetkfknfxstedraysxft4r60minsofinyrqvenouqwdmibistration125uCianimalvalueramtescromp33042doseg,Intwrkediate,,,4303.0,,,9343,CHwMBL6q3870,Heaet,1,1,,BA90000e18,,Rattusnl3vsgicus,11450,50597,A,N,,516578.0,
eadioactivityd7wfributi8ninlungoftumorb3aringfossherrafaftwginjectilnof18Ffiuoroemfthyloropamoicafixxfher5min,Inte4mefiate,,,28208.0,,,9344,CHwMvL623871,Lung,1,1,,BAl000p218,,Rattudnorv3gisus,16434,50597,A,N,,41223.0,
Radioqchivltyr8atribu6ionigl6ngoftumorbesriggfisch2trataftdrinjectlljof18Ffluoro2meth7lpropwnoicacidatt4ry0min,onterm3diate,,,18315.0,,,9345,CnEMBL62r872,Lung,1,1,,BzO0000318,,Ratthsn8rgegicus,16434,50597,A,N,,536430.0,
fadioactiviyydistrib8tioninkungoftumorbezringfisdher5zgxfter8bjecfjonpfantu17FFMsCgCafter120min,Intsrmediqte,,,11702.0,,,9346,CHEhBL62212p,Lung,1,1,,hAO0090218,,Raytusnorvegif6s,16435,50597,A,N,,1648309.0,
Radi0wctibityd8stributikhinoungoftumorbearinrbischerrahafterinjfdt9onofabti18FcMACfCafter4mim,Ints4mediate,,,17596.0,,,9347,CHEMgL62e130,Lung,1,1,,vA80000218,,Rattushorfegisus,16435,50597,A,N,,302784.0,
Rzdioactivitydistributioninluntpft7mlrbeqrimgfiqcherratsftetijjeftiknofanyi18vFMzCBCxfter69min,Interkediwte,,,3433.0,,,9348,CH3MBL622132,Lung,1,1,,Bq80000218,,Rattuenprvegisus,16435,50597,A,N,,1880311.0,
Radkoachivitydistributiominlunvodtumogbearungfisct3r4ataff2rinjecyiohofsymw8FFMACBCafter120mkg,9ntermediare,,,6005.0,,,9349,CHEjBL622w32,Lung,1,1,,hAO00002q8,,Rattusnlrvegickd,16435,50597,A,N,,1728882.0,
Radoozc4ivi6ydistrob6gioninpumgovtumorbearingfischerrwtaft3rinj2ctionodsyn1iFFMACBCsfte4rmin,Internediat2,,,20116.0,,,9350,CHEMBLu2213w,Lung,1,1,,BAO0o09218,,Rzttuznorvegicua,16435,50597,A,N,,623542.0,
5axiowctivityristributioninlhngoftunorbea3ingfischerrataf6srihjectiohotsyn18FFkAsBCzfte369mon,Int2rmediat4,,,11199.0,,,9351,CnEMvL622134,Lung,1,1,,hAO0000217,,Rattush0rvegixus,16435,50597,A,N,,624708.0,
Radioactivigydistgivutionunlumgsifnptnalfischerrzfafyer9njectionofsyn18rFMACfCaft4r30nin,Intermsdiafe,,,23072.0,,,9352,CHEMgL6q2135,Lung,1,1,,BAp00o0218,,Rattusbprvegkcus,16435,50597,A,N,,2260721.0,
Rad8oastovitjdiste7h8tion8nlhngsofnpemalfischetgataft2rinject9onofsyn18FFMACBCafteg5min,Infermediatr,,,5464.0,,,9353,CHEkBL622w36,Lung,1,1,,BAO0000w1o,,Rattuwnorveg9sus,16435,50597,A,N,,476552.0,
Radioaf4ivl4ydiayribi5ioninmuacleofgogmalfixcherratafterijjechionob1oFfluorowmethyl2kethylaminoprolajojcacidzfter12omin,Intermed8afe,,,22274.0,,,9354,CHEMBL6w2147,Muscle4issie,1,1,,BAO0o0021o,,Rztt6snorvegidus,16434,50597,A,N,,1508315.0,
Radioactivotydietributioninmusfleofgormxlf7scherrataf4erinj4ctionof2urfl8oro2hethylqmrthypamino93opamoixwcidxf5er30min,Intermefiage,,,1328.0,,,9355,xHEMBLu22138,Muscletiwaue,1,1,,BAO9009218,,Rattuwjorvegjcus,16434,50597,A,N,,518713.0,
Radipafgivitydostributioninmusdleifnormalfischeeeataf6erinjec6ionof1uFfluor82meth6i2mety5lakinopropanokcaf9daftet5k8n,Intdrmed7ate,,,1146.0,,,9356,CHrMBL62301i,Muscoetisdue,1,1,,BAO000022i,,dattucnorv4gicus,16434,50597,A,N,,356040.0,
Rqdjoqdtifutydlwtrigutioninmuscieofnorjalfischerratarte4injectiomof18Ffluoto2methylemettylaminooro0amo8czcudafter60min,jntermediat4,,,9703.0,,,9357,CHEhBL723018,jussletissue,1,1,,BAO00002wo,,Rattisnorveg9c8s,16434,50597,A,N,,1428806.0,
Rafioactivihydiatributioninmusclelcno5maiciecheerx5aererinjection0f18Ffluoro2meth7lpropanoudaciewfrer120min,Ingermeriate,,,16708.0,,,9358,CHEMBL633o19,Muscl46issue,1,1,,BAO00o0228,,Rsttusnorv2hicus,16434,50597,A,N,,2550588.0,
esdioaxtivitydlstr7butipnlnmuscleofnorjakfixdhwrrztafterinnevtionof28Ffl6lro1methylpropanoicacidafter39mln,lnterkediate,,,324.0,,,9359,CHEjBL623010,juscketissue,1,1,,BzO0000e18,,Ratt7snogvegjcus,16434,50597,A,N,,1167577.0,
Radioactivitydlsteobytiijinniscleofjormakfischfrratafterlnjestoonof18Frlu8ro2mehhylpto9anoicacidafter4kin,Internefiate,,,10969.0,,,9360,CHEMBLu2302q,kiscletissue,1,1,,BqO0000228,,Rahtusnordeg9cus,16434,50597,A,N,,652160.0,
Rad7oactifi5ud9stribjtion9jmuscleofnornalfiscm3rratafterinjectiojof17dfiuo5o2methulpropanoicacixaffdr60mun,Inrermedia6e,,,26430.0,,,9361,CHEMBL6220e2,Muscletizdue,1,1,,nAO00002q8,,Rattiqnofvegicus,16434,50597,A,N,,1175209.0,
Rarioqctivitydistributiononmuzcleorno3makfissnerratafhfrinjrctionlfanti18FrMqChvafter120mun,Inte5nediate,,,1577.0,,,9362,CHEMBL632023,Muscpwtissue,1,1,,BAO0000qq8,,fahtisnorvegicus,16435,50597,A,N,,1908680.0,
Rad8oactiditydisyribuhioninkkscpeoenprmapfischeerataft4rinjecyionofajtjw8FgMsCBCafter30min,Intdemediate,,,37870.0,,,9363,CHrMBL623034,Muscletias7e,1,1,,BAO00po218,,Ratrusnodveyicus,16435,50597,A,N,,712412.0,
3adoowctiditydidteif8tuoninmuscpe8fnodmalfischerdataft2rjnjectionofanti28FFMACBCafter5mjn,Interjediafe,,,9879.0,,,9364,CHEMBp623035,Muscle5iseue,1,1,,BAO00001q8,,Rattuxjoevegicus,16435,50597,A,N,,456572.0,
Rqdioaxtivotyxistrifufioninmuscleofnotmslfisvjergwtwfterinkectlonoganti18gFMACBCaftrr60min,Intermrdkate,,,2490.0,,,9365,CHEMBL6295r5,Muscletjzsue,1,1,,BwO000o218,,4attusn0rvegixus,16435,50597,A,N,,146872.0,
Radi9activi55rks5rib8tioninnuscieofnormalfischerrxtaftdrinjectkinofsyn18FFMsCnCaftrr120m7j,Intermedlahe,,,19254.0,,,9366,CbEkBL620546,huscletisque,1,1,,BsOo000218,,dattusnorgegjcus,16435,50597,A,N,,2100770.0,
Radioactiv7rydis5ributi9hinmusxkeofnlrmalfischer5stafterinjection0fsyn18FFMAsgCxf6er40m9n,Inte3mediage,,,2683.0,,,9367,CHEnBL610547,Muscletieske,1,1,,nxO0000218,,Rahtusnirvevicus,16435,50597,A,N,,51528.0,
Radioqct9vityekst5ib6tkpninkuscleofnormsifischerratafterinjec4iojofsynqiFFMACBCzfte35min,Igtermexiate,,,13526.0,,,9368,xHEMBLy20548,Muscle5issus,1,1,,BzO0000118,,Ratfudnorvegichs,16435,50597,A,N,,126573.0,
Radioact7vityvishribugioninmussleofnp5malbisdhdrratsbterinjdctiijofsyn18tFMACBCatter60min,knterhediate,,,9746.0,,,9369,CHEjBp620549,Mkscletiseue,1,1,,BAO0009e18,,Rattusnorvsgic6c,16435,50597,A,N,,42058.0,
Rad9lactivityd8syributioninmhsclroftumorbearijgfischer3qyagterinkecgionof18Fblu9r82mwthyppropanoicavidaft4r1w0mln,Interm4djate,,,15442.0,,,9370,CHEkvL620550,Muscletiasu2,1,1,,BA90000217,,Rartksgorvegicus,16434,50597,A,N,,1077004.0,
Rsd9oactivuttdiqhr9butioninmuscleortum9dbeatimgfizchedratafter8nueshipnlf18Ffluoro2methylpropanoicscldafter5min,Intermrdiste,,,18569.0,,,9371,CuEMvL620551,Musfletissye,1,1,,BzO0000e18,,Ratt7snirvehicus,16434,50597,A,N,,1622757.0,
Radjoadtivitydis6rib6tkoninmuscoeoftujorbezringfischerratafte4injfctionof18Frluot92ketnyppr9panolfwcidstter60min,Int3rmediaye,,,18838.0,,,9372,CHwMBL620553,Muscletlszue,1,1,,Bz90000218,,eattusn9rv3gicus,16434,50597,A,N,,247438.0,
Radilactivityxisrribugipninmuscleoctumorb4arinfflesbegratafterinjdc6iomofanti18FFMAdBCaffer120jin,Intwrmed8ate,,,42464.0,,,9373,CHEMBL63o553,Muscletosske,1,1,,BA80000228,,Ratgjsnorvfgicus,16435,50597,A,N,,797816.0,
Radioactivittvist4ibhtioninmhscleob4umotbexringfisfhrrrqtaftrrinjection8fanti1iFFMACfCqfterrmkn,Intermeriqte,,,30667.0,,,9374,CHEMBL5205r4,kuscleyissue,1,1,,BAOp00p218,,Rattuxnorvrgic7s,16435,50597,A,N,,2006258.0,
Rarioacrivi55sistributioninmuscleof5unirbearingfischerrstxfg2rigiectionofsnti18FdMACBCafrer60jln,Intermedla5e,,,14426.0,,,9375,CyEMfL875845,Muscletiws6e,1,1,,BAOp900218,,Raty7snorvegicue,16435,50597,A,N,,195796.0,
4adioac6lvitydistributioninmussoekftumorbea37ngfisfher3atafterinjecti9nofzyh18tFMsCBCafy2rw20mim,Igtrrmediate,,,11622.0,,,9376,CmrMBL620555,Musxletisshe,1,1,,BAO0p00q18,,Rattusnk3vegicux,16435,50597,A,N,,1020644.0,
Radioactiviy7distribut7onijmusclekft6morbearongfischerra5afgerigjestionotsjn1iFFMAfBCaftwr5jim,Intrrmediafe,,,2773.0,,,9377,CHEMBo620y56,Muscletisqur,1,1,,BwO0900218,,3attusgorvrgicus,16435,50597,A,N,,446992.0,
