ss_sbclllr_frctn,ss_tst_tp,ss_tss,ss_cll_tp,ss_ctgr,cnfdnc_scr,vrnt_d,src_ss_d,rltnshp_tp,td,dc_d,src_d,ss_tx_d,ss_d,ss_strn,b_frmt,ss_rgnsm,tss_d,chmbl_d,ss_tp,cll_d,dscrptn,crtd_b
,In vivo,,,,1,,,N,50594,14731,1,10090.0,13352,,BAO_0000218,Mus musculus,,CHEMBL625437,A,,Bioavailability was measured in nude mice.,Intermediate
,In vivo,,,,0,,,U,22224,12187,1,9669.0,13353,,BAO_0000218,Mustela putorius furo,,CHEMBL625438,A,,Bioavailability in ferret (dose 10 mg/kg i.d.),Autocuration
,In vivo,,,,0,,,U,22224,12187,1,314293.0,13354,,BAO_0000218,Simiiformes,,CHEMBL625439,A,,Bioavailability was determined after intraduodenal dose of 10 mg/kg in monkey (compared to 0.3 mg/kg intravenous dose),Autocuration
,In vivo,,,,0,,,U,22224,12187,1,314293.0,13355,,BAO_0000218,Simiiformes,,CHEMBL625440,A,,"Bioavailability was determined after intraduodenal dose of 10 mg/kg in monkey (compared to 0.3 mg/kg intravenous dose), determined by renin inhibition assay",Autocuration
,In vivo,,,,0,,,U,22224,12187,1,314293.0,13356,,BAO_0000218,Simiiformes,,CHEMBL625441,A,,Bioavailability was determined after intraduodenal dose of 10 mg/kg in monkey (compared to 1 mg/kg intravenous dose),Autocuration
,In vivo,,,,0,,,U,22224,12187,1,10116.0,13357,,BAO_0000218,Rattus norvegicus,,CHEMBL625442,A,,Bioavailability in rat (dose 10 mg/kg i.d.),Autocuration
,In vivo,,,,1,,,N,50597,12187,1,10116.0,13358,,BAO_0000218,Rattus norvegicus,,CHEMBL625443,A,,"Bioavailability was determined after intraduodenal dose of 10 mg/kg in rat, determined by renin inhibition assay",Intermediate
,In vivo,,,,0,,,U,22224,17431,1,,13359,,BAO_0000218,,,CHEMBL625444,A,,Bioavailability was determined; extremely poor,Autocuration
,In vivo,,,,1,,,N,50594,13318,1,10090.0,13360,,BAO_0000218,Mus musculus,,CHEMBL625445,A,,% bioavailability in mice after oral administration of prodrug,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13361,,BAO_0000218,Canis lupus familiaris,,CHEMBL625446,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose 10/30 range (low/high); -21/-5,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13362,,BAO_0000218,Canis lupus familiaris,,CHEMBL882960,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3 range (low/high); -2/6,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13363,,BAO_0000218,Canis lupus familiaris,,CHEMBL625447,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3 range (low/high); -4/-14,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13364,,BAO_0000218,Canis lupus familiaris,,CHEMBL625448,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3 range (low/high); -5/-12,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13365,,BAO_0000218,Canis lupus familiaris,,CHEMBL625449,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3/10 range (low/high); -1/-7/-11,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13366,,BAO_0000218,Canis lupus familiaris,,CHEMBL874589,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high),Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13367,,BAO_0000218,Canis lupus familiaris,,CHEMBL625450,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -1/-9,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13368,,BAO_0000218,Canis lupus familiaris,,CHEMBL625451,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -11/-28,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13369,,BAO_0000218,Canis lupus familiaris,,CHEMBL626584,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -13/-29,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13370,,BAO_0000218,Canis lupus familiaris,,CHEMBL626585,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -13/30,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13371,,BAO_0000218,Canis lupus familiaris,,CHEMBL626586,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -16/-18,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13372,,BAO_0000218,Canis lupus familiaris,,CHEMBL626587,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -16/-35,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13373,,BAO_0000218,Canis lupus familiaris,,CHEMBL626588,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -19/-50,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13374,,BAO_0000218,Canis lupus familiaris,,CHEMBL626589,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -21/-29,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13375,,BAO_0000218,Canis lupus familiaris,,CHEMBL626590,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -24/-56,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13376,,BAO_0000218,Canis lupus familiaris,,CHEMBL626591,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -25/-33,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13377,,BAO_0000218,Canis lupus familiaris,,CHEMBL627181,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -3/-13,Intermediate
,In vivo,,,,1,,,N,50588,9025,1,9615.0,13378,,BAO_0000218,Canis lupus familiaris,,CHEMBL628083,A,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -5/-47,Intermediate
,In vivo,,,,0,,,U,22224,15173,1,,13379,,BAO_0000218,,,CHEMBL628084,A,,IV clearance determined at an peroral dose of 15 mg/kg.,Autocuration
,In vivo,,,,1,,,N,50064,7732,1,102285.0,13380,,BAO_0000218,Hymenolepis nana,,CHEMBL628085,F,,Mouse oral clearance was measured against Hymenolepiasis nana.,Expert
,In vivo,,,,1,,,N,50545,7732,1,6339.0,13381,,BAO_0000218,Heligmosomoides polygyrus,,CHEMBL628086,F,,Mouse oral clearance was measured against Nematospiroides dubius,Expert
,In vivo,,,,0,,,U,22224,7732,1,,13382,,BAO_0000218,,,CHEMBL628087,F,,Mouse oral clearance was measured against N. dubius; NT is Not Tested,Autocuration
,In vivo,,,,1,,,N,50594,7732,1,10090.0,13383,,BAO_0000218,Mus musculus,,CHEMBL628088,A,,Mouse oral clearance was measured against N. nana; NT is Not Tested,Intermediate
,In vivo,,,,0,,,U,22224,7732,1,,13384,,BAO_0000218,,,CHEMBL628089,B,,Mouse oral clearance was measured against N. nana; NT is Not Tested,Autocuration
,In vivo,,,,0,,,U,22224,8328,1,,13385,,BAO_0000218,,,CHEMBL628090,A,,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 10 J/cm e2 ultraviolet-A radiation,Autocuration
,In vivo,,,,0,,,U,22224,8328,1,,13386,,BAO_0000218,,,CHEMBL628091,A,,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 6 J/cm e2 ultraviolet-A radiation,Autocuration
,In vivo,,,,0,,,U,22224,8328,1,,13387,,BAO_0000218,,,CHEMBL628092,A,,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 8 J/cm e2 ultraviolet-A radiation,Autocuration
,In vivo,,,,0,,,U,22224,8328,1,,13388,,BAO_0000218,,,CHEMBL628093,A,,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 9 J/cm e2 ultraviolet-A radiation,Autocuration
,In vivo,,,,0,,,U,22224,8328,1,,13389,,BAO_0000218,,,CHEMBL875607,A,,Percentage of clearance of psoriatic lesions by the compound at dose of 10 J/cm e2 ultraviolet-A radiation,Autocuration
,In vivo,,,,0,,,U,22224,8328,1,,13390,,BAO_0000218,,,CHEMBL625710,A,,Percentage of clearance of psoriatic lesions by the compound at dose of 4 J/cm e2 ultraviolet-A radiation,Autocuration
,In vivo,,,,0,,,U,22224,8328,1,,13391,,BAO_0000218,,,CHEMBL625711,A,,Percentage of clearance of psoriatic lesions by the compound at dose of 6 J/cm e2 ultraviolet-A radiation,Autocuration
,In vivo,,,,0,,,U,22224,8328,1,,13392,,BAO_0000218,,,CHEMBL625712,A,,Percentage of clearance of psoriatic lesions by the compound at dose of 8 J/cm e2 ultraviolet-A radiation,Autocuration
,In vivo,,,,0,,,U,22224,8328,1,,13393,,BAO_0000218,,,CHEMBL625713,A,,Percentage of clearance of psoriatic lesions by the compound at dose of 9 J/cm e2 ultraviolet-A radiation,Autocuration
,In vivo,,,,1,,,N,50588,13376,1,9615.0,13394,,BAO_0000218,Canis lupus familiaris,,CHEMBL625714,A,,Pharmacokinetic parameter clearance was determined in fed Beagle dogs after iv administration of 1.5 mg/kg,Intermediate
,In vivo,,,,1,,,N,50797,13477,1,9544.0,13395,,BAO_0000218,Macaca mulatta,,CHEMBL625715,A,,Plasma clearance after intravenous administration dosing (30 mg/kg) in Rhesus monkey,Intermediate
,In vivo,,,,1,,,N,50597,13477,1,10116.0,13396,,BAO_0000218,Rattus norvegicus,,CHEMBL625716,A,,Plasma clearance after intravenous administration dosing (30 mg/kg) in rat,Intermediate
,In vivo,,,,1,,,N,50597,13477,1,10116.0,13397,,BAO_0000218,Rattus norvegicus,,CHEMBL625717,A,,Plasma clearance after intravenous administration iv dosing of 3 mg/kg in rat,Intermediate
,In vivo,,,,1,,,N,50597,13313,1,10116.0,13398,,BAO_0000218,Rattus norvegicus,,CHEMBL625718,A,,Plasma clearance was determined for the compound in rats,Intermediate
,In vivo,,,,1,,,N,50597,12504,1,10116.0,13399,,BAO_0000218,Rattus norvegicus,,CHEMBL625719,A,,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 1,Intermediate
,In vivo,,,,1,,,N,50597,12504,1,10116.0,13400,,BAO_0000218,Rattus norvegicus,,CHEMBL625720,A,,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 2,Intermediate
,In vivo,,,,1,,,N,50597,12504,1,10116.0,13401,,BAO_0000218,Rattus norvegicus,,CHEMBL625721,A,,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 3,Intermediate
,In vivo,,,,1,,,N,50597,12504,1,10116.0,13402,,BAO_0000218,Rattus norvegicus,,CHEMBL625722,A,,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 4,Intermediate
,In vivo,,,,1,,,N,50597,13129,1,10116.0,13403,,BAO_0000218,Rattus norvegicus,,CHEMBL625723,A,,The compound was tested for systemic clearance pharmacokinetic parameter in the male Sprague-Dawley rat.,Intermediate
,In vivo,,,,1,,,N,50545,7732,1,6339.0,13404,,BAO_0000218,Heligmosomoides polygyrus,,CHEMBL625724,A,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.0125 concentration of diet.,Intermediate
,In vivo,,,,1,,,N,50545,7732,1,6339.0,13405,,BAO_0000218,Heligmosomoides polygyrus,,CHEMBL625725,A,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.025 concentration of diet.,Intermediate
,In vivo,,,,1,,,N,50545,7732,1,6339.0,13406,,BAO_0000218,Heligmosomoides polygyrus,,CHEMBL625726,A,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.05 concentration of diet.,Intermediate
,In vivo,,,,1,,,N,50545,7732,1,6339.0,13407,,BAO_0000218,Heligmosomoides polygyrus,,CHEMBL875608,A,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.1 concentration of diet.,Intermediate
,In vivo,,,,1,,,N,50545,7732,1,6339.0,13408,,BAO_0000218,Heligmosomoides polygyrus,,CHEMBL625727,A,,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.2 concentration of diet.,Intermediate
,In vivo,Urine,,,0,,,U,22224,9278,1,10116.0,13409,,BAO_0000218,Rattus norvegicus,1088.0,CHEMBL625728,A,,Urinary clearance was determined in rat at 100 mg/kg os dosage;ND is defined as no-data.,Autocuration
,In vivo,,,,0,,,U,22224,9278,1,10116.0,13410,,BAO_0000218,Rattus norvegicus,,CHEMBL625729,A,,Total clearance was determined in rat at 10 mg/kg intraperitoneal dosage,Autocuration
,In vivo,,,,0,,,U,22224,9278,1,10116.0,13411,,BAO_0000218,Rattus norvegicus,,CHEMBL625730,A,,Total clearance was determined in rat at 25 mg/kg os dosage;ND is defined as no-data.,Autocuration
,In vivo,Urine,,,0,,,U,22224,9278,1,10116.0,13412,,BAO_0000218,Rattus norvegicus,1088.0,CHEMBL625731,A,,Urinary clearance was determined in rat at 10 mg/kg intraperitoneal dosage,Autocuration
,In vivo,Urine,,,0,,,U,22224,9278,1,10116.0,13413,,BAO_0000218,Rattus norvegicus,1088.0,CHEMBL626417,A,,Urinary clearance was determined in rat at 25 mg/kg os dosage,Autocuration
,In vivo,Urine,,,1,,,N,50587,9278,1,9606.0,13414,,BAO_0000218,Homo sapiens,1088.0,CHEMBL626418,A,,Urinary clearance was determined at 100 mg/kg oral dosage in human,Intermediate
,In vivo,Urine,,,1,,,N,50588,9278,1,9615.0,13415,,BAO_0000218,Canis lupus familiaris,1088.0,CHEMBL626419,A,,Urinary clearance was determined at 20 mg/kg oral dosage in dog(beagle);ND is defined as no-data.,Intermediate
,In vivo,Plasma,,,1,,,N,50588,5932,1,9615.0,13416,,BAO_0000218,Canis lupus familiaris,1969.0,CHEMBL626592,A,,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,Intermediate
,In vivo,Plasma,,,1,,,N,50597,5932,1,10116.0,13417,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL626593,A,,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,Intermediate
,In vivo,,,,1,,,N,50597,5182,1,10116.0,13418,,BAO_0000218,Rattus norvegicus,,CHEMBL626594,A,,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,Intermediate
,In vivo,,,,1,,,N,50588,10499,1,9615.0,13419,,BAO_0000218,Canis lupus familiaris,,CHEMBL625035,A,,Clearance rate in dogs,Intermediate
,In vitro,,,,0,,,U,22224,6051,1,,13420,,BAO_0000019,,,CHEMBL625036,A,,Compound was measured for intrinsic clearance,Autocuration
,,,,,0,,,U,22229,17508,1,,13421,,BAO_0000100,,,CHEMBL625037,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,6228,1,,13422,,BAO_0000100,,,CHEMBL625038,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,6231,1,,13423,,BAO_0000100,,,CHEMBL625039,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,17740,1,,13424,,BAO_0000100,,,CHEMBL625040,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,6495,1,,13425,,BAO_0000100,,,CHEMBL625041,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,2171,1,,13426,,BAO_0000100,,,CHEMBL625042,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22224,3255,1,,13427,,BAO_0000019,,,CHEMBL874411,A,,Partition coefficient of the compound,Autocuration
,,,,,0,,,U,22224,6821,1,,13428,,BAO_0000019,,,CHEMBL625043,A,,Permeability,Autocuration
,,,,,0,,,U,22229,2685,1,,13429,,BAO_0000100,,,CHEMBL625044,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22224,17584,1,,13430,,BAO_0000019,,,CHEMBL625045,A,,Partition coefficient (logD),Autocuration
,,,,,0,,,U,22229,13824,1,,13431,,BAO_0000100,,,CHEMBL625046,P,,Calculated partition coefficient (clogP) (CLOGP3 V3.4),Autocuration
,,,,,0,,,U,22229,13824,1,,13432,,BAO_0000100,,,CHEMBL625047,P,,Calculated partition coefficient (clogP) (CLOGP3 V3.4),Autocuration
,,,,,0,,,U,22229,16479,1,,13433,,BAO_0000100,,,CHEMBL625048,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,11997,1,,13434,,BAO_0000100,,,CHEMBL625049,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,2988,1,,13435,,BAO_0000100,,,CHEMBL625050,P,,Calculated logarithm of partition coefficient (P) was determined,Autocuration
,,,,,0,,,U,22229,931,1,,13436,,BAO_0000100,,,CHEMBL625051,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,4381,1,,13437,,BAO_0000100,,,CHEMBL874412,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,4397,1,,13438,,BAO_0000100,,,CHEMBL625052,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22229,5889,1,,13439,,BAO_0000100,,,CHEMBL625053,P,,Calculated partition coefficient (clogP),Autocuration
,,,,,0,,,U,22224,6154,1,,13440,,BAO_0000019,,,CHEMBL623250,A,,In vitro stability to pepsin promoting hydrolysis after 8 hr incubation time,Autocuration
,,,,,0,,,U,22224,6154,1,,13441,,BAO_0000019,,,CHEMBL623251,A,,In vitro stability to trypsin promoting hydrolysis after 1 hr incubation time,Autocuration
,,,,,0,,,U,22224,6154,1,,13442,,BAO_0000019,,,CHEMBL623252,A,,In vitro stability to trypsin promoting hydrolysis after 2 hr incubation time,Autocuration
,,,,,0,,,U,22224,6154,1,,13443,,BAO_0000019,,,CHEMBL623253,A,,In vitro stability to trypsin promoting hydrolysis after 64h incubation time,Autocuration
,,,,,0,,,U,22224,6154,1,,13444,,BAO_0000019,,,CHEMBL623254,A,,In vitro stability to trypsin promoting hydrolysis after 84 hr incubation time,Autocuration
,,,,,0,,,U,22224,6154,1,,13445,,BAO_0000019,,,CHEMBL623255,A,,In vitro stability to trypsin promoting hydrolysis after 8 hr incubation time,Autocuration
,,,,,0,,,U,22224,6887,1,,13446,,BAO_0000019,,,CHEMBL626831,A,,Percent degradation of compound at a pH of 1 over a 18 hr period,Autocuration
,,,,,0,,,U,22224,6887,1,,13447,,BAO_0000019,,,CHEMBL877494,A,,Percent degradation of compound at pH of 1 over an 18 hr period,Autocuration
,,,,,0,,,U,22224,14116,1,,13448,,BAO_0000019,,,CHEMBL626832,A,,Delta Logarithm of Partition Coefficient value was determined.,Autocuration
,,,,,0,,,U,22224,11137,1,,13449,,BAO_0000019,,,CHEMBL626833,A,,Delta logPoct-cyc,Autocuration
,,,,,0,,,U,22224,7230,1,,13450,,BAO_0000100,,,CHEMBL626834,P,,Lipophilicity estimated on reversed phase TLC,Autocuration
,,,,,0,,,U,22224,15741,1,,13451,,BAO_0000019,,,CHEMBL626835,A,,Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using calf thymus DNA.,Autocuration
,,,,,0,,,U,22224,9663,1,,13452,,BAO_0000019,,,CHEMBL626836,A,,Delta logPoct-cyc,Autocuration
,,,,,0,,,U,22229,9663,1,,13453,,BAO_0000100,,,CHEMBL626837,P,,Change in logarithm of partition coefficient of the compound,Autocuration
,,,,,0,,,U,22224,13807,1,,13454,,BAO_0000019,,,CHEMBL626838,A,,Delta logD (pH 6.5),Autocuration
,,,,,0,,,U,22224,13807,1,,13455,,BAO_0000100,,,CHEMBL626839,P,,"Partition coefficient by standard shake-flask techniquesat 37 C, using octanol and cyclohexane",Autocuration
,,,,,0,,,U,22224,17425,1,,13456,,BAO_0000019,,,CHEMBL626840,A,,Oxygen pressure at which hemoglobin is 50% oxygenated; negative sign indicates that P50 of modified Hb is lower than that of unmodified Hb,Autocuration
,,,,,0,,,U,22224,12143,1,,13457,,BAO_0000019,,,CHEMBL626841,A,,Deoxyribose-damaging property as a measure of hydroxyl-radical formation (uM of malondialdehyde/mmol of deoxyribose released by 75 uM test compound),Autocuration
,,,,,0,,,U,22224,12608,1,,13458,,BAO_0000219,,,CHEMBL626842,A,,Peak depolarizations produced by injections of 100 micro M Ins p3 isomers in nine cells,Autocuration
,,,,,0,,,U,22224,12608,1,,13459,,BAO_0000219,,,CHEMBL626843,A,,Peak depolarizations produced by injections of 100 micro M Ins p3 isomers in six cells,Autocuration
,,,,,1,,,N,50597,8649,1,10116.0,13460,,BAO_0000218,Rattus norvegicus,,CHEMBL626844,A,,Amount of deuterium retained was reported after normal workup in beta-naphthoflavone-treated male rats with the substrate rac 7-D,Intermediate
,,,,,1,,,N,50597,8649,1,10116.0,13461,,BAO_0000218,Rattus norvegicus,,CHEMBL877495,A,,Amount of deuterium retained was reported after normal workup in rats,Intermediate
,,,,,1,,,N,50597,8649,1,10116.0,13462,,BAO_0000218,Rattus norvegicus,,CHEMBL626845,A,,Amount of deuterium retained was reported after reincubation followed by normal workup in phenobarbital treated male rats,Intermediate
,,,,,1,,,N,50597,8649,1,10116.0,13463,,BAO_0000218,Rattus norvegicus,,CHEMBL626846,A,,Amount of deuterium retained was reported after reincubation followed by normal workup in phenobarbital treated male rats with rac 8-D,Intermediate
,,,,,1,,,N,50597,8649,1,10116.0,13464,,BAO_0000218,Rattus norvegicus,,CHEMBL626847,A,,Compound incubated with microsomal preparations from beta-naphthoflavone-treated male rats with the substrate rac 7-D and the amount of deuterium retained was reported after reincubation followed by normal workup,Intermediate
,,,,,1,,,N,50597,8649,1,10116.0,13465,,BAO_0000218,Rattus norvegicus,,CHEMBL628677,A,,Compound incubated with microsomal preparations from beta-naphthoflavone-treated male rats with the substrate rac 7-D and the amount of deuterium retained was reported after reincubation followed by normal workup,Intermediate
,,,,,1,,,N,50597,8649,1,10116.0,13466,,BAO_0000218,Rattus norvegicus,,CHEMBL628678,A,,Compound incubated with microsomal preparations from phenobarbital treated male rats with the substrate rac 8-D and the amount of deuterium retained was reported after normal workup,Intermediate
,,,,,0,,,U,22224,9659,1,,13467,,BAO_0000019,,,CHEMBL628679,A,,Compound was subjected to electrochemical oxidation,Autocuration
,,,,,0,,,U,22224,9659,1,,13468,,BAO_0000019,,,CHEMBL628680,A,,Compound was subjected to photochemical oxidation,Autocuration
,,,,,0,,,U,22224,9659,1,,13469,,BAO_0000019,,,CHEMBL628681,A,,Oxidation of compound by Chloroperoxidase in presence of ethylperoxide,Autocuration
,,,,,0,,,U,22224,9659,1,,13470,,BAO_0000019,,,CHEMBL628682,A,,Oxidation of compound by horseradish peroxidase in presence of hydroperoxide,Autocuration
,,,,,0,,,U,22224,9659,1,,13471,,BAO_0000019,,,CHEMBL628683,A,,Oxidation of compound by methemoglobin in presence of hydroperoxide,Autocuration
,,,,,1,,,N,50597,9607,1,10116.0,13472,,BAO_0000218,Rattus norvegicus,,CHEMBL628684,A,,Percent diffusion through fuzzy rat skin after 48 h of incubation,Intermediate
,,,,,0,,,U,22229,7057,1,,13473,,BAO_0000100,,,CHEMBL877501,P,,Dissociation constant (pKa),Autocuration
,,,,,0,,,U,22224,7057,1,,13474,,BAO_0000100,,,CHEMBL628685,P,,Dissociation constant value of the compound; ND means not determined.,Autocuration
,,Blood,,,1,,,N,50597,7911,1,10116.0,13475,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL628686,A,,% distribution of the radioiron in blood of rat followed by intravenous injection of chelating agent,Intermediate
,,Blood,,,1,,,N,50597,7911,1,10116.0,13476,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL628687,A,,% distribution of the radioiron in blood of rats followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,Intermediate
,,,,,1,,,N,50597,7911,1,10116.0,13477,,BAO_0000218,Rattus norvegicus,,CHEMBL628688,A,,% distribution of the radioiron in rat kidney followed by intravenous injection of chelating agent,Intermediate
,,,,,1,,,N,50597,7911,1,10116.0,13478,,BAO_0000218,Rattus norvegicus,,CHEMBL628689,A,,% distribution of the radioiron in rat kidney followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,Intermediate
,,Liver,,,1,,,N,50597,7911,1,10116.0,13479,,BAO_0000218,Rattus norvegicus,2107.0,CHEMBL628690,A,,% distribution of the radioiron in rat liver followed by intravenous injection of chelating agent,Intermediate
,,Liver,,,1,,,N,50597,7911,1,10116.0,13480,,BAO_0000218,Rattus norvegicus,2107.0,CHEMBL629363,A,,% distribution of the radioiron in rat liver followed by intravenous injection of transferrin preincubated with 10 mg of chelating agent,Intermediate
,,Spleen,,,1,,,N,50597,7911,1,10116.0,13481,,BAO_0000218,Rattus norvegicus,2106.0,CHEMBL629364,A,,% distribution of the radioiron in rat spleen followed by intravenous injection of chelating agent,Intermediate
,,Spleen,,,1,,,N,50597,7911,1,10116.0,13482,,BAO_0000218,Rattus norvegicus,2106.0,CHEMBL629365,A,,% distribution of the radioiron in rat spleen followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,Intermediate
,,,,,1,,,N,50597,7911,1,10116.0,13483,,BAO_0000218,Rattus norvegicus,,CHEMBL629366,A,,% excretion of ferritin determined in faces of rat followed by intravenous injection of chelating agent,Intermediate
,,Urine,,,1,,,N,50597,7911,1,10116.0,13484,,BAO_0000218,Rattus norvegicus,1088.0,CHEMBL629367,A,,% excretion of ferritin determined in urine of rat followed by intravenous injection of chelating agent,Intermediate
,,Feces,,,1,,,N,50597,7911,1,10116.0,13485,,BAO_0000218,Rattus norvegicus,1988.0,CHEMBL629368,A,,% excretion of radioiron determined in feces of rat followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,Intermediate
,,Urine,,,1,,,N,50597,7911,1,10116.0,13486,,BAO_0000218,Rattus norvegicus,1088.0,CHEMBL877502,A,,% excretion of radioiron determined in urine of rat followed by intravenous injection of transferrin preincubated with 10 mg of chelating agent,Intermediate
,,Cerebellum,,,1,,,N,50594,13792,1,10090.0,13487,,BAO_0000218,Mus musculus,2037.0,CHEMBL629369,A,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into cerebellum,Intermediate
,,Brain,,,1,,,N,50594,13792,1,10090.0,13488,,BAO_0000218,Mus musculus,955.0,CHEMBL629370,A,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into cortex,Intermediate
,,Urine,,,0,,,U,22224,8133,1,314293.0,13489,,BAO_0000218,Simiiformes,1088.0,CHEMBL629371,A,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded monkey at 10 mg/kg, po",Autocuration
,,Urine,,,0,,,U,22224,8133,1,314293.0,13490,,BAO_0000218,Simiiformes,1088.0,CHEMBL626276,A,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded monkey at 1 mg/kg, po",Autocuration
